date,wse(m),avg air temperature (C),max air temperature (C),min air temperature (C),storage(m3)
1982-05-31,1626.3945119999998,,16.0502484,-3.2999063999999994,206908277.04959998
1982-06-01,1626.409752,,15.0891296,-0.0665471999999987,207097788.91680002
1982-06-02,1626.424992,,12.994668400000005,2.422361600000002,207285499.9032
1982-06-03,1626.4402320000002,,12.077994400000005,-2.466566399999998,207473395.91160002
1982-06-04,1626.446328,,8.322408800000002,1.155684800000003,207548798.544
1982-06-05,1626.4432800000002,,7.139066000000003,-0.14988119999999583,207511979.166
1982-06-06,1626.4310880000003,,10.200201600000003,-1.8110055999999979,207360840.8616
1982-06-07,1626.415848,,8.061295600000001,-0.8498867999999966,207171267.32040003
1982-06-08,1626.406704,,13.561339600000004,-3.605464399999997,207059082.3144
1982-06-09,1626.4036560000002,,15.311353600000004,-3.1221271999999978,207022373.94959998
1982-06-10,1626.415848,,19.544720800000007,-2.1165635999999974,207171267.32040003
1982-06-11,1626.4432800000002,,22.0780744,-1.5943371999999982,207511979.166
1982-06-12,1626.489,,17.80026240000001,5.611276000000004,208078541.19959998
1982-06-13,1626.5347199999999,,18.061375600000005,4.605712400000002,208646645.0832
1982-06-14,1626.601776,,18.761381200000002,2.1168036000000043,209484239.67720002
1982-06-15,1626.650544,,22.38363240000001,3.077922400000002,210093467.78399998
1982-06-16,1626.699312,,22.6058564,2.422361600000002,210706248.3132
1982-06-17,1626.745032,,22.822524800000004,2.294582800000004,211281531.05040002
1982-06-18,1626.77856,,23.828088400000006,3.4279252000000042,211706107.2012
1982-06-19,1626.7877039999998,,24.8725412,3.077922400000002,211820820.8412
1982-06-20,1626.802944,,25.139210000000006,2.950143600000004,212012812.0032
1982-06-21,1626.7877039999998,,24.04475680000001,4.344599200000005,211820820.8412
1982-06-22,1626.77856,,21.2947348,5.133494400000004,211706107.2012
1982-06-23,1626.802944,,20.11139200000001,6.705729200000004,212012812.0032
1982-06-24,1626.77856,,20.550284400000002,4.300154400000004,211706107.2012
1982-06-25,1626.7572240000002,,16.661364400000004,7.5779584000000035,211435333.6716
1982-06-26,1626.7176000000002,,23.955867200000007,3.6890384000000047,210936662.3772
1982-06-27,1626.7206480000002,,20.072502800000002,7.927961200000006,210974086.1604
1982-06-28,1626.7115039999999,,15.266908800000003,6.489060800000004,210859841.2428
1982-06-29,1626.6535920000001,,17.4058148,6.750174000000001,210132741.78720003
1982-06-30,1626.629208,,22.6058564,2.7723644000000043,209826740.0688
1982-07-01,1626.598728,,15.966914400000007,5.439052400000001,209445101.35680002
1982-07-02,1626.5773920000001,,17.189146400000006,4.694602000000003,209179200.0732
1982-07-03,1626.54996,,14.216900400000007,4.650157200000002,208837760.4744
1982-07-04,1626.510336,,11.244654400000005,4.083486000000004,208343023.9812
1982-07-05,1626.4768080000001,,11.594657200000004,2.339027600000005,207927180.8688
1982-07-06,1626.446328,,17.578038400000004,0.9390163999999999,207548798.544
1982-07-07,1626.421944,,12.294662800000005,3.3834804000000034,207246768.63120002
1982-07-08,1626.4036560000002,,12.644665600000003,5.222384000000002,207022373.94959998
1982-07-09,1626.3792720000001,,17.316925200000007,4.9112704000000065,206720899.10279998
1982-07-10,1626.3609840000001,,21.8169612,1.0723508000000024,206495098.25399998
1982-07-11,1626.3396480000001,,24.655872800000004,4.216820400000003,206231380.23
1982-07-12,1626.3274560000002,,26.533665600000006,4.872381200000003,206082943.2468
1982-07-13,1626.30612,,25.922549600000004,6.705729200000004,205819767.954
1982-07-14,1626.293928,,19.416942000000006,6.177947200000002,205669838.46
1982-07-15,1626.27564,,18.6724916,0.9834612000000043,205445197.0824
1982-07-16,1626.2664960000002,,17.80026240000001,-2.249897999999998,205333924.85160002
1982-07-17,1626.2512560000002,,20.4613948,0.11123200000000466,205148187.4332
1982-07-18,1626.2268720000002,,23.522530400000008,0.7223480000000002,204849463.2468
1982-07-19,1626.2116320000002,,25.7058812,3.3834804000000034,204676270.32
1982-07-20,1626.208584,,27.278116000000004,3.5168148000000024,204638032.44
1982-07-21,1626.205536,,27.0614476,4.344599200000005,204604728.48
1982-07-22,1626.19944,,23.955867200000007,3.5168148000000024,204496182.24
1982-07-23,1626.1781039999998,,23.955867200000007,3.6890384000000047,204267988.44
1982-07-24,1626.1476240000002,,24.133646400000003,6.177947200000002,203889310.08
1982-07-25,1626.117144,,25.528102000000004,5.133494400000004,203516799.12
1982-07-26,1626.095808,,27.58367400000001,5.439052400000001,203256534.84
1982-07-27,1626.065328,,26.928113200000006,8.144629600000002,202887724.32
1982-07-28,1626.040944,,16.9280332,10.722428,202592922.6
1982-07-29,1625.979984,,,5.872389200000004,201856535.04
1982-07-30,1625.885496,,26.139218000000007,6.666840000000004,200682262.08
1982-07-31,1625.74224,,24.222536000000005,4.694602000000003,198952923.12
1982-08-01,1625.550216,,20.8113976,3.911262400000002,196518983.3796
1982-08-02,1625.3978160000001,,18.01693080000001,-1.5498923999999974,194679914.0388
1982-08-03,1625.190552,,18.105820400000006,0.022342400000002982,192206959.326
1982-08-04,1625.0015760000001,,21.7725164,-1.288779199999997,189978369.33600003
1982-08-05,1624.8186960000003,,23.261417200000004,-0.4165499999999973,187846212.8124
1982-08-06,1624.501704,,26.711444800000002,1.1167956000000032,184132315.5456
1982-08-07,1624.184712,,21.033621600000004,2.6890304000000036,180481560.12
1982-08-08,1623.9256320000002,,22.866969600000004,8.800190400000005,177428697.12
1982-08-09,1623.63912,,23.083638,7.883516400000001,174042794.52
1982-08-10,1623.3526080000001,,23.172527600000002,4.433488800000003,170708698.08
1982-08-11,1623.0660960000002,,17.4058148,1.289019200000002,167338830.72
1982-08-12,1622.776536,,15.9224696,0.1945660000000018,163950461.16
1982-08-13,1622.4504000000002,,23.872533200000007,-0.0665471999999987,160105704.0
1982-08-14,1622.169984,,21.161400400000005,1.3334640000000029,156919625.16
1982-08-15,1621.8743279999999,,23.172527600000002,0.7223480000000002,153581828.28
1982-08-16,1621.548192,,25.00587560000001,2.0334696,149897423.52
1982-08-17,1621.2098640000002,,25.311433600000008,1.7279116000000023,146060067.24
1982-08-18,1620.8684880000003,,22.778080000000003,3.605704400000004,142184473.08
1982-08-19,1620.539304,,25.79477080000001,4.344599200000005,138500068.32
1982-08-20,1620.1644000000001,,26.1836628,7.011287200000002,134398747.32
1982-08-21,1619.8778880000002,,27.9781216,4.261265200000004,130762448.28
1982-08-22,1619.49384,,25.79477080000001,5.394607600000004,126727735.2
1982-08-23,1619.1158880000003,,23.389196,-0.14988119999999583,123045797.4
1982-08-24,1618.780608,,22.689190400000008,0.1945660000000018,119518044.60000001
1982-08-25,1618.5062880000003,,25.1780992,-0.46099479999999815,116631701.4
1982-08-26,1618.2197760000001,,25.139210000000006,1.4223536000000045,113741657.76
1982-08-27,1617.951552,,23.261417200000004,1.3779088000000002,111004565.64
1982-08-28,1617.7290480000001,,23.21697240000001,3.777928000000003,108831173.88
1982-08-29,1617.521784,,19.63361040000001,4.739046800000004,106797165.36
1982-08-30,1617.2870880000003,,17.928041200000003,2.7723644000000043,104543597.4
1982-08-31,1617.1773600000001,,19.58916560000001,-1.288779199999997,103461490.06560001
1982-09-01,1617.021912,,20.900287200000008,-2.338787599999998,101955423.3204
1982-09-02,1616.820744,,22.778080000000003,0.41679000000000244,100050029.76
1982-09-03,1616.5890960000002,,23.039193200000007,4.1279308000000015,97888972.8
1982-09-04,1616.3970720000002,,18.061375600000005,3.5168148000000024,96122629.44
1982-09-05,1616.202,,21.033621600000004,-2.7721243999999974,94357519.56
1982-09-06,1616.022168,,22.994748400000006,-2.905458799999998,92767563.84
1982-09-07,1615.8240480000002,,24.178091200000004,-0.6776631999999978,90987652.2
1982-09-08,1615.6228800000001,,25.528102000000004,-0.4165499999999973,89208172.27800001
1982-09-09,1615.519248,,23.911422400000006,-0.28321559999999835,88272614.70240001
1982-09-10,1615.397328,,11.027986000000006,0.2834555999999999,87225069.4776
1982-09-11,1615.2876,,10.766872800000005,-6.2665967999999985,86282962.1232
1982-09-12,1615.1778720000002,,7.711292800000006,-1.3776687999999986,85351129.6572
1982-09-13,1615.0650960000003,,7.622403200000004,-3.427685199999999,84403594.99080001
1982-09-14,1614.9584160000002,,6.139058000000002,-2.2054531999999973,83492053.27080001
1982-09-15,1614.9340320000001,,7.183510800000004,-4.872141199999998,83284976.64840001
1982-09-16,1614.927936,,15.528022000000007,-2.466566399999998,83233195.158
1982-09-17,1614.9584160000002,,16.9280332,0.8501268000000017,83492053.27080001
1982-09-18,1614.991944,,20.8113976,2.600140800000002,83777110.4988
1982-09-19,1615.0376640000002,,19.416942000000006,4.039041200000003,84168728.06400001
1982-09-20,1615.095576,,12.689110400000004,1.8556904000000038,84639214.3404
1982-09-21,1615.132152,,16.183582800000003,1.1167956000000032,84955170.2424
1982-09-22,1615.1656800000003,,18.844715200000003,0.022342400000002982,85245136.72080001
1982-09-23,1615.193112,,20.63917400000001,-2.2943427999999972,85484407.1712
1982-09-24,1615.22664,,11.116875600000004,-0.022102399999997857,85776100.5216
1982-09-25,1615.269312,,16.839143600000007,4.955715200000004,86122412.36639999
1982-09-26,1615.324176,,11.072430800000003,2.511251200000004,86605060.7556
1982-09-27,1615.360752,,7.5779584000000035,1.5945771999999998,86900676.5724
1982-09-28,1615.3942800000002,,3.6501492000000013,-1.3776687999999986,87197279.1732
1982-09-29,1615.4308560000002,,8.233519200000003,-1.6832268,87496336.39919999
1982-09-30,1615.44,,9.022414400000006,-3.2999063999999994,87577080.0
1982-10-01,1615.4582880000003,,6.922397600000004,-3.033237599999998,87739899.36
1982-10-02,1615.473528,,13.300226400000003,-3.605464399999997,87885869.38319999
1982-10-03,1615.497912,,9.500196000000003,-2.905458799999998,88092218.25240001
1982-10-04,1615.5436320000001,,2.7723644000000043,-2.7721243999999974,88505335.374
1982-10-05,1615.574112,,7.533513600000006,-4.038801199999998,88765192.6056
1982-10-06,1615.6076400000002,,7.666848000000002,-4.433248799999998,89078114.14680001
1982-10-07,1615.641168,,4.605712400000002,-1.3776687999999986,89365366.9692
1982-10-08,1615.6716480000002,,4.605712400000002,-3.9110223999999967,89627641.8216
1982-10-09,1615.696032,,9.283527600000003,-6.616599599999999,89863951.92
1982-10-10,1615.726512,,13.739118800000004,-5.961038799999999,90127793.292
1982-10-11,1615.7387039999999,,15.355798400000005,-4.083245999999999,90233662.8804
1982-10-12,1615.7874720000002,,16.183582800000003,-3.2999063999999994,90657942.99599999
1982-10-13,1615.8149039999998,,19.15582880000001,-2.8610139999999973,90922808.1564
1982-10-14,1615.842336,,18.844715200000003,-2.5554559999999977,91163842.4832
1982-10-15,1615.875864,,15.572466800000008,-1.1998895999999988,91457731.428
1982-10-16,1615.8972,,14.394679600000003,-1.1998895999999988,91644924.3528
1982-10-17,1615.915488,,6.877952800000006,-4.694361999999998,91806325.2108
1982-10-18,1615.933776,,2.2056932000000025,-6.9221575999999985,91967997.4344
1982-10-19,1615.9581600000001,,8.016850800000004,-10.899967199999999,92184016.78680001
1982-10-20,1615.982544,,9.366861600000004,-10.111071999999998,92400541.866
1982-10-21,1616.013024,,12.861334000000003,-3.077682399999997,92671907.46599999
1982-10-22,1616.046552,,10.677983200000003,1.5056876000000017,92970582.3132
1982-10-23,1616.107512,,8.189074400000006,2.0334696,93517544.3496
1982-10-24,1616.1410400000002,,10.811317600000002,2.600140800000002,93830823.6
1982-10-25,1616.1715199999999,,5.527942000000003,0.8056820000000045,94089854.4
1982-10-26,1616.2172400000002,,2.9056987999999997,-3.1221271999999978,94509237.6
1982-10-27,1616.26296,,1.155684800000003,-4.433248799999998,94891616.4
1982-10-28,1616.2964880000002,,1.811245600000003,-5.261033199999998,95212321.2
1982-10-29,1616.342208,,0.11123200000000466,-2.0721187999999984,95607034.8
1982-10-30,1616.381832,,2.8612540000000024,-2.338787599999998,95964744.0
1982-10-31,1616.418408,,1.9890248000000028,-3.994356399999999,96310118.4
1982-11-01,1616.4488880000001,,2.950143600000004,-6.833267999999999,96593818.8
1982-11-02,1616.479368,,3.4723700000000015,-10.633298399999997,96877519.2
1982-11-03,1616.5068,,3.077922400000002,-9.411066399999998,97136550.0
1982-11-04,1616.5342320000002,,3.6890384000000047,-8.144389599999998,97395580.8
1982-11-05,1616.5647119999999,,6.222392000000006,-2.599900799999997,97666946.4
1982-11-06,1616.5890960000002,,1.5501324000000025,-8.0610556,97901307.6
1982-11-07,1616.616528,,-0.0665471999999987,-9.2832876,98148003.6
1982-11-08,1616.640912,,0.2834555999999999,-7.838831599999997,98382364.8
1982-11-09,1616.671392,,1.1167956000000032,-5.611035999999999,98666065.2
1982-11-10,1616.695776,,-1.9443399999999968,-8.5388372,98900426.4
1982-11-11,1616.72016,,0.8945716000000026,-10.633298399999997,99122452.8
1982-11-12,1616.7414960000003,,-3.2999063999999994,-11.333303999999998,99332144.4
1982-11-13,1616.7658800000002,,-1.288779199999997,-13.999991999999999,99554170.8
1982-11-14,1616.7872160000002,,-0.0665471999999987,-17.055571999999998,99739192.8
1982-11-15,1616.8024560000001,,0.8945716000000026,-14.477773599999999,99899545.2
1982-11-16,1616.8237920000001,,2.3834724000000023,-9.633290399999998,100084567.2
1982-11-17,1616.85732,,-0.5443287999999988,-3.427685199999999,100392937.2
1982-11-18,1616.899992,,-0.633218399999997,-2.338787599999998,100799985.6
1982-11-19,1616.9396160000001,,-1.988784799999996,-4.872141199999998,101170029.60000001
1982-11-20,1616.9670480000002,,-2.599900799999997,-6.094373199999998,101429060.4
1982-11-21,1616.9944800000003,,-2.466566399999998,-14.783331599999999,101675756.4
1982-11-22,1617.0188640000001,,-6.9666023999999975,-17.450019599999997,101910117.60000001
1982-11-23,1617.0341039999998,,-6.9666023999999975,-23.083398,102058135.2
1982-11-24,1617.0462960000002,,-5.872149199999997,-21.9889448,102193818.0
1982-11-25,1617.064584,,-4.477693599999997,-16.577790399999998,102366505.2
1982-11-26,1617.0828720000002,,-5.1776991999999975,-16.5333456,102551527.2
1982-11-27,1617.1042080000002,,-3.9110223999999967,-12.472202,102748884.0
1982-11-28,1617.13164,,0.5890136000000048,-3.9110223999999967,103032584.4
1982-11-29,1617.171264,,-1.110999999999997,-3.033237599999998,103390293.60000001
1982-11-30,1617.1986960000002,,-1.4610027999999957,-9.061063599999999,103661659.2
1982-12-01,1617.2230800000002,,-2.1610083999999983,-13.211096799999998,103920690.0
1982-12-02,1617.250512,,-5.566591199999998,-16.616679599999998,104167386.0
1982-12-03,1617.277944,,-1.4610027999999957,-5.916593999999996,104426416.8
1982-12-04,1617.305376,,0.3279004000000043,-2.6443455999999994,104710117.2
1982-12-05,1617.3358560000001,,-1.855450399999997,-3.644353599999997,104993817.60000001
1982-12-06,1617.3754800000002,,-1.1998895999999988,-8.888839999999998,105376196.4
1982-12-07,1617.40596,,-3.688798399999998,-15.788895199999999,105684566.4
1982-12-08,1617.430344,,-7.138825999999998,-22.166724,105918927.60000001
1982-12-09,1617.4516800000001,,-4.955475199999999,-20.2444864,106140954.0
1982-12-10,1617.4760640000002,,-3.1221271999999978,-19.3278124,106362980.4
1982-12-11,1617.5004480000002,,-3.644353599999997,-19.238922799999997,106597341.60000001
1982-12-12,1617.524832,,-4.694361999999998,-16.9666824,106831702.8
1982-12-13,1617.555312,,-2.7276795999999983,-10.327740399999998,107127738.0
1982-12-14,1617.582744,,-4.955475199999999,-13.211096799999998,107399103.60000001
1982-12-15,1617.622368,,-1.6832268,-4.694361999999998,107793817.2
1982-12-16,1617.6498000000001,,0.7667928000000046,-4.344359199999998,108065182.8
1982-12-17,1617.683328,,-1.244334399999996,-5.566591199999998,108373552.8
1982-12-18,1617.7138080000002,,-3.2554615999999967,-10.855522399999998,108681922.8
1982-12-19,1617.744288,,-1.4165579999999984,-6.444375999999998,108977958.0
1982-12-20,1617.777816,,-1.5943371999999982,-10.722188,109286328.0
1982-12-21,1617.8326800000002,,-0.9832211999999956,-1.766560799999997,109829059.2
1982-12-22,1617.8966880000003,,-1.6832268,-6.138817999999999,110470468.8
