date,wse(m),avg air temperature (C),max air temperature (C),min air temperature (C),storage(m3)
1982-01-01,1616.656152,,-6.138817999999999,-17.8833564,98436810.6072
1982-01-02,1616.695776,,-7.6221631999999975,-19.194478,98811985.884
1982-01-03,1616.7354,,-5.961038799999999,-11.8166412,99188703.0108
1982-01-04,1616.771976,,-2.949903599999997,-19.0666992,99538369.9212
1982-01-05,1616.7902640000002,,-10.633298399999997,-25.6167516,99713659.764
1982-01-06,1616.8024560000001,,-11.288859199999997,-28.7612212,99830704.6812
1982-01-07,1616.8298880000002,,-11.549972399999998,-29.5056716,100093818.3
1982-01-08,1616.85732,,-5.305477999999999,-16.7055692,100357622.66759999
1982-01-09,1616.878656,,-0.3721052,-8.888839999999998,100564464.9288
1982-01-10,1616.896944,,-2.905458799999998,-11.944419999999997,100740137.1504
1982-01-11,1616.924376,,-2.6832347999999975,-10.7666328,101007185.5704
1982-01-12,1616.945712,,-2.0721187999999984,-10.722188,101213929.1532
1982-01-13,1616.9700960000002,,-1.4165579999999984,-7.099936799999998,101448364.36199999
1982-01-14,1616.9944800000003,,-0.8054419999999958,-5.349922799999998,101673449.7924
1982-01-15,1617.015816,,-0.46099479999999815,-4.344359199999998,101870091.17400001
1982-01-16,1617.0462960000002,,0.4612348000000033,-4.388803999999997,102152804.79
1982-01-17,1617.073728,,0.6779032000000029,-4.299914399999997,102407000.3484
1982-01-18,1617.095064,,-1.9443399999999968,-6.572154799999996,102606528.0732
1982-01-19,1617.1224960000002,,-4.827696399999999,-10.327740399999998,102862043.4552
1982-01-20,1617.137736,,-5.1776991999999975,-18.6278068,103003881.3204
1982-01-21,1617.1590720000002,,-5.916593999999996,-20.7667128,103204482.1728
1982-01-22,1617.1834560000002,,-6.749933999999998,-13.388876,103433576.41319999
1982-01-23,1617.226128,,0.022342400000002982,-8.9332848,103834038.03
1982-01-24,1617.244416,,1.5056876000000017,-10.983301199999998,104006786.904
1982-01-25,1617.265752,,-4.433248799999998,-12.0777544,104209422.9984
1982-01-26,1617.302328,,0.1945660000000018,-9.327732399999999,104555044.0944
1982-01-27,1617.317568,,-2.1165635999999974,-9.544400799999998,104700619.404
1982-01-28,1617.332808,,-1.766560799999997,-14.655552799999999,104845010.5728
1982-01-29,1617.354144,,-1.8998951999999978,-22.5167268,105047979.7068
1982-01-30,1617.378528,,-3.2554615999999967,-11.205525199999999,105280959.4092
1982-01-31,1617.3937680000001,,-1.3776687999999986,-9.149953199999999,105427657.1856
1982-02-01,1617.4120560000001,,-2.816569199999998,-12.383312399999998,105603045.7068
1982-02-02,1617.4364400000002,,-1.4165579999999984,-9.761069199999998,105835840.3872
1982-02-03,1617.445584,,-3.077682399999997,-18.6722516,105924601.60800001
1982-02-04,1617.460824,,-9.238842799999999,-27.933436800000003,106070768.988
1982-02-05,1617.4730160000001,,-9.194397999999998,-35.4001632,106188381.306
1982-02-06,1617.4974,,-7.927721199999999,-32.08347,106424000.6556
1982-02-07,1617.509592,,-6.222151999999998,-22.8667296,106541995.3524
1982-02-08,1617.530928,,-7.927721199999999,-32.3445832,106748048.1864
1982-02-09,1617.5522640000002,,-7.711052799999997,-24.2167404,106955926.5708
1982-02-10,1617.561408,,-5.961038799999999,-32.2556936,107044194.3996
1982-02-11,1617.5888400000001,,-1.110999999999997,-27.9778816,107310663.084
1982-02-12,1617.6101760000001,,2.294582800000004,-21.4222736,107519639.2656
1982-02-13,1617.6558960000002,,-0.499883999999998,-8.977729599999998,107966714.0916
1982-02-14,1617.71076,,1.289019200000002,-0.8943315999999975,108506460.27
1982-02-15,1617.747336,,2.0334696,-0.2387707999999975,108866439.0732
1982-02-16,1617.8022,,2.294582800000004,-0.3721052,109410576.44039999
1982-02-17,1617.8326800000002,,1.9001352000000047,-1.1998895999999988,109714123.53360002
1982-02-18,1617.86316,,2.5556960000000046,-2.377676799999998,110018497.0584
1982-02-19,1617.8936400000002,,6.616839600000002,-0.9832211999999956,110322241.50840001
1982-02-20,1617.927168,,4.433488800000003,-0.499883999999998,110659746.306
1982-02-21,1617.975936,,3.8668176000000045,-0.11099199999999598,111149770.9056
1982-02-22,1618.0094640000002,,1.0723508000000024,-11.8166412,111489804.3372
1982-02-23,1618.0429920000001,,-3.472129999999998,-17.5777984,111829393.71599999
1982-02-24,1618.0856640000002,,-3.472129999999998,-23.4778456,112263874.7112
1982-02-25,1618.1222400000001,,4.083486000000004,-21.7278316,112636212.98400001
1982-02-26,1618.1588160000001,,6.3112816000000045,-13.694434,113011400.59560001
1982-02-27,1618.1832000000002,,3.777928000000003,-7.749941999999997,113262043.7316
1982-02-28,1618.2197760000001,,7.794626800000003,-14.0444368,113639217.24599999
1982-03-01,1618.283784,,2.994588400000005,-0.9832211999999956,114301571.33639999
1982-03-02,1618.3264560000002,,0.8945716000000026,-4.261025199999999,114745648.806
1982-03-03,1618.353888,,1.2445744000000047,-5.611035999999999,115031396.7828
1982-03-04,1618.3935119999999,,2.0334696,-8.099944799999998,115445611.7016
1982-03-05,1618.4178960000002,,1.3779088000000002,-17.5777984,115701867.1716
1982-03-06,1618.451424,,2.0334696,-16.2277876,116054062.71599999
1982-03-07,1618.4758080000001,,6.489060800000004,-5.961038799999999,116311675.014
1982-03-08,1618.5154320000001,,0.8945716000000026,-11.205525199999999,116714813.28240001
1982-03-09,1618.536768,,4.039041200000003,-0.6776631999999978,116929710.16800001
1982-03-10,1618.5763920000002,,7.927961200000006,-1.8998951999999978,117328050.19919999
1982-03-11,1618.622112,,3.1668120000000037,-8.0610556,117789174.36240001
1982-03-12,1618.643448,,0.15567680000000195,-8.277723999999997,118004700.3228
1982-03-13,1618.673928,,5.305718000000002,-10.327740399999998,118314365.47680001
1982-03-14,1618.710504,,2.5556960000000046,-0.8943315999999975,118686962.7804
1982-03-15,1618.7348880000002,,0.9390163999999999,-10.111071999999998,118935903.714
1982-03-16,1618.76232,,0.37234520000000515,-15.9222296,119215940.67840001
1982-03-17,1618.7867039999999,,3.5168148000000024,-15.044444799999999,119466090.42240001
1982-03-18,1618.820232,,1.9890248000000028,-4.299914399999997,119810317.686
1982-03-19,1618.841568,,-1.155444799999998,-8.099944799999998,120030925.584
1982-03-20,1618.8690000000001,,0.8501268000000017,-11.549972399999998,120313552.8564
1982-03-21,1618.893384,,1.1167956000000032,-11.466638399999999,120566009.208
1982-03-22,1618.917768,,4.172375600000002,-7.011047199999998,120818995.956
1982-03-23,1618.942152,,5.6557208000000045,-13.1277628,121072525.4352
1982-03-24,1618.966536,,7.883516400000001,-11.772196399999999,121325080.4652
1982-03-25,1618.997016,,10.461314800000004,-11.8166412,121643342.97479999
1982-03-26,1619.0244480000001,,7.272400400000006,-2.816569199999998,121929744.696
1982-03-27,1619.0518800000002,,5.089049600000003,-1.855450399999997,122218354.3464
1982-03-28,1619.08236,,4.9112704000000065,-3.561019599999998,122539071.48120001
1982-03-29,1619.100648,,-0.9832211999999956,-10.983301199999998,122730285.55080001
1982-03-30,1619.140272,,-0.8054419999999958,-11.205525199999999,123149779.764
1982-03-31,1619.198184,,1.683466800000005,-4.172135599999999,123763559.412
1982-04-01,1619.2225680000001,,0.022342400000002982,-13.083317999999998,124023379.63919999
1982-04-02,1619.2682880000002,,-1.1998895999999988,-14.433328799999998,124510801.596
1982-04-03,1619.3018160000001,,1.7279116000000023,-3.644353599999997,124869559.25400001
1982-04-04,1619.3292480000002,,-0.7221079999999986,-9.061063599999999,125163460.53360002
1982-04-05,1619.35668,,-0.14988119999999583,-8.799950399999998,125459828.77319999
1982-04-06,1619.384112,,-0.022102399999997857,-11.638861999999998,125755234.89840001
1982-04-07,1619.399352,,2.2501379999999997,-11.727751599999998,125920841.9232
1982-04-08,1619.429832,,3.6501492000000013,-17.272240399999998,126249589.01280001
1982-04-09,1619.44812,,5.566831200000006,-8.8443952,126448290.306
1982-04-10,1619.4846960000002,,8.755745600000001,-13.911102399999999,126846383.6412
1982-04-11,1619.548704,,7.5779584000000035,-0.633218399999997,127545569.4444
1982-04-12,1619.603568,,4.5223784000000045,-0.8943315999999975,128148371.1204
1982-04-13,1619.6553840000001,,6.400171200000006,-0.8054419999999958,128719632.7128
1982-04-14,1619.716344,,1.4612428000000044,-3.7776879999999977,129394346.2728
1982-04-15,1619.755968,,0.8056820000000045,-10.372185199999999,129836746.2096
1982-04-16,1619.7894960000003,,3.733483200000002,-13.166652,130210613.99759999
1982-04-17,1619.8260720000003,,5.000160000000005,-12.427757199999999,130620548.74080001
1982-04-18,1619.8596,,-0.8498867999999966,-9.805513999999999,130996920.4932
1982-04-19,1619.880936,,0.8501268000000017,-13.255541599999997,131236363.63080001
1982-04-20,1619.926656,,4.739046800000004,-15.527781999999998,131754153.86520001
1982-04-21,1619.960184,,11.639102000000005,-12.122199199999999,132133535.3088
1982-04-22,1619.999808,,14.478013600000004,-8.888839999999998,132583533.48240001
1982-04-23,1620.0485760000001,,14.961350800000005,-7.711052799999997,133107922.83479999
1982-04-24,1620.112584,,11.683546800000006,-5.916593999999996,133784067.2316
1982-04-25,1620.17964,,11.116875600000004,-6.794378799999999,134495464.48680001
1982-04-26,1620.25584,,10.9002072,-5.438812399999998,135309314.59080002
1982-04-27,1620.341184,,13.300226400000003,-4.783251599999998,136227714.4596
1982-04-28,1620.4417680000001,,6.705729200000004,-3.9499115999999983,137317235.0088
1982-04-29,1620.533208,,8.061295600000001,-5.483257199999999,138314404.9104
1982-04-30,1620.633792,,13.911342400000002,-9.672179599999998,139420614.444
1982-05-01,1620.746568,,17.84470720000001,-4.827696399999999,140671523.51639998
1982-05-02,1620.886776,,17.144701600000005,-3.7776879999999977,142241780.56080002
1982-05-03,1621.042224,,9.327972400000004,-4.299914399999997,144002647.2696
1982-05-04,1621.188528,,3.911262400000002,-9.194397999999998,145680365.0916
1982-05-05,1621.328736,,8.100184800000001,-11.244414399999998,147306548.1192
1982-05-06,1621.4658960000002,,12.555776000000005,-6.794378799999999,148915783.1316
1982-05-07,1621.6122,,9.105748400000003,-3.994356399999999,150575060.4276
1982-05-08,1621.755456,,6.355726400000002,-3.427685199999999,152149622.3172
1982-05-09,1621.88652,,6.877952800000006,-5.216588399999999,153602883.7836
1982-05-10,1622.011488,,7.927961200000006,-1.8998951999999978,155003204.2884
1982-05-11,1622.154744,,9.672419600000001,-2.8610139999999973,156622418.154
1982-05-12,1622.291904,,11.205765200000005,-4.172135599999999,158190047.886
1982-05-13,1622.441256,,14.611348,-4.955475199999999,159915143.6748
1982-05-14,1622.614992,,15.966914400000007,-2.0332295999999985,161943897.57
1982-05-15,1622.813112,,13.344671200000004,-1.3776687999999986,164289076.0896
1982-05-16,1623.072192,,16.444696000000008,-0.28321559999999835,167396039.52240002
1982-05-17,1623.340416,,17.928041200000003,-2.994348399999998,170415746.58
1982-05-18,1623.5994960000003,,7.533513600000006,0.11123200000000466,173384732.94
1982-05-19,1623.83724,,11.511323200000003,-2.905458799999998,176153784.5268
1982-05-20,1624.074984,,15.4835772,-4.872141199999998,178968758.574
1982-05-21,1624.3188240000002,,18.844715200000003,-3.2110167999999977,181900876.2168
1982-05-22,1624.593144,,17.578038400000004,0.41679000000000244,185248997.3244
1982-05-23,1624.870512,,16.272472400000005,-2.466566399999998,188447472.6384
1982-05-24,1625.166168,,20.422505600000008,-2.6443455999999994,191917572.5832
1982-05-25,1625.495352,,23.039193200000007,-2.1165635999999974,195856296.2496
1982-05-26,1625.845872,,13.778008000000003,0.15567680000000195,200138087.70839998
1982-05-27,1626.104952,,9.061303600000006,-3.2554615999999967,203363699.5824
1982-05-28,1626.239064,,7.055732000000006,-1.244334399999996,204998578.644
1982-05-29,1626.3366,,7.927961200000006,-3.2110167999999977,206194795.2132
1982-05-30,1626.370128,,9.894643600000006,-3.2110167999999977,206607184.5816
