date,max_temp(C),min_temp(C),avg_temp(C)
2018-07-09 00:00:00+00:00,20.5,16.5,
2018-07-10 00:00:00+00:00,19.8,15.1,17.6
2018-07-11 00:00:00+00:00,20.0,14.9,17.8
2018-07-12 00:00:00+00:00,19.2,15.1,17.2
2018-07-13 00:00:00+00:00,19.1,14.7,16.7
2018-07-14 00:00:00+00:00,20.5,14.5,17.7
2018-07-15 00:00:00+00:00,21.1,16.5,19.1
2018-07-16 00:00:00+00:00,22.0,17.2,19.9
2018-07-17 00:00:00+00:00,21.6,16.7,19.4
2018-07-18 00:00:00+00:00,20.6,15.9,18.5
2018-07-19 00:00:00+00:00,20.3,15.5,18.1
2018-07-20 00:00:00+00:00,18.9,14.7,17.0
2018-07-21 00:00:00+00:00,18.8,14.0,16.6
2018-07-22 00:00:00+00:00,19.0,13.9,16.6
2018-07-23 00:00:00+00:00,18.4,14.9,16.8
2018-07-24 00:00:00+00:00,20.7,15.4,18.3
2018-07-25 00:00:00+00:00,21.3,16.2,19.0
2018-07-26 00:00:00+00:00,21.5,16.2,19.2
2018-07-27 00:00:00+00:00,21.1,16.0,18.9
2018-07-28 00:00:00+00:00,20.9,15.8,18.7
2018-07-29 00:00:00+00:00,21.6,16.2,18.9
2018-07-30 00:00:00+00:00,20.6,14.9,18.0
2018-07-31 00:00:00+00:00,20.8,16.8,19.0
2018-08-01 00:00:00+00:00,20.9,15.6,18.6
2018-08-02 00:00:00+00:00,19.8,15.5,17.9
2018-08-03 00:00:00+00:00,19.1,14.5,17.0
2018-08-04 00:00:00+00:00,19.0,14.3,16.9
2018-08-05 00:00:00+00:00,19.3,14.5,17.1
2018-08-06 00:00:00+00:00,19.4,14.8,17.3
2018-08-07 00:00:00+00:00,19.7,15.2,17.7
2018-08-08 00:00:00+00:00,20.0,15.6,18.1
2018-08-09 00:00:00+00:00,20.6,16.2,18.7
2018-08-10 00:00:00+00:00,20.2,16.5,18.5
2018-08-11 00:00:00+00:00,19.8,16.1,18.1
2018-08-12 00:00:00+00:00,18.9,14.4,16.9
2018-08-13 00:00:00+00:00,18.4,14.3,16.7
2018-08-14 00:00:00+00:00,18.9,14.5,16.9
2018-08-15 00:00:00+00:00,17.8,15.1,16.7
2018-08-16 00:00:00+00:00,19.2,15.4,17.4
2018-08-17 00:00:00+00:00,19.2,15.1,17.2
2018-08-18 00:00:00+00:00,18.8,14.2,16.5
2018-08-19 00:00:00+00:00,18.3,14.4,16.4
2018-08-20 00:00:00+00:00,17.2,14.8,16.0
2018-08-21 00:00:00+00:00,17.2,13.5,15.4
2018-08-22 00:00:00+00:00,18.1,13.3,15.6
2018-08-23 00:00:00+00:00,17.4,13.6,15.7
2018-08-24 00:00:00+00:00,17.7,13.5,15.8
2018-08-25 00:00:00+00:00,15.7,12.6,14.4
2018-08-26 00:00:00+00:00,16.0,13.1,14.6
2018-08-27 00:00:00+00:00,17.4,13.9,15.6
2018-08-28 00:00:00+00:00,17.4,12.9,15.4
2018-08-29 00:00:00+00:00,17.4,13.0,15.5
2018-08-30 00:00:00+00:00,16.0,13.5,14.8
2018-08-31 00:00:00+00:00,16.9,12.7,14.9
2018-09-01 00:00:00+00:00,17.0,12.8,15.1
2018-09-02 00:00:00+00:00,16.8,12.8,14.9
2018-09-03 00:00:00+00:00,17.3,13.2,15.3
2018-09-04 00:00:00+00:00,17.0,12.9,15.1
2018-09-05 00:00:00+00:00,16.7,13.0,14.8
2018-09-06 00:00:00+00:00,16.4,12.9,14.9
2018-09-07 00:00:00+00:00,16.7,13.3,15.0
2018-09-08 00:00:00+00:00,17.0,13.4,15.2
2018-09-09 00:00:00+00:00,16.9,13.2,15.0
2018-09-10 00:00:00+00:00,16.5,13.3,14.6
2018-09-11 00:00:00+00:00,14.7,12.1,13.3
2018-09-12 00:00:00+00:00,14.6,11.9,13.1
2018-09-13 00:00:00+00:00,15.0,11.3,13.1
2018-09-14 00:00:00+00:00,15.0,11.7,13.4
2018-09-15 00:00:00+00:00,14.4,11.6,13.1
2018-09-16 00:00:00+00:00,14.2,11.3,12.8
2018-09-17 00:00:00+00:00,14.2,11.2,12.8
2018-09-18 00:00:00+00:00,14.9,11.8,13.4
2018-09-19 00:00:00+00:00,14.9,11.4,13.1
2018-09-20 00:00:00+00:00,14.9,11.2,13.0
2018-09-21 00:00:00+00:00,14.7,11.5,13.2
2018-09-22 00:00:00+00:00,14.2,12.9,13.6
2018-09-23 00:00:00+00:00,14.4,11.3,12.8
2018-09-24 00:00:00+00:00,14.0,10.6,12.3
2018-09-25 00:00:00+00:00,13.9,10.2,12.2
2018-09-26 00:00:00+00:00,13.9,10.6,12.6
2018-09-27 00:00:00+00:00,14.8,11.6,13.4
2018-09-28 00:00:00+00:00,15.1,11.9,13.6
2018-09-29 00:00:00+00:00,14.9,12.0,13.4
2018-09-30 00:00:00+00:00,15.1,12.3,13.5
2018-10-01 00:00:00+00:00,12.9,11.3,12.3
2018-10-02 00:00:00+00:00,14.2,12.1,13.2
2018-10-03 00:00:00+00:00,13.8,11.2,12.6
2018-10-04 00:00:00+00:00,13.8,11.4,12.5
2018-10-05 00:00:00+00:00,11.4,9.6,10.4
2018-10-06 00:00:00+00:00,12.6,10.8,11.5
2018-10-07 00:00:00+00:00,12.2,9.8,11.1
2018-10-08 00:00:00+00:00,12.9,11.3,12.2
2018-10-09 00:00:00+00:00,13.0,11.6,12.3
2018-10-10 00:00:00+00:00,12.1,10.5,11.6
2018-10-11 00:00:00+00:00,12.2,8.8,10.5
2018-10-12 00:00:00+00:00,12.8,8.9,10.8
2018-10-13 00:00:00+00:00,12.4,9.3,10.7
2018-10-14 00:00:00+00:00,11.0,7.7,9.3
2018-10-15 00:00:00+00:00,11.4,7.4,9.4
2018-10-16 00:00:00+00:00,11.7,8.1,9.9
2018-10-17 00:00:00+00:00,11.8,8.3,10.0
2018-10-18 00:00:00+00:00,12.2,8.5,10.3
2018-10-19 00:00:00+00:00,12.2,8.6,10.4
2018-10-20 00:00:00+00:00,12.5,8.8,10.7
2018-10-21 00:00:00+00:00,12.1,8.9,10.5
2018-10-22 00:00:00+00:00,11.9,8.7,10.3
2018-10-23 00:00:00+00:00,11.2,8.7,10.1
2018-10-24 00:00:00+00:00,11.1,9.1,10.0
2018-10-25 00:00:00+00:00,10.6,8.7,9.7
2018-10-26 00:00:00+00:00,11.3,9.5,10.4
2018-10-27 00:00:00+00:00,13.6,11.2,12.4
2018-10-28 00:00:00+00:00,12.5,10.7,11.9
2018-10-29 00:00:00+00:00,11.6,9.4,10.4
2018-10-30 00:00:00+00:00,11.2,8.5,9.8
2018-10-31 00:00:00+00:00,11.2,9.7,10.5
2018-11-01 00:00:00+00:00,12.4,10.4,11.2
2018-11-02 00:00:00+00:00,12.1,9.9,10.8
2018-11-03 00:00:00+00:00,10.8,9.6,10.2
2018-11-04 00:00:00+00:00,11.9,9.2,10.6
2018-11-05 00:00:00+00:00,10.5,8.4,9.4
2018-11-06 00:00:00+00:00,10.2,7.8,8.9
2018-11-07 00:00:00+00:00,8.9,6.6,7.7
2018-11-08 00:00:00+00:00,7.8,5.0,6.4
2018-11-09 00:00:00+00:00,7.6,4.4,6.1
2018-11-10 00:00:00+00:00,7.8,5.2,6.5
2018-11-11 00:00:00+00:00,7.1,4.4,5.8
2018-11-12 00:00:00+00:00,6.9,4.1,5.5
2018-11-13 00:00:00+00:00,7.4,4.5,5.9
2018-11-14 00:00:00+00:00,8.7,5.3,7.1
2018-11-15 00:00:00+00:00,9.1,6.4,7.8
2018-11-16 00:00:00+00:00,9.0,6.3,7.8
2018-11-17 00:00:00+00:00,9.2,6.4,8.2
2018-11-18 00:00:00+00:00,7.0,4.5,5.8
2018-11-19 00:00:00+00:00,6.7,4.0,5.3
2018-11-20 00:00:00+00:00,6.6,3.7,5.2
2018-11-21 00:00:00+00:00,7.8,5.3,6.5
2018-11-22 00:00:00+00:00,8.2,7.0,7.8
2018-11-23 00:00:00+00:00,7.9,6.4,7.2
2018-11-24 00:00:00+00:00,8.1,6.3,7.2
2018-11-25 00:00:00+00:00,7.3,5.1,6.4
2018-11-26 00:00:00+00:00,8.1,6.6,
