date,max_temp(C),min_temp(C),avg_temp(C)
2005-08-19 00:00:00+00:00,23.4,17.0,20.0
2005-08-20 00:00:00+00:00,23.8,17.2,20.2
2005-08-21 00:00:00+00:00,24.5,18.3,21.1
2005-08-22 00:00:00+00:00,22.7,19.1,20.9
2005-08-23 00:00:00+00:00,21.4,16.4,18.8
2005-08-24 00:00:00+00:00,21.1,14.7,17.8
2005-08-25 00:00:00+00:00,21.1,15.3,18.2
2005-08-26 00:00:00+00:00,21.4,15.1,18.2
2005-08-27 00:00:00+00:00,21.7,16.2,18.8
2005-08-28 00:00:00+00:00,22.1,16.4,19.0
2005-08-29 00:00:00+00:00,20.8,17.0,18.8
2005-08-30 00:00:00+00:00,20.3,15.1,17.6
2005-08-31 00:00:00+00:00,20.9,15.8,18.1
2005-09-01 00:00:00+00:00,20.8,15.4,17.9
2005-09-02 00:00:00+00:00,19.6,16.2,17.9
2005-09-03 00:00:00+00:00,19.1,15.3,17.4
2005-09-04 00:00:00+00:00,18.5,14.5,16.7
2005-09-05 00:00:00+00:00,19.0,13.7,16.3
2005-09-06 00:00:00+00:00,18.6,13.6,16.0
2005-09-07 00:00:00+00:00,19.1,13.7,16.2
2005-09-08 00:00:00+00:00,19.4,13.9,16.5
2005-09-09 00:00:00+00:00,18.0,14.7,16.3
2005-09-10 00:00:00+00:00,17.2,13.9,15.4
2005-09-11 00:00:00+00:00,17.7,13.4,15.3
2005-09-12 00:00:00+00:00,18.1,13.9,15.7
2005-09-13 00:00:00+00:00,18.3,13.4,15.7
2005-09-14 00:00:00+00:00,18.6,13.4,15.8
2005-09-15 00:00:00+00:00,18.3,13.4,15.8
2005-09-16 00:00:00+00:00,17.3,13.9,15.5
2005-09-17 00:00:00+00:00,18.0,14.7,16.1
2005-09-18 00:00:00+00:00,17.5,13.2,15.4
2005-09-19 00:00:00+00:00,17.5,12.9,15.1
2005-09-20 00:00:00+00:00,17.3,13.1,15.1
2005-09-21 00:00:00+00:00,16.7,12.5,14.6
2005-09-22 00:00:00+00:00,16.2,11.8,14.0
2005-09-23 00:00:00+00:00,16.2,13.6,14.7
2005-09-24 00:00:00+00:00,15.8,11.5,13.4
2005-09-25 00:00:00+00:00,16.1,11.1,13.3
2005-09-26 00:00:00+00:00,16.2,11.4,13.6
2005-09-27 00:00:00+00:00,16.6,12.0,14.1
2005-09-28 00:00:00+00:00,16.6,11.8,14.0
2005-09-29 00:00:00+00:00,15.9,13.2,14.5
2005-09-30 00:00:00+00:00,16.6,15.6,16.1
2005-10-01 00:00:00+00:00,15.6,13.7,14.8
2005-10-02 00:00:00+00:00,14.2,11.2,12.8
2005-10-03 00:00:00+00:00,15.4,12.3,13.5
2005-10-04 00:00:00+00:00,14.5,10.9,12.6
