date,max_temp(C),min_temp(C),avg discharge (cfs),outflow(m3/d)
1985-03-13 00:00:00+00:00,8.6,8.6,,
1985-03-14 00:00:00+00:00,8.6,8.6,,
1985-04-14 00:00:00+00:00,8.4,8.4,,
1985-04-15 00:00:00+00:00,8.4,8.4,,
1985-04-16 00:00:00+00:00,8.4,8.4,,
1985-04-17 00:00:00+00:00,8.4,8.4,,
1985-04-18 00:00:00+00:00,8.4,8.4,,
1985-04-19 00:00:00+00:00,8.4,8.4,,
1985-04-20 00:00:00+00:00,8.4,8.4,,
1985-04-21 00:00:00+00:00,8.4,8.4,,
1985-04-22 00:00:00+00:00,8.4,8.4,,
1985-05-23 00:00:00+00:00,8.3,8.3,,
1985-05-24 00:00:00+00:00,8.4,8.3,,
1985-05-25 00:00:00+00:00,8.4,8.4,,
1985-05-26 00:00:00+00:00,8.4,8.4,,
1985-05-27 00:00:00+00:00,8.4,8.4,,
1985-05-28 00:00:00+00:00,8.5,8.4,,
1985-05-29 00:00:00+00:00,8.5,8.5,,
1985-05-30 00:00:00+00:00,8.5,8.5,,
1985-05-31 00:00:00+00:00,8.5,8.5,,
1985-06-01 00:00:00+00:00,8.6,8.5,,
1985-06-02 00:00:00+00:00,8.6,8.6,,
1985-06-03 00:00:00+00:00,8.6,8.6,,
1985-06-04 00:00:00+00:00,8.7,8.6,,
1985-06-05 00:00:00+00:00,8.7,8.7,,
1985-06-06 00:00:00+00:00,8.7,8.7,,
1985-06-07 00:00:00+00:00,8.8,8.7,,
1985-06-08 00:00:00+00:00,8.8,8.8,,
1985-06-09 00:00:00+00:00,8.8,8.8,,
1985-06-10 00:00:00+00:00,8.9,8.8,,
1985-06-11 00:00:00+00:00,8.9,8.9,,
1985-06-12 00:00:00+00:00,8.9,8.9,,
1985-06-13 00:00:00+00:00,8.9,8.9,,
1985-06-14 00:00:00+00:00,9.1,8.9,,
1985-06-15 00:00:00+00:00,9.1,9.1,,
1985-06-16 00:00:00+00:00,9.1,9.1,,
1985-06-17 00:00:00+00:00,9.1,9.1,,
1985-06-18 00:00:00+00:00,9.1,9.1,,
1985-06-19 00:00:00+00:00,9.1,9.1,,
1985-06-20 00:00:00+00:00,9.1,9.1,,
1985-06-21 00:00:00+00:00,9.1,9.1,,
1985-06-22 00:00:00+00:00,9.1,9.1,,
1985-06-23 00:00:00+00:00,9.1,9.1,,
1985-06-24 00:00:00+00:00,9.1,9.1,,
1985-06-25 00:00:00+00:00,9.1,9.1,,
1985-06-26 00:00:00+00:00,9.1,9.0,,
1985-06-27 00:00:00+00:00,9.1,9.0,,
1985-06-28 00:00:00+00:00,9.1,9.1,,
1985-06-29 00:00:00+00:00,9.1,9.1,,
1985-06-30 00:00:00+00:00,9.1,9.1,,
1985-07-01 00:00:00+00:00,9.2,9.1,,
1985-07-02 00:00:00+00:00,9.2,9.1,,
