date,computed flow(m3/d),inflow(m3/d),wse(m),storage(m3),power discharge (m3/d),outflow(m3/d)
1995-09-18,4938429.0788352,2798706.5588736003,761.238,37553360.274,1138512.0568320001,1661222.06208
1995-09-19,4946918.6820096,2735291.4250752,761.2410480000001,37566928.554,1381505.5401984,1839821.78304
1995-09-20,4668914.760191999,1281636.4907520001,761.234952,37539754.9896,1134793.2681216,1604950.9171199999
1995-09-21,4570513.6536576,1889340.3906048,761.234952,37539754.9896,986775.6911615999,1472836.05504
1995-09-22,4576654.5481728,2388612.2406912,761.2410480000001,37566928.554,1002825.2003327999,1477729.19808
1995-09-23,4659764.582707199,2556985.2926976,761.244096,37580496.834,1150842.7772928,1560912.62976
1995-09-24,4700059.6156415995,2230367.9947776,761.244096,37580496.834,1184140.61568,1612290.6316799999
1995-09-25,4630968.4359168,1725713.6873472,761.238,37553360.274,1282810.8450816001,1634309.77536
1995-09-26,4687777.826611199,3253108.2872832003,761.2410480000001,37566928.554,1381505.5401984,1700367.2064
1995-09-27,4423841.6910336,2804333.6733696,761.244096,37580496.834,1266785.8016255999,1624523.4892799999
1995-09-28,4355875.934208,2357712.0423935996,761.2410480000001,37566928.554,1249513.0066944,1600057.77408
1995-09-29,4352744.3226624,2708770.5897984,761.238,37553360.274,1397530.5836544,1741958.92224
1995-09-30,3989673.1090944,2167368.7781376,761.247144,37594114.4532,1150842.7772928,1507088.05632
1995-10-01,3975091.5428351997,2547419.1980544,761.234952,37539754.9896,863444.0208384,1587824.91648
1995-10-02,3981354.7659263997,2642419.570176,761.244096,37580496.834,980610.3309312,1565805.7728
1995-10-03,3901572.0686592,4821287.2344576,761.238,37553360.274,1007742.809088,1575592.05888
1995-10-04,4187625.2107776003,2373981.7430016003,761.2410480000001,37566928.554,1078057.2745728,1856947.7836799999
1995-10-05,3875687.3419776,2935763.495424,761.2410480000001,37566928.554,1131098.9451263999,1587824.91648
1995-10-06,3609133.3748736,3327924.4443648,761.234952,37539754.9896,1016379.2065536,1433690.91072
1995-10-07,3548238.2097408,2551994.2867968,761.238,37553360.274,948535.7783039999,1509534.62784
1995-10-08,3259175.7846528003,2704097.6381952,761.238,37553360.274,990494.479872,1242858.33216
1995-10-09,3060367.3829376004,2862390.8155392,761.238,37553360.274,983056.9024512,1078938.04032
1995-10-10,3030372.4161023996,2836285.8974208,761.234952,37539754.9896,978139.293696,1069151.75424
1995-10-11,3607322.9119488,2459685.1433472,761.2410480000001,37566928.554,997858.6601472,1602504.3456
1995-10-12,6557692.4393472,3006396.0152064,761.244096,37580496.834,968279.6104704,4575088.7424
1995-10-13,6934929.302016,4624069.1042304,761.2319040000001,37526199.0444,975692.722176,5088868.7616
1995-10-14,5211417.5290368,6892065.368985601,761.1252240000001,37054540.962000005,917708.9771520001,4452760.1663999995
1995-10-15,2607996.3088896,3788858.5187328,760.9484400000001,36264250.326000005,1420968.7388159998,3009282.9696
1995-10-16,2398936.7725056,3655691.6308992,760.7808,35524224.0,1649160.4644864001,3009282.9696
1995-10-17,2399010.1696512,3979788.9601536,760.619256,34865015.2836,1587482.3964672,3058214.4
1995-10-18,2446889.5742976,4551283.6015104,760.472952,34278150.1692,1585011.359232,3033748.6848
1995-10-19,2619275.0035968,3219810.4488959997,760.311408,33619015.4616,1724417.0044416,3278405.8368
1995-10-20,2472015.863808,4282625.5828992,760.1712,33057276.334799998,1599813.116928,3033748.6848
1995-10-21,2337748.0187904,2507246.493696,760.0188,32434677.3048,1654102.5389568,2960351.5392
1995-10-22,2302395.0603264,2723719.1417855998,759.860304,31801186.6464,1661491.1849472001,2935885.824
1995-10-23,2351791.3393151998,3186708.3362304,759.7079040000001,31241569.105200004,1624499.0235648,2911420.1088
1995-10-24,2347705.5648768,3296779.5889152,759.558552,30702316.318800002,1644218.3900159998,2886954.3936
1995-10-25,2313673.7550335997,3331545.3702144,759.4092,30153491.7276,1649160.4644864001,2862488.6784
1995-10-26,2432210.1451776,4782778.1987328,759.2628960000001,29625340.2612,1634358.7067904,2960351.5392
1995-10-27,3623029.9011071995,1926919.729152,759.66828,31097831.6808,1607226.2286335998,2150536.36608
1995-10-28,3740073.882624,1657821.3276672,760.3266480000001,33680677.1268,1681235.0171136,1157228.32896
1995-10-29,3341723.1077376003,1512225.856512,760.9088160000001,36087813.3468,1778681.9607552,934590.3206399999
1995-10-30,2408918.7843072,426535.2787968,761.20752,37417788.4872,2263445.641728,1078938.04032
1995-10-31,2242845.5095296,3152040.417792,761.067312,36798137.4744,1969857.0593279998,2862488.6784
1995-11-01,2260656.5501952,1799771.4072576,760.9332,36196310.2476,2162279.909376,2862488.6784
1995-11-02,1982114.3826432,1872043.1299583998,760.777752,35511667.1736,2220263.6544,2666762.9568
1995-11-03,1959508.0617983998,2713590.3356928,760.634496,34926738.6228,2212923.93984,2544434.3808
1995-11-04,2030532.033024,-176202.08087039998,760.4820960000001,34314981.882,1989600.8914944,2642297.2416
1995-11-05,2191858.9590527997,5156076.081254399,760.3357920000001,33717755.5356,1924228.50048,2789091.5328
1995-11-06,2348121.4820352,3139978.8201984,760.165104,33032125.6776,2074717.1146751998,3033748.6848
1995-11-07,2350763.7792768,4320694.2357503995,760.0218480000001,32447012.104799997,2067304.0029696,2935885.824
1995-11-08,2336891.7187584,6302490.564096,759.8724960000001,31848009.547199998,2174635.095552,2935885.824
1995-11-09,2945598.7129344,5151207.4039296,759.7627679999999,31441812.248400003,2268363.2504832,3351802.9824
1995-11-10,3577792.7937024,4974051.1601664,759.5616,30713639.665200002,2101849.592832,4305965.8752
1995-11-11,2838341.0174976,7911820.8442368,759.415296,30175719.0372,1883517.5503872,3376268.6976
1995-11-12,3955788.0935424,6475291.9105536,759.250704,29580885.642,1898319.3080832,4550623.0272
1995-11-13,5429651.7086208,8302734.0417024,759.110496,29065377.3456,2122816.7107583997,5945168.7935999995
1995-11-14,4304938.3151616,6621254.3674368,758.9611440000001,28526112.2244,2093457.8525184,4844211.6096
1995-11-15,3912434.846208,5258440.6336512,758.796552,27985786.3104,2093457.8525184,4452760.1663999995
1995-11-16,3659116.8310271995,4918783.1095296,758.6350080000001,27461273.61,2473116.820992,4183637.2992
1995-11-17,3345857.8136063996,4185667.9535616,758.473464,26868154.752000004,2597720.7085055998,3938980.1472
1995-11-18,3261524.493312,5758079.4694656,758.339352,26386419.138,2527406.2430208,3743254.4255999997
1995-11-19,3186537.076224,4144785.7434623996,758.1839040000001,25878632.426400002,2470670.249472,3694322.9952
1995-11-20,3131831.7370367995,4617585.6897024,758.031504,25389545.271599997,2453397.4545408,3620925.8496
1995-11-21,3068269.8089471995,4041418.0967423995,758.034552,25399610.4684,2463257.1377664,3058214.4
1995-11-22,3091512.2383871996,3935163.4956288002,758.0833200000001,25555226.305200003,2333735.6414976,2935885.824
1995-11-23,3033504.027648,3519564.3915263996,758.1138000000001,25652856.2472,2532323.8517759996,2935885.824
1995-11-24,3014494.1669376004,5100685.7020416,758.168664,25829330.2308,2473116.820992,2838022.9632
1995-11-25,3253744.3958784,5918158.6440192005,758.2814400000001,26196130.178400002,1852690.7492352,2886954.3936
1995-11-26,3985000.1574911997,3594600.7400448,758.583192,27269701.8312,1709615.2467456,2911420.1088
1995-11-27,3916887.6063744,4395901.8442752,758.817888,28054972.2036,1617085.9118592,3131611.5456
1995-11-28,3764466.2006784,7147144.9156607995,758.9367599999999,28443173.029200003,2196825.4992384,3376268.6976
1995-11-29,4418875.150848,6081981.0729984,759.3330000000001,29877229.212,2355950.5108992,2984817.2544
1995-11-30,5484038.9935104,14471592.869376,759.7841040000001,31520138.228400003,2133924.1454592003,3841117.2864
1995-12-01,12707810.5291776,17834943.6693504,761.198376,37377552.3696,2373223.3058304,6850400.256
1995-12-02,12950755.081113601,16653445.350912001,761.1892320000001,37337020.2168,2534794.8890112,12991294.7712
1995-12-03,9328581.4800384,9475693.825536,761.14656,37148433.4596,3239113.8981888,9517163.2128
1995-12-04,8739129.003724799,12553015.9491072,761.1587519999999,37202225.5224,2891284.8251904,8685328.896
1995-12-05,8120170.87488,9128402.998272,761.152656,37175323.3236,2681589.1802112,8147083.1616
1995-12-06,7208798.517964799,7038370.3458816,761.1618000000001,37215670.454399996,2468199.2122368,7168454.5536
1995-12-07,6881251.5228672,7296752.7641088,761.20752,37417788.4872,2877706.3532544,6679140.2496
1995-12-08,6466043.870208,5822620.0261632,761.1648480000001,37229152.3908,3273659.4880512,6654674.5344
1995-12-09,6315971.1731712,6449700.7724544,761.204472,37404232.542,3616570.9522944,6140894.5152
1995-12-10,6467658.6074112,5227711.69536,761.1953280000001,37364008.7592,3654810.8651519995,6507880.243199999
1995-12-11,6815022.8318208,7936237.628006401,761.198376,37377552.3696,3659728.4739071997,6801468.8256
1995-12-12,11017009.417420799,19396100.9562624,761.216664,37458394.6488,3564752.5675008,10936174.6944
1995-12-13,19088982.8333568,25591798.673510402,761.140464,37121605.269600004,3363693.3199871997,19425777.8688
1995-12-14,15817965.6425472,13593420.4879872,761.109984,36987920.7072,3251444.6186496,15951646.3104
1995-12-15,14657972.6877696,16210689.3029376,761.210568,37431307.427999996,3430313.4624767997,14214580.5312
1995-12-16,14265664.9445376,11003430.945484798,761.155704,37188792.9252,3182377.90464,14508169.113599999
1995-12-17,12817881.7818624,8298501.4729728,761.210568,37431307.427999996,3052856.4083712,12575377.6128
1995-12-18,11678048.576409599,7504907.069030399,761.228856,37512606.094799995,3216923.4945023996,11596749.0048
1995-12-19,11304775.159603199,7537740.0588288,761.173992,37269561.1956,3047938.7996159997,11547817.5744
1995-12-20,11046294.8785152,7569888.008601599,761.1435120000001,37135013.1972,3023252.8929792,11180831.8464
1995-12-21,11183253.9522048,6665170.3262208,761.1496080000001,37161903.0612,1640524.0670208,11156366.1312
1995-12-22,10591232.5757952,6681782.5468416,761.1435120000001,37135013.1972,610566.3885312,10618120.3968
1995-12-23,9726320.6120448,5327189.2933632,761.14656,37148433.4596,611814.1400064,9712888.9344
1995-12-24,9479265.8199552,5556775.5648,761.1435120000001,37135013.1972,611814.1400064,9492697.4976
1995-12-25,9393562.4196096,4755425.5291392,761.1709440000001,37256066.9244,611814.1400064,9272506.0608
1995-12-26,9394002.8024832,4907773.5376896,761.198376,37377552.3696,611814.1400064,9272506.0608
1995-12-27,9172074.299904,5559638.0534784,761.19228,37350514.488,611814.1400064,9199108.9152
1995-12-28,9294427.3416192,5226292.6838784,761.186184,37323501.276,875774.7412992,9321437.4912
1995-12-29,9631075.582771199,6922916.6358528,761.1953280000001,37364008.7592,2331289.0699776,9590560.3584
1995-12-30,9766664.5764096,7637560.176844799,761.20752,37417788.4872,2896202.4339456,9712888.9344
1995-12-31,9982011.8016,6703508.1019392,761.20752,37417788.4872,3029418.2532096,9982011.8016
1996-01-01,9838789.5048192,5798545.7624064,761.186184,37323501.276,3055327.4456064,9933080.371199999
1996-01-02,9646831.50336,5921559.378432,761.204472,37404232.542,3117005.5136256,9566094.6432
1996-01-03,9566094.6432,6341782.5027072,761.204472,37404232.542,2754350.217216,9566094.6432
1996-01-04,9583220.64384,4803818.7138048,761.186184,37323501.276,2818499.3224704,9663957.504
1996-01-05,9304311.49056,5257339.6764672,761.204472,37404232.542,3072600.2405376,9223574.6304
1996-01-06,9123485.3895168,4853288.3899392,761.198376,37377552.3696,3236642.8609536,9150177.4848
1996-01-07,8998269.8591232,6025905.65376,761.186184,37323501.276,2796308.918784,9052314.624
1996-01-08,9128256.2039808,5490473.476608,761.19228,37350514.488,2798755.490304,9101246.0544
1996-01-09,9391336.039526401,7879085.7172992,761.2136160000001,37444875.708,3094790.644224,9296971.776
1996-01-10,10754932.6761984,6883110.917222399,761.1892320000001,37337020.2168,3151551.103488,10862777.548799999
1996-01-11,9597924.5386752,5372744.455065601,761.20752,37417788.4872,3036831.3649152,9517163.2128
1996-01-12,9155388.6821376,6383667.8071296,761.2197120000001,37471938.2592,3151551.103488,9101246.0544
1996-01-13,8019543.3882623995,4859086.7644416,761.20752,37417788.4872,3156468.7122432003,8073686.016
1996-01-14,7744695.5437056,4635592.4560896,761.210568,37431307.427999996,3034360.32768,7731166.0032
1996-01-15,8106054.1572096,9141296.4301824,761.228856,37512606.094799995,3171270.4699392,8024754.5856
1996-01-16,9366038.4900096,6979995.1494144,761.1892320000001,37337020.2168,3336560.8418304,9541628.928
1996-01-17,8866154.9970432,4804185.6995328,761.152656,37175323.3236,3273659.4880512,9027848.9088
1996-01-18,8106763.6629504,5859514.3246848,761.1435120000001,37135013.1972,3363693.3199871997,8147083.1616
1996-01-19,8088389.9108352,5794215.330816001,761.1800880000001,37296500.3988,3139195.917312,7926891.7248
1996-01-20,8223024.7415808,6925534.4673792,761.186184,37323501.276,3339031.8790655998,8196014.592
1996-01-21,8378259.704524799,6373759.1924736,761.1831360000001,37310019.339600004,3706604.7842304,8391740.3136
1996-01-22,7957351.540224,5054543.363174399,761.167896,37242609.6576,3948374.9818367995,8024754.5856
1996-01-23,7010650.69056,6372584.838144,761.1709440000001,37256066.9244,4043350.8882432003,6997194.5472
1996-01-24,6926292.9045504,6272177.542963199,761.1770400000001,37283030.7972,4033491.2050176,6899331.6864
1996-01-25,6668155.1434752,4694212.3097088,761.1800880000001,37296500.3988,4007582.0126207997,6654674.5344
1996-01-26,6572861.182771199,4162963.769856,761.1892320000001,37337020.2168,3992780.2549248,6532345.9584
1996-01-27,6630208.8192,7725856.9430016,761.1892320000001,37337020.2168,3977978.4972288,6630208.8192
1996-01-28,6858816.4620288,5702517.8302464,761.1800880000001,37296500.3988,3821324.5228032,6899331.6864
1996-01-29,6703605.9648,5324424.667545601,761.1800880000001,37296500.3988,3642455.678976,6703605.9648
1996-01-30,6537434.8271616,3580973.3366784,761.19228,37350514.488,3746067.9828480002,6483414.528
1996-01-31,5486240.9078784,3395474.2840319998,761.1770400000001,37283030.7972,3572165.6792063997,5553717.3504
1996-02-01,5071155.5837952,2251653.1670016,761.22276,37485506.5392,3540091.1265792,4868677.3248
1996-02-02,5621854.3672319995,3910599.917568,761.210568,37431307.427999996,3554892.8842752,5676045.9264
1996-02-03,5662516.385894399,2682739.0688255997,761.20752,37417788.4872,3562281.5302656,5676045.9264
1996-02-04,5657696.64,4606037.8721280005,761.19228,37350514.488,3596827.120128,5724977.3568
1996-02-05,6789676.3508736,7169457.647923199,761.22276,37485506.5392,3380966.1149184,6654674.5344
1996-02-06,7793651.4398208,11400705.2289024,761.225808,37499062.4844,3512958.6484223995,7780097.4336
1996-02-07,12775262.505983999,18093105.8961408,761.1770400000001,37283030.7972,3527760.4061184,12991294.7712
1996-02-08,21292609.8014208,23790583.789056,761.134368,37094752.410000004,3508016.5739519997,21480897.9456
1996-02-09,22078277.3136384,23713125.334732797,761.2197120000001,37471938.2592,3440173.1457024,21701089.3824
1996-02-10,19606383.7784064,18174136.3448832,761.1831360000001,37310019.339600004,3535149.0521088,19768297.8816
1996-02-11,16772495.5210752,15044017.207910402,761.186184,37323501.276,3679472.3060736,16759014.912
1996-02-12,15004823.13216,12322132.9947648,761.204472,37404232.542,3714017.8959359997,14924086.272
1996-02-13,14181820.9385472,11847987.434188798,761.2136160000001,37444875.708,3704133.7469952,14141183.3856
1996-02-14,13775151.8204928,10615478.0995584,761.186184,37323501.276,3691803.0265344,13896526.2336
1996-02-15,13534653.8400768,10483877.017497601,761.198376,37377552.3696,3677001.2688384,13480609.075199999
1996-02-16,13453574.459904,10309583.262412801,761.19228,37350514.488,3686860.952064,13480609.075199999
1996-02-17,13664542.322073601,11074821.9024384,761.22276,37485506.5392,2865375.6327936,13529540.5056
1996-02-18,15837611.6118528,16080531.698073601,761.2136160000001,37444875.708,2141312.7914496,15878249.1648
1996-02-19,20192508.917452797,20567959.782912,761.204472,37404232.542,2397884.746752,20233146.470399998
1996-02-20,20411574.9313536,19142244.695347197,761.1618000000001,37215670.454399996,3199161.3852671995,20600132.1984
1996-02-21,18595484.8920576,16836962.6806272,761.1953280000001,37364008.7592,3039302.4021504,18447149.2608
1996-02-22,17438990.5345536,15000150.1805568,761.1831360000001,37310019.339600004,2891284.8251904,17492986.368
1996-02-23,15747479.917056,15294888.651571201,761.19228,37350514.488,2676647.1057408,15706989.1584
1996-02-24,15157782.7835904,11657888.827084798,761.1953280000001,37364008.7592,2642125.9815936,15144277.7088
1996-02-25,14222996.7372288,10401672.2144256,761.186184,37323501.276,2614969.0377216,14263511.9616
1996-02-26,13225015.7485056,9808158.4293888,761.1892320000001,37337020.2168,2423793.9391488,13211486.208
1996-02-27,12099568.3835904,10269337.1609088,761.19228,37350514.488,2237536.4493311998,12086063.3088
1996-02-28,10430835.346943999,8760316.313088,761.1831360000001,37310019.339600004,2227676.7661055997,10471326.1056
1996-02-29,10051763.5556352,8215685.0270208,761.204472,37404232.542,2227676.7661055997,9957546.0864
1996-03-01,9580700.6751744,7938097.0223616,761.1800880000001,37296500.3988,2386777.3120512,9688423.2192
1996-03-02,9512196.6726144,7479731.8480896,761.167896,37242609.6576,2607580.3917312,9566094.6432
1996-03-03,9673083.2157696,9713867.563008,761.2197120000001,37471938.2592,2576729.124864,9443766.0672
1996-03-04,11856746.1602304,12782112.90624,761.167896,37242609.6576,2614969.0377216,12086063.3088
1996-03-05,13308419.3716224,12357877.404672,761.1953280000001,37364008.7592,2612522.4662015997,13187020.4928
1996-03-06,12586166.993203199,10805013.9952128,761.097792,36934424.6796,2610051.4289663997,13015760.486399999
1996-03-07,11673155.4333696,9291491.4557952,761.076456,36839582.4024,3087401.9982336,11768009.0112
1996-03-08,12602265.433804799,9264725.9633664,761.1435120000001,37135013.1972,3361222.282752,11596749.0048
1996-03-09,14058758.391091201,10004936.1767424,761.2014240000001,37390725.936000004,3567223.604736,13064691.9168
1996-03-10,14802026.8188672,12053450.5104384,761.1800880000001,37296500.3988,3875589.4791168,14312443.391999999
1996-03-11,15471066.266726399,13215620.913868798,761.20752,37417788.4872,3202121.7368063997,15095346.2784
1996-03-12,17760959.346585598,16388383.7924352,761.210568,37431307.427999996,3637538.0702207997,17370657.792
1996-03-13,18868864.7937024,16413069.699072002,761.1709440000001,37256066.9244,3582025.3624319998,18667340.6976
1996-03-14,17913772.203724798,15323146.552627198,761.1587519999999,37202225.5224,3970565.3855232,17590849.2288
1996-03-15,17619033.732710402,15514835.4312192,761.173992,37269561.1956,3716464.467456,17174932.0704
1996-03-16,17337580.145049598,14496621.296025598,761.1587519999999,37202225.5224,3749786.7715584002,17028137.7792
1996-03-17,17001470.149632,14021154.586828798,761.1892320000001,37337020.2168,3667141.5856128,16489892.0448
1996-03-18,16795786.8819456,14072826.1773312,761.1953280000001,37364008.7592,3617794.2380544,16392029.184
1996-03-19,16397852.0242176,14879607.601766398,761.155704,37188792.9252,3684414.380544,16196303.4624
1996-03-20,16716248.8418304,14695552.0263168,761.1770400000001,37283030.7972,3667141.5856128,16245234.8928
1996-03-21,16783431.695769597,15052066.428211201,761.152656,37175323.3236,3635067.0329855997,16514357.76
1996-03-22,17401386.7302912,15718536.9759744,761.204472,37404232.542,3355056.9225215996,16905809.2032
1996-03-23,17622483.3985536,15842578.1520384,761.1618000000001,37215670.454399996,3651092.0764416,17811040.665599998
1996-03-24,16715050.021785598,13810749.4361088,761.173992,37269561.1956,3684414.380544,16661152.0512
1996-03-25,15891729.773875201,12568796.3354112,761.1770400000001,37283030.7972,3700439.424,15878249.1648
1996-03-26,15177257.492889598,12615476.9200128,761.167896,37242609.6576,3601769.1945984,15217674.8544
1996-03-27,14794442.4471552,12348458.104319999,761.1496080000001,37161903.0612,3617794.2380544,14875154.841599999
1996-03-28,15713374.7100672,12870923.452416,761.1953280000001,37364008.7592,3667141.5856128,15511263.4368
1996-03-29,15318962.915328,11348862.3783936,761.173992,37269561.1956,3635067.0329855997,15413400.576
1996-03-30,14369888.8912896,11177064.1262592,761.1648480000001,37229152.3908,3635067.0329855997,14410306.252799999
1996-03-31,13942986.626764799,10892136.40704,761.1587519999999,37202225.5224,3700439.424,13969923.3792
1996-04-01,14458185.6574464,14402917.6068096,761.186184,37323501.276,3667141.5856128,14336909.1072
1996-04-02,16930274.9184,15869001.1244544,761.186184,37323501.276,3667141.5856128,16930274.9184
1996-04-03,17007195.1269888,15214102.8599808,761.1648480000001,37229152.3908,3503074.4994816,17101534.9248
1996-04-04,16448422.657536,14195668.5333504,761.1831360000001,37310019.339600004,3651092.0764416,16367563.468799999
1996-04-05,16268648.582246399,14051443.1422464,761.210568,37431307.427999996,3651092.0764416,16147372.032
1996-04-06,16652858.173747199,14994058.217472,761.2197120000001,37471938.2592,3700439.424,16612220.6208
1996-04-07,17558114.1018624,16692345.83808,761.228856,37512606.094799995,3667141.5856128,17395123.5072
1996-04-08,19723647.95136,19934395.622092802,761.19228,37350514.488,3716464.467456,19303449.292799998
1996-04-09,23177472.966144003,24673453.587763198,761.1831360000001,37310019.339600004,3667141.5856128,22483992.268799998
1996-04-10,26026236.3783168,31074907.969843198,761.2197120000001,37471938.2592,3700439.424,24955029.504
1996-04-11,26492210.390015997,31059886.0207104,761.140464,37121605.269600004,3700439.424,25933658.112
1996-04-12,24095818.0518912,27076965.4490112,761.1892320000001,37337020.2168,3749786.7715584002,22973306.5728
1996-04-13,22068368.698982403,26615909.0460672,761.155704,37188792.9252,3716464.467456,21309637.9392
1996-04-14,17417901.0880512,21078999.642009597,761.1770400000001,37283030.7972,3765811.8150144,16416494.8992
1996-04-15,15941590.9014528,18174747.9877632,761.140464,37121605.269600004,3783084.6099456,15046414.848
1996-04-16,19167689.0391552,22598345.0216448,761.234952,37539754.9896,3733737.2623872,17517452.0832
1996-04-17,24242636.8088064,27251332.6012416,761.2136160000001,37444875.708,3765811.8150144,23071169.4336
1996-04-18,23158438.6397184,25185154.021171197,761.2319040000001,37526199.0444,3700439.424,21798952.2432
1996-04-19,21561781.6000512,21830831.0701056,761.234952,37539754.9896,3716464.467456,20282077.9008
1996-04-20,20794732.4971008,20283937.2951552,761.228856,37512606.094799995,3749786.7715584002,19523640.7296
1996-04-21,19819602.4863744,18829279.2665088,761.2410480000001,37566928.554,3732513.9766272,18202492.1088
1996-04-22,18958066.791321598,17547838.5014784,761.244096,37580496.834,3765811.8150144,17272794.9312
1996-04-23,21169645.116825603,29787791.1588864,761.234952,37539754.9896,3716464.467456,19572572.16
1996-04-24,31676397.578035202,48810251.7126144,761.234952,37539754.9896,3733737.2623872,30092829.696
1996-04-25,31840317.8698752,40807638.5992704,761.2410480000001,37566928.554,3733737.2623872,30337486.848
1996-04-26,26767620.946022402,31299747.892531198,761.2410480000001,37566928.554,3749786.7715584002,25199686.656
1996-04-27,27243381.2438016,28396866.318336,761.234952,37539754.9896,3716464.467456,25444343.808
1996-04-28,25604692.1054208,27029722.15296,761.234952,37539754.9896,3700439.424,23756209.4592
1996-04-29,24245499.2974848,24776919.097344,761.238,37553360.274,3733737.2623872,22337197.9776
1996-04-30,23259237.386342403,23575016.3724288,761.2410480000001,37566928.554,3716464.467456,21187309.3632
1996-05-01,23991691.968,22768675.3308672,761.228856,37512606.094799995,3700439.424,21529829.376
1996-05-02,24992339.71968,25536163.6371456,761.244096,37580496.834,3716464.467456,22043609.3952
1996-05-03,24379057.6367616,22113459.012096,761.234952,37539754.9896,3700439.424,21407500.8
1996-05-04,23141092.4476416,20994617.3902848,761.244096,37580496.834,3700439.424,20086352.1792
1996-05-05,22118156.4294144,20546968.1992704,761.2410480000001,37566928.554,3700439.424,19107723.5712
1996-05-06,21421544.120524798,19748480.652287997,761.228856,37512606.094799995,3683166.6290688002,18373752.115199998
1996-05-07,21198123.2093184,19087539.35616,761.244096,37580496.834,3700439.424,17786574.9504
1996-05-08,21434926.8667392,19863347.185152,761.2319040000001,37526199.0444,3700439.424,17908903.5264
1996-05-09,21405983.925657596,19647632.9742336,761.238,37553360.274,3700439.424,17713177.8048
1996-05-10,21609661.0046976,21032049.9345408,761.238,37553360.274,3700439.424,17786574.9504
1996-05-11,21591801.0326016,22334702.474649597,761.228856,37512606.094799995,3716464.467456,17811040.665599998
1996-05-12,23079707.9682048,25279028.9703936,761.244096,37580496.834,3667141.5856128,19181120.7168
1996-05-13,26473689.843609598,31420461.731328,761.234952,37539754.9896,3651092.0764416,22704183.7056
1996-05-14,29808635.9482368,40797314.067456,761.2501920000001,37607707.4028,3651092.0764416,25933658.112
1996-05-15,36375331.7707776,59983694.913024,761.2197120000001,37471938.2592,3651092.0764416,32784058.368
1996-05-16,38574824.0329728,65028525.387264,761.2410480000001,37566928.554,3667141.5856128,35230629.888
1996-05-17,39892180.4679168,74100094.52912639,761.244096,37580496.834,3684414.380544,37187887.104
1996-05-18,43988695.3552896,74185553.27232,761.2319040000001,37526199.0444,3684414.380544,41591715.839999996
1996-05-19,41601746.783231996,66317379.264,761.2410480000001,37566928.554,,39145144.32
1996-05-20,34312651.7879808,51435569.747865595,761.244096,37580496.834,3635067.0329855997,32050086.912
1996-05-21,30440952.357580803,41167235.68128,761.234952,37539754.9896,3667141.5856128,28380229.632
1996-05-22,30500893.3598208,39980232.5769216,761.2410480000001,37566928.554,3684414.380544,28380229.632
1996-05-23,31925409.6273408,36140925.7534464,761.238,37553360.274,3684414.380544,29848172.544
1996-05-24,32700630.279168,30927061.6528896,761.244096,37580496.834,3684414.380544,30582144.0
1996-05-25,32916931.6672512,32339785.4456832,761.244096,37580496.834,,30826801.152
1996-05-26,33362060.8896,33994010.313216,761.234952,37539754.9896,3667141.5856128,31316115.456
1996-05-27,34963708.935168,35897491.8872064,761.234952,37539754.9896,3684414.380544,32539401.216
1996-05-28,36758880.787968,39858858.163814396,761.244096,37580496.834,3684414.380544,34007344.128
1996-05-29,35944539.457536,38851433.409024,761.228856,37512606.094799995,3667141.5856128,33028715.52
1996-05-30,34510970.875392,34853686.6139136,761.228856,37512606.094799995,3684414.380544,31316115.456
1996-05-31,33626266.1480448,31855560.010444798,761.225808,37499062.4844,3684414.380544,30337486.848
1996-06-01,33003858.3533568,32569224.9228288,761.234952,37539754.9896,3667141.5856128,29358858.24
1996-06-02,32711786.645299196,32926962.6104832,761.2319040000001,37526199.0444,3684414.380544,29114201.088
1996-06-03,33750062.6669568,36721056.7922688,761.234952,37539754.9896,3651092.0764416,30092829.696
1996-06-04,35516169.2500992,43981722.6264576,761.2319040000001,37526199.0444,3667141.5856128,31805429.759999998
1996-06-05,36026670.8634624,46479427.49122559,761.2319040000001,37526199.0444,3684414.380544,32294744.064
1996-06-06,34838077.487615995,43592497.5633408,761.238,37553360.274,3651092.0764416,31071458.304
1996-06-07,34349325.8950656,42606235.6521984,761.2319040000001,37526199.0444,3617794.2380544,30582144.0
1996-06-08,35863753.665945604,47807940.2923008,761.234952,37539754.9896,3667141.5856128,32050086.912
1996-06-09,37770244.5229056,51705010.6693632,761.228856,37512606.094799995,3651092.0764416,34007344.128
1996-06-10,37552768.7804928,47049821.175398394,761.228856,37512606.094799995,3617794.2380544,33762686.975999996
1996-06-11,38845121.2545024,43152310.4154624,761.234952,37539754.9896,3584496.3996671997,34985972.736
1996-06-12,39562480.4898816,40917856.646246396,761.2319040000001,37526199.0444,3617794.2380544,35719944.192
1996-06-13,38593687.099392,39313639.7005824,761.2319040000001,37526199.0444,3651092.0764416,34741315.584
1996-06-14,37676394.0393984,35978522.3359488,761.244096,37580496.834,3667141.5856128,33762686.975999996
1996-06-15,38244634.7406336,38773559.0375424,761.238,37553360.274,3667141.5856128,34496658.432
1996-06-16,38790464.8467456,40055709.3083136,761.238,37553360.274,3667141.5856128,34985972.736
1996-06-17,38597577.1481088,37583253.061632,761.238,37553360.274,3667141.5856128,34741315.584
1996-06-18,36900757.4704128,34468767.516672,761.238,37553360.274,3684414.380544,33028715.52
1996-06-19,33953079.171686396,29843646.386687998,761.234952,37539754.9896,3651092.0764416,30092829.696
