date,storage(m3),avg water temperature (C),min air temperature (C),max air temperature (C),avg air temperature (C),power discharge (m3/d)
2000-01-22,409466440.18320006,5.016826800000004,-5.722147999999999,4.166820000000001,-1.7832275999999982,733922.5245696
2000-01-23,409466440.18320006,4.916826000000004,-7.388827999999998,-0.6109959999999965,-3.7221319999999967,733922.5245696
2000-01-24,409615777.60679996,4.8834924000000015,-1.3332239999999977,2.7779200000000017,0.6279028000000046,733922.5245696
2000-01-25,409914501.7932,4.905714800000002,-0.3332159999999966,7.333512000000006,2.6223632000000023,733922.5245696
2000-01-26,410167254.18,4.877936800000004,-4.111023999999997,5.000160000000005,-0.3943275999999969,726509.412864
2000-01-27,410063876.2212,4.7446024000000016,-9.055507999999998,0.5001240000000031,-5.277699999999998,728980.4500991999
2000-01-28,409971944.9568,4.666824000000002,-11.444415999999999,-1.4998919999999956,-7.777719999999999,733922.5245696
2000-01-29,409868554.6632,4.589045600000002,-10.722188,-3.611019999999998,-8.133278399999998,733922.5245696
2000-01-30,409765139.7,4.455711200000003,-12.499979999999999,-1.8887839999999976,-6.949935599999998,733922.5245696
2000-01-31,409822570.5288,4.450155600000002,-3.277683999999997,2.8334760000000045,-1.155444799999998,743782.2077951999
2000-02-01,409765139.7,4.439044400000004,-2.8332359999999976,1.7779120000000042,-0.6998855999999982,733922.5245696
2000-02-02,410017892.0868,4.439044400000004,-1.4998919999999956,6.055724000000001,1.300130400000004,726509.412864
2000-02-03,410017892.0868,4.466822400000002,-3.7776879999999977,6.277948000000002,0.777904000000003,733922.5245696
2000-02-04,410121307.05,4.472378000000003,0.11123200000000466,7.166844000000001,3.7168164000000026,726509.412864
2000-02-05,410270669.14320004,4.489044800000002,1.166796000000005,7.166844000000001,3.1001448000000025,726509.412864
2000-02-06,410374059.4368,4.5057116000000015,-2.2221199999999968,6.944620000000004,1.5890216000000024,733922.5245696
2000-02-07,410465990.7012,4.472378000000003,-1.8332279999999983,6.666840000000004,1.816801200000004,704319.0091776
2000-02-08,410615315.79,4.444600000000001,-0.05543599999999671,5.444608000000002,2.7945868000000047,746253.2450304
2000-02-09,410718730.75320005,4.472378000000003,2.1668040000000026,10.333536000000006,4.589045600000002,743782.2077951999
2000-02-10,410822121.04679996,4.5057116000000015,-0.499883999999998,7.555736000000003,3.0112552000000044,733922.5245696
2000-02-11,411120845.2332,4.5168228000000035,1.055684000000003,6.500172000000006,3.7668168000000044,738864.59904
2000-02-12,411476975.5788,4.461266800000004,0.9445720000000044,5.222384000000002,1.944580000000002,743782.2077951999
2000-02-13,411925037.1888,4.405710800000001,-2.1665639999999975,1.7779120000000042,-0.4221055999999983,738864.59904
2000-02-14,412430578.9668,4.283487600000004,0.2779000000000025,9.389084000000004,3.4501476000000046,746253.2450304
2000-02-15,412775250.2832,4.339043600000004,0.11123200000000466,6.777952000000006,2.8723652000000044,748724.2822655999
