date,max_temp(C),min_temp(C),avg discharge (cfs),outflow(m3/d)
1982-08-01 00:00:00+00:00,,,17.1,41836.372992000004
1982-08-02 00:00:00+00:00,,,17.2,42081.030144
1982-08-03 00:00:00+00:00,,,17.4,42570.344447999996
1982-08-04 00:00:00+00:00,,,17.0,41591.71584
1982-08-05 00:00:00+00:00,,,15.8,38655.830016
1982-08-06 00:00:00+00:00,,,15.4,37677.201408
1982-08-07 00:00:00+00:00,,,18.8,45995.544576
1982-08-08 00:00:00+00:00,,,20.2,49420.744704
1982-08-09 00:00:00+00:00,,,20.9,51133.344767999995
1982-08-10 00:00:00+00:00,,,22.9,56026.48780799999
1982-08-11 00:00:00+00:00,,,25.1,61408.945152
1982-08-12 00:00:00+00:00,17.3,,24.3,59451.687935999995
1982-08-13 00:00:00+00:00,17.3,16.5,21.8,53335.259136
1982-08-14 00:00:00+00:00,17.5,14.7,21.7,53090.601984
1982-08-15 00:00:00+00:00,17.5,15.5,21.7,53090.601984
1982-08-16 00:00:00+00:00,19.4,16.0,21.2,51867.316224
1982-08-17 00:00:00+00:00,19.4,16.8,20.5,50154.716159999996
1982-08-18 00:00:00+00:00,20.1,17.3,19.3,47218.830336000006
1982-08-19 00:00:00+00:00,20.0,17.6,19.0,46484.85888
1982-08-20 00:00:00+00:00,21.7,19.2,18.9,46240.20172799999
1982-08-21 00:00:00+00:00,21.6,19.2,18.1,44282.944512
1982-08-22 00:00:00+00:00,21.2,18.8,18.1,44282.944512
1982-08-23 00:00:00+00:00,21.2,17.5,17.1,41836.372992000004
1982-08-24 00:00:00+00:00,21.7,19.0,16.2,39634.458624
1982-08-25 00:00:00+00:00,21.8,19.4,15.2,37187.887103999994
1982-08-26 00:00:00+00:00,21.7,18.7,15.4,37677.201408
1982-08-27 00:00:00+00:00,18.8,17.3,15.9,38900.487168
1982-08-28 00:00:00+00:00,19.5,16.7,16.0,39145.14432
1982-08-29 00:00:00+00:00,19.5,17.5,17.1,41836.372992000004
1982-08-30 00:00:00+00:00,17.4,16.6,18.4,45016.915967999994
1982-08-31 00:00:00+00:00,18.4,15.3,18.2,44527.601664
1982-09-01 00:00:00+00:00,19.6,16.6,17.5,42815.001599999996
1982-09-02 00:00:00+00:00,20.6,18.0,16.8,41102.401536000005
1982-09-03 00:00:00+00:00,20.6,18.0,16.0,39145.14432
1982-09-04 00:00:00+00:00,18.2,17.1,16.8,41102.401536000005
1982-09-05 00:00:00+00:00,18.8,16.2,16.8,41102.401536000005
1982-09-06 00:00:00+00:00,19.1,16.8,16.6,40613.087232
1982-09-07 00:00:00+00:00,19.3,17.0,16.4,40123.772928
1982-09-08 00:00:00+00:00,19.4,17.6,16.8,41102.401536000005
1982-09-09 00:00:00+00:00,19.4,16.7,17.0,41591.71584
1982-09-10 00:00:00+00:00,16.6,14.6,17.6,43059.658752
1982-09-11 00:00:00+00:00,15.5,13.8,17.6,43059.658752
1982-09-12 00:00:00+00:00,16.3,14.2,21.9,53579.91628799999
1982-09-13 00:00:00+00:00,16.4,13.8,19.8,48442.116096000005
1982-09-14 00:00:00+00:00,16.0,14.1,18.0,44038.28736
1982-09-15 00:00:00+00:00,15.2,12.9,16.9,41347.058688
1982-09-16 00:00:00+00:00,14.8,12.6,16.9,41347.058688
1982-09-17 00:00:00+00:00,15.7,13.6,16.6,40613.087232
