date,outflow(m3/d),spill(m3/d),avg_temp(C),wse_tail(m)
2001-04-21,4746348.7488,0.0,4.05,
2001-04-22,4672951.6032,0.0,4.05,
2001-04-23,4599554.457599999,0.0,4.09,
2001-04-24,4403828.7360000005,0.0,4.08,
2001-04-25,3987911.5775999995,0.0,4.14,
2001-04-26,2275311.5136,0.0,4.2,
2001-04-27,1223285.76,0.0,4.38,
2001-04-28,1223285.76,0.0,4.25,
2001-04-29,1223285.76,0.0,4.26,
2001-04-30,1223285.76,0.0,4.18,
2001-05-01,1223285.76,0.0,4.23,
2001-05-02,1223285.76,0.0,4.26,
2001-05-03,1223285.76,0.0,4.31,
2001-05-04,1223285.76,0.0,4.45,
2001-05-05,1223285.76,0.0,4.42,
2001-05-06,1223285.76,0.0,4.4,
2001-05-07,1223285.76,0.0,4.42,
2001-05-08,1223285.76,0.0,4.47,
2001-05-09,1223285.76,0.0,4.48,
2001-05-10,1223285.76,0.0,4.47,
2001-05-11,1223285.76,0.0,4.56,
2001-05-12,1223285.76,0.0,4.56,
2001-05-13,1223285.76,0.0,4.62,
2001-05-14,1223285.76,0.0,4.5,
2001-05-15,1223285.76,0.0,4.63,
2001-05-16,1223285.76,0.0,4.47,
2001-05-17,1223285.76,0.0,4.69,
2001-05-18,1223285.76,0.0,4.59,
2001-05-19,1223285.76,0.0,4.47,
2001-05-20,1223285.76,0.0,4.73,
2001-05-21,1223285.76,0.0,4.68,
2001-05-22,1223285.76,0.0,4.63,
2001-05-23,1223285.76,0.0,4.68,
2001-05-24,1223285.76,0.0,4.64,
2001-05-25,1223285.76,0.0,4.71,
2001-05-26,1223285.76,0.0,4.76,
2001-05-27,1223285.76,0.0,4.72,
2001-05-28,1223285.76,0.0,4.75,
2001-05-29,1223285.76,0.0,4.68,
2001-05-30,1223285.76,0.0,4.54,
2001-05-31,1223285.76,0.0,4.65,
2001-06-01,1223285.76,0.0,4.79,
2001-06-02,1223285.76,0.0,4.87,
2001-06-03,1223285.76,0.0,4.35,
2001-06-04,1223285.76,0.0,4.61,
2001-06-05,1223285.76,0.0,4.7,
2001-06-06,1345614.3360000001,0.0,4.7,
2001-06-07,1247751.4752,0.0,4.77,
2001-06-08,1223285.76,0.0,4.77,
2001-06-09,1345614.3360000001,0.0,4.7,
2001-06-10,1223285.76,0.0,4.53,
2001-06-11,1223285.76,0.0,4.58,
2001-06-12,1223285.76,0.0,4.44,
2001-06-13,1223285.76,0.0,4.66,
2001-06-14,2104051.5072,0.0,4.37,
2001-06-15,1223285.76,0.0,4.58,
2001-06-16,1223285.76,0.0,4.86,
2001-06-17,1223285.76,0.0,4.73,
2001-06-18,1223285.76,0.0,4.64,
2001-06-19,1223285.76,0.0,4.64,
2001-06-20,1223285.76,0.0,4.8,
2001-06-21,1247751.4752,0.0,7.0,
2001-06-22,1223285.76,0.0,10.88,
2001-06-23,1223285.76,0.0,11.09,
2001-06-24,1223285.76,0.0,10.83,
2001-06-25,1223285.76,0.0,11.26,
2001-06-26,1223285.76,0.0,10.43,
2001-06-27,1223285.76,0.0,10.31,
2001-06-28,1223285.76,0.0,10.9,
2001-06-29,1223285.76,0.0,11.93,
2001-06-30,1223285.76,0.0,11.74,
2001-07-01,1223285.76,0.0,11.93,
2001-07-02,2128517.2224,0.0,12.03,
2001-07-03,2471037.2352,0.0,12.29,
2001-07-04,2446571.52,0.0,12.89,
2001-07-05,2446571.52,0.0,13.26,
2001-07-06,2886954.3935999996,0.0,13.66,
2001-07-07,3156077.2608,0.0,14.26,
2001-07-08,1345614.3360000001,0.0,12.98,
2001-07-09,1223285.76,0.0,12.3,
2001-07-10,1247751.4752,0.0,11.87,
2001-07-11,1247751.4752,0.0,11.79,
2001-07-12,1663668.6336,0.0,11.68,
2001-07-13,3205008.6912,0.0,14.53,
2001-07-14,3816651.5712,0.0,15.73,
2001-07-15,2642297.2416000003,0.0,15.13,
2001-07-16,2495502.9504,0.0,16.0,
2001-07-17,2471037.2352,0.0,15.73,
2001-07-18,2471037.2352,0.0,15.53,
2001-07-19,2446571.52,0.0,14.95,
2001-07-20,2568900.0960000004,0.0,14.84,
2001-07-21,3425200.1279999996,0.0,15.28,
2001-07-22,3841117.2864,0.0,14.46,
2001-07-23,3009282.9696,0.0,15.21,
2001-07-24,2446571.52,0.0,15.23,
2001-07-25,2446571.52,0.0,14.67,
2001-07-26,2446571.52,0.0,14.71,
2001-07-27,2446571.52,0.0,15.34,
2001-07-28,2471037.2352,0.0,15.46,
2001-07-29,2471037.2352,0.0,14.99,
2001-07-30,2789091.5327999997,0.0,14.47,
2001-07-31,3009282.9696,0.0,14.72,
2001-08-01,3620925.8496,0.0,15.79,
2001-08-02,3669857.28,0.0,16.12,
2001-08-03,3669857.28,0.0,16.13,
2001-08-04,3669857.28,0.0,15.68,
2001-08-05,3694322.9952,0.0,15.74,
2001-08-06,3669857.28,0.0,16.41,
2001-08-07,3669857.28,0.0,16.66,
2001-08-08,3694322.9952,0.0,16.72,
2001-08-09,3669857.28,0.0,17.22,
2001-08-10,3963445.8624,0.0,16.86,
2001-08-11,4159171.584,0.0,16.75,
2001-08-12,4208103.0144,0.0,16.67,
2001-08-13,4330431.590399999,0.0,16.65,
2001-08-14,4452760.1664,0.0,16.76,
2001-08-15,4403828.7360000005,0.0,17.03,
2001-08-16,4403828.7360000005,0.0,17.21,
2001-08-17,4452760.1664,0.0,17.09,
2001-08-18,4403828.7360000005,0.0,17.06,
2001-08-19,4575088.7424,0.0,16.41,
2001-08-20,4648485.887999999,0.0,16.87,
2001-08-21,4672951.6032,0.0,17.07,
2001-08-22,5113334.476799999,0.0,17.17,
2001-08-23,4770814.464,0.0,16.83,
2001-08-24,5137800.192000001,0.0,16.53,
2001-08-25,5015471.615999999,0.0,16.85,
2001-08-26,5284594.483200001,0.0,17.03,
2001-08-27,5382457.3440000005,0.0,17.01,
2001-08-28,5382457.3440000005,0.0,16.9,
2001-08-29,5406923.059199999,0.0,16.57,
2001-08-30,5431388.7744,0.0,16.55,
2001-08-31,5382457.3440000005,0.0,16.83,
2001-09-01,5357991.628799999,0.0,16.46,
2001-09-02,5455854.4896,0.0,15.91,
2001-09-03,5602648.7808,0.0,16.34,
2001-09-04,5602648.7808,0.0,16.27,
2001-09-05,5627114.495999999,0.0,15.97,
2001-09-06,5455854.4896,0.0,14.75,
2001-09-07,5431388.7744,0.0,12.93,
2001-09-08,5260128.767999999,0.0,14.7,
2001-09-09,5382457.3440000005,0.0,15.04,
2001-09-10,5504785.92,0.0,15.18,
2001-09-11,5627114.495999999,0.0,14.66,
2001-09-12,5724977.356799999,0.0,14.85,
2001-09-13,5724977.356799999,0.0,14.91,
2001-09-14,5798374.5024,0.0,15.06,
2001-09-15,5847305.9328,0.0,15.32,
2001-09-16,5871771.647999999,0.0,15.41,
2001-09-17,5871771.647999999,0.0,15.4,
2001-09-18,5822840.217599999,0.0,15.36,
2001-09-19,5945168.7936,0.0,15.07,
2001-09-20,5871771.647999999,0.0,14.94,
2001-09-21,5871771.647999999,0.0,15.1,
2001-09-22,6043031.6544,0.0,14.91,
2001-09-23,5920703.078399999,0.0,14.9,
2001-09-24,6091963.0848,0.0,14.75,
2001-09-25,6116428.8,0.0,14.65,
2001-09-26,6116428.8,0.0,14.41,
2001-09-27,,0.0,14.59,
2001-09-28,,0.0,14.1,
2001-09-29,6116428.8,0.0,14.04,
2001-09-30,5994100.224,0.0,14.15,
2001-10-01,6140894.515199999,0.0,13.95,
2001-10-02,6067497.3696,0.0,12.96,
2001-10-03,6116428.8,0.0,13.28,
2001-10-04,6140894.515199999,0.0,13.43,
2001-10-05,,0.0,13.46,
2001-10-06,,0.0,13.09,
2001-10-07,6336620.236799999,0.0,12.65,
2001-10-08,6214291.6608,0.0,12.3,
2001-10-09,6361085.952,0.0,12.29,
2001-10-10,6361085.952,0.0,12.11,
2001-10-11,6336620.236799999,0.0,12.19,
2001-10-12,6116428.8,0.0,,
2001-10-13,5945168.7936,0.0,,
2001-10-14,6043031.6544,0.0,,
2001-10-15,,0.0,24.2,
2001-10-16,,0.0,,
2001-10-17,,0.0,,
2001-10-18,,0.0,,
2001-10-19,,0.0,,
2001-10-20,,0.0,,
2001-10-21,,0.0,,
2001-10-22,,0.0,,
2001-10-23,,0.0,,
2001-10-24,,0.0,,
2001-10-25,,0.0,,
2001-10-26,,0.0,,
2001-10-27,,0.0,24.4,
2001-10-28,,0.0,24.85,
2001-10-29,,0.0,13.14,
2001-10-30,5700511.6416,0.0,13.26,
2001-10-31,5553717.3504,0.0,13.38,
2001-11-01,4917608.755199999,0.0,13.21,
2001-11-02,4354897.3056,0.0,13.06,
2001-11-03,4428294.4512,0.0,13.2,
2001-11-04,4599554.457599999,0.0,13.2,
2001-11-05,4648485.887999999,0.0,13.27,
2001-11-06,4697417.3184,0.0,12.7,
2001-11-07,,0.0,13.03,
2001-11-08,,,12.83,
2001-11-09,,,13.13,
2001-11-10,,,13.17,
2001-11-11,,,13.1,
2001-11-12,,0.0,13.15,
2001-11-13,5382457.3440000005,0.0,13.33,
2001-11-14,5480320.2048,0.0,13.43,
2001-11-15,5602648.7808,0.0,13.47,
2001-11-16,5627114.495999999,0.0,13.17,
2001-11-17,5260128.767999999,0.0,13.22,
2001-11-18,4868677.3248,0.0,13.13,
2001-11-19,4624020.172799999,0.0,12.91,
2001-11-20,3669857.28,0.0,12.9,
2001-11-21,3914514.432,0.0,13.14,
2001-11-22,3914514.432,0.0,13.0,
2001-11-23,3963445.8624,0.0,12.9,
2001-11-24,4012377.2927999995,0.0,12.98,
2001-11-25,4036843.008,0.0,12.72,
2001-11-26,4501691.5968,0.0,12.7,
2001-11-27,4599554.457599999,0.0,12.9,
2001-11-28,4648485.887999999,0.0,12.49,
2001-11-29,4721883.0336,0.0,12.58,
2001-11-30,4672951.6032,0.0,12.83,
2001-12-01,4697417.3184,0.0,12.62,
2001-12-02,4697417.3184,0.0,12.53,
2001-12-03,4672951.6032,0.0,12.59,
2001-12-04,4770814.464,0.0,12.78,
2001-12-05,4991005.9008,0.0,12.67,
2001-12-06,5137800.192000001,0.0,,
2001-12-07,5211197.337599999,0.0,26.5,
2001-12-08,5357991.628799999,0.0,26.35,
2001-12-09,5333525.913600001,0.0,26.36,
2001-12-10,5382457.3440000005,0.0,26.49,
2001-12-11,5529251.6351999985,0.0,26.54,
2001-12-12,5504785.92,0.0,26.56,
2001-12-13,5676045.926399999,0.0,12.69,
2001-12-14,5406923.059199999,0.0,3.89,
2001-12-15,5382457.3440000005,0.0,3.75,
2001-12-16,5406923.059199999,0.0,3.98,
2001-12-17,5455854.4896,0.0,4.06,
2001-12-18,5382457.3440000005,0.0,3.93,
2001-12-19,5847305.9328,0.0,3.8,
2001-12-20,5920703.078399999,0.0,3.66,
2001-12-21,5798374.5024,0.0,3.73,
2001-12-22,5676045.926399999,0.0,3.59,
2001-12-23,5627114.495999999,0.0,3.57,
2001-12-24,5749443.072,0.0,3.5,
2001-12-25,5871771.647999999,0.0,3.39,
2001-12-26,5871771.647999999,0.0,3.42,
2001-12-27,6116428.8,0.0,3.42,
2001-12-28,6605743.104,0.0,3.43,
2001-12-29,6801468.825599999,0.0,3.43,
2001-12-30,6679140.2496,0.0,3.41,
2001-12-31,6801468.825599999,0.0,3.67,
2002-01-01,,0.0,3.38,
2002-01-02,,0.0,3.33,
2002-01-03,,0.0,3.33,
2002-01-04,,0.0,3.29,
2002-01-05,,0.0,3.34,
2002-01-06,,0.0,3.22,
2002-01-07,,0.0,3.17,
2002-01-08,,0.0,3.01,
2002-01-09,,0.0,3.11,
2002-01-10,,0.0,3.27,
2002-01-11,,0.0,3.28,
2002-01-12,,0.0,3.24,
2002-01-13,,0.0,3.24,
2002-01-14,,0.0,3.3,
2002-01-15,,0.0,3.18,
2002-01-16,,0.0,3.14,
2002-01-17,,0.0,3.18,
2002-01-18,,0.0,3.19,
2002-01-19,,0.0,3.23,
2002-01-20,,0.0,3.19,
2002-01-21,,0.0,3.17,
2002-01-22,,0.0,3.13,
2002-01-23,,0.0,3.12,
2002-01-24,,0.0,3.2,
2002-01-25,,0.0,3.2,
2002-01-26,,0.0,3.21,
2002-01-27,,0.0,3.15,
2002-01-28,,0.0,3.37,
2002-01-29,,0.0,3.29,
2002-01-30,,0.0,3.0,
2002-01-31,,0.0,3.09,
2002-02-01,,0.0,3.14,
2002-02-02,,0.0,3.14,
2002-02-03,,0.0,3.15,
2002-02-04,,0.0,3.18,
2002-02-05,,0.0,3.17,
2002-02-06,,0.0,3.19,
2002-02-07,,0.0,3.2,
2002-02-08,,0.0,3.2,
2002-02-09,,0.0,3.17,
2002-02-10,,0.0,3.17,
2002-02-11,,0.0,3.16,
2002-02-12,,0.0,3.13,
2002-02-13,,0.0,3.15,
2002-02-14,,0.0,3.13,
2002-02-15,,0.0,3.15,
2002-02-16,,0.0,3.15,
2002-02-17,,0.0,3.17,
2002-02-18,,0.0,3.16,
2002-02-19,,0.0,3.18,
2002-02-20,,0.0,3.18,
2002-02-21,,0.0,3.13,
2002-02-22,,0.0,3.15,
2002-02-23,,0.0,3.08,
2002-02-24,,0.0,3.12,
2002-02-25,,0.0,3.14,
2002-02-26,,0.0,3.16,
2002-02-27,,0.0,3.19,
2002-02-28,,0.0,3.19,
2002-03-01,,0.0,3.19,
2002-03-02,,0.0,3.15,
2002-03-03,,0.0,3.15,
2002-03-04,,0.0,3.18,
2002-03-05,,0.0,3.12,
2002-03-06,,0.0,3.11,
2002-03-07,,0.0,3.12,
2002-03-08,,0.0,3.14,
2002-03-09,,0.0,3.18,
2002-03-10,,0.0,3.16,
2002-03-11,,0.0,2.95,
2002-03-12,,0.0,1.74,
2002-03-13,,0.0,1.56,
2002-03-14,,0.0,2.16,
2002-03-15,,0.0,2.38,
2002-03-16,,0.0,3.02,
2002-03-17,,0.0,3.11,
2002-03-18,,0.0,3.09,
2002-03-19,,0.0,3.08,
2002-03-20,,0.0,3.08,
2002-03-21,,0.0,3.12,
2002-03-22,,0.0,2.95,
2002-03-23,,0.0,2.53,
2002-03-24,,0.0,1.65,
2002-03-25,,0.0,2.02,
2002-03-26,,0.0,2.5,
2002-03-27,,0.0,3.12,
2002-03-28,,0.0,3.13,
2002-03-29,,0.0,3.39,
2002-03-30,,0.0,3.13,
2002-03-31,,0.0,3.06,
2002-04-01,,0.0,0.63,
2002-04-02,,0.0,0.61,
2002-04-03,,0.0,0.67,
2002-04-04,,0.0,0.76,
2002-04-05,,0.0,0.73,
2002-04-06,,0.0,0.83,
2002-04-07,,0.0,0.72,
2002-04-08,,0.0,0.74,
2002-04-09,,0.0,0.95,
2002-04-10,,0.0,0.92,
2002-04-11,,0.0,0.75,
2002-04-12,,0.0,0.88,
2002-04-13,,0.0,0.83,
2002-04-14,,0.0,0.92,
2002-04-15,,0.0,0.8,
2002-04-16,,0.0,0.87,
2002-04-17,,0.0,0.92,
2002-04-18,,0.0,0.91,
2002-04-19,,0.0,1.02,
2002-04-20,,0.0,2.1,
2002-04-21,,0.0,3.77,
2002-04-22,,0.0,3.77,
2002-04-23,,0.0,3.8,
2002-04-24,,0.0,3.83,
2002-04-25,,0.0,3.84,
2002-04-26,,0.0,3.82,
2002-04-27,,0.0,3.83,
2002-04-28,,0.0,3.8,
2002-04-29,,0.0,3.82,
2002-04-30,,0.0,3.79,
2002-05-01,,0.0,3.82,
2002-05-02,,0.0,3.83,
2002-05-03,,0.0,3.85,
2002-05-04,,0.0,3.85,
2002-05-05,,0.0,3.93,
2002-05-06,,0.0,3.98,
2002-05-07,,0.0,3.68,
2002-05-08,,0.0,3.49,
2002-05-09,,0.0,3.55,
2002-05-10,,0.0,3.54,
2002-05-11,,0.0,3.5,
2002-05-12,,0.0,3.53,
2002-05-13,,0.0,3.53,
2002-05-14,,0.0,3.54,
2002-05-15,,0.0,3.53,
2002-05-16,,0.0,3.55,
2002-05-17,,0.0,3.55,
2002-05-18,,0.0,3.51,
2002-05-19,,0.0,3.54,
2002-05-20,,0.0,3.55,
2002-05-21,,0.0,3.57,
2002-05-22,,0.0,3.53,
2002-05-23,,0.0,3.5,
2002-05-24,,0.0,3.54,
2002-05-25,,0.0,3.57,
2002-05-26,,0.0,3.51,
2002-05-27,,0.0,3.61,
2002-05-28,,0.0,3.87,
2002-05-29,,0.0,3.81,
2002-05-30,,0.0,4.01,
2002-05-31,,0.0,4.49,
2002-06-01,,0.0,3.97,
2002-06-02,,0.0,3.65,
2002-06-03,,0.0,3.65,
2002-06-04,,0.0,3.63,
2002-06-05,,0.0,3.65,
2002-06-06,,0.0,3.67,
2002-06-07,,0.0,3.72,
2002-06-08,,0.0,3.63,
2002-06-09,,0.0,3.71,
2002-06-10,,0.0,3.68,
2002-06-11,,0.0,3.66,
2002-06-12,,0.0,3.71,
2002-06-13,,0.0,4.08,
2002-06-14,,0.0,4.28,
2002-06-15,,0.0,4.2,
2002-06-16,,0.0,4.14,
2002-06-17,,0.0,4.16,
2002-06-18,,0.0,4.08,
2002-06-19,,0.0,4.12,
2002-06-20,,0.0,4.23,
2002-06-21,,0.0,4.27,
2002-06-22,,0.0,4.07,
2002-06-23,,0.0,4.16,
2002-06-24,,0.0,4.2,
2002-06-25,,0.0,4.2,
2002-06-26,,0.0,4.3,
2002-06-27,,0.0,5.19,
2002-06-28,,0.0,10.13,
2002-06-29,,0.0,11.03,
2002-06-30,,0.0,10.44,
2002-07-01,,0.0,10.07,
2002-07-02,,0.0,10.48,
2002-07-03,,0.0,10.99,
2002-07-04,,0.0,10.31,
2002-07-05,,0.0,9.95,
2002-07-06,,0.0,11.16,
2002-07-07,,0.0,11.21,
2002-07-08,,0.0,12.14,
2002-07-09,,0.0,12.01,
2002-07-10,,0.0,12.2,
2002-07-11,,0.0,12.33,
2002-07-12,,0.0,12.28,
2002-07-13,,0.0,13.0,
2002-07-14,,0.0,13.77,
2002-07-15,,0.0,14.19,
2002-07-16,,0.0,13.64,
2002-07-17,,0.0,13.3,
2002-07-18,,0.0,14.3,
2002-07-19,,0.0,14.38,
2002-07-20,,0.0,14.57,
2002-07-21,,0.0,14.91,
2002-07-22,,0.0,16.33,
2002-07-23,,0.0,15.77,
2002-07-24,,0.0,15.86,
2002-07-25,,0.0,15.69,
2002-07-26,,0.0,15.07,
2002-07-27,,0.0,14.39,
2002-07-28,,0.0,15.05,
2002-07-29,,0.0,14.35,
2002-07-30,,0.0,14.13,
2002-07-31,,0.0,12.12,
2002-08-01,,0.0,13.32,
2002-08-02,,0.0,14.29,
2002-08-03,,0.0,13.81,
2002-08-04,,0.0,14.95,
2002-08-05,,0.0,12.9,
2002-08-06,,0.0,14.05,
2002-08-07,,0.0,14.0,
2002-08-08,,0.0,14.69,
2002-08-09,,0.0,13.81,
2002-08-10,,0.0,14.65,
2002-08-11,,0.0,12.85,
2002-08-12,,0.0,13.6,
2002-08-13,,0.0,12.93,
2002-08-14,,0.0,13.07,
2002-08-15,,0.0,13.92,
2002-08-16,,0.0,13.37,
2002-08-17,,0.0,13.65,
2002-08-18,,0.0,13.71,
2002-08-19,,0.0,14.73,
2002-08-20,,0.0,13.89,
2002-08-21,,0.0,14.12,
2002-08-22,,0.0,15.03,
2002-08-23,,0.0,13.9,
2002-08-24,,0.0,14.05,
2002-08-25,,0.0,14.62,
2002-08-26,,0.0,13.92,
2002-08-27,,0.0,13.44,
2002-08-28,,0.0,14.1,
2002-08-29,,0.0,14.36,
2002-08-30,,0.0,14.06,
2002-08-31,,0.0,14.4,
2002-09-01,,0.0,13.59,
2002-09-02,,0.0,13.69,
2002-09-03,,0.0,14.28,
2002-09-04,,0.0,14.36,
2002-09-05,,0.0,11.77,
2002-09-06,,0.0,11.26,
2002-09-07,,0.0,13.3,
2002-09-08,,0.0,14.0,
2002-09-09,,0.0,13.98,
2002-09-10,,0.0,13.63,
2002-09-11,,0.0,13.19,
2002-09-12,,0.0,13.35,
2002-09-13,,0.0,13.4,
2002-09-14,,0.0,13.78,
2002-09-15,,0.0,13.85,
2002-09-16,,0.0,13.73,
2002-09-17,,0.0,13.02,
2002-09-18,,0.0,11.71,
2002-09-19,,0.0,12.1,
2002-09-20,,0.0,10.17,
2002-09-21,,0.0,10.4,
2002-09-22,,0.0,12.27,
2002-09-23,,0.0,12.33,
2002-09-24,,0.0,12.42,
2002-09-25,,0.0,11.85,
2002-09-26,,0.0,12.43,
2002-09-27,,0.0,12.26,
2002-09-28,,0.0,12.68,
2002-09-29,,0.0,12.58,
2002-09-30,,0.0,12.55,
2002-10-01,,0.0,12.28,
2002-10-02,,0.0,11.88,
2002-10-03,,0.0,23.8,
2002-10-04,,0.0,,
2002-10-05,,0.0,,
2002-10-06,,0.0,19.56,
2002-10-07,,0.0,19.22,
2002-10-08,,0.0,18.48,
2002-10-09,,0.0,19.15,
2002-10-10,,0.0,18.93,
2002-10-11,,0.0,17.95,
2002-10-12,,0.0,17.66,
2002-10-13,,0.0,17.91,
2002-10-14,,0.0,17.97,
2002-10-15,,0.0,17.82,
2002-10-16,,0.0,17.75,
2002-10-17,,0.0,17.63,
2002-10-18,,0.0,14.32,
2002-10-19,,0.0,9.41,
2002-10-20,,0.0,9.36,
2002-10-21,,0.0,9.16,
2002-10-22,,0.0,9.2,
2002-10-23,,0.0,9.06,
2002-10-24,,0.0,8.81,
2002-10-25,,0.0,8.53,
2002-10-26,,0.0,8.46,
2002-10-27,,0.0,8.34,
2002-10-28,,0.0,8.14,
2002-10-29,,0.0,7.84,
2002-10-30,,0.0,7.68,
2002-10-31,,0.0,6.86,
2002-11-01,,0.0,6.5,
2002-11-02,,0.0,6.89,
2002-11-03,,0.0,6.72,
2002-11-04,,0.0,6.5,
2002-11-05,,0.0,5.36,
2002-11-06,,0.0,5.06,
2002-11-07,,0.0,5.0,
2002-11-08,,0.0,4.86,
2002-11-09,,0.0,4.85,
2002-11-10,,0.0,4.86,
2002-11-11,,0.0,4.82,
2002-11-12,,0.0,4.66,
2002-11-13,,0.0,4.67,
2002-11-14,,0.0,4.72,
2002-11-15,,0.0,4.71,
2002-11-16,,0.0,4.82,
2002-11-17,,0.0,4.94,
2002-11-18,,0.0,4.93,
2002-11-19,,0.0,4.78,
2002-11-20,,0.0,4.83,
2002-11-21,,0.0,5.04,
2002-11-22,,0.0,5.0,
2002-11-23,,0.0,4.93,
2002-11-24,,0.0,4.83,
2002-11-25,,0.0,5.03,
2002-11-26,,0.0,4.91,
2002-11-27,,0.0,4.71,
2002-11-28,,0.0,4.6,
2002-11-29,,0.0,4.55,
2002-11-30,,0.0,4.59,
2002-12-01,,0.0,4.6,
2002-12-02,,0.0,4.65,
2002-12-03,,0.0,4.72,
2002-12-04,,0.0,4.75,
2002-12-05,,0.0,4.8,
2002-12-06,,0.0,4.76,
2002-12-07,,0.0,4.71,
2002-12-08,,0.0,4.67,
2002-12-09,,0.0,4.73,
2002-12-10,,0.0,4.76,
2002-12-11,,0.0,4.74,
2002-12-12,,0.0,4.8,
2002-12-13,,0.0,4.8,
2002-12-14,,0.0,4.8,
2002-12-15,,0.0,4.8,
2002-12-16,,0.0,4.78,
2002-12-17,,0.0,4.74,
2002-12-18,,0.0,4.68,
2002-12-19,,0.0,4.66,
2002-12-20,,0.0,4.6,
2002-12-21,,0.0,4.56,
2002-12-22,,0.0,4.5,
2002-12-23,,0.0,4.45,
2002-12-24,,0.0,4.4,
2002-12-25,,0.0,4.4,
2002-12-26,,0.0,4.35,
2002-12-27,,0.0,4.28,
2002-12-28,,0.0,4.27,
2002-12-29,,0.0,4.2,
2002-12-30,,0.0,4.18,
2002-12-31,5871771.647999999,0.0,4.09,
2003-01-01,6287688.806399999,0.0,4.06,
2003-01-02,6361085.952,0.0,4.04,
2003-01-03,6238757.375999999,0.0,4.03,
2003-01-04,5994100.224,0.0,3.97,
2003-01-05,5700511.6416,0.0,3.92,
2003-01-06,5651580.2112,0.0,3.83,
2003-01-07,5798374.5024,0.0,3.78,
2003-01-08,6434483.097599999,0.0,3.82,
2003-01-09,6605743.104,0.0,3.8,
2003-01-10,6654674.5344,0.0,3.82,
2003-01-11,7584371.712,0.0,3.81,
2003-01-12,8563000.319999998,0.0,3.88,
2003-01-13,8563000.319999998,0.0,3.93,
2003-01-14,6287688.806399999,0.0,3.88,
2003-01-15,5504785.92,0.0,3.86,
2003-01-16,5406923.059199999,0.0,3.86,
2003-01-17,6189825.945599999,0.0,3.82,
2003-01-18,6997194.547199999,0.0,3.92,
2003-01-19,7046125.9776,0.0,3.89,
2003-01-20,6850400.255999999,0.0,3.82,
2003-01-21,6825934.5408,0.0,3.78,
2003-01-22,6850400.255999999,0.0,3.83,
2003-01-23,7021660.2624,0.0,3.94,
2003-01-24,7095057.408,0.0,3.9,
2003-01-25,7046125.9776,0.0,3.9,
2003-01-26,6532345.9584,0.0,3.92,
2003-01-27,5724977.356799999,0.0,3.95,
2003-01-28,4966540.1855999995,0.0,3.91,
2003-01-29,4281500.159999999,0.0,3.85,
2003-01-30,3890048.7168,0.0,3.93,
2003-01-31,5382457.3440000005,0.0,3.92,
2003-02-01,5137800.192000001,0.0,3.88,
2003-02-02,4305965.8752,0.0,3.78,
2003-02-03,3914514.432,0.0,3.75,
2003-02-04,3694322.9952,0.0,3.77,
2003-02-05,3669857.28,0.0,3.76,
2003-02-06,3890048.7168,0.0,3.77,
2003-02-07,4330431.590399999,0.0,3.84,
2003-02-08,4403828.7360000005,0.0,3.87,
2003-02-09,4403828.7360000005,0.0,3.88,
2003-02-10,4403828.7360000005,0.0,3.83,
2003-02-11,4403828.7360000005,0.0,3.8,
2003-02-12,4721883.0336,0.0,3.77,
2003-02-13,5186731.622400001,0.0,3.79,
2003-02-14,5113334.476799999,0.0,3.8,
2003-02-15,5064403.046399999,0.0,3.8,
2003-02-16,4966540.1855999995,0.0,3.79,
2003-02-17,4917608.755199999,0.0,3.73,
2003-02-18,4893143.04,0.0,3.77,
2003-02-19,5039937.3312,0.0,3.78,
2003-02-20,5162265.907199999,0.0,3.83,
2003-02-21,5137800.192000001,0.0,3.8,
2003-02-22,,0.0,3.73,
2003-02-23,5333525.913600001,0.0,3.67,
2003-02-24,6165360.2304,0.0,3.69,
2003-02-25,6361085.952,0.0,3.66,
2003-02-26,5969634.508799999,0.0,3.58,
2003-02-27,5871771.647999999,0.0,3.58,
2003-02-28,5871771.647999999,0.0,3.6,
2003-03-01,5871771.647999999,0.0,3.62,
2003-03-02,5529251.6351999985,0.0,3.7,
2003-03-03,5382457.3440000005,0.0,3.7,
2003-03-04,5529251.6351999985,0.0,3.73,
2003-03-05,5578183.065599999,0.0,3.76,
2003-03-06,5700511.6416,0.0,3.7,
2003-03-07,6214291.6608,0.0,3.93,
2003-03-08,6850400.255999999,0.0,4.15,
2003-03-09,6679140.2496,0.0,4.58,
2003-03-10,6410017.3824,0.0,4.97,
2003-03-11,5798374.5024,0.0,4.63,
2003-03-12,4868677.3248,0.0,4.49,
2003-03-13,3987911.5775999995,0.0,3.3,
2003-03-14,3743254.4256,0.0,3.25,
2003-03-15,3082680.1152,0.0,3.28,
2003-03-16,2691228.6720000003,0.0,3.31,
2003-03-17,2006188.6463999997,0.0,3.41,
2003-03-18,1883860.0704,0.0,3.38,
2003-03-19,2422105.8048,0.0,3.33,
2003-03-20,4844211.6096,0.0,3.16,
2003-03-21,4452760.1664,0.0,3.19,
2003-03-22,3033748.6848,0.0,3.3,
2003-03-23,1908325.7856,0.0,3.34,
2003-03-24,1737065.7791999998,0.0,3.39,
2003-03-25,1737065.7791999998,0.0,3.4,
2003-03-26,1810462.9248,0.0,3.39,
2003-03-27,1712600.0639999998,0.0,3.7,
2003-03-28,,0.0,3.95,
2003-03-29,1712600.0639999998,0.0,3.96,
2003-03-30,1712600.0639999998,0.0,4.01,
