date,max_temp(C),min_temp(C)
1984-05-24 00:00:00+00:00,9.3,7.3
1984-05-25 00:00:00+00:00,8.8,7.5
1984-05-26 00:00:00+00:00,9.2,7.7
1984-05-27 00:00:00+00:00,10.6,7.4
1984-05-28 00:00:00+00:00,11.5,8.1
1984-05-29 00:00:00+00:00,11.7,8.9
1984-05-30 00:00:00+00:00,11.2,8.6
1984-05-31 00:00:00+00:00,10.3,7.3
1984-06-05 00:00:00+00:00,8.7,7.9
1984-06-06 00:00:00+00:00,8.4,7.8
1984-06-07 00:00:00+00:00,8.9,7.9
1984-06-08 00:00:00+00:00,8.9,7.9
1984-06-09 00:00:00+00:00,9.0,8.1
1984-06-10 00:00:00+00:00,9.5,7.9
1984-06-11 00:00:00+00:00,10.5,8.0
1984-06-21 00:00:00+00:00,9.9,9.1
1984-06-22 00:00:00+00:00,12.3,8.8
1984-06-23 00:00:00+00:00,13.4,10.2
1984-06-24 00:00:00+00:00,13.6,11.1
1984-06-25 00:00:00+00:00,13.6,11.2
1984-06-26 00:00:00+00:00,13.5,11.1
1984-06-27 00:00:00+00:00,13.7,10.6
1984-06-28 00:00:00+00:00,13.7,11.6
1984-06-29 00:00:00+00:00,13.8,11.8
1984-06-30 00:00:00+00:00,13.0,10.7
1984-07-01 00:00:00+00:00,13.6,11.7
1984-07-02 00:00:00+00:00,13.7,12.6
1984-07-03 00:00:00+00:00,13.8,12.6
1984-07-04 00:00:00+00:00,14.2,13.0
1984-07-05 00:00:00+00:00,14.2,13.5
1984-07-06 00:00:00+00:00,14.0,13.2
1984-07-07 00:00:00+00:00,13.8,12.8
1984-07-08 00:00:00+00:00,14.0,12.9
1984-07-09 00:00:00+00:00,14.4,13.1
1984-07-10 00:00:00+00:00,15.3,13.3
1984-07-11 00:00:00+00:00,14.3,13.0
1984-07-12 00:00:00+00:00,14.9,13.0
1984-07-13 00:00:00+00:00,15.1,13.3
1984-07-14 00:00:00+00:00,15.7,13.3
1984-07-15 00:00:00+00:00,16.5,13.6
1984-07-17 00:00:00+00:00,17.7,14.7
1984-07-18 00:00:00+00:00,16.4,13.8
1984-07-19 00:00:00+00:00,15.9,13.4
1984-07-20 00:00:00+00:00,16.4,13.2
1984-07-21 00:00:00+00:00,16.2,13.2
1984-07-22 00:00:00+00:00,16.5,13.1
1984-07-23 00:00:00+00:00,15.6,13.0
1984-07-24 00:00:00+00:00,16.9,12.9
1984-07-25 00:00:00+00:00,15.3,13.0
1984-07-26 00:00:00+00:00,15.8,12.9
1984-07-27 00:00:00+00:00,15.0,13.6
1984-07-28 00:00:00+00:00,14.6,13.6
1984-07-29 00:00:00+00:00,14.7,13.1
1984-07-30 00:00:00+00:00,15.5,13.7
1984-07-31 00:00:00+00:00,14.9,13.7
1984-08-01 00:00:00+00:00,14.0,12.4
1984-08-02 00:00:00+00:00,14.6,12.4
1984-08-03 00:00:00+00:00,14.6,13.1
1984-08-04 00:00:00+00:00,13.8,12.8
1984-08-05 00:00:00+00:00,13.2,12.0
1984-08-06 00:00:00+00:00,13.7,12.3
1984-08-07 00:00:00+00:00,14.9,12.7
1984-08-08 00:00:00+00:00,15.5,13.0
1984-08-09 00:00:00+00:00,15.5,13.4
1984-08-10 00:00:00+00:00,15.7,13.7
1984-08-11 00:00:00+00:00,14.2,13.1
1984-08-12 00:00:00+00:00,13.8,11.9
1984-08-13 00:00:00+00:00,12.9,11.3
1984-08-14 00:00:00+00:00,13.0,11.6
1984-08-15 00:00:00+00:00,13.2,11.9
1984-08-16 00:00:00+00:00,13.6,12.3
1984-08-17 00:00:00+00:00,14.0,12.8
1984-08-18 00:00:00+00:00,13.6,12.5
1984-08-19 00:00:00+00:00,13.1,11.9
1984-08-20 00:00:00+00:00,13.1,11.6
1984-08-21 00:00:00+00:00,13.7,12.0
1984-08-22 00:00:00+00:00,13.6,12.4
1984-08-23 00:00:00+00:00,13.6,12.6
1984-08-24 00:00:00+00:00,13.1,12.2
1984-08-25 00:00:00+00:00,13.0,11.4
1984-08-26 00:00:00+00:00,13.4,12.0
1984-08-27 00:00:00+00:00,13.2,12.1
1984-08-28 00:00:00+00:00,13.4,12.1
1984-08-29 00:00:00+00:00,13.2,12.0
1984-08-30 00:00:00+00:00,13.0,11.7
1984-08-31 00:00:00+00:00,11.9,11.3
1984-09-01 00:00:00+00:00,13.2,11.2
1984-09-02 00:00:00+00:00,13.2,11.7
1984-09-03 00:00:00+00:00,13.3,12.1
1984-09-04 00:00:00+00:00,13.2,11.8
1984-09-05 00:00:00+00:00,12.6,11.4
1984-09-06 00:00:00+00:00,11.9,11.2
1984-09-07 00:00:00+00:00,12.5,11.4
1984-09-08 00:00:00+00:00,12.7,11.8
1984-09-09 00:00:00+00:00,12.9,12.1
1984-09-10 00:00:00+00:00,12.7,11.8
1984-09-11 00:00:00+00:00,12.5,11.4
1984-09-12 00:00:00+00:00,12.5,11.2
1984-09-13 00:00:00+00:00,12.7,11.1
1984-09-14 00:00:00+00:00,12.1,11.6
1984-09-15 00:00:00+00:00,13.1,11.3
1984-09-16 00:00:00+00:00,13.8,11.6
1984-09-17 00:00:00+00:00,14.2,12.0
1984-09-18 00:00:00+00:00,14.2,12.3
1984-09-19 00:00:00+00:00,14.0,12.5
1984-09-20 00:00:00+00:00,13.2,12.2
1984-09-21 00:00:00+00:00,12.5,11.1
1984-09-22 00:00:00+00:00,11.6,10.6
1984-09-23 00:00:00+00:00,11.9,10.5
1984-09-24 00:00:00+00:00,11.8,10.2
1984-09-25 00:00:00+00:00,11.7,10.0
1984-09-26 00:00:00+00:00,12.2,9.9
1984-09-27 00:00:00+00:00,12.7,10.6
1984-09-28 00:00:00+00:00,13.0,11.0
1984-09-29 00:00:00+00:00,13.2,11.3
1984-09-30 00:00:00+00:00,12.0,10.9
