date,avg gain (m3/d),computed flow(m3/d),inflow(m3/d),wse(m),outflow(m3/d),total avg discharge (m3/d),spill(m3/d),storage(m3)
1987-08-06,,5830742.6436096,1133300.8594944,923.0807040000001,8465137.4592,,,242381311.6296
1987-08-07,,5764024.6382592,1219248.916992,922.849056,8416206.0288,,,240154818.55560002
1987-08-08,,5854474.387353599,1337418.3214079998,922.6296000000001,8342808.8832,,,238057939.56
1987-08-09,,5752648.0806912,1338396.9500159998,922.397952,8342808.8832,,,235859224.4556
1987-08-10,,5631860.8447488,443123.0337024,922.154112,8391740.3136,,,233539726.9896
1987-08-11,,6317879.4989568,872716.5268991999,921.97428,8416206.0288,,,231845073.48720002
1987-08-12,,6862070.4021504,753690.8224512,921.85236,8416206.0288,,,230694619.02600002
1987-08-13,,6582647.468851199,1134842.199552,921.706056,8367274.5984,,,229325900.2788
1987-08-14,,5267517.4139904,1401175.9752192001,921.535368,8122617.4464,,,227722647.6444
1987-08-15,,5846400.7013376,995509.9514879999,921.3616320000001,7877960.2944,,,226106998.536
1987-08-16,,5728549.3512192,1047450.6648576,921.175704,7829028.864,,,224373502.74839997
1987-08-17,,5272361.6256,739769.8305024001,920.959296,7706700.288,,,222367321.53720003
1987-08-18,,5084562.7957248,392821.5232512,920.721552,7633303.1424,,,220173342.99600002
1987-08-19,,4964240.4083712,1225365.345792,920.474664,7608837.4272,,,217899817.32959998
1987-08-20,,3641892.9675264,2627666.7439103997,920.0906160000001,7633303.1424,,,214385472.45720002
1987-08-21,,2964241.5879168,1704550.8436992,919.648656,7315248.8448,,,210376995.4968
1987-08-22,,3319997.55264,2154499.8119424,919.2463200000001,7266317.4144,,,206765057.6868
1987-08-23,,3444454.6458623996,2241328.6351872,918.859224,7266317.4144,,,203297930.4288
1987-08-24,,3708757.7671680003,1622419.4377728,918.502608,7217385.984,,,200135904.4488
1987-08-25,,3726984.7249919996,811307.5817472,918.152088,7143988.8384,,,197053289.91120002
1987-08-26,,3104552.4645888,1770852.9318912,917.731464,7119523.1232,,,193368613.7856
1987-08-27,,1963765.0962432,2075891.4690048,917.1767280000001,7095057.408,,,188564788.9212
1987-08-28,,2025100.6442496001,1412943.9842303998,916.634184,6997194.5472,,,183922993.9896
1987-08-29,,2037235.6389888,1293159.8426112,916.097736,6923797.4015999995,,,179374857.1944
1987-08-30,,2098815.8441472,1331057.2354559998,915.5673840000001,6874865.9712,,,174929111.574
1987-08-31,,2133141.2425728,1800872.3644416002,915.04008,6825934.5408,,,170558460.21600002
1987-09-01,,2146744.180224,1239579.9263232,914.5158240000001,6752537.3952,,,166262582.4156
1987-09-02,,2163160.6751232,1389970.6776576,913.991568,6752537.3952,,,162003486.9888
1987-09-03,,2239762.8294144,1297783.862784,913.47036,6752537.3952,,,157821003.0048
1987-09-04,,2255445.3528576,1088724.3264,912.9552480000001,6654674.5344,,,153735741.9144
1987-09-05,,2303006.7032064,1350434.0818944,912.4462320000001,6605743.104,,,149738834.9964
1987-09-06,,2270540.6991359997,1333675.0669824,911.928072,6605743.104,,,145709450.55
1987-09-07,,2386606.0520448,1588265.2993535998,911.434296,6605743.104,,,141918460.7832
1987-09-08,,2442461.2798464,1268963.2502783998,910.961856,6336620.2368,,,138326036.6268
1987-09-09,,1366752.7139327999,1412381.2727808,910.355304,6287688.8064,,,133768143.00479999
1987-09-10,,163284.1832448,1871798.4728064002,909.5750160000001,6287688.8064,,,127988351.76
1987-09-11,,1045640.2019328,2664609.9738624,908.9166480000001,6165360.2304,,,123202449.36
1987-09-12,,-909121.5111167999,966615.9418368,907.9961519999999,6018565.9392,,,116621833.56
1987-09-13,,21529.829376,2031192.6073344,907.1945280000001,5969634.5088,,,111009499.56
1987-09-14,,1145656.0456704,3213057.9115008,906.560544,5847305.9328,,,106650381.24
1987-09-15,,1720257.8328576,-836115.81696,906.0210480000001,5700511.6416,,,102988179.12
1987-09-16,,4101823.9475712,1679816.005632,905.8351200000001,5651580.2112,,,101741130.84
1987-09-17,,4992669.5694336,1482940.3954176,905.7772080000001,5651580.2112,,,101351351.16
1987-09-18,,4934563.4958336,87171.3432576,905.780256,5357991.6288,,,101331615.48
1987-09-19,,5158840.707072,75672.4571136,905.822928,5113334.4768,,,101658487.68
1987-09-20,,4545803.2813056,574406.0614656,905.780256,5064403.0464,,,101372320.32000001
1987-09-21,,4749847.3460736,129325.7705472,905.7772080000001,5039937.3312,,,101351351.16
1987-09-22,,2371706.431488,1663081.4564352,905.4175440000001,5015471.616,,,98952232.56
1987-09-23,,1730900.4189696,1022299.909632,904.957296,5015471.616,,,95912308.7652
1987-09-24,,1598932.3511807998,882992.1272832,904.481808,4942074.4704,,,92806492.4688
1987-09-25,,1576570.687488,814121.1389951999,904.103856,4208103.0144,,,90365780.9232
1987-09-26,,1599739.7197824,829974.9224448,903.7716240000001,3914514.432,,,88234512.50520001
1987-09-27,,1640597.4641664,883065.5244288,903.433296,3987911.5776,,,86082916.33680001
1987-09-28,,1623128.9435136,865572.5380608,903.088872,3987911.5776,,,83913854.0916
1987-09-29,,-777789.5519232,2256864.3643392,902.9639040000001,3987911.5776,,,83136070.9428
1987-09-30,,,1001308.3259903999,902.637768,3987911.5776,,,81102740.83680001
1987-10-01,,1761531.4944,2640217.6558080004,902.308584,4991005.9008,,,79071890.0256
1987-10-02,,1902551.8768127998,1579188.5190144,901.967208,3987911.5776,,,76983102.65879999
1987-10-03,,1814915.6849664,1492873.4757888,901.6258320000001,3890048.7168,,,74912410.4436
1987-10-04,,1756418.1599231998,1408026.3754752,901.269216,3890048.7168,,,72769892.688
1987-10-05,,1033138.2214656,743268.427776,900.7754400000001,3963445.8624,,,69843535.39680001
1987-10-06,,3011925.2668415997,2663313.2909568,900.659616,3694322.9952,,,69162432.4104
1987-10-07,,1024697.5497215999,1619532.4833792,900.2328960000001,3523062.9888,,,66672122.634
1987-10-08,,2809324.6792703997,1619092.1005056,900.1079280000001,3523062.9888,,,65946824.059200004
1987-10-09,,2498512.2333696,3605169.9290111996,899.992104,3156077.2608,,,65280313.141200006
1987-10-10,,693921.0802176,1872410.1156864,899.970768,787796.02944,,,65158161.6168
1987-10-11,,1778559.6321792,2521265.3485056,900.1536480000001,711952.31232,,,66213440.7612
1987-10-12,,1568032.1528832,1309943.3232383998,900.345672,506440.30464,,,67325756.0208
1987-10-13,,665467.45344,2397224.1724416,900.3974880000001,428150.016,,,67627835.2728
1987-10-14,,73348.2141696,1962468.4133376,900.357864,376772.01408,,,67397421.2088
1987-10-15,,51891.7819392,1681406.27712,900.315192,376772.01408,,,67148011.5528
1987-10-16,,71953.6684032,2223933.51168,900.275568,376772.01408,,,66918670.6164
1987-10-17,,54754.2706176,2225841.8374656,900.2328960000001,376772.01408,,,66672122.634
1987-10-18,,51891.7819392,2211455.996928,900.1902240000001,376772.01408,,,66422712.978
1987-10-19,,66204.2253312,1112407.1387136,900.141456,420810.30144,,,66141775.573199995
1987-10-20,,67721.0996736,1419549.7273344,900.0896400000001,428150.016,,,65840757.11400001
1987-10-21,,102168.82667519999,1680549.977088,900.046968,391451.4432,,,65592802.9644
1987-10-22,,118634.2530048,1246210.1351424,900.010392,332733.72672,,,65385417.972
1987-10-23,,82229.2687872,2926931.3722368,899.961624,366985.728,,,65104184.532000005
1987-10-24,,132628.6420992,1173865.015296,899.9250480000001,371878.87104,,,64893962.5356
1987-10-25,,113325.1928064,1162292.7320064,899.888472,347413.15584,,,64683740.5392
1987-10-26,,113300.72709120001,1569304.3700735997,899.851896,347413.15584,,,64473518.5428
1987-10-27,,140066.21951999998,1445556.782592,899.8214160000001,342520.01279999997,,,64297389.9336
1987-10-28,,75060.8142336,1451477.4856703999,899.7787440000001,342520.01279999997,,,64050249.8808
1987-10-29,,125191.0646784,1433519.6507135998,899.742168,354752.8704,,,63844295.7252
1987-10-30,,145742.2654464,1532312.2086911998,899.711688,354752.8704,,,63669770.64
1987-10-31,,93801.55207680001,1440785.968128,899.672064,357199.44192,,,63444598.866
1987-11-01,,128126.9505024,1548630.8407296,899.638536,366985.728,,,63253187.4396
1987-11-02,,133362.6135552,1688917.2516864,899.6050080000001,366985.728,,,63061776.0132
1987-11-03,,165902.0147712,1767525.5946240001,899.577576,371878.87104,,,62904149.604
1987-11-04,,168715.5720192,1655521.5504384,899.5501440000002,366985.728,,,62749335.5292
1987-11-05,,98352.17510400001,1457593.9144704,899.51052,357199.44192,,,62524151.42040001
1987-11-06,,61751.46516479999,1431244.3392,899.4648000000001,366985.728,,,62262369.96
1987-11-07,,150513.0799104,1483209.5182848,899.4343200000001,357199.44192,,,62089337.3856
1987-11-08,,132677.5735296,1476016.598016,899.400792,357199.44192,,,61899566.487600006
1987-11-09,,144323.2539648,418926.44136959995,899.367264,371878.87104,,,61712583.2544
1987-11-10,,175027.7265408,2704317.8296319996,899.3398320000001,371878.87104,,,61556289.0036
1987-11-11,,108040.59832319999,1472640.3293183998,899.3002080000001,366985.728,,,61333029.1236
1987-11-12,,211310.3821824,1673968.6996992,899.278872,379218.5856,,,61213023.8544
1987-11-13,,331975.2895488,2576778.0562944002,899.278872,391451.4432,,,61213023.8544
1987-11-14,,260143.9497216,2229756.3518976,899.2666800000001,371878.87104,,,61143245.8908
1987-11-15,,228044.9313792,2071952.4888576,899.2483920000001,366985.728,,,61039991.28
1987-11-16,,174587.3436672,1842684.2717183998,899.22096,366985.728,,,60883709.36400001
1987-11-17,,221121.1339776,1897658.7337727998,899.20572,357199.44192,,,60797193.0768
1987-11-18,,87709.588992,1563775.1184383999,899.1691440000001,347413.15584,,,60590671.5204
1987-11-19,,175247.91797759998,980854.9880832001,899.14476,357199.44192,,,60454742.024399996
1987-11-20,,218478.836736,1580778.7905024,899.126472,366985.728,,,60349686.532800004
1987-11-21,,154916.9086464,1802854.0873727999,899.095992,371878.87104,,,60181069.816800006
1987-11-22,,425825.773056,1961930.1676031998,899.11428,371878.87104,,,60283349.9784
1987-11-23,,315950.24609279993,1737530.6277888,899.11428,371878.87104,,,60283349.9784
1987-11-24,,-340048.9755648,1016770.6579967999,898.9954080000001,366985.728,,,59617135.0956
1987-11-25,,147772.919808,1446241.8226176,898.9618800000001,371878.87104,,,59431928.0736
1987-11-26,,123992.2446336,1360220.3679744,898.9253040000001,376772.01408,,,59224592.4204
1987-11-27,,76406.4285696,1065408.4998144,898.879584,376772.01408,,,58970273.514000006
1987-11-28,,100554.089472,1179956.9783808,898.83996,376772.01408,,,58747297.3344
1987-11-29,,88370.16330239999,1151723.54304,898.797288,379218.5856,,,58512134.3724
1987-11-30,,200887.98750719998,1387230.5175552,898.775952,381665.15712,,,58394559.0588
1987-12-01,,-54289.4220288,1793067.8012927999,898.7028,391451.4432,,,57987128.28
1987-12-02,,388955.9402496,2691351.0005759997,898.7028,391451.4432,,,57987128.28
1987-12-03,,405372.43514879997,2596693.1484672,898.7058480000001,371878.87104,,,58003533.564
1987-12-04,,333320.90388480003,2283703.2539136,898.6967040000001,371878.87104,,,57954317.712000005
1987-12-05,,251752.20940800002,2018764.0240127998,898.6723200000001,371878.87104,,,57820324.779599994
1987-12-06,,301466.5426944,2149092.8888832,898.6570800000001,371878.87104,,,57732834.04319999
1987-12-07,,322433.6606208,2549449.852416,898.644888,371878.87104,,,57667200.572399996
1987-12-08,,244069.9748352,2062655.5170816001,898.623552,376772.01408,,,57549625.2588
1987-12-09,,307949.9572224,680782.9911551999,898.614408,386558.30016,,,57497671.0812
1987-12-10,,294860.7995904,3302749.223424,898.605264,381665.15712,,,57445716.9036
1987-12-11,,358031.2762368,3867980.6416896,898.6083120000001,366985.728,,,57464860.5132
1987-12-12,,270541.8786816,2013185.8409472,898.59612,362092.58496,,,57396488.716800004
1987-12-13,,152959.6514304,1630297.3980672,898.562592,362092.58496,,,57210553.9416
1987-12-14,,118683.18443519999,1711670.3668224,898.522968,362092.58496,,,56990414.765999995
1987-12-15,,139576.90521599998,1907029.1026944001,898.486392,352306.29888,,,56792552.2392
1987-12-16,,203040.97044479998,2073787.4174976,898.4620080000001,347413.15584,,,56657017.45680001
1987-12-17,,254883.82095360002,2132236.0111104,898.446768,347413.15584,,,56572992.7992
1987-12-18,,170844.08924159998,1894502.6565120001,898.416288,342520.01279999997,,,56404943.484000005
1987-12-19,,224839.92268800002,1985661.9113472,898.394952,342520.01279999997,,,56291105.614800006
1987-12-20,,158660.163072,1716294.3869952,898.364472,337626.86976,,,56113570.83840001
1987-12-21,,161375.8574592,2033810.4388608,898.3309440000002,342520.01279999997,,,55936036.062
1987-12-22,,205976.85626879998,1343779.40736,898.30656,342520.01279999997,,,55803227.2704
1987-12-23,,203383.49045759998,1514183.1137279999,898.282176,342520.01279999997,,,55667704.8228
1987-12-24,,122108.38456319999,1251568.1267712,898.2425519999999,342520.01279999997,,,55451031.725999996
1987-12-25,,124285.83321599998,1212227.2567296,898.202928,337626.86976,,,55236430.8756
1987-12-26,,124285.83321599998,1259862.004224,898.163304,337626.86976,,,55021830.0252
1987-12-27,,137717.5108608,1329833.949696,898.1267280000001,337626.86976,,,54820637.1024
1987-12-28,,156482.7144192,1381652.3344896,898.0932,337626.86976,,,54638230.08
1987-12-29,,225476.0312832,1970468.702208,898.071864,342520.01279999997,,,54522875.03040001
1987-12-30,,258309.0210816,1630860.1095168001,898.059672,342520.01279999997,,,54455823.05760001
1987-12-31,,230393.64003840002,1388796.323328,898.0444320000001,318054.2976,,,54372661.835999995
1988-01-01,,235409.11165439998,1274663.76192,898.0291920000001,305821.44,,,54292189.6008
1988-01-02,,163382.0461056,1149815.2172544,898.00176,308268.01152,,,54139287.42
1988-01-03,,156580.57728,1113557.027328,897.97128,310714.58304,,,53975653.963199995
1988-01-04,,228509.77996800002,2624412.8037888003,897.9499440000001,318054.2976,,,53860298.9136
1988-01-05,,261367.2354816,1666653.4508544,897.931656,305821.44,,,53761472.496
1988-01-06,,278591.0989824,1803710.3874048,897.916416,308268.01152,,,53676399.3804
1988-01-07,,278688.96184319997,1789104.3554304,897.901176,298481.72544,,,53596642.5636
1988-01-08,,307901.025792,2110534.921728,897.8920320000001,298481.72544,,,53546131.55760001
1988-01-09,,361505.40779519995,2288694.2598144,897.8920320000001,300928.29696,,,53546131.55760001
1988-01-10,,331388.112384,2215492.839936,897.8859360000001,298481.72544,,,53514233.764800005
1988-01-11,,334886.7096576,1827955.911168,897.8798400000001,300928.29696,,,53482323.6372
1988-01-12,,366104.96225279995,1896215.2565759998,897.8798400000001,300928.29696,,,53482323.6372
1988-01-13,,281331.25908479997,1673479.3853952,897.8646,296035.15392,,,53397250.5216
1988-01-14,,398179.51488,2258307.841536,897.8706960000001,293588.5824,,,53431812.6312
1988-01-15,,373273.4168064,1975043.7909503998,897.8737440000001,286248.86784,,,53447773.862399995
1988-01-16,,356514.4018944,1789813.8611712,897.8737440000001,283802.29632,,,53447773.862399995
1988-01-17,,325369.54644480004,1779978.6436607998,897.8676480000001,283802.29632,,,53413211.7528
1988-01-18,,267850.6500096,1447122.5883648,897.8524080000001,288695.43936,,,53333454.936
1988-01-19,,236901.52028159998,1239506.5291776,897.8341200000001,298481.72544,,,53235084.905999996
1988-01-20,,174073.563648,1152359.6516352,897.806688,308268.01152,,,53086203.87
1988-01-21,,256302.83243520002,1505057.4019584,897.7975440000001,298481.72544,,,53038344.846
1988-01-22,,255055.08096,1453826.1943296,897.7884,293588.5824,,,52987833.84
1988-01-23,,266431.638528,1780443.4922496001,897.7823040000001,293588.5824,,,52955936.0472
1988-01-24,,287790.20789759996,1817386.7222016,897.779256,296035.15392,,,52939974.816
1988-01-25,,225696.22272,1576570.687488,897.767064,347413.15584,,,52870850.59680001
1988-01-26,,275092.5017088,1711572.5039616001,897.7579200000001,313161.15456,,,52823003.9076
1988-01-27,,267752.7871488,1631300.4923904,897.748776,293588.5824,,,52775144.883600004
1988-01-28,,785324.9922048,2872911.0730752,897.8341200000001,296035.15392,,,53235084.905999996
1988-01-29,,4134681.4030848,2460052.1290752,898.5321120000001,293588.5824,,,57041912.555999994
1988-01-30,,4107206.4049152,2156163.4805759997,899.208768,296035.15392,,,60813931.400400005
1988-01-31,,3972840.6970367995,457900.3256832,899.8488480000001,296035.15392,,,64456484.18400001
1988-02-01,,3827440.9516032003,1768699.9489536,900.4493040000001,291142.01088,,,67931851.0884
1988-02-02,,5122949.5028735995,2220826.3658496,901.266168,293588.5824,,,72752216.9196
1988-02-03,,5327482.881945601,1672035.9081984,902.092176,300928.29696,,,77745282.2856
1988-02-04,,5142986.9236224,2561633.7785855997,902.8755120000001,296035.15392,,,82584495.6912
1988-02-05,,1711450.1753856,1745188.3966464,903.101064,296035.15392,,,83991328.97039999
1988-02-06,,152445.8714112,1039132.3216896,903.07668,296035.15392,,,83839487.58240001
1988-02-07,,170623.89780479998,1168409.1608064,903.0553440000001,296035.15392,,,83706234.738
1988-02-08,,285832.95068159996,1634309.77536,903.0522960000001,296035.15392,,,83687646.1944
1988-02-09,,304475.825664,2081273.9263488,903.0522960000001,296035.15392,,,83687646.1944
1988-02-10,,436908.74204160005,2404074.5726976,903.0736320000001,296035.15392,,,83820886.70400001
1988-02-11,,417801.0184704,2449825.4601216,903.0919200000001,296035.15392,,,83935551.00479999
1988-02-12,,416846.85557759996,2366862.2198783997,903.1102080000001,296035.15392,,,84050202.97080001
1988-02-13,,375573.1940352,2239493.7065472,903.1224000000001,298481.72544,,,84124569.48
1988-02-14,,395414.88906240003,2226135.426048,903.1376400000001,296035.15392,,,84221372.9904
1988-02-15,,361578.80494079995,2173754.3298048,903.146784,300928.29696,,,84280715.7132
1988-02-16,,398448.63774720003,2281966.1881344,903.1620240000001,303374.86848,,,84374398.5192
1988-02-17,,305381.0571264,2076062.7290112,903.1620240000001,308268.01152,,,84374398.5192
1988-02-18,,360698.0391936,1812787.167744,903.16812,327840.58368,,,84411859.30680001
1988-02-19,,357493.0305024,2011742.3637504,903.1742160000001,327840.58368,,,84449344.764
1988-02-20,,380539.7342208,2001295.50336,903.18336,327840.58368,,,84511795.8564
1988-02-21,,352086.10744319996,2045676.3107328,903.189456,327840.58368,,,84549268.9788
1988-02-22,,5037343.9653888,1983704.6541312,903.933168,330287.1552,,,89269920.28680001
1988-02-23,,7442519.4952704,2416601.01888,905.0304480000001,332733.72672,,,96393365.9652
1988-02-24,,7433246.9892096,2192543.9990784,906.0972480000001,337626.86976,,,103504242.4824
1988-02-25,,4785860.878848,2045089.1335679998,906.752568,342520.01279999997,,,107966356.3824
1988-02-26,,256400.695296,2465312.2578432,906.7434240000001,347413.15584,,,107901635.6868
1988-02-27,,297552.0282624,2643691.7873664,906.740376,354752.8704,,,107881196.9232
1988-02-28,,318029.8318848,2947727.2301568,906.740376,357199.44192,,,107881196.9232
1988-02-29,,336648.241152,3414239.4875904,906.7434240000001,354752.8704,,,107901635.6868
1988-03-01,,745959.6564479999,4095952.1759232003,906.8074320000001,347413.15584,,,108342074.39039999
1988-03-02,,729787.8187008001,4203160.9399296,906.8683920000001,357199.44192,,,108759903.4056
1988-03-03,,257697.3782016,2827306.9799423995,906.722088,357199.44192,,,107755172.2716
1988-03-04,,687682.3228415999,3460553.086464,906.6916080000001,371878.87104,,,107547404.9004
1988-03-05,,748968.9394175999,3678395.8146048,906.670272,366985.728,,,107400929.1504
1988-03-06,,980610.3309312,4192175.8338048,906.682464,381665.15712,,,107486088.60960001
1988-03-07,,866600.0980991999,4202084.4484608,906.6306480000001,1220839.18848,,,107131845.4884
1988-03-08,,737592.3818496,3636975.3587712,906.53616,1384759.48032,,,106484675.53680001
1988-03-09,,1238283.2434176,3519809.0486784,906.5148240000001,1384759.48032,,,106338199.78680001
1988-03-10,,1551664.5894144,2604987.02592,906.539208,1384759.48032,,,106505114.3004
1988-03-11,,1490353.5071232,3027827.9817215996,906.5544480000001,1384759.48032,,,106610700.1884
1988-03-12,,1425641.6904192,2731890.6906624,906.560544,1384759.48032,,,106651577.7156
1988-03-13,,1486952.7727104,2726312.5075967996,906.575784,1384759.48032,,,106753759.1988
1988-03-14,,1408589.0869248,2752221.6999936,906.578832,1384759.48032,,,106777602.3672
1988-03-15,,1425641.6904192,2825251.8598656,906.5849280000001,1384759.48032,,,106818479.8944
1988-03-16,,1405188.3525120001,2581035.0907392,906.587976,1384759.48032,,,106838906.3232
1988-03-17,,1405188.3525120001,2470988.3037696,906.5910240000001,1384759.48032,,,106859345.08680001
1988-03-18,,1481937.3010944,2633098.1326848,906.557496,1710153.49248,,,106631138.95199999
1988-03-19,,1612657.617408,2951421.5531519996,906.5026320000001,1986616.07424,,,106256457.0672
1988-03-20,,1651191.118848,3428674.2595584,906.453864,1986616.07424,,,105920284.428
1988-03-21,,2436687.3710592003,4235431.2182784,906.5148240000001,2018421.504,,,106338199.78680001
1988-03-22,,3072624.7062528003,4787010.7674624,906.664176,2050226.93376,,,107360051.6232
1988-03-23,,2911371.1773696,4378653.5150592,906.7891440000001,2055120.0768,,,108215358.99
1988-03-24,,2961305.7020928003,4077749.6838144,906.920208,2060013.21984,,,109116083.0904
1988-03-25,,2930405.5037952,4056097.5258623995,907.045176,2067352.9344,,,109979124.3768
1988-03-26,,2831882.0686848,4038824.7309311996,907.1549040000001,2077139.22048,,,110733878.45400001
1988-03-27,,3151844.6920704,5003287.6898304,907.304256,2113837.79328,,,111771457.1604
1988-03-28,,3051412.9311744,4662480.2770944,907.43532,2140750.08,,,112683257.9112
1988-03-29,,3114656.8049664,4195013.856768,907.6212480000002,1812909.49632,,,113985812.79120001
1988-03-30,,3039889.5793152,4605940.0092672,907.8102240000001,1712600.064,,,115312728.90120001
1988-03-31,,3001502.8721664,4586709.95712,908.0022480000001,1648989.20448,,,116665252.056
1988-04-01,,2849668.6436352,4083988.4411903997,908.191224,1509534.62784,,,118005070.36680001
1988-04-02,,2763940.7775744,4236042.8611584,908.3832480000001,1394545.7664,,,119374418.18879999
1988-04-03,,3286773.1113984003,6426336.0144384,908.6484240000001,1394545.7664,,,121266317.47800002
1988-04-04,,3649036.9563647998,7649132.460134399,908.956272,1421458.05312,,,123493747.9968
1988-04-05,,3194219.3107967996,5490620.2708992,909.1452480000002,1827588.92544,,,124861233.264
1988-04-06,,3137556.7143936,5718371.613696001,909.2976480000001,2035547.50464,,,125963890.3752
1988-04-07,,3333747.2845823998,6638502.6966528,909.4713840000001,2060013.21984,,,127236471.6912
1988-04-08,,14958411.6704256,7313756.436172799,911.16912,2299777.2288,,,139896059.31
1988-04-09,,21292976.7871488,6133310.143488,913.586184,2441678.37696,,,158747617.8504
1988-04-10,,20308256.216064002,5803952.6854656,915.7624559999999,2495502.9504,,,176559809.1384
1988-04-11,,19430059.36896,6108795.4968576,917.6918400000001,2960351.5392,,,193027926.60959998
1988-04-12,,18638520.0850944,7045147.348991999,919.435296,3205008.6912,,,208459896.2112
1988-04-13,,17979976.429056,8534228.6389248,920.9806320000001,3865583.0016,,,222563716.2228
1988-04-14,,17311548.6240768,10112438.529331202,922.358328,4403828.736,,,235483950.5004
1988-04-15,,14539876.6804992,11693143.922687998,922.836864,4795280.1792,,,245240493.6
1988-04-16,,9041818.8321792,12216661.2965376,923.784792,5088868.7616,,,249201913.29839998
1988-04-17,,9043262.309376,12516513.102028798,924.18408,5137800.192,,,253118792.03399998
1988-04-18,,9030319.9460352,14146663.705804799,924.5376480000001,5553717.3504,,,256604828.54040003
1988-04-19,,8889862.275071999,14271243.1276032,924.815016,6140894.5152,,,259355575.28399998
1988-04-20,,9056571.6584448,12722954.8068864,925.08324,6385551.6672,,,262026441.86279997
1988-04-21,,9244615.145472,13486113.86112,925.369752,6385551.6672,,,264885130.44120002
1988-04-22,,9324911.6227584,12037401.001267198,925.63188,6679140.2496,,,267528453.41160002
1988-04-23,,9153015.5077632,10273765.45536,925.8757200000001,6679140.2496,,,270003283.014
1988-04-24,,8933704.836710399,9135865.041408,926.0982240000001,6679140.2496,,,272261217.4932
1988-04-25,,8887880.5521408,8528405.7987072,926.320728,6630208.8192,,,274518473.5584
1988-04-26,,8590108.3324416,7796440.531353599,926.506656,6703605.9648,,,276415405.44600004
1988-04-27,,8403826.3769088,7042089.134591999,926.662104,6801468.8256,,,278013243.1032
1988-04-28,,8273326.252032,7181372.4512256,926.802312,6825934.5408,,,279457574.17440003
1988-04-29,,8173726.3254528,7291933.018214399,926.9364240000001,6777003.1104,,,280844166.0468
1988-04-30,,8151658.2503424,7580212.540416,927.067488,6801468.8256,,,282194074.224
1988-05-01,,7895942.595071999,7407386.728243199,927.1711200000001,6825934.5408,,,283270865.2596
1988-05-02,,12002096.974233601,6552089.790566401,927.6740400000001,6777003.1104,,,288495208.1256
1988-05-03,,14010830.0550144,6363092.1406464,928.3506960000001,6899331.6864,,,295610784.2016
1988-05-04,,13066624.7083008,5977659.2633856,928.917624,7046125.9776,,,301638689.94839996
1988-05-05,,12299355.4139136,5822987.0118912,929.402256,7095057.408,,,306834379.074
1988-05-06,,11219463.2107008,5985977.606553599,929.789352,7046125.9776,,,311016813.7188
1988-05-07,,10400228.7372288,6155867.5329024,930.0972,7046125.9776,,,314365970.9496
1988-05-08,,9769624.9279488,6192150.188544,930.3471360000001,7046125.9776,,,317088162.6312
1988-05-09,,8822777.2839936,6120906.0258816,930.5025840000001,7119523.1232,,,318797383.5324
1988-05-10,,8322013.02528,6256788.6081024,930.58488,7437577.4207999995,,,319694037.1488
1988-05-11,,7823793.2009472,6543159.8045184,930.609264,7535440.2816,,,319970163.98160005
1988-05-12,,7432977.866342399,7739190.757785601,930.5909760000001,7633303.1424,,,319761668.8572
1988-05-13,,8471107.0937088,9748902.4671744,930.6306000000001,8024754.5856,,,320201231.79
1988-05-14,,9074211.439104,11392533.6800256,930.7068,8220480.3072,,,321046547.9688
1988-05-15,,8943491.1227904,11624224.002969598,930.76776,8269411.7376,,,321711554.0412
1988-05-16,,8855243.288064,11647784.4867072,930.8073840000001,8416206.0288,,,322151116.974
1988-05-17,,9360778.3612416,15251682.198528,930.871392,8660863.1808,,,322851055.2
1988-05-18,,9556088.165683199,13627011.9149568,930.941496,8783191.7568,,,323630774.9124
1988-05-19,,9375555.653222399,11514837.790310401,930.999408,8734260.3264,,,324269791.5612
1988-05-20,,8902070.666956801,10512379.575705599,931.0207440000001,8660863.1808,,,324507273.46559995
1988-05-21,,8633559.4426368,10593777.010176001,931.017696,8660863.1808,,,324479014.4388
1988-05-22,,8487841.6429056,11525455.9107072,931.0024559999999,8660863.1808,,,324309373.9344
1988-05-23,,8644324.3573248,13343380.8786432,930.9933120000001,8758726.0416,,,324201913.1568
1988-05-24,,8996850.8476416,14428264.0877568,931.0024559999999,8881054.6176,,,324309373.9344
1988-05-25,,9420181.1177472,14478932.583936,931.04208,8978917.4784,,,324744792.3744
1988-05-26,,9527610.0731904,14170150.7923968,931.084752,9052314.624,,,325214168.5188
1988-05-27,,9625350.6054144,14092716.803788798,931.139616,9003383.193599999,,,325824901.4712
1988-05-28,,9537738.8792832,12434283.8332416,931.188384,9003383.193599999,,,326364043.2444
1988-05-29,,9728204.4721152,12554312.632012801,931.252392,9003383.193599999,,,327075958.5612
1988-05-30,,9353218.4552448,10743458.2557696,931.295064,8881054.6176,,,327554388.4488
1988-05-31,,8738370.5665536,9448414.553088,931.2981120000001,8709794.6112,,,327594254.5224
1988-06-01,,8497260.9432576,9686392.5648384,931.30116,8465137.4592,,,327622735.57559997
1988-06-02,,7482080.5567488,10434798.7928064,931.2402000000001,8171548.8768,,,326939276.6424
1988-06-03,,6962648.9573376,9629118.3255552,931.14876,7975823.1552,,,325921038.9024
1988-06-04,,7066897.3698048,11230179.1939584,931.069512,7951357.4399999995,,,325044528.01440006
1988-06-05,,7746628.335206401,13856329.0635264,931.051224,7926891.7248,,,324852228.4824
