date,canal discharge (m3/d),outflow(m3/d)
1993-05-16,,12501980.4672
1993-05-17,,12061597.5936
1993-05-18,,11670146.1504
1993-05-19,,11156366.1312
1993-05-20,,11645680.4352
1993-05-21,,12771103.3344
1993-05-22,,12648774.7584
1993-05-23,,11743543.296
1993-05-24,,10030943.232
1993-05-25,,9566094.6432
1993-05-26,,9419300.352
1993-05-27,,10104340.3776
1993-05-28,,10030943.232
1993-05-29,,9663957.504
1993-05-30,,9370368.9216
1993-05-31,,9003383.193599999
1993-06-01,,9174643.2
1993-06-02,,8832123.1872
1993-06-03,,9076780.3392
1993-06-04,,8587466.0352
1993-06-05,,7413111.7056
1993-06-06,,8073686.016
1993-06-07,,9492697.4976
1993-06-08,,8538534.6048
1993-06-09,,10177737.5232
1993-06-10,,8881054.6176
1993-06-11,,8587466.0352
1993-06-12,,8685328.896
1993-06-13,,7315248.8448
1993-06-14,,6483414.528
1993-06-15,,6581277.3888
1993-06-16,,6850400.256
1993-06-17,,7095057.408
1993-06-18,,7192920.2688
1993-06-19,,6899331.6864
1993-06-20,,6850400.256
1993-06-21,,6874865.9712
1993-06-22,,7780097.4336
1993-06-23,,8196014.592
1993-06-24,,6043031.6544
1993-06-25,,4599554.4576
1993-06-26,,4526157.312
1993-06-27,,4795280.1792
1993-06-28,,5039937.3312
1993-06-29,,4721883.0336
1993-06-30,,4036843.008
1993-07-01,,3620925.8496
1993-07-02,,3400734.4128
1993-07-03,,4012377.2928
1993-07-04,,4697417.3184
1993-07-05,,4305965.8752
1993-07-06,,3963445.8624
1993-07-07,,3547528.704
1993-07-08,,3278405.8368
1993-07-09,,3082680.1152
1993-07-10,,3033748.6848
1993-07-11,,2886954.3936
1993-07-12,,2715694.3871999998
1993-07-13,,2519968.6656
1993-07-14,,2356048.37376
1993-07-15,,2192128.08192
1993-07-16,,2143196.65152
1993-07-17,,2050226.93376
1993-07-18,,1996402.36032
1993-07-19,,1891199.78496
1993-07-20,,1952364.07296
1993-07-21,,1942577.78688
1993-07-22,,1942577.78688
1993-07-23,,2121177.50784
1993-07-24,,2375620.94592
1993-07-25,,2568900.096
1993-07-26,,2356048.37376
1993-07-27,,2495502.9504
1993-07-28,,2309563.51488
1993-07-29,,2223933.51168
1993-07-30,,2187234.93888
1993-07-31,,2123624.07936
1993-08-01,,2082032.36352
1993-08-02,,2001295.50336
1993-08-03,,1940131.21536
1993-08-04,,1810462.9248
1993-08-05,,1729726.06464
1993-08-06,,1727279.49312
1993-08-07,,1737065.7792
1993-08-08,,1778657.49504
1993-08-09,,1666115.20512
1993-08-10,,1648989.20448
1993-08-11,,1673454.91968
1993-08-12,,1737065.7792
1993-08-13,,1688134.3488
1993-08-14,,1651435.776
1993-08-15,,1624523.4892799999
1993-08-16,,1546233.20064
1993-08-17,,1318702.04928
1993-08-18,,1648989.20448
1993-08-19,,1499748.34176
1993-08-20,,1326041.76384
1993-08-21,,1345614.336
1993-08-22,,890552.03328
1993-08-23,,672807.168
1993-08-24,,638555.16672
1993-08-25,,626322.30912
1993-08-26,,623875.7376
1993-08-27,,616536.02304
1993-08-28,,655681.16736
1993-08-29,,675253.73952
1993-08-30,,682593.4540799999
1993-08-31,,694826.31168
1993-09-01,,645894.88128
1993-09-02,,638555.16672
1993-09-03,,570051.16416
1993-09-04,,587177.1648
1993-09-05,,599410.0224
1993-09-06,,579837.45024
1993-09-07,,560264.8780799999
1993-09-08,,530906.01984
1993-09-09,,511333.44768
1993-09-10,,503993.73312
1993-09-11,,511333.44768
1993-09-12,,511333.44768
1993-09-13,,513780.0192
1993-09-14,,511333.44768
1993-09-15,,511333.44768
1993-09-16,,508886.87616
1993-09-17,,511333.44768
1993-09-18,,521119.73376
1993-09-19,,592070.30784
1993-09-20,,501547.1616
1993-09-21,,491760.87552
1993-09-22,,501547.1616
1993-09-23,,540692.30592
1993-09-24,,545585.44896
1993-09-25,,545585.44896
1993-09-26,,540692.30592
1993-09-27,,552925.16352
1993-09-28,,567604.59264
1993-09-29,,560264.8780799999
1993-09-30,,601856.59392
1993-10-01,,552925.16352
1993-10-02,,548032.02048
1993-10-03,,540692.30592
1993-10-04,,538245.7344
1993-10-05,,540692.30592
1993-10-06,,560264.8780799999
1993-10-07,,582284.02176
1993-10-08,,689933.16864
1993-10-09,,775563.17184
1993-10-10,,685040.0255999999
1993-10-11,,655681.16736
1993-10-12,,655681.16736
1993-10-13,,755990.59968
1993-10-14,,802475.4585599999
1993-10-15,,567604.59264
1993-10-16,,557818.3065599999
1993-10-17,,555371.7350399999
1993-10-18,,658127.73888
1993-10-19,,672807.168
1993-10-20,,618982.59456
1993-10-21,,596963.45088
1993-10-22,,606749.73696
1993-10-23,,633662.02368
1993-10-24,,658127.73888
1993-10-25,,638555.16672
1993-10-26,,611642.88
1993-10-27,,616536.02304
1993-10-28,,655681.16736
1993-10-29,,592070.30784
1993-10-30,,599410.0224
1993-10-31,,631215.45216
1993-11-01,,587177.1648
1993-11-02,,587177.1648
1993-11-03,,621429.16608
1993-11-04,,616536.02304
1993-11-05,,599410.0224
1993-11-06,,587177.1648
1993-11-07,,596963.45088
1993-11-08,,579837.45024
1993-11-09,,570051.16416
1993-11-10,,596963.45088
1993-11-11,,599410.0224
1993-11-12,,643448.30976
1993-11-13,,589623.73632
1993-11-14,,592070.30784
1993-11-15,,574944.3072
1993-11-16,,582284.02176
1993-11-17,,587177.1648
1993-11-18,,589623.73632
1993-11-19,,582284.02176
1993-11-20,,574944.3072
1993-11-21,,587177.1648
1993-11-22,,599410.0224
1993-11-23,,587177.1648
1993-11-24,,526012.8768
1993-11-25,,477081.4464
1993-11-26,,526012.8768
1993-11-27,,574944.3072
1993-11-28,,611642.88
1993-11-29,,587177.1648
1993-11-30,,611642.88
1993-12-01,,631215.45216
1993-12-02,,611642.88
1993-12-03,,599410.0224
1993-12-04,,574944.3072
1993-12-05,,562711.4495999999
1993-12-06,,599410.0224
1993-12-07,,623875.7376
1993-12-08,,621429.16608
1993-12-09,,631215.45216
1993-12-10,,638555.16672
1993-12-11,,645894.88128
1993-12-12,,650788.02432
1993-12-13,,587177.1648
1993-12-14,,606749.73696
1993-12-15,,596963.45088
1993-12-16,,582284.02176
1993-12-17,,574944.3072
1993-12-18,,570051.16416
1993-12-19,,579837.45024
1993-12-20,,589623.73632
1993-12-21,,587177.1648
1993-12-22,,584730.59328
1993-12-23,,592070.30784
1993-12-24,,604303.16544
1993-12-25,,611642.88
1993-12-26,,587177.1648
1993-12-27,,562711.4495999999
1993-12-28,,526012.8768
1993-12-29,,508886.87616
1993-12-30,,513780.0192
1993-12-31,,516226.59072
1994-01-01,,521119.73376
1994-01-02,,521119.73376
1994-01-03,,521119.73376
1994-01-04,,513780.0192
1994-01-05,,508886.87616
1994-01-06,,506440.30464
1994-01-07,,503993.73312
1994-01-08,,508886.87616
1994-01-09,,513780.0192
1994-01-10,,535799.16288
1994-01-11,,538245.7344
1994-01-12,,535799.16288
1994-01-13,,533352.59136
1994-01-14,,533352.59136
1994-01-15,,533352.59136
1994-01-16,,535799.16288
1994-01-17,,530906.01984
1994-01-18,,538245.7344
1994-01-19,,540692.30592
1994-01-20,,548032.02048
1994-01-21,,562711.4495999999
1994-01-22,,560264.8780799999
1994-01-23,,560264.8780799999
1994-01-24,,567604.59264
1994-01-25,,567604.59264
1994-01-26,,562711.4495999999
1994-01-27,,572497.73568
1994-01-28,,572497.73568
1994-01-29,,543138.87744
1994-01-30,,506440.30464
1994-01-31,,459955.44576
1994-02-01,,469741.73184
1994-02-02,,481974.58944
1994-02-03,,484421.16096
1994-02-04,,486867.73248
1994-02-05,,489314.304
1994-02-06,,484421.16096
1994-02-07,,469741.73184
1994-02-08,,455062.30272
1994-02-09,,469741.73184
1994-02-10,,479528.01792
1994-02-11,,486867.73248
1994-02-12,,481974.58944
1994-02-13,,489314.304
1994-02-14,,513780.0192
1994-02-15,,526012.8768
1994-02-16,,562711.4495999999
1994-02-17,,611642.88
1994-02-18,,636108.5952
1994-02-19,,614089.45152
1994-02-20,,609196.30848
1994-02-21,,611642.88
1994-02-22,,601856.59392
1994-02-23,,567604.59264
1994-02-24,,513780.0192
1994-02-25,,587177.1648
1994-02-26,,606749.73696
1994-02-27,,618982.59456
1994-02-28,,643448.30976
1994-03-01,,650788.02432
1994-03-02,,655681.16736
1994-03-03,,660574.3104
1994-03-04,,645894.88128
1994-03-05,,653234.59584
1994-03-06,,633662.02368
1994-03-07,,621429.16608
1994-03-08,,616536.02304
1994-03-09,,606749.73696
1994-03-10,,592070.30784
1994-03-11,,616536.02304
1994-03-12,,606749.73696
1994-03-13,,592070.30784
1994-03-14,,592070.30784
1994-03-15,,594516.87936
1994-03-16,,596963.45088
1994-03-17,,594516.87936
1994-03-18,,596963.45088
1994-03-19,,604303.16544
1994-03-20,,596963.45088
1994-03-21,,650788.02432
1994-03-22,,631215.45216
1994-03-23,,631215.45216
1994-03-24,,685040.0255999999
1994-03-25,,623875.7376
1994-03-26,,623875.7376
1994-03-27,,623875.7376
1994-03-28,,609196.30848
1994-03-29,,601856.59392
1994-03-30,,653234.59584
1994-03-31,,628768.88064
1994-04-01,,663020.88192
1994-04-02,,643448.30976
1994-04-03,,677700.31104
1994-04-04,,670360.59648
1994-04-05,,623875.7376
1994-04-06,,623875.7376
1994-04-07,,614089.45152
1994-04-08,,589623.73632
1994-04-09,,557818.3065599999
1994-04-10,,560264.8780799999
1994-04-11,,560264.8780799999
1994-04-12,,570051.16416
1994-04-13,,587177.1648
1994-04-14,,574944.3072
1994-04-15,,567604.59264
1994-04-16,,601856.59392
1994-04-17,,648341.4528
1994-04-18,,733971.456
1994-04-19,,1169461.18656
1994-04-20,,1663668.6336
1994-04-21,,2099158.36416
1994-04-22,,2123624.07936
1994-04-23,,2813557.248
1994-04-24,,3009282.9696
1994-04-25,,3107145.8304
1994-04-26,,2715694.3871999998
1994-04-27,,2179895.22432
1994-04-28,,1893646.35648
1994-04-29,,1448370.33984
1994-04-30,,1509534.62784
1994-05-01,,1707706.92096
1994-05-02,,1695474.06336
1994-05-03,,1969490.0736
1994-05-04,,2331582.65856
1994-05-05,,2715694.3871999998
1994-05-06,,3229474.4063999997
1994-05-07,,3547528.704
1994-05-08,,3498597.2736
1994-05-09,,3743254.4255999997
1994-05-10,,3890048.7168
1994-05-11,,3767720.1408
1994-05-12,,4257034.4448
1994-05-13,,5015471.616
1994-05-14,,5871771.648
1994-05-15,,5382457.344
1994-05-16,,4966540.1855999995
1994-05-17,,4770814.464
1994-05-18,,3987911.5776
1994-05-19,,3327337.2672
1994-05-20,,3131611.5456
1994-05-21,,2715694.3871999998
1994-05-22,,2495502.9504
1994-05-23,,2740160.1023999997
1994-05-24,,3376268.6976
1994-05-25,,4134705.8688
1994-05-26,,4991005.9008
1994-05-27,,5284594.4832
1994-05-28,,6972728.8319999995
1994-05-29,,8147083.1616
1994-05-30,,6189825.9456
1994-05-31,,6483414.528
1994-06-01,,6263223.0912
1994-06-02,,7315248.8448
1994-06-03,,5064403.0464
1994-06-04,,3938980.1472
1994-06-05,,4061308.7232
1994-06-06,,3156077.2608
1994-06-07,,2395193.51808
1994-06-08,,1330934.90688
1994-06-09,,836727.45984
1994-06-10,,533352.59136
1994-06-11,,790242.60096
1994-06-12,,1164568.04352
1994-06-13,,1118083.1846399999
1994-06-14,,1186587.1872
1994-06-15,,633662.02368
1994-06-16,,501547.1616
1994-06-17,,472188.30336
1994-06-18,,457508.87424
1994-06-19,,433043.15904
1994-06-20,,408577.44384
1994-06-21,,398791.15776
1994-06-22,,406130.87231999997
1994-06-23,,423256.87296
1994-06-24,,455062.30272
1994-06-25,,442829.44512
1994-06-26,,455062.30272
1994-06-27,,430596.58752
1994-06-28,,430596.58752
1994-06-29,,447722.58816
1994-06-30,,450169.15968
1994-07-01,,501547.1616
1994-07-02,,1218392.61696
1994-07-03,,1223285.76
1994-07-04,,1198820.0448
1994-07-05,,445276.01664
1994-07-06,,435489.73056
1994-07-07,,472188.30336
1994-07-08,,472188.30336
1994-07-09,,457508.87424
1994-07-10,,462402.01728
1994-07-11,,455062.30272
1994-07-12,,540692.30592
1994-07-13,,599410.0224
1994-07-14,,606749.73696
1994-07-15,,604303.16544
1994-07-16,,606749.73696
1994-07-17,,609196.30848
1994-07-18,,604303.16544
1994-07-19,,584730.59328
1994-07-20,,574944.3072
1994-07-21,,560264.8780799999
1994-07-22,,574944.3072
1994-07-23,,592070.30784
1994-07-24,,584730.59328
1994-07-25,,594516.87936
1994-07-26,,574944.3072
1994-07-27,,611642.88
1994-07-28,,667914.02496
1994-07-29,,589623.73632
1994-07-30,,548032.02048
1994-07-31,,543138.87744
1994-08-01,,545585.44896
1994-08-02,,538245.7344
1994-08-03,,540692.30592
1994-08-04,,548032.02048
1994-08-05,,545585.44896
1994-08-06,,543138.87744
1994-08-07,,540692.30592
1994-08-08,,589623.73632
1994-08-09,,587177.1648
1994-08-10,,548032.02048
1994-08-11,,543138.87744
1994-08-12,,548032.02048
1994-08-13,,540692.30592
1994-08-14,,540692.30592
1994-08-15,,540692.30592
1994-08-16,,543138.87744
1994-08-17,,548032.02048
1994-08-18,,548032.02048
1994-08-19,,543138.87744
1994-08-20,,543138.87744
1994-08-21,,550478.592
1994-08-22,,543138.87744
1994-08-23,,533352.59136
1994-08-24,,535799.16288
1994-08-25,,538245.7344
1994-08-26,,545585.44896
1994-08-27,,543138.87744
1994-08-28,,545585.44896
1994-08-29,,538245.7344
1994-08-30,,533352.59136
1994-08-31,,543138.87744
1994-09-01,,545585.44896
1994-09-02,,545585.44896
1994-09-03,,545585.44896
1994-09-04,,533352.59136
1994-09-05,,528459.44832
1994-09-06,,540692.30592
1994-09-07,,540692.30592
1994-09-08,,540692.30592
1994-09-09,,538245.7344
1994-09-10,,538245.7344
1994-09-11,,545585.44896
1994-09-12,,528459.44832
1994-09-13,,540692.30592
1994-09-14,,540692.30592
1994-09-15,,526012.8768
1994-09-16,,530906.01984
1994-09-17,,535799.16288
1994-09-18,,538245.7344
1994-09-19,,540692.30592
1994-09-20,,543138.87744
1994-09-21,,533352.59136
1994-09-22,,528459.44832
1994-09-23,,530906.01984
1994-09-24,,528459.44832
1994-09-25,,538245.7344
1994-09-26,,530906.01984
1994-09-27,,533352.59136
1994-09-28,,528459.44832
1994-09-29,,540692.30592
1994-09-30,,548032.02048
1994-10-01,,543138.87744
1994-10-02,,533352.59136
1994-10-03,,528459.44832
1994-10-04,,533352.59136
1994-10-05,,543138.87744
1994-10-06,,543138.87744
1994-10-07,,535799.16288
1994-10-08,,538245.7344
1994-10-09,,550478.592
1994-10-10,,545585.44896
1994-10-11,,548032.02048
1994-10-12,,560264.8780799999
1994-10-13,,567604.59264
1994-10-14,,570051.16416
1994-10-15,,567604.59264
1994-10-16,,560264.8780799999
1994-10-17,,562711.4495999999
1994-10-18,,572497.73568
1994-10-19,,574944.3072
1994-10-20,,579837.45024
1994-10-21,,587177.1648
1994-10-22,,599410.0224
1994-10-23,,596963.45088
1994-10-24,,594516.87936
1994-10-25,,596963.45088
1994-10-26,,616536.02304
1994-10-27,,626322.30912
1994-10-28,,638555.16672
1994-10-29,,631215.45216
1994-10-30,,631215.45216
1994-10-31,,641001.73824
1994-11-01,,714398.88384
1994-11-02,,636108.5952
1994-11-03,,636108.5952
1994-11-04,,636108.5952
1994-11-05,,658127.73888
1994-11-06,,672807.168
1994-11-07,,667914.02496
1994-11-08,,670360.59648
1994-11-09,,670360.59648
1994-11-10,,677700.31104
1994-11-11,,677700.31104
1994-11-12,,660574.3104
1994-11-13,,675253.73952
1994-11-14,,660574.3104
1994-11-15,,636108.5952
1994-11-16,,636108.5952
1994-11-17,,636108.5952
1994-11-18,,623875.7376
1994-11-19,,599410.0224
1994-11-20,,550478.592
1994-11-21,,538245.7344
1994-11-22,,538245.7344
1994-11-23,,574944.3072
1994-11-24,,599410.0224
1994-11-25,,655681.16736
1994-11-26,,633662.02368
1994-11-27,,587177.1648
1994-11-28,,587177.1648
1994-11-29,,611642.88
1994-11-30,,636108.5952
1994-12-01,,611642.88
1994-12-02,,587177.1648
1994-12-03,,567604.59264
1994-12-04,,538245.7344
1994-12-05,,562711.4495999999
1994-12-06,,555371.7350399999
1994-12-07,,557818.3065599999
1994-12-08,,538245.7344
1994-12-09,,562711.4495999999
1994-12-10,,538245.7344
1994-12-11,,562711.4495999999
1994-12-12,,592070.30784
1994-12-13,,574944.3072
1994-12-14,,560264.8780799999
1994-12-15,,548032.02048
1994-12-16,,548032.02048
1994-12-17,,548032.02048
1994-12-18,,543138.87744
1994-12-19,,543138.87744
1994-12-20,,538245.7344
1994-12-21,,538245.7344
1994-12-22,,538245.7344
1994-12-23,,540692.30592
1994-12-24,,538245.7344
1994-12-25,,548032.02048
1994-12-26,,535799.16288
1994-12-27,,540692.30592
1994-12-28,,543138.87744
1994-12-29,,543138.87744
1994-12-30,,538245.7344
1994-12-31,,748650.88512
1995-01-01,,526012.8768
1995-01-02,,513780.0192
1995-01-03,,513780.0192
1995-01-04,,513780.0192
1995-01-05,,513780.0192
1995-01-06,,538245.7344
1995-01-07,,562711.4495999999
1995-01-08,,562711.4495999999
1995-01-09,,587177.1648
1995-01-10,,611642.88
1995-01-11,,611642.88
1995-01-12,,587177.1648
1995-01-13,,587177.1648
1995-01-14,,587177.1648
1995-01-15,,611642.88
1995-01-16,,562711.4495999999
1995-01-17,,550478.592
1995-01-18,,543138.87744
1995-01-19,,538245.7344
1995-01-20,,538245.7344
1995-01-21,,538245.7344
1995-01-22,,543138.87744
1995-01-23,,550478.592
1995-01-24,,562711.4495999999
1995-01-25,,574944.3072
1995-01-26,,587177.1648
1995-01-27,,599410.0224
1995-01-28,,562711.4495999999
1995-01-29,,550478.592
1995-01-30,,562711.4495999999
1995-01-31,,574944.3072
1995-02-01,,599410.0224
1995-02-02,,606749.73696
1995-02-03,,538245.7344
1995-02-04,,555371.7350399999
1995-02-05,,545585.44896
1995-02-06,,562711.4495999999
1995-02-07,,572497.73568
1995-02-08,,579837.45024
1995-02-09,,582284.02176
1995-02-10,,574944.3072
1995-02-11,,538245.7344
1995-02-12,,550478.592
1995-02-13,,562711.4495999999
1995-02-14,,574944.3072
1995-02-15,,574944.3072
1995-02-16,,574944.3072
1995-02-17,,577390.87872
1995-02-18,,572497.73568
1995-02-19,,572497.73568
1995-02-20,,577390.87872
1995-02-21,,579837.45024
1995-02-22,,572497.73568
1995-02-23,,570051.16416
1995-02-24,,574944.3072
1995-02-25,,577390.87872
1995-02-26,,579837.45024
1995-02-27,,574944.3072
1995-02-28,,567604.59264
1995-03-01,,560264.8780799999
1995-03-02,,565158.02112
1995-03-03,,572497.73568
1995-03-04,,567604.59264
1995-03-05,,567604.59264
1995-03-06,,567604.59264
1995-03-07,,557818.3065599999
1995-03-08,,555371.7350399999
1995-03-09,,565158.02112
1995-03-10,,557818.3065599999
1995-03-11,,560264.8780799999
1995-03-12,,548032.02048
1995-03-13,,550478.592
1995-03-14,,543138.87744
1995-03-15,,557818.3065599999
1995-03-16,,548032.02048
1995-03-17,,538245.7344
1995-03-18,,543138.87744
1995-03-19,,550478.592
1995-03-20,,555371.7350399999
1995-03-21,,550478.592
1995-03-22,,535799.16288
1995-03-23,,543138.87744
1995-03-24,,548032.02048
1995-03-25,,540692.30592
1995-03-26,,548032.02048
1995-03-27,,545585.44896
1995-03-28,,550478.592
1995-03-29,,550478.592
1995-03-30,,555371.7350399999
1995-03-31,,557818.3065599999
1995-04-01,,555371.7350399999
1995-04-02,,552925.16352
1995-04-03,,557818.3065599999
1995-04-04,,552925.16352
1995-04-05,,562711.4495999999
1995-04-06,,567604.59264
1995-04-07,,592070.30784
1995-04-08,,562711.4495999999
1995-04-09,,552925.16352
1995-04-10,,548032.02048
1995-04-11,,560264.8780799999
1995-04-12,,560264.8780799999
1995-04-13,,565158.02112
1995-04-14,,650788.02432
1995-04-15,,545585.44896
1995-04-16,,545585.44896
1995-04-17,,550478.592
1995-04-18,,557818.3065599999
1995-04-19,,675253.73952
1995-04-20,,736418.02752
1995-04-21,,763330.31424
1995-04-22,,858746.60352
1995-04-23,,866086.31808
1995-04-24,,1005540.89472
1995-04-25,,1411671.76704
1995-04-26,,1306469.19168
1995-04-27,,1370080.0511999999
1995-04-28,,1834928.64
1995-04-29,,1590271.488
1995-04-30,,1499748.34176
1995-05-01,,1401885.48096
1995-05-02,,1389652.62336
1995-05-03,,1585378.34496
1995-05-04,,1805569.78176
1995-05-05,,2329136.08704
1995-05-06,,2911420.1088
1995-05-07,,2740160.1023999997
1995-05-08,,3131611.5456
1995-05-09,,3718788.7103999997
1995-05-10,,4110240.1536
1995-05-11,,4281500.16
1995-05-12,,4550623.0272
1995-05-13,,3498597.2736
1995-05-14,,3400734.4128
1995-05-15,,4379363.0208
1995-05-16,,5627114.496
1995-05-17,,5798374.5024
1995-05-18,,5798374.5024
1995-05-19,,5700511.6416
1995-05-20,,5847305.9328
1995-05-21,,6067497.3696
1995-05-22,,5896237.3632
1995-05-23,,5137800.192
1995-05-24,,4795280.1792
1995-05-25,,4624020.1728
1995-05-26,,4257034.4448
1995-05-27,,3914514.432
1995-05-28,,3963445.8624
1995-05-29,,4281500.16
1995-05-30,,4672951.6032
1995-05-31,,5211197.3376
1995-06-01,,5724977.3568
1995-06-02,,5749443.072
1995-06-03,,6336620.2368
1995-06-04,,5871771.648
1995-06-05,,5749443.072
1995-06-06,,6752537.3952
1995-06-07,,5162265.9072
1995-06-08,,3914514.432
1995-06-09,,3816651.5712
1995-06-10,,3229474.4063999997
1995-06-11,,3156077.2608
1995-06-12,,3890048.7168
1995-06-13,,5039937.3312
1995-06-14,,5676045.9264
1995-06-15,,6043031.6544
1995-06-16,,5700511.6416
1995-06-17,,5284594.4832
1995-06-18,,4697417.3184
1995-06-19,,4550623.0272
1995-06-20,,4110240.1536
1995-06-21,,3792185.856
1995-06-22,,3425200.128
1995-06-23,,3131611.5456
1995-06-24,,2984817.2544
1995-06-25,,3180542.976
1995-06-26,,3498597.2736
1995-06-27,,3914514.432
1995-06-28,,4183637.2992
1995-06-29,,3865583.0016
1995-06-30,,3376268.6976
1995-07-01,,3107145.8304
1995-07-02,,2862488.6784
1995-07-03,,3327337.2672
1995-07-04,,3890048.7168
1995-07-05,,2984817.2544
1995-07-06,,2666762.9568
1995-07-07,,2715694.3871999998
1995-07-08,,2960351.5392
1995-07-09,,3131611.5456
1995-07-10,,3009282.9696
1995-07-11,,2838022.9632
1995-07-12,,2691228.672
1995-07-13,,2642297.2416
1995-07-14,,2182341.79584
1995-07-15,,1685687.77728
1995-07-16,,1443477.1968
1995-07-17,,1269770.61888
1995-07-18,,1142548.89984
1995-07-19,,1088724.3264
1995-07-20,,1247751.4752
1995-07-21,,1059365.46816
1995-07-22,,988414.89408
1995-07-23,,983521.75104
1995-07-24,,875872.60416
1995-07-25,,844067.1744
1995-07-26,,773116.60032
1995-07-27,,768223.45728
1995-07-28,,719292.02688
1995-07-29,,687486.5971199999
1995-07-30,,655681.16736
1995-07-31,,579837.45024
1995-08-01,,582284.02176
1995-08-02,,592070.30784
1995-08-03,,589623.73632
1995-08-04,,596963.45088
1995-08-05,,599410.0224
1995-08-06,,599410.0224
1995-08-07,,601856.59392
1995-08-08,,599410.0224
1995-08-09,,572497.73568
1995-08-10,,596963.45088
1995-08-11,,584730.59328
1995-08-12,,579837.45024
1995-08-13,,584730.59328
1995-08-14,,587177.1648
1995-08-15,,592070.30784
1995-08-16,,594516.87936
1995-08-17,,782902.8864
1995-08-18,,694826.31168
1995-08-19,,599410.0224
1995-08-20,,618982.59456
1995-08-21,,631215.45216
1995-08-22,,606749.73696
1995-08-23,,650788.02432
1995-08-24,,873426.03264
1995-08-25,,726631.74144
1995-08-26,,775563.17184
1995-08-27,,611642.88
1995-08-28,,601856.59392
1995-08-29,,596963.45088
1995-08-30,,594516.87936
1995-08-31,,592070.30784
1995-09-01,,601856.59392
1995-09-02,,604303.16544
1995-09-03,,609196.30848
1995-09-04,,618982.59456
1995-09-05,,601856.59392
1995-09-06,,592070.30784
1995-09-07,,601856.59392
1995-09-08,,609196.30848
1995-09-09,,589623.73632
1995-09-10,,587177.1648
1995-09-11,,599410.0224
1995-09-12,,594516.87936
1995-09-13,,599410.0224
1995-09-14,,589623.73632
1995-09-15,,594516.87936
1995-09-16,,589623.73632
1995-09-17,,596963.45088
1995-09-18,,604303.16544
1995-09-19,,599410.0224
1995-09-20,,592070.30784
1995-09-21,,570051.16416
1995-09-22,,574944.3072
1995-09-23,,587177.1648
1995-09-24,,572497.73568
1995-09-25,,570051.16416
1995-09-26,,570051.16416
1995-09-27,,570051.16416
1995-09-28,,562711.4495999999
1995-09-29,,565158.02112
1995-09-30,,560264.8780799999
1995-10-01,,557818.3065599999
1995-10-02,,550478.592
1995-10-03,,579837.45024
1995-10-04,,587177.1648
1995-10-05,,562711.4495999999
1995-10-06,,567604.59264
1995-10-07,,572497.73568
1995-10-08,,555371.7350399999
1995-10-09,,562711.4495999999
1995-10-10,,565158.02112
1995-10-11,,567604.59264
1995-10-12,,574944.3072
1995-10-13,,545585.44896
1995-10-14,,555371.7350399999
1995-10-15,,560264.8780799999
1995-10-16,,567604.59264
1995-10-17,,552925.16352
1995-10-18,,574944.3072
1995-10-19,,543138.87744
1995-10-20,,543138.87744
1995-10-21,,548032.02048
1995-10-22,,548032.02048
1995-10-23,,540692.30592
1995-10-24,,538245.7344
1995-10-25,,540692.30592
1995-10-26,,548032.02048
1995-10-27,,535799.16288
1995-10-28,,543138.87744
1995-10-29,,538245.7344
1995-10-30,,543138.87744
1995-10-31,,530906.01984
1995-11-01,,513780.0192
1995-11-02,,489314.304
1995-11-03,,513780.0192
1995-11-04,,538245.7344
1995-11-05,,543138.87744
1995-11-06,,543138.87744
1995-11-07,,543138.87744
1995-11-08,,533352.59136
1995-11-09,,548032.02048
1995-11-10,,535799.16288
1995-11-11,,538245.7344
1995-11-12,,557818.3065599999
1995-11-13,,530906.01984
1995-11-14,,557818.3065599999
1995-11-15,,499100.59008
1995-11-16,,467295.16031999997
1995-11-17,,472188.30336
1995-11-18,,506440.30464
1995-11-19,,555371.7350399999
1995-11-20,,538245.7344
1995-11-21,,543138.87744
1995-11-22,,545585.44896
1995-11-23,,555371.7350399999
1995-11-24,,540692.30592
1995-11-25,,545585.44896
1995-11-26,,995754.60864
1995-11-27,,587177.1648
1995-11-28,,545585.44896
1995-11-29,,550478.592
1995-11-30,,567604.59264
1995-12-01,,611642.88
1995-12-02,,1061812.03968
1995-12-03,,614089.45152
1995-12-04,,530906.01984
1995-12-05,,555371.7350399999
1995-12-06,,555371.7350399999
1995-12-07,,557818.3065599999
1995-12-08,,555371.7350399999
1995-12-09,,538245.7344
1995-12-10,,550478.592
1995-12-11,,557818.3065599999
1995-12-12,,562711.4495999999
1995-12-13,,714398.88384
1995-12-14,,552925.16352
1995-12-15,,555371.7350399999
1995-12-16,,552925.16352
1995-12-17,,545585.44896
1995-12-18,,538245.7344
1995-12-19,,538245.7344
1995-12-20,,538245.7344
1995-12-21,,538245.7344
1995-12-22,,538245.7344
1995-12-23,,538245.7344
1995-12-24,,562711.4495999999
1995-12-25,,562711.4495999999
1995-12-26,,562711.4495999999
1995-12-27,,562711.4495999999
1995-12-28,,538245.7344
1995-12-29,,562711.4495999999
1995-12-30,,562711.4495999999
1995-12-31,,538245.7344
1996-01-01,,538245.7344
1996-01-02,,538245.7344
1996-01-03,,562711.4495999999
1996-01-04,,538245.7344
1996-01-05,,538245.7344
1996-01-06,,538245.7344
1996-01-07,,562711.4495999999
1996-01-08,,538245.7344
1996-01-09,,538245.7344
1996-01-10,,557818.3065599999
1996-01-11,,560264.8780799999
