date,inflow(m3/d),power discharge (m3/d),wse(m),storage(m3)
1985-10-28,,,1073.8104,3278818958.91
1985-10-29,,,1073.953656,3290420763.42
1985-10-30,,,1074.106056,3302806752.84
1985-10-31,,,1074.2127360000002,3311470716.36
1985-11-01,,,1074.3712320000002,3324370141.83
1985-11-02,,,1074.514488,3336070933.11
1985-11-03,,,1074.706512,3351817847.16
1985-11-04,,,1074.9534,3372079298.01
1985-11-05,,,1075.218576,3393968325.7200003
1985-11-06,,,1075.42584,3411134666.88
1985-11-07,,,1075.62396,3427578497.13
1985-11-08,,,1075.785504,3441047481.9900002
1985-11-09,,,1075.92876,3453033515.52
1985-11-10,,,1076.0202000000002,3460673999.01
1985-11-11,,,1076.1146880000001,3468582456.03
1985-11-12,,,1076.20308,3475997521.05
1985-11-13,,,1076.285376,3482916110.37
1985-11-14,,,1076.364624,3489583994.88
1985-11-15,,,1076.44692,3496526020.32
1985-11-16,,,1076.532264,3503743111.8
1985-11-17,,,1076.59932,3509402626.41
1985-11-18,,,1076.657232,3514299542.01
1985-11-19,,,1076.718192,3519450554.4900002
1985-11-20,,,1076.7456240000001,3521769805.26
1985-11-21,,,1076.788296,3525387293.73
1985-11-22,,,1076.788296,3525387293.73
1985-11-23,,,1076.788296,3525387293.73
1985-11-24,,,1076.806584,3526939628.31
1985-11-25,,,1076.815728,3527714253.75
1985-11-26,,,1076.815728,3527714253.75
1985-11-27,,,1076.824872,3528485178.75
1985-11-28,,,1076.824872,3528485178.75
1985-11-29,,,1076.824872,3528485178.75
1985-11-30,,,1076.8035360000001,3526680289.14
1985-12-01,,,1076.7852480000001,3525127954.56
1985-12-02,,,1076.7639120000001,3523320906.36
1985-12-03,,,1076.76696,3523576236.7200003
1985-12-04,,,1076.773056,3524094606.69
1985-12-05,,,1076.779152,3524613285.03
1985-12-06,,,1076.773056,3524094606.69
1985-12-07,,,1076.773056,3524094606.69
1985-12-08,,,1076.760864,3523061567.19
1985-12-09,,,1076.7456240000001,3521769805.26
1985-12-10,,,1076.715144,3519191832.06
1985-12-11,,,1076.672472,3515580819.36
1985-12-12,,,1076.6328480000002,3512235929.9700003
1985-12-13,,,1076.605416,3509919146.16
1985-12-14,,,1076.577984,3507607604.64
1985-12-15,,,1076.5536,3505551701.85
1985-12-16,,,1076.4103440000001,3493444478.91
1985-12-17,,,1076.2488,3479839194.51
1985-12-18,,,1076.0384880000001,3462205364.43
1985-12-19,,,1075.8007440000001,3442321050.09
1985-12-20,,,1075.550808,3421494665.4
1985-12-21,,,1075.297824,3400529514.21
1985-12-22,,,1075.0296,3378353394.03
1985-12-23,,,1074.773568,3357313308.93
1985-12-24,,,1074.517536,3336320096.07
1985-12-25,,,1074.258456,3315181332.57
1985-12-26,,,1073.99328,3293637679.26
1985-12-27,,,1073.71896,3271432880.67
1985-12-28,,,1073.450736,3249845438.82
1985-12-29,,,1073.182512,3228308261.28
1985-12-30,,,1072.923432,3207645929.43
1985-12-31,,,1072.639968,3185069544.9900002
1986-01-01,,,1072.390032,3165295935.48
1986-01-02,,,1072.115712,3143652678.66
1986-01-03,,,1071.84444,3122356338.09
1986-01-04,,,1071.564024,3100441715.67
1986-01-05,,,1071.274464,3077903260.7400002
1986-01-06,,,1070.991,3055968285.9
1986-01-07,,,1070.710584,3034336438.77
1986-01-08,,,1070.417976,3011911464.0
1986-01-09,,,1070.131464,2990016885.63
1986-01-10,,,1069.848,2968519179.45
1986-01-11,,,1069.774848,2962973761.7400002
1986-01-12,,,1069.701696,2957435436.54
1986-01-13,,,1069.57368,2947771429.11
1986-01-14,,,1069.439568,2937677862.27
1986-01-15,,,1069.326792,2929223281.98
1986-01-16,,,1069.274976,2925347071.08
1986-01-17,,,1069.250592,2923520287.2
1986-01-18,,,1069.2140160000001,2920777027.68
1986-01-19,,,1069.168296,2917354120.68
1986-01-20,,,1069.125624,2914159099.11
1986-01-21,,,1069.089048,2911427866.02
1986-01-22,,,1069.0372320000001,2907559364.37
1986-01-23,,,1069.006752,2905283902.14
1986-01-24,,,1068.96408,2902105532.55
1986-01-25,,,1068.91836,2898698044.05
1986-01-26,,,1068.8604480000001,2894395049.07
1986-01-27,,,1068.8025360000001,2890098529.86
1986-01-28,,,1068.75072,2886251922.48
1986-01-29,,,1068.717192,2883774786.27
1986-01-30,,,1068.695856,2882192231.43
1986-01-31,,,1068.6684240000002,2880161306.61
1986-02-01,,,1068.653184,2879042231.88
1986-02-02,,,1068.625752,2877010381.95
1986-02-03,,,1068.6044160000001,2875431219.18
1986-02-04,,,1068.576984,2873401836.21
1986-02-05,,,1068.5465040000001,2871147034.77
1986-02-06,,,1068.516024,2868890999.85
1986-02-07,,,1068.4703040000002,2865519282.27
1986-02-08,,,1068.418488,2861699194.71
1986-02-09,,,1068.363624,2857655230.53
1986-02-10,,,1068.314856,2854071046.02
1986-02-11,,,1068.2691360000001,2850716905.53
1986-02-12,,,1068.20208,2845797787.29
1986-02-13,,,1068.144168,2841554616.09
1986-02-14,,,1068.092352,2837766599.01
1986-02-15,,,1068.055776,2835100740.36
1986-02-16,,,1068.037488,2833762414.56
1986-02-17,,,1067.98872,2830195807.14
1986-02-18,,,1067.9551920000001,2827751358.15
1986-02-19,,,1067.9003280000002,2823749023.92
1986-02-20,,,1067.845464,2819746381.32
1986-02-21,,,1067.808888,2817088231.92
1986-02-22,,,1067.772312,2814426382.08
1986-02-23,,,1067.747928,2812659421.98
1986-02-24,,,1067.772312,2814426382.08
1986-02-25,,,1067.885088,2822636424.96
1986-02-26,,,1068.08016,2836875409.71
1986-02-27,,,1068.2569440000002,2849822015.79
1986-02-28,,,1068.421536,2861925538.29
1986-03-01,,,1068.573936,2873177959.59
1986-03-02,,,1068.729384,2884677385.26
1986-03-03,,,1068.890928,2896661876.94
1986-03-04,,,1069.028088,2906876324.82
1986-03-05,,,1069.1378160000002,2915070949.2
1986-03-06,,,1069.1957280000001,2919411256.95
1986-03-07,,,1069.342032,2930365176.09
1986-03-08,,,1069.524912,2944097200.56
1986-03-09,,,1069.713888,2958357771.21
1986-03-10,,,1069.829712,2967130897.71
1986-03-11,,,1069.9607760000001,2977057636.38
1986-03-12,,,1070.09184,2987004419.1
1986-03-13,,,1070.21376,2996290364.91
1986-03-14,,,1070.3204400000002,3004440584.01
1986-03-15,,,1070.424072,3012374635.7400002
1986-03-16,,,1070.51856,3019606528.98
1986-03-17,,,1070.5520880000001,3022177101.3
1986-03-18,,,1070.6100000000001,3026613620.4900002
1986-03-19,,,1070.692296,3032930888.31
1986-03-20,,,1070.7684960000001,3038790535.05
1986-03-21,,,1070.859936,3045838639.77
1986-03-22,,,1070.9300400000002,3051251150.01
1986-03-23,,,1071.012336,3057622999.32
1986-03-24,,,1071.0672,3061872646.29
1986-03-25,,,1071.1434000000002,3067758196.11
1986-03-26,,,1071.23484,3074836212.7200003
1986-03-27,,,1071.329328,3082164317.4
1986-03-28,,,1071.454296,3091885064.91
1986-03-29,,,1071.640224,3106401274.29
1986-03-30,,,1071.92064,3128326998.03
1986-03-31,,,1072.19496,3149903030.19
1986-04-01,,,1072.3839360000002,3164843248.32
1986-04-02,,,1072.566816,3179307034.8
1986-04-03,,,1072.734456,3192621217.92
1986-04-04,,,1072.8990480000002,3205703506.8
1986-04-05,,,1073.054496,3218118483.0
1986-04-06,,,1073.194704,3229316014.44
1986-04-07,,,1073.334912,3240567819.0
1986-04-08,,,1073.4995040000001,3253778389.8
1986-04-09,,,1073.67324,3267788255.64
1986-04-10,,,1073.8957440000001,3285767460.12
1986-04-11,,,1074.1091040000001,3303059616.2400002
1986-04-12,,,1074.301128,3318696442.2000003
1986-04-13,,,1074.459624,3331619612.16
1986-04-14,,,1074.575448,3341097672.48
1986-04-15,,,1074.70956,3352073177.52
1986-04-16,,,1074.77052,3357079872.84
1986-04-17,,,1074.8802480000002,3366104012.52
1986-04-18,,,1074.855864,3364098374.04
1986-04-19,,,1074.8589120000001,3364348770.48
1986-04-20,,,1074.9534,3372118461.0
1986-04-21,,,1074.9564480000001,3372370090.92
1986-04-22,,,1075.020456,3377633350.08
1986-04-23,,,1075.24296,3396014669.04
1986-04-24,,,1075.39536,3408631935.96
1986-04-25,,,1075.419744,3410657310.12
1986-04-26,,,1075.5081360000001,3417996516.12
1986-04-27,,,1075.541664,3420780480.48
1986-04-28,,,1075.51728,3418755106.32
1986-04-29,,,1075.4685120000001,3414706824.96
1986-04-30,,,1075.535568,3420274753.68
1986-05-01,,,1075.559952,3422257264.41
1986-05-02,,,1075.599576,3425554356.4500003
1986-05-03,,,1075.739784,3437229861.39
1986-05-04,,,1076.0415360000002,3462460078.05
1986-05-05,,,1076.2488,3479839194.51
1986-05-06,,,1076.495688,3500651394.18
1986-05-07,,,1076.67552,3515839541.79
1986-05-08,,,1076.8584,3531333900.81
1986-05-09,,,1077.050424,3547671343.41
1986-05-10,,,1077.215016,3561717905.28
1986-05-11,,,1077.37656,3575510061.9
1986-05-12,,,1077.49848,3585959796.09
1986-05-13,,,1077.4771440000002,3584129620.14
1986-05-14,,,1077.596016,3594336358.77
1986-05-15,,,1077.702696,3603523626.18
1986-05-16,,,1077.7728,3609574153.9500003
1986-05-17,,,1077.89472,3620067985.05
1986-05-18,,,1078.013592,3630333313.98
1986-05-19,,,1078.013592,3630333313.98
1986-05-20,,,1078.1538,3642474765.9900002
1986-05-21,,,1078.4220240000002,3665796789.09
1986-05-22,,,1078.705488,3690516345.03
1986-05-23,,,1078.860936,3704139823.26
1986-05-24,,,1078.96152,3712975857.2400002
1986-05-25,,,1079.065152,3722078014.53
1986-05-26,,,1079.308992,3743549817.63
1986-05-27,,,1079.747904,3782440208.55
1986-05-28,,,1080.39408,3840158129.82
1986-05-29,,,1081.137792,3907288736.9700003
1986-05-30,,,1081.860168,3973210225.35
1986-05-31,,,1082.491104,4031377133.34
1986-06-01,,,1083.0184080000001,4080410738.67
1986-06-02,,,1083.3933120000002,4115528531.01
1986-06-03,,,1083.6676320000001,4141352051.55
1986-06-04,,,1083.856608,4159228568.82
1986-06-05,,,1083.978528,4170756981.27
1986-06-06,,,1084.088256,4181146583.31
1986-06-07,,,1084.155312,4187509489.89
1986-06-08,,,1084.252848,4196784334.38
1986-06-09,,,1084.271136,4198526316.51
1986-06-10,,,1084.2955200000001,4200845875.65
1986-06-11,,,1084.322952,4203461778.36
1986-06-12,,,1084.344288,4205502262.65
1986-06-13,,,1084.332096,4204338782.64
1986-06-14,,,1084.313808,4202589708.0
1986-06-15,,,1084.423536,4213067812.23
1986-06-16,,,1084.450968,4215686798.64
1986-06-17,,,1084.4540160000001,4215978516.66
1986-06-18,,,1084.588128,4228764461.9700003
1986-06-19,,,1084.6887120000001,4238363094.96
1986-06-20,,,1084.795392,4248576000.9900002
1986-06-21,,,1084.911216,4259683180.02
1986-06-22,,,1084.999608,4268180315.37
1986-06-23,,,1084.9508400000002,4263492166.26
1986-06-24,,,1084.9356,4262027100.39
1986-06-25,,,1084.938648,4262321902.11
1986-06-26,,,1084.947792,4263201990.09
1986-06-27,,,1084.941696,4262612078.28
1986-06-28,,,1085.0118,4269356746.92
1986-06-29,,,1085.100192,4277868684.03
1986-06-30,,,1085.100192,4277868684.03
1986-07-01,,,1085.097144,4277576657.64
1986-07-02,,,1085.078856,4275818948.64
1986-07-03,,,1085.066664,4274648376.12
1986-07-04,,,1085.115432,4279339300.56
1986-07-05,,,1085.188584,4286384938.32
1986-07-06,,,1085.246496,4291962734.88
1986-07-07,,,1085.234304,4290788461.92
1986-07-08,,,1085.2221120000002,4289614188.96
1986-07-09,,,1085.2221120000002,4289614188.96
1986-07-10,,,1085.237352,4291083263.64
1986-07-11,,,1085.267832,4294017712.56
1986-07-12,,,1085.3440320000002,4301356918.56
1986-07-13,,,1085.404992,4307228283.36
1986-07-14,,,1085.34708,4301650486.8
1986-07-15,,,1085.292216,4296366258.4800005
1986-07-16,,,1085.3440320000002,4301356918.56
1986-07-17,,,1085.295264,4296659826.72
1986-07-18,,,1085.22516,4289907757.2000003
1986-07-19,,,1085.267832,4294017712.56
1986-07-20,,,1085.304408,4297540531.440001
1986-07-21,,,1085.295264,4296659826.72
1986-07-22,,,1085.276976,4294898417.28
1986-07-23,,,1085.273928,4294604849.04
1986-07-24,,,1085.276976,4294898417.28
1986-07-25,,,1085.27088,4294311280.8
1986-07-26,,,1085.30136,4297246963.2
1986-07-27,,,1085.33184,4300182645.6
1986-07-28,,,1085.3257440000002,4299595509.12
1986-07-29,,,1085.3166,4298127667.92
1986-07-30,,,1085.3166,4298714804.4
1986-07-31,,,1085.33184,4300182645.6
1986-08-01,,,1085.350128,4301932645.35
1986-08-02,,,1085.3623200000002,4303104142.9800005
1986-08-03,,,1085.371464,4303987623.03
1986-08-04,,,1085.307456,4297810971.93
1986-08-05,,,1085.188584,4286364277.53
1986-08-06,,,1085.088,4276699344.9900002
1986-08-07,,,1084.999608,4268180315.37
1986-08-08,,,1084.895976,4258224281.55
1986-08-09,,,1084.892928,4257929788.2000003
1986-08-10,,,1084.892928,4257929788.2000003
1986-08-11,,,1084.8289200000002,4251781815.51
1986-08-12,,,1084.72224,4241570759.7000003
1986-08-13,,,1084.624704,4232252743.41
1986-08-14,,,1084.533264,4223530497.96
1986-08-15,,,1084.429632,4213650631.53
1986-08-16,,,1084.408296,4211611072.35
1986-08-17,,,1084.390008,4209863539.56
1986-08-18,,,1084.316856,4202880192.54
1986-08-19,,,1084.210176,4192726801.92
1986-08-20,,,1084.1065440000002,4182882398.04
1986-08-21,,,1084.0029120000002,4173056496.36
1986-08-22,,,1083.9663360000002,4169598435.18
1986-08-23,,,1083.932808,4166427158.1
1986-08-24,,,1083.896232,4162974955.9500003
1986-08-25,,,1083.8688,4160384031.21
1986-08-26,,,1083.832224,4156913943.6
1986-08-27,,,1083.801744,4154030375.73
1986-08-28,,,1083.7682160000002,4150852622.88
1986-08-29,,,1083.7316400000002,4147394870.07
1986-08-30,,,1083.6859200000001,4143071214.3
1986-08-31,,,1083.692016,4143648791.31
1986-09-01,,,1083.67068,4141638527.28
1986-09-02,,,1083.6493440000002,4139624562.81
1986-09-03,,,1083.50304,4125839498.7000003
1986-09-04,,,1083.344544,4110958179.2400002
1986-09-05,,,1083.1951920000001,4096958181.2400002
1986-09-06,,,1083.0366960000001,4082118183.36
1986-09-07,,,1082.896488,4069038361.44
1986-09-08,,,1082.759328,4056280786.17
1986-09-09,,,1082.71056,4051749597.39
1986-09-10,,,1082.628264,4044114047.82
1986-09-11,,,1082.536824,4035615370.62
1986-09-12,,,1082.4301440000002,4025728720.05
1986-09-13,,,1082.3326080000002,4016704272.0
1986-09-14,,,1082.241168,4008267577.17
1986-09-15,,,1082.091816,3994520750.94
1986-09-16,,,1081.9638,3982744717.38
1986-09-17,,,1081.8114,3968737010.13
1986-09-18,,,1081.67424,3956176791.66
1986-09-19,,,1081.5248880000001,3942543753.96
1986-09-20,,,1081.314576,3923370849.21
1986-09-21,,,1081.0951200000002,3903412526.07
1986-09-22,,,1080.863472,3882460018.05
1986-09-23,,,1080.640968,3862357686.12
1986-09-24,,,1080.40932,3841520200.11
1986-09-25,,,1080.19596,3822423154.38
1986-09-26,,,1079.9704080000001,3802243421.58
1986-09-27,,,1079.73876,3781626420.12
1986-09-28,,,1079.6960880000001,3777845803.92
1986-09-29,,,1079.504064,3760811445.12
1986-09-30,,,1079.28156,3741125721.06
1986-10-01,,,1079.062104,3721834710.6
1986-10-02,,,1077.913008,3701235594.6
1986-10-03,,,1078.59576,3680969518.2000003
1986-10-04,,,1078.361064,3660506085.0
1986-10-05,,,1078.129416,3640397894.04
1986-10-06,,,1077.8886240000002,3619575518.16
1986-10-07,,,1077.720984,3605116665.6
1986-10-08,,,1077.5442,3589921425.48
1986-10-09,,,1077.2973120000001,3568772177.4
1986-10-10,,,1077.1174800000001,3553411650.96
1986-10-11,,,1077.083952,3550558611.7200003
1986-10-12,,,1077.04128,3546926013.12
1986-10-13,,,1076.8584,3531363195.96
1986-10-14,,,1076.672472,3515617823.76
1986-10-15,,,1076.6511360000002,3513812009.04
1986-10-16,,,1076.626752,3511747163.52
1986-10-17,,,1076.59932,3509423287.2000003
1986-10-18,,,1076.565792,3506585049.7200003
1986-10-19,,,1076.532264,3503754213.12
1986-10-20,,,1076.4926400000002,3500415182.76
1986-10-21,,,1076.44692,3496563024.7200003
1986-10-22,,,1076.407296,3493222760.88
1986-10-23,,,1076.364624,3489628400.16
1986-10-24,,,1076.321952,3486031572.48
1986-10-25,,,1076.2731840000001,3481922850.6
1986-10-26,,,1076.221368,3477568666.2000003
1986-10-27,,,1076.18784,3474756331.8
1986-10-28,,,1076.1543120000001,3471945230.88
1986-10-29,,,1076.108592,3468111575.04
1986-10-30,,,1076.105544,3467856244.68
1986-10-31,,,1076.0964000000001,3467089020.12
1986-11-01,,,1076.08116,3465811134.84
1986-11-02,,,1076.0598240000002,3464789813.4
1986-11-03,,,1076.032392,3461722148.64
1986-11-04,,,1076.008008,3459678272.28
1986-11-05,,,1076.00496,3459421708.44
1986-11-06,,,1075.995816,3458400387.0
1986-11-07,,,1075.9836240000002,3457616510.46
1986-11-08,,,1075.953144,3455073999.81
1986-11-09,,,1075.922664,3452521929.69
1986-11-10,,,1075.864752,3447673119.81
1986-11-11,,,1075.8251280000002,3444362459.4900002
1986-11-12,,,1075.770264,3439770830.19
1986-11-13,,,1075.733688,3436720434.15
1986-11-14,,,1075.7032080000001,3434178231.87
1986-11-15,,,1075.697112,3433669113.0
1986-11-16,,,1075.65444,3430115765.4900002
1986-11-17,,,1075.620912,3427322550.03
1986-11-18,,,1075.620912,3427322550.03
1986-11-19,,,1075.563,3422509202.7000003
1986-11-20,,,1075.559952,3422257264.41
1986-11-21,,,1075.57824,3423779687.1
1986-11-22,,,1075.535568,3420228806.55
1986-11-23,,,1075.559952,3422257264.41
1986-11-24,,,1075.617864,3427070303.37
1986-11-25,,,1075.7032080000001,3434178231.87
1986-11-26,,,1075.758072,3438751050.6
1986-11-27,,,1075.8251280000002,3444362459.4900002
1986-11-28,,,1075.8678,3447926599.9500003
1986-11-29,,,1075.89828,3450482987.25
1986-11-30,,,1075.922664,3452521929.69
1986-12-01,,,1075.944,3452775718.2000003
1986-12-02,,,1075.934856,3453545409.7200003
1986-12-03,,,1075.931808,3453287612.4
1986-12-04,,,1075.910472,3452264132.37
1986-12-05,,,1075.9013280000001,3450225498.3
1986-12-06,,,1075.889136,3449460123.96
1986-12-07,,,1075.873896,3447926599.9500003
1986-12-08,,,1075.846464,3446172899.76
1986-12-09,,,1075.815984,3443629464.0
1986-12-10,,,1075.785504,3441086028.2400002
1986-12-11,,,1075.739784,3437739288.63
1986-12-12,,,1075.7032080000001,3433416557.9700003
1986-12-13,,,1075.672728,3430880523.09
1986-12-14,,,1075.651392,3430372020.96
1986-12-15,,,1075.620912,3427070303.37
1986-12-16,,,1075.434984,3412396825.29
1986-12-17,,,1075.2490559999999,3396488325.36
1986-12-18,,,1075.0570320000002,3381121631.52
1986-12-19,,,1074.849768,3363810973.2000003
1986-12-20,,,1074.6638400000002,3348566393.88
1986-12-21,,,1074.474864,3332827189.08
1986-12-22,,,1074.2889360000001,3318659129.43
1986-12-23,,,1074.0908160000001,3302806752.84
1986-12-24,,,1074.0542400000002,3299088427.38
1986-12-25,,,1074.00852,3294871159.26
1986-12-26,,,1073.959752,3290915697.27
1986-12-27,,,1073.904888,3287210631.7200003
1986-12-28,,,1073.859168,3283008473.73
1986-12-29,,,1073.79516,3277091470.17
1986-12-30,,,1073.758584,3274631294.31
1986-12-31,,,1073.706768,3271185259.56
1987-01-01,,,1073.645808,3266272000.35
1987-01-02,,,1073.609232,3262594688.1
1987-01-03,,,1073.55132,3258180679.92
1987-01-04,,,1073.511696,3255002001.96
1987-01-05,,,1073.3532,3242731034.55
1987-01-06,,,1073.240424,3233675441.13
1987-01-07,,,1073.10936,3223190244.39
1987-01-08,,,1072.95696,3211279144.77
1987-01-09,,,1072.798464,3197922714.96
1987-01-10,,,1072.57596,3179995933.38
1987-01-11,,,1072.386984,3164816420.13
1987-01-12,,,1072.191912,3148457700.0
1987-01-13,,,1071.975504,3133108583.25
1987-01-14,,,1071.762144,3116164268.4900002
1987-01-15,,,1071.5365920000002,3099495328.14
1987-01-16,,,1071.31104,3082164317.4
1987-01-17,,,1071.25008,3076720661.79
1987-01-18,,,1071.176928,3071526169.14
1987-01-19,,,1071.119016,3067286698.38
1987-01-20,,,1071.0672,3062578813.59
1987-01-21,,,1071.0062400000002,3057622999.32
1987-01-22,,,1070.936136,3052430665.26
1987-01-23,,,1070.8721280000002,3047246965.56
1987-01-24,,,1070.814216,3042543089.58
1987-01-25,,,1070.756304,3038086834.71
1987-01-26,,,1070.692296,3033163707.66
1987-01-27,,,1070.637432,3029186659.77
1987-01-28,,,1070.57952,3025676484.06
1987-01-29,,,1070.5155120000002,3020080802.04
1987-01-30,,,1070.4576,3015415472.31
1987-01-31,,,1070.3966400000002,3011213931.06
1987-02-01,,,1070.36616,3008880495.27
1987-02-02,,,1070.302152,3004219482.7200003
1987-02-03,,,1070.2442400000002,2999334901.92
1987-02-04,,,1070.18328,2994918735.15
1987-02-05,,,1070.125368,2990276224.8
1987-02-06,,,1070.064408,2985401203.4700003
1987-02-07,,,1070.009544,2981231424.33
1987-02-08,,,1069.9424880000001,2976371513.13
1987-02-09,,,1069.8815280000001,2971747504.98
1987-02-10,,,1069.81752,2966899620.21
1987-02-11,,,1069.81752,2962514907.18
1987-02-12,,,1069.6956,2958136978.29
1987-02-13,,,1069.640736,2953998652.89
1987-02-14,,,1069.5889200000001,2949396539.01
1987-02-15,,,1069.52796,2945038037.43
1987-02-16,,,1069.4700480000001,2940675835.41
1987-02-17,,,1069.415184,2936552311.77
1987-02-18,,,1069.3542240000002,2931739272.81
1987-02-19,,,1069.293264,2927628392.34
1987-02-20,,,1069.229256,2922836630.91
1987-02-21,,,1069.1743920000001,2918046102.96
1987-02-22,,,1069.107336,2913714429.57
1987-02-23,,,1069.0433280000002,2908932227.61
1987-02-24,,,1068.9793200000001,2904161435.34
1987-02-25,,,1068.909216,2899627471.23
1987-02-26,,,1068.836064,2894411084.31
1987-02-27,,,1068.775104,2889429058.59
1987-02-28,,,1068.7080480000002,2884908662.76
1987-03-01,,,1068.656232,2881293641.25
1987-03-02,,,1068.619656,2877913906.05
1987-03-03,,,1068.580032,2874528311.82
1987-03-04,,,1068.549552,2872502937.66
1987-03-05,,,1068.5251680000001,2870699589.9
1987-03-06,,,1068.5251680000001,2870699589.9
1987-03-07,,,1068.5861280000001,2874083333.91
1987-03-08,,,1068.6501360000002,2878817738.52
1987-03-09,,,1068.714144,2883778178.34
1987-03-10,,,1068.775104,2888071613.85
1987-03-11,,,1068.82692,2891688793.95
1987-03-12,,,1068.863496,2894411084.31
1987-03-13,,,1068.912264,2897810246.82
1987-03-14,,,1068.96408,2901895224.21
1987-03-15,,,1069.0250400000002,2906435664.09
1987-03-16,,,1069.082952,2910980421.15
1987-03-17,,,1069.1347680000001,2914850156.28
1987-03-18,,,1069.183536,2918273371.65
1987-03-19,,,1069.235352,2921922005.4900002
1987-03-20,,,1069.26888,2924890991.85
1987-03-21,,,1069.29936,2927172004.7400002
1987-03-22,,,1069.3176480000002,2928313282.11
1987-03-23,,,1069.32984,2929457951.55
1987-03-24,,,1069.338984,2930143149.69
1987-03-25,,,1069.3511760000001,2931060242.07
1987-03-26,,,1069.378608,2933114294.64
1987-03-27,,,1069.3725120000001,2932656981.93
1987-03-28,,,1069.366416,2932885484.1
1987-03-29,,,1069.3542240000002,2931968083.35
1987-03-30,,,1069.34508,2931060242.07
1987-03-31,,,1069.32984,2929914955.89
1987-04-01,,,1069.323744,2929015440.6
1987-04-02,,,1069.323744,2929015440.6
1987-04-03,,,1069.3328880000001,2929702488.96
1987-04-04,,,1069.363368,2931991827.84
1987-04-05,,,1069.439568,2937713941.56
1987-04-06,,,1069.585872,2948719050.12
1987-04-07,,,1069.738272,2960229885.48
1987-04-08,,,1069.902864,2972684333.04
1987-04-09,,,1070.03088,2982407855.88
1987-04-10,,,1070.164992,2992600101.12
1987-04-11,,,1070.3052,3003307941.0
1987-04-12,,,1070.4332160000001,3013084503.48
1987-04-13,,,1070.54904,3021968026.44
1987-04-14,,,1070.637432,3028753399.92
1987-04-15,,,1070.756304,3037881151.92
1987-04-16,,,1070.9087040000002,3049639916.76
1987-04-17,,,1071.12816,3066599033.28
1987-04-18,,,1071.353712,3084092246.64
1987-04-19,,,1071.567072,3100715856.6
1987-04-20,,,1071.728616,3113325722.64
1987-04-21,,,1071.877968,3125024046.96
1987-04-22,,,1072.054752,3138898230.0
1987-04-23,,,1072.2864,3157129064.4
1987-04-24,,,1072.554624,3178342453.44
1987-04-25,,,1072.886856,3204732758.04
1987-04-26,,,1073.2251840000001,3231760771.8
1987-04-27,,,1073.560464,3258692574.12
1987-04-28,,,1073.9719440000001,3291943494.48
1987-04-29,,,1074.490104,3334113708.7200003
1987-04-30,,,1075.09056,3383422071.7200003
1987-05-01,,,1075.809888,3443121270.2400002
1987-05-02,,,1076.361576,3489371836.32
1987-05-03,,,1076.7456240000001,3521812360.32
1987-05-04,,,1077.059568,3548482664.88
1987-05-05,,,1077.349128,3573204071.04
1987-05-06,,,1077.675264,3601186798.32
1987-05-07,,,1078.034928,3632213754.2400002
1987-05-08,,,1078.437264,3667143440.88
1987-05-09,,,1078.863984,3704440175.64
1987-05-10,,,1079.2968,3742504134.96
1987-05-11,,,1079.70828,3778958402.88
1987-05-12,,,1080.070992,3811270644.96
1987-05-13,,,1080.4032240000001,3841022182.56
1987-05-14,,,1080.625728,3861031695.12
1987-05-15,,,1080.750696,3872295834.48
1987-05-16,,,1080.982344,3893241558.36
1987-05-17,,,1081.2475200000001,3917303052.7200003
1987-05-18,,,1081.314576,3923402611.32
1987-05-19,,,1081.418208,3932828865.48
1987-05-20,,,1081.515744,3941735824.56
1987-05-21,,,1081.6010880000001,3949532651.64
1987-05-22,,,1081.671192,3955939346.76
1987-05-23,,,1081.783968,3966263574.36
1987-05-24,,,1081.8967440000001,3976613705.04
1987-05-25,,,1082.003424,3986405069.28
1987-05-26,,,1082.1344880000001,3998473437.6
1987-05-27,,,1082.265552,4010557841.16
1987-05-28,,,1082.417952,4024640482.32
1987-05-29,,,1082.570352,4038757660.92
1987-05-30,,,1082.722752,4052905676.52
1987-05-31,,,1082.9056320000002,4069926467.04
1987-06-01,,,1083.082416,4086436596.84
1987-06-02,,,1083.22872,4100118357.0
1987-06-03,,,1083.359784,4112421086.52
1987-06-04,,,1083.478656,4123589014.44
1987-06-05,,,1083.600576,4135061611.92
1987-06-06,,,1083.7255440000001,4146858614.64
1987-06-07,,,1083.850512,4158655617.36
1987-06-08,,,1083.969384,4169918523.2400002
1987-06-09,,,1084.1065440000002,4182925569.84
1987-06-10,,,1084.185792,4190444863.92
1987-06-11,,,1084.1979840000001,4191606802.08
1987-06-12,,,1084.1614080000002,4188127155.0
1987-06-13,,,1084.191888,4191025833.0
1987-06-14,,,1084.231512,4194799048.32
1987-06-15,,,1084.231512,4194799048.32
1987-06-16,,,1084.322952,4203506183.64
1987-06-17,,,1084.4143920000001,4212214552.44
1987-06-18,,,1084.50888,4221222656.88
1987-06-19,,,1084.545456,4224719572.68
1987-06-20,,,1084.6125120000002,4231131201.7200003
1987-06-21,,,1084.69176,4238707235.88
1987-06-22,,,1084.746624,4243953226.32
1987-06-23,,,1084.8075840000001,4249790053.68
1987-06-24,,,1084.8594,4254760978.08
1987-06-25,,,1084.841112,4253006969.52
1987-06-26,,,1084.883784,4257100889.64
1987-06-27,,,1084.923408,4260903708.48
1987-06-28,,,1084.96608,4264997628.6
1987-06-29,,,1084.953888,4263828289.56
