date,outflow(m3/d),avg air temperature (C),max air temperature (C),min air temperature (C)
1982-01-01,988414.89408,,-1.027666,-13.911102399999999
1982-01-02,868532.8896,,-3.994356399999999,-14.3499948
1982-01-03,941930.0352,,-3.8221327999999968,-8.583281999999999
1982-01-04,956609.46432,,1.155684800000003,-7.6221631999999975
1982-01-05,956609.46432,,-3.994356399999999,-15.1777792
1982-01-06,856300.032,,-8.405502799999997,-22.6889504
1982-01-07,765776.88576,,-8.672171599999999,-24.4389644
1982-01-08,1034899.75296,,-2.511011199999997,-13.955547199999998
1982-01-09,1167014.61504,,-1.9443399999999968,-12.9944284
1982-01-10,1237965.18912,,-2.249897999999998,-12.688870399999999
1982-01-11,1167014.61504,,-0.6776631999999978,-12.2944228
1982-01-12,1237965.18912,,1.811245600000003,-6.049928399999999
1982-01-13,1218392.61696,,1.4612428000000044,-5.088809599999998
1982-01-14,1034899.75296,,3.3834804000000034,-2.249897999999998
1982-01-15,856300.032,,3.9945964000000025,-2.466566399999998
1982-01-16,844067.1744,,0.8945716000000026,-0.8943315999999975
1982-01-17,880765.7472,,4.389044000000002,-1.5943371999999982
1982-01-18,856300.032,,2.0723588,-2.1165635999999974
1982-01-19,856300.032,,-1.288779199999997,-5.8332599999999974
1982-01-20,792689.17248,,-3.077682399999997,-14.655552799999999
1982-01-21,780456.31488,,-2.7721243999999974,-14.477773599999999
1982-01-22,829387.74528,,-2.905458799999998,-10.677743199999998
1982-01-23,804922.0300799999,,-0.0665471999999987,-5.1776991999999975
1982-01-24,868532.8896,,7.405734800000001,-5.611035999999999
1982-01-25,829387.74528,,0.7667928000000046,-6.222151999999998
1982-01-26,817154.88768,,4.566823200000002,-5.044364799999997
1982-01-27,804922.0300799999,,3.8223728000000037,-4.083245999999999
1982-01-28,780456.31488,,3.2112568000000046,-9.327732399999999
1982-01-29,729078.31296,,1.811245600000003,-11.377748799999999
1982-01-30,804922.0300799999,,0.2834555999999999,-8.144389599999998
1982-01-31,765776.88576,,3.1668120000000037,-6.3999311999999975
1982-02-01,741311.17056,,1.4223536000000045,-9.327732399999999
1982-02-02,753544.02816,,2.0334696,-6.444375999999998
