date,max_temp(C),min_temp(C)
1984-05-24 00:00:00+00:00,10.8,9.5
1984-05-25 00:00:00+00:00,10.6,9.8
1984-05-26 00:00:00+00:00,10.1,9.3
1984-05-27 00:00:00+00:00,11.5,9.4
1984-05-28 00:00:00+00:00,13.1,10.8
1984-05-29 00:00:00+00:00,14.0,12.1
1984-05-30 00:00:00+00:00,14.0,9.0
1984-05-31 00:00:00+00:00,10.5,7.6
1984-06-05 00:00:00+00:00,8.9,8.4
1984-06-06 00:00:00+00:00,8.7,8.0
1984-06-07 00:00:00+00:00,9.0,8.5
1984-06-08 00:00:00+00:00,9.0,8.1
1984-06-09 00:00:00+00:00,9.2,8.3
1984-06-10 00:00:00+00:00,9.6,8.1
1984-06-12 00:00:00+00:00,11.2,7.8
1984-06-13 00:00:00+00:00,12.5,9.0
1984-06-21 00:00:00+00:00,10.2,9.3
1984-06-22 00:00:00+00:00,12.3,8.9
1984-06-23 00:00:00+00:00,13.4,10.4
1984-06-24 00:00:00+00:00,13.5,11.3
1984-06-25 00:00:00+00:00,13.6,11.3
1984-06-26 00:00:00+00:00,13.5,11.4
1984-06-27 00:00:00+00:00,13.8,10.9
1984-06-28 00:00:00+00:00,13.9,11.1
1984-06-29 00:00:00+00:00,13.9,11.3
1984-06-30 00:00:00+00:00,13.3,10.1
1984-07-01 00:00:00+00:00,14.0,10.8
1984-07-02 00:00:00+00:00,14.1,11.4
1984-07-03 00:00:00+00:00,14.3,11.4
1984-07-04 00:00:00+00:00,14.6,11.7
1984-07-05 00:00:00+00:00,14.6,11.9
1984-07-06 00:00:00+00:00,14.3,11.7
1984-07-07 00:00:00+00:00,14.1,11.3
1984-07-08 00:00:00+00:00,14.1,11.4
1984-07-09 00:00:00+00:00,14.3,11.5
1984-07-10 00:00:00+00:00,14.3,11.8
1984-07-11 00:00:00+00:00,14.3,11.5
1984-07-12 00:00:00+00:00,14.3,11.7
1984-07-13 00:00:00+00:00,14.3,11.7
1984-07-14 00:00:00+00:00,14.7,11.9
1984-07-15 00:00:00+00:00,15.3,12.4
1984-07-16 00:00:00+00:00,15.6,13.0
1984-07-17 00:00:00+00:00,15.6,13.1
1984-07-18 00:00:00+00:00,15.5,12.6
1984-07-19 00:00:00+00:00,14.5,12.0
1984-07-20 00:00:00+00:00,14.5,11.8
1984-07-21 00:00:00+00:00,14.3,11.8
1984-07-26 00:00:00+00:00,14.7,12.1
1984-07-27 00:00:00+00:00,14.6,11.8
1984-07-28 00:00:00+00:00,14.3,11.8
1984-07-29 00:00:00+00:00,14.3,11.6
1984-07-30 00:00:00+00:00,14.7,11.9
1984-07-31 00:00:00+00:00,14.7,11.9
1984-08-01 00:00:00+00:00,13.9,11.6
1984-08-02 00:00:00+00:00,13.5,11.6
1984-08-03 00:00:00+00:00,13.8,11.7
1984-08-04 00:00:00+00:00,13.7,11.0
1984-08-05 00:00:00+00:00,13.4,10.9
1984-08-06 00:00:00+00:00,13.4,10.9
1984-08-07 00:00:00+00:00,13.7,11.4
1984-08-08 00:00:00+00:00,14.1,11.9
1984-08-09 00:00:00+00:00,14.3,12.1
1984-08-10 00:00:00+00:00,14.4,12.2
1984-08-11 00:00:00+00:00,14.4,11.6
1984-08-12 00:00:00+00:00,13.8,11.2
1984-08-13 00:00:00+00:00,12.8,10.5
1984-08-14 00:00:00+00:00,13.0,10.8
1984-08-15 00:00:00+00:00,13.3,10.9
1984-08-16 00:00:00+00:00,13.8,11.2
1984-08-17 00:00:00+00:00,14.0,11.7
1984-08-18 00:00:00+00:00,13.9,11.6
1984-08-19 00:00:00+00:00,13.3,10.9
1984-08-20 00:00:00+00:00,13.3,10.9
1984-08-21 00:00:00+00:00,13.4,11.2
1984-08-22 00:00:00+00:00,13.5,11.1
1984-08-23 00:00:00+00:00,13.4,11.3
1984-08-24 00:00:00+00:00,13.1,10.8
1984-09-04 00:00:00+00:00,12.6,11.2
1984-09-05 00:00:00+00:00,12.6,11.4
1984-09-06 00:00:00+00:00,11.9,11.3
1984-09-07 00:00:00+00:00,12.2,11.3
1984-09-08 00:00:00+00:00,12.5,11.7
1984-09-09 00:00:00+00:00,12.9,12.2
1984-09-17 00:00:00+00:00,12.9,12.0
1984-09-18 00:00:00+00:00,13.1,12.2
1984-09-19 00:00:00+00:00,13.3,12.2
1984-09-20 00:00:00+00:00,12.9,12.2
1984-09-21 00:00:00+00:00,12.5,11.5
1984-09-22 00:00:00+00:00,11.7,10.7
1984-09-23 00:00:00+00:00,11.2,10.7
1984-09-24 00:00:00+00:00,11.2,10.2
1984-09-25 00:00:00+00:00,10.8,9.9
1984-09-26 00:00:00+00:00,11.4,9.9
1984-09-27 00:00:00+00:00,11.8,10.4
1984-09-28 00:00:00+00:00,12.1,10.7
1984-09-29 00:00:00+00:00,12.2,10.9
1984-09-30 00:00:00+00:00,12.2,10.8
