date,wse(m),computed flow(m3/d),storage(m3),total avg discharge (m3/d)
1992-03-04,0.499872,1664891.91936,14135508.1128,1113703.8216191998
1992-03-05,0.673608,1997943.7003776,15330047.149200002,803405.1557375999
1992-03-06,0.80772,1598516.4340224,16207742.178000001,720808.9012224
1992-03-07,0.954024,1526146.8484607998,17071572.8916,662311.3761791999
1992-03-08,1.09728,1400393.0723328,17936649.42,535334.3142912
1992-03-09,1.2161520000000001,1289441.0539008,18713556.798,512532.26772480004
1992-03-10,1.338072,1291129.1882496001,19510384.878000002,494305.3099008
1992-03-11,1.450848,1293061.9797504,20331796.214399997,471650.0576256
1992-03-12,1.524,990885.9313151999,20887750.32,434927.0191104
1992-03-13,1.612392,1164152.1263616,21559528.1976,492372.5184
1992-03-14,1.69164,1112505.0015744,22183459.386,488580.33254399995
1992-03-15,1.719072,748504.0908288,22430895.474,501057.847296
1992-03-16,1.8379440000000002,1574344.3074048,23503184.3076,502060.9416192
1992-03-17,1.8623280000000002,724136.2384896,23723138.4612,504189.45884160005
1992-03-18,1.9812,1566980.1271296,24795402.625200003,494696.76134399994
1992-03-19,2.0665440000000004,1388600.5976064,25694769.8976,489240.9068544
1992-03-20,2.124456,1092516.512256,26305034.1276,482243.7123072
1992-03-21,2.1976080000000002,1270162.0703232,27075909.7884,499271.8500864
1992-03-22,2.25552,1118352.3075072,27686186.3532,508079.5075584
1992-03-23,2.310384,1113557.027328,28296512.2572,503235.2959488
1992-03-24,2.368296,1198550.9219328,28983190.573200002,511871.6934144
1992-03-25,2.4353520000000004,1456688.683008,29943701.4492,496189.1699712
1992-03-26,2.496312,1650236.9559552,30674563.0188,919372.6457856
1992-03-27,2.5420320000000003,1593280.7709696,31225583.2044,1042263.9332352
1992-03-28,2.615184,2122009.3421568,32118733.7376,1228863.9430656
1992-03-29,2.68224,2214049.3627392002,33081760.912800003,1251029.8810367999
1992-03-30,2.749296,2117899.1020032,33932442.7296,1267226.1844992
1992-03-31,2.840736,3665159.8626816,36333127.8492,1264461.5586816
1992-04-01,2.9900880000000005,4082960.881152,38404609.4916,
1992-04-02,3.136392,4500786.3653376,40231072.6668,
1992-04-03,3.1851599999999998,4918587.383808,40549051.475999996,
1992-04-04,3.1120080000000003,5336388.4022784,39598211.0832,
1992-04-05,3.1882080000000004,5754189.4207488,40934452.302,
1992-04-06,3.23088,6172014.9049344,41627816.0796,
1992-04-07,3.233928,6589815.9234048,41615925.332399994,
1992-04-08,3.1912560000000005,7007616.941875201,41238739.4832,7384804.8731136
1992-04-09,3.1882080000000004,7894278.9264384005,41414436.3744,7718590.6255872
1992-04-10,3.212592,9471485.7225216,41921742.028799996,8964189.1178496
1992-04-11,3.249168,10205848.629964799,42415849.4472,9711739.0457856
1992-04-12,3.218688,9651357.660672,42117742.0008,9949472.400384
1992-04-13,3.2034480000000003,11057206.587494401,42187470.625199996,10987479.2991744
1992-04-14,3.179064,12459385.6570368,42243927.00480001,12402918.786355201
1992-04-15,3.2004,14587168.9079808,42592002.725999996,14239095.1778304
1992-04-16,3.172968,15669899.1341568,42339349.01760001,15922556.5750272
1992-04-17,3.1211520000000004,15741803.871129598,42008875.055999994,16072286.7520512
1992-04-18,3.2461200000000003,17315438.6727936,43564305.6708,15760006.3632384
1992-04-19,3.386328,18230872.338432,45226703.67120001,16568475.922022399
1992-04-20,3.3406080000000005,16113780.6050304,44388048.2844,16952416.390656002
1992-04-21,3.2400240000000005,15271572.8249856,43239604.3956,16420017.962188799
1992-04-22,3.249168,16848192.443903998,43629939.1416,16457841.957888
1992-04-23,3.343656,17806441.1111424,44888088.7416,16548291.7069824
1992-04-24,3.3985200000000004,17611596.155289598,45508146.8028,16991537.0692608
1992-04-25,3.377184,16525563.057561599,45058999.7304,16974729.1229184
1992-04-26,3.334512,16305836.469350401,44504883.51,16859935.9872
1992-04-27,3.300984,16961737.8281472,44416085.2848,17050548.3743232
1992-04-28,3.33756,18054645.7918464,44886867.5964,17583852.0342528
1992-04-29,3.325368,17955633.042432,44760189.2004,18082292.0500224
1992-04-30,3.313176,18479052.5534208,44811551.30760001,18427699.017216
1992-05-01,3.3223200000000004,18884963.234304,44969856.1308,
1992-05-02,3.3528000000000002,19454598.4813056,45398675.4528,
1992-05-03,3.343656,18923129.750016,45282604.9848,
1992-05-04,3.3467040000000003,18987107.595264,45238730.10120001,
1992-05-05,3.3223200000000004,18780714.8218368,44948936.31,19070486.752665598
1992-05-06,3.30708,19592169.1978752,45096374.1744,19444738.79808
1992-05-07,3.300984,19855542.622003198,45085100.1672,19866796.8509952
1992-05-08,3.252216,19599337.6524288,44708605.066800006,19975840.5436416
1992-05-09,3.2979360000000004,20429337.0405888,45302599.6956,19835333.941248
1992-05-10,3.389376,20439734.9695488,45687408.4512,20054913.735168
1992-05-11,3.325368,19434071.7462528,45497662.2228,19623803.367628798
1992-05-12,3.358896,19937209.1793408,45725017.256400004,19709849.2879872
1992-05-13,3.3406080000000005,19387391.1616512,45495528.3024,19616879.5702272
1992-05-14,3.3162240000000005,19617319.9531008,45383923.032000005,19728932.5458432
1992-05-15,3.3162240000000005,19502526.8173824,45254037.588,19632415.2993792
1992-05-16,3.343656,19877096.917094402,45533778.5172,19597355.9294976
1992-05-17,3.325368,18988379.8124544,45050464.0488,19471700.0162304
1992-05-18,3.30708,18775307.8987776,44860754.8248,18965015.0544384
1992-05-19,3.3162240000000005,19181561.0996736,45103972.4112,18938347.4248704
1992-05-20,3.3040320000000003,18385128.672768,44907503.716800004,18581588.365824
1992-05-21,3.325368,18855922.4303616,45155667.558,18607766.681088
1992-05-22,3.3406080000000005,18779026.687487997,45119822.629200004,18814868.960256
1992-05-23,3.3040320000000003,18521892.020736,44822134.566,18819566.3775744
1992-05-24,3.300984,19027720.682496,44911993.58400001,18937882.5762816
1992-05-25,3.3192720000000002,19111368.9627648,45015211.190400004,19008148.110336002
1992-05-26,3.2857439999999998,18414267.3395712,44676694.9392,18752799.4407936
1992-05-27,3.313176,19185157.559807997,45086962.722,18774891.9816192
1992-05-28,3.355848,19319841.321984,45540723.0096,18866075.702169597
1992-05-29,3.3284160000000003,18380553.5840256,45110090.472,18811174.6372608
1992-05-30,3.3162240000000005,18692687.1785472,44955486.0888,18847286.032896
1992-05-31,3.3284160000000003,19103686.728192,45194164.4688,18864999.2107008
1992-06-01,3.334512,18977052.1863168,45208300.1496,18962935.4686464
1992-06-02,3.2979360000000004,18388186.887167998,44787671.1348,18808825.9286016
1992-06-03,3.279648,18757227.7352448,44665001.5488,18879898.8312576
1992-06-04,3.2948880000000003,19125436.7490048,44878430.5932,18911997.8496
1992-06-05,3.3223200000000004,19359549.1777536,45223336.2708,19014655.9905792
1992-06-06,3.331464,18914517.8182656,45169679.8908,18968171.1316992
1992-06-07,3.325368,18653101.6513536,45029519.558400005,18793241.2680192
1992-06-08,3.3162240000000005,18733226.8686336,45018923.9652,18743820.5233152
1992-06-09,3.313176,18391758.8815872,44980390.05,18430292.3830272
1992-06-10,3.331464,18594799.852032002,45134562.7152,18440641.3805568
1992-06-11,3.3406080000000005,18923105.2843008,45597080.7108,18460605.40416
1992-06-12,3.258312,16986252.4747776,44529429.762,18053911.8203904
1992-06-13,3.361944,18658533.040128,45200714.247600004,17987242.7464704
1992-06-14,3.310128,17341592.5223424,44494645.625999995,18047673.0630144
1992-06-15,3.2644080000000004,17940488.7647232,44473207.7436,17961920.7312384
1992-06-16,3.273552,18079796.547072,44285287.0656,18267717.7055232
1992-06-17,3.325368,18363672.2405376,44801276.4192,17847665.841254402
1992-06-18,3.279648,16936489.2100608,44193368.136,17544413.3013504
1992-06-19,3.279648,17487824.1020928,44256732.0036,17424433.4340096
1992-06-20,3.2979360000000004,17751735.7719552,44659759.2588,17348712.0454656
1992-06-21,3.343656,18262751.1653376,45491593.501200005,17430916.8485376
1992-06-22,3.364992,18347598.2656512,45676911.5364,18162294.9387264
1992-06-23,3.3192720000000002,17793988.0621056,45099864.922800004,18371036.4208128
1992-06-24,3.30708,18961173.937152002,45161304.5616,18899716.0605696
1992-06-25,3.279648,19180949.4567936,44928953.93400001,19413300.354048
1992-06-26,3.30708,19570003.259904,45096374.1744,19402608.8365056
1992-06-27,3.3162240000000005,19593490.346496,45275611.15319999,19414254.5169408
1992-06-28,3.300984,19232816.7730176,45194349.4908,19314091.878912
1992-06-29,3.361944,19615338.230169598,45826100.9424,18983584.5322752
1992-06-30,3.343656,18445583.4550272,45344969.7336,18926726.210150402
1992-07-01,3.3284160000000003,18614935.1356416,45173096.6304,18786806.784921598
1992-07-02,3.334512,18544620.6701568,45145701.0396,18572022.2711808
1992-07-03,3.3284160000000003,18185219.3138688,45047368.014000006,18283547.0232576
1992-07-04,3.3162240000000005,18153511.7469696,44976603.2664,18224291.0610432
1992-07-05,3.2979360000000004,18122807.2743936,44895156.582,18204229.1745792
1992-07-06,3.2857439999999998,18168998.5446912,44655084.3696,18409080.6079488
1992-07-07,3.236976,18012099.9131136,44172670.3416,18494490.419712
1992-07-08,3.249168,18900376.63488,44415012.1572,18658019.2601088
1992-07-09,3.243072,18873537.745305598,44538101.1264,18750450.7321344
1992-07-10,3.279648,19143345.6525312,44951156.574,18730266.5170944
1992-07-11,3.2857439999999998,18612366.235545598,44960617.365600005,18602898.0037632
1992-07-12,3.3040320000000003,18621736.6044672,45101493.1164,18480863.016345598
1992-07-13,3.3223200000000004,18350265.028607998,45074911.6224,18376834.7953152
1992-07-14,3.2705040000000003,17775467.5156992,44593805.08319999,18256561.339392
1992-07-15,3.255264,18167114.6846208,44491290.5604,18269650.497024
1992-07-16,3.26136,18311070.9528576,44523188.353199996,18279167.6602368
1992-07-17,3.267456,18602971.400908798,44688203.30760001,18437950.151884798
1992-07-18,3.273552,18614396.8899072,44786474.659200005,18516118.1119488
1992-07-19,3.313176,19225892.975616,45421544.172000006,18590836.406169597
1992-07-20,3.2705040000000003,17651940.119654402,44462550.4764,18610947.224064
1992-07-21,3.2400240000000005,18428971.2344064,44368189.256400004,18523335.4979328
1992-07-22,3.2156400000000005,18195005.599948797,44109812.2008,18453388.018176
1992-07-23,3.2461200000000003,18722461.9539456,44405835.066,18426426.8000256
1992-07-24,3.2644080000000004,18489499.4138112,44528628.0,18366681.5235072
1992-07-25,3.2857439999999998,18531996.3611136,44775324.0,18285308.554752
1992-07-26,3.3040320000000003,18528081.8466816,45022020.0,18281394.04032
1992-07-27,3.313176,18572291.394047998,45237508.956,18356797.3745664
1992-07-28,3.279648,18098292.6277632,44928953.93400001,18406854.2278656
1992-07-29,3.2400240000000005,18219520.2465792,44528948.7048,18619534.6900992
1992-07-30,3.236976,18753117.4950912,44519968.970400006,18762096.412569597
1992-07-31,3.249168,19171383.3621504,44771709.9036,18919655.6184576
1992-08-01,3.258312,19114231.4514432,44870055.264000006,19015879.2763392
1992-08-02,3.2400240000000005,18922493.6414208,44790631.48680001,19001933.8186752
1992-08-03,3.273552,19625638.2962688,45129826.152,19286445.620736
1992-08-04,3.2766,18842931.1355904,44982178.59599999,18990606.1925376
1992-08-05,3.252216,18667169.4375936,44751628.8492,18897709.8719232
1992-08-06,3.2644080000000004,19127296.14336,44974025.29319999,18904902.792192
1992-08-07,3.2979360000000004,19322238.9620736,45415648.137600005,18880632.8027136
1992-08-08,3.3284160000000003,19226920.5356544,45818971.427999996,18823603.2205824
1992-08-09,3.3528000000000002,19102096.456704,46063471.8336,18857586.0989952
1992-08-10,3.3467040000000003,19047929.3632512,45946883.304000005,19164532.9618944
1992-08-11,3.3406080000000005,19055929.6521216,45871628.6892,19131186.1920768
1992-08-12,3.33756,19065911.6639232,45861736.1796,19075820.2785792
1992-08-13,3.33756,19079294.4101376,45875637.4992,19065373.4181888
1992-08-14,3.349752,19089398.7505152,45902268.332399994,19062780.0523776
1992-08-15,3.3223200000000004,18804495.4970112,45631926.5208,19074841.649971202
1992-08-16,3.2979360000000004,18682827.495321598,45288562.6932,19026179.3424384
1992-08-17,3.2979360000000004,19071269.655552,45288562.6932,19071269.655552
1992-08-18,3.288792,18815798.6574336,45042705.459599994,19061654.6294784
1992-08-19,3.273552,18927827.1673344,44944409.4384,19026130.411008
1992-08-20,3.288792,19240058.6247168,45161353.9008,19023121.1280384
1992-08-21,3.3192720000000002,19209231.823564798,45524774.113199994,18845818.089984
1992-08-22,3.2979360000000004,18551079.618969597,45302599.6956,18773252.7787008
1992-08-23,3.331464,19227189.6585216,45731011.9692,18798794.9853696
1992-08-24,3.3741360000000005,19118366.157312002,46041330.8676,18808043.025715202
1992-08-25,3.3680400000000006,18160337.6815104,45674160.875999995,18527519.135232
1992-08-26,3.3284160000000003,16571901.1221504,44326867.6764,17919179.126784
1992-08-27,3.310128,16318509.709824,43942441.2996,16702939.492761599
1992-08-28,3.3162240000000005,12726600.1984512,43463838.724800006,13205222.984908799
1992-08-29,3.3710880000000003,9551317.3512192,43560210.5172,9454922.433331199
1992-08-30,3.3680400000000006,6235430.0387328,43251063.4248,6544578.816
1992-08-31,3.331464,5420672.791142399,42300790.4328,6370945.635225601
1992-09-01,3.249168,5300472.7323648,41332767.6636,6268507.685683199
1992-09-02,3.206496,5878573.1168256,40908647.900400005,6302686.2898176005
1992-09-03,3.1851599999999998,6494668.756991999,40840559.8044,
1992-09-04,3.166872,7110739.9314431995,40667206.525199994,
1992-09-05,3.233928,7726835.5716095995,41527978.2084,
1992-09-06,3.258312,8342906.7460608,42086423.9436,
1992-09-07,3.3284160000000003,8959002.3862272,43282837.8696,7762604.447232
1992-09-08,3.3162240000000005,9104842.514534399,43297318.9248,9090383.2768512
1992-09-09,3.3162240000000005,13492523.878502399,44143547.8788,12646279.255449599
1992-09-10,3.3284160000000003,15555766.572748799,44255769.8892,15443542.337126398
1992-09-11,3.343656,15004969.9264512,44424929.3364,14835813.9715584
1992-09-12,3.2918400000000005,13673863.7595648,43747921.5036,14350854.564863998
1992-09-13,3.3223200000000004,14431248.905011201,44146162.8564,14033020.4587008
1992-09-14,3.349752,14255609.5355904,44504575.14,13897211.2736256
1992-09-15,3.313176,13173931.335167998,43967826.317999996,13710684.6609408
1992-09-16,3.288792,12883425.4328832,43262004.3924,13589236.850688
1992-09-17,3.249168,9711469.9229184,42144631.864800006,10828843.6018176
1992-09-18,3.2156400000000005,8371678.427136,41395033.734000005,9121283.4751488
1992-09-19,3.1943040000000003,7636972.999679999,41026482.2448,8005524.5334528
1992-09-20,3.1638240000000004,7075974.150144,40780551.002399996,7321903.519334399
1992-09-21,3.224784,7899392.2609152,41573493.620400004,7106458.431283199
1992-09-22,3.2766,7617106.8389376,42293660.918400005,6896958.5120256
1992-09-23,3.300984,7541483.313254399,42635519.900400005,7199599.4090496
1992-09-24,3.2644080000000004,6712633.8137088,42128769.312,7219392.1726464005
1992-09-25,3.325368,8279002.2979584,42983052.89040001,7424708.454604799
1992-09-26,3.38328,9427814.4208896,43794621.0564,8616237.7162752
1992-09-27,3.33756,8540589.7248768,43468365.5964,8866840.0370688
1992-09-28,3.33756,10021108.0144896,43468365.5964,10021108.0144896
1992-09-29,3.325368,9913263.141888,43300377.9552,
1992-09-30,3.343656,9805418.2692864,43552365.5844,
1992-10-01,3.3040320000000003,9697573.3966848,43067496.931200005,10052008.2127872
1992-10-02,3.1912560000000005,9589728.524083199,41606291.8536,10609092.547891201
1992-10-03,3.2217360000000004,9481908.1171968,42031028.356800005,10431446.989823999
1992-10-04,3.26136,9374063.2445952,42701831.7852,10210888.567296
1992-10-05,3.3192720000000002,9266218.3719936,43354885.436400004,10117649.7266688
1992-10-06,3.3284160000000003,9158373.499392,43410712.7412,10113172.500787199
1992-10-07,3.325368,9050528.6267904,43353454.599599995,10136659.5873792
1992-10-08,3.2948880000000003,8942683.7541888,42865255.550400004,10947184.26624
1992-10-09,3.2918400000000005,8834838.8815872,42830804.454,9509236.321075201
1992-10-10,3.3040320000000003,8726994.0089856,42428591.295600004,9247012.785561599
1992-10-11,3.3040320000000003,8619149.136384,41757282.14040001,6033930.408345601
1992-10-12,3.279648,8511328.7294976,41683137.6576,4479599.0559744
1992-10-13,3.282696,8403483.856896,41794631.9148,4271909.5996416
1992-10-14,3.331464,8295638.9842944,42493028.2908,3772882.4067071998
1992-10-15,3.3985200000000004,8187794.111692799,43168740.9696,3320144.3469312
1992-10-16,3.377184,8079949.2390912,42853895.199599996,3430778.3110656
1992-10-17,3.3680400000000006,7972104.3664896,42708418.5684,3477997.1414015996
1992-10-18,3.33756,7864259.493888,42252771.0564,3332450.6016768
1992-10-19,3.288792,7756414.621286401,41291988.8148,3209167.862784
1992-10-20,3.243072,7648569.748684799,40600376.5788,3507062.4110592
1992-10-21,3.236976,7540749.3417984005,40508161.61400001,1354960.2392064
1992-10-22,3.279648,7432904.4691968,41153666.3676,1268155.8816768
1992-10-23,3.3284160000000003,7325059.596595201,41891386.085999995,1428406.3162368
1992-10-24,3.3192720000000002,7217214.723993599,41753063.638799995,1442963.4167807999
1992-10-25,3.325368,7109369.851392,41845278.6036,1442253.91104
1992-10-26,3.325368,7001524.9787904,42056203.6836,1443257.0053631999
1992-10-27,3.3528000000000002,6893680.1061888,42462178.956,1424565.1989503999
1992-10-28,3.3223200000000004,6785835.2335872,42016559.6364,1455685.5886848
1992-10-29,3.2918400000000005,6678014.8267008,41559987.0144,1465643.1347712
1992-10-30,3.2857439999999998,6570169.9540992,41475505.9692,1465643.1347712
1992-10-31,3.2766,6462325.0814976,41340230.2176,1462902.9746688001
1992-11-01,3.249168,6354480.208896,40692591.5436,1462144.5374976
1992-11-02,3.2766,6246635.3362944,41107558.8852,1462144.5374976
1992-11-03,3.313176,6138790.463692799,41660848.674,1356281.3878272001
1992-11-04,3.331464,6030945.5910912,41937493.5684,1455245.2058111997
1992-11-05,3.3192720000000002,5923100.7184896,41753063.638799995,1454315.5086335998
1992-11-06,3.343656,5815255.845888,42121923.497999996,1452578.4428544
1992-11-07,3.1851599999999998,5707435.439001599,39772637.49,1461165.9088896
1992-11-08,3.1912560000000005,5599590.5664,39824209.2888,1461190.3746048
1992-11-09,3.282696,5491745.6937984,41199773.85,1457985.3659136
1992-11-10,3.2979360000000004,5383900.8211968,41430311.262,1467820.583424
1992-11-11,3.355848,5276055.948595201,42306353.427600004,1418081.7844224
1992-11-12,3.3680400000000006,5168211.075993599,42490783.3572,1421017.6702464002
1992-11-13,3.2979360000000004,5060366.203392,41430311.262,1418081.7844224
1992-11-14,3.2400240000000005,4952521.3307904,40554269.0964,1417959.4558464
1992-11-15,3.2705040000000003,4844676.4581888,41015343.9204,1418081.7844224
1992-11-16,3.30708,4736856.0513023995,41568633.7092,1421727.1759872
1992-11-17,3.355848,4629011.1787008,42306353.427600004,1471832.9607168
1992-11-18,3.38328,4521166.3060992,42721320.769200005,1422656.8731648
1992-11-19,3.1912560000000005,4413321.4334976,39824209.2888,1422559.010304
1992-11-20,3.30708,4305476.560896,41568633.7092,1418375.3730048
1992-11-21,3.364992,2341442.3417856,42444675.874800004,1420063.5073535999
1992-11-22,3.343656,1099636.0353792,42121923.497999996,1422387.7502976
1992-11-23,3.4869120000000002,3591713.7856512,44288975.1708,1424638.596096
1992-11-24,3.4472880000000004,2069456.9859072,43689577.8996,2574869.7305088
1992-11-25,3.377184,2398496.389632,42629105.8044,3328022.3072256
1992-11-26,3.3406080000000005,2453201.7288192,42075816.0156,3006493.8780671996
1992-11-27,3.3162240000000005,1937170.8638207999,41706956.1564,2306015.986176
1992-11-28,3.3284160000000003,2163992.50944,41891386.085999995,1979569.9482624
1992-11-29,3.3406080000000005,1983484.4626944,42075816.0156,1799061.9015168
1992-11-30,3.3406080000000005,2155502.9062656,42075816.0156,1451477.4856703999
1992-12-01,3.3710880000000003,2320181.6352768,42536890.8396,1448174.6141183998
1992-12-02,3.364992,2483955.1328256,42444675.874800004,1447611.9026688002
1992-12-03,3.258312,3523209.7830911996,41513213.4528,1443305.9367935997
1992-12-04,3.358896,3031742.4961536,42352460.910000004,1446486.4797696
1992-12-05,3.3954720000000003,2001613.5576576,42905750.6988,1443721.8539520002
1992-12-06,3.3680400000000006,2541816.5492736003,42490783.3572,1418571.0987264002
1992-12-07,3.2948880000000003,2883211.1391744,41384203.779599994,1409763.4412544
1992-12-08,3.33756,2057273.0597376,42029708.533199996,1408564.6212096
1992-12-09,3.407664,2475661.2553728,43090180.628400005,1415194.8300288
1992-12-10,3.3162240000000005,2500518.422016,41706956.1564,1424687.5275264
1992-12-11,3.2948880000000003,2486254.9100544,41384203.779599994,1412405.738496
1992-12-12,3.349752,2242356.1952255997,42214138.4628,1412405.738496
1992-12-13,3.3985200000000004,2150536.36608,42951858.181200005,1412821.6556544001
1992-12-14,3.2918400000000005,2352354.0507648,41338096.2972,1414191.7357056
1992-12-15,3.233928,2761445.2746240003,40462054.1316,1412601.4642176
1992-12-16,3.2766,3056501.799936,41107558.8852,1412772.724224
1992-12-17,3.118104,4899699.8516736,38778908.9976,1412528.0670720001
1992-12-18,3.1912560000000005,4444417.3575168,40630905.208799995,1414583.1871488001
1992-12-19,3.258312,3989134.86336,41522883.936,1418081.7844224
1992-12-20,3.310128,3533876.8349184003,42331405.4064,1418081.7844224
1992-12-21,3.300984,3078594.3407615996,41476418.7444,1418155.181568
1992-12-22,3.1851599999999998,2623311.8466048,39737100.9312,1418081.7844224
1992-12-23,3.1242,2584729.4137344,38866017.3552,1418081.7844224
1992-12-24,3.099816,2324927.9840256,38517583.9248,1418081.7844224
1992-12-25,3.15468,2297183.8629888003,39301559.1432,1418081.7844224
1992-12-26,3.206496,2227896.9575424,40047086.79,1419672.0559103999
1992-12-27,3.258312,2300339.9402496,40830913.9908,1420430.4930816002
1992-12-28,3.310128,2301024.9802751997,41614741.191599995,1421604.8474112
1992-12-29,3.3406080000000005,2520066.5284607997,42075816.0156,1423439.7760511998
1992-12-30,3.30708,2119122.3877632,41568633.7092,1423782.296064
1992-12-31,3.343656,2652352.6505472,42121923.497999996,1423782.296064
1993-01-01,3.2948880000000003,2257524.9386496,41384203.779599994,1423782.296064
1993-01-02,3.2644080000000004,2339852.0702976,40923128.9556,1423782.296064
1993-01-03,3.2705040000000003,2550966.7267584,41015343.9204,1423782.296064
1993-01-04,3.3406080000000005,5264263.4738688,42834455.554800004,1424907.7189632
1993-01-05,3.364992,4238391.5698176,43145551.545600004,540692.30592
1993-01-06,3.331464,4238660.6926848,42654330.470400006,540080.66304
1993-01-07,3.3040320000000003,4346358.7709952,42260196.606,541328.4145152
1993-01-08,3.2979360000000004,4280252.4085248,42152822.172000006,541059.291648
1993-01-09,3.279648,3809654.3766528,41685246.9084,541059.291648
1993-01-10,3.258312,3781543.269888,41367342.107999995,539860.4716032
1993-01-11,3.258312,3606833.5976448,41400498.050400004,543799.4517504
1993-01-12,3.282696,3630320.6842368,41729479.501200005,542062.3859712
1993-01-13,3.2948880000000003,3539234.8265472,41914513.835999995,539860.4716032
1993-01-14,3.300984,2600216.211456,41476418.7444,540105.1287552
1993-01-15,3.273552,1502855.4875904,41061451.4028,539860.4716032
1993-01-16,3.26136,1406313.7754111998,40877021.47319999,539860.4716032
1993-01-17,3.255264,1462560.4546559998,40784806.5084,538808.4458496
1993-01-18,3.233928,1201633.6020479999,40462054.1316,539860.4716032
1993-01-19,3.26136,1493656.3786752,40877021.47319999,539860.4716032
1993-01-20,3.30708,1259470.5527807998,41568633.7092,540154.0601856
1993-01-21,3.3680400000000006,1493167.0643711998,42490783.3572,539860.4716032
1993-01-22,3.343656,938969.6836608,42332725.230000004,544949.3403648001
1993-01-23,3.361944,1565585.5813632,42398568.3924,543897.3146112
1993-01-24,3.355848,1414950.1728768,42306353.427600004,545463.120384
1993-01-25,3.349752,1416320.252928,42214138.4628,545414.1889536
1993-01-26,3.33756,1341724.2872831998,42029708.533199996,563249.6953343999
1993-01-27,3.3192720000000002,1230331.8859776,41753063.638799995,543774.9860352
1993-01-28,3.310128,1369297.1483135999,41614741.191599995,543285.6717312
1993-01-29,3.30708,1463588.0146944001,41568633.7092,545585.44896
1993-01-30,3.2979360000000004,1387279.4489856,41430311.262,562295.5324416
1993-01-31,3.2857439999999998,1358899.2193536,41245881.332399994,545585.44896
1993-02-01,3.258312,1384979.6717568,40830913.9908,545585.44896
1993-02-02,3.267456,1288389.0281472001,40969236.438,545585.44896
1993-02-03,3.310128,1223530.4171520001,41614741.191599995,545585.44896
1993-02-04,3.331464,1474891.1751168,41937493.5684,545585.44896
1993-02-05,3.3162240000000005,1299765.5857152,41706956.1564,545585.44896
1993-02-06,3.310128,1438951.0394879999,41614741.191599995,545879.0375424
1993-02-07,3.300984,1392588.509184,41476418.7444,545585.44896
1993-02-08,3.2918400000000005,1387842.1604352,41338096.2972,545585.44896
1993-02-09,3.2857439999999998,1370960.8169472,41245881.332399994,547689.5004672001
1993-02-10,3.282696,1460162.8145664001,41199773.85,550821.1120128
1993-02-11,3.2705040000000003,1350947.8619135998,41015343.9204,548961.7176576
1993-02-12,3.2644080000000004,1454266.5772032,40923128.9556,545952.434688
1993-02-13,3.2705040000000003,1333675.0669824,41015343.9204,545585.44896
1993-02-14,3.282696,1241879.703552,41199773.85,545585.44896
1993-02-15,3.310128,1471759.5635711998,41614741.191599995,545585.44896
1993-02-16,3.30708,1009651.1348736,41568633.7092,545585.44896
1993-02-17,3.3284160000000003,1377713.3543424,41891386.085999995,545536.5175296
1993-02-18,3.3528000000000002,1451232.8285184,42286420.3908,545585.44896
1993-02-19,3.3680400000000006,1578381.1504128,42516316.393199995,545585.44896
1993-02-20,3.361944,1474034.8750848,42433451.20680001,545585.44896
1993-02-21,3.361944,1636242.5668608,42439556.9328,545585.44896
1993-02-22,3.355848,1572998.6930688,42341581.6164,545658.8461056
1993-02-23,3.3040320000000003,1634505.5010816,41547442.5228,545585.44896
1993-02-24,3.3162240000000005,1345761.1302911998,41715417.8292,545585.44896
1993-02-25,3.279648,1656793.7676288001,41153666.3676,545585.44896
1993-02-26,3.313176,1246210.1351424,41660848.674,545585.44896
1993-02-27,3.3467040000000003,1322469.7694207998,42168030.9804,546123.6946944
1993-02-28,3.33756,1407414.7325952,42029708.533199996,545805.6403968
1993-03-01,3.300984,1388355.9404544001,41476418.7444,545585.44896
1993-03-02,3.300984,1210661.4509568,41476418.7444,549720.1548288
1993-03-03,3.33756,1233316.703232,42029708.533199996,556056.7750655999
1993-03-04,3.364992,1094547.1666176,42455456.49,549793.5519744
1993-03-05,3.33756,243947.64625919997,42044066.2404,550454.1262848
1993-03-06,3.3284160000000003,508813.4790144,41899687.4064,549597.8262528
1993-03-07,3.3223200000000004,556276.9665024,41804413.4112,547420.3776
1993-03-08,3.3528000000000002,1127062.1021184,42277280.304000005,549842.4834048001
1993-03-09,3.361944,800567.1327744001,42427382.485199995,551334.892032
1993-03-10,3.3710880000000003,1268082.4845311998,42553431.8064,554075.0521344
1993-03-11,3.364992,2077481.7404928,42458404.5072,551579.549184
1993-03-12,3.30708,1785532.3610112,41627606.388,545683.3118208
1993-03-13,3.279648,1495956.1559040002,41222112.172800004,545585.44896
1993-03-14,3.282696,1689871.4145792,41288103.352800004,546882.1318656
1993-03-15,3.3223200000000004,2210085.9168768,41885613.3996,550013.7434112
1993-03-16,3.38328,2847075.277824,42783438.822000004,551579.549184
1993-03-17,3.377184,3167135.7640704,42723059.975999996,532006.977024
1993-03-18,3.3284160000000003,3082092.9380352,42004187.832,551579.549184
1993-03-19,3.3284160000000003,2516127.5483136,41982231.888,546490.6804224
1993-03-20,3.3223200000000004,1781715.70944,41907396.6564,545781.1746816001
1993-03-21,3.358896,2431696.3651584,42435844.158,545585.44896
1993-03-22,3.358896,2024929.3842431998,42433340.1936,545585.44896
1993-03-23,3.334512,1703474.3522303998,42067354.3428,545585.44896
1993-03-24,3.349752,2164163.7694464,42294536.6892,545585.44896
