date,max_temp(C),min_temp(C),avg discharge (cfs),outflow(m3/d)
1984-08-09 00:00:00+00:00,,,124.0,303374.86848
1984-08-10 00:00:00+00:00,,,123.0,300928.29696
1984-08-11 00:00:00+00:00,,,122.0,298481.72543999995
1984-08-12 00:00:00+00:00,,,121.0,296035.15392
1984-08-13 00:00:00+00:00,,,120.0,293588.5824
1984-08-14 00:00:00+00:00,,,119.0,291142.01088
1984-08-15 00:00:00+00:00,,,116.0,283802.29632
1984-08-16 00:00:00+00:00,,,126.0,308268.01152
1984-08-17 00:00:00+00:00,,,120.0,293588.5824
1984-08-18 00:00:00+00:00,,,116.0,283802.29632
1984-08-19 00:00:00+00:00,,,114.0,278909.15327999997
1984-08-20 00:00:00+00:00,,,117.0,286248.86783999996
1984-08-21 00:00:00+00:00,,,112.0,274016.01024
1984-09-14 00:00:00+00:00,,,104.0,254443.43808000002
1984-09-15 00:00:00+00:00,,,104.0,254443.43808000002
1984-09-16 00:00:00+00:00,,,105.0,256890.0096
1984-09-17 00:00:00+00:00,,,104.0,254443.43808000002
1984-09-18 00:00:00+00:00,,,104.0,254443.43808000002
1984-09-19 00:00:00+00:00,,,103.0,251996.86656
1984-09-20 00:00:00+00:00,,,103.0,251996.86656
1984-09-21 00:00:00+00:00,,,110.0,269122.8672
1984-09-22 00:00:00+00:00,,,113.0,276462.58176000003
1984-09-23 00:00:00+00:00,,,108.0,264229.72416
1984-09-24 00:00:00+00:00,,,107.0,261783.15264
1984-09-25 00:00:00+00:00,,,105.0,256890.0096
1984-09-26 00:00:00+00:00,,,104.0,254443.43808000002
1984-09-27 00:00:00+00:00,,,104.0,254443.43808000002
1984-09-28 00:00:00+00:00,,,102.0,249550.29504
1984-09-29 00:00:00+00:00,,,102.0,249550.29504
1984-09-30 00:00:00+00:00,,,101.0,247103.72351999997
1984-10-01 00:00:00+00:00,,,102.0,249550.29504
1984-10-02 00:00:00+00:00,,,101.0,247103.72351999997
1984-10-03 00:00:00+00:00,,,101.0,247103.72351999997
1984-10-04 00:00:00+00:00,,,101.0,247103.72351999997
1984-10-05 00:00:00+00:00,,,101.0,247103.72351999997
1984-10-06 00:00:00+00:00,,,100.0,244657.152
1984-10-07 00:00:00+00:00,,,100.0,244657.152
1984-10-08 00:00:00+00:00,,,99.0,242210.58048
1984-10-09 00:00:00+00:00,,,99.0,242210.58048
1984-10-10 00:00:00+00:00,,,99.0,242210.58048
1984-10-11 00:00:00+00:00,,,99.0,242210.58048
1984-10-12 00:00:00+00:00,,,102.0,249550.29504
1984-10-13 00:00:00+00:00,,,109.0,266676.29568
1984-10-14 00:00:00+00:00,,,117.0,286248.86783999996
1984-10-15 00:00:00+00:00,,,105.0,256890.0096
1984-10-16 00:00:00+00:00,,,101.0,247103.72351999997
1984-10-17 00:00:00+00:00,,,101.0,247103.72351999997
1984-10-18 00:00:00+00:00,,,100.0,244657.152
1984-10-19 00:00:00+00:00,,,101.0,247103.72351999997
1984-10-20 00:00:00+00:00,,,100.0,244657.152
1984-10-21 00:00:00+00:00,,,99.0,242210.58048
1984-10-22 00:00:00+00:00,8.0,5.5,100.0,244657.152
1984-10-23 00:00:00+00:00,8.0,4.0,100.0,244657.152
1984-10-24 00:00:00+00:00,9.0,7.0,98.0,239764.00896
1984-10-25 00:00:00+00:00,8.5,8.0,99.0,242210.58048
1984-10-26 00:00:00+00:00,8.5,3.5,100.0,244657.152
1984-10-27 00:00:00+00:00,6.0,3.5,103.0,251996.86656
1984-10-28 00:00:00+00:00,6.5,5.5,100.0,244657.152
1984-10-29 00:00:00+00:00,6.5,5.5,99.0,242210.58048
1984-10-30 00:00:00+00:00,8.0,5.5,98.0,239764.00896
1984-10-31 00:00:00+00:00,8.0,6.0,98.0,239764.00896
1984-11-01 00:00:00+00:00,8.0,5.5,97.0,237317.43744
1984-11-02 00:00:00+00:00,7.5,6.0,102.0,249550.29504
1984-11-03 00:00:00+00:00,6.5,5.5,106.0,259336.58112000002
1984-11-04 00:00:00+00:00,8.5,5.5,100.0,244657.152
1984-11-05 00:00:00+00:00,8.5,5.5,98.0,239764.00896
1984-11-06 00:00:00+00:00,9.0,7.0,98.0,239764.00896
1984-11-07 00:00:00+00:00,8.0,6.5,98.0,239764.00896
1984-11-08 00:00:00+00:00,7.5,6.0,98.0,239764.00896
1984-11-09 00:00:00+00:00,7.5,5.5,101.0,247103.72351999997
1984-11-10 00:00:00+00:00,6.5,6.0,99.0,242210.58048
1984-11-11 00:00:00+00:00,9.0,6.5,98.0,239764.00896
1984-11-12 00:00:00+00:00,10.0,7.5,98.0,239764.00896
1984-11-13 00:00:00+00:00,9.0,6.0,98.0,239764.00896
1984-11-14 00:00:00+00:00,7.0,6.0,98.0,239764.00896
1984-11-15 00:00:00+00:00,7.0,5.5,98.0,239764.00896
1984-11-16 00:00:00+00:00,7.0,4.0,97.0,237317.43744
1984-11-17 00:00:00+00:00,7.0,4.0,97.0,237317.43744
1984-11-18 00:00:00+00:00,6.5,3.5,97.0,237317.43744
1984-11-19 00:00:00+00:00,7.5,6.0,98.0,239764.00896
1984-11-20 00:00:00+00:00,7.5,6.0,97.0,237317.43744
1984-11-21 00:00:00+00:00,8.5,6.0,97.0,237317.43744
1984-11-22 00:00:00+00:00,7.0,4.5,96.0,234870.86591999998
1984-11-23 00:00:00+00:00,7.0,4.5,96.0,234870.86591999998
1984-11-24 00:00:00+00:00,8.5,6.5,97.0,237317.43744
1984-11-25 00:00:00+00:00,7.0,5.5,98.0,239764.00896
