date,avg discharge (cfs),outflow(m3/d)
1987-09-02 00:00:00+00:00,88.0,215298.29376
1987-09-03 00:00:00+00:00,90.0,220191.4368
1987-09-04 00:00:00+00:00,90.0,220191.4368
1987-09-05 00:00:00+00:00,88.0,215298.29376
1987-09-06 00:00:00+00:00,88.0,215298.29376
1987-09-07 00:00:00+00:00,87.0,212851.72223999997
1987-09-08 00:00:00+00:00,85.0,207958.5792
1987-09-09 00:00:00+00:00,88.0,215298.29376
1987-09-10 00:00:00+00:00,87.0,212851.72223999997
1987-09-11 00:00:00+00:00,85.0,207958.5792
1987-09-12 00:00:00+00:00,84.0,205512.00767999998
1987-09-13 00:00:00+00:00,85.0,207958.5792
1987-09-14 00:00:00+00:00,85.0,207958.5792
1987-09-15 00:00:00+00:00,82.0,200618.86463999999
1987-09-16 00:00:00+00:00,77.0,188386.00704
1987-09-17 00:00:00+00:00,77.0,188386.00704
1987-09-18 00:00:00+00:00,78.0,190832.57856000002
1987-09-19 00:00:00+00:00,71.0,173706.57792
1987-09-20 00:00:00+00:00,67.0,163920.29184000002
1987-09-21 00:00:00+00:00,70.0,171260.00639999998
1987-09-22 00:00:00+00:00,69.0,168813.43488
1987-09-23 00:00:00+00:00,69.0,168813.43488
1987-09-24 00:00:00+00:00,67.0,163920.29184000002
1987-09-25 00:00:00+00:00,65.0,159027.1488
1987-09-26 00:00:00+00:00,68.0,166366.86336
1987-09-27 00:00:00+00:00,66.0,161473.72032
1987-09-28 00:00:00+00:00,65.0,159027.1488
1987-09-29 00:00:00+00:00,68.0,166366.86336
1987-09-30 00:00:00+00:00,68.0,166366.86336
1987-10-01 00:00:00+00:00,68.0,166366.86336
1987-10-02 00:00:00+00:00,69.0,168813.43488
1987-10-03 00:00:00+00:00,68.0,166366.86336
1987-10-04 00:00:00+00:00,68.0,166366.86336
1987-10-05 00:00:00+00:00,68.0,166366.86336
1987-10-06 00:00:00+00:00,68.0,166366.86336
1987-10-07 00:00:00+00:00,68.0,166366.86336
1987-10-08 00:00:00+00:00,68.0,166366.86336
1987-10-09 00:00:00+00:00,68.0,166366.86336
1987-10-10 00:00:00+00:00,69.0,168813.43488
1987-10-11 00:00:00+00:00,69.0,168813.43488
1987-10-12 00:00:00+00:00,69.0,168813.43488
1987-10-13 00:00:00+00:00,56.0,137008.00512
