date,computed flow(m3/d),wse(m),outflow(m3/d),avg air temperature (C),max air temperature (C),min air temperature (C),storage(m3)
1989-10-30,995485.4857727999,1919.1000480000002,397592.3377152,-3.0610155999999993,-1.110999999999997,-4.827696399999999,107467611.0792
1989-10-31,1154732.8260096,1919.12748,397518.9405696,-2.9221255999999993,1.8556904000000038,-8.888839999999998,108145260.3216
1989-11-01,852483.3804288,1919.14272,397714.6662912,-6.311041599999998,3.3390356000000025,-13.083317999999998,108520657.6248
1989-11-02,1009186.2862848,1919.164056,397910.3920128,-2.955459199999998,3.5612595999999996,-9.061063599999999,109052768.56199999
1989-11-03,1008183.1919616,1919.185392,398130.5834496,-0.7443303999999991,0.7667928000000046,-2.377676799999998,109583880.3804
1989-11-04,1471930.8235776,1919.225016,398424.172032,2.700141600000002,7.794626800000003,-0.0665471999999987,110578719.00479999
1989-11-05,710190.7808255999,1919.23416,398644.3634688,-0.749886,1.5056876000000017,-3.561019599999998,110811834.39
1989-11-06,1171907.75808,1919.261592,398889.0206208,-1.3665575999999966,2.466806400000003,-2.905458799999998,111506653.67400001
1989-11-07,1489350.4128,1919.301216,399133.6777728,0.16678800000000038,5.350162800000003,-1.9443399999999968,112518933.70560001
1989-11-08,244192.3034112,1919.2920720000002,399304.93777920003,-1.9776735999999975,0.6779032000000029,-6.094373199999998,112286052.6816
1989-11-09,1261819.26144,1919.322552,399500.6635008,1.7668008000000022,3.9557072000000026,0.06678720000000027,113070780.3228
1989-11-10,1027633.4355455999,1919.343888,399745.3206528,4.3834884000000045,9.283527600000003,0.37234520000000515,113621344.1208
1989-11-11,1030446.9927936,1919.3652240000001,399989.97780480003,3.5112592000000014,12.905778800000004,-1.7276715999999972,114174720.2532
1989-11-12,1037052.7358976,1919.3865600000001,400234.63495680003,4.289043200000002,10.722428,-1.4610027999999957,114734683.1688
1989-11-13,1196495.801856,1919.413992,400454.82639360003,2.3945836000000043,4.955715200000004,-0.499883999999998,115454098.044
1989-11-14,1039376.9788415999,1919.435328,400699.4835456,-0.8443311999999956,2.9056987999999997,-4.522138399999998,116016392.2368
1989-11-15,800689.4613504,1919.44752,400821.8121216,-2.288787199999998,4.261265200000004,-8.016610799999999,116340008.0496
1989-11-16,964267.2331776,1919.4658080000002,401042.00355839997,0.5667912000000044,4.433488800000003,-2.2054531999999973,116827183.3104
1989-11-17,1046080.5848064,1919.487144,401237.72927999997,0.7167924000000028,6.3112816000000045,-3.7776879999999977,117396175.2996
1989-11-18,1050264.2221056,1919.5084800000002,401457.9207168,0.777904000000003,1.289019200000002,-0.32766039999999563,117971815.74599999
1989-11-19,958860.3101184,1919.526768,401678.1121536,3.3834804000000034,11.511323200000003,-1.5943371999999982,118465824.486
1989-11-20,960939.8959104,1919.5450560000002,401849.37215999997,2.361250000000002,15.833580000000005,-3.7776879999999977,118961905.47240001
1989-11-21,958933.707264,1919.563344,402045.0978816,0.916794000000003,7.272400400000006,-3.605464399999997,119456000.556
1989-11-22,1050729.0706944,1919.5846800000002,402240.82360319997,-0.038769199999997284,4.039041200000003,-3.644353599999997,120041878.8864
1989-11-23,967521.1732991999,1919.6029680000001,402436.5493248,0.2834555999999999,6.222392000000006,-6.444375999999998,120544558.99080001
1989-11-24,1299031.6142592002,1919.6334480000003,402730.1379072,0.6445696000000005,5.089049600000003,-2.338787599999998,121378736.8452
1989-11-25,869071.1353344001,1919.6486880000002,402925.86362879997,-3.1221271999999978,-1.766560799999997,-3.994356399999999,121782960.576
1989-11-26,1190257.04448,1919.67612,403170.52078079997,-1.7165603999999988,3.0334776000000048,-3.472129999999998,122508357.8292
1989-11-27,789582.0266496,1919.688312,403341.7807872,-6.4554871999999985,-3.166571999999997,-8.6277268,122833083.774
1989-11-28,1033138.2214656,1919.7096480000002,403513.0407936,-8.611059999999998,-2.816569199999998,-13.866657599999998,123401372.6796
1989-11-29,875799.2070144,1919.7248880000002,403684.30079999997,-10.022182399999998,2.6445856000000028,-18.277804,123812318.8764
1989-11-30,873059.046912,1919.740128,403855.56080639997,-9.177731199999998,4.039041200000003,-17.5777984,124220539.08240001
1989-12-01,869951.9010816,1919.75232,463307.2487424,-8.672171599999999,3.6890384000000047,-18.1055804,124549804.2336
1989-12-02,1017651.4237439999,1919.764512,574919.8414848,-6.555487999999999,5.833500000000004,-14.611107999999998,124879957.4904
1989-12-03,937550.6721792,1919.773656,575066.635776,-4.411026399999999,4.827936400000002,-10.677743199999998,125130020.89080001
1989-12-04,934198.8691967999,1919.7828000000002,575188.9643519999,-2.0665631999999974,1.9001352000000047,-8.6277268,125376741.5604
1989-12-05,1019682.0781056,1919.794992,575360.2243584,0.6001248000000032,3.5168148000000024,-0.8498867999999966,125708930.05919999
1989-12-06,1102107.0726144,1919.810232,575531.4843648,-0.17210359999999625,5.000160000000005,-4.738806799999999,126123539.6916
1989-12-07,854465.10336,1919.8163279999999,575702.7443712,-7.4332727999999975,-2.377676799999998,-18.4111384,126290528.214
1989-12-08,1189865.5930368,1919.834616,575849.5386624,-1.166556,4.433488800000003,-7.405494799999998,126792912.2832
1989-12-09,941538.5837567999,1919.84376,576069.7300992,-3.077682399999997,1.7279116000000023,-9.672179599999998,127046959.824
1989-12-10,1024110.3725567999,1919.8559520000001,576240.9901056,-12.0944212,-6.483265199999998,-18.366693599999998,127383576.516
1989-12-11,876533.1784703999,1919.8620480000002,605232.8626176,-15.727783599999999,-7.666607999999998,-29.111224,127548159.75240001
