date,wse(m),avg air temperature (C),max air temperature (C),min air temperature (C),storage(m3)
1982-01-01,1884.675936,,0.4612348000000033,-20.5500444,28778321.88
1982-01-02,1884.691176,,-5.872149199999997,-18.0611356,28871202.924
1982-01-03,1884.694224,,-6.222151999999998,-12.688870399999999,28889273.406
1982-01-04,1884.7064160000002,,1.2445744000000047,-6.661044399999998,28963504.2324
1982-01-05,1884.7216560000002,,0.5445688000000004,-21.2056052,29056989.681599997
1982-01-06,1884.7368960000001,,-13.649989199999998,-28.5889976,29149858.3908
1982-01-07,1884.739944,,-20.333375999999998,-31.555688000000004,29168101.56
1982-01-08,1884.752136,,-10.811077599999999,-24.5222984,29243047.8048
1982-01-09,1884.7582320000001,,-10.244406399999999,-21.3389396,29280557.931599997
1982-01-10,1884.767376,,-9.149953199999999,-20.5500444,29337433.694399998
1982-01-11,1884.773472,,-2.338787599999998,-19.4555912,29375067.169200003
1982-01-12,1884.7826160000002,,-3.033237599999998,-6.094373199999998,29431202.844
1982-01-13,1884.794808,,0.3279004000000043,-14.083326,29506802.8332
1982-01-14,1884.803952,,0.41679000000000244,-16.3555664,29564097.9792
1982-01-15,1884.810048,,1.155684800000003,-6.094373199999998,29601139.3836
1982-01-16,1884.8161440000001,,4.5223784000000045,-2.8610139999999973,29639105.898
1982-01-17,1884.8252880000002,,5.6557208000000045,-1.4165579999999984,29696684.7444
1982-01-18,1884.831384,,-0.14988119999999583,-9.938848399999998,29734762.272000004
1982-01-19,1884.8374800000001,,-4.388803999999997,-10.416629999999998,29772963.1476
1982-01-20,1884.843576,,-5.7443703999999975,-19.3722572,29811176.358
1982-01-21,1884.871008,,-5.088809599999998,-8.5388372,29983271.4876
1982-01-22,1884.871008,,-5.8332599999999974,-11.683306799999997,29983271.4876
1982-01-23,1884.8892960000003,,4.216820400000003,-8.277723999999997,30098873.233200002
1982-01-24,1884.8953920000001,,5.744610400000006,-8.7555056,30137542.8312
1982-01-25,1884.9014880000002,,3.8668176000000045,-7.749941999999997,30176212.4292
1982-01-26,1884.91368,,6.616839600000002,-4.299914399999997,30253761.316800002
1982-01-27,1884.919776,,-3.8665775999999976,-12.5110912,30292566.597599998
1982-01-28,1884.92892,,-1.5498923999999974,-13.649989199999998,30350429.1444
1982-01-29,1884.9350160000001,,-4.605472399999998,-7.405494799999998,30389407.112400003
1982-01-30,1884.94416,,-4.299914399999997,-14.566663199999999,30448392.126000002
1982-01-31,1884.94416,,-0.0665471999999987,-13.955547199999998,30448392.126000002
