date,inflow(m3/d),outflow(m3/d),total avg discharge (m3/d),avg air temperature (C),max air temperature (C),min air temperature (C)
1993-05-28,10390099.931136,27401601.024,,,,
1993-05-29,19619497.4017536,33762686.975999996,,,,
1993-05-30,23833423.2563712,34985972.736,,,,
1993-05-31,18481132.139212802,35230629.888,,,,
1993-06-01,29999541.923942402,33273372.672,,,,
1993-06-02,36346315.4325504,27646258.176,,,,
1993-06-03,34174493.8942464,26912286.72,,,,
1993-06-04,40792518.7872768,24367852.3392,,,,
1993-06-05,54367761.2488704,22704183.7056,,,,
1993-06-06,44369528.6780928,38655830.016,,,,
1993-06-07,49843047.4140672,46240201.728,,,,
1993-06-08,51486923.2840704,46484858.88,,,,
1993-06-09,52255195.672780804,47952801.791999996,,,,
1993-06-10,60159848.062464,48686773.247999996,,,,
1993-06-11,41549952.8641536,50154716.16,,,,
1993-06-12,56379919.529779196,51378001.92,,,,
1993-06-13,49738407.5501568,51133344.768,,,,
1993-06-14,45049504.3006464,51378001.92,,,,
1993-06-15,39965528.6820864,46240201.728,,,,
1993-06-16,38321579.4149376,35230629.888,,,,
1993-06-17,37843935.257088,35475287.04,,,,
1993-06-18,28353562.002432,35964601.344,,,,
1993-06-19,34445818.6758144,32784058.368,,,,
1993-06-20,32730062.5345536,31805429.759999998,,,,
1993-06-21,28864283.807232,30826801.152,,,,
1993-06-22,28423705.2079104,28869543.936,,,,
1993-06-23,18652147.488460798,29114201.088,,,,
1993-06-24,33416546.0373504,28135572.48,,,,
1993-06-25,31724130.1883904,26422972.416,,,,
1993-06-26,27593363.2997376,24465715.2,,,,
1993-06-27,31432229.740339197,26178315.264,,,,
1993-06-28,10769489.776742399,28380229.632,,,,
1993-06-29,18015109.1960832,31316115.456,,,,
1993-06-30,9027139.4030592,32294744.064,,,,
1993-07-01,7834631.5127807995,30092829.696,,,,
1993-07-02,5863135.250534399,28869543.936,,,,
1993-07-03,14760777.62304,28624886.783999998,,,,
1993-07-04,14173796.1839616,28624886.783999998,,,,
1993-07-05,12603048.3366912,30337486.848,,,,
1993-07-06,20743085.3723136,31560772.608,,,,
1993-07-07,14966925.7393152,31316115.456,,,,
1993-07-08,20268450.4974336,31071458.304,,,,
1993-07-09,16125988.9969152,31560772.608,,,,
1993-07-10,6868113.4338048,35230629.888,,,,
1993-07-11,13070343.497011201,33273372.672,,,,
1993-07-12,4108919.0049792,32050086.912,,,,
1993-07-13,12705951.1348224,31805429.759999998,,,,
1993-07-14,2636767.9899648,33028715.52,,,,
1993-07-15,8207268.8209919995,33518029.824,,,,
1993-07-16,9548136.8082432,33518029.824,,,,
1993-07-17,6201398.2288896,33273372.672,,,,
1993-07-18,12506580.021657601,33518029.824,,,,
1993-07-19,8405490.0455424,33273372.672,,,,
1993-07-20,8590352.989593599,33028715.52,,,,
1993-07-21,9656470.9951488,32784058.368,,,,
1993-07-22,10913348.182118401,32050086.912,,,,
1993-07-23,14223559.4486784,31316115.456,,,,
1993-07-24,14519888.1911808,29358858.24,,,,
1993-07-25,15549772.4725248,27890915.327999998,,,,
1993-07-26,23263714.612224,26912286.72,,,,
1993-07-27,23853754.2657024,26912286.72,,,,
1993-07-28,22394741.3397504,26667629.568,,,,
1993-07-29,17815322.16576,26912286.72,,,,
1993-07-30,18778977.7560576,29603515.392,,,,
1993-07-31,14192047.607500799,33518029.824,,,,
1993-08-01,15774832.586649599,34496658.432,,,,
1993-08-02,14797525.1272704,33762686.975999996,,,,
1993-08-03,9282561.4697472,29848172.544,,,,
1993-08-04,8722247.6602368,28135572.48,,,,
1993-08-05,7201385.4062592,30826801.152,,,,
1993-08-06,8881397.1376128,33518029.824,,,,
1993-08-07,7162313.6590848,33273372.672,,,,
1993-08-08,16549710.718464,33273372.672,,,,
1993-08-09,11185504.798003199,33518029.824,,,,
1993-08-10,19125412.2832896,32784058.368,,,,
1993-08-11,14096190.9353472,29848172.544,,,,
1993-08-12,13999380.1003008,27646258.176,,,,
1993-08-13,15051723.9081984,25444343.808,,,,
1993-08-14,16762537.9749888,22239335.1168,,,,
1993-08-15,11106064.6207488,23878538.0352,,,,
1993-08-16,19425949.128806397,25199686.656,,,,
1993-08-17,10622279.568384,24955029.504,,,,
1993-08-18,14884696.470528,24955029.504,,,,
1993-08-19,17057374.308863997,24955029.504,,,,
1993-08-20,11506176.927129598,24955029.504,,,,
1993-08-21,13652921.1073536,24955029.504,,,,
1993-08-22,14922789.5890944,24710372.351999998,,,,
1993-08-23,14407517.161267199,24710372.351999998,,,,
1993-08-24,8762567.158886401,24074263.7568,,,,
1993-08-25,15586275.3196032,24098729.472,,,,
1993-08-26,16173232.2929664,24710372.351999998,,,,
1993-08-27,11143472.6992896,25199686.656,,,,
1993-08-28,9690184.7506944,25199686.656,,,,
1993-08-29,17392970.5242624,25199686.656,,,,
1993-08-30,15216891.9515136,24465715.2,,,,
1993-08-31,12406564.17792,24074263.7568,,,,
1993-09-01,15829170.940108798,24049798.0416,,,,
1993-09-02,13838077.639987199,23976400.895999998,,,,
1993-09-03,13510237.056307198,23903003.7504,,,,
1993-09-04,14986400.4486144,23951935.1808,,,,
1993-09-05,15903155.262873601,23927469.4656,,,,
1993-09-06,13507863.8819328,23927469.4656,,,,
1993-09-07,11429746.032844799,24098729.472,,,,
1993-09-08,14002487.2461312,24098729.472,,,,
1993-09-09,12966706.727424,24025332.3264,,,,
1993-09-10,10502813.4810624,23878538.0352,,,,
1993-09-11,7785015.0423552,23707278.0288,,,,
1993-09-12,12471814.2403584,23658346.5984,,,,
1993-09-13,7378370.390016001,23976400.895999998,,,,
1993-09-14,9595257.7757184,21994677.9648,,,,
1993-09-15,13067211.8854656,20355475.0464,,,,
1993-09-16,11301765.876633601,19915092.1728,,,,
1993-09-17,10860722.4287232,19474709.2992,,,,
1993-09-18,11803753.421107199,19597037.8752,,,,
1993-09-19,12015553.117593601,18520546.4064,,,,
1993-09-20,8565300.0972288,17811040.665599998,,,,
1993-09-21,15509599.768166399,17982300.672,,,,
1993-09-22,12614229.1685376,18080163.5328,,,,
1993-09-23,8697170.3021568,17517452.0832,,,,
1993-09-24,11936357.597491201,16954740.6336,,,,
1993-09-25,9645730.546176,16759014.912,,,,
1993-09-26,12553896.7148544,16685617.7664,,,,
1993-09-27,11002990.5626112,16661152.0512,,,,
1993-09-28,9876026.3233536,16734549.1968,,,,
1993-09-29,8316483.773644799,17615314.944,,,,
1993-09-30,7883000.2317312,16783480.6272,,,,
1993-10-01,8440378.1554176,16538823.4752,,,,
1993-10-02,12383297.2827648,16294166.3232,,,,
1993-10-03,8867378.2828032,16318632.0384,,,,
1993-10-04,10516391.9529984,16392029.184,,,,
1993-10-05,17294716.2120192,16416494.8992,,,,
1993-10-06,8082126.687743999,16318632.0384,,,,
1993-10-07,6521483.1808512,16367563.468799999,,,,
1993-10-08,13771971.2775168,15706989.1584,,,,
1993-10-09,11518654.441881599,13064691.9168,,,,
1993-10-10,10764767.893708799,8758726.0416,,,,
1993-10-11,13430625.6190464,6263223.0912,,,,
1993-10-12,11138334.899097601,4379363.0208,,,,
1993-10-13,13078001.265868798,3180542.976,,,,
1993-10-14,12285409.956249598,3180542.976,,,,
1993-10-15,13306878.0315648,3180542.976,,,,
1993-10-16,15430942.4937984,3180542.976,,,,
1993-10-17,10953667.680767998,3205008.6912,,,,
1993-10-18,12587096.6903808,3205008.6912,,,,
1993-10-19,12303172.0654848,3156077.2608,,,,
1993-10-20,15806173.1678208,3131611.5456,,,,
1993-10-21,13275097.06752,3156077.2608,,,,
1993-10-22,12266375.629824,3816651.5712,,,,
1993-10-23,13044385.373184,5382457.344,,,,
1993-10-24,9450176.0845824,5945168.7935999995,,,,
1993-10-25,18978226.5406464,5406923.0592,,,,
1993-10-26,8736217.583616,4354897.3056,,,,
1993-10-27,11967502.4529408,3205008.6912,,,,
1993-10-28,20450304.1585152,3205008.6912,,,,
1993-10-29,4110607.139328,3205008.6912,,,,
1993-10-30,11797049.815142399,3205008.6912,,,,
1993-10-31,11355394.724352,3205008.6912,,,,
1993-11-01,13117586.7930624,3156077.2608,,,,
1993-11-02,14001068.234649599,3156077.2608,,,,
1993-11-03,12452902.242508799,3156077.2608,,,,
1993-11-04,14725816.1160192,3082680.1152,,,,
1993-11-05,13793452.175462399,3082680.1152,,,,
1993-11-06,11904283.044863999,3058214.4,,,,
1993-11-07,12914643.6854784,3058214.4,,,,
1993-11-08,13601249.516851202,3082680.1152,,,,
1993-11-09,15516988.4141568,3058214.4,,,,
1993-11-10,11707945.680383999,3082680.1152,,,,
1993-11-11,9300348.0446976,3082680.1152,,,,
1993-11-12,15659158.685184,3082680.1152,,,,
1993-11-13,17844118.3125504,3082680.1152,,,,
1993-11-14,8483168.6913024,3082680.1152,,,,
1993-11-15,15827433.874329599,3058214.4,,,,
1993-11-16,13907707.0654464,3082680.1152,,,,
1993-11-17,11157564.9512448,3058214.4,,,,
1993-11-18,13133244.8507904,3033748.6848,,,,
1993-11-19,16513183.4056704,3351802.9824,,,,
1993-11-20,12923622.6029568,4330431.5904,,,,
1993-11-21,10355994.724147199,4281500.16,,,,
1993-11-22,7416585.8371584,4379363.0208,,,,
1993-11-23,25583186.74176,4354897.3056,,,,
1993-11-24,16368003.851673601,4428294.4512,,,,
1993-11-25,13200990.4161792,4379363.0208,,,,
1993-11-26,10639845.9518976,4403828.736,,,,
1993-11-27,10667296.484352,4403828.736,,,,
1993-11-28,12938350.9635072,4403828.736,,,,
1993-11-29,12887902.6587648,4379363.0208,,,,
1993-11-30,12913885.248307198,4379363.0208,,,,
1993-12-01,16138857.9631104,4403828.736,,,,
1993-12-02,12440865.1106304,4452760.1663999995,,,,
1993-12-03,16314326.072524799,4477225.8816,,,,
1993-12-04,11634915.520512002,4501691.5967999995,,,,
1993-12-05,20344367.611699197,4501691.5967999995,,,,
1993-12-06,9444181.9843584,4501691.5967999995,,,,
1993-12-07,14943242.9270016,4550623.0272,,,,
1993-12-08,6938721.487872,5309060.1984,,,,
1993-12-09,23288547.313152,5553717.3504,,,,
1993-12-10,15104325.1958784,5553717.3504,,,,
1993-12-11,10103533.0089984,5602648.7808,,,,
1993-12-12,14052470.7022848,5627114.496,,,,
1993-12-13,20730534.460415997,5553717.3504,,,,
1993-12-14,10030062.4662528,5529251.6352,,,,
1993-12-15,11081916.9598464,5455854.4896,,,,
1993-12-16,14344909.3960704,5700511.6416,,,,
1993-12-17,14384788.511846399,5724977.3568,,,,
1993-12-18,13228073.962905599,5724977.3568,,,,
1993-12-19,13869393.755443199,5773908.7872,,,,
1993-12-20,13820609.1193344,5724977.3568,,,,
1993-12-21,11405769.631948799,5651580.2112,,,,
1993-12-22,13771677.6889344,5676045.9264,,,,
1993-12-23,12687650.7798528,5651580.2112,,,,
1993-12-24,10962377.4753792,5627114.496,,,,
1993-12-25,12760338.419712001,5627114.496,,,,
1993-12-26,10962377.4753792,5627114.496,,,,
1993-12-27,14553455.1524352,5651580.2112,,,,
1993-12-28,13973568.7707648,5651580.2112,,,,
1993-12-29,14553455.1524352,5651580.2112,,,,
1993-12-30,13393682.389094401,5651580.2112,,,,
1993-12-31,12186666.3297024,5602648.7808,,,,
1994-01-01,12866250.5008128,5553717.3504,,,,
1994-01-02,15922776.766463999,5578183.0656,,,,
1994-01-03,14703943.7666304,5578183.0656,,,,
1994-01-04,14679624.845721599,5553717.3504,,,,
1994-01-05,14728409.481830401,5602648.7808,,,,
1994-01-06,14134014.931046398,5602648.7808,,,,
1994-01-07,14819054.9566464,5602648.7808,,,,
1994-01-08,13046587.287552001,5578183.0656,,,,
1994-01-09,15560537.3872128,5602648.7808,,,,
1994-01-10,13678243.122585598,5602648.7808,,,,
1994-01-11,12875327.281152,5406923.0592,,,,
1994-01-12,12924258.711552002,5455854.4896,,,,
1994-01-13,16677030.3003648,5504785.92,,,,
1994-01-14,13665227.3620992,5553717.3504,,,,
1994-01-15,10010122.908364799,5553717.3504,,,,
1994-01-16,15078905.317785598,5578183.0656,,,,
1994-01-17,16728628.493721599,5309060.1984,,,,
1994-01-18,13785647.6123136,5553717.3504,,,,
1994-01-19,13166762.8806144,5553717.3504,,,,
1994-01-20,12541345.8029568,5578183.0656,,,,
1994-01-21,13810113.3275136,5578183.0656,,,,
1994-01-22,13188855.42144,5529251.6352,,,,
1994-01-23,12693767.2086528,5602648.7808,,,,
1994-01-24,14647599.2245248,5602648.7808,,,,
1994-01-25,11450468.4936192,5651580.2112,,,,
1994-01-26,14696701.9149312,5651580.2112,,,,
1994-01-27,14225883.691622399,4550623.0272,,,,
1994-01-28,12053059.0589952,3669857.28,,,,
1994-01-29,14736556.564992001,3107145.8304,,,,
1994-01-30,11621850.8285952,3107145.8304,,,,
1994-01-31,12320004.4775424,3107145.8304,,,,
1994-02-01,11003895.7940736,3107145.8304,,,,
1994-02-02,10329791.943168,3107145.8304,,,,
1994-02-03,11028361.5092736,3131611.5456,,,,
1994-02-04,12344470.1927424,3131611.5456,,,,
1994-02-05,11645925.092352001,3107145.8304,,,,
1994-02-06,11645925.092352001,3107145.8304,,,,
1994-02-07,12542715.883008,3156077.2608,,,,
1994-02-08,13221223.562649598,3180542.976,,,,
1994-02-09,12418527.9126528,3718788.7103999997,,,,
1994-02-10,16299230.7262464,4917608.7552,,,,
1994-02-11,14433083.8336512,5700511.6416,,,,
1994-02-12,13639954.2782976,5627114.496,,,,
1994-02-13,12356311.5988992,5651580.2112,,,,
1994-02-14,12503203.75296,5749443.072,,,,
1994-02-15,12503350.5472512,5676045.9264,,,,
1994-02-16,14412581.5643136,5553717.3504,,,,
1994-02-17,15111958.4990208,5553717.3504,,,,
1994-02-18,11632713.606144,5504785.92,,,,
1994-02-19,14339184.418713601,5480320.2047999995,,,,
1994-02-20,13673105.3223936,5480320.2047999995,,,,
1994-02-21,15063027.0686208,5504785.92,,,,
1994-02-22,12332090.5408512,5504785.92,,,,
1994-02-23,15214225.1885568,5529251.6352,,,,
1994-02-24,12504378.1072896,5553717.3504,,,,
1994-02-25,15889356.5995008,5480320.2047999995,,,,
1994-02-26,17377336.9322496,5578183.0656,,,,
1994-02-27,14851202.906419199,5798374.5024,,,,
1994-02-28,16011685.175500799,5602648.7808,,,,
1994-03-01,14621543.2378368,5602648.7808,,,,
1994-03-02,14701154.6750976,5578183.0656,,,,
1994-03-03,14033583.170150401,5553717.3504,,,,
1994-03-04,14058195.679641599,5578183.0656,,,,
1994-03-05,13309691.5888128,5553717.3504,,,,
1994-03-06,12595855.416422399,5529251.6352,,,,
1994-03-07,14508511.6336128,6752537.3952,,,,
1994-03-08,12142358.9194752,7902426.0095999995,,,,
1994-03-09,14969029.7908224,7902426.0095999995,,,,
1994-03-10,14269603.924684798,7926891.7248,,,,
1994-03-11,12890716.2160128,7926891.7248,,,,
1994-03-12,10005205.2996096,7902426.0095999995,,,,
1994-03-13,14338572.775833601,7902426.0095999995,,,,
1994-03-14,10853382.714163199,9419300.352,,,,
1994-03-15,12052349.553254401,10618120.3968,,,,
1994-03-16,-1513008.7593983999,10618120.3968,,,,
1994-03-17,24893400.3674112,10593654.6816,,,,
1994-03-18,9810189.0837504,10544723.2512,,,,
1994-03-19,9820709.3412864,10520257.536,,,,
1994-03-20,11954339.8981632,10520257.536,,,,
1994-03-21,15546787.655270401,10544723.2512,,,,
1994-03-22,-4139158.6289664,10202203.2384,,,,
1994-03-23,28087521.815347202,9443766.0672,,,,
1994-03-24,12312077.5858176,9443766.0672,,,,
1994-03-25,10951245.574963199,9517163.2128,,,,
1994-03-26,13843998.343065599,9541628.928,,,,
1994-03-27,8254340.8570368,9688423.2192,,,,
1994-03-28,12581200.4530176,9712888.9344,,,,
1994-03-29,10387971.4139136,9688423.2192,,,,
1994-03-30,4000756.07808,9737354.6496,,,,
1994-03-31,9566657.3546496,8832123.1872,,,,
1994-04-01,9238229.593804799,8538534.6048,,,,
1994-04-02,12791972.5894656,8489603.1744,,,,
1994-04-03,-1500457.8475008,8538534.6048,,,,
1994-04-04,25945817.572454397,9419300.352,,,,
1994-04-05,12250546.3120896,11498886.144,,,,
1994-04-06,14233565.9261952,12795569.0496,,,,
1994-04-07,14278020.1307136,13554006.2208,,,,
1994-04-08,21321846.3310848,14826223.4112,,,,
1994-04-09,11169357.4259712,16881343.487999998,,,,
1994-04-10,16025043.456,16000577.740799999,,,,
1994-04-11,17772091.2470016,15609126.2976,,,,
1994-04-12,11399897.8603008,16367563.468799999,,,,
1994-04-13,12907377.368064,16440960.6144,,,,
1994-04-14,10787545.47456,16489892.0448,,,,
1994-04-15,20860398.476697598,17957834.9568,,,,
1994-04-16,13307514.14016,19009860.7104,,,,
1994-04-17,13332126.649651201,19034326.4256,,,,
1994-04-18,13554789.1236864,19939557.888,,,,
1994-04-19,12794688.2838528,22019143.68,,,,
1994-04-20,17179972.0077312,24147660.9024,,,,
1994-04-21,13323367.9236096,25199686.656,,,,
1994-04-22,21867725.3686272,25933658.112,,,,
1994-04-23,22233732.4680192,25689000.96,,,,
1994-04-24,22947788.831846397,24955029.504,,,,
1994-04-25,16226151.634944,21823417.9584,,,,
1994-04-26,31549029.064704,17370657.792,,,,
1994-04-27,23659765.6098816,17957834.9568,,,,
1994-04-28,23177130.4461312,18887532.1344,,,,
1994-04-29,22507601.683968,20355475.0464,,,,
1994-04-30,19693873.1759616,21064980.7872,,,,
1994-05-01,8931184.8680448,20208680.7552,,,,
1994-05-02,15473806.426828798,19670435.0208,,,,
1994-05-03,9027946.7716608,20257612.1856,,,,
1994-05-04,9303944.504832,21187309.3632,,,,
1994-05-05,9477504.2884608,21334103.6544,,,,
1994-05-06,16370548.2860544,21162843.648,,,,
1994-05-07,-2352794.4336384,20600132.1984,,,,
1994-05-08,11735371.747123199,20649063.6288,,,,
1994-05-09,8922817.5934464,21970212.2496,,,,
1994-05-10,5204542.6630656,23780675.174399998,,,,
1994-05-11,10867279.2403968,25933658.112,,,,
1994-05-12,-74644.8970752,27646258.176,,,,
1994-05-13,9963124.269465601,28135572.48,,,,
1994-05-14,16706927.4043392,27401601.024,,,,
1994-05-15,15735760.8394752,27156943.872,,,,
1994-05-16,23337160.6892544,27156943.872,,,,
1994-05-17,29961987.0511104,26422972.416,,,,
1994-05-18,20446952.3555328,24955029.504,,,,
1994-05-19,17151787.5038208,23682812.3136,,,,
1994-05-20,15321531.815423999,23217963.724799998,,,,
1994-05-21,19617564.6102528,24172126.6176,,,,
1994-05-22,13503044.1360384,25444343.808,,,,
1994-05-23,13249408.06656,26422972.416,,,,
1994-05-24,9998991.007948799,27156943.872,,,,
1994-05-25,9109417.6032768,27890915.327999998,,,,
1994-05-26,7662588.603494399,28380229.632,,,,
1994-05-27,-4832296.8062976,28869543.936,,,,
1994-05-28,22517436.9014784,29358858.24,,,,
1994-05-29,12689412.3113472,28624886.783999998,,,,
1994-05-30,15841966.5091584,27890915.327999998,,,,
1994-05-31,14711919.5897856,28624886.783999998,,,,
1994-06-01,16891839.2798208,28135572.48,,,,
1994-06-02,21567017.263104003,25199686.656,,,,
1994-06-03,16846871.2952832,23658346.5984,,,,
1994-06-04,18407783.9250432,25199686.656,,,,
1994-06-05,21209034.918297596,27401601.024,,,,
1994-06-06,13401413.5550976,28380229.632,,,,
1994-06-07,13061266.716672001,28624886.783999998,,,,
1994-06-08,11215622.0934144,29603515.392,,,,
1994-06-09,13256600.986828798,29114201.088,,,,
1994-06-10,9880014.234931199,28869543.936,,,,
1994-06-11,8434530.8494848,29114201.088,,,,
1994-06-12,9626745.1511808,28869543.936,,,,
1994-06-13,-436884.2763264,29114201.088,,,,
1994-06-14,12959146.821427198,29848172.544,,,,
1994-06-15,5442496.2091008,30092829.696,,,,
1994-06-16,10879096.1808384,30092829.696,,,,
1994-06-17,11232258.779750401,30582144.0,,,,
1994-06-18,7410322.614067201,30826801.152,,,,
1994-06-19,8950781.90592,29848172.544,,,,
1994-06-20,10479742.311628798,29358858.24,,,,
1994-06-21,20338300.1143296,30092829.696,,,,
1994-06-22,-4090936.7043072,31071458.304,,,,
1994-06-23,6618489.7416192,30337486.848,,,,
1994-06-24,8929937.1165696,31316115.456,,,,
1994-06-25,6645230.7683328,33518029.824,,,,
1994-06-26,3522353.4830592,33762686.975999996,,,,
1994-06-27,11699235.8857728,34741315.584,,,,
1994-06-28,8158484.1848832,34496658.432,,,,
1994-06-29,5826069.6920064,33273372.672,,,,
1994-06-30,5536982.8012032,32539401.216,,,,
1994-07-01,9537225.099264,32784058.368,,,,
1994-07-02,4652082.3481344,34741315.584,,,,
1994-07-03,6090715.333324799,34007344.128,,,,
1994-07-04,12262632.3753984,31560772.608,,,,
1994-07-05,10215488.121753601,30826801.152,,,,
1994-07-06,10423617.96096,30582144.0,,,,
1994-07-07,8701231.61088,30092829.696,,,,
1994-07-08,9257924.4945408,31071458.304,,,,
1994-07-09,11085342.1599744,31805429.759999998,,,,
1994-07-10,10281496.6213632,31805429.759999998,,,,
1994-07-11,5480540.396236801,31805429.759999998,,,,
1994-07-12,9601936.915968,31805429.759999998,,,,
1994-07-13,12087751.4431488,31805429.759999998,,,,
1994-07-14,11147264.885145599,31071458.304,,,,
1994-07-15,8837383.315968,31071458.304,,,,
1994-07-16,11104841.334988799,30582144.0,,,,
1994-07-17,10904393.730355201,31071458.304,,,,
1994-07-18,12772302.154444799,31071458.304,,,,
1994-07-19,10278487.3383936,31071458.304,,,,
1994-07-20,13220024.7426048,31805429.759999998,,,,
1994-07-21,13048520.0790528,31805429.759999998,,,,
1994-07-22,10773820.208332801,31316115.456,,,,
1994-07-23,17269271.868211202,30826801.152,,,,
1994-07-24,15226384.6490112,30582144.0,,,,
1994-07-25,14079823.3718784,30337486.848,,,,
1994-07-26,14305226.006016001,30337486.848,,,,
1994-07-27,13557945.200947199,28869543.936,,,,
1994-07-28,17369630.2319616,31316115.456,,,,
1994-07-29,21073812.9103872,31805429.759999998,,,,
1994-07-30,15375454.2517248,31805429.759999998,,,,
1994-07-31,19010668.079001598,31560772.608,,,,
1994-08-01,19108971.322675202,29358858.24,,,,
1994-08-02,20914492.1730048,28624886.783999998,,,,
1994-08-03,23505582.6726912,27890915.327999998,,,,
1994-08-04,26938734.158131197,27401601.024,,,,
1994-08-05,13714403.4496512,27401601.024,,,,
1994-08-06,22645832.974848,27401601.024,,,,
1994-08-07,22856189.1941376,27646258.176,,,,
1994-08-08,17941785.4476288,27890915.327999998,,,,
1994-08-09,22836983.6077056,27890915.327999998,,,,
1994-08-10,17983426.0948992,27156943.872,,,,
1994-08-11,25942147.7151744,26912286.72,,,,
1994-08-12,16875447.2506368,26178315.264,,,,
1994-08-13,24144504.8251392,25689000.96,,,,
1994-08-14,21467001.4193664,24955029.504,,,,
1994-08-15,18482037.3706752,24172126.6176,,,,
1994-08-16,18470636.347392,23462620.8768,,,,
1994-08-17,19776493.896192,23658346.5984,,,,
1994-08-18,18736334.014464,23976400.895999998,,,,
1994-08-19,17854173.7214976,24147660.9024,,,,
1994-08-20,12678745.25952,23976400.895999998,,,,
1994-08-21,17931534.31296,23805140.8896,,,,
1994-08-22,12413047.592447998,22728649.4208,,,,
1994-08-23,16299059.46624,21113912.2176,,,,
1994-08-24,11888184.6042624,20624597.9136,,,,
1994-08-25,14312981.6377344,19743832.1664,,,,
1994-08-26,13449537.616896,18863066.4192,,,,
1994-08-27,11472267.4458624,18863066.4192,,,,
1994-08-28,11655050.8041216,18863066.4192,,,,
1994-08-29,9693169.5679488,18838600.704,,,,
1994-08-30,14351784.2620416,18863066.4192,,,,
1994-08-31,10877138.9236224,18031232.1024,,,,
1994-09-01,11499130.801152,16979206.3488,,,,
1994-09-02,7780537.8164735995,17028137.7792,,,,
1994-09-03,12313741.2544512,17223863.5008,,,,
1994-09-04,9559121.914368,17321726.3616,,,,
1994-09-05,12611537.939865598,17223863.5008,,,,
1994-09-06,10613227.25376,17028137.7792,,,,
1994-09-07,11437893.116006399,16930274.9184,,,,
1994-09-08,9260786.9832192,17126000.64,,,,
1994-09-09,8505163.369267201,17003672.064,,,,
1994-09-10,9320923.7111808,17052603.4944,,,,
1994-09-11,6679531.7010432,17126000.64,,,,
1994-09-12,11369707.167744,17248329.216,,,,
1994-09-13,4848688.8354816,17321726.3616,,,,
1994-09-14,11144647.0536192,17688712.0896,,,,
1994-09-15,10243305.639936,18275889.2544,,,,
1994-09-16,8575600.163328,17713177.8048,,,,
1994-09-17,8080707.676262399,16759014.912,,,,
1994-09-18,9649473.8006016,16514357.76,,,,
1994-09-19,8990367.4331136,16440960.6144,,,,
1994-09-20,7509824.677785601,16392029.184,,,,
1994-09-21,11321925.6259584,16318632.0384,,,,
1994-09-22,6261901.9425792,16318632.0384,,,,
1994-09-23,8631822.3768576,16318632.0384,,,,
1994-09-24,10494715.3293312,16220769.1776,,,,
1994-09-25,10150482.7164672,16171837.7472,,,,
1994-09-26,13505050.324684799,16147372.032,,,,
1994-09-27,13220978.9054976,16171837.7472,,,,
1994-09-28,13824597.030912,16171837.7472,,,,
1994-09-29,14091346.7237376,15682523.4432,,,,
1994-09-30,20226442.8644352,13798663.3728,,,,
1994-10-01,16258079.39328,12526446.1824,,,,
1994-10-02,22137264.152985603,12624309.0432,,,,
1994-10-03,16217662.031769598,11131900.416,,,,
1994-10-04,20703573.2422656,8929986.048,,,,
1994-10-05,17577931.3311744,7437577.4207999995,,,,
1994-10-06,18854992.733184,6336620.2368,,,,
1994-10-07,15106160.1245184,6336620.2368,,,,
1994-10-08,14880537.298944,6336620.2368,,,,
1994-10-09,13587157.264896,6263223.0912,,,,
1994-10-10,11600883.710668799,6703605.9648,,,,
1994-10-11,15449291.7801984,6948263.1168,,,,
1994-10-12,8318392.0994304,6850400.256,,,,
1994-10-13,8168710.8538368,6581277.3888,,,,
1994-10-14,5350064.7370752,5504785.92,,,,
1994-10-15,4931847.8014464,5039937.3312,,,,
1994-10-16,5073235.1695872005,4966540.1855999995,,,,
1994-10-17,4875576.6564863995,4991005.9008,,,,
1994-10-18,37813108.455936,5137800.192,,,,
1994-10-19,10533395.6250624,5039937.3312,,,,
1994-10-20,9648788.760576,2960351.5392,,,,
1994-10-21,10532539.325030401,873426.03264,,,,
1994-10-22,11396130.14016,839174.03136,,,,
1994-10-23,10679945.2591104,844067.1744,,,,
1994-10-24,10241421.779865598,846513.74592,,,,
1994-10-25,10466653.153996801,851406.88896,,,,
1994-10-26,10424205.1381248,858746.60352,,,,
1994-10-27,9204295.6468224,858746.60352,,,,
1994-10-28,5936116.478976,863639.74656,,,,
1994-10-29,13110491.7356544,866086.31808,,,,
1994-10-30,10354722.5069568,1179247.47264,,,,
1994-10-31,8677279.6756992,1370080.0511999999,,,,
1994-11-01,10002171.550924798,1387206.05184,,,,
1994-11-02,11952456.038092801,1472836.05504,,,,
1994-11-03,9840453.1734528,856300.032,,,,
1994-11-04,15221100.054527998,1304022.62016,,,,
1994-11-05,12005008.3943424,1952364.07296,,,,
1994-11-06,11971783.9531008,1849608.06912,,,,
1994-11-07,12014231.9689728,1852054.6406399999,,,,
1994-11-08,12923451.3429504,1570698.91584,,,,
1994-11-09,12546777.191731201,863639.74656,,,,
1994-11-10,13344090.384383999,738864.59904,,,,
1994-11-11,10249152.9458688,751097.45664,,,,
1994-11-12,6335715.005337601,755990.59968,,,,
1994-11-13,16204988.791296,760883.74272,,,,
1994-11-14,10823118.6244608,760883.74272,,,,
1994-11-15,16226078.2377984,765776.88576,,,,
1994-11-16,7041355.163136001,770670.0288,,,,
1994-11-17,13431066.00192,770670.0288,,,,
1994-11-18,14277824.404992001,773116.60032,,,,
1994-11-19,12627318.326169599,760883.74272,,,,
1994-11-20,12290816.8793088,748650.88512,,,,
1994-11-21,9849529.953792,758437.1712,,,,
1994-11-22,11777868.6944256,751097.45664,,,,
