date,avg water temperature (C),min_temp(C),max_temp(C),inflow(m3/d),outflow(m3/d)
1982-02-28,,,,718288.9325568,437936.30208
1982-03-01,,,,706985.7721344001,452615.7312
1982-03-02,,,,903763.519488,567604.59264
1982-03-03,,,,867456.3981312,516226.59072
1982-03-04,,,,1343387.9559168,954162.8928
1982-03-05,,,,1749616.6910976,1502194.91328
1982-03-06,,,,1499038.8360192,1355400.62208
1982-03-07,,,,1175039.3696255998,978628.608
1982-03-08,,,,1113728.2873344,719292.02688
1982-03-09,,,,1309747.5975168,807368.6015999999
1982-03-10,,,,1642212.2013696,1296682.9056
1982-03-11,,,,1610431.2373248,1370080.0511999999
1982-03-12,,,,1124591.0648832,990861.4656
1982-03-13,,,,1193217.3960191999,817154.88768
1982-03-14,,,,1172348.1409536,929697.1775999999
1982-03-15,,,,1487050.6355712,1311362.33472
1982-03-16,,,,1265342.3244288,1149888.6144
1982-03-17,,,,1126107.9392255999,1052025.7536
1982-03-18,,,,1118376.7732224,941930.0352
1982-03-19,,,,986433.1711488,836727.45984
1982-03-20,,,,928155.8375424,778009.74336
1982-03-21,,,,1056992.2937856,892998.6048
1982-03-22,,,,976402.2279168,880765.7472
1982-03-23,,,,1069763.39712,905231.4624
1982-03-24,,,,1155662.5231872,990861.4656
1982-03-25,,,,938969.6836608,856300.032
1982-03-26,,,,1059903.7138944,880765.7472
1982-03-27,,,,1035853.9158527999,856300.032
1982-03-28,,,,941685.3780479999,817154.88768
1982-03-29,,,,781190.286336,670360.59648
1982-03-30,,,,700869.3433344001,506440.30464
1982-03-31,,,,786939.7294079999,452615.7312
1982-04-01,,,,676379.1624192,452615.7312
1982-04-02,,,,704979.583488,452615.7312
1982-04-03,,,,593269.1278848,452615.7312
1982-04-04,,,,426902.2645248,342520.01279999997
1982-04-05,,,,527529.7511424,259336.58112
1982-04-06,,,,414889.5983616,259336.58112
1982-04-07,,,,415256.58408959996,259336.58112
1982-04-08,,,,425336.458752,259336.58112
1982-04-09,,,,372784.1025024,264229.72416
1982-04-10,,,,330800.93521920004,264229.72416
1982-04-11,,,,876949.0956288,748650.88512
1982-04-12,,,,1121312.6590463999,1149888.6144
1982-04-13,,,,1219273.3827072,1162121.472
1982-04-14,,,,1675656.834048,1575592.05888
1982-04-15,,,,1415684.1443328,1472836.05504
1982-04-16,,,,1013247.5950079999,1027560.0384
1982-04-17,,,,750167.7594624,807368.6015999999
1982-04-18,,,,1027755.7641216,856300.032
1982-04-19,,,,903054.0137472,817154.88768
1982-04-20,,,,627447.7320192,670360.59648
1982-04-21,,,,380637.59708160005,437936.30208
1982-04-22,,,,854098.117632,567604.59264
1982-04-23,,,,767611.8144,738864.59904
1982-04-24,,,,937648.53504,966395.7504
1982-04-25,,,,746057.5193088,846513.74592
1982-04-26,,,,365762.44224,408577.44384
1982-04-27,,,,605183.9311872,217744.86528
1982-04-28,,,,735635.1246336,259336.58112
1982-04-29,,,,898209.8021376,506440.30464
1982-04-30,,,,612425.7828864,408577.44384
1982-05-01,,,,707988.8664576,459955.44576
1982-05-02,,,,677137.5995904,516226.59072
1982-05-03,,,,628059.3748991999,540692.30592
1982-05-04,,,,547885.2261888,533352.59136
1982-05-05,,,,540056.1973248001,481974.58944
1982-05-06,,,,431036.9703936,459955.44576
1982-05-07,,,,313821.7288704,386558.30016
1982-05-08,,,,349101.29018879996,379218.5856
1982-05-09,,,,326470.5036288,325394.01216
1982-05-10,,,,325394.01216,325394.01216
1982-05-11,,,,325394.01216,325394.01216
1982-05-12,,,,383500.08576,325394.01216
1982-05-13,,,,305821.44,305821.44
1982-05-14,,,,228314.0542464,300928.29696
1982-05-15,,,,278835.75613439997,293588.5824
1982-05-16,,,,225182.44270080002,254443.43808
1982-05-17,,,,237219.57457919998,207958.5792
1982-05-18,,,,310151.8715904,237317.43744
1982-05-19,,,,249550.29504,249550.29504
1982-05-20,,,,227237.5627776,198172.29312
1982-05-21,,,,190612.3871232,161473.72032
1982-05-22,,,,161473.72032,161473.72032
1982-05-23,,,,146941.0854912,161473.72032
1982-05-24,,,,173119.4007552,129668.29056
1982-05-25,,,,86070.38607359999,114988.86144
1982-05-26,,,,71317.55980799999,114988.86144
1982-05-27,,,,80883.65445120001,95416.28928
1982-05-28,,,,131747.876352,88076.57472
1982-05-29,,,,117141.8443776,88076.57472
1982-05-30,,,,63757.6538112,78290.28864
1982-05-31,,,,99869.0494464,70950.57408
1982-06-01,,,,70950.57408,70950.57408
1982-06-02,,,,70950.57408,70950.57408
1982-06-03,,,,24906.0980736,53824.57344
1982-06-04,,,,-9272.5060608,48931.4304
1982-06-05,,,,94902.5092608,36698.5728
1982-06-06,,,,14826.223411199999,29358.85824
1982-06-07,,,,43891.4930688,29358.85824
1982-06-08,,,,12379.6518912,26912.28672
1982-06-09,,,,81324.03732480001,23242.42944
1982-06-10,,,,-47561.350348800006,10520.257536
1982-06-11,,,,3474.1315584,134561.4336
1982-06-12,,,,2862.4886783999996,134561.4336
1982-06-13,,,,61604.6708736,134561.4336
1982-06-14,,,,-7046.1259776,51378.00192
1982-06-15,,,,17126.00064,17126.00064
1982-06-16,,,,17126.00064,17126.00064
1982-06-17,,,,17126.00064,17126.00064
1982-06-18,,,,24710.372352,83183.43168
1982-06-19,,,,33126.5783808,222638.00832
1982-06-20,,,,-23633.8808832,281355.72479999997
1982-06-21,,,,49567.538995200004,281355.72479999997
1982-06-22,,,,-7315.2488448,281355.72479999997
1982-06-23,,,,6556.8116736,281355.72479999997
1982-06-24,,,,10300.0660992,281355.72479999997
1982-06-25,,,,42863.933030399996,357199.44192
1982-06-26,,,,2789.0915327999996,401237.72927999997
1982-06-27,,,,25860.2609664,393898.01472
1982-06-28,,,,-14875.1548416,393898.01472
1982-06-29,,,,57274.2392832,393898.01472
1982-06-30,,,,30851.266867199996,393898.01472
1982-07-01,,,,4624.020172799999,393898.01472
1982-07-02,,,,48075.130368,393898.01472
1982-07-03,,,,49518.6075648,393898.01472
1982-07-04,,,,10202.2032384,393898.01472
1982-07-05,,,,39071.7471744,393898.01472
1982-07-06,,,,67892.35968,393898.01472
1982-07-07,,,,28649.352499200002,393898.01472
1982-07-08,,,,84186.5260032,393898.01472
1982-07-09,,,,31903.2926208,393898.01472
1982-07-10,,,,26276.1781248,386558.30016
1982-07-11,,,,30680.006860799997,481974.58944
1982-07-12,,,,19034.3264256,533352.59136
1982-07-13,,,,22459.5265536,533352.59136
1982-07-14,,,,-22704.183705599997,523566.30528
1982-07-15,,,,-11425.4889984,523566.30528
1982-07-16,,,,293.5885824,523566.30528
1982-07-17,,,,-22532.9236992,523566.30528
1982-07-18,,,,-5162.2659072,523566.30528
1982-07-19,,,,-15242.1405696,574944.3072
1982-07-20,,,,-28013.243904,609196.30848
1982-07-21,,,,-33958.412697600004,636108.5952
1982-07-22,,,,-52723.616256,699719.45472
1982-07-23,,,,-27988.7781888,729078.31296
1982-07-24,,,,-54069.230592,719292.02688
1982-07-25,,,,-45457.29884159999,719292.02688
1982-07-26,,,,-53628.8477184,738864.59904
1982-07-27,,,,-33273.372672,797582.31552
1982-07-28,,,,-44845.655961599994,846513.74592
1982-07-29,,,,-30826.801152,836727.45984
