date,max_temp(C),min_temp(C),avg_temp(C)
2016-05-19 00:00:00+00:00,18.6,15.2,16.5
2016-05-20 00:00:00+00:00,19.0,14.3,16.0
2016-05-21 00:00:00+00:00,16.5,13.8,15.1
2016-05-22 00:00:00+00:00,17.3,13.6,15.0
2016-05-23 00:00:00+00:00,18.3,14.6,16.2
2016-05-24 00:00:00+00:00,19.1,14.5,16.7
2016-05-25 00:00:00+00:00,18.3,14.5,16.3
2016-05-26 00:00:00+00:00,17.3,14.6,15.9
2016-05-27 00:00:00+00:00,17.9,14.3,15.9
2016-05-28 00:00:00+00:00,20.5,13.4,16.7
2016-05-29 00:00:00+00:00,19.8,15.1,17.1
2016-05-30 00:00:00+00:00,22.4,14.6,18.2
2016-05-31 00:00:00+00:00,24.4,15.6,19.6
2016-06-01 00:00:00+00:00,23.5,17.5,20.6
2016-06-02 00:00:00+00:00,21.2,18.0,18.9
2016-06-03 00:00:00+00:00,26.0,16.7,20.7
2016-06-04 00:00:00+00:00,27.9,18.7,23.1
2016-06-05 00:00:00+00:00,28.4,21.1,24.8
2016-06-06 00:00:00+00:00,28.9,22.2,25.5
2016-06-07 00:00:00+00:00,27.2,21.5,24.2
2016-06-08 00:00:00+00:00,25.5,21.4,23.2
2016-06-09 00:00:00+00:00,22.6,19.0,20.2
2016-06-10 00:00:00+00:00,20.1,17.2,18.5
2016-06-11 00:00:00+00:00,20.0,15.5,17.7
2016-06-12 00:00:00+00:00,24.1,15.4,19.3
2016-06-13 00:00:00+00:00,20.8,16.8,18.2
2016-06-14 00:00:00+00:00,19.7,15.4,17.3
2016-06-15 00:00:00+00:00,19.2,14.5,16.7
2016-06-16 00:00:00+00:00,18.6,14.0,16.4
2016-06-17 00:00:00+00:00,20.0,14.7,16.9
2016-06-18 00:00:00+00:00,19.2,16.0,17.5
2016-06-19 00:00:00+00:00,22.4,15.4,18.3
2016-06-20 00:00:00+00:00,23.2,17.2,20.3
2016-06-21 00:00:00+00:00,21.6,18.3,19.5
2016-06-22 00:00:00+00:00,21.8,18.4,19.9
2016-06-23 00:00:00+00:00,21.8,16.9,18.5
2016-06-24 00:00:00+00:00,19.0,16.3,17.7
2016-06-25 00:00:00+00:00,25.0,15.0,19.5
2016-06-26 00:00:00+00:00,26.2,17.0,21.2
2016-06-27 00:00:00+00:00,25.3,20.0,22.5
2016-06-28 00:00:00+00:00,24.5,20.2,21.7
2016-06-29 00:00:00+00:00,23.6,20.2,21.3
2016-06-30 00:00:00+00:00,26.4,19.7,22.8
2016-07-01 00:00:00+00:00,23.8,20.0,21.4
2016-07-02 00:00:00+00:00,23.1,21.1,22.0
2016-07-03 00:00:00+00:00,23.1,20.9,21.7
2016-07-04 00:00:00+00:00,22.0,19.6,20.2
2016-07-05 00:00:00+00:00,20.3,18.9,19.5
2016-07-06 00:00:00+00:00,21.4,19.0,20.0
2016-07-07 00:00:00+00:00,22.2,20.4,21.1
2016-07-08 00:00:00+00:00,21.6,18.9,20.0
2016-07-09 00:00:00+00:00,20.7,17.7,19.1
2016-07-10 00:00:00+00:00,20.5,17.4,18.6
2016-07-12 00:00:00+00:00,20.8,17.8,19.4
2016-07-13 00:00:00+00:00,21.7,18.6,19.8
2016-07-14 00:00:00+00:00,22.5,19.5,20.6
2016-07-15 00:00:00+00:00,22.5,19.3,20.3
2016-07-16 00:00:00+00:00,20.9,19.1,19.7
2016-07-17 00:00:00+00:00,21.0,19.4,20.1
2016-07-18 00:00:00+00:00,21.0,19.5,20.1
2016-07-19 00:00:00+00:00,21.6,19.6,20.4
2016-07-20 00:00:00+00:00,21.5,19.4,20.2
2016-07-21 00:00:00+00:00,24.2,20.6,22.4
2016-07-22 00:00:00+00:00,24.1,20.0,22.1
2016-07-23 00:00:00+00:00,23.6,18.2,20.4
2016-07-24 00:00:00+00:00,21.8,18.6,19.9
2016-07-25 00:00:00+00:00,22.8,20.5,21.4
2016-07-26 00:00:00+00:00,22.9,21.4,22.1
2016-07-27 00:00:00+00:00,23.0,21.4,22.2
2016-07-28 00:00:00+00:00,23.9,22.2,22.9
2016-07-29 00:00:00+00:00,24.7,22.8,23.6
2016-07-30 00:00:00+00:00,24.9,22.4,23.4
2016-07-31 00:00:00+00:00,23.9,21.3,22.1
2016-08-01 00:00:00+00:00,22.6,20.4,21.2
2016-08-02 00:00:00+00:00,22.2,20.5,21.1
2016-08-03 00:00:00+00:00,21.3,19.5,20.2
2016-08-04 00:00:00+00:00,23.0,20.3,21.4
2016-08-05 00:00:00+00:00,23.2,21.2,22.2
2016-08-06 00:00:00+00:00,23.0,20.1,21.2
2016-08-07 00:00:00+00:00,22.5,20.2,20.9
2016-08-08 00:00:00+00:00,20.7,19.4,19.9
2016-08-09 00:00:00+00:00,20.5,19.1,19.6
2016-08-10 00:00:00+00:00,22.0,18.8,19.7
2016-08-11 00:00:00+00:00,23.0,19.3,20.9
2016-08-12 00:00:00+00:00,23.1,21.0,22.0
2016-08-13 00:00:00+00:00,23.8,22.6,23.2
2016-08-14 00:00:00+00:00,24.0,22.3,23.0
2016-08-15 00:00:00+00:00,23.4,21.7,22.5
2016-08-16 00:00:00+00:00,23.4,21.4,22.4
2016-08-17 00:00:00+00:00,23.4,20.9,22.2
2016-08-18 00:00:00+00:00,23.4,21.1,22.3
2016-08-19 00:00:00+00:00,23.6,22.0,22.8
2016-08-20 00:00:00+00:00,24.0,22.3,23.0
2016-08-21 00:00:00+00:00,24.0,21.6,22.5
2016-08-22 00:00:00+00:00,22.8,20.2,21.1
2016-08-23 00:00:00+00:00,21.7,19.2,20.4
2016-08-24 00:00:00+00:00,22.3,19.4,20.9
2016-08-25 00:00:00+00:00,23.4,20.2,21.8
2016-08-26 00:00:00+00:00,24.0,20.7,22.3
2016-08-27 00:00:00+00:00,23.7,20.9,22.2
2016-08-28 00:00:00+00:00,23.1,20.4,21.7
2016-08-29 00:00:00+00:00,23.0,20.2,21.6
2016-08-30 00:00:00+00:00,22.1,19.8,20.6
2016-08-31 00:00:00+00:00,20.3,19.1,19.6
2016-09-01 00:00:00+00:00,19.2,17.8,18.6
2016-09-02 00:00:00+00:00,19.4,17.6,18.4
2016-09-03 00:00:00+00:00,19.8,16.3,17.9
2016-09-04 00:00:00+00:00,18.9,16.1,17.3
2016-09-05 00:00:00+00:00,18.7,16.1,17.2
2016-09-06 00:00:00+00:00,18.2,16.6,17.4
2016-09-07 00:00:00+00:00,20.2,16.3,17.7
2016-09-08 00:00:00+00:00,21.0,17.1,18.7
2016-09-09 00:00:00+00:00,20.4,17.0,18.4
2016-09-10 00:00:00+00:00,19.5,17.4,18.4
2016-09-11 00:00:00+00:00,19.6,17.7,18.5
2016-09-12 00:00:00+00:00,18.6,17.0,17.6
2016-09-14 00:00:00+00:00,17.7,16.1,16.7
2016-09-15 00:00:00+00:00,18.1,16.1,16.9
2016-09-16 00:00:00+00:00,18.4,16.4,17.3
2016-09-17 00:00:00+00:00,18.3,16.6,17.3
2016-09-18 00:00:00+00:00,19.2,16.4,17.5
2016-09-19 00:00:00+00:00,17.6,15.5,16.6
2016-09-20 00:00:00+00:00,18.3,15.6,16.7
2016-09-21 00:00:00+00:00,18.1,15.0,16.4
2016-09-22 00:00:00+00:00,16.7,14.9,15.7
2016-09-23 00:00:00+00:00,15.7,14.8,15.0
2016-09-24 00:00:00+00:00,16.2,14.4,15.0
2016-09-25 00:00:00+00:00,17.2,14.6,15.5
2016-09-26 00:00:00+00:00,17.8,15.8,16.7
2016-09-27 00:00:00+00:00,18.1,17.1,17.5
2016-09-28 00:00:00+00:00,17.4,15.6,16.2
2016-09-29 00:00:00+00:00,16.5,15.1,15.6
2016-09-30 00:00:00+00:00,15.8,14.3,14.9
2016-10-01 00:00:00+00:00,15.4,14.3,14.8
2016-10-02 00:00:00+00:00,14.8,13.7,14.2
2016-10-03 00:00:00+00:00,14.3,12.6,13.6
2016-10-04 00:00:00+00:00,14.3,13.3,13.8
2016-10-05 00:00:00+00:00,14.9,13.2,14.0
2016-10-06 00:00:00+00:00,14.8,13.6,14.1
2016-10-07 00:00:00+00:00,14.4,13.4,13.9
2016-10-08 00:00:00+00:00,16.0,13.9,14.8
2016-10-09 00:00:00+00:00,15.5,13.8,15.0
2016-10-10 00:00:00+00:00,14.9,12.7,13.7
2016-10-11 00:00:00+00:00,14.8,11.2,12.8
2016-10-12 00:00:00+00:00,13.9,10.6,12.3
2016-10-13 00:00:00+00:00,14.1,12.1,13.1
2016-10-14 00:00:00+00:00,14.5,13.4,14.0
2016-10-15 00:00:00+00:00,13.8,13.3,13.4
2016-10-16 00:00:00+00:00,13.5,12.9,13.2
2016-10-17 00:00:00+00:00,12.9,12.4,12.7
2016-10-18 00:00:00+00:00,13.4,12.3,12.7
2016-10-19 00:00:00+00:00,12.8,11.6,12.2
2016-10-20 00:00:00+00:00,14.0,12.2,12.9
2016-10-21 00:00:00+00:00,14.9,13.6,14.0
2016-10-22 00:00:00+00:00,14.0,12.8,13.3
2016-10-23 00:00:00+00:00,14.0,12.8,13.2
2016-10-24 00:00:00+00:00,13.2,12.4,12.9
2016-10-25 00:00:00+00:00,13.4,12.1,12.6
2016-10-26 00:00:00+00:00,13.7,12.5,12.9
2016-10-27 00:00:00+00:00,13.7,13.1,13.4
2016-10-28 00:00:00+00:00,14.3,12.6,13.2
2016-10-29 00:00:00+00:00,14.4,12.7,13.3
2016-10-30 00:00:00+00:00,12.8,12.2,12.5
2016-10-31 00:00:00+00:00,12.5,12.2,12.4
2016-11-01 00:00:00+00:00,13.4,12.1,12.5
2016-11-02 00:00:00+00:00,13.4,12.0,12.5
2016-11-03 00:00:00+00:00,13.9,11.9,12.7
2016-11-04 00:00:00+00:00,13.2,11.4,12.2
2016-11-05 00:00:00+00:00,13.1,11.6,12.2
2016-11-06 00:00:00+00:00,13.4,12.5,12.9
2016-11-07 00:00:00+00:00,13.7,12.7,13.1
2016-11-08 00:00:00+00:00,14.0,12.1,12.9
2016-11-09 00:00:00+00:00,13.8,12.1,12.7
2016-11-10 00:00:00+00:00,13.7,12.0,12.6
2016-11-11 00:00:00+00:00,13.4,12.4,12.8
2016-11-12 00:00:00+00:00,13.7,12.6,13.1
2016-11-13 00:00:00+00:00,12.7,12.1,12.4
2016-11-14 00:00:00+00:00,13.1,12.2,12.6
2016-11-15 00:00:00+00:00,13.1,11.6,12.6
2016-11-16 00:00:00+00:00,11.8,10.6,11.3
2016-11-17 00:00:00+00:00,11.2,9.8,10.5
2016-11-18 00:00:00+00:00,9.8,9.2,9.5
2016-11-19 00:00:00+00:00,10.4,9.2,9.7
2016-11-20 00:00:00+00:00,11.0,9.9,10.4
2016-11-21 00:00:00+00:00,11.6,10.2,10.8
2016-11-22 00:00:00+00:00,10.5,9.6,10.0
2016-11-23 00:00:00+00:00,10.1,9.4,9.7
2016-11-24 00:00:00+00:00,10.0,9.1,9.6
2016-11-25 00:00:00+00:00,10.9,9.4,10.1
2016-11-26 00:00:00+00:00,11.0,10.1,10.8
2016-11-27 00:00:00+00:00,10.3,9.8,10.0
2016-11-28 00:00:00+00:00,10.3,9.6,9.9
2016-11-29 00:00:00+00:00,10.2,9.6,9.8
2016-11-30 00:00:00+00:00,10.0,9.3,9.6
2016-12-01 00:00:00+00:00,9.3,8.8,9.1
2016-12-02 00:00:00+00:00,9.0,8.7,8.8
2016-12-03 00:00:00+00:00,9.9,8.9,9.3
2016-12-04 00:00:00+00:00,9.6,8.6,9.1
2016-12-05 00:00:00+00:00,8.6,7.2,7.8
2016-12-06 00:00:00+00:00,7.9,6.7,7.3
2016-12-07 00:00:00+00:00,6.7,4.6,5.7
2016-12-08 00:00:00+00:00,4.6,3.1,3.8
2016-12-09 00:00:00+00:00,4.8,3.4,4.2
2016-12-10 00:00:00+00:00,6.9,4.8,5.7
2016-12-11 00:00:00+00:00,7.3,6.7,7.0
2016-12-12 00:00:00+00:00,7.7,7.0,7.3
2016-12-13 00:00:00+00:00,7.5,6.1,7.1
2016-12-14 00:00:00+00:00,6.1,3.4,4.7
2016-12-15 00:00:00+00:00,3.6,3.1,3.3
2016-12-16 00:00:00+00:00,3.7,2.7,3.2
2016-12-17 00:00:00+00:00,3.9,3.3,3.5
2016-12-18 00:00:00+00:00,4.4,3.5,3.8
2016-12-19 00:00:00+00:00,5.6,3.6,4.3
2016-12-20 00:00:00+00:00,7.2,5.6,6.6
2016-12-21 00:00:00+00:00,6.9,6.0,6.4
2016-12-22 00:00:00+00:00,6.1,5.7,5.8
2016-12-23 00:00:00+00:00,6.6,5.8,6.2
2016-12-24 00:00:00+00:00,6.5,6.0,6.2
2016-12-25 00:00:00+00:00,6.6,5.4,6.0
2016-12-26 00:00:00+00:00,5.5,5.0,5.2
2016-12-27 00:00:00+00:00,6.0,5.1,5.6
2016-12-28 00:00:00+00:00,6.5,5.7,6.0
2016-12-29 00:00:00+00:00,6.1,5.8,6.0
2016-12-30 00:00:00+00:00,6.6,5.4,6.0
2016-12-31 00:00:00+00:00,5.8,5.1,5.4
2017-01-01 00:00:00+00:00,5.2,4.8,5.0
2017-01-02 00:00:00+00:00,4.8,3.2,4.1
2017-01-03 00:00:00+00:00,3.2,1.0,2.3
