date,avg discharge (cfs),outflow(m3/d)
2016-06-02 00:00:00+00:00,6020.0,14728360.5504
2016-06-03 00:00:00+00:00,5980.0,14630497.6896
2016-06-04 00:00:00+00:00,5900.0,14434771.968
2016-06-05 00:00:00+00:00,5880.0,14385840.5376
2016-06-06 00:00:00+00:00,5850.0,14312443.391999999
2016-06-07 00:00:00+00:00,5820.0,14239046.2464
2016-06-08 00:00:00+00:00,4870.0,11914803.3024
2016-06-09 00:00:00+00:00,3690.0,9027848.9088
2016-06-10 00:00:00+00:00,3730.0,9125711.7696
2016-06-11 00:00:00+00:00,3670.0,8978917.4784
2016-06-12 00:00:00+00:00,3650.0,8929986.048
2016-06-13 00:00:00+00:00,3540.0,8660863.1808
2016-06-14 00:00:00+00:00,2980.0,7290783.1296
2016-06-15 00:00:00+00:00,2810.0,6874865.9712
2016-06-16 00:00:00+00:00,2630.0,6434483.0976
2016-06-17 00:00:00+00:00,2930.0,7168454.553599999
2016-06-18 00:00:00+00:00,3420.0,8367274.5984000005
2016-06-19 00:00:00+00:00,3460.0,8465137.4592
2016-06-20 00:00:00+00:00,3390.0,8293877.452799999
2016-06-21 00:00:00+00:00,3060.0,7486508.851199999
2016-06-22 00:00:00+00:00,2880.0,7046125.9776
2016-06-23 00:00:00+00:00,2580.0,6312154.5216
2016-06-24 00:00:00+00:00,2480.0,6067497.3696
2016-06-25 00:00:00+00:00,2340.0,5724977.3568
2016-06-26 00:00:00+00:00,2350.0,5749443.072
2016-06-27 00:00:00+00:00,2320.0,5676045.926399999
2016-06-28 00:00:00+00:00,2290.0,5602648.7808
2016-06-29 00:00:00+00:00,2290.0,5602648.7808
2016-06-30 00:00:00+00:00,2410.0,5896237.3632
2016-07-01 00:00:00+00:00,2400.0,5871771.648
2016-07-02 00:00:00+00:00,2430.0,5945168.7936
2016-07-03 00:00:00+00:00,2340.0,5724977.3568
2016-07-04 00:00:00+00:00,2130.0,5211197.337599999
2016-07-05 00:00:00+00:00,1960.0,4795280.1792
2016-07-06 00:00:00+00:00,1870.0,4575088.7424
2016-07-07 00:00:00+00:00,1760.0,4305965.8752
2016-07-08 00:00:00+00:00,1680.0,4110240.1536
2016-07-09 00:00:00+00:00,1740.0,4257034.4448
2016-07-10 00:00:00+00:00,1840.0,4501691.5967999995
2016-07-11 00:00:00+00:00,1810.0,4428294.4512
2016-07-12 00:00:00+00:00,2130.0,5211197.337599999
2016-07-13 00:00:00+00:00,2180.0,5333525.9136
2016-07-14 00:00:00+00:00,2040.0,4991005.9008
2016-07-15 00:00:00+00:00,1760.0,4305965.8752
2016-07-16 00:00:00+00:00,1640.0,4012377.2928
2016-07-17 00:00:00+00:00,1530.0,3743254.4255999997
2016-07-18 00:00:00+00:00,1490.0,3645391.5648
2016-07-19 00:00:00+00:00,1370.0,3351802.9824
2016-07-20 00:00:00+00:00,1360.0,3327337.2672
2016-07-21 00:00:00+00:00,1320.0,3229474.4063999997
2016-07-22 00:00:00+00:00,1340.0,3278405.8367999997
2016-07-23 00:00:00+00:00,1470.0,3596460.1344
2016-07-24 00:00:00+00:00,1510.0,3694322.9952
2016-07-25 00:00:00+00:00,1510.0,3694322.9952
2016-07-26 00:00:00+00:00,1430.0,3498597.2736
2016-07-27 00:00:00+00:00,1400.0,3425200.128
2016-07-28 00:00:00+00:00,1350.0,3302871.552
2016-07-29 00:00:00+00:00,1300.0,3180542.976
2016-07-30 00:00:00+00:00,1240.0,3033748.6848
2016-07-31 00:00:00+00:00,1290.0,3156077.2608
2016-08-01 00:00:00+00:00,1220.0,2984817.2544
2016-08-02 00:00:00+00:00,1230.0,3009282.9696
2016-08-03 00:00:00+00:00,1220.0,2984817.2544
2016-08-04 00:00:00+00:00,1230.0,3009282.9696
2016-08-05 00:00:00+00:00,1190.0,2911420.1088
2016-08-06 00:00:00+00:00,1210.0,2960351.5392
2016-08-07 00:00:00+00:00,1190.0,2911420.1088
2016-08-08 00:00:00+00:00,1200.0,2935885.824
2016-08-09 00:00:00+00:00,1220.0,2984817.2544
2016-08-10 00:00:00+00:00,1180.0,2886954.3936
2016-08-11 00:00:00+00:00,1190.0,2911420.1088
2016-08-12 00:00:00+00:00,1180.0,2886954.3936
2016-08-13 00:00:00+00:00,1160.0,2838022.9631999996
2016-08-14 00:00:00+00:00,1170.0,2862488.6784
2016-08-15 00:00:00+00:00,1170.0,2862488.6784
2016-08-16 00:00:00+00:00,1160.0,2838022.9631999996
2016-08-17 00:00:00+00:00,1160.0,2838022.9631999996
2016-08-18 00:00:00+00:00,1110.0,2715694.3871999998
2016-08-19 00:00:00+00:00,1120.0,2740160.1023999997
2016-08-20 00:00:00+00:00,1140.0,2789091.5327999997
2016-08-21 00:00:00+00:00,1140.0,2789091.5327999997
2016-08-22 00:00:00+00:00,1120.0,2740160.1023999997
2016-08-23 00:00:00+00:00,1100.0,2691228.672
2016-08-24 00:00:00+00:00,1100.0,2691228.672
2016-08-25 00:00:00+00:00,1080.0,2642297.2416
2016-08-26 00:00:00+00:00,1080.0,2642297.2416
2016-08-27 00:00:00+00:00,1040.0,2544434.3808
2016-08-28 00:00:00+00:00,1050.0,2568900.096
2016-08-29 00:00:00+00:00,1080.0,2642297.2416
2016-08-30 00:00:00+00:00,1070.0,2617831.5264
2016-08-31 00:00:00+00:00,1040.0,2544434.3808
2016-09-01 00:00:00+00:00,1040.0,2544434.3808
2016-09-02 00:00:00+00:00,1070.0,2617831.5264
2016-09-03 00:00:00+00:00,1030.0,2519968.6656
2016-09-04 00:00:00+00:00,1070.0,2617831.5264
2016-09-05 00:00:00+00:00,1020.0,2495502.9504
2016-09-06 00:00:00+00:00,1030.0,2519968.6656
2016-09-07 00:00:00+00:00,1220.0,2984817.2544
2016-09-08 00:00:00+00:00,1230.0,3009282.9696
2016-09-09 00:00:00+00:00,1300.0,3180542.976
2016-09-10 00:00:00+00:00,1280.0,3131611.5456
2016-09-11 00:00:00+00:00,1300.0,3180542.976
