date,max_temp(C),min_temp(C),avg_temp(C)
2018-07-25 00:00:00+00:00,23.0,19.0,
2018-07-26 00:00:00+00:00,23.0,17.7,20.4
2018-07-27 00:00:00+00:00,22.8,17.6,20.2
2018-07-28 00:00:00+00:00,22.9,17.6,20.2
2018-07-29 00:00:00+00:00,23.3,18.1,20.7
2018-07-30 00:00:00+00:00,22.2,18.4,20.4
2018-07-31 00:00:00+00:00,22.3,18.3,20.2
2018-08-01 00:00:00+00:00,22.6,17.2,19.8
2018-08-02 00:00:00+00:00,21.5,17.3,19.3
2018-08-03 00:00:00+00:00,21.0,16.2,18.6
2018-08-04 00:00:00+00:00,20.8,16.2,18.5
2018-08-05 00:00:00+00:00,21.1,16.6,18.9
2018-08-06 00:00:00+00:00,21.1,16.7,19.0
2018-08-07 00:00:00+00:00,21.6,17.0,19.3
2018-08-08 00:00:00+00:00,21.9,17.4,19.7
2018-08-09 00:00:00+00:00,22.5,18.2,20.4
2018-08-10 00:00:00+00:00,22.3,18.5,20.5
2018-08-11 00:00:00+00:00,21.6,18.2,19.8
2018-08-12 00:00:00+00:00,20.9,16.5,18.7
2018-08-13 00:00:00+00:00,20.3,16.1,18.3
2018-08-14 00:00:00+00:00,20.8,16.2,18.4
2018-08-15 00:00:00+00:00,18.8,16.7,18.0
2018-08-16 00:00:00+00:00,20.6,16.6,18.5
2018-08-17 00:00:00+00:00,20.3,16.2,18.2
2018-08-18 00:00:00+00:00,20.4,15.6,18.0
2018-08-19 00:00:00+00:00,19.7,15.7,17.8
2018-08-20 00:00:00+00:00,18.4,16.1,17.3
2018-08-21 00:00:00+00:00,18.7,14.8,16.7
2018-08-22 00:00:00+00:00,18.6,14.5,16.6
2018-08-23 00:00:00+00:00,18.2,15.0,16.7
2018-08-24 00:00:00+00:00,18.5,14.4,16.4
2018-08-25 00:00:00+00:00,16.4,13.8,15.4
2018-08-26 00:00:00+00:00,17.0,13.8,15.3
2018-08-27 00:00:00+00:00,17.8,14.2,15.9
2018-08-28 00:00:00+00:00,18.2,13.6,16.0
2018-08-29 00:00:00+00:00,18.1,13.9,16.1
2018-08-30 00:00:00+00:00,16.4,14.2,15.4
2018-08-31 00:00:00+00:00,17.5,13.3,15.4
2018-09-01 00:00:00+00:00,17.6,13.4,15.6
2018-09-02 00:00:00+00:00,17.7,13.4,15.7
2018-09-03 00:00:00+00:00,18.0,13.6,15.9
2018-09-04 00:00:00+00:00,17.8,13.7,15.9
2018-09-05 00:00:00+00:00,17.6,13.8,15.8
2018-09-06 00:00:00+00:00,17.0,13.9,15.6
2018-09-07 00:00:00+00:00,17.2,13.8,15.5
2018-09-08 00:00:00+00:00,17.5,13.8,15.7
2018-09-09 00:00:00+00:00,17.6,13.7,15.8
2018-09-10 00:00:00+00:00,17.1,13.9,15.5
2018-09-11 00:00:00+00:00,15.8,13.0,14.4
2018-09-12 00:00:00+00:00,15.3,12.4,13.8
2018-09-13 00:00:00+00:00,15.4,11.6,13.6
2018-09-14 00:00:00+00:00,15.5,12.0,13.9
2018-09-15 00:00:00+00:00,14.8,12.1,13.6
2018-09-16 00:00:00+00:00,14.7,11.8,13.3
2018-09-17 00:00:00+00:00,15.2,11.6,13.4
2018-09-18 00:00:00+00:00,15.6,12.4,14.0
2018-09-19 00:00:00+00:00,15.6,12.0,13.8
2018-09-20 00:00:00+00:00,15.5,11.8,13.6
2018-09-21 00:00:00+00:00,15.7,12.2,13.9
2018-09-22 00:00:00+00:00,14.6,13.4,13.9
2018-09-23 00:00:00+00:00,15.0,11.9,13.4
2018-09-24 00:00:00+00:00,14.4,11.0,12.8
2018-09-25 00:00:00+00:00,14.5,10.6,12.6
2018-09-26 00:00:00+00:00,14.8,10.8,12.9
2018-09-27 00:00:00+00:00,15.7,11.6,13.7
2018-09-28 00:00:00+00:00,15.6,11.8,13.8
2018-09-29 00:00:00+00:00,15.2,12.0,13.7
2018-09-30 00:00:00+00:00,15.9,12.4,14.0
2018-10-01 00:00:00+00:00,13.9,11.5,12.7
2018-10-02 00:00:00+00:00,14.8,12.0,13.4
2018-10-03 00:00:00+00:00,14.2,11.2,12.9
2018-10-04 00:00:00+00:00,14.3,11.5,12.8
2018-10-05 00:00:00+00:00,12.2,9.7,10.5
2018-10-06 00:00:00+00:00,12.8,10.5,11.4
2018-10-07 00:00:00+00:00,12.1,9.3,10.9
2018-10-08 00:00:00+00:00,12.8,10.9,11.9
2018-10-09 00:00:00+00:00,13.3,11.4,12.3
2018-10-10 00:00:00+00:00,12.3,10.7,11.6
2018-10-11 00:00:00+00:00,12.2,8.6,10.5
2018-10-12 00:00:00+00:00,12.4,8.5,10.6
2018-10-13 00:00:00+00:00,11.8,8.9,10.5
2018-10-14 00:00:00+00:00,10.6,7.5,9.3
2018-10-15 00:00:00+00:00,10.5,7.0,9.0
2018-10-16 00:00:00+00:00,10.7,7.4,9.3
2018-10-17 00:00:00+00:00,10.8,7.6,9.5
2018-10-18 00:00:00+00:00,11.2,7.8,9.7
2018-10-19 00:00:00+00:00,12.1,7.9,9.8
2018-10-20 00:00:00+00:00,11.7,8.6,10.2
2018-10-21 00:00:00+00:00,11.5,8.8,10.2
2018-10-22 00:00:00+00:00,11.4,8.7,10.1
2018-10-23 00:00:00+00:00,10.7,8.7,9.8
2018-10-24 00:00:00+00:00,10.0,8.8,9.5
2018-10-25 00:00:00+00:00,9.4,8.3,9.0
2018-10-26 00:00:00+00:00,10.0,8.7,9.3
2018-10-27 00:00:00+00:00,12.0,10.0,10.9
2018-10-28 00:00:00+00:00,11.6,10.4,11.2
2018-10-29 00:00:00+00:00,10.8,9.3,10.1
2018-10-30 00:00:00+00:00,10.6,8.3,9.5
2018-10-31 00:00:00+00:00,10.1,9.6,10.0
2018-11-01 00:00:00+00:00,11.0,9.7,10.2
2018-11-02 00:00:00+00:00,11.4,9.3,10.1
2018-11-03 00:00:00+00:00,10.1,9.1,9.7
2018-11-04 00:00:00+00:00,11.2,9.1,9.9
2018-11-05 00:00:00+00:00,10.0,8.1,8.9
2018-11-06 00:00:00+00:00,9.5,7.4,8.3
2018-11-07 00:00:00+00:00,8.1,6.2,7.0
2018-11-08 00:00:00+00:00,6.6,4.6,5.5
2018-11-09 00:00:00+00:00,5.6,3.6,4.7
