date,computed flow(m3/d),wse(m),outflow(m3/d),storage(m3)
1993-08-27,109190.4869376,952.542672,271569.43872,14778262.206
1993-08-28,47781.5417856,952.445136,269122.8672,14533885.1484
1993-08-29,84406.71744,952.3628400000001,269122.8672,14326290.4644
1993-08-30,99550.9951488,952.2866400000001,269122.8672,14135779.4784
1993-08-31,79709.3001216,952.2012960000001,266676.29568,13928184.794400001
1993-09-01,56466.8706816,952.1068080000001,264229.72416,13698954.8712
1993-09-02,64198.0366848,952.0184160000001,261783.15264,13485488.8224
1993-09-03,22508.457983999997,951.9178320000001,261783.15264,13242974.319600001
1993-09-04,14043.3205248,951.8142,256890.0096,12995328.540000001
1993-09-05,16073.974886400001,951.710568,256890.0096,12750260.7336
1993-09-06,8342.8088832,951.603888,251996.86656,12497767.377600001
1993-09-07,33420.1669632,951.5033040000001,259336.58112,12263899.569600001
1993-09-08,59549.5507968,951.4088160000001,269122.8672,12045610.614
1993-09-09,31511.841177600003,951.3021360000001,269122.8672,11799580.6932
1993-09-10,11841.4061568,951.186312,266676.29568,11536060.026
1993-09-11,13260.4176384,951.0704880000001,266676.29568,11274685.614
1993-09-12,-19841.6950272,950.942472,259336.58112,10985792.2632
1993-09-13,50913.153331199996,950.8449360000001,256890.0096,10771684.8048
1993-09-14,33493.5641088,950.741304,254443.43808,10542615.234
1993-09-15,32857.4555136,950.637672,251996.86656,10315334.2092
1993-09-16,27450.5324544,950.5309920000001,249550.29504,10086104.286
1993-09-17,6263.2230912,950.415168,247103.72352,9836657.6256
1993-09-18,31438.444032,950.311536,242210.58048,9616826.82
1993-09-19,20037.4207488,950.201808,239764.00896,9388349.319600001
1993-09-20,37212.3528192,950.1012240000001,239764.00896,9178374.0192
1993-09-21,74865.088512,950.0189280000001,237317.43744,9008733.514800001
1993-09-22,83941.86885120001,949.9396800000001,237317.43744,8848640.1456
1993-09-23,86143.7832192,949.86348,234870.86592,8692777.6128
1993-09-24,104786.65820159999,949.7964240000001,232424.29439999998,8557057.8084
1993-09-25,97667.13507840001,949.7263200000001,229977.72288,8416009.3704
1993-09-26,135124.1450496,949.6745040000001,227531.15136,8314567.9752
1993-09-27,146402.8397568,949.628784,225084.57984,8224388.252400001
1993-09-28,135124.1450496,949.576968,225084.57984,8122934.5224
1993-09-29,139674.7680768,949.5282000000001,225084.57984,8026612.0692
1993-09-30,115086.7243008,949.4672400000001,222638.00832,7906717.813200001
1993-10-01,104835.589632,949.2569280000001,220191.4368,3926339.5272
1993-10-02,118536.390144,949.17768,220191.4368,3812193.288
1993-10-03,119099.1015936,949.0984320000001,220191.4368,3698898.15
1993-10-04,117533.29582079999,949.019184,220191.4368,3584751.9108
1993-10-05,109410.6783744,948.9338400000001,217744.86528,3465351.0467999997
1993-10-06,109899.9926784,949.0344240000001,217744.86528,3346455.9096
1993-10-07,100529.6237568,948.9521280000001,217744.86528,3222848.8788
1993-10-08,100064.775168,948.924696,132114.86208,3181391.616
1993-10-09,120518.11307519999,948.9582240000001,75843.71712,3231458.5692
1993-10-10,132726.50496,949.013088,53824.57344,3314373.0948000005
1993-10-11,92969.71776,949.0649040000001,20306.543616000003,3391823.3040000005
1993-10-12,143613.748224,949.1502480000001,19327.915008,3520487.6028
1993-10-13,132555.2449536,949.2234000000001,18593.943552,3638864.6784
1993-10-14,132383.9849472,949.296552,17370.657791999998,3758080.5204000003
1993-10-15,166195.60335360002,949.3910400000001,17370.657791999998,3911118.384
1993-10-16,185866.0383744,949.494672,17615.314944,4083694.5708000003
1993-10-17,160641.8860032,949.5800160000001,17615.314944,4231009.0872
1993-10-18,144788.1025536,949.6562160000001,17859.972095999998,4362152.6808
1993-10-19,144641.30826239998,949.7324160000001,17859.972095999998,4493283.9396
1993-10-20,159369.6688128,949.8147120000001,17859.972095999998,4639364.976
1993-10-21,150317.3541888,949.8909120000001,17859.972095999998,4775972.886
1993-10-22,177939.1466496,949.982352,18593.943552,4939717.356
1993-10-23,150806.6684928,950.058552,18593.943552,5076325.266
1993-10-24,156898.6315776,950.128656,29358.85824,5207875.908000001
1993-10-25,123087.0131712,950.1713280000001,51378.00192,5287928.76
1993-10-26,140017.28808959998,950.2231440000002,51378.00192,5384571.9180000005
1993-10-27,127759.9647744,950.27496,34252.00128,5481215.075999999
1993-10-28,161424.7888896,950.357256,9541.628928,5635461.75
1993-10-29,148164.3712512,950.430408,9296.971776,5776719.879600001
1993-10-30,131625.547776,950.4944160000001,9296.971776,5901424.7076
1993-10-31,148604.7541248,950.567568,8807.657472,6043361.2512
1993-11-01,148531.3569792,950.6407200000001,8807.657472,6185297.7948
1993-11-02,164703.1947264,950.719968,8807.657472,6343318.9176
1993-11-03,148115.4398208,950.790072,8807.657472,6484836.078000001
1993-11-04,118242.80156159999,950.8449360000001,8318.343168,6596774.388
1993-11-05,135099.6793344,950.9089440000001,8318.343168,6725611.374000001
1993-11-06,167223.163392,950.988192,8073.686016,6886913.553599999
1993-11-07,140017.28808959998,951.0522000000001,8073.686016,7020931.1556
1993-11-08,164262.8118528,951.1284,8318.343168,7178927.6088000005
1993-11-09,146769.8254848,951.195456,8318.343168,7319482.654800001
1993-11-10,145081.69113599998,951.262512,7584.371712,7458952.2384
1993-11-11,155455.1543808,951.332616,7584.371712,7608820.0584
1993-11-12,187749.8984448,951.41796,7584.371712,7790943.380399999
1993-11-13,181242.0182016,951.500256,8073.686016,7966368.9059999995
1993-11-14,117680.090112,951.552072,8073.686016,8078097.5243999995
1993-11-15,144103.06252799998,951.61608,8073.686016,8216234.949600001
1993-11-16,79464.6429696,951.7014240000001,8073.686016,8289762.6924
1993-11-17,194477.9701248,951.734952,8073.686016,8478176.7624
1993-11-18,240644.7747072,951.8416320000001,8318.343168,8712537.9624
1993-11-19,175565.9722752,951.9178320000001,8318.343168,8881845.4272
1993-11-20,142977.63962879998,951.978792,8318.343168,9018539.6808
1993-11-21,151173.6542208,952.0428,8318.343168,9163498.2504
1993-11-22,205291.81624319998,952.131192,8318.343168,9362655.9312
1993-11-23,101655.04665599999,952.173864,6850.400256,9459286.7544
1993-11-24,45946.6131456,952.192152,6605.743104,9500534.3256
1993-11-25,117680.090112,952.2409200000001,5871.771648,9613952.8116
1993-11-26,160054.7088384,952.307976,5382.457344,9770345.7408
1993-11-27,167369.9576832,952.3780800000001,5382.457344,9934077.876
1993-11-28,196900.07592960002,952.460376,5627.114495999999,10127129.830799999
1993-11-29,145717.7997312,952.5213360000001,5627.114495999999,10268856.6828
1993-11-30,202111.27326719998,952.60668,4159.171584,10468026.6984
1993-12-01,231494.5972224,952.7042160000001,4159.171584,10696504.1988
1993-12-02,187162.72128,952.783464,3914.514432,10881008.1372
1993-12-03,230931.8857728,952.8779519999999,3425.200128,11109571.9812
1993-12-04,217769.3309952,952.9663440000002,3180.542976,11324999.2632
1993-12-05,188092.4184576,953.0425440000001,2935.885824,11511119.0604
1993-12-06,194526.90155520002,953.121792,3180.542976,11703615.9492
1993-12-07,261611.89263360001,953.228472,2422.1058048,11963670.537600001
1993-12-08,238711.98320639998,953.3260080000001,2691.228672,12200770.0632
1993-12-09,317320.326144,953.4540240000001,1957.257216,12517120.6788
1993-12-10,373420.2110976,953.6003280000001,1957.257216,12888879.216000002
1993-12-11,503675.6788224,953.7984480000001,1785.9972096,13390745.2236
1993-12-12,364245.5678976,953.9417040000001,1785.9972096,13753215.6564
1993-12-13,307387.2457728,954.060576,1614.7372032,14058785.6568
1993-12-14,268437.8271744,954.16116,1614.7372032,14325353.0196
1993-12-15,316415.09468160005,954.2800320000001,1296.6829056000001,14640494.8248
1993-12-16,228338.5199616,954.365376,1957.257216,14866789.0656
1993-12-17,284511.8020608,954.472056,1296.6829056000001,15150008.408400001
1993-12-18,259483.3754112,954.5695920000001,1296.6829056000001,15408237.4464
1993-12-19,196630.95306240002,954.6427440000001,1027.5600384,15603805.7004
1993-12-20,203432.421888,954.715896,1174.3543296,15806071.750799999
1993-12-21,238344.9974784,954.8012400000001,1174.3543296,16043269.9548
1993-12-22,221121.1339776,954.880488,1443.4771968,16262989.7472
1993-12-23,199542.37317120002,954.950592,2691.228672,16457978.2656
1993-12-24,205658.8019712,954.9780240000001,124775.14752,16533652.2636
1993-12-25,182318.50967039997,954.990216,146794.2912,16567116.576000001
1993-12-26,180532.5124608,954.9963120000001,163920.29184,16584582.652800001
1993-12-27,211261.45075199998,955.0024080000001,193279.15008,16602036.3948
1993-12-28,167394.4233984,954.9963120000001,185939.43552,16584582.652800001
1993-12-29,194575.8329856,954.99936,185939.43552,16593315.691200001
1993-12-30,198710.5388544,954.99936,198172.29312,16593315.691200001
1993-12-31,213536.7622656,955.005456,195725.7216,16610769.4332
1994-01-01,231249.94007039999,955.008504,225084.57984,16618046.9652
1994-01-02,223298.5826304,955.008504,220191.4368,16618046.9652
1994-01-03,267336.8699904,955.020696,232424.29439999998,16652966.784
1994-01-04,361774.5306624,955.038984,308268.01152,16703897.1732
1994-01-05,367181.4537216,955.038984,366985.728,16703897.1732
1994-01-06,302176.0484352,955.026792,337626.86976,16668977.354400001
1994-01-07,246296.3549184,955.0146000000001,278909.15327999997,16635513.042
1994-01-08,271226.9187072,955.0176480000001,261783.15264,16644246.0804
1994-01-09,276144.52746240003,955.020696,269122.8672,16652966.784
1994-01-10,258749.40395520002,955.0176480000001,269122.8672,16644246.0804
1994-01-11,267972.9785856,955.020696,261783.15264,16652966.784
1994-01-12,261905.481216,955.020696,261783.15264,16652966.784
1994-01-13,274970.1731328,955.0237440000001,269122.8672,16660244.316000002
1994-01-14,313234.5517056,955.0328880000001,288695.43936,16686443.431200001
1994-01-15,344770.85859839997,955.038984,327840.58368,16703897.1732
1994-01-16,302200.5141504,955.0328880000001,318054.2976,16686443.431200001
1994-01-17,253954.123776,955.020696,286248.86784,16652966.784
1994-01-18,258920.6639616,955.0176480000001,266676.29568,16644246.0804
1994-01-19,246492.08064,955.0146000000001,254443.43808,16635513.042
1994-01-20,250113.0064896,955.0146000000001,254443.43808,16635513.042
1994-01-21,225916.41415680002,955.0146000000001,229977.72288,16635513.042
1994-01-22,277098.69035520003,955.0237440000001,259336.58112,16660244.316000002
1994-01-23,244143.3719808,955.020696,254443.43808,16652966.784
1994-01-24,244314.6319872,955.0237440000001,239764.00896,16660244.316000002
1994-01-25,243629.5919616,955.0237440000001,247103.72352,16660244.316000002
1994-01-26,260486.4697344,955.0237440000001,264229.72416,16660244.316000002
1994-01-27,246418.6834944,955.0176480000001,261783.15264,16644246.0804
1994-01-28,217500.208128,955.0115519999999,234870.86592,16626780.0036
1994-01-29,224301.67695360002,955.0115519999999,222638.00832,16626780.0036
1994-01-30,235825.0288128,955.0115519999999,237317.43744,16626780.0036
1994-01-31,176202.08087039998,954.99936,207958.5792,16593315.691200001
1994-02-01,165999.877632,954.993264,183492.864,16575849.614400001
1994-02-02,177400.9009152,954.993264,178599.72096,16575849.614400001
1994-02-03,186844.6669824,954.993264,185939.43552,16575849.614400001
1994-02-04,183541.7954304,954.993264,183492.864,16575849.614400001
1994-02-05,185327.79264,954.993264,183492.864,16575849.614400001
1994-02-06,178306.13237759998,954.993264,178599.72096,16575849.614400001
1994-02-07,229757.5314432,954.99936,212851.72224,16593315.691200001
1994-02-08,89348.7919104,954.971928,161473.72032,16517641.6932
1994-02-09,169229.35203840001,954.987168,127221.71904,16559839.044
1994-02-10,205609.8705408,955.0024080000001,166366.86336,16602036.3948
1994-02-11,199542.37317120002,955.005456,190832.57856,16610769.4332
1994-02-12,169351.6806144,954.9963120000001,195725.7216,16584582.652800001
1994-02-13,169302.74918400001,954.993264,176153.14944,16575849.614400001
1994-02-14,188043.4870272,955.0024080000001,166366.86336,16602036.3948
1994-02-15,236192.0145408,955.0115519999999,210405.15072,16626780.0036
1994-02-16,226772.7141888,955.0146000000001,217744.86528,16635513.042
1994-02-17,269538.7843584,955.026792,237317.43744,16668977.354400001
1994-02-18,272792.72448,955.0298400000001,264229.72416,16677710.392800001
1994-02-19,243384.9348096,955.0237440000001,259336.58112,16660244.316000002
1994-02-20,210869.9993088,955.0176480000001,225084.57984,16644246.0804
1994-02-21,212337.9422208,955.0146000000001,222638.00832,16635513.042
1994-02-22,221977.4340096,955.0146000000001,222638.00832,16635513.042
1994-02-23,246736.73779199997,955.0176480000001,239764.00896,16644246.0804
1994-02-24,300659.1740928,955.026792,276462.58176,16668977.354400001
1994-02-25,275410.5560064,955.026792,276462.58176,16668977.354400001
1994-02-26,330115.89519360004,955.0359360000001,308268.01152,16695176.469600001
1994-02-27,675058.0137984001,955.0999440000002,528459.44832,16872698.9112
1994-02-28,830904.6196224,955.109088,819601.4592,16897442.52
1994-03-01,640977.2725248,955.096896,680146.8825599999,16863965.8728
1994-03-02,609465.4313472001,955.096896,621429.16608,16863965.8728
1994-03-03,581647.9131648,955.0938480000001,601856.59392,16855232.834400002
1994-03-04,655338.6473472001,955.1029920000001,643448.30976,16881431.9496
1994-03-05,578124.850176,955.081656,645894.88128,16821768.522
1994-03-06,504042.6645504,955.069464,543138.87744,16788304.2096
1994-03-07,414938.52979199996,955.057272,452615.7312,16753372.056000002
1994-03-08,393824.6175744,955.0542240000001,406130.87231999997,16746106.8588
1994-03-09,382863.9771648,955.057272,379218.5856,16753372.056000002
1994-03-10,365737.9765248,955.0542240000001,379218.5856,16746106.8588
1994-03-11,345480.3643392,955.0481280000001,364539.15648,16728640.782
1994-03-12,350079.9187968,955.0542240000001,332733.72672,16746106.8588
1994-03-13,322947.44064,955.051176,330287.1552,16737373.8204
1994-03-14,339266.07267839997,955.057272,322947.44064,16753372.056000002
1994-03-15,318250.02332160005,955.057272,318054.2976,16753372.056000002
1994-03-16,283435.31059199997,955.04508,318054.2976,16719907.7436
1994-03-17,310274.2001664,955.04508,310714.58304,16719907.7436
1994-03-18,295888.3596288,955.038984,313161.15456,16703897.1732
1994-03-19,296500.0025088,955.038984,296035.15392,16703897.1732
1994-03-20,282799.2019968,955.038984,283802.29632,16703897.1732
1994-03-21,265917.8585088,955.0328880000001,283802.29632,16686443.431200001
1994-03-22,257893.1039232,955.026792,276462.58176,16668977.354400001
1994-03-23,239078.9689344,955.026792,239764.00896,16668977.354400001
1994-03-24,249794.95219199997,955.0298400000001,239764.00896,16677710.392800001
1994-03-25,237562.09459199998,955.026792,244657.152,16668977.354400001
1994-03-26,239959.7346816,955.0298400000001,229977.72288,16677710.392800001
1994-03-27,232644.4858368,955.0359360000001,215298.29376,16695176.469600001
1994-03-28,215322.7594752,955.0359360000001,215298.29376,16695176.469600001
1994-03-29,209842.43927039998,955.0359360000001,210405.15072,16695176.469600001
1994-03-30,242846.6890752,955.0481280000001,210405.15072,16728640.782
1994-03-31,196141.6387584,955.038984,220191.4368,16703897.1732
1994-04-01,233720.9773056,955.038984,232424.29439999998,16703897.1732
1994-04-02,206710.82772479998,955.0359360000001,215298.29376,16695176.469600001
1994-04-03,200692.2617856,955.0298400000001,220191.4368,16677710.392800001
1994-04-04,174685.206528,955.020696,195725.7216,16652966.784
1994-04-05,179284.7609856,955.026792,163920.29184,16668977.354400001
1994-04-06,185694.778368,955.026792,188386.00704,16668977.354400001
1994-04-07,189217.8413568,955.0237440000001,198172.29312,16660244.316000002
1994-04-08,184422.5611776,955.0237440000001,183492.864,16660244.316000002
1994-04-09,223567.7054976,955.026792,217744.86528,16668977.354400001
1994-04-10,187603.10415360003,955.0176480000001,207958.5792,16644246.0804
1994-04-11,183199.27541759997,955.026792,159027.1488,16668977.354400001
1994-04-12,152445.8714112,955.020696,168813.43488,16652966.784
1994-04-13,129521.4962688,955.008504,163920.29184,16618046.9652
1994-04-14,147308.0712192,955.008504,146794.2912,16618046.9652
1994-04-15,137717.5108608,955.0146000000001,119882.00448,16635513.042
1994-04-16,105667.42394879999,955.0146000000001,105202.57536,16635513.042
1994-04-17,76235.1685632,955.0115519999999,83183.43168,16626780.0036
1994-04-18,68846.5225728,955.0115519999999,68504.00256,16626780.0036
1994-04-19,54852.13347840001,955.0024080000001,78290.28864,16602036.3948
1994-04-20,91599.63770879999,955.0115519999999,66057.43104,16626780.0036
1994-04-21,68283.8111232,954.99936,102756.00384,16593315.691200001
1994-04-22,100945.54091519999,955.0024080000001,90523.14624,16602036.3948
1994-04-23,75672.4571136,954.99936,85630.00319999999,16593315.691200001
1994-04-24,110829.689856,955.0024080000001,102756.00384,16602036.3948
1994-04-25,194208.8472576,955.0176480000001,154134.00576,16644246.0804
1994-04-26,192104.7957504,955.0146000000001,200618.86463999999,16635513.042
1994-04-27,201206.04180479998,955.0146000000001,200618.86463999999,16635513.042
1994-04-28,111465.79845120001,955.0024080000001,141901.14816,16602036.3948
1994-04-29,118340.66442239999,955.005456,95416.28928,16610769.4332
1994-04-30,102584.7438336,954.9963120000001,107649.14688,16584582.652800001
1994-05-01,128909.8533888,955.0024080000001,92969.71776,16602036.3948
1994-05-02,125949.5018496,955.0024080000001,105202.57536,16602036.3948
1994-05-03,121398.87882239999,955.008504,88076.57472,16618046.9652
1994-05-04,127319.5819008,955.0115519999999,100309.43231999999,16626780.0036
1994-05-05,150537.5456256,955.0115519999999,129668.29056,16626780.0036
1994-05-06,183737.52115199997,955.0176480000001,141901.14816,16644246.0804
1994-05-07,166317.93192960002,955.008504,171260.00639999998,16618046.9652
1994-05-08,176397.80659199998,954.993264,188386.00704,16575849.614400001
1994-05-09,239078.9689344,955.008504,171260.00639999998,16618046.9652
1994-05-10,342813.6013824,955.0298400000001,254443.43808,16677710.392800001
1994-05-11,321430.5662976,955.026792,293588.5824,16668977.354400001
1994-05-12,386900.8201728,955.038984,320500.86912,16703897.1732
1994-05-13,334495.2582144,955.0237440000001,335180.29824,16660244.316000002
1994-05-14,260021.6211456,955.0146000000001,247103.72352,16635513.042
1994-05-15,170917.48638719998,954.993264,198172.29312,16575849.614400001
1994-05-16,217769.3309952,954.990216,198172.29312,16567116.576000001
1994-05-17,154036.1428992,954.9597360000001,210405.15072,16482721.874400001
1994-05-18,174024.63221759998,954.932304,217744.86528,16407047.876400001
1994-05-19,202135.7389824,954.917064,212851.72224,16364850.5256
1994-05-20,356930.31905279995,954.956688,215298.29376,16475444.3424
1994-05-21,472359.56336639996,955.0115519999999,291142.01088,16626780.0036
1994-05-22,475466.7091968,955.0298400000001,389004.87168,16677710.392800001
1994-05-23,462646.67443199997,955.0420320000001,384111.72864,16711174.7052
1994-05-24,395610.614784,955.051176,330287.1552,16737373.8204
1994-05-25,403317.31507199997,955.057272,349859.72736,16753372.056000002
1994-05-26,431110.3675392,955.057272,396344.58624,16753372.056000002
1994-05-27,682177.5369216,955.0847040000001,570051.16416,16830501.560399998
1994-05-28,585807.0847488,955.07556,567604.59264,16804302.4452
1994-05-29,504629.8417152,955.06032,499100.59008,16762105.094400002
1994-05-30,437642.7134976,955.057272,396344.58624,16753372.056000002
1994-05-31,387341.2030464,955.0481280000001,366985.728,16728640.782
1994-06-01,382741.6485888,955.04508,344966.58432,16719907.7436
1994-06-02,458414.10570240003,955.063368,364539.15648,16770838.132800002
1994-06-03,457068.4913664,955.063368,413470.58688,16770838.132800002
1994-06-04,435563.1277056,955.06032,393898.01472,16762105.094400002
1994-06-05,383818.1400576,955.051176,357199.44192,16737373.8204
1994-06-06,338629.9640832,955.0328880000001,335180.29824,16686443.431200001
1994-06-07,322947.44064,955.020696,308268.01152,16652966.784
1994-06-08,397788.0634368,955.0359360000001,308268.01152,16695176.469600001
1994-06-09,321234.84057600005,955.0298400000001,288695.43936,16677710.392800001
1994-06-10,258186.6925056,955.0237440000001,232424.29439999998,16660244.316000002
1994-06-11,254125.3837824,955.020696,217744.86528,16652966.784
1994-06-12,197829.7731072,955.008504,190832.57856,16618046.9652
1994-06-13,161816.2403328,954.96888,232424.29439999998,16508908.6548
1994-06-14,179186.89812479998,954.9231599999999,256890.0096,16382316.6024
1994-06-15,208129.83920639998,954.8896320000001,254443.43808,16289188.862399999
1994-06-16,260657.72974080002,954.8774400000001,247103.72352,16254256.7088
1994-06-17,289184.753664,954.8743920000001,244657.152,16246991.5116
1994-06-18,261073.6468992,954.8622,244657.152,16212059.358000001
1994-06-19,244583.7548544,954.843912,244657.152,16161128.968799999
1994-06-20,211824.1622016,954.8134320000001,244657.152,16076734.267199999
1994-06-21,149509.9855872,954.758568,251996.86656,15925398.606
1994-06-22,122108.38456319999,954.670176,305821.44,15679479.6984
1994-06-23,113447.5213824,954.575688,305821.44,15424901.761200001
1994-06-24,101459.32093439999,954.4751040000001,305821.44,15158346.7332
1994-06-25,133387.07927040002,954.3867120000001,305821.44,14923714.1676
1994-06-26,84798.16888319999,954.2800320000001,305821.44,14640494.8248
1994-06-27,130891.57632,954.1977360000001,305821.44,14422526.574
1994-06-28,96345.98645760001,954.1093440000001,303374.86848,14189287.840799998
1994-06-29,39732.3214848,953.9996160000001,293588.5824,13900591.8468
1994-06-30,42472.481587199996,953.938656,176153.14944,13746579.534
1994-07-01,34716.849868799996,953.85636,227531.15136,13536801.5904
1994-07-02,36649.6413696,953.7344400000001,313161.15456,13228764.63
1994-07-03,56124.350668800005,953.62776,296035.15392,12957917.0916
1994-07-04,50472.770457599996,953.527176,276462.58176,12702993.78
1994-07-05,30190.6925568,953.4204960000001,269122.8672,12432146.2416
1994-07-06,92260.2120192,953.335152,269122.8672,12223725.126
1994-07-07,97716.0665088,953.252856,266676.29568,12023580.6612
1994-07-08,93459.032064,953.17056,264229.72416,11822165.712
1994-07-09,103905.89245439999,953.091312,269122.8672,11629668.8232
1994-07-10,62950.2852096,952.975488,308268.01152,11347954.326000001
1994-07-11,91012.460544,952.871856,308268.01152,11094276.829200001
1994-07-12,95954.5350144,952.768224,308268.01152,10845570.2568
1994-07-13,42888.3987456,952.649352,305821.44,10568209.944
1994-07-14,23217.9637248,952.53048,303374.86848,10290849.6312
1994-07-15,11229.7632768,952.40856,300928.29696,10006162.4472
1994-07-16,10006.4775168,952.2866400000001,300928.29696,9720254.118
1994-07-17,25175.220940799998,952.1708160000001,298481.72544,9452218.914
1994-07-18,-4770.814464,952.039752,296035.15392,9156430.41
1994-07-19,-7755.6317184,951.908688,293588.5824,8860629.5712
1994-07-20,8342.8088832,951.7837200000001,288695.43936,8585020.8
1994-07-21,33248.9069568,951.6709440000001,286248.86784,8336869.2935999995
1994-07-22,25395.4123776,951.5551200000001,283802.29632,8083685.188800001
1994-07-23,55414.844928,951.451488,281355.72479999997,7862448.216
1994-07-24,54803.202048,951.347856,281355.72479999997,7641223.578000001
1994-07-25,33028.71552,951.23508,278909.15327999997,7402298.501999999
1994-07-26,4893.14304,951.107064,276462.58176,7135336.425600001
1994-07-27,12159.4604544,950.9851440000001,274016.01024,6880376.109600001
1994-07-28,5529.251635199999,950.8571280000001,271569.43872,6621061.6092
1994-07-29,-22092.540825599997,950.7169200000001,269122.8672,6336991.1652
1994-07-30,48.9314304,950.585856,264229.72416,6078848.4708
1994-07-31,7975.8231552,950.4517440000001,276462.58176,5818288.1556
1994-08-01,3033.7486848,950.302392,293588.5824,5532959.562
1994-08-02,9174.6432,950.1560880000001,288695.43936,5258633.61
1994-08-03,10862.7775488,950.0097840000001,286248.86784,4989303.252
1994-08-04,14557.100544,949.86348,283802.29632,4726386.99
1994-08-05,-28967.406796799998,949.692792,278909.15327999997,4425023.1564
1994-08-06,-15853.783449600001,949.5282000000001,274016.01024,4141187.0736000002
1994-08-07,29750.3096832,949.387992,271569.43872,3906048.7812
1994-08-08,-6140.8945152,949.2234000000001,266676.29568,3638864.6784
1994-08-09,9712.8889344,949.0649040000001,264229.72416,3391823.3040000005
1994-08-10,19768.2978816,948.909456,259336.58112,3158707.9188
1994-08-11,20135.2836096,948.75096,254443.43808,2931599.5812
1994-08-12,17370.657791999998,948.5528400000001,300928.29696,2656854.246
1994-08-13,26716.5609984,948.321192,320500.86912,2361867.504
1994-08-14,31413.9783168,948.1139280000001,283802.29632,2114295.7332
1994-08-15,16881.343488000002,947.888376,276462.58176,1861074.624
1994-08-16,32050.086912,947.665872,269122.8672,1630438.5336
1994-08-17,43426.64448,947.443368,261783.15264,1418748.696
1994-08-18,53604.3820032,947.22696,254443.43808,1226239.4724
1994-08-19,37310.21568,946.9831200000001,249550.29504,1025983.9944
1994-08-20,59182.5650688,946.699656,244657.152,819339.09
1994-08-21,21309.6379392,946.382664,237317.43744,622586.6952000001
1994-08-22,20551.200768,946.0260480000001,227531.15136,437441.3472
1994-08-23,31120.3897344,945.620664,222638.00832,270576.1728
1994-08-24,27205.875302399996,945.0445920000001,215298.29376,112764.74160000001
1994-08-25,38753.6928768,943.886352,168813.43488,7351.5408
1994-08-26,13700.800512,943.8284400000001,16392.029184,6414.0960000000005
1994-08-27,8269.4117376,943.8284400000001,12966.829055999999,6414.0960000000005
1994-08-28,5822.8402176,943.8284400000001,9296.971776,6414.0960000000005
1994-08-29,3107.1458304,943.8284400000001,5627.114495999999,6414.0960000000005
1994-08-30,2177.4486528,943.8284400000001,3914.514432,6414.0960000000005
1994-08-31,3571.9944192,943.8284400000001,6850.400256,6414.0960000000005
1994-09-01,7388.6459904,943.8284400000001,11498.886144,6414.0960000000005
1994-09-02,5773.9087872,943.8284400000001,9296.971776,6414.0960000000005
1994-09-03,4208.1030144,943.8284400000001,7829.028864,6414.0960000000005
1994-09-04,6483.414527999999,943.8253920000001,10764.914688,6364.7568
1994-09-05,8758.7260416,943.8253920000001,14924.086271999999,6364.7568
1994-09-06,10642.586111999999,943.8253920000001,14679.42912,6364.7568
1994-09-07,11058.503270399999,943.8253920000001,11254.228991999998,6364.7568
1994-09-08,6703.6059648,943.8284400000001,6850.400256,6414.0960000000005
1994-09-09,5504.78592,943.8284400000001,5871.771648,6414.0960000000005
1994-09-10,8709.7946112,943.8284400000001,9296.971776,6414.0960000000005
1994-09-11,9663.957504,943.8284400000001,10030.943232,6414.0960000000005
1994-09-12,8807.657472,943.8284400000001,9052.314624,6414.0960000000005
1994-09-13,11058.503270399999,943.8284400000001,11988.200448000001,6414.0960000000005
1994-09-14,47952.801792000006,943.8284400000001,51378.00192,6414.0960000000005
1994-09-15,49469.6761344,943.8284400000001,48931.4304,6414.0960000000005
1994-09-16,30484.2811392,943.8284400000001,31805.42976,6414.0960000000005
1994-09-17,22337.1979776,943.8284400000001,22997.772288,6414.0960000000005
1994-09-18,18251.4235392,943.8284400000001,19327.915008,6414.0960000000005
1994-09-19,12942.3633408,943.8284400000001,13945.457664,6414.0960000000005
1994-09-20,10642.586111999999,943.8284400000001,11743.543296,6414.0960000000005
1994-09-21,10104.3403776,943.8284400000001,11009.57184,6414.0960000000005
1994-09-22,10740.448972799999,943.8284400000001,11988.200448000001,6414.0960000000005
1994-09-23,12453.0490368,943.8284400000001,13700.800512,6414.0960000000005
1994-09-24,10471.326105600001,943.8253920000001,11498.886144,6364.7568
1994-09-25,9174.6432,943.8253920000001,10030.943232,6364.7568
1994-09-26,8440.671744000001,943.8284400000001,9052.314624,6414.0960000000005
1994-09-27,8049.2203008,943.8284400000001,8807.657472,6414.0960000000005
1994-09-28,9174.6432,943.8284400000001,10030.943232,6414.0960000000005
1994-09-29,9517.1632128,943.8284400000001,10520.257536,6414.0960000000005
1994-09-30,11768.009011199998,943.8284400000001,12966.829055999999,6414.0960000000005
1994-10-01,12722.171904,943.8284400000001,14434.771968000001,6414.0960000000005
1994-10-02,16025.043456,943.8284400000001,18104.629248,6414.0960000000005
1994-10-03,16979.206348800002,943.8284400000001,17370.657791999998,6414.0960000000005
1994-10-04,9933.0803712,944.035704,6605.743104,11187.6636
1994-10-05,16367.563468800001,944.185056,12477.514752,16614.9756
1994-10-06,16783.480627200002,944.3283120000001,10275.600384,24398.2344
1994-10-07,21383.0350848,944.48376,10030.943232,36979.7304
1994-10-08,15780.386304,944.572152,9786.28608,44158.583999999995
