date,max_temp(C),min_temp(C)
1983-06-02 00:00:00+00:00,10.2,8.6
1983-06-03 00:00:00+00:00,12.4,8.7
1983-06-04 00:00:00+00:00,12.6,9.1
1983-06-05 00:00:00+00:00,12.9,9.3
1983-06-06 00:00:00+00:00,13.4,9.6
1983-06-07 00:00:00+00:00,13.9,10.0
1983-06-08 00:00:00+00:00,13.7,10.4
1983-06-09 00:00:00+00:00,13.4,10.7
1983-06-10 00:00:00+00:00,12.8,10.0
1983-06-11 00:00:00+00:00,11.4,9.1
1983-06-12 00:00:00+00:00,12.9,9.4
1983-06-13 00:00:00+00:00,13.4,9.5
1983-06-14 00:00:00+00:00,13.1,10.1
1983-06-15 00:00:00+00:00,12.5,10.0
1983-06-16 00:00:00+00:00,12.4,9.6
1983-06-17 00:00:00+00:00,12.3,10.0
1983-06-18 00:00:00+00:00,10.1,9.2
1983-06-19 00:00:00+00:00,10.2,9.0
1983-06-20 00:00:00+00:00,11.8,9.0
1983-06-21 00:00:00+00:00,12.6,9.0
1983-06-22 00:00:00+00:00,12.3,9.8
1983-06-23 00:00:00+00:00,11.1,9.5
1983-06-24 00:00:00+00:00,12.9,9.3
1983-06-25 00:00:00+00:00,13.1,9.5
1983-06-26 00:00:00+00:00,12.9,10.1
1983-06-27 00:00:00+00:00,14.1,10.5
1983-06-28 00:00:00+00:00,13.8,10.2
1983-06-29 00:00:00+00:00,12.8,10.5
1983-06-30 00:00:00+00:00,12.8,10.2
1983-07-01 00:00:00+00:00,10.6,9.7
1983-07-02 00:00:00+00:00,10.5,9.4
1983-07-03 00:00:00+00:00,12.5,9.2
1983-07-04 00:00:00+00:00,13.7,9.6
1983-07-05 00:00:00+00:00,13.3,10.4
1983-07-06 00:00:00+00:00,12.4,10.4
1983-07-07 00:00:00+00:00,11.4,9.6
1983-07-08 00:00:00+00:00,11.5,9.2
1983-07-09 00:00:00+00:00,12.3,9.5
1983-07-10 00:00:00+00:00,13.5,9.5
1983-07-11 00:00:00+00:00,14.1,10.3
1983-07-12 00:00:00+00:00,14.0,10.5
1983-07-13 00:00:00+00:00,12.0,10.6
1983-07-14 00:00:00+00:00,12.0,10.3
1983-07-15 00:00:00+00:00,11.8,10.0
1983-07-16 00:00:00+00:00,13.0,9.9
1983-07-17 00:00:00+00:00,13.0,10.2
1983-07-18 00:00:00+00:00,13.2,10.4
1983-07-19 00:00:00+00:00,13.0,10.9
1983-07-20 00:00:00+00:00,13.8,10.6
1983-07-21 00:00:00+00:00,14.3,10.5
1983-07-22 00:00:00+00:00,14.9,11.3
1983-07-23 00:00:00+00:00,14.8,11.6
1983-07-24 00:00:00+00:00,14.8,11.4
1983-07-25 00:00:00+00:00,12.1,10.6
1983-07-26 00:00:00+00:00,13.8,10.5
1983-07-27 00:00:00+00:00,13.6,10.9
1983-07-28 00:00:00+00:00,13.1,10.3
1983-07-29 00:00:00+00:00,14.2,10.6
1983-07-30 00:00:00+00:00,14.6,10.8
1983-07-31 00:00:00+00:00,14.3,11.3
1983-08-01 00:00:00+00:00,12.9,10.8
1983-08-02 00:00:00+00:00,14.0,10.9
1983-08-03 00:00:00+00:00,13.4,10.7
1983-08-04 00:00:00+00:00,13.9,10.5
1983-08-05 00:00:00+00:00,13.6,10.9
1983-08-06 00:00:00+00:00,14.1,10.6
1983-08-07 00:00:00+00:00,13.7,10.6
1983-08-08 00:00:00+00:00,12.8,10.9
1983-08-09 00:00:00+00:00,13.0,10.8
1983-08-10 00:00:00+00:00,13.0,10.8
1983-08-11 00:00:00+00:00,13.2,10.5
1983-08-12 00:00:00+00:00,13.9,10.1
1983-08-13 00:00:00+00:00,13.6,10.7
1983-08-14 00:00:00+00:00,14.3,10.9
1983-08-15 00:00:00+00:00,14.2,11.1
1983-08-16 00:00:00+00:00,14.0,10.6
