date,total avg discharge (m3/d),inflow(m3/d),wse(m),avg air temperature (C),max air temperature (C),min air temperature (C),storage(m3),canal discharge (m3/d),outflow(m3/d)
1990-01-29,,,675.0375120000001,4.561267600000004,8.277964000000004,1.027906000000005,26720753.892,,
1990-01-30,,,675.0375120000001,2.4501396,4.650157200000002,0.41679000000000244,26720753.892,,
1990-01-31,,,674.6839440000001,1.416798,3.1668120000000037,-0.7665527999999959,25962287.04,,
1990-02-01,,,675.765984,1.5612436000000045,2.994588400000005,-0.0665471999999987,28327090.2264,,
1990-02-02,,,675.765984,5.361274000000002,9.061303600000006,0.41679000000000244,28327090.2264,,
1990-02-03,,,675.765984,4.250154000000002,7.444624000000001,-0.11099199999999598,28327090.2264,,
1990-02-04,,,675.765984,1.3112416000000024,6.527950000000004,-2.6443455999999994,28327090.2264,,
1990-02-05,,,675.765984,3.177923200000002,6.966842400000004,-0.633218399999997,28327090.2264,,
1990-02-06,,,675.765984,0.06678720000000027,2.339027600000005,-1.766560799999997,28327090.2264,,
1990-02-07,,,675.765984,1.3612420000000043,5.177939200000004,-2.0332295999999985,28327090.2264,,
1990-02-08,,,676.2231840000001,3.8668176000000045,7.227955600000001,-0.022102399999997857,29366728.8444,,
1990-02-09,,,676.2231840000001,5.0390492000000044,8.233519200000003,0.8501268000000017,29366728.8444,,
1990-02-10,,,676.2231840000001,5.733499200000004,11.116875600000004,2.0723588,29366728.8444,,
1990-02-11,,,676.2231840000001,3.177923200000002,9.716864400000006,0.37234520000000515,29366728.8444,,
1990-02-12,,,676.2231840000001,0.06678720000000027,5.7890552000000035,-3.077682399999997,29366728.8444,,
1990-02-13,,,676.2231840000001,-2.844347199999998,-0.499883999999998,-5.566591199999998,29366728.8444,,
1990-02-14,,,676.2231840000001,-4.822140799999998,-0.9832211999999956,-8.5388372,29366728.8444,,
1990-02-15,,,677.8569120000001,-0.877664799999998,4.694602000000003,-6.616599599999999,33279685.1136,,
1990-02-16,,,677.8569120000001,-0.9332207999999973,5.566831200000006,-3.994356399999999,33279685.1136,,
1990-02-17,,,677.8569120000001,-0.5609955999999983,2.7279196,-2.422121599999997,33279685.1136,,
1990-02-18,,,677.8569120000001,-0.24988199999999594,5.833500000000004,-4.999919999999998,33279685.1136,,
1990-02-19,,,677.8569120000001,4.111264000000002,9.105748400000003,-3.166571999999997,33279685.1136,,
1990-02-20,,,677.8569120000001,5.739054800000002,9.022414400000006,3.777928000000003,33279685.1136,,
1990-02-21,,,677.8569120000001,8.355742400000004,15.528022000000007,2.294582800000004,33279685.1136,,
1990-02-22,,,677.8569120000001,13.850230800000002,19.63361040000001,9.4113064,33279685.1136,,
1990-02-23,,,678.222672,7.8446272000000015,12.950223600000005,2.0723588,34202069.1228,,
1990-02-24,,,678.253152,8.389076000000003,16.094693200000002,2.0334696,34281196.8648,,
1990-02-25,,,678.253152,9.416862000000005,17.450259600000003,2.466806400000003,34281196.8648,,
1990-02-26,,,677.488104,10.300202400000003,21.466958400000003,3.5168148000000024,32368007.7108,,
1990-02-27,,,677.6374559999999,14.844683200000006,20.900287200000008,9.455751200000005,32734980.3456,,
1990-02-28,,,677.759376,11.7946588,18.628046800000007,3.9945964000000025,33037799.6856,,
1990-03-01,,,677.8904400000001,10.772428400000003,16.444696000000008,4.344599200000005,33363401.4012,,
1990-03-02,,,678.061128,10.311313600000005,13.389116000000005,7.755737600000003,33794070.9432,,
1990-03-03,,,678.189144,8.922413600000006,13.911342400000002,5.222384000000002,34117218.0336,,
1990-03-04,,,678.311064,5.2890512000000065,8.322408800000002,2.5556960000000046,34428967.768800005,,
1990-03-05,,,678.493944,4.794602800000003,9.105748400000003,1.2445744000000047,34897455.8076,,
1990-03-06,,,678.649392,6.966842400000004,16.578030400000003,0.11123200000000466,35302740.331199996,,
1990-03-07,,,678.817032,4.594601200000003,7.444624000000001,0.1945660000000018,35740379.0352,,
1990-03-08,,,678.975528,2.1223592000000018,6.355726400000002,-0.46099479999999815,36159022.1472,,
1990-03-09,,,679.103544,5.205717200000002,13.255781600000002,-2.466566399999998,36499104.918,,
1990-03-10,,,679.207176,3.3057020000000037,8.277964000000004,0.5001240000000031,36778216.7724,,
1990-03-11,,,679.329096,0.8390156000000033,4.872381200000003,-0.9387763999999983,37106519.809200004,,
1990-03-12,,,679.4845440000001,1.161240400000004,5.483497200000002,-2.466566399999998,37528369.9692,,
1990-03-13,,,679.6156080000001,2.1501371999999996,7.622403200000004,-4.172135599999999,37885635.1164,,
1990-03-14,,,679.7436240000001,6.789063200000001,13.389116000000005,1.0723508000000024,38237102.9076,,
1990-03-15,,,679.88688,10.133534400000006,17.100256800000004,1.5945771999999998,38636466.7272,,
1990-03-16,,,679.97832,14.516902800000004,17.972486000000004,11.727991600000003,38891266.690799996,,
1990-03-17,,,680.0606160000001,12.227995600000003,16.533585600000002,9.633530400000005,39123666.6576,,
1990-03-18,,,680.14596,11.789103200000003,20.333616,5.089049600000003,39367747.68,,
1990-03-19,,,680.2069200000001,10.955763200000003,16.444696000000008,5.611276000000004,39541495.672800004,,
1990-03-20,,,680.270928,10.2446464,18.01693080000001,2.6890304000000036,39724827.8052,,
1990-03-21,,,680.3654160000001,11.733547200000004,19.805834000000004,2.994588400000005,39996760.806,,
1990-03-22,,,680.508672,8.350186800000003,13.166892000000004,4.566823200000002,40411210.086,,
1990-03-23,,,680.636688,9.194638000000001,14.655792800000008,5.7890552000000035,40782919.284,,
1990-03-24,,,680.6854559999999,10.327980400000005,19.15582880000001,1.6390220000000042,40924991.510400005,,
1990-03-25,,,680.789088,9.4501956,15.266908800000003,4.172375600000002,41227724.5068,,
1990-03-26,,,680.9262480000001,9.205749200000003,15.355798400000005,5.305718000000002,41630011.674,,
1990-03-27,,,681.0268320000001,10.094645200000006,19.0224944,1.4612428000000044,41926848.636,,
1990-03-28,,,681.115224,11.016874800000004,19.283607600000003,2.7723644000000043,42187273.268400006,,
1990-03-29,,,681.176184,10.033533600000005,17.494704400000003,2.422361600000002,42367139.322000004,,
1990-03-30,,,681.234096,11.016874800000004,19.939168400000007,2.994588400000005,42538445.024399996,,
1990-03-31,,,681.2676240000001,12.544664800000003,21.250290000000007,4.039041200000003,42639220.3404,,
1990-04-01,,,681.2950559999999,13.183558800000004,21.600292800000005,6.005723600000003,42719852.927999996,,
1990-04-02,,,681.377352,12.689110400000004,20.155836800000003,5.527942000000003,42967338.3552,,
1990-04-03,,,681.462696,13.739118800000004,22.778080000000003,6.177947200000002,43222656.3804,,
1990-04-04,,,681.51756,14.800238400000005,22.300298400000003,7.183510800000004,43386154.1544,,
1990-04-05,,,681.5663280000001,14.444680000000005,21.600292800000005,7.927961200000006,43532864.2656,,
1990-04-06,,,681.6211920000001,15.994692400000005,21.994740400000005,9.544640800000003,43697496.8412,,
1990-04-07,,,681.6425280000001,11.727991600000003,16.661364400000004,6.527950000000004,43761341.765999995,,
1990-04-08,,,681.6730080000001,9.572418800000001,16.750254000000005,2.339027600000005,43852051.8852,,
1990-04-09,,,681.758352,11.550212400000003,20.855842400000007,2.1168036000000043,44107406.9148,,
1990-04-10,,,681.797976,14.8113496,22.472522000000005,6.833508000000002,44226117.03,,
1990-04-11,,,681.8345519999999,13.478005600000003,18.761381200000002,6.616839600000002,44334761.948400006,,
1990-04-12,,,681.8528400000001,13.344671200000004,20.594729200000003,5.222384000000002,44391378.68040001,,
1990-04-13,,,681.8589360000001,15.4057988,24.833652000000008,5.833500000000004,44408400.704399996,,
1990-04-14,,,681.8162639999999,17.7613732,26.75033400000001,9.366861600000004,44281006.89,,
1990-04-15,,,681.755304,17.622483200000005,25.661436400000007,9.761309200000003,44098451.85,,
1990-04-16,,,681.755304,12.722444000000003,16.005803600000007,9.716864400000006,44098451.85,,
1990-04-17,,,681.7492080000001,11.611324000000003,14.089121600000002,9.672419600000001,44080529.3856,,
1990-04-18,,,681.737016,14.128010800000006,19.544720800000007,9.850198800000001,44043561.99,,
1990-04-19,,,681.724824,11.277988,14.172455600000003,8.627966800000003,44007729.396,,
1990-04-20,,,681.7004400000001,12.778000000000002,17.84470720000001,8.889080000000003,43933806.9396,,
1990-04-21,,,681.6211920000001,12.227995600000003,17.539149200000004,8.627966800000003,43697496.8412,,
1990-04-22,,,681.5541360000001,11.316877200000004,14.916906000000004,9.283527600000003,43497019.3368,,
1990-04-23,,,681.615096,8.511299200000003,11.205765200000005,5.744610400000006,43678451.910000004,,
1990-04-24,,,681.6730080000001,8.133518400000003,12.994668400000005,3.777928000000003,43852051.8852,,
1990-04-25,,,681.7126320000001,11.500212000000005,16.400251200000007,8.494632400000004,43970762.00040001,,
1990-04-26,,,681.752256,11.661324400000005,17.622483200000005,5.044604800000002,44089484.4504,,
1990-04-27,,,681.794928,13.878008800000003,18.889160000000004,10.550204400000005,44217161.9652,,
1990-04-28,,,681.755304,8.050184400000003,11.861326000000005,3.2112568000000046,44098451.85,,
1990-04-29,,,681.7309200000001,6.666840000000004,11.727991600000003,2.339027600000005,44024529.3936,,
1990-04-30,,,681.77664,9.539085200000006,18.27804400000001,0.5890136000000048,44162284.44,,
1990-05-01,,,681.773592,12.511331200000004,20.683618800000005,3.3834804000000034,44153317.040400006,,
1990-05-02,,,681.7644480000001,14.872461200000004,22.428077200000004,7.100176800000003,44126451.84599999,,
1990-05-03,,,681.755304,16.789143200000005,26.011439199999998,7.794626800000003,44098451.85,,
1990-05-04,,,681.7126320000001,21.505847600000003,32.9559392,9.455751200000005,43970762.00040001,,
1990-05-05,,,681.6029040000001,20.566951200000005,28.672571600000005,12.822444800000003,43642619.316,,
1990-05-06,,,681.490128,10.3835364,15.222464000000002,5.483497200000002,43304399.1,,
1990-05-07,,,681.44136,8.289075200000003,15.833580000000005,0.5445688000000004,43158823.790400006,,
1990-05-08,,,681.377352,11.716880400000004,21.994740400000005,0.6779032000000029,42967338.3552,,
1990-05-09,,,681.328584,17.7613732,24.611428000000004,6.177947200000002,42821750.7108,,
1990-05-10,,,681.221904,12.005771600000003,19.15582880000001,6.050168400000004,42501761.3292,,
1990-05-11,,,681.13656,10.150201200000005,15.9224696,5.394607600000004,42250168.4136,,
1990-05-12,,,681.023784,9.933532800000005,15.044684800000006,4.827936400000002,41916919.122,,
1990-05-13,,,680.917104,10.544648800000001,17.36137,2.8168092000000016,41602591.4136,,
1990-05-14,,,680.840904,10.461314800000004,16.005803600000007,6.005723600000003,41379639.9036,,
1990-05-15,,,680.020992,11.372433200000003,18.978049600000006,3.0334776000000048,39010679.8896,,
1990-05-16,,,680.715936,13.466894400000005,21.728071600000007,3.9945964000000025,41014616.1672,,
1990-05-17,,,680.715936,11.361322000000005,18.105820400000006,5.305718000000002,41014616.1672,,
1990-05-18,,,680.715936,10.744650400000005,15.616911600000002,5.044604800000002,41014616.1672,,
1990-05-19,,,680.715936,10.300202400000003,15.133574400000008,3.8668176000000045,41014616.1672,,
1990-05-20,,,680.715936,10.600204800000004,15.266908800000003,7.405734800000001,41014616.1672,,
1990-05-21,,,680.37456,12.300218400000006,17.450259600000003,4.694602000000003,40022725.56,,
1990-05-22,,,680.3928480000001,8.883524400000006,12.822444800000003,7.666848000000002,40075752.865200005,,
1990-05-23,,,680.484288,8.461298800000002,13.128002800000004,6.400171200000006,40340877.0564,,
1990-05-24,,,680.5452480000001,8.816857200000001,13.389116000000005,3.8668176000000045,40517264.6964,,
1990-05-25,,,680.606208,11.833548,17.316925200000007,7.361290000000004,40693652.3364,,
1990-05-26,,,680.6001120000001,12.889112000000004,16.311361600000005,8.322408800000002,40676334.2772,,
1990-05-27,,,680.612304,12.972446000000005,15.661356400000003,9.633530400000005,40712043.5232,,
1990-05-28,,,680.636688,11.589101600000003,15.355798400000005,8.977969600000002,40782919.284,,
1990-05-29,,,680.7067920000001,12.344663200000003,17.100256800000004,9.105748400000003,40987294.5852,,
1990-05-30,,,680.80128,9.400195200000006,12.472442000000004,5.527942000000003,41263803.7968,,
1990-05-31,,,680.9445360000001,6.894619600000002,10.939096400000004,4.5223784000000045,41682977.305199996,,
1990-06-01,,,681.054264,9.350194800000004,15.572466800000008,1.7668008000000022,42007407.2148,,
1990-06-02,,,681.127416,15.189130400000003,23.389196,7.755737600000003,42222587.8008,,
1990-06-03,,,681.1731360000001,14.044676800000005,18.889160000000004,9.150193200000004,42358307.6052,,
1990-06-04,,,681.234096,12.905778800000004,18.978049600000006,6.005723600000003,42538445.024399996,,
1990-06-05,,,681.2798160000001,13.694674000000003,19.766944800000005,6.094613200000001,42675065.269200005,,
1990-06-06,,,681.322488,15.983581200000003,22.1225192,11.289099200000003,42802718.1144,,
1990-06-07,,,681.3560160000001,15.361354000000006,22.300298400000003,7.444624000000001,42903505.7652,,
1990-06-08,,,681.362112,17.822484800000005,25.79477080000001,9.894643600000006,42921428.2296,,
1990-06-09,,,681.3133440000001,17.239146800000007,23.300306400000004,11.466878400000002,42775840.5852,,
1990-06-10,,,681.25848,12.950223600000005,16.9669224,9.327972400000004,42611232.6792,,
1990-06-11,,,681.252384,12.933556800000005,18.978049600000006,5.566831200000006,42593310.2148,,
1990-06-12,,,681.221904,12.439108400000006,16.9280332,8.539077200000001,42501761.3292,,
1990-06-13,,,681.1792320000001,12.255773600000005,18.411378400000004,7.666848000000002,42375958.704,,
1990-06-14,,,681.148752,15.061351600000002,22.778080000000003,5.6557208000000045,42286580.7432,,
1990-06-15,,,681.1030320000001,16.855810400000003,24.483649200000002,8.366853600000006,42150848.604,,
1990-06-16,,,681.0146400000001,16.205805200000007,22.644745600000007,9.455751200000005,41890436.3064,,
1990-06-17,,,680.941488,14.089121600000002,19.894723600000006,10.155756800000002,41674157.9232,,
1990-06-18,,,680.880528,16.978033600000003,25.489212800000004,7.794626800000003,41495488.345199995,,
1990-06-19,,,680.83176,20.4891728,28.850350800000008,10.594649200000003,41353416.1188,,
1990-06-20,,,680.737272,22.933636800000002,31.778152000000006,13.778008000000003,41076906.9072,,
1990-06-21,,,680.624496,26.511443200000002,36.57819040000001,15.439132400000005,40746852.3288,,
1990-06-22,,,680.49648,24.444760000000002,30.817033200000004,17.494704400000003,40376586.3024,,
1990-06-23,,,680.34408,19.63361040000001,27.62811880000001,10.327980400000005,39933989.0088,,
1990-06-24,,,680.179488,20.144725600000008,26.79477880000001,12.077994400000005,39463687.7544,,
1990-06-25,,,680.045376,19.861390000000007,27.189226400000003,11.772436400000004,39079964.4612,,
1990-06-26,,,679.91736,18.2391548,25.266988800000007,9.672419600000001,38720701.076400004,,
1990-06-27,,,679.758864,18.04470880000001,24.700317599999998,11.072430800000003,38279744.3112,,
1990-06-28,,,679.588176,17.833596,25.922549600000004,8.627966800000003,37811330.2812,,
1990-06-29,,,679.4205360000001,20.789175200000003,28.93924040000001,11.422433600000005,37353302.1528,,
1990-06-30,,,679.210224,19.8558344,26.883668400000005,10.372425200000006,36786246.7272,,
1990-07-01,,,678.993816,17.828040400000006,24.305870000000006,10.855762400000003,36208398.3516,,
1990-07-02,,,678.83532,14.150233200000002,18.761381200000002,9.939088400000003,35787769.3368,,
1990-07-03,,,678.695112,16.444696000000008,25.266988800000007,7.5779584000000035,35421031.063200004,,
1990-07-04,,,678.5183280000001,19.055828000000005,24.833652000000008,13.516894800000003,34961448.75,,
1990-07-05,,,678.426888,16.589141600000005,22.9558592,10.939096400000004,34725459.3564,,
1990-07-06,,,678.292776,16.261361200000003,21.511403200000004,12.383552400000003,34382255.8812,,
1990-07-07,,,678.1129440000001,18.861382000000006,28.3281244,8.144629600000002,33924499.1184,,
1990-07-08,,,677.92092,21.822516800000002,30.20591720000001,12.689110400000004,33440333.548800003,,
1990-07-09,,,677.765472,23.178083200000003,31.033701600000008,14.700237600000001,33052576.776,,
1990-07-10,,,677.579544,25.605880400000004,35.272624400000005,15.661356400000003,32590959.2208,,
1990-07-11,,,677.399712,27.178115200000008,34.96706640000001,20.378060800000007,32151778.6668,,
1990-07-12,,,677.1924480000001,27.46145080000001,35.705961200000004,19.461386800000007,31648358.4744,,
1990-07-13,,,676.988232,26.678111200000004,34.7003976,18.366933600000003,31156101.276,,
1990-07-14,,,676.7261040000001,25.661436400000007,34.08928160000001,16.9669224,30534600.0432,,
1990-07-15,,,676.467024,25.539213200000006,35.13929,15.789135200000004,29928788.676000003,,
1990-07-16,,,676.2628080000001,24.816985200000005,32.605936400000004,16.622475200000004,29457759.6684,,
1990-07-17,,,676.0464000000001,23.039193200000007,30.161472400000008,15.355798400000005,28960876.92,,
1990-07-18,,,675.857424,24.389204000000007,33.73927880000001,16.355806400000006,28534154.514,,
1990-07-19,,,675.6745440000001,22.966970400000008,30.1170276,17.494704400000003,28123208.3172,,
1990-07-20,,,675.455088,25.744770400000007,33.8281684,16.622475200000004,27634626.889200002,,
1990-07-21,,,675.205152,26.989224800000002,35.40040320000001,17.666928000000006,27085851.637199998,,
1990-07-22,,,674.9369280000001,26.355886400000003,33.917058000000004,18.805826000000003,26503858.7688,,
1990-07-23,,,674.717472,21.444736,28.589237600000004,13.516894800000003,26033323.1532,,
1990-07-24,,,674.513256,17.3113696,23.389196,11.466878400000002,25597991.0568,,
1990-07-25,,,674.3273280000001,17.455815200000004,23.6058644,12.0335496,25208729.438400004,,
1990-07-26,,,674.09568,20.272504400000003,29.022574400000003,10.855762400000003,24727758.582000002,,
1990-07-27,,,673.812216,22.800302400000007,31.511483200000008,13.778008000000003,24146715.4932,,
1990-07-28,,,673.504368,23.833644000000007,33.522610400000005,13.955787200000003,23525707.652400002,,
1990-07-29,,,673.1965200000001,25.99477240000001,34.57261880000001,17.189146400000006,22918342.1004,,
1990-07-30,,,672.9222000000001,25.066987200000007,32.73927080000001,17.80026240000001,22385589.7536,,
1990-07-31,,,672.650928,23.01697080000001,31.167036000000003,15.133574400000008,21863433.0,,
1990-08-01,,,672.382704,21.711404800000004,30.422585600000005,12.511331200000004,21353389.02,,
1990-08-02,,,672.102288,22.166964000000007,31.383704400000006,12.427997200000004,20830245.4824,,
1990-08-03,,,671.8005360000001,23.92253360000001,33.961502800000005,14.350234800000003,20278041.156,,
1990-08-04,,,671.4744000000001,26.644777600000005,37.15041720000001,16.750254000000005,19690041.240000002,,
1990-08-05,,,671.20008,27.0614476,36.233743200000006,18.2335992,19206159.3708,,
1990-08-06,,,670.6514400000001,25.79477080000001,34.66150840000001,16.9280332,18315031.7448,,
1990-08-07,,,670.1028,26.1836628,34.96706640000001,16.139138000000003,17423904.1188,,
1990-08-08,,,669.55416,27.489228800000006,34.4837292,20.333616,16532764.158,,
1990-08-09,,,669.00552,27.211448800000007,34.57261880000001,18.500268000000005,15641636.532,,
1990-08-10,,,668.68548,27.189226400000003,35.355958400000006,18.6724916,15162515.895599999,,
1990-08-11,,,668.41116,27.78367560000001,36.4504116,19.63361040000001,14757305.3808,,
1990-08-12,,,668.264856,26.1503292,32.561491600000004,19.32805240000001,14548131.8424,,
1990-08-13,,,668.118552,23.394751600000006,30.511475200000007,16.183582800000003,14338958.304,,
1990-08-14,,,667.9692,21.14473360000001,28.93924040000001,14.394679600000003,14129784.7656,,
1990-08-15,,,667.822896,19.005827600000003,24.000312000000008,13.300226400000003,13920611.2272,,
1990-08-16,,,667.676592,19.133606400000005,24.833652000000008,14.566903200000006,13711437.6888,,
1990-08-17,,,667.31388,17.4058148,20.683618800000005,13.955787200000003,13216627.1868,,
1990-08-18,,,666.975552,14.111344000000003,18.105820400000006,11.683546800000006,12769021.9644,,
1990-08-19,,,666.661608,16.522474400000007,22.6058564,12.0335496,12361578.850799998,,
1990-08-20,,,666.4299599999999,17.039145200000007,24.089201600000003,11.555768,12065876.690399999,,
1990-08-21,,,666.1678320000001,18.700269600000006,25.050320400000004,11.333544000000003,11735735.7684,,
1990-08-22,,,665.89656,20.5058396,27.4947844,13.255781600000002,11400401.895599999,,
1990-08-23,,,665.689296,17.2447024,23.650309200000002,10.811317600000002,11147156.1168,,
1990-08-24,,,665.503368,14.994684400000004,21.2947348,8.061295600000001,10924167.6024,,
1990-08-25,,,665.226,14.5724588,18.2335992,11.861326000000005,10594766.7684,,
1990-08-26,,,664.9486320000001,15.789135200000004,21.3391796,10.633538400000003,10271520.9996,,
1990-08-27,,,664.8206160000001,16.039137200000006,20.155836800000003,11.861326000000005,10123750.0956,,
1990-08-28,,,664.6895519999999,18.361378000000002,26.055884000000006,10.022422400000004,9974523.6852,,
1990-08-29,,,664.582872,17.500260000000004,23.6058644,13.778008000000003,9854185.376400001,,
1990-08-30,,,664.4670480000001,16.322472800000007,22.300298400000003,11.244654400000005,9723115.7916,,
1990-08-31,,,664.305504,17.550260400000006,25.094765200000005,10.372425200000006,9546530.7948,,
1990-09-01,,,664.1012880000001,16.950255600000006,22.033629600000005,11.683546800000006,9324849.7692,,
1990-09-02,,,663.881832,17.666928000000006,25.7058812,10.022422400000004,9090352.886400001,,
1990-09-03,,,663.674568,19.861390000000007,27.889232000000007,11.205765200000005,8871632.2128,,
1990-09-04,,,663.5526480000001,21.8169612,31.383704400000006,11.816881200000005,8743128.2664,,
1990-09-05,,,663.391104,21.689182400000007,32.389268,12.122439200000002,8577163.5324,,
1990-09-06,,,663.141168,22.922525600000007,33.00038400000001,13.822452800000004,8321315.1108,,
1990-09-07,,,662.7723599999999,20.044724800000004,28.589237600000004,12.250218000000004,7952677.278000001,,
1990-09-08,,,662.366976,19.516942800000002,27.672563600000004,11.900215200000005,7556939.8896,,
1990-09-09,,,661.9524480000001,20.566951200000005,30.900367200000005,12.122439200000002,7165421.0028,,
1990-09-10,,,661.650696,22.58363400000001,32.47260200000001,13.605784400000005,6885939.1044,,
1990-09-11,,,661.3093200000001,20.4113944,27.755897600000004,14.000232000000004,6580517.1216,,
1990-09-12,,,660.952704,16.1724716,23.739198800000004,8.800190400000005,6273170.91,,
1990-09-13,,,660.5808480000001,19.583610000000007,31.950375600000008,9.194638000000001,5959829.9856,,
1990-09-14,,,660.163272,18.4391564,22.516966800000006,13.778008000000003,5617687.3032,,
1990-09-15,,,659.6573040000001,15.716912400000005,20.683618800000005,11.072430800000003,5216016.876,,
1990-09-16,,,659.148288,15.216908400000001,22.211408800000008,9.5890856,4826249.5308,,
1990-09-17,,,658.745952,16.761365200000007,24.744762400000006,9.761309200000003,4527624.0228,,
1990-09-18,,,658.355808,16.878032800000007,23.433640800000006,10.327980400000005,4246994.988,,
1990-09-19,,,657.94128,16.444696000000008,24.305870000000006,9.061303600000006,3962085.7776,,
1990-09-20,,,657.490176,18.261377200000005,28.01701080000001,9.805754000000004,3661807.4063999997,,
1990-09-21,,,656.968968,22.705857200000004,33.1726076,10.983541200000005,3326547.5424,,
1990-09-22,,,656.353272,24.111424000000007,32.82260480000001,13.694674000000003,2948917.6404,,
1990-09-23,,,656.0332320000001,19.9780576,27.4947844,14.655792800000008,2759738.8128000004,,
1990-09-24,,,656.042376,17.828040400000006,24.089201600000003,14.916906000000004,2765030.4420000003,,
1990-09-25,,,656.094192,16.3724732,22.689190400000008,12.822444800000003,2795472.7284,,
1990-09-26,,,656.11248,15.944692000000003,21.2947348,11.727991600000003,2806253.3436000003,,
1990-09-27,,,656.124672,16.694698000000002,24.000312000000008,10.594649200000003,2813444.532,,
1990-09-28,,,656.146008,19.133606400000005,27.711452800000004,11.289099200000003,2825915.0148000005,,
1990-09-29,,,656.152104,19.055828000000005,27.755897600000004,11.816881200000005,2829294.75,,
1990-09-30,,,656.1612480000001,19.51138720000001,28.589237600000004,11.989104800000003,2834796.0708,,
1990-10-01,,,656.1612480000001,17.544704800000005,23.69475400000001,12.205773200000003,2834796.0708,,
1990-10-02,,,656.1612480000001,12.305774000000003,17.011367200000002,7.666848000000002,2834796.0708,,
1990-10-03,,,656.164296,13.939120400000007,20.900287200000008,7.666848000000002,2836485.9384,,
1990-10-04,,,656.1734400000001,16.222472000000003,25.966994400000004,7.711292800000006,2841974.9244000004,,
1990-10-05,,,656.1734400000001,11.016874800000004,15.266908800000003,5.6557208000000045,2841974.9244000004,,
1990-10-06,,,656.1734400000001,6.744618400000004,12.905778800000004,1.2445744000000047,2841974.9244000004,,
1990-10-07,,,656.1795360000001,6.861286000000003,14.655792800000008,0.022342400000002982,2845576.6859999998,,
1990-10-08,,,656.182584,10.705761200000005,21.950295600000004,0.8501268000000017,2847476.2452,,
1990-10-09,,,656.185632,13.111336000000005,24.222536000000005,3.9557072000000026,2849166.1128000002,,
1990-10-10,,,656.185632,11.3779888,17.450259600000003,6.266836800000004,2849166.1128000002,,
1990-10-11,,,656.185632,9.655752800000005,18.761381200000002,0.5890136000000048,2849166.1128000002,,
1990-10-12,,,656.185632,11.955771200000004,18.366933600000003,4.039041200000003,2849166.1128000002,,
1990-10-13,,,656.185632,11.550212400000003,15.178019200000001,6.094613200000001,2849166.1128000002,,
1990-10-14,,,656.1917280000001,10.239090800000003,18.6724916,2.3834724000000023,2852767.8744,,
1990-10-15,,,656.194776,12.889112000000004,17.711372800000007,8.322408800000002,2854457.742,,
1990-10-16,,,656.194776,10.311313600000005,13.694674000000003,3.8668176000000045,2854457.742,,
1990-10-17,,,656.18868,12.155772800000005,20.378060800000007,1.9001352000000047,2850855.9804000002,,
1990-10-18,,,656.20392,10.422425600000004,15.700245600000002,5.7890552000000035,2859946.728,,
1990-10-19,,,656.2100160000001,5.589053600000003,10.022422400000004,2.7279196,2863338.798,,
1990-10-20,,,656.2161120000001,6.105724400000003,14.000232000000004,-0.3721052,2866928.2248000004,,
1990-10-21,,,656.2374480000001,8.000184,12.689110400000004,4.039041200000003,2879645.4036000003,,
1990-10-22,,,656.2344,9.650197200000001,12.822444800000003,7.444624000000001,2877708.84,,
1990-10-23,,,656.243544,9.644641600000003,16.839143600000007,3.5168148000000024,2883321.174,,
1990-10-24,,,656.2496400000001,11.955771200000004,19.722500000000004,5.089049600000003,2886774.918,,
1990-10-25,,,656.258784,12.577998400000006,20.200281600000004,5.566831200000006,2892387.2520000003,,
1990-10-26,,,656.261832,13.294670800000002,19.894723600000006,9.633530400000005,2894114.1240000003,,
1990-10-27,,,656.2648800000001,14.583570000000002,25.094765200000005,6.222392000000006,2896050.6876,,
1990-10-28,,,656.274024,9.561307600000003,11.594657200000004,4.566823200000002,2901440.9952,,
1990-10-29,,,656.28012,7.439068400000004,14.172455600000003,2.0723588,2905116.7655999996,,
1990-10-30,,,656.2862160000001,14.011343200000002,17.889152000000003,9.977977600000003,2908780.2012,,
1990-10-31,,,656.3014559999999,8.044628800000002,11.594657200000004,5.177939200000004,2918055.9708000002,,
1990-11-01,,,656.3106,4.700157600000004,8.405742800000006,-0.14988119999999583,2923458.6132,,
1990-11-02,,,656.316696,2.7834756000000027,9.894643600000006,-3.2999063999999994,2926912.3572,,
1990-11-03,,,656.328888,6.839063600000003,13.516894800000003,1.4223536000000045,2934239.2284,,
1990-11-04,,,656.3380320000001,7.539069200000004,11.027986000000006,4.389044000000002,2939851.5624,,
1990-11-05,,,656.3441280000001,5.683498800000002,8.9335248,2.0723588,2943527.3328,,
1990-11-06,,,656.347176,5.0223824000000015,12.294662800000005,-2.7276795999999983,2945254.2048000004,,
1990-11-07,,,656.3563200000001,4.616823600000004,8.277964000000004,0.8945716000000026,2950854.2040000004,,
1990-11-08,,,656.368512,10.2057572,16.183582800000003,5.177939200000004,2957983.7184,,
1990-11-09,,,656.377656,9.261305200000006,13.472450000000006,5.222384000000002,2963596.0524000004,,
1990-11-10,,,656.3868,5.550164400000003,11.116875600000004,0.3279004000000043,2968986.36,,
1990-11-11,,,656.3959440000001,4.966826400000002,17.100256800000004,0.11123200000000466,2974598.694,,
1990-11-12,,,656.398992,13.439116400000003,21.994740400000005,-1.6387819999999955,2976325.5659999996,,
1990-11-13,,,656.41728,8.366853600000006,16.444696000000008,2.8168092000000016,2987328.2076,,
