date,total avg discharge (m3/d),inflow(m3/d),wse(m),avg air temperature (C),max air temperature (C),min air temperature (C),storage(m3),canal discharge (m3/d),outflow(m3/d)
1982-04-08,,,682.78248,,,,47226248.76,,
1982-04-09,,,682.81296,,,,47322460.2,,
1982-04-10,,,682.8434400000001,,,,47418671.64,,
1982-04-11,,,682.8739200000001,,,,47514883.08,,
1982-04-12,,,682.9044,,,,47611094.52,,
1982-04-13,,,682.99584,,,,47905896.24,,
1982-04-14,,,682.9044,,,,47611094.52,,
1982-04-15,,,682.78248,,,,47226248.76,,
1982-04-16,,,682.73676,,,,47085323.67,,
1982-04-17,,,682.69104,,,,46944398.58,,
1982-04-18,,,682.6453200000001,,,,46803473.49,,
1982-04-19,,,682.5996,,,,46662548.4,,
1982-04-20,,,682.70628,,,,46991887.56,,
1982-04-21,,,682.81296,,,,47321226.72,,
1982-04-22,,,682.96536,,,,47807217.84,,
1982-04-23,,,683.0568000000001,,,,48105720.0,,
1982-04-24,,,683.0568000000001,,,,48105720.0,,
1982-04-25,,,683.0568000000001,,,,48105720.0,,
1982-04-26,,,683.0568000000001,,,,48105720.0,,
1982-04-27,,,682.96536,,,,47807217.84,,
1982-04-28,,,682.99584,,,,47905896.24,,
1982-04-29,,,683.02632,,,,48005808.12,,
1982-04-30,,,683.0568000000001,,,,48105720.0,,
1982-05-01,,,683.1482400000001,,,,48405455.64,,
1982-05-02,,,683.08728,,,,48205631.88,,
1982-05-03,,,683.02632,,,,48005808.12,,
1982-05-04,,,683.01108,,,,47956160.55,,
1982-05-05,,,682.99584,,,,47906512.980000004,,
1982-05-06,,,682.9806,,,,47856865.410000004,,
1982-05-07,,,682.96536,,,,47807217.84,,
1982-05-08,,,682.974504,,,,47840114.7516,,
1982-05-09,,,682.986696,,,,47872999.3284,,
1982-05-10,,,682.99584,,,,47905896.24,,
1982-05-11,,,683.01108,,,,47955852.18,,
1982-05-12,,,683.02632,,,,48005808.12,,
1982-05-13,,,683.02632,,,,48005808.12,,
1982-05-14,,,682.99584,,,,47907129.72,,
1982-05-15,,,682.96536,,,,47808451.32,,
1982-05-16,,,682.93488,,,,47709772.92,,
1982-05-17,,,682.9044,,,,47611094.52,,
1982-05-18,,,682.8739200000001,,,,47514266.34,,
1982-05-19,,,682.8434400000001,,,,47417438.160000004,,
1982-05-20,,,682.81296,,,,47322053.151599996,,
1982-05-21,,,682.78248,,,,47226655.808400005,,
1982-05-22,,,682.7520000000001,,,,47131270.8,,
1982-05-23,,,682.681896,,,,46906777.44,,
1982-05-24,,,682.6087440000001,,,,46682284.08,,
1982-05-25,,,682.5386400000001,,,,46457790.72,,
1982-05-26,,,682.4624400000001,,,,46233297.36,,
1982-05-27,,,682.38624,,,,46008804.0,,
1982-05-28,,,682.38624,,,,46008804.0,,
1982-05-29,,,682.316136,,,,45792945.0,,
1982-05-30,,,682.242984,,,,45577086.0,,
1982-05-31,,,682.17288,,,,45361227.0,,
1982-06-01,,,682.090584,,,,45107130.12,,
1982-06-02,,,682.0052400000001,,,,44853033.24,,
1982-06-03,,,681.9229440000001,,,,44598936.36,,
1982-06-04,,,681.8376000000001,,,,44344839.480000004,,
1982-06-05,,,681.77664,,,,44162284.44,,
1982-06-06,,,681.7309200000001,,,,44025368.160000004,,
1982-06-07,,,681.6852,,,,43888451.88,,
1982-06-08,,,681.6242400000001,,,,43705896.84,,
1982-06-09,,,681.6242400000001,,,,43705896.84,,
1982-06-10,,,681.6242400000001,,,,43705896.84,,
1982-06-11,,,681.57852,,,,43568980.56,,
1982-06-12,,,681.5328000000001,,,,43432064.28,,
