date,max_temp(C),min_temp(C),avg discharge (cfs),outflow(m3/d)
1987-10-01 00:00:00+00:00,15.0,8.5,16.0,39145.14432
1987-10-02 00:00:00+00:00,15.0,8.0,16.0,39145.14432
1987-10-03 00:00:00+00:00,15.0,8.5,15.0,36698.5728
1987-10-04 00:00:00+00:00,15.5,10.0,15.0,36698.5728
1987-10-05 00:00:00+00:00,15.0,9.5,15.0,36698.5728
1987-10-06 00:00:00+00:00,15.0,8.5,15.0,36698.5728
1987-10-07 00:00:00+00:00,14.5,8.5,15.0,36698.5728
1987-10-08 00:00:00+00:00,14.5,8.5,15.0,36698.5728
1987-10-09 00:00:00+00:00,14.0,9.5,15.0,36698.5728
1987-10-10 00:00:00+00:00,12.0,6.5,15.0,36698.5728
1987-10-11 00:00:00+00:00,11.0,4.5,15.0,36698.5728
1987-10-12 00:00:00+00:00,9.5,6.0,16.0,39145.14432
1987-10-13 00:00:00+00:00,12.0,6.5,17.0,41591.71584
1987-10-14 00:00:00+00:00,10.5,5.5,16.0,39145.14432
1987-10-15 00:00:00+00:00,10.5,6.0,16.0,39145.14432
1987-10-16 00:00:00+00:00,9.5,3.5,18.0,44038.28736
1987-10-17 00:00:00+00:00,9.5,3.0,18.0,44038.28736
1987-10-18 00:00:00+00:00,9.0,4.5,18.0,44038.28736
1987-10-19 00:00:00+00:00,9.5,3.5,17.0,41591.71584
1987-10-20 00:00:00+00:00,8.5,2.5,16.0,39145.14432
1987-10-21 00:00:00+00:00,7.0,2.0,16.0,39145.14432
1987-10-22 00:00:00+00:00,9.0,2.0,17.0,41591.71584
1987-10-23 00:00:00+00:00,6.5,2.0,17.0,41591.71584
1987-10-24 00:00:00+00:00,8.0,2.0,17.0,41591.71584
1987-10-25 00:00:00+00:00,9.5,3.5,19.0,46484.85888
1987-10-26 00:00:00+00:00,9.0,3.5,19.0,46484.85888
1987-10-27 00:00:00+00:00,9.5,3.5,19.0,46484.85888
1987-10-28 00:00:00+00:00,8.5,2.5,17.0,41591.71584
1987-10-29 00:00:00+00:00,9.5,3.0,17.0,41591.71584
1987-10-30 00:00:00+00:00,9.5,5.5,17.0,41591.71584
1987-10-31 00:00:00+00:00,10.0,6.5,17.0,41591.71584
1987-11-01 00:00:00+00:00,9.5,8.5,21.0,51378.001919999995
1987-11-02 00:00:00+00:00,10.0,8.5,27.0,66057.43104
1987-11-03 00:00:00+00:00,9.5,6.5,24.0,58717.716479999995
1987-11-04 00:00:00+00:00,9.5,4.0,21.0,51378.001919999995
1987-11-05 00:00:00+00:00,,,20.0,48931.4304
1987-11-06 00:00:00+00:00,,,20.0,48931.4304
1987-11-07 00:00:00+00:00,,,20.0,48931.4304
1987-11-08 00:00:00+00:00,,,20.0,48931.4304
1987-11-09 00:00:00+00:00,,,21.0,51378.001919999995
1987-11-10 00:00:00+00:00,,,21.0,51378.001919999995
1987-11-11 00:00:00+00:00,,,20.0,48931.4304
1987-11-12 00:00:00+00:00,,,28.0,68504.00256
1987-11-13 00:00:00+00:00,,,52.0,127221.71904000001
1987-11-14 00:00:00+00:00,,,42.0,102756.00383999999
1987-11-15 00:00:00+00:00,,,22.0,53824.57344
1987-11-16 00:00:00+00:00,,,21.0,51378.001919999995
1987-11-17 00:00:00+00:00,,,13.0,31805.429760000003
1987-11-18 00:00:00+00:00,,,12.0,29358.858239999998
1987-11-19 00:00:00+00:00,,,25.0,61164.288
1987-11-20 00:00:00+00:00,,,27.0,66057.43104
1987-11-21 00:00:00+00:00,,,26.0,63610.859520000005
1987-11-22 00:00:00+00:00,,,24.0,58717.716479999995
1987-11-23 00:00:00+00:00,,,22.0,53824.57344
1987-11-24 00:00:00+00:00,,,20.0,48931.4304
1987-11-25 00:00:00+00:00,,,22.0,53824.57344
1987-11-26 00:00:00+00:00,,,20.0,48931.4304
1987-11-27 00:00:00+00:00,,,19.0,46484.85888
1987-11-28 00:00:00+00:00,,,18.0,44038.28736
1987-11-29 00:00:00+00:00,,,16.0,39145.14432
1987-11-30 00:00:00+00:00,,,33.0,80736.86016
1987-12-01 00:00:00+00:00,,,60.0,146794.2912
1987-12-02 00:00:00+00:00,,,77.0,188386.00704
1987-12-03 00:00:00+00:00,,,44.0,107649.14688
1987-12-04 00:00:00+00:00,,,37.0,90523.14624
1987-12-05 00:00:00+00:00,3.0,1.0,32.0,78290.28864
1987-12-06 00:00:00+00:00,4.5,3.0,34.0,83183.43168
1987-12-07 00:00:00+00:00,3.5,1.0,40.0,97862.8608
1987-12-08 00:00:00+00:00,1.0,0.0,26.0,63610.859520000005
1987-12-09 00:00:00+00:00,0.0,0.0,29.0,70950.57408
1987-12-10 00:00:00+00:00,,,57.0,139454.57663999998
1987-12-11 00:00:00+00:00,,,39.0,95416.28928000001
1987-12-12 00:00:00+00:00,,,33.0,80736.86016
1987-12-13 00:00:00+00:00,,,28.0,68504.00256
1987-12-14 00:00:00+00:00,,,23.0,56271.144960000005
1987-12-15 00:00:00+00:00,,,26.0,63610.859520000005
1987-12-16 00:00:00+00:00,,,30.0,73397.1456
