date,max_temp(C),min_temp(C)
1982-08-01 00:00:00+00:00,15.5,11.0
1982-08-02 00:00:00+00:00,16.0,9.5
1982-08-03 00:00:00+00:00,16.5,9.5
1982-08-04 00:00:00+00:00,16.5,9.5
1982-08-05 00:00:00+00:00,17.5,10.0
1982-08-06 00:00:00+00:00,17.5,10.5
1982-08-07 00:00:00+00:00,17.5,10.5
1982-08-08 00:00:00+00:00,16.5,12.5
1982-08-09 00:00:00+00:00,18.0,12.0
1982-08-10 00:00:00+00:00,17.5,11.0
1982-08-11 00:00:00+00:00,15.5,10.0
1982-08-12 00:00:00+00:00,16.5,9.0
1982-08-13 00:00:00+00:00,17.0,9.5
1982-08-14 00:00:00+00:00,17.5,10.0
1982-08-15 00:00:00+00:00,17.0,10.0
1982-08-16 00:00:00+00:00,16.5,9.5
1982-08-17 00:00:00+00:00,17.0,10.0
1982-08-18 00:00:00+00:00,15.0,10.5
1982-08-19 00:00:00+00:00,18.0,11.0
1982-08-20 00:00:00+00:00,17.0,11.0
1982-08-21 00:00:00+00:00,16.5,11.0
1982-08-22 00:00:00+00:00,18.0,11.0
1982-08-23 00:00:00+00:00,17.0,9.5
1982-08-24 00:00:00+00:00,17.0,9.5
1982-08-25 00:00:00+00:00,17.0,9.5
1982-08-26 00:00:00+00:00,16.0,10.0
1982-08-27 00:00:00+00:00,16.5,9.5
1982-08-28 00:00:00+00:00,14.5,10.5
1982-08-29 00:00:00+00:00,14.0,10.0
1982-08-30 00:00:00+00:00,16.0,10.5
1982-08-31 00:00:00+00:00,15.5,8.5
1982-09-01 00:00:00+00:00,15.5,8.0
1982-09-02 00:00:00+00:00,15.0,9.0
1982-09-03 00:00:00+00:00,14.0,9.5
1982-09-04 00:00:00+00:00,16.0,10.0
1982-09-05 00:00:00+00:00,15.5,8.0
1982-09-06 00:00:00+00:00,15.0,8.0
1982-09-07 00:00:00+00:00,15.0,8.0
1982-09-08 00:00:00+00:00,15.5,8.5
1982-09-09 00:00:00+00:00,15.5,8.5
1982-09-10 00:00:00+00:00,14.0,10.0
1982-09-11 00:00:00+00:00,11.5,6.5
1982-09-12 00:00:00+00:00,11.5,8.5
1982-09-13 00:00:00+00:00,9.5,7.5
1982-09-14 00:00:00+00:00,9.0,6.5
1982-09-15 00:00:00+00:00,9.5,6.0
1982-09-16 00:00:00+00:00,11.0,6.0
1982-09-17 00:00:00+00:00,12.0,7.0
1982-09-18 00:00:00+00:00,13.5,7.5
1982-09-19 00:00:00+00:00,13.0,8.5
1982-09-20 00:00:00+00:00,11.5,8.0
1982-09-21 00:00:00+00:00,13.0,7.5
1982-09-22 00:00:00+00:00,13.0,7.0
1982-09-23 00:00:00+00:00,13.0,6.5
