date,inflow(m3/d),avg gain (m3/d),outflow(m3/d)
1987-03-07,8652716.0976384,1247751.4752,3718788.7103999997
1987-03-08,8918780.7504384,1883860.0704,4354897.3056
1987-03-09,9558950.6543616,2030654.3616,4501691.5967999995
1987-03-10,9069636.3503616,1541340.0576,4012377.2928
1987-03-11,8380535.0160384,1370080.0511999999,3816651.5712
1987-03-12,8629253.4767616,1100957.184,3571994.4192
1987-03-13,8159316.0192,1247751.4752,3718788.7103999997
1987-03-14,8602757.1072,1321148.6208,3792185.856
1987-03-15,7223502.4128,1052025.7536,3523062.9888
1987-03-16,8432524.660838401,1027560.0384,3498597.2736
1987-03-17,7199036.6976,978628.608,3498597.2736
1987-03-18,7272433.8432,954162.8928,3571994.4192
1987-03-19,9665988.158361599,929697.1775999999,3498597.2736
1987-03-20,5916617.3039616,856300.032,3449665.8432
1987-03-21,8383593.2304384,831834.3168,3449665.8432
1987-03-22,5916617.3039616,831834.3168,3449665.8432
1987-03-23,7101173.8368,807368.6015999999,3400734.4128
1987-03-24,9146091.7103616,-1370080.0511999999,6679140.2496
1987-03-25,5588385.2688384,1761531.4944,4354897.3056
1987-03-26,5965548.7343616,929697.1775999999,3498597.2736
1987-03-27,8391740.3136,-391451.4432,8391740.3136
1987-03-28,6601657.3295615995,1541340.0576,4134705.8688
1987-03-29,4683153.8064384,880765.7472,3449665.8432
1987-03-30,11138016.8448,-538245.7344,7437577.4207999995
1987-03-31,4501691.5967999995,1932791.5008,4501691.5967999995
1987-04-01,7443693.8496,1100957.184,3743254.4255999997
1987-04-02,7829028.864,-97862.8608,7829028.864
1987-04-03,7213300.209561599,2104051.5072,4746348.7488
1987-04-04,8946304.6800384,1467942.912,4012377.2928
1987-04-05,7614953.856,1345614.336,3914514.432
1987-04-06,13757903.4912768,1321148.6208,3890048.7168
1987-04-07,12451018.3824384,1223285.76,3816651.5712
1987-04-08,13660040.6304768,1198820.0448,3792185.856
1987-04-09,9935111.025561599,-1883860.0704,3767720.1408
1987-04-10,12512182.6704384,146794.2912,11278694.7072
1987-04-11,12086063.3088,929697.1775999999,12086063.3088
1987-04-12,14210494.7567616,1247751.4752,11743543.296
1987-04-13,12610045.5312384,929697.1775999999,11376557.568
1987-04-14,12243059.8032384,1247751.4752,11009571.84
1987-04-15,13158469.0031616,1027560.0384,10691517.5424
1987-04-16,14783408.409599999,709505.7408,11082968.9856
1987-04-17,16911925.632,122328.576,13211486.208
1987-04-18,20924302.9248,1639202.9184,17223863.5008
1987-04-19,20229060.6959616,2030654.3616,17762109.2352
1987-04-20,21193425.792,1785997.2096,17492986.368
1987-04-21,16954740.6336,1859394.3551999999,16954740.6336
1987-04-22,18173940.6191616,2079585.792,15706989.1584
1987-04-23,18282005.683199998,1761531.4944,14581566.2592
1987-04-24,22667485.132799998,1174354.3296,15266606.2848
1987-04-25,24306688.0512,1272217.1904,16905809.2032
1987-04-26,27277241.7936384,1492408.6272,18642874.9824
1987-04-27,29185567.5792384,1345614.336,20551200.768
1987-04-28,31328348.3136,733971.456,23927469.4656
1987-04-29,35036934.8207616,1223285.76,28869543.936
1987-04-30,35251009.8287616,3180542.976,32784058.368
1987-05-01,40184937.216,2935885.824,32784058.368
1987-05-02,42662090.88,3669857.28,31560772.608
1987-05-03,33303954.816,2935885.824,29603515.392
1987-05-04,28380229.632,2446571.52,28380229.632
1987-05-05,26902084.5167616,2201914.368,28135572.48
1987-05-06,26402592.4752384,978628.608,28869543.936
1987-05-07,33038917.7232384,2691228.672,31805429.759999998
1987-05-08,32804438.3087616,2201914.368,30337486.848
1987-05-09,34037926.272,1957257.216,30337486.848
1987-05-10,32804438.3087616,1957257.216,30337486.848
1987-05-11,31815631.9632384,1712600.064,30582144.0
1987-05-12,34027724.0687616,2201914.368,31560772.608
1987-05-13,29093821.1472384,1712600.064,31560772.608
1987-05-14,33283574.8752384,1957257.216,32050086.912
1987-05-15,29583135.4512384,1957257.216,32050086.912
1987-05-16,35995183.488,2201914.368,32294744.064
1987-05-17,36739357.147238396,2691228.672,31805429.759999998
1987-05-18,40949490.816,2691228.672,29848172.544
1987-05-19,44914991.7984768,2446571.52,27646258.176
1987-05-20,38513121.4992384,1712600.064,26178315.264
1987-05-21,37279633.536,1712600.064,26178315.264
1987-05-22,33579194.111999996,1712600.064,26178315.264
1987-05-23,28645266.724761598,1737065.7792,26178315.264
1987-05-24,26178315.264,1737065.7792,26178315.264
1987-05-25,29878754.688,1737065.7792,26178315.264
1987-05-26,25189484.452761598,1712600.064,26422972.416
1987-05-27,27901117.5312384,1467942.912,26667629.568
1987-05-28,36270422.784,2446571.52,28869543.936
1987-05-29,35006352.6767616,3180542.976,32539401.216
1987-05-30,34527240.576,2935885.824,30826801.152
1987-05-31,31805429.759999998,3425200.128,31805429.759999998
1987-06-01,34027724.0687616,3180542.976,31560772.608
1987-06-02,31316115.456,2935885.824,31316115.456
1987-06-03,27371018.88,2691228.672,31071458.304
1987-06-04,27870535.3872384,3914514.432,30337486.848
1987-06-05,23956020.9552384,2495502.9504,26422972.416
1987-06-06,23966198.6927616,1712600.064,25199686.656
1987-06-07,25444343.808,1932791.5008,25444343.808
1987-06-08,28900126.08,1565805.7728,25199686.656
1987-06-09,30133614.0432384,1467942.912,25199686.656
1987-06-10,28400609.5727616,1957257.216,25933658.112
1987-06-11,29124403.2912384,2446571.52,27890915.327999998
1987-06-12,29124403.2912384,1957257.216,27890915.327999998
1987-06-13,27646258.176,1957257.216,27646258.176
1987-06-14,27890915.327999998,1957257.216,27890915.327999998
1987-06-15,24435133.055999998,1467942.912,28135572.48
1987-06-16,23935616.5487616,1957257.216,28869543.936
1987-06-17,21468665.088,1957257.216,28869543.936
1987-06-18,21468665.088,1712600.064,28869543.936
1987-06-19,19246346.3135232,1957257.216,29114201.088
1987-06-20,19246346.3135232,1957257.216,29114201.088
1987-06-21,17024052.0047616,1712600.064,29358858.24
1987-06-22,18002680.612761598,1957257.216,30337486.848
1987-06-23,18002680.612761598,1957257.216,30337486.848
1987-06-24,16769192.649523199,1957257.216,30337486.848
1987-06-25,16025043.456,1957257.216,30826801.152
1987-06-26,14536696.137523199,2446571.52,31805429.759999998
1987-06-27,16014841.252761599,1957257.216,32050086.912
1987-06-28,14771175.552,2201914.368,33273372.672
1987-06-29,14271659.0447616,2691228.672,34007344.128
1987-06-30,15505147.008,2691228.672,34007344.128
1987-07-01,15505147.008,2691228.672,34007344.128
1987-07-02,15015832.704,3425200.128,33518029.824
1987-07-03,15036212.6447616,1957257.216,31071458.304
1987-07-04,14546898.3407616,1712600.064,30582144.0
1987-07-05,10846458.9167616,1712600.064,30582144.0
1987-07-06,13068753.2255232,1467942.912,30337486.848
1987-07-07,12824096.0735232,1712600.064,30092829.696
1987-07-08,12834298.276761599,1223285.76,28869543.936
1987-07-09,11600810.3135232,1223285.76,28869543.936
1987-07-10,15545906.889523199,733971.456,29114201.088
1987-07-11,15291072.0,1223285.76,30092829.696
1987-07-12,13812926.8847616,978628.608,29848172.544
1987-07-13,14801757.696,1467942.912,29603515.392
1987-07-14,12344983.9727616,1223285.76,28380229.632
1987-07-15,10377524.5535232,244657.152,27646258.176
1987-07-16,10132867.401523199,244657.152,27401601.024
1987-07-17,13823129.088,978628.608,28624886.783999998
1987-07-18,17523568.512,733971.456,28624886.783999998
1987-07-19,17778403.4015232,1712600.064,27646258.176
1987-07-20,12864880.4207616,1174354.3296,25199686.656
1987-07-21,16551056.332799999,1223285.76,23951935.1808
1987-07-22,17598996.3119616,1223285.76,22532923.6992
1987-07-23,14202347.6736,636108.5952,21603226.5216
1987-07-24,15337972.7760384,611642.88,21505363.6608
1987-07-25,11221591.7279232,954162.8928,21089446.5024
1987-07-26,12930130.4832,660574.3104,20331009.3312
1987-07-27,11623245.374361599,636108.5952,20257612.1856
1987-07-28,11099263.1519232,-73397.1456,20967117.9264
1987-07-29,13105451.7983232,758437.1712,22973306.5728
1987-07-30,13056520.3679232,733971.456,22924375.1424
1987-07-31,11823056.8704,685040.0255999999,22924375.1424
1987-08-01,11871988.3008,733971.456,22973306.5728
1987-08-02,9331615.2287232,660574.3104,22899909.4272
1987-08-03,10467240.3311616,1052025.7536,22802046.5664
1987-08-04,9806666.0207616,636108.5952,22141472.256
1987-08-05,7413111.7056,685040.0255999999,22214869.4016
1987-08-06,9953460.3119616,562711.4495999999,22288266.547199998
1987-08-07,8989095.2159232,709505.7408,22557389.4144
1987-08-08,9086958.0767232,660574.3104,22655252.2752
1987-08-09,10344911.7551616,538245.7344,22679717.9904
1987-08-10,7951357.4399999995,391451.4432,22753115.136
1987-08-11,8049220.3008,415917.1584,22850977.996799998
1987-08-12,8098151.7312,1321148.6208,22899909.4272
1987-08-13,8744438.063923199,1296682.9056,22312732.2624
1987-08-14,8304055.190323199,807368.6015999999,21872349.3888
1987-08-15,9439680.2927616,758437.1712,21774486.528
1987-08-16,9390748.862361599,685040.0255999999,21725555.097599998
1987-08-17,31495547.0112768,611642.88,21627692.2368
1987-08-18,-14094307.0752768,636108.5952,21676623.6672
1987-08-19,9390748.862361599,733971.456,21725555.097599998
1987-08-20,6923797.4015999995,415917.1584,21725555.097599998
1987-08-21,8279589.4751232,293588.5824,21847883.6736
1987-08-22,7119523.1232,391451.4432,21921280.819199998
1987-08-23,9586474.5839616,391451.4432,21921280.819199998
1987-08-24,8426383.7663232,440382.8736,21994677.9648
1987-08-25,10868893.977599999,415917.1584,21970212.2496
1987-08-26,9586474.5839616,366985.728,21921280.819199998
1987-08-27,8059398.038323199,489314.304,21627692.2368
1987-08-28,9963662.5152,415917.1584,21064980.7872
1987-08-29,7105235.1455232,195725.7216,20673529.344
1987-08-30,7105235.1455232,171260.00639999998,20673529.344
1987-08-31,9400951.0656,293588.5824,20502269.3376
1987-09-01,6420195.1199231995,269122.8672,19988489.3184
1987-09-02,8471253.888,0.0,19572572.16
1987-09-03,4795280.1792,24465.7152,19597037.8752
1987-09-04,8520185.3184,24465.7152,19621503.5904
1987-09-05,6968643.0575616,146794.2912,19303449.292799998
1987-09-06,6405931.6079616,97862.8608,18740737.8432
1987-09-07,8603760.2015232,-122328.576,18471614.976
1987-09-08,6112343.0255616,-146794.2912,18447149.2608
1987-09-09,7101173.8368,73397.1456,18202492.1088
1987-09-10,7796391.5999232,0.0,17664246.3744
1987-09-11,7529323.8527999995,48931.4304,17150466.3552
1987-09-12,5804490.9311999995,-195725.7216,16905809.2032
1987-09-13,7089944.073523199,-48931.4304,16587754.9056
1987-09-14,7264262.294323199,-220191.4368,16392029.184
1987-09-15,6647530.5455616,-220191.4368,16392029.184
1987-09-16,6551698.3391232,-48931.4304,16049509.1712
1987-09-17,4974687.268761599,-269122.8672,15829317.7344
1987-09-18,4583235.8255616,-195725.7216,15437866.291199999
1987-09-19,7175574.076723199,-366985.728,15193209.1392
1987-09-20,5476234.4303616,-122328.576,14850689.1264
1987-09-21,7131755.9808,-366985.728,14532634.8288
1987-09-22,6494619.8255616,171260.00639999998,14018854.8096
1987-09-23,7437577.4207999995,97862.8608,13358280.4992
1987-09-24,6822876.3264,-73397.1456,13113623.3472
1987-09-25,5565950.208,97862.8608,12966829.056
1987-09-26,7914658.8672,97862.8608,12355186.175999999
1987-09-27,6165360.2304,-122328.576,12086063.3088
1987-09-28,5770850.5728,-146794.2912,12061597.5936
1987-09-29,6757626.2639616,-171260.00639999998,12061597.5936
1987-09-30,14085107.966361599,-24465.7152,11988200.447999999
1987-10-01,4576654.5481728,48931.4304,11792474.7264
1987-10-02,9642403.2089088,-73397.1456,11645680.4352
1987-10-03,6884480.9972736,-97862.8608,11621214.72
1987-10-04,6310050.4700927995,-122328.576,11621214.72
1987-10-05,6856834.7390976,-97862.8608,11621214.72
1987-10-06,7099926.0853248,48931.4304,11376557.568
1987-10-07,6097076.4192768,-122328.576,11131900.416
1987-10-08,6401699.039232,-122328.576,11107434.7008
1987-10-09,5809041.5542272,97862.8608,10936174.6944
1987-10-10,6422910.8143104,-24465.7152,10789380.4032
1987-10-11,5870377.1022336,-48931.4304,10764914.688
1987-10-12,5973304.36608,97862.8608,10618120.3968
1987-10-13,6715716.493824,195725.7216,10422394.6752
1987-10-14,6845384.784383999,293588.5824,10079874.6624
1987-10-15,7083705.3161472,758437.1712,9272506.0608
1987-10-16,6928396.9560576,562711.4495999999,8489603.1744
1987-10-17,6621645.81888,538245.7344,8171548.8768
1987-10-18,7817823.5664384,1688134.3488,7364180.2752
1987-10-19,7501359.540326401,1565805.7728,5676045.9264
1987-10-20,7003531.1674368,978628.608,4942074.4704
1987-10-21,6713196.5251584,1223285.76,4697417.3184
1987-10-22,6824686.7893248,905231.4624,4330431.5904
1987-10-23,7112134.4772096,1149888.6144,4159171.584
1987-10-24,7574145.0430464,880765.7472,3816651.5712
1987-10-25,7487609.808383999,856300.032,3792185.856
1987-10-26,7311236.4675072,978628.608,3694322.9952
1987-10-27,7255699.2940032,807368.6015999999,3498597.2736
1987-10-28,6899160.426393599,807368.6015999999,3474131.5584
1987-10-29,7035850.377216,807368.6015999999,3474131.5584
1987-10-30,6950562.8940288,782902.8864,3449665.8432
1987-10-31,7037660.8401408,758437.1712,3449665.8432
1987-11-01,6973731.9263232,782902.8864,3498597.2736
1987-11-02,7936678.01088,831834.3168,3547528.704
1987-11-03,8610219.150336001,929697.1775999999,3645391.5648
1987-11-04,7706284.3708416,856300.032,3571994.4192
1987-11-05,7622758.4191488,1147442.04288,3449665.8432
1987-11-06,7341402.6943488,932143.7491199999,3058214.4
1987-11-07,7618892.8361472,890552.03328,3058214.4
1987-11-08,7783865.1537408,856300.032,3009282.9696
1987-11-09,6796942.668288,797582.31552,2960351.5392
1987-11-10,7215918.041088,807368.6015999999,2984817.2544
1987-11-11,6977793.235046401,785349.45792,2960351.5392
1987-11-12,6452196.2754048,817154.88768,2984817.2544
1987-11-13,8213458.6469376,841620.60288,3009282.9696
1987-11-14,7649548.3772928,897891.74784,3058214.4
1987-11-15,7410762.9969408,814708.31616,2935885.824
1987-11-16,6383961.395711999,790242.60096,2960351.5392
1987-11-17,7016473.530777601,741311.17056,2935885.824
1987-11-18,6276483.5088384,665467.45344,2862488.6784
1987-11-19,6281939.3633280005,687486.5971199999,2862488.6784
1987-11-20,5943480.6592512,670360.59648,2862488.6784
1987-11-21,6232494.1529088,731524.88448,2886954.3936
1987-11-22,6507635.5860480005,721738.5984,2911420.1088
1987-11-23,6762861.927014399,716845.45536,2911420.1088
1987-11-24,6554952.279244799,716845.45536,2911420.1088
1987-11-25,6458288.2384896,721738.5984,2911420.1088
1987-11-26,6323115.1620096,704612.59776,2886954.3936
1987-11-27,5958722.799820799,653234.59584,2862488.6784
1987-11-28,6198682.5345024,636108.5952,2838022.9632
1987-11-29,5486877.0164736,618982.59456,2838022.9632
1987-11-30,6114373.679923199,655681.16736,2838022.9632
1987-12-01,6148332.0926208,628768.88064,2838022.9632
1987-12-02,6851378.8846080005,746204.3136,2935885.824
1987-12-03,9633326.4285696,741311.17056,2960351.5392
1987-12-04,7021782.590976001,689933.16864,2911420.1088
1987-12-05,6197752.837324799,685040.0255999999,2911420.1088
1987-12-06,6637744.2594816,650788.02432,2862488.6784
1987-12-07,7166815.3506816,672807.168,2886954.3936
1987-12-08,6820649.9463168,645894.88128,2862488.6784
1987-12-09,8326294.52544,641001.73824,2886954.3936
1987-12-10,7629070.5736704,663020.88192,2911420.1088
1987-12-11,9096597.568512,1103403.75552,2862488.6784
1987-12-12,7403912.5966847995,868532.8896,2740160.1023999997
1987-12-13,6114129.0227712,915017.74848,2789091.5328
1987-12-14,4986039.3606144,912571.17696,2764625.8176
1987-12-15,5689893.521203199,846513.74592,2715694.3871999998
1987-12-16,5206793.5088639995,831834.3168,2715694.3871999998
1987-12-17,6978967.589376001,892998.6048,2740160.1023999997
1987-12-18,6131059.2976896,880765.7472,2740160.1023999997
1987-12-19,6212040.8150015995,880765.7472,2740160.1023999997
1987-12-20,6208884.7377408,856300.032,2715694.3871999998
1987-12-21,5962245.8628096,853853.46048,2715694.3871999998
1987-12-22,6603394.395340799,885658.89024,2740160.1023999997
1987-12-23,7115926.6630656,868532.8896,2740160.1023999997
1987-12-24,6139353.1751424,851406.88896,2715694.3871999998
1987-12-25,4923774.1154304,848960.31744,2715694.3871999998
1987-12-26,5273364.719923199,817154.88768,2691228.672
1987-12-27,5451230.4694272,883212.31872,2740160.1023999997
1987-12-28,5482448.722022399,897891.74784,2764625.8176
1987-12-29,6094189.4648832,883212.31872,2740160.1023999997
1987-12-30,5954661.4910976,858746.60352,2715694.3871999998
1987-12-31,6564934.291046401,824494.60224,2691228.672
1988-01-01,5710322.3933952,829387.74528,2691228.672
1988-01-02,5562133.5564288,795135.744,2666762.9568
1988-01-03,4938355.6816895995,802475.4585599999,2666762.9568
1988-01-04,5050824.574464,775563.17184,2642297.2416
1988-01-05,5807475.748454399,792689.17248,2642297.2416
1988-01-06,6240298.7160576,802475.4585599999,2666762.9568
1988-01-07,6631089.5849472005,807368.6015999999,2666762.9568
1988-01-08,5787878.7105792,817154.88768,2691228.672
1988-01-09,7795339.5741696,885658.89024,2740160.1023999997
1988-01-10,6859941.884928,900338.31936,2764625.8176
1988-01-11,6714052.8251904,880765.7472,2740160.1023999997
1988-01-12,6474827.0619648,870979.46112,2740160.1023999997
1988-01-13,5847966.5071104,839174.03136,2715694.3871999998
1988-01-14,6136710.8779008,873426.03264,2740160.1023999997
1988-01-15,6199661.1631104,932143.7491199999,2789091.5328
1988-01-16,6667176.5148672005,880765.7472,2740160.1023999997
1988-01-17,6405026.3764992,851406.88896,2715694.3871999998
1988-01-18,6257914.0310015995,814708.31616,2691228.672
1988-01-19,5336070.3479808,751097.45664,2642297.2416
1988-01-20,5106508.5422592005,807368.6015999999,2666762.9568
1988-01-21,6180895.959551999,834280.88832,2691228.672
1988-01-22,5761798.258176001,841620.60288,2666762.9568
1988-01-23,6818863.9491072,863639.74656,2642297.2416
1988-01-24,5575442.9054976,763330.31424,2568900.096
1988-01-25,5832577.5722496,736418.02752,2544434.3808
1988-01-26,6218793.3523968,711952.31232,2519968.6656
1988-01-27,6097516.802150399,709505.7408,2519968.6656
1988-01-28,6268385.357107201,743757.74208,2544434.3808
1988-01-29,6987383.795404799,760883.74272,2568900.096
1988-01-30,6967762.291814399,755990.59968,2544434.3808
1988-01-31,5990430.36672,731524.88448,2519968.6656
1988-02-01,5437089.2860416,672807.168,2471037.2352
1988-02-02,6077161.327103999,641001.73824,2446571.52
1988-02-03,4757823.1692288,609196.30848,2397640.0896
1988-02-04,5188811.208192,641001.73824,2422105.8048
1988-02-05,5471145.5616,631215.45216,2446571.52
1988-02-06,5779805.0245632,670360.59648,2495502.9504
1988-02-07,5391387.330048,675253.73952,2471037.2352
1988-02-08,5819635.2089088,692379.74016,2471037.2352
1988-02-09,6779180.5590528,711952.31232,2519968.6656
1988-02-10,6176589.9936768,765776.88576,2568900.096
1988-02-11,6315383.9960064,765776.88576,2568900.096
1988-02-12,6725111.3284607995,770670.0288,2568900.096
1988-02-13,6717747.1481856005,694826.31168,2544434.3808
1988-02-14,5932006.2388224,682593.4540799999,2519968.6656
1988-02-15,6313744.793088,680146.8825599999,2495502.9504
1988-02-16,5917865.0554368,687486.5971199999,2495502.9504
1988-02-17,6233521.7129472,682593.4540799999,2519968.6656
1988-02-18,6111780.314111999,687486.5971199999,2519968.6656
1988-02-19,5340669.9024384,719292.02688,2544434.3808
1988-02-20,6154986.7671552,709505.7408,2544434.3808
1988-02-21,6061332.0093696,721738.5984,2568900.096
1988-02-22,5327115.8962176,716845.45536,2568900.096
1988-02-23,5187269.8681344,719292.02688,2568900.096
1988-02-24,5398115.4017280005,787796.02944,2642297.2416
1988-02-25,5711031.899136,844067.1744,2691228.672
1988-02-26,5937951.407616001,841620.60288,2666762.9568
1988-02-27,5561154.9278208,858746.60352,2691228.672
1988-02-28,5687716.0725504,814708.31616,2666762.9568
1988-02-29,5968876.0716288,829387.74528,2666762.9568
1988-03-01,6153910.2756864,868532.8896,2691228.672
1988-03-02,6037355.6084736,856300.032,2691228.672
1988-03-03,5914097.335296,866086.31808,2715694.3871999998
1988-03-04,6172137.2335104,873426.03264,2715694.3871999998
1988-03-05,5765468.115456,844067.1744,2691228.672
1988-03-06,6872419.39968,902784.89088,2764625.8176
1988-03-07,6230830.4842752,902784.89088,2740160.1023999997
1988-03-08,5904751.4320896,851406.88896,2691228.672
1988-03-09,5814717.6001536,846513.74592,2691228.672
1988-03-10,5743057.520332799,856300.032,2715694.3871999998
1988-03-11,5222451.5665919995,836727.45984,2666762.9568
1988-03-12,6182510.696755201,800028.88704,2617831.5264
1988-03-13,5665452.2717184005,797582.31552,2617831.5264
1988-03-14,5446435.189248,797582.31552,2617831.5264
1988-03-15,5460747.6326399995,829387.74528,2666762.9568
1988-03-16,5613780.681216001,824494.60224,2666762.9568
1988-03-17,5326406.3904768005,782902.8864,2617831.5264
1988-03-18,5039570.345472,800028.88704,2642297.2416
1988-03-19,5801481.6482304,824494.60224,2666762.9568
1988-03-20,6173433.916416001,924804.03456,2764625.8176
1988-03-21,6091571.6333568,1078938.04032,2911420.1088
1988-03-22,5500479.954124799,1333381.4784,3180542.976
1988-03-23,7755607.252684799,1394545.7664,3253940.1215999997
1988-03-24,7286232.5065728,1223285.76,3082680.1152
1988-03-25,6504259.3173504,1208606.33088,3058214.4
1988-03-26,7792550.4826368,2157876.08064,4012377.2928
1988-03-27,8542620.3792384,2206807.51104,4061308.7232
1988-03-28,6987824.1782784,1191480.33024,3033748.6848
1988-03-29,7049135.2605696,1078938.04032,2911420.1088
1988-03-30,7096916.8023552,1066705.18272,2911420.1088
1988-03-31,6382053.069926401,1007987.46624,2838022.9632
1988-04-01,6400867.2049152,983521.75104,2838022.9632
1988-04-02,6952813.7398272,1389652.62336,3229474.4063999997
1988-04-03,8352203.7178368,1808016.35328,3645391.5648
1988-04-04,10884552.035327999,2179895.22432,4012377.2928
1988-04-05,8735777.2007424,1487515.48416,3327337.2672
1988-04-06,8969938.5609216,1604950.9171199999,3449665.8432
1988-04-07,10435508.298547199,1808016.35328,3669857.28
1988-04-08,10252088.8316928,1604950.9171199999,3449665.8432
1988-04-09,9517212.1442304,1350507.47904,3156077.2608
1988-04-10,9444891.4900992,1262430.90432,3082680.1152
1988-04-11,10386552.402432,1389652.62336,3205008.6912
1988-04-12,11601935.736422399,1575592.05888,3400734.4128
1988-04-13,14478492.2010624,1878966.92736,3694322.9952
1988-04-14,17519213.6146944,2050226.93376,3865583.0016
1988-04-15,18226713.166848,1834928.64,4305965.8752
1988-04-16,15458417.491967998,1859394.3551999999,5553717.3504
1988-04-17,29102726.6675712,1859394.3551999999,6801468.8256
1988-04-18,24819538.373222403,1614737.2031999999,7829028.864
1988-04-19,26191624.6130688,2030654.3616,8391740.3136
1988-04-20,27195012.5248512,2030654.3616,8416206.0288
1988-04-21,26903503.5282432,2128517.2224,8514068.8896
1988-04-22,26537838.948864,2177448.6528,8587466.0352
1988-04-23,22246258.9142016,2104051.5072,8514068.8896
1988-04-24,20651412.3374592,1957257.216,8342808.8832
1988-04-25,18791822.2565376,1810462.9248,8196014.592
1988-04-26,18023623.264972802,2446571.52,7706700.288
1988-04-27,16309775.4494976,1883860.0704,6972728.8319999995
1988-04-28,15576195.4449408,1785997.2096,6923797.4015999995
1988-04-29,16701349.221273601,1492408.6272,7266317.4144
1988-04-30,18317334.1759488,1345614.336,8244946.0224
1988-05-01,20902577.369702403,1712600.064,9052314.624
1988-05-02,18278507.0859264,587177.1648,9321437.4912
1988-05-03,16782624.327168,1125422.8991999999,10030943.232
1988-05-04,16167678.575616,636108.5952,10251134.6688
1988-05-05,15601615.323033601,-513780.0192,11034037.5552
1988-05-06,14393449.375027198,-856300.032,13333814.784
1988-05-07,18030375.802368,-1027560.0384,17468520.6528
1988-05-08,17863544.0904192,1688134.3488,21456432.2304
1988-05-09,18156839.0842368,1688134.3488,21505363.6608
1988-05-10,18770023.3042944,1712600.064,21554295.0912
1988-05-11,19446598.1924352,1614737.2031999999,22043609.3952
1988-05-12,23546562.745651197,1565805.7728,23658346.5984
1988-05-13,31749843.6550656,2886954.3936,26912286.72
1988-05-14,38473976.3549184,3669857.28,28135572.48
1988-05-15,40604426.3688192,3669857.28,28135572.48
1988-05-16,38914041.1742208,4012377.2928,27646258.176
1988-05-17,46180896.8343552,4134705.8688,27401601.024
1988-05-18,53516647.948492795,3914514.432,27156943.872
1988-05-19,48728658.5524224,3400734.4128,26667629.568
1988-05-20,40338899.9617536,2862488.6784,26178315.264
1988-05-21,37290740.9707008,1712600.064,26178315.264
1988-05-22,37336075.9409664,1223285.76,27156943.872
1988-05-23,41776334.1268992,1712600.064,28624886.783999998
1988-05-24,45789396.459724806,1957257.216,29603515.392
1988-05-25,49031470.7094528,2691228.672,30582144.0
1988-05-26,49000448.1825792,3425200.128,30826801.152
1988-05-27,53332347.715891205,3180542.976,30337486.848
1988-05-28,50076303.542784,2935885.824,30092829.696
1988-05-29,50603172.719615996,2691228.672,29848172.544
1988-05-30,54215608.9660416,3180542.976,29603515.392
1988-05-31,48364975.6959744,2935885.824,27890915.327999998
1988-06-01,38768005.320192,2568900.096,26178315.264
1988-06-02,32809869.697536,1492408.6272,24710372.351999998
1988-06-03,30399213.847449597,1345614.336,24465715.2
1988-06-04,33727872.2632704,513780.0192,24710372.351999998
1988-06-05,44650615.280025594,489314.304,26178315.264
1988-06-06,52867278.9356544,489314.304,27401601.024
1988-06-07,45901155.846758395,-1957257.216,32050086.912
1988-06-08,45878549.5259136,2446571.52,38166515.712
1988-06-09,43033945.285324804,2935885.824,38411172.864
1988-06-10,39553012.2580992,3425200.128,35475287.04
1988-06-11,37172840.689152,1957257.216,32294744.064
1988-06-12,34646413.074739195,1223285.76,34252001.28
1988-06-13,32551805.3336064,2446571.52,36453915.648
1988-06-14,30078908.704051197,2935885.824,33762686.975999996
1988-06-15,27966905.8394112,1712600.064,31316115.456
1988-06-16,26857385.6550912,1712600.064,31316115.456
1988-06-17,26883148.0531968,1712600.064,31316115.456
1988-06-18,27848173.7235456,1957257.216,31316115.456
1988-06-19,28866950.5701888,2201914.368,30826801.152
1988-06-20,27653940.410572797,1712600.064,30092829.696
1988-06-21,27475536.4153344,1712600.064,30092829.696
1988-06-22,26846743.068979196,1957257.216,30337486.848
1988-06-23,25709307.503615998,1957257.216,30337486.848
1988-06-24,24193705.378406398,1223285.76,30092829.696
1988-06-25,22053395.68128,733971.456,30582144.0
1988-06-26,24202170.5158656,1467942.912,31316115.456
1988-06-27,23612375.519539196,1957257.216,31560772.608
1988-06-28,20459283.0759936,2446571.52,31560772.608
1988-06-29,19301271.844147198,1957257.216,31071458.304
1988-06-30,17685727.2723456,1957257.216,31071458.304
1988-07-01,16763590.0007424,1712600.064,30826801.152
1988-07-02,15619401.897984,1467942.912,30582144.0
1988-07-03,15042916.2507264,1467942.912,30582144.0
1988-07-04,15098282.164223999,1223285.76,30337486.848
1988-07-05,14862848.5868544,1223285.76,30337486.848
1988-07-06,13046709.616128,1223285.76,30337486.848
1988-07-07,13148144.4713472,1712600.064,31560772.608
1988-07-08,12480083.652096,2201914.368,32539401.216
1988-07-09,12366513.8021376,1957257.216,32539401.216
1988-07-10,11261764.4322816,1712600.064,33273372.672
1988-07-11,12529895.8482432,3669857.28,35230629.888
1988-07-12,11720472.126566399,2935885.824,35475287.04
1988-07-13,11005412.668416,1223285.76,35475287.04
1988-07-14,10457405.113651201,978628.608,35230629.888
1988-07-15,11073084.8366592,978628.608,35230629.888
1988-07-16,11145209.7650688,978628.608,35230629.888
1988-07-17,10705732.122931201,978628.608,35230629.888
1988-07-18,10401819.0087168,1467942.912,35230629.888
