date,max_temp(C),min_temp(C),avg discharge (cfs),outflow(m3/d)
1986-06-24 00:00:00+00:00,12.6,10.9,27.6,67525.37395200001
1986-06-25 00:00:00+00:00,12.8,10.4,27.4,67036.059648
1986-06-26 00:00:00+00:00,12.0,9.8,24.9,60919.630848
1986-06-27 00:00:00+00:00,12.7,10.4,23.7,57983.745023999996
1986-06-28 00:00:00+00:00,12.5,10.3,23.4,57249.773568
1986-06-29 00:00:00+00:00,12.1,10.2,23.8,58228.402175999996
1986-06-30 00:00:00+00:00,11.6,9.2,23.0,56271.144960000005
1986-07-01 00:00:00+00:00,12.2,9.1,21.6,52845.944832
1986-07-02 00:00:00+00:00,13.1,10.3,21.9,53579.91628799999
1986-07-03 00:00:00+00:00,11.9,10.6,21.3,52111.973376
1986-07-04 00:00:00+00:00,10.4,7.9,28.4,69482.63116799999
1986-07-05 00:00:00+00:00,8.4,6.9,29.2,71439.888384
1986-07-06 00:00:00+00:00,10.0,6.5,25.0,61164.288
1986-07-07 00:00:00+00:00,11.1,7.3,22.9,56026.48780799999
1986-07-08 00:00:00+00:00,10.6,8.7,21.6,52845.944832
1986-07-09 00:00:00+00:00,10.9,9.3,23.3,57005.116416000004
1986-07-10 00:00:00+00:00,10.0,9.3,23.6,57739.087872000004
1986-07-11 00:00:00+00:00,10.8,9.3,31.8,77800.974336
1986-07-12 00:00:00+00:00,10.8,9.0,30.5,74620.43135999999
1986-07-13 00:00:00+00:00,11.0,8.2,26.7,65323.459584
1986-07-14 00:00:00+00:00,10.5,8.7,25.4,62142.91660799999
1986-07-15 00:00:00+00:00,10.7,8.3,24.3,59451.687935999995
1986-07-16 00:00:00+00:00,9.5,7.8,23.7,57983.745023999996
1986-07-17 00:00:00+00:00,9.5,6.7,22.4,54803.20204799999
1986-07-18 00:00:00+00:00,10.1,6.9,20.6,50399.373312
1986-07-19 00:00:00+00:00,11.4,8.3,19.9,48686.773248
1986-07-20 00:00:00+00:00,11.8,9.0,19.4,47463.48748799999
1986-07-21 00:00:00+00:00,12.3,9.3,18.8,45995.544576
1986-07-22 00:00:00+00:00,12.8,10.2,18.4,45016.915967999994
1986-07-23 00:00:00+00:00,12.1,9.3,16.7,40857.744384
