date,max_temp(C),min_temp(C)
1984-07-11 00:00:00+00:00,15.0,5.5
1984-07-12 00:00:00+00:00,15.5,10.0
1984-07-13 00:00:00+00:00,15.0,8.5
1984-07-14 00:00:00+00:00,15.5,8.5
1984-07-15 00:00:00+00:00,16.0,9.0
1984-07-16 00:00:00+00:00,17.0,9.5
1984-07-17 00:00:00+00:00,17.0,9.5
1984-07-18 00:00:00+00:00,16.0,11.5
1984-07-19 00:00:00+00:00,17.0,11.0
1984-07-20 00:00:00+00:00,15.5,10.5
1984-07-21 00:00:00+00:00,16.0,9.5
1984-07-22 00:00:00+00:00,16.0,9.5
1984-07-23 00:00:00+00:00,17.0,12.5
1984-07-24 00:00:00+00:00,17.5,11.5
1984-07-25 00:00:00+00:00,18.0,12.0
1984-07-26 00:00:00+00:00,19.0,12.5
1984-07-27 00:00:00+00:00,19.5,13.5
1984-07-28 00:00:00+00:00,16.5,13.0
1984-07-29 00:00:00+00:00,16.0,12.5
1984-07-30 00:00:00+00:00,17.5,10.0
1984-07-31 00:00:00+00:00,18.0,10.5
1984-08-01 00:00:00+00:00,15.5,12.5
1984-08-02 00:00:00+00:00,18.0,11.5
1984-08-03 00:00:00+00:00,18.5,11.0
1984-08-04 00:00:00+00:00,17.5,11.5
1984-08-05 00:00:00+00:00,17.0,11.5
1984-08-06 00:00:00+00:00,17.0,11.0
1984-08-07 00:00:00+00:00,17.5,10.0
1984-08-08 00:00:00+00:00,18.5,9.5
1984-08-09 00:00:00+00:00,19.0,10.0
1984-08-10 00:00:00+00:00,15.5,10.5
1984-08-11 00:00:00+00:00,18.5,12.0
1984-08-12 00:00:00+00:00,19.5,11.5
1984-08-13 00:00:00+00:00,18.5,11.0
1984-08-14 00:00:00+00:00,18.0,9.5
1984-08-15 00:00:00+00:00,18.5,10.5
1984-08-16 00:00:00+00:00,16.5,11.5
1984-08-17 00:00:00+00:00,18.5,10.5
1984-08-18 00:00:00+00:00,18.5,11.5
1984-08-19 00:00:00+00:00,17.5,10.5
1984-08-20 00:00:00+00:00,16.0,7.5
1984-08-21 00:00:00+00:00,16.5,7.0
1984-08-22 00:00:00+00:00,13.5,8.0
1984-08-23 00:00:00+00:00,16.5,9.5
1984-08-24 00:00:00+00:00,17.5,10.0
1984-08-25 00:00:00+00:00,15.0,9.5
1984-08-26 00:00:00+00:00,17.5,9.5
1984-08-27 00:00:00+00:00,17.5,10.0
1984-08-28 00:00:00+00:00,17.5,11.0
1984-08-29 00:00:00+00:00,11.5,8.5
1984-09-25 00:00:00+00:00,5.5,1.5
1984-09-26 00:00:00+00:00,6.0,3.0
1984-09-27 00:00:00+00:00,8.0,3.5
1984-09-28 00:00:00+00:00,7.0,1.0
1984-09-29 00:00:00+00:00,7.5,1.0
1984-09-30 00:00:00+00:00,8.0,1.5
1984-10-01 00:00:00+00:00,8.1,2.7
1984-10-02 00:00:00+00:00,7.9,2.2
1984-10-03 00:00:00+00:00,8.7,2.8
1984-10-04 00:00:00+00:00,8.3,3.1
1984-10-05 00:00:00+00:00,10.0,5.9
1984-10-06 00:00:00+00:00,8.7,3.8
1984-10-07 00:00:00+00:00,9.5,3.9
1984-10-08 00:00:00+00:00,10.0,4.2
1984-10-09 00:00:00+00:00,9.9,5.1
1984-10-10 00:00:00+00:00,9.1,4.1
1984-10-11 00:00:00+00:00,6.2,4.9
1984-10-12 00:00:00+00:00,4.8,3.2
1985-06-11 00:00:00+00:00,12.3,5.7
1985-06-12 00:00:00+00:00,13.1,7.0
1985-06-13 00:00:00+00:00,10.9,8.1
1985-06-14 00:00:00+00:00,11.6,6.8
1985-06-15 00:00:00+00:00,14.0,7.7
1985-06-16 00:00:00+00:00,13.6,7.6
1985-06-17 00:00:00+00:00,14.1,6.4
1985-06-18 00:00:00+00:00,15.7,8.2
1985-06-19 00:00:00+00:00,16.0,8.6
1985-06-20 00:00:00+00:00,15.7,9.6
1985-06-21 00:00:00+00:00,14.7,7.5
1985-06-22 00:00:00+00:00,15.3,7.7
1985-06-23 00:00:00+00:00,14.4,8.0
1985-06-24 00:00:00+00:00,12.8,6.4
1985-06-25 00:00:00+00:00,10.9,5.7
1985-06-26 00:00:00+00:00,13.7,5.4
1985-06-27 00:00:00+00:00,15.1,6.6
1985-06-28 00:00:00+00:00,14.8,8.3
1985-06-29 00:00:00+00:00,15.1,9.4
1985-06-30 00:00:00+00:00,17.3,8.9
1985-07-01 00:00:00+00:00,17.8,9.4
1985-07-02 00:00:00+00:00,19.1,10.5
1985-07-03 00:00:00+00:00,19.0,11.0
1985-07-04 00:00:00+00:00,19.1,11.5
1985-07-05 00:00:00+00:00,20.4,11.9
1985-07-06 00:00:00+00:00,20.0,11.4
1985-07-07 00:00:00+00:00,19.1,13.0
1985-07-08 00:00:00+00:00,19.6,12.7
1985-07-09 00:00:00+00:00,19.9,13.1
1985-07-10 00:00:00+00:00,21.6,13.6
1985-07-11 00:00:00+00:00,19.5,13.3
1985-07-12 00:00:00+00:00,18.2,13.1
1985-07-13 00:00:00+00:00,20.3,11.0
1985-07-14 00:00:00+00:00,20.4,10.4
1985-07-15 00:00:00+00:00,20.8,11.0
1985-07-16 00:00:00+00:00,19.7,11.6
1985-07-17 00:00:00+00:00,20.8,12.4
1985-07-18 00:00:00+00:00,20.8,11.0
1985-07-19 00:00:00+00:00,20.9,10.5
1985-07-20 00:00:00+00:00,21.1,10.6
1985-07-21 00:00:00+00:00,21.2,10.7
1985-07-22 00:00:00+00:00,18.7,12.1
1985-07-23 00:00:00+00:00,21.1,13.0
1985-07-24 00:00:00+00:00,21.3,12.1
1985-07-25 00:00:00+00:00,21.3,10.9
1985-07-26 00:00:00+00:00,21.5,11.1
1985-07-27 00:00:00+00:00,21.4,11.5
1985-07-28 00:00:00+00:00,19.7,12.4
1985-07-29 00:00:00+00:00,17.1,12.7
1985-07-30 00:00:00+00:00,19.0,12.7
1985-07-31 00:00:00+00:00,19.7,11.1
1985-08-01 00:00:00+00:00,16.8,12.8
1985-08-02 00:00:00+00:00,12.7,11.1
1985-08-03 00:00:00+00:00,18.8,10.5
1985-08-04 00:00:00+00:00,19.5,11.3
1985-08-05 00:00:00+00:00,20.0,11.9
1985-08-06 00:00:00+00:00,20.4,10.9
1985-08-07 00:00:00+00:00,19.9,11.6
1985-08-08 00:00:00+00:00,14.5,11.3
1985-08-09 00:00:00+00:00,17.5,9.0
1985-08-10 00:00:00+00:00,11.4,9.4
1985-08-11 00:00:00+00:00,10.5,8.9
1985-08-12 00:00:00+00:00,13.9,9.2
1985-08-13 00:00:00+00:00,16.3,7.8
1985-08-14 00:00:00+00:00,17.1,8.1
1985-08-15 00:00:00+00:00,14.9,8.8
1985-08-16 00:00:00+00:00,16.9,8.1
1985-08-17 00:00:00+00:00,18.3,8.4
1985-08-18 00:00:00+00:00,17.3,9.8
1985-08-19 00:00:00+00:00,16.0,11.0
1985-08-20 00:00:00+00:00,16.0,10.7
1985-08-21 00:00:00+00:00,14.5,10.1
1985-08-22 00:00:00+00:00,16.7,8.9
1985-08-23 00:00:00+00:00,17.7,8.1
1985-08-24 00:00:00+00:00,19.0,9.4
1985-08-25 00:00:00+00:00,16.4,10.7
1985-08-26 00:00:00+00:00,18.6,10.9
1985-08-27 00:00:00+00:00,19.7,11.8
1985-08-28 00:00:00+00:00,18.8,10.7
1985-08-29 00:00:00+00:00,18.1,10.1
1985-08-30 00:00:00+00:00,16.9,10.5
1985-08-31 00:00:00+00:00,16.1,8.3
1985-09-01 00:00:00+00:00,15.9,7.1
1985-09-02 00:00:00+00:00,11.2,9.5
1985-09-03 00:00:00+00:00,16.0,8.7
1985-09-04 00:00:00+00:00,15.8,7.4
1985-09-05 00:00:00+00:00,13.2,10.3
1985-09-06 00:00:00+00:00,12.3,9.9
1985-09-07 00:00:00+00:00,11.9,8.5
1985-09-08 00:00:00+00:00,13.8,9.4
1985-09-09 00:00:00+00:00,10.9,9.4
1985-09-10 00:00:00+00:00,13.9,8.0
1985-09-11 00:00:00+00:00,12.7,8.8
1985-09-12 00:00:00+00:00,10.3,8.3
1985-09-13 00:00:00+00:00,13.4,6.2
1985-09-14 00:00:00+00:00,11.8,8.5
1985-09-15 00:00:00+00:00,11.4,8.2
1985-09-16 00:00:00+00:00,9.3,5.7
1985-09-17 00:00:00+00:00,7.9,5.9
1985-09-18 00:00:00+00:00,8.0,4.6
1985-09-19 00:00:00+00:00,8.2,5.2
1985-09-20 00:00:00+00:00,9.3,3.1
1985-09-21 00:00:00+00:00,8.6,6.4
1985-09-22 00:00:00+00:00,9.4,4.3
1985-09-23 00:00:00+00:00,7.6,2.3
1985-09-24 00:00:00+00:00,9.7,5.1
1985-09-25 00:00:00+00:00,9.6,3.4
1985-09-26 00:00:00+00:00,10.2,3.4
1985-09-27 00:00:00+00:00,6.9,4.6
1985-09-28 00:00:00+00:00,7.0,2.2
1985-09-29 00:00:00+00:00,5.7,0.3
1985-09-30 00:00:00+00:00,5.8,0.3
1985-10-01 00:00:00+00:00,5.1,0.6
1985-10-02 00:00:00+00:00,7.0,4.2
1985-10-03 00:00:00+00:00,8.2,4.4
1985-10-04 00:00:00+00:00,7.0,1.6
1985-10-05 00:00:00+00:00,3.7,2.6
1986-06-27 00:00:00+00:00,16.2,11.4
1986-06-28 00:00:00+00:00,15.7,10.3
1986-06-29 00:00:00+00:00,12.9,10.5
1986-06-30 00:00:00+00:00,15.5,8.7
1986-07-01 00:00:00+00:00,16.8,8.7
1986-07-02 00:00:00+00:00,18.5,10.6
1986-07-03 00:00:00+00:00,16.0,12.2
1986-07-04 00:00:00+00:00,12.1,7.6
1986-07-05 00:00:00+00:00,10.4,6.9
1986-07-06 00:00:00+00:00,14.3,5.6
1986-07-07 00:00:00+00:00,14.5,7.6
1986-07-08 00:00:00+00:00,14.5,9.6
1986-07-09 00:00:00+00:00,12.5,9.9
1986-07-10 00:00:00+00:00,11.2,9.8
1986-07-11 00:00:00+00:00,14.9,9.6
1986-07-12 00:00:00+00:00,16.1,8.4
1986-07-13 00:00:00+00:00,16.7,8.5
1986-07-14 00:00:00+00:00,13.4,10.1
1986-07-15 00:00:00+00:00,16.5,8.3
1986-07-16 00:00:00+00:00,11.5,8.5
1986-07-17 00:00:00+00:00,14.4,6.4
1986-07-18 00:00:00+00:00,16.4,7.4
1986-07-19 00:00:00+00:00,17.9,9.1
1986-07-20 00:00:00+00:00,18.8,9.8
1986-07-21 00:00:00+00:00,19.7,10.1
1986-07-22 00:00:00+00:00,18.9,11.4
1986-07-23 00:00:00+00:00,18.9,10.4
1986-07-24 00:00:00+00:00,19.0,10.1
1986-07-25 00:00:00+00:00,16.4,11.0
1986-07-26 00:00:00+00:00,18.2,9.7
1986-07-27 00:00:00+00:00,17.3,9.7
1986-07-28 00:00:00+00:00,18.0,8.8
1986-07-29 00:00:00+00:00,17.8,9.8
1986-07-30 00:00:00+00:00,16.6,8.8
1986-07-31 00:00:00+00:00,17.7,7.8
1986-08-01 00:00:00+00:00,18.6,8.1
1986-08-02 00:00:00+00:00,19.6,9.5
1986-08-03 00:00:00+00:00,20.8,12.2
1986-08-04 00:00:00+00:00,20.5,11.0
1986-08-05 00:00:00+00:00,19.7,10.1
1986-08-06 00:00:00+00:00,20.0,10.1
1986-08-07 00:00:00+00:00,19.4,10.1
1986-08-08 00:00:00+00:00,20.5,11.0
1986-08-09 00:00:00+00:00,20.7,10.8
1986-08-10 00:00:00+00:00,20.5,10.9
1986-08-11 00:00:00+00:00,19.5,13.3
1986-08-12 00:00:00+00:00,16.8,12.0
1986-08-13 00:00:00+00:00,19.2,10.0
1986-08-14 00:00:00+00:00,20.0,10.2
1986-08-15 00:00:00+00:00,19.9,10.8
1986-08-16 00:00:00+00:00,18.7,10.3
1986-08-17 00:00:00+00:00,19.1,11.3
1986-08-18 00:00:00+00:00,19.9,10.9
1986-08-19 00:00:00+00:00,18.3,11.3
1986-08-20 00:00:00+00:00,18.2,9.9
1986-08-21 00:00:00+00:00,15.9,12.6
1986-08-22 00:00:00+00:00,19.1,10.1
1986-08-23 00:00:00+00:00,17.6,11.9
1986-08-24 00:00:00+00:00,18.6,10.2
1986-08-25 00:00:00+00:00,17.8,10.1
1986-08-26 00:00:00+00:00,19.0,9.7
1986-08-27 00:00:00+00:00,19.5,10.2
1986-08-28 00:00:00+00:00,18.7,10.6
1986-08-29 00:00:00+00:00,16.4,13.2
1986-08-30 00:00:00+00:00,16.0,12.0
1986-08-31 00:00:00+00:00,13.8,11.0
1986-09-01 00:00:00+00:00,15.1,11.3
1986-09-02 00:00:00+00:00,15.5,10.9
1986-09-03 00:00:00+00:00,17.7,9.6
1986-09-04 00:00:00+00:00,17.6,9.2
