date,storage(m3),wse(m),outflow(m3/d),inflow(m3/d),avg air temperature (C),min air temperature (C),max air temperature (C)
1982-01-31,71171796.0,,628768.88064,1412038.752768,,,
1982-02-01,72135143.88,,621429.16608,1584766.70208,,,
1982-02-02,72827126.16,,606749.73696,1298738.0256768002,,,
1982-02-03,73347654.72,,611642.88,1132175.4365951999,,,
1982-02-04,74201222.88,,604303.16544,1457863.0373376,,,
1982-02-05,74262896.88,,645894.88128,707572.9492992,,,
1982-02-06,74262896.88,,692379.74016,692379.74016,,,
1982-02-07,74293733.88,,692379.74016,723206.541312,,,
1982-02-08,74323337.4,,689933.16864,719536.684032,,,
1982-02-09,74439284.52,,682593.4540799999,798536.4784128,,,
1982-02-10,74783425.44,,687486.5971199999,1031621.3471232001,,,
1982-02-11,74813028.96000001,,675253.73952,704857.254912,,,
1982-02-12,74874702.96000001,,675253.73952,736931.8075392,,,
1982-02-13,75914526.6,,680146.8825599999,1719964.2442752,,,
1982-02-14,77809151.88,,689933.16864,2584558.1537280004,,,
1982-02-15,88146947.76,,726631.74144,11064423.9734784,,,
1982-02-16,96099193.32000001,,755990.59968,8708228.805427201,,,
1982-02-17,103280513.88,,711952.31232,7893275.8321152,,,
1982-02-18,109028530.68,,660574.3104,6408598.3709184,,,
1982-02-19,114031525.56,,667914.02496,5670908.126208,,,
1982-02-20,119820247.2,,704612.59776,6493347.6083712,,,
1982-02-21,127897074.24,,724185.16992,8801027.2631808,,,
1982-02-22,132902536.08,,680146.8825599999,5685612.021043199,,,
1982-02-23,136658482.68,,633662.02368,4389614.1554688,,,
1982-02-24,139565795.04,,638555.16672,3545865.0353663997,,,
1982-02-25,141586235.28,,641001.73824,2661453.8966015996,,,
1982-02-26,143355045.6,,638555.16672,2407377.4442496,,,
1982-02-27,144936366.96,,636108.5952,2217425.6314368,,,
1982-02-28,146460948.24,,638555.16672,2163136.209408,,,
1982-03-01,147604384.2,,641001.73824,1784431.4038272,,,
1982-03-02,148902005.16,,643448.30976,1941060.9125376,,,
1982-03-03,149938128.36,,645894.88128,1682017.92,,,
1982-03-04,150858304.44,,643448.30976,1563628.3241472,,,
1982-03-05,151932665.52,,638555.16672,1712918.1182976,,,
1982-03-06,152856542.04,,631215.45216,1555089.7895424,,,
1982-03-07,153589229.16,,641001.73824,1373700.9770496,,,
1982-03-08,155203854.48,,636108.5952,2250723.4698240003,,,
1982-03-09,157340241.84,,655681.16736,2792076.3500544,,,
1982-03-10,159826937.52,,638555.16672,3125250.459648,,,
1982-03-11,163070989.92000002,,648341.4528,3892397.4254592,,,
1982-03-12,165214778.16,,699719.45472,2843503.2834048,,,
1982-03-13,167638566.36,,707059.16928,3130853.1084288,,,
1982-03-14,168943588.2,,716845.45536,2021871.1698432,,,
1982-03-15,170248610.04,,697272.8832,2002298.5976832,,,
1982-03-16,171553631.88,,685040.0255999999,1990065.7400832,,,
1982-03-17,172858653.72,,687486.5971199999,1992512.3116032,,,
1982-03-18,173822001.6,,689933.16864,1653270.70464,,,
1982-03-19,174703939.8,,689933.16864,1571873.2701696,,,
1982-03-20,175505701.8,,694826.31168,1496592.2644992,,,
1982-03-21,176210018.88,,697272.8832,1401591.8923776,,,
1982-03-22,176429578.32,,699719.45472,919274.7829248001,,,
1982-03-23,177115393.2,,707059.16928,1392882.0977664,,,
1982-03-24,177649490.04,,714398.88384,1248485.446656,,,
1982-03-25,178364908.44,,709505.7408,1424932.1846784,,,
1982-03-26,179212309.2,,699719.45472,1547113.9663872,,,
1982-03-27,180019005.12,,704612.59776,1511320.6250496,,,
1982-03-28,180992220.84,,711952.31232,1685173.9972607999,,,
1982-03-29,181803850.68,,714398.88384,1526024.5198848,,,
1982-03-30,182458828.56,,716845.45536,1371817.1169792002,,,
1982-03-31,183184114.8,,714398.88384,1439685.010944,,,
1982-04-01,183549224.88,,719292.02688,1084393.8948096,,,
1982-04-02,184158564.0,,721738.5984,1331081.7011711998,,,
1982-04-03,184811074.92000002,,721738.5984,1374239.222784,,,
1982-04-04,184954158.6,,716845.45536,859920.9578496,,,
1982-04-05,185300766.48,,726631.74144,1073237.5286784,,,
1982-04-06,185546229.0,,726631.74144,972096.2620416,,,
1982-04-07,185668343.52,,726631.74144,848740.1260032001,,,
1982-04-08,185882969.04,,716845.45536,931483.1748096,,,
1982-04-09,186444202.44,,719292.02688,1280535.533568,,,
1982-04-10,186740237.64000002,,721738.5984,1017773.75232,,,
1982-04-11,187382880.72,,726631.74144,1369272.6825984,,,
1982-04-12,188935832.04,,643448.30976,2196409.58208,,,
1982-04-13,191132659.92000002,,415917.1584,2612742.6576384003,,,
1982-04-14,193044553.92000002,,286248.86784,2198146.6478592,,,
1982-04-15,195025522.8,,220191.4368,2201155.9308288,,,
1982-04-16,196852306.68,,129668.29056,1956449.8473983998,,,
1982-04-17,198608782.2,,190832.57856,1947299.6699135997,,,
1982-04-18,199780588.2,,195725.7216,1367535.6168192,,,
1982-04-19,201455654.04,,195725.7216,1870795.3784832,,,
1982-04-20,202539882.96,,225084.57984,1309307.2146432,,,
1982-04-21,203853539.16,,254443.43808,1568105.5500288,,,
1982-04-22,205235036.76,,256890.0096,1638395.5497984,,,
1982-04-23,207273979.20000002,,249550.29504,2288498.5340927998,,,
1982-04-24,209476974.48,,244657.152,2447648.0114688003,,,
1982-04-25,212114154.72,,244657.152,2881841.0591232004,,,
1982-04-26,214804374.6,,244657.152,2934882.7296768,,,
1982-04-27,217714153.92000002,,244657.152,3154438.0578815998,,,
1982-04-28,221373889.08,,247103.72352,3906832.1974271997,,,
1982-04-29,224487192.6,,247103.72352,3360414.9141504,,,
1982-04-30,227441377.20000002,,251996.86656,3206183.0455296,,,
1982-05-01,230594152.08,,251996.86656,3404771.255808,,,
1982-05-02,234024459.96,,251996.86656,3682310.3290367997,,,
1982-05-03,237454767.84,,251996.86656,3682310.3290367997,,,
1982-05-04,240734591.16,,256890.0096,3536714.8578815996,,,
1982-05-05,243136176.72,,254443.43808,2656022.5078271995,,,
1982-05-06,245807894.4,,256890.0096,2928619.5065856,,,
1982-05-07,249789567.84,,256890.0096,4238562.829824,,,
1982-05-08,253362959.4,,256890.0096,3830278.9745663996,,,
1982-05-09,256961020.56,,256890.0096,3854964.8812032,,,
1982-05-10,261227627.88,,256890.0096,4523490.5490432,,,
1982-05-11,265605248.4,,259336.58112,4636962.5361407995,,,
1982-05-12,270842604.48,,261783.15264,5499134.3397888,,,
1982-05-13,276009652.2,,264229.72416,5431290.9115392,,,
1982-05-14,280930003.92,,264229.72416,5184578.639462399,,,
1982-05-15,287152910.52,,264229.72416,6487133.316710399,,,
1982-05-16,293877843.48,,271569.43872,6996509.5071744,,,
1982-05-17,301501983.36,,271569.43872,7895722.4036352,,,
1982-05-18,308080132.2,,271569.43872,6849715.2159744,,,
1982-05-19,314085946.32,,276462.58176,6282281.8833408,,,
1982-05-20,319192553.52,,254443.43808,5361049.8432,,,
1982-05-21,325952023.92,,249550.29504,7009011.4876416,,,
1982-05-22,334984797.96,,264229.72416,9296996.2417152,,,
1982-05-23,342953078.76,,264229.72416,8232517.4390784,,,
1982-05-24,351741623.76,,274016.01024,9062565.7586688,,,
1982-05-25,362170697.16,,286248.86784,10715322.683289599,,,
1982-05-26,372245761.8,,264229.72416,10339309.1063808,,,
1982-05-27,379375276.2,,251996.86656,7381502.0015616,,,
1982-05-28,385104790.8,,251996.86656,5981524.8463872,,,
1982-05-29,390863908.92,,254443.43808,6013574.9332992,,,
1982-05-30,395503027.2,,254443.43808,4893558.9571584,,,
1982-05-31,402683114.28000003,,254443.43808,7434543.6721152,,,
1982-06-01,409642408.44,,251996.86656,7211294.0209152,,,
1982-06-02,417074125.44,,256890.0096,7688620.124467201,,,
1982-06-03,423749719.2,,256890.0096,6932482.7304960005,,,
1982-06-04,430041700.68,,256890.0096,6548884.781875201,,,
1982-06-05,435017559.0,,256890.0096,5232751.6326912,,,
1982-06-06,440557117.68,,256890.0096,5796441.7108992,,,
1982-06-07,445523108.16,,256890.0096,5222891.949465601,,,
1982-06-08,450617380.56,,256890.0096,5351165.6942592,,,
1982-06-09,455954648.52,,261783.15264,5599052.320665601,,,
1982-06-10,465251387.28000003,,259336.58112,9556088.165683199,,,
1982-06-11,475652090.64,,232424.29439999998,10633142.3459328,,,
1982-06-12,485547067.2,,254443.43808,10149430.690713601,,,
1982-06-13,494841339.0,,256890.0096,9551170.556928,,,
1982-06-14,505237108.44,,269122.8672,10664898.844262399,,,
1982-06-15,514911292.08,,746204.3136,10420388.4865536,,,
1982-06-16,522090145.68,,2113837.79328,9292690.27584,,,
1982-06-17,527907237.36,,4462546.4524799995,10279637.227007998,,,
1982-06-18,531393051.84000003,,9355689.49248,12841515.662745599,,,
1982-06-19,529620541.08,,11660359.86432,9887843.2637952,,,
1982-06-20,529444153.44,,11398576.71168,11222178.905087998,,,
1982-06-21,528616488.36,,10948407.552,10120732.406784,,,
1982-06-22,528616488.36,,9531842.64192,9531842.64192,,,
1982-06-23,528320453.16,,8859035.47392,8563000.32,,,
1982-06-24,528320453.16,,7408218.5625599995,7408218.5625599995,,,
1982-06-25,530685034.32,,5805714.21696,8170301.1253248,,,
1982-06-26,533522038.32,,5154926.19264,7991921.595801599,,,
1982-06-27,535533844.2,,5162265.9072,7174081.668096,,,
1982-06-28,536008734.0,,5583076.20864,6057955.740672,,,
1982-06-29,535237809.0,,5888897.64864,5117982.962688,,,
1982-06-30,533699659.44,,5888897.64864,4350738.134016,,,
1982-07-01,533580011.88,,5208750.7660799995,5089113.418752,,,
1982-07-02,533757633.0,,4734115.8911999995,4911736.983552,,,
1982-07-03,533818073.52,,4761028.17792,4821458.494464,,,
1982-07-04,533344417.2,,4814852.75136,4341196.505088001,,,
1982-07-05,532456311.6,,4812406.17984,3924300.71808,,,
1982-07-06,531098250.12,,4506584.73984,3148517.3548032003,,,
1982-07-07,530152170.96,,4291286.44608,3345197.239296,,,
1982-07-08,529444153.44,,4298626.16064,3590612.8284671996,,,
1982-07-09,528320453.16,,4462546.4524799995,3338836.153344,,,
1982-07-10,526376488.68,,5291934.19776,3347961.8651136,,,
1982-07-11,523792348.08,,5813053.93152,3228911.6949504,,,
1982-07-12,521268648.0,,5825286.78912,3301574.8690944,,,
1982-07-13,518759749.68,,6101749.37088,3592839.2085504,,,
1982-07-14,516541952.64,,6253436.80512,4035644.1879551997,,,
1982-07-15,514097195.28000003,,6268116.23424,3823355.1771648,,,
1982-07-16,510669354.36,,6275455.9488,2847613.5235584,,,
1982-07-17,507026887.92,,6556811.6736,2914331.5289088,,,
1982-07-18,503384421.48,,6816148.25472,3173668.1100288,,,
1982-07-19,499181955.12,,7107290.2656,2904814.365696,,,
1982-07-20,496099488.6,,5776355.35872,2693895.4349567997,,,
1982-07-21,491012617.08,,7731166.0032,2644303.4302463997,,,
1982-07-22,485943014.28000003,,7709146.8595199995,2639532.6157823997,,,
1982-07-23,480725393.88,,7687127.71584,2469495.8951424,,,
1982-07-24,475438698.6,,7652875.71456,2366177.1798528,,,
1982-07-25,470107598.04,,7611283.99872,2280180.1909248,,,
1982-07-26,464745660.48,,7577031.99744,2215101.3884928,,,
1982-07-27,459672357.24,,7542779.99616,2469471.4294272,,,
1982-07-28,455131917.36,,7503634.85184,2963189.5621632,,,
1982-07-29,449806984.2,,7479169.13664,2154230.6890752,,,
1982-07-30,444320465.16,,7452256.84992,1965746.8191744,,,
1982-07-31,439035003.36,,7415558.27712,2130083.0281728,,,
1982-08-01,433500378.6,,7378859.70432,1844225.611776,,,
1982-08-02,428028661.32,,7347054.27456,1875346.0015103999,,,
1982-08-03,422839410.96,,7317695.41632,2128443.8252544003,,,
1982-08-04,416866900.8,,7278550.272,1306028.8088064,,,
1982-08-05,410648928.12,,7488955.42272,1270969.4389248,,,
1982-08-06,404311307.88,,7621070.2848,1283446.9536768,,,
1982-08-07,397878709.68,,7579478.56896,1146879.3314304,,,
1982-08-08,391696507.92,,7523207.424,1341014.7815424,,,
1982-08-09,385608050.64,,7611283.99872,1522819.5111935998,,,
1982-08-10,379272897.36,,8455351.17312,2120198.879232,,,
1982-08-11,373061092.08,,8178888.59136,1967092.4335104,,,
1982-08-12,366849286.8,,7466936.2790399995,1255140.1211903999,,,
1982-08-13,360638715.0,,7136649.12384,926076.2517503999,,,
1982-08-14,354426909.72,,7097503.97952,885707.8216704,,,
1982-08-15,348215104.44,,7055912.26368,844116.1058303999,,,
1982-08-16,342099510.6,,6994747.97568,879151.0099967999,,,
1982-08-17,336173872.68,,7166007.9820799995,1240362.8292096,,,
1982-08-18,329469908.88,,7596604.5696,892631.619072,,,
1982-08-19,323002773.24,,7354393.98912,887249.1617279999,,,
1982-08-20,317001893.04,,7146435.40992,1145558.1828096001,,,
1982-08-21,311132995.2,,7002087.690239999,1133178.5309184,,,
1982-08-22,305265330.84000003,,6948263.1168,1080601.7089536,,,
1982-08-23,299396433.0,,7151328.55296,1282419.3936384,,,
1982-08-24,293029209.24,,7288336.55808,921109.7115648,,,
1982-08-25,286402954.68,,7574585.42592,948340.0525824,,,
1982-08-26,279766832.28000003,,7851048.00768,1214918.4854016,,,
1982-08-27,273240489.6,,7395985.70496,869633.8467839999,,,
1982-08-28,266654939.88,,7452256.84992,866697.9609599999,,,
1982-08-29,260138465.04,,7356840.56064,840372.8514048,,,
1982-08-30,253929126.72,,7033893.12,824543.5336703999,,,
1982-08-31,247950449.16,,6566597.95968,587911.136256,,,
1982-09-01,242244370.68,,6317047.66464,610957.8399744,,,
1982-09-02,236746750.32,,6336620.2368,839002.7713536,,,
1982-09-03,230935826.04,,6429589.9545599995,618664.5402624,,,
1982-09-04,225050892.96,,6578830.81728,693896.6145024,,,
1982-09-05,219392920.20000002,,6478521.3849599995,820555.6220928,,,
1982-09-06,213937238.16,,6067497.3696,611814.1400064,,,
1982-09-07,208712216.88,,5680939.06944,455918.602752,,,
1982-09-08,205408957.44,,3819098.14272,515835.1392768,,,
1982-09-09,205243671.12,,907678.03392,742387.6620288,,,
1982-09-10,205193098.44,,951716.32128,901145.6879615999,,,
1982-09-11,205142525.76,,939483.46368,888912.8303615999,,,
1982-09-12,205091953.08,,937036.8921599999,886466.2588415999,,,
1982-09-13,205041380.4,,939483.46368,888912.8303615999,,,
1982-09-14,204989574.24,,934590.3206399999,882771.9358464,,,
1982-09-15,205031512.56,,724185.16992,766119.4057728,,,
1982-09-16,205074684.36,,545585.44896,588767.436288,,,
1982-09-17,205116622.68,,582284.02176,624218.2576128,,,
1982-09-18,205116622.68,,623875.7376,623875.7376,,,
1982-09-19,205275741.6,,623875.7376,783000.7492608001,,,
1982-09-20,205664287.8,,621429.16608,1009969.1891712,,,
1982-09-21,205750631.4,,614089.45152,700428.9604608001,,,
1982-09-22,205708693.08,,614089.45152,572155.2156672,,,
1982-09-23,205587812.04,,614089.45152,493204.3527168,,,
1982-09-24,205497768.0,,614089.45152,524055.619584,,,
1982-09-25,205497768.0,,614089.45152,614089.45152,,,
1982-09-26,205454596.20000002,,614089.45152,570907.464192,,,
1982-09-27,205370719.56,,611642.88,527774.4082944,,,
1982-09-28,205370719.56,,614089.45152,614089.45152,,,
1982-09-29,205328781.24,,604303.16544,562368.9295872,,,
1982-09-30,205243671.12,,609196.30848,524080.08529920003,,,
1982-10-01,204652834.20000002,,596963.45088,7339.71456,,,
1982-10-02,204652834.20000002,,596963.45088,596963.45088,,,
1982-10-03,204652834.20000002,,596963.45088,596963.45088,,,
1982-10-04,204527019.24,,596963.45088,471136.27760639996,,,
1982-10-05,204316094.16,,596963.45088,386044.5201408,,,
1982-10-06,204148340.88,,596963.45088,429202.0417536,,,
1982-10-07,204021292.44,,596963.45088,469912.99184639996,,,
1982-10-08,204064464.24,,587177.1648,630359.1521279999,,,
1982-10-09,204148340.88,,596963.45088,680831.9225855999,,,
1982-10-10,204485080.92000002,,587177.1648,923923.2688128,,,
1982-10-11,204821820.96,,596963.45088,933709.5548927999,,,
1982-10-12,205158561.0,,596963.45088,933709.5548927999,,,
1982-10-13,205497768.0,,596963.45088,936180.5921279999,,,
1982-10-14,205793803.20000002,,596963.45088,892998.6048,,,
1982-10-15,205835741.52,,596963.45088,638897.6867328,,,
1982-10-16,206026930.92000002,,596963.45088,788163.0151679999,,,
1982-10-17,206808957.24,,596963.45088,1378985.5715327999,,,
1982-10-18,207010014.48,,596963.45088,798022.6983936001,,,
1982-10-19,207273979.20000002,,596963.45088,860924.0521728,,,
1982-10-20,207444199.44,,596963.45088,767195.8972416,,,
1982-10-21,207697062.84,,484421.16096,737274.3275520001,,,
1982-10-22,208586401.92000002,,322947.44064,1212276.18816,,,
1982-10-23,209859353.28,,501547.1616,1774498.3234559998,,,
1982-10-24,211050894.96,,638555.16672,1830108.8941056,,,
1982-10-25,212327546.76,,462402.01728,1739047.5021312,,,
1982-10-26,213562260.24,,484421.16096,1719132.4099583998,,,
1982-10-27,214450365.84,,374325.44256,1262430.90432,,,
1982-10-28,215745519.84,,447722.58816,1742888.6194175999,,,
1982-10-29,216623757.6,,494207.44704,1372453.2255744,,,
1982-10-30,217629043.8,,494207.44704,1499503.6846079999,,,
1982-10-31,218575122.96,,494207.44704,1440296.6538240002,,,
1982-11-01,219330012.72,,489314.304,1244203.946496,,,
1982-11-02,220125607.32,,494207.44704,1289808.0396288,,,
1982-11-03,220786752.6,,357199.44192,1018336.4637696,,,
1982-11-04,221706928.68,,259336.58112,1179516.5955072,,,
1982-11-05,223058822.76,,261783.15264,1613685.1774464,,,
1982-11-06,224054241.12,,264229.72416,1259641.8127872,,,
1982-11-07,224747456.88,,261783.15264,954994.7271167999,,,
1982-11-08,225418470.0,,256890.0096,927911.1803904,,,
1982-11-09,226218998.52,,256890.0096,1057408.210944,,,
1982-11-10,226917148.20000002,,256890.0096,955043.6585472,,,
1982-11-11,227266223.04,,256890.0096,605966.8340736,,,
1982-11-12,227702874.96,,256890.0096,693554.0944896,,,
1982-11-13,227987808.84,,251996.86656,536924.5857792,,,
1982-11-14,228678557.64000002,,256890.0096,947630.5468416,,,
1982-11-15,229287896.76,,256890.0096,866233.1123712,,,
1982-11-16,230104460.52,,256890.0096,1073457.7201152,,,
1982-11-17,230411597.04,,256890.0096,564032.5982207999,,,
1982-11-18,231067808.4,,254443.43808,910662.8511744001,,,
1982-11-19,231726486.72,,251996.86656,910687.3168896,,,
1982-11-20,232297587.96,,251996.86656,823100.0564736,,,
1982-11-21,232647896.28,,251996.86656,602296.9767936,,,
1982-11-22,233043843.36,,251996.86656,647950.0013568,,,
1982-11-23,233168424.84,,251996.86656,376576.28835839994,,,
1982-11-24,233337411.6,,251996.86656,420981.56144639995,,,
1982-11-25,233790098.76,,251996.86656,704685.9949056,,,
1982-11-26,233877675.84,,251996.86656,339584.126976,,,
1982-11-27,234208248.48,,251996.86656,582577.6103424,,,
1982-11-28,234843490.68,,251996.86656,887249.1617279999,,,
1982-11-29,234993975.24,,251996.86656,402485.48075519997,,,
1982-11-30,235175296.8,,249550.29504,430865.7103872,,,
1982-12-01,235727895.84,,244657.152,797264.2612224,,,
1982-12-02,237002080.68,,249550.29504,1523724.742656,,,
1982-12-03,240202961.28,,256890.0096,3457763.9949311996,,,
1982-12-04,249609479.76,,266676.29568,9673205.5443456,,,
1982-12-05,254426219.16,,264229.72416,5080966.3355904,,,
1982-12-06,257459346.48,,259336.58112,3292473.62304,,,
1982-12-07,259728949.68,,256890.0096,2526501.0115584,,,
1982-12-08,261544632.24,,261783.15264,2077457.2747775998,,,
1982-12-09,262794147.48,,264229.72416,1513742.7308544,,,
1982-12-10,264205248.6,,264229.72416,1675338.7797504,,,
1982-12-11,265432561.20000002,,259336.58112,1486659.184128,,,
1982-12-12,266251591.92000002,,261783.15264,1080821.9003903999,,,
1982-12-13,267436966.20000002,,256890.0096,1442253.91104,,,
1982-12-14,268265864.76,,259336.58112,1088235.012096,,,
1982-12-15,269415468.12,,251996.86656,1401591.8923776,,,
1982-12-16,271026393.0,,259336.58112,1870257.1327488,,,
1982-12-17,272087185.8,,259336.58112,1320121.0607616,,,
1982-12-18,272513969.88,,251996.86656,678776.8025087999,,,
1982-12-19,273147978.6,,251996.86656,886001.4102528,,,
1982-12-20,274670092.92,,261783.15264,1783893.1580927998,,,
1982-12-21,275870268.96,,259336.58112,1459502.2402559998,,,
1982-12-22,276473440.68,,256890.0096,860067.7521408,,,
1982-12-23,277169123.4,,254443.43808,950126.0497920001,,,
1982-12-24,277505863.44,,251996.86656,588742.9705727999,,,
1982-12-25,278051061.6,,254443.43808,799637.4355968,,,
1982-12-26,278931766.32,,254443.43808,1135160.2538496,,,
1982-12-27,279164894.04,,251996.86656,485130.66670079995,,,
1982-12-28,279395554.8,,254443.43808,485106.2009856,,,
1982-12-29,279812471.04,,254443.43808,671363.6908032,,,
1982-12-30,279999960.0,,251996.86656,439477.6421376,,,
1982-12-31,280162779.36,,251996.86656,414816.201216,,,
1983-01-01,280376171.4,,251996.86656,465386.83453439997,,,
1983-01-02,280930003.92,,251996.86656,805827.2615424,,,
1983-01-03,281480136.0,,251996.86656,802132.9385472,,,
1983-01-04,282753087.36,,251996.86656,1524948.0284159998,,,
1983-01-05,285184276.44,,259336.58112,2690519.1662592,,,
1983-01-06,288419694.48,,264229.72416,3499649.2993536,,,
1983-01-07,292606125.6,,269122.8672,4455549.2579328,,,
1983-01-08,301071498.84000003,,305821.44,8771203.556351999,,,
1983-01-09,306410000.28000003,,293588.5824,5632081.036185601,,,
1983-01-10,313988501.4,,281355.72479999997,7859855.665151999,,,
1983-01-11,319095108.6,,232424.29439999998,5339030.69952,,,
1983-01-12,323589909.72,,259336.58112,4754128.8462336,,,
1983-01-13,326837662.56,,288695.43936,3536445.7350144,,,
1983-01-14,329152904.52,,296035.15392,2611274.7147263996,,,
1983-01-15,331275723.6,,296035.15392,2418851.8646783996,,,
1983-01-16,333397309.2,,296035.15392,2417628.5789183998,,,
1983-01-17,335108145.96,,293588.5824,2004427.1149056,,,
1983-01-18,336868321.92,,293588.5824,2053774.462464,,,
1983-01-19,338207881.2,,293588.5824,1633159.8867455998,,,
1983-01-20,339083652.0,,291142.01088,1166916.7521791998,,,
1983-01-21,340204885.32,,291142.01088,1412381.2727808,,,
1983-01-22,341554312.44,,291142.01088,1640572.9984511998,,,
1983-01-23,342353607.48,,286248.86784,1085543.783424,,,
1983-01-24,343203475.2,,288695.43936,1138560.9882624,,,
1983-01-25,344455457.4,,288695.43936,1540679.4832896001,,,
1983-01-26,345556955.04,,293588.5824,1395084.0121344,,,
1983-01-27,346607880.0,,291142.01088,1342066.807296,,,
1983-01-28,347397307.2,,296035.15392,1085470.3862784,,,
1983-01-29,348361888.56,,293588.5824,1258173.8698751999,,,
1983-01-30,349742152.68,,293588.5824,1673846.3711231998,,,
1983-01-31,351122416.8,,293588.5824,1673846.3711231998,,,
1983-02-01,352227614.88,,293588.5824,1398778.3351296,,,
1983-02-02,352528584.0,,293588.5824,594565.8107904,,,
1983-02-03,352980037.68,,293588.5824,745054.4249855999,,,
1983-02-04,353382152.16,,293588.5824,695707.0774272,,,
1983-02-05,353989024.32,,293588.5824,900460.647936,,,
1983-02-06,355097922.84000003,,298481.72544,1407390.26688,,,
1983-02-07,355803473.4,,291142.01088,996684.3058176,,,
1983-02-08,356220389.64,,296035.15392,712955.4066432001,,,
1983-02-09,356964178.08,,293588.5824,1037370.7901952,,,
1983-02-10,357645059.04,,288695.43936,969576.293376,,,
1983-02-11,358325940.0,,291142.01088,972022.864896,,,
1983-02-12,358819332.0,,293588.5824,786988.6608384,,,
1983-02-13,359490345.12,,291142.01088,962163.1816704,,,
1983-02-14,359741975.04,,291142.01088,542771.891712,,,
1983-02-15,360236600.52,,296035.15392,790658.5181184,,,
1983-02-16,361410873.48,,293588.5824,1467869.5148544,,,
1983-02-17,362878714.68,,298481.72544,1766326.7745792,,,
1983-02-18,364096159.44,,305821.44,1523259.8940672,,,
1983-02-19,365417216.52,,300928.29696,1621979.0548992,,,
1983-02-20,366687700.92,,303374.86848,1573854.9931007999,,,
1983-02-21,367855806.48,,305821.44,1473937.0122240002,,,
1983-02-22,368926467.12,,310714.58304,1381383.2116224,,,
1983-02-23,370611400.8,,310714.58304,1995643.9231488002,,,
1983-02-24,372909374.04,,310714.58304,2608681.3489151997,,,
1983-02-25,375523118.16,,315607.72608,2929353.4780416,,,
1983-02-26,377780386.56,,313161.15456,2570441.4360576,,,
1983-02-27,379839064.68,,315607.72608,2374275.331584,,,
1983-02-28,381901443.24,,315607.72608,2377994.1202944,,,
1983-03-01,383809636.8,,318054.2976,2226257.7546240003,,,
1983-03-02,385064085.96,,315607.72608,1570062.8072448,,,
1983-03-03,386450517.48,,322947.44064,1709370.5895935998,,,
1983-03-04,387798711.12,,315607.72608,1663790.9621759998,,,
1983-03-05,389197477.44,,318054.2976,1716832.6327296,,,
1983-03-06,390759063.12,,320500.86912,1882098.5389055999,,,
1983-03-07,392490869.04,,322947.44064,2054753.091072,,,
1983-03-08,394665494.28000003,,322947.44064,2497582.536192,,,
1983-03-09,398797652.28000003,,322947.44064,4455108.8750592,,,
1983-03-10,403629193.44,,327840.58368,5159378.9528064,,,
1983-03-11,408850514.28000003,,330287.1552,5551613.2988928,,,
1983-03-12,412238883.84000003,,337626.86976,3726006.096384,,,
1983-03-13,416327870.04,,340073.44127999997,4429052.888371199,,,
1983-03-14,418460556.96,,337626.86976,2470303.263744,,,
1983-03-15,421233420.0,,340073.44127999997,3112944.2049024,,,
1983-03-16,423482054.04,,347413.15584,2596057.0398719995,,,
1983-03-17,425195357.76,,347413.15584,2060722.7255807999,,,
1983-03-18,426378265.08,,344966.58432,1527883.91424,,,
1983-03-19,428100203.16,,337626.86976,2059572.8369664,,,
1983-03-20,429827075.16,,330287.1552,2057150.7311616,,,
