date,total avg discharge (m3/d),wse(m),storage(m3)
1992-12-25,5871.771648,929.70096,518061.60000000003
1992-12-26,5871.771648,929.70096,518061.60000000003
1992-12-27,5871.771648,929.70096,518061.60000000003
1992-12-28,9052.314624,929.70096,518061.60000000003
1992-12-29,9541.628928,929.70096,518061.60000000003
1992-12-30,10520.257536,929.70096,518061.60000000003
1992-12-31,10520.257536,929.70096,518061.60000000003
1993-01-01,10520.257536,929.70096,518061.60000000003
1993-01-02,11009.57184,929.70096,595770.84
1993-01-03,11254.228991999998,929.70096,673480.08
1993-01-04,10764.914688,929.70096,751189.3200000001
1993-01-05,10030.943232,929.70096,828898.56
1993-01-06,10520.257536,929.70096,906607.8
1993-01-07,11498.886144,929.70096,984317.04
1993-01-08,11988.200448000001,929.70096,1062026.28
1993-01-09,12722.171904,929.70096,1139735.52
1993-01-10,13700.800512,929.70096,1217444.76
1993-01-11,13945.457664,929.70096,1295154.0
1993-01-12,13456.14336,929.70096,1372863.24
1993-01-13,12966.829055999999,929.70096,1450572.48
1993-01-14,14190.114816,929.70096,1528281.72
1993-01-15,15413.400576,929.70096,1605990.96
1993-01-16,17126.00064,929.70096,1683700.2
1993-01-17,17370.657791999998,929.70096,1761409.44
1993-01-18,17859.972095999998,929.70096,1839118.68
1993-01-19,18104.629248,929.70096,1916827.92
1993-01-20,19083.257856,929.70096,1994537.16
1993-01-21,19817.229312,929.70096,2072246.4000000001
1993-01-22,20306.543616000003,929.70096,2149955.64
1993-01-23,20306.543616000003,929.70096,2227664.88
1993-01-24,20306.543616000003,929.70096,2305374.12
1993-01-25,18349.2864,929.70096,2383083.36
1993-01-26,15046.414848,929.70096,2460792.6
1993-01-27,13211.486208,929.70096,2538501.84
1993-01-28,9296.971776,929.70096,2616211.08
1993-01-29,7584.371712,929.70096,2693920.32
1993-01-30,7095.057408,929.70096,2771629.56
1993-01-31,7095.057408,929.70096,2874008.4
1993-02-01,6850.400256,929.70096,2874008.4
1993-02-02,6605.743104,929.70096,2874008.4
1993-02-03,6850.400256,929.70096,2874008.4
1993-02-04,6605.743104,929.70096,2874008.4
1993-02-05,6361.085952,929.70096,2874008.4
1993-02-06,4893.14304,929.70096,2874008.4
1993-02-07,4403.828736,929.70096,2874008.4
1993-02-08,4403.828736,935.14164,2874008.4
1993-02-09,4648.485888,933.879768,2772887.7096
1993-02-10,4648.485888,934.0535040000001,2918894.7372
1993-02-11,4648.485888,933.9864480000001,3054096.48
1993-02-12,4648.485888,934.361352,3191358.1344000003
1993-02-13,4893.14304,934.5168000000001,3336563.4
1993-02-14,4893.14304,934.6844400000001,3494979.2364
1993-02-15,4893.14304,934.8033120000001,3611789.7924
1993-02-16,4893.14304,935.1538320000001,3969461.988
1993-02-17,4893.14304,935.257464,4078822.3248000005
1993-02-18,4893.14304,935.3610960000001,4191278.6964
1993-02-19,4893.14304,935.4586320000001,4298998.5048
1993-02-20,4893.14304,935.589696,4444709.4972
1993-02-21,4893.14304,935.671992,4538725.342800001
1993-02-22,5137.800192,935.769528,4651687.4412
1993-02-23,5137.800192,935.800008,4686853.956
1993-02-24,5627.114495999999,935.8884,4790515.6152
1993-02-25,5627.114495999999,935.9402160000001,4852300.6284
1993-02-26,5627.114495999999,935.9889840000001,4911273.3072
1993-02-27,5627.114495999999,936.065184,5003660.9592
1993-02-28,6116.4288,936.144432,5099107.6416
1993-03-01,6116.4288,936.357792,5364688.2204
1993-03-02,6116.4288,936.693072,5794333.974
1993-03-03,6091.963084800001,936.3669360000001,5376023.9016
1993-03-04,6091.963084800001,936.552864,5611630.9164
1993-03-05,6361.085952,936.799752,5934173.601600001
1993-03-06,6361.085952,937.26,6563347.08
1993-03-07,6361.085952,937.7690160000001,7294418.3412
1993-03-08,6605.743104,938.3481360000001,8175850.8144
1993-03-09,6605.743104,938.933352,9117958.1688
1993-03-10,6605.743104,939.564288,10196920.1292
1993-03-11,6850.400256,939.917856,10830571.14
1993-03-12,7095.057408,940.341528,11619319.926
1993-03-13,7584.371712,940.6585200000001,12228301.3368
1993-03-14,7829.028864,941.05476,13016285.3652
1993-03-15,22019.14368,941.5363440000001,14015465.839200001
1993-03-16,185939.43552,942.191664,15439567.8384
1993-03-17,332733.72672,943.0603440000001,17439470.6364
1993-03-18,351865.91600639996,943.7065200000001,19007162.0424
1993-03-19,364539.15648,944.6666400000001,21482657.724
1993-03-20,376772.01408,945.2823360000001,23158821.361199997
1993-03-21,384111.72864,945.74868,24469307.5176
1993-03-22,528459.44832,946.059576,25360817.522400003
1993-03-23,809815.1731199999,946.544208,26779504.5444
1993-03-24,851406.88896,947.04408,28285990.6728
1993-03-25,897891.74784,947.312304,29110794.079200003
1993-03-26,907678.03392,947.495184,29679231.002400003
1993-03-27,907678.03392,947.601864,30015551.6592
1993-03-28,910124.60544,947.665872,30216966.608400002
1993-03-29,917464.32,947.711592,30361024.7376
1993-03-30,917464.32,947.7329280000001,30428508.428400002
1993-03-31,917464.32,947.7329280000001,30428508.428400002
1993-04-01,917464.32,947.830464,30738370.939200003
1993-04-02,917464.32,947.9340960000001,31071003.4908
1993-04-03,927250.6060799999,948.040776,31411925.027999997
1993-04-04,929697.1775999999,948.1657440000001,31815815.7192
1993-04-05,937036.8921599999,948.2419440000001,32064275.5956
1993-04-06,944376.60672,948.287664,32212231.521599997
1993-04-07,949269.74976,948.299856,32251863.234
1993-04-08,949269.74976,948.3303360000001,32351170.708800003
1993-04-09,949269.74976,948.3791040000001,32510449.9812
1993-04-10,949269.74976,948.4004400000001,32580486.9756
1993-04-11,949269.74976,948.391296,32550451.7376
1993-04-12,950003.721216,948.3608160000001,32450539.8576
1993-04-13,949269.74976,948.3303360000001,32351170.708800003
1993-04-14,922357.46304,948.2724240000001,32162756.638800003
1993-04-15,915017.74848,948.214512,31974798.9564
1993-04-16,922357.46304,948.153552,31776159.3372
1993-04-17,922357.46304,948.1017360000001,31608295.044
1993-04-18,924804.03456,948.059064,31470539.9976
1993-04-19,915017.74848,947.9859120000001,31236006.1104
1993-04-20,910124.60544,947.928,31051637.854799997
1993-04-21,910124.60544,947.873136,30875126.8668
1993-04-22,907678.03392,947.8213200000001,30709162.1328
1993-04-23,907678.03392,947.7756,30563673.1668
1993-04-24,905231.4624,947.7207360000001,30389937.508800004
1993-04-25,905231.4624,947.665872,30216966.608400002
1993-04-26,797582.31552,947.647584,30159757.806
1993-04-27,732356.7187967999,947.635392,30121532.2608
1993-04-28,732552.4445184,947.60796,30034904.9604
1993-04-29,731524.88448,947.586624,29967186.908400003
1993-04-30,731524.88448,947.586624,29967186.908400003
1993-05-01,724185.16992,947.5744320000001,29928813.3456
1993-05-02,721738.5984,947.565288,29899875.904799998
1993-05-03,692379.74016,947.604912,30025209.8076
1993-05-04,648341.4528,947.675016,30245743.6968
1993-05-05,606749.73696,947.7268320000001,30409229.136
1993-05-06,599410.0224,947.7786480000001,30573343.650000002
1993-05-07,596963.45088,947.812176,30680175.3528
1993-05-08,596963.45088,947.8396080000001,30767641.419600002
1993-05-09,645894.88128,947.842656,30777373.5768
1993-05-10,689933.16864,947.8060800000001,30660748.0428
1993-05-11,687486.5971199999,947.76036,30515222.0724
1993-05-12,584730.59328,947.7786480000001,30573343.650000002
1993-05-13,420810.30144,947.830464,30738370.939200003
1993-05-14,411024.01536,947.8670400000001,30855563.873999998
1993-05-15,459955.44576,947.873136,30875126.8668
1993-05-16,469741.73184,947.8578960000001,30826207.05
1993-05-17,450169.15968,947.8396080000001,30767641.419600002
1993-05-18,435489.73056,947.824368,30718869.6204
1993-05-19,415917.1584,947.793888,30621856.4184
1993-05-20,359646.01344,947.7786480000001,30573343.650000002
1993-05-21,305821.44,947.7756,30563673.1668
1993-05-22,259336.58112,947.7847440000002,30592746.2904
1993-05-23,266676.29568,947.7847440000002,30592746.2904
1993-05-24,288695.43936,947.766456,30534600.0432
1993-05-25,332733.72672,947.7512160000001,30486222.957599998
1993-05-26,259336.58112,947.74512,30466881.9912
1993-05-27,193279.15008,947.8060800000001,30660748.0428
1993-05-28,129668.29056,947.8609440000001,30836000.8812
1993-05-29,127221.71904,947.918856,31022120.678400002
1993-05-30,127221.71904,947.952384,31129223.7468
1993-05-31,129668.29056,948.0011519999999,31284777.9096
1993-06-01,129668.29056,948.071256,31509851.005200002
1993-06-02,122328.576,948.1809840000001,31865487.958800003
1993-06-03,278909.15327999997,948.26328,32133350.4756
1993-06-04,398791.15776,948.299856,32251863.234
1993-06-05,582284.02176,948.373008,32490467.605200004
1993-06-06,623875.7376,948.4187280000001,32640631.4604
1993-06-07,677700.31104,948.440064,32710705.459200002
1993-06-08,778009.74336,948.409584,32610546.8832
1993-06-09,782902.8864,948.3425280000001,32390975.108400002
1993-06-10,782902.8864,948.266328,32143230.6504
1993-06-11,782902.8864,948.168792,31825769.9028
1993-06-12,773116.60032,948.0621120000001,31480358.498400003
1993-06-13,755990.59968,947.95848,31148675.7264
1993-06-14,680146.8825599999,947.8457040000001,30787142.7384
1993-06-15,555371.7350399999,947.763408,30524904.8904
1993-06-16,462402.01728,947.7207360000001,30389937.508800004
1993-06-17,393898.01472,947.68416,30274508.4504
1993-06-18,332733.72672,947.659776,30198057.36
1993-06-19,269122.8672,947.65368,30178901.4156
1993-06-20,259336.58112,947.635392,30121532.2608
1993-06-21,251996.86656,947.604912,30025209.8076
1993-06-22,207958.5792,947.598816,30005868.841199998
1993-06-23,149240.86272,947.6110080000001,30044563.1088
1993-06-24,161473.72032,947.6232,30083356.0548
1993-06-25,222638.00832,947.617104,30063965.7492
1993-06-26,278909.15327999997,947.565288,29899875.904799998
1993-06-27,288695.43936,947.5104240000001,29726880.334799998
1993-06-28,281355.72479999997,947.4464160000001,29526501.508800004
1993-06-29,276462.58176,947.3946000000001,29365359.681599997
1993-06-30,291142.01088,947.3275440000001,29158036.3632
1993-07-01,337626.86976,947.2422,28892924.5068
1993-07-02,318054.2976,947.162952,28648559.783999998
1993-07-03,244657.152,947.1111360000001,28489995.93
1993-07-04,239764.00896,947.065416,28350600.355200004
1993-07-05,296035.15392,947.0014080000001,28156166.9028
1993-07-06,322947.44064,946.928256,27932524.644
1993-07-07,349859.72736,946.833768,27646233.936
1993-07-08,366985.728,946.73928,27363088.602
1993-07-09,384111.72864,946.629552,27033897.4596
1993-07-10,364539.15648,946.54116,26770475.4708
1993-07-11,352306.29888,946.422288,26420389.1772
1993-07-12,366985.728,946.318656,26114399.7936
1993-07-13,359646.01344,946.2150240000001,25811013.0528
1993-07-14,322947.44064,946.123584,25546505.6016
1993-07-15,303374.86848,946.044336,25316449.2468
1993-07-16,232424.29439999998,945.995568,25175030.764799997
1993-07-17,173706.57792,945.9681360000001,25096014.036000002
1993-07-18,171260.00639999998,945.937656,25008301.2732
1993-07-19,171260.00639999998,945.8858400000001,24860110.986
1993-07-20,171260.00639999998,945.8401200000001,24729867.8328
1993-07-21,171260.00639999998,945.8004960000001,24617769.1704
1993-07-22,178599.72096,945.7608720000001,24504079.318800002
1993-07-23,149240.86272,945.7182,24382100.481599998
1993-07-24,139454.57663999998,945.6877200000001,24295164.8112
1993-07-25,137008.00512,945.638952,24156965.712
1993-07-26,163920.29184,945.6054240000001,24062246.7828
1993-07-27,205512.00768,945.553608,23916794.8212
1993-07-28,212851.72224,945.483504,23721053.88
1993-07-29,242210.58048,945.395112,23472285.6336
1993-07-30,227531.15136,945.3311040000001,23293825.7472
1993-07-31,205512.00768,945.2762400000001,23141972.0244
1993-08-01,210405.15072,945.209184,22957653.108
1993-08-02,247103.72352,945.120792,22713547.416
1993-08-03,249550.29504,945.0445920000001,22504139.516400002
1993-08-04,244657.152,944.947056,22238842.638
1993-08-05,242210.58048,944.870856,22033320.2004
1993-08-06,254443.43808,944.764176,21744019.8012
1993-08-07,269122.8672,944.663592,21474541.425600003
1993-08-08,276462.58176,944.566056,21216065.6916
1993-08-09,256890.0096,944.477664,20981359.1172
1993-08-10,212851.72224,944.3801280000001,20725535.3652
1993-08-11,220191.4368,944.294784,20504113.3704
1993-08-12,225084.57984,944.2033440000001,20266594.4616
1993-08-13,225084.57984,944.105808,20015112.5592
1993-08-14,234870.86592,944.014368,19782219.2004
1993-08-15,222638.00832,943.910736,19519352.2776
1993-08-16,173706.57792,943.8436800000001,19349736.4428
1993-08-17,166366.86336,943.78272,19196636.9052
1993-08-18,144347.71968,943.730904,19067651.9016
1993-08-19,156580.57728,943.6699440000001,18916969.9848
1993-08-20,129668.29056,943.642512,18848783.2104
1993-08-21,107649.14688,943.6181280000001,18788244.012
1993-08-22,107649.14688,943.5785040000001,18689972.6604
1993-08-23,107649.14688,943.5236400000001,18554943.6048
1993-08-24,107649.14688,943.47792,18443017.6296
1993-08-25,107649.14688,943.4352480000001,18339343.6356
1993-08-26,110095.7184,943.41696,18295024.6992
1993-08-27,122328.576,943.331616,18088614.156
1993-08-28,132114.86208,943.261512,17918578.938
1993-08-29,141901.14816,943.2036,17779331.380799998
1993-08-30,159027.1488,943.1365440000001,17619435.3684
1993-08-31,149240.86272,943.063392,17446649.490000002
1993-09-01,146794.2912,942.9902400000001,17272519.1184
1993-09-02,146794.2912,942.9140400000001,17092357.029600002
1993-09-03,149240.86272,942.8439360000001,16928279.52
1993-09-04,149240.86272,942.8439360000001,16928279.52
1993-09-05,139454.57663999998,942.8439360000001,16928279.52
1993-09-06,102756.00384,942.8439360000001,16928279.52
1993-09-07,105202.57536,942.8439360000001,16928279.52
1993-09-08,146794.2912,942.8439360000001,16928279.52
1993-09-09,154134.00576,942.8439360000001,16928279.52
1993-09-10,141901.14816,942.3593040000001,15815359.8552
1993-09-11,119882.00448,942.277008,15629745.7848
1993-09-12,117435.43296,942.2099519999999,15480161.6652
1993-09-13,117435.43296,942.15204,15352151.1108
1993-09-14,90523.14624,942.115464,15270679.7568
1993-09-15,80736.86016,942.0666960000001,15161886.820799999
1993-09-16,95416.28928,942.020976,15060630.447600001
1993-09-17,117435.43296,941.963064,14933100.9504
1993-09-18,110095.7184,941.9112480000001,14820089.5128
1993-09-19,105202.57536,941.865528,14721090.408
1993-09-20,107649.14688,941.81676,14615442.846
1993-09-21,107649.14688,941.767992,14509326.5616
1993-09-22,107649.14688,941.7253200000001,14416988.2488
1993-09-23,107649.14688,941.6735040000001,14305790.0268
1993-09-24,105202.57536,941.627784,14208406.7808
1993-09-25,105202.57536,941.5668240000001,14079372.438000001
1993-09-26,102756.00384,941.5302480000001,14002674.6516
1993-09-27,90523.14624,941.48148,13899000.6576
1993-09-28,95416.28928,941.4266160000001,13782917.8548
1993-09-29,119882.00448,941.362608,13648887.918000001
1993-09-30,127221.71904,941.2986000000001,13516165.47
1993-10-01,117435.43296,941.23764,13390979.584800001
1993-10-02,112542.28992,941.17668,13265312.642399998
1993-10-03,112542.28992,941.127912,13165080.0576
1993-10-04,129668.29056,941.057808,13022465.1
1993-10-05,134561.4336,940.981608,12869180.5404
1993-10-06,134561.4336,940.908456,12723346.200000001
1993-10-07,134561.4336,940.823112,12552089.8368
1993-10-08,114988.86144,940.7652,12437240.513999999
1993-10-09,97862.8608,940.71948,12347344.4916
1993-10-10,92969.71776,940.67376,12257954.196
1993-10-11,88076.57472,940.637184,12187053.7656
1993-10-12,80736.86016,940.6006080000001,12115992.982800001
1993-10-13,74131.117056,940.5609840000001,12038740.1304
1993-10-14,75109.745664,940.533552,11985441.459600002
1993-10-15,72663.174144,940.509168,11938260.8496
1993-10-16,80492.203008,940.466496,11856296.1036
1993-10-17,81470.831616,940.4238240000001,11774738.406000001
1993-10-18,33518.029824,940.41468,11757482.020799998
1993-10-19,5382.457344,940.4238240000001,11774738.406000001
1993-10-20,5627.114495999999,940.42992,11786345.4528
1993-10-21,5627.114495999999,940.439064,11803799.1948
1993-10-22,5627.114495999999,940.4421120000001,11809621.2204
1993-10-23,5627.114495999999,940.44516,11815443.246000001
