date,max_temp(C),min_temp(C),avg_temp(C),avg discharge (cfs),outflow(m3/d)
1982-09-06 00:00:00+00:00,10.5,8.3,,1220.0,2984817.2544
1982-09-07 00:00:00+00:00,10.4,8.3,,1230.0,3009282.9696
1982-09-08 00:00:00+00:00,10.5,8.4,,1270.0,3107145.8304
1982-09-09 00:00:00+00:00,8.9,8.4,,1300.0,3180542.976
1982-09-10 00:00:00+00:00,9.4,8.1,,1340.0,3278405.8367999997
1982-09-11 00:00:00+00:00,8.5,7.9,,1300.0,3180542.976
1982-09-12 00:00:00+00:00,9.7,8.2,,1330.0,3253940.1216
1982-09-13 00:00:00+00:00,9.4,7.8,,1250.0,3058214.4
1982-09-14 00:00:00+00:00,9.4,7.9,,1210.0,2960351.5392
1982-09-15 00:00:00+00:00,9.5,7.7,,1230.0,3009282.9696
1982-09-16 00:00:00+00:00,9.5,7.4,,1230.0,3009282.9696
1982-09-17 00:00:00+00:00,9.4,7.7,,1230.0,3009282.9696
1982-09-18 00:00:00+00:00,9.1,7.9,,1230.0,3009282.9696
1982-09-19 00:00:00+00:00,9.3,8.1,,1230.0,3009282.9696
1982-09-20 00:00:00+00:00,8.7,7.9,,1300.0,3180542.976
1982-09-21 00:00:00+00:00,9.7,7.6,,1270.0,3107145.8304
1982-09-22 00:00:00+00:00,9.6,7.9,,1210.0,2960351.5392
1982-09-23 00:00:00+00:00,9.7,7.8,,1180.0,2886954.3936
1982-09-24 00:00:00+00:00,9.5,7.8,,1200.0,2935885.824
1982-09-25 00:00:00+00:00,8.4,7.7,,1230.0,3009282.9696
1982-09-26 00:00:00+00:00,8.1,7.6,,1260.0,3082680.1152
1982-09-27 00:00:00+00:00,8.2,7.7,,1240.0,3033748.6848
1982-09-28 00:00:00+00:00,8.1,7.4,,1250.0,3058214.4
1982-09-29 00:00:00+00:00,8.4,7.2,,1280.0,3131611.5456
1982-09-30 00:00:00+00:00,8.6,7.1,,1260.0,3082680.1152
1982-10-01 00:00:00+00:00,8.5,6.7,,1240.0,3033748.6848
1982-10-02 00:00:00+00:00,7.8,7.0,,1260.0,3082680.1152
1982-10-03 00:00:00+00:00,8.3,7.4,,1230.0,3009282.9696
1982-10-04 00:00:00+00:00,8.0,7.3,,1210.0,2960351.5392
1982-10-05 00:00:00+00:00,8.3,6.9,,1240.0,3033748.6848
1982-10-06 00:00:00+00:00,7.4,7.1,,1330.0,3253940.1216
1982-10-07 00:00:00+00:00,7.4,7.0,,1430.0,3498597.2736
1982-10-08 00:00:00+00:00,8.0,7.2,,1470.0,3596460.1344
1982-10-09 00:00:00+00:00,8.3,7.0,,1400.0,3425200.128
1982-10-10 00:00:00+00:00,8.4,6.9,,1290.0,3156077.2608
1982-10-11 00:00:00+00:00,8.1,6.8,,1240.0,3033748.6848
1982-10-12 00:00:00+00:00,8.3,6.8,,1230.0,3009282.9696
1982-10-13 00:00:00+00:00,8.0,6.7,,1250.0,3058214.4
1982-10-14 00:00:00+00:00,8.0,6.8,,1230.0,3009282.9696
1982-10-15 00:00:00+00:00,8.0,6.9,,1210.0,2960351.5392
1982-10-16 00:00:00+00:00,7.7,6.9,,1200.0,2935885.824
1982-10-17 00:00:00+00:00,7.2,6.7,,1220.0,2984817.2544
1982-10-18 00:00:00+00:00,7.4,6.3,,1210.0,2960351.5392
1982-10-19 00:00:00+00:00,7.1,5.9,,1200.0,2935885.824
1982-10-20 00:00:00+00:00,7.1,6.0,,1190.0,2911420.1088
1982-10-21 00:00:00+00:00,7.1,6.6,,1190.0,2911420.1088
1982-10-22 00:00:00+00:00,7.6,6.8,,1220.0,2984817.2544
1982-10-23 00:00:00+00:00,7.7,6.8,,1430.0,3498597.2736
1982-10-24 00:00:00+00:00,7.4,6.5,,1400.0,3425200.128
1982-10-25 00:00:00+00:00,7.4,6.7,,1320.0,3229474.4063999997
1982-10-26 00:00:00+00:00,7.0,6.6,,1430.0,3498597.2736
1982-10-27 00:00:00+00:00,7.1,6.4,,1590.0,3890048.7167999996
1982-10-28 00:00:00+00:00,6.5,6.1,,1590.0,3890048.7167999996
1982-10-29 00:00:00+00:00,7.1,6.5,,2860.0,6997194.5472
1982-10-30 00:00:00+00:00,7.3,6.7,,2230.0,5455854.4896
1982-10-31 00:00:00+00:00,7.0,6.4,,1720.0,4208103.0144
1982-11-01 00:00:00+00:00,7.1,6.1,,1610.0,3938980.1471999995
1982-11-02 00:00:00+00:00,6.6,5.7,,1670.0,4085774.4384000003
1982-11-03 00:00:00+00:00,6.7,5.9,,1720.0,4208103.0144
1982-11-04 00:00:00+00:00,6.6,6.3,,1620.0,3963445.8624
1982-11-05 00:00:00+00:00,6.4,6.2,,1800.0,4403828.736
1982-11-06 00:00:00+00:00,6.3,5.8,,1900.0,4648485.888
1982-11-07 00:00:00+00:00,6.2,5.4,,1800.0,4403828.736
1982-11-08 00:00:00+00:00,5.9,5.3,,1700.0,4159171.584
1982-11-09 00:00:00+00:00,5.9,5.1,,1700.0,4159171.584
1982-11-10 00:00:00+00:00,5.7,5.0,,1700.0,4159171.584
1982-11-11 00:00:00+00:00,5.6,4.8,,1600.0,3914514.432
1982-11-12 00:00:00+00:00,5.6,4.9,,1600.0,3914514.432
1982-11-13 00:00:00+00:00,5.6,4.9,,1500.0,3669857.2800000003
1982-11-14 00:00:00+00:00,5.4,4.7,,1500.0,3669857.2800000003
1982-11-15 00:00:00+00:00,5.5,4.6,,1500.0,3669857.2800000003
1982-11-16 00:00:00+00:00,5.4,5.0,,1600.0,3914514.432
1982-11-17 00:00:00+00:00,5.9,5.4,,1800.0,4403828.736
1982-11-18 00:00:00+00:00,5.7,5.4,,2000.0,4893143.04
1982-11-19 00:00:00+00:00,5.5,5.0,,1900.0,4648485.888
1982-11-20 00:00:00+00:00,5.4,4.5,,1800.0,4403828.736
1982-11-21 00:00:00+00:00,5.4,4.5,,1800.0,4403828.736
1982-11-22 00:00:00+00:00,5.0,4.5,,1700.0,4159171.584
1982-11-23 00:00:00+00:00,4.8,4.2,,1600.0,3914514.432
1982-11-24 00:00:00+00:00,4.9,4.2,,1600.0,3914514.432
1982-11-25 00:00:00+00:00,5.2,4.4,,1500.0,3669857.2800000003
1982-11-26 00:00:00+00:00,5.2,4.7,,1600.0,3914514.432
1982-11-27 00:00:00+00:00,5.4,5.0,,1700.0,4159171.584
1982-11-28 00:00:00+00:00,5.5,5.1,,1900.0,4648485.888
1982-11-29 00:00:00+00:00,5.4,4.9,,2100.0,5137800.192
1982-11-30 00:00:00+00:00,5.3,4.9,,2000.0,4893143.04
1982-12-01 00:00:00+00:00,5.3,4.9,,2000.0,4893143.04
1982-12-02 00:00:00+00:00,5.0,4.7,,2200.0,5382457.344
1982-12-03 00:00:00+00:00,5.5,4.8,,3000.0,7339714.5600000005
1982-12-04 00:00:00+00:00,5.7,5.3,,3800.0,9296971.776
1982-12-05 00:00:00+00:00,5.7,5.3,,3400.0,8318343.168
1982-12-06 00:00:00+00:00,5.7,5.3,,3800.0,9296971.776
1982-12-07 00:00:00+00:00,5.3,4.7,,3200.0,7829028.864
1982-12-08 00:00:00+00:00,5.1,4.6,,2800.0,6850400.256
1982-12-09 00:00:00+00:00,5.1,4.5,,2600.0,6361085.952
1982-12-10 00:00:00+00:00,5.0,4.5,,2400.0,5871771.648
1982-12-11 00:00:00+00:00,5.0,4.4,,2400.0,5871771.648
1982-12-12 00:00:00+00:00,5.2,4.7,,2400.0,5871771.648
1982-12-13 00:00:00+00:00,5.3,4.9,,2400.0,5871771.648
1982-12-14 00:00:00+00:00,5.0,4.7,,2400.0,5871771.648
1982-12-15 00:00:00+00:00,5.2,4.9,,2800.0,6850400.256
1982-12-16 00:00:00+00:00,5.3,5.1,,3600.0,8807657.472
1982-12-17 00:00:00+00:00,5.1,4.8,,3400.0,8318343.168
1982-12-18 00:00:00+00:00,5.0,4.8,,3200.0,7829028.864
1982-12-19 00:00:00+00:00,5.0,4.8,,3000.0,7339714.5600000005
1982-12-20 00:00:00+00:00,5.1,4.9,,2800.0,6850400.256
1982-12-21 00:00:00+00:00,5.1,4.9,,2600.0,6361085.952
1982-12-22 00:00:00+00:00,5.1,4.7,,2600.0,6361085.952
1982-12-23 00:00:00+00:00,4.8,4.6,,2400.0,5871771.648
1982-12-24 00:00:00+00:00,4.8,4.5,,2400.0,5871771.648
1982-12-25 00:00:00+00:00,4.8,4.4,,2400.0,5871771.648
1982-12-26 00:00:00+00:00,5.2,4.6,,2200.0,5382457.344
1982-12-27 00:00:00+00:00,4.6,4.1,,2200.0,5382457.344
1982-12-28 00:00:00+00:00,4.3,3.8,,2000.0,4893143.04
1982-12-29 00:00:00+00:00,4.2,3.6,,2000.0,4893143.04
1982-12-30 00:00:00+00:00,4.4,3.8,,1900.0,4648485.888
1982-12-31 00:00:00+00:00,4.4,3.8,,1800.0,4403828.736
1983-01-01 00:00:00+00:00,4.5,3.8,,1800.0,4403828.736
1983-01-02 00:00:00+00:00,4.7,4.3,,1800.0,4403828.736
1983-01-03 00:00:00+00:00,4.8,4.5,,2000.0,4893143.04
1983-01-04 00:00:00+00:00,4.9,4.4,,2400.0,5871771.648
1983-01-05 00:00:00+00:00,5.0,4.6,,2810.0,6874865.9712
1983-01-06 00:00:00+00:00,4.9,4.7,,4080.0,9982011.8016
1983-01-07 00:00:00+00:00,5.2,4.7,,5320.0,13015760.4864
1983-01-08 00:00:00+00:00,5.2,4.8,,4610.0,11278694.7072
1983-01-09 00:00:00+00:00,5.1,4.7,,3720.0,9101246.054399999
1983-01-10 00:00:00+00:00,5.0,4.6,,3210.0,7853494.5792000005
1983-01-11 00:00:00+00:00,4.9,4.4,,2910.0,7119523.1232
1983-01-12 00:00:00+00:00,4.9,4.4,,2760.0,6752537.3952
1983-01-13 00:00:00+00:00,4.7,4.3,,2650.0,6483414.528
1983-01-14 00:00:00+00:00,4.7,4.3,,2580.0,6312154.5216
1983-01-15 00:00:00+00:00,4.9,4.3,,2520.0,6165360.2304
1983-01-16 00:00:00+00:00,5.0,4.7,,2470.0,6043031.6544
1983-01-17 00:00:00+00:00,5.2,4.9,,2410.0,5896237.3632
1983-01-18 00:00:00+00:00,5.4,5.0,,2380.0,5822840.2176
1983-01-19 00:00:00+00:00,5.2,4.8,,2330.0,5700511.6416
1983-01-20 00:00:00+00:00,5.0,4.6,,2330.0,5700511.6416
1983-01-21 00:00:00+00:00,4.8,4.4,,2290.0,5602648.7808
1983-01-22 00:00:00+00:00,4.8,4.5,,2220.0,5431388.7743999995
1983-01-23 00:00:00+00:00,5.0,4.5,,2160.0,5284594.4832
1983-01-24 00:00:00+00:00,5.3,4.8,,2140.0,5235663.0528
1983-01-25 00:00:00+00:00,5.1,4.7,,2140.0,5235663.0528
1983-01-26 00:00:00+00:00,5.4,5.0,,2140.0,5235663.0528
1983-01-27 00:00:00+00:00,5.3,5.0,,2110.0,5162265.907199999
1983-01-28 00:00:00+00:00,5.2,4.6,,2110.0,5162265.907199999
1983-01-29 00:00:00+00:00,5.4,4.9,,2000.0,4893143.04
1983-01-30 00:00:00+00:00,5.3,4.8,,2000.0,4893143.04
1983-01-31 00:00:00+00:00,5.3,4.8,,2000.0,4893143.04
1983-02-01 00:00:00+00:00,5.1,4.4,,1900.0,4648485.888
1983-02-02 00:00:00+00:00,5.1,4.4,,1900.0,4648485.888
1983-02-03 00:00:00+00:00,5.0,4.1,,1900.0,4648485.888
1983-02-04 00:00:00+00:00,4.9,4.1,,1900.0,4648485.888
1983-02-05 00:00:00+00:00,5.2,4.3,,1800.0,4403828.736
1983-02-06 00:00:00+00:00,5.1,4.7,,1800.0,4403828.736
1983-02-07 00:00:00+00:00,5.0,4.5,,1800.0,4403828.736
1983-02-08 00:00:00+00:00,4.9,4.5,,1800.0,4403828.736
1983-02-09 00:00:00+00:00,4.6,4.0,,1900.0,4648485.888
1983-02-10 00:00:00+00:00,4.9,4.5,,2000.0,4893143.04
1983-02-11 00:00:00+00:00,5.2,4.6,,2000.0,4893143.04
1983-02-12 00:00:00+00:00,5.4,4.9,,2200.0,5382457.344
1983-02-13 00:00:00+00:00,5.2,4.9,,2200.0,5382457.344
1983-02-14 00:00:00+00:00,4.9,4.7,,2200.0,5382457.344
1983-02-15 00:00:00+00:00,5.2,4.6,,2200.0,5382457.344
1983-02-16 00:00:00+00:00,5.5,4.9,,2400.0,5871771.648
1983-02-17 00:00:00+00:00,5.2,4.7,,3200.0,7829028.864
1983-02-18 00:00:00+00:00,5.0,4.6,,3600.0,8807657.472
1983-02-19 00:00:00+00:00,5.2,4.6,,3400.0,8318343.168
1983-02-20 00:00:00+00:00,5.1,4.9,,3000.0,7339714.5600000005
1983-02-21 00:00:00+00:00,5.4,5.0,,3000.0,7339714.5600000005
1983-02-22 00:00:00+00:00,5.5,5.0,,3200.0,7829028.864
1983-02-23 00:00:00+00:00,5.5,5.1,,3400.0,8318343.168
1983-02-24 00:00:00+00:00,5.5,5.0,,3200.0,7829028.864
1983-02-25 00:00:00+00:00,5.2,4.9,,3000.0,7339714.5600000005
1983-02-26 00:00:00+00:00,5.4,4.9,,2800.0,6850400.256
1983-02-27 00:00:00+00:00,5.5,4.8,,2800.0,6850400.256
1983-02-28 00:00:00+00:00,5.7,4.9,,2600.0,6361085.952
1983-03-01 00:00:00+00:00,5.6,5.0,,2600.0,6361085.952
1983-03-02 00:00:00+00:00,5.7,4.8,,2600.0,6361085.952
1983-03-03 00:00:00+00:00,5.9,5.1,,2400.0,5871771.648
1983-03-04 00:00:00+00:00,5.7,5.3,,2420.0,5920703.0784
1983-03-05 00:00:00+00:00,5.6,5.2,,2440.0,5969634.5088
1983-03-06 00:00:00+00:00,5.5,5.1,,2550.0,6238757.376
1983-03-07 00:00:00+00:00,5.6,5.2,,2640.0,6458948.8127999995
1983-03-08 00:00:00+00:00,5.6,5.3,,2850.0,6972728.8319999995
1983-03-09 00:00:00+00:00,5.7,5.4,,2860.0,6997194.5472
1983-03-10 00:00:00+00:00,6.0,5.4,,2970.0,7266317.4144
1983-03-11 00:00:00+00:00,6.1,5.3,,2780.0,6801468.8256
1983-03-12 00:00:00+00:00,5.8,5.3,,2860.0,6997194.5472
1983-03-13 00:00:00+00:00,5.9,5.3,,2990.0,7315248.8448
1983-03-14 00:00:00+00:00,5.6,4.9,,2940.0,7192920.2688
1983-03-15 00:00:00+00:00,6.0,5.0,,2820.0,6899331.6864
1983-03-16 00:00:00+00:00,5.7,4.8,,2700.0,6605743.104
1983-03-17 00:00:00+00:00,6.2,5.3,,2620.0,6410017.3824
1983-03-18 00:00:00+00:00,6.1,4.9,,2540.0,6214291.6608
1983-03-19 00:00:00+00:00,6.3,4.9,,2410.0,5896237.3632
1983-03-20 00:00:00+00:00,6.2,5.0,,2300.0,5627114.496
1983-03-21 00:00:00+00:00,6.2,5.4,,2250.0,5504785.92
1983-03-22 00:00:00+00:00,5.9,5.3,,2210.0,5406923.0592
1983-03-23 00:00:00+00:00,6.4,5.4,,2240.0,5480320.2047999995
1983-03-24 00:00:00+00:00,6.0,5.2,,2200.0,5382457.344
1983-03-25 00:00:00+00:00,6.3,5.3,,2180.0,5333525.9136
1983-03-26 00:00:00+00:00,5.8,5.1,,2130.0,5211197.337599999
1983-03-27 00:00:00+00:00,6.0,5.2,,2080.0,5088868.7616
1983-03-28 00:00:00+00:00,6.0,5.2,,2050.0,5015471.615999999
1983-03-29 00:00:00+00:00,5.7,5.5,,2750.0,6728071.68
1983-03-30 00:00:00+00:00,5.8,5.1,,4480.0,10960640.409599999
1983-03-31 00:00:00+00:00,6.0,5.3,,3690.0,9027848.9088
1983-04-01 00:00:00+00:00,5.8,5.4,,3290.0,8049220.3008
1983-04-02 00:00:00+00:00,5.5,4.7,,3160.0,7731166.0032
1983-04-03 00:00:00+00:00,6.1,5.0,,2880.0,7046125.9776
1983-04-04 00:00:00+00:00,6.5,5.2,,2790.0,6825934.540800001
1983-04-05 00:00:00+00:00,6.6,4.9,,2660.0,6507880.2432
1983-04-06 00:00:00+00:00,6.7,4.9,,2580.0,6312154.5216
1983-04-07 00:00:00+00:00,6.3,5.4,,2470.0,6043031.6544
1983-04-08 00:00:00+00:00,6.8,5.5,,2260.0,5529251.635199999
1983-04-09 00:00:00+00:00,6.0,5.2,,2220.0,5431388.7743999995
1983-04-10 00:00:00+00:00,6.3,5.1,,2270.0,5553717.3504
1983-04-11 00:00:00+00:00,6.2,5.2,,2230.0,5455854.4896
1983-04-12 00:00:00+00:00,6.2,5.2,,2140.0,5235663.0528
1983-04-13 00:00:00+00:00,6.8,5.2,,2030.0,4966540.1855999995
1983-04-14 00:00:00+00:00,7.2,5.1,,2110.0,5162265.907199999
1983-04-15 00:00:00+00:00,7.1,5.1,,2090.0,5113334.476799999
1983-04-16 00:00:00+00:00,7.6,5.4,,2030.0,4966540.1855999995
1983-04-17 00:00:00+00:00,7.5,5.5,,1970.0,4819745.8944
1983-04-18 00:00:00+00:00,7.9,6.0,,2010.0,4917608.7552
1983-04-19 00:00:00+00:00,7.3,6.2,,2080.0,5088868.7616
1983-04-20 00:00:00+00:00,7.4,6.0,,2040.0,4991005.9008
1983-04-21 00:00:00+00:00,7.7,6.2,,2060.0,5039937.3312
1983-04-22 00:00:00+00:00,6.7,6.2,,2050.0,5015471.615999999
1983-04-23 00:00:00+00:00,7.2,6.0,,2050.0,5015471.615999999
1983-04-24 00:00:00+00:00,7.3,5.8,,2060.0,5039937.3312
1983-04-25 00:00:00+00:00,7.2,5.9,,1960.0,4795280.1792
1983-04-26 00:00:00+00:00,7.2,6.0,,1920.0,4697417.3184
1983-04-27 00:00:00+00:00,7.5,5.7,,1890.0,4624020.1728
1983-04-28 00:00:00+00:00,8.0,6.3,,1740.0,4257034.4448
1983-04-29 00:00:00+00:00,8.2,6.3,,1930.0,4721883.0336
1983-04-30 00:00:00+00:00,7.4,6.3,,2010.0,4917608.7552
1983-05-01 00:00:00+00:00,6.8,6.5,,2040.0,4991005.9008
1983-05-02 00:00:00+00:00,7.4,6.3,,1970.0,4819745.8944
1983-05-03 00:00:00+00:00,8.5,6.5,,1920.0,4697417.3184
1983-05-04 00:00:00+00:00,8.2,6.3,,1920.0,4697417.3184
1983-05-05 00:00:00+00:00,7.7,6.5,,1880.0,4599554.457599999
1983-05-06 00:00:00+00:00,7.8,6.4,,1880.0,4599554.457599999
1983-05-07 00:00:00+00:00,7.0,6.3,,1930.0,4721883.0336
1983-05-08 00:00:00+00:00,6.8,5.9,,1960.0,4795280.1792
1983-05-09 00:00:00+00:00,7.2,5.9,,1910.0,4672951.6032
1983-05-10 00:00:00+00:00,7.2,6.1,,1870.0,4575088.7424
1983-05-11 00:00:00+00:00,8.1,6.1,,1870.0,4575088.7424
1983-05-12 00:00:00+00:00,8.4,6.0,,1870.0,4575088.7424
1983-05-13 00:00:00+00:00,8.7,6.2,,1870.0,4575088.7424
1983-05-14 00:00:00+00:00,7.0,6.6,,1860.0,4550623.027199999
1983-05-15 00:00:00+00:00,6.9,6.4,,2050.0,5015471.615999999
1983-05-16 00:00:00+00:00,7.9,6.4,,2130.0,5211197.337599999
1983-05-17 00:00:00+00:00,8.6,6.1,,2010.0,4917608.7552
1983-05-18 00:00:00+00:00,8.4,6.7,,2000.0,4893143.04
1983-05-19 00:00:00+00:00,9.0,6.4,,1980.0,4844211.6096
1983-05-20 00:00:00+00:00,9.3,6.7,,1980.0,4844211.6096
1983-05-21 00:00:00+00:00,9.3,6.9,,1990.0,4868677.3248
1983-05-22 00:00:00+00:00,9.5,6.9,,1980.0,4844211.6096
1983-05-23 00:00:00+00:00,9.3,7.1,,1980.0,4844211.6096
1983-05-24 00:00:00+00:00,9.9,7.4,,1990.0,4868677.3248
1983-05-25 00:00:00+00:00,10.0,7.5,,2030.0,4966540.1855999995
1983-05-26 00:00:00+00:00,10.0,7.6,,2020.0,4942074.4704
1983-05-27 00:00:00+00:00,10.2,7.7,,1970.0,4819745.8944
1983-05-28 00:00:00+00:00,10.6,7.9,,1950.0,4770814.464
1983-05-29 00:00:00+00:00,10.9,8.2,,1930.0,4721883.0336
1983-05-30 00:00:00+00:00,10.1,8.3,,1900.0,4648485.888
1983-05-31 00:00:00+00:00,8.5,8.0,,1860.0,4550623.027199999
1983-06-01 00:00:00+00:00,8.2,7.9,,1840.0,4501691.5967999995
1983-06-02 00:00:00+00:00,8.4,7.8,,1780.0,4354897.3056
1983-06-03 00:00:00+00:00,10.1,7.7,,1720.0,4208103.0144
1983-06-04 00:00:00+00:00,10.2,7.8,,1680.0,4110240.1536
1983-06-05 00:00:00+00:00,10.3,7.7,,1680.0,4110240.1536
1983-06-06 00:00:00+00:00,10.6,7.8,,1660.0,4061308.7232
1983-06-07 00:00:00+00:00,10.8,8.0,,1610.0,3938980.1471999995
1983-06-08 00:00:00+00:00,10.9,8.3,,1600.0,3914514.432
1983-06-09 00:00:00+00:00,10.3,8.4,,1580.0,3865583.0016
1983-06-10 00:00:00+00:00,9.0,8.2,,1690.0,4134705.8688000003
1983-06-11 00:00:00+00:00,9.2,8.1,,1650.0,4036843.0080000004
1983-06-12 00:00:00+00:00,10.3,8.0,,1600.0,3914514.432
1983-06-13 00:00:00+00:00,10.7,7.7,,1550.0,3792185.8559999997
1983-06-14 00:00:00+00:00,9.4,8.1,,1590.0,3890048.7167999996
1983-06-15 00:00:00+00:00,9.7,8.0,,1590.0,3890048.7167999996
1983-06-16 00:00:00+00:00,9.7,7.8,,1590.0,3890048.7167999996
1983-06-17 00:00:00+00:00,8.5,8.0,,1570.0,3841117.2863999996
1983-06-18 00:00:00+00:00,8.5,7.9,,1650.0,4036843.0080000004
1983-06-19 00:00:00+00:00,8.8,7.8,,1670.0,4085774.4384000003
1983-06-20 00:00:00+00:00,9.9,7.7,,1710.0,4183637.2992000002
1983-06-21 00:00:00+00:00,10.2,7.4,,1650.0,4036843.0080000004
1983-06-22 00:00:00+00:00,9.2,7.9,,1620.0,3963445.8624
1983-06-23 00:00:00+00:00,8.7,7.8,,1620.0,3963445.8624
1983-06-24 00:00:00+00:00,10.1,7.7,,1650.0,4036843.0080000004
1983-06-25 00:00:00+00:00,10.3,7.6,,1600.0,3914514.432
1983-06-26 00:00:00+00:00,10.8,8.0,,1600.0,3914514.432
1983-06-27 00:00:00+00:00,10.4,8.1,,1600.0,3914514.432
1983-06-28 00:00:00+00:00,9.5,7.9,,1580.0,3865583.0016
1983-06-29 00:00:00+00:00,9.9,8.0,,1530.0,3743254.4255999997
1983-06-30 00:00:00+00:00,8.7,7.8,,1610.0,3938980.1471999995
1983-07-01 00:00:00+00:00,8.6,8.0,,1790.0,4379363.0208
1983-07-02 00:00:00+00:00,8.9,8.0,,1800.0,4403828.736
1983-07-03 00:00:00+00:00,10.2,7.9,,1770.0,4330431.5904
1983-07-04 00:00:00+00:00,10.8,7.9,,1700.0,4159171.584
1983-07-05 00:00:00+00:00,10.5,8.2,,1680.0,4110240.1536
1983-07-06 00:00:00+00:00,9.7,8.1,,1660.0,4061308.7232
1983-07-07 00:00:00+00:00,8.4,8.0,,1650.0,4036843.0080000004
1983-07-08 00:00:00+00:00,9.3,7.8,,1600.0,3914514.432
1983-07-09 00:00:00+00:00,9.3,7.9,,1590.0,3890048.7167999996
1983-07-10 00:00:00+00:00,10.5,7.7,,1590.0,3890048.7167999996
1983-07-11 00:00:00+00:00,10.9,8.0,,1600.0,3914514.432
1983-07-12 00:00:00+00:00,10.1,8.2,,1540.0,3767720.1408
1983-07-13 00:00:00+00:00,9.6,8.3,,1530.0,3743254.4255999997
1983-07-14 00:00:00+00:00,9.6,8.1,,1590.0,3890048.7167999996
1983-07-15 00:00:00+00:00,9.0,8.0,,1530.0,3743254.4255999997
1983-07-16 00:00:00+00:00,10.5,7.7,,1530.0,3743254.4255999997
1983-07-17 00:00:00+00:00,10.2,8.0,,1540.0,3767720.1408
1983-07-18 00:00:00+00:00,10.2,8.0,,1540.0,3767720.1408
1983-07-19 00:00:00+00:00,10.4,8.3,,1540.0,3767720.1408
1983-07-20 00:00:00+00:00,10.6,8.2,,1530.0,3743254.4255999997
1983-07-21 00:00:00+00:00,11.1,8.1,,1500.0,3669857.2800000003
1983-07-22 00:00:00+00:00,11.3,8.3,,1500.0,3669857.2800000003
1983-07-23 00:00:00+00:00,11.2,8.6,,1510.0,3694322.9952
1983-07-24 00:00:00+00:00,9.9,8.7,,1520.0,3718788.7104
1983-07-25 00:00:00+00:00,9.6,8.4,,1500.0,3669857.2800000003
1983-07-26 00:00:00+00:00,10.9,8.3,,1470.0,3596460.1344
1983-07-27 00:00:00+00:00,9.4,8.5,,1500.0,3669857.2800000003
1983-07-28 00:00:00+00:00,10.7,8.5,,1480.0,3620925.8496000003
1983-07-29 00:00:00+00:00,11.4,8.5,,1460.0,3571994.4192000004
1983-07-30 00:00:00+00:00,11.6,8.6,,1460.0,3571994.4192000004
1983-07-31 00:00:00+00:00,11.0,8.9,,1470.0,3596460.1344
