date,avg discharge (cfs),outflow(m3/d)
1986-03-01 00:00:00+00:00,0.0,0.0
1986-03-02 00:00:00+00:00,0.0,0.0
1986-03-03 00:00:00+00:00,0.0,0.0
1986-03-04 00:00:00+00:00,0.0,0.0
1986-03-05 00:00:00+00:00,0.0,0.0
1986-03-06 00:00:00+00:00,0.0,0.0
1986-03-07 00:00:00+00:00,0.0,0.0
1986-03-08 00:00:00+00:00,0.0,0.0
1986-03-09 00:00:00+00:00,0.0,0.0
1986-03-10 00:00:00+00:00,0.0,0.0
1986-03-11 00:00:00+00:00,0.0,0.0
1986-03-12 00:00:00+00:00,0.0,0.0
1986-03-13 00:00:00+00:00,0.0,0.0
1986-03-14 00:00:00+00:00,0.0,0.0
1986-03-15 00:00:00+00:00,0.0,0.0
1986-03-16 00:00:00+00:00,0.0,0.0
1986-03-17 00:00:00+00:00,0.0,0.0
1986-03-18 00:00:00+00:00,0.0,0.0
1986-03-19 00:00:00+00:00,0.0,0.0
1986-03-20 00:00:00+00:00,0.0,0.0
1986-03-21 00:00:00+00:00,0.0,0.0
1986-03-22 00:00:00+00:00,0.0,0.0
1986-03-23 00:00:00+00:00,0.0,0.0
1986-03-24 00:00:00+00:00,0.0,0.0
1986-03-25 00:00:00+00:00,0.0,0.0
1986-03-26 00:00:00+00:00,3.9,9541.628928
1986-03-27 00:00:00+00:00,16.0,39145.14432
1986-03-28 00:00:00+00:00,15.0,36698.5728
1986-03-29 00:00:00+00:00,17.0,41591.71584
1986-03-30 00:00:00+00:00,16.0,39145.14432
1986-03-31 00:00:00+00:00,14.0,34252.00128
1986-04-01 00:00:00+00:00,16.0,39145.14432
1986-04-02 00:00:00+00:00,14.0,34252.00128
1986-04-03 00:00:00+00:00,16.0,39145.14432
1986-04-04 00:00:00+00:00,15.0,36698.5728
1986-04-05 00:00:00+00:00,13.0,31805.429760000003
1986-04-06 00:00:00+00:00,11.0,26912.28672
1986-04-07 00:00:00+00:00,9.3,22753.115136
1986-04-08 00:00:00+00:00,8.6,21040.515072
1986-04-09 00:00:00+00:00,14.0,34252.00128
1986-04-10 00:00:00+00:00,20.0,48931.4304
