date,avg gain (m3/d),inflow(m3/d),max discharge (m3/d),outflow(m3/d)
1999-12-06,6247100.1848832,8660471.729356801,,17884437.8112
1999-12-07,7353366.4290816,9452451.396096,,19205586.432
1999-12-08,7022271.90528,10422394.6752,,18006766.387199998
1999-12-09,6753736.215244799,9686368.0991232,,18593943.552
1999-12-10,4046873.951232,9175817.5543296,,18618409.2672
1999-12-11,7771558.8989952,11772119.251353601,,13382746.214399999
1999-12-12,6393454.0932096,9235538.3651328,,12746637.6192
1999-12-13,6319738.893312,8450335.701504,,21896815.104
1999-12-14,6799144.582656001,11053169.744486399,,18838600.704
1999-12-15,6671482.4807424,11367700.979097601,,18618409.2672
1999-12-16,6891453.726105601,8662967.2323072,,16954740.6336
1999-12-17,6637450.6708992,11552196.9374208,,18496080.6912
1999-12-18,7849555.5990528,10103459.6118528,,13578471.936
1999-12-19,6731570.277273599,8127119.1379968,,12134994.7392
1999-12-20,4992131.3236992,7757393.249894399,,16832412.0576
1999-12-21,5811977.4400512,8392205.1621888,,17957834.9568
1999-12-22,6381049.9756032,8658074.0892672,,14508169.113599999
1999-12-23,5910182.820863999,7491891.308544,,13872060.5184
1999-12-24,6106495.7196288,7300251.3613824,,11816940.4416
1999-12-25,5601303.166463999,7884761.7632256,,11058503.2704
1999-12-26,5303237.3581823995,6477738.4820735995,,10715983.2576
1999-12-27,4743804.3144192,6693868.6101504,,11719077.5808
1999-12-28,4527723.1177728,5250391.4133504,,10275600.384
1999-12-29,4396366.692864,5666626.6260480005,,10691517.5424
1999-12-30,4502450.0339712,5893913.120256,,10911708.9792
1999-12-31,4956900.6938112,6976863.5378688,,10397928.959999999
2000-01-01,5257731.1279104,8608261.89312,,10715983.2576
2000-01-02,5230353.9926016,7089063.307776,,11034037.5552
2000-01-03,3755707.4746367997,6602978.4781824,,15560194.8672
2000-01-04,4550476.2329088,6468808.4960256005,,16710083.4816
2000-01-05,4653330.0996096,7604384.6670336,,16245234.8928
2000-01-06,4592434.934476799,5752354.4921088,,16759014.912
2000-01-07,4409822.836224,7294697.644032,,17737643.52
2000-01-08,5738776.0201728,7473517.5564288,,11376557.568
2000-01-09,4838780.2208255995,7403129.6937984,,10275600.384
2000-01-10,3424539.5536896,4682517.6978432005,,15364469.1456
2000-01-11,4108160.5678080004,7140172.1868288005,,17517452.0832
2000-01-12,4180212.0990719995,6078360.1471488,,17492986.368
2000-01-13,4240299.8956032,5747485.814784,,17639780.6592
2000-01-14,4351423.1740416,8166973.7880576,,17713177.8048
2000-01-15,5573118.662553599,7117125.4831104,,11254228.992
2000-01-16,4505434.8512256,8574132.220416,,10373463.2448
2000-01-17,3319336.9783296,3970810.0426752,,15291072.0
2000-01-18,4015508.9043456,3536665.9264511997,,17395123.5072
2000-01-19,3742642.78272,6115327.842816001,,17126000.64
2000-01-20,3302822.6205696,4857765.6158208,,16612220.6208
2000-01-21,4105444.8734208,5889778.4143872,,15070880.5632
2000-01-22,4910244.5749248,6932262.5390592,,10495791.820799999
2000-01-23,3902648.560128,5266122.868224,,10348997.5296
2000-01-24,3232973.0036736,4818498.1429248,,16514357.76
2000-01-25,3426472.3451904,5204493.731635201,,16856877.7728
2000-01-26,3728354.8050432,5225069.3981184,,17126000.64
2000-01-27,3873656.687616,5753430.9835776,,17370657.792
2000-01-28,3710788.4215296,5520395.0462976005,,17101534.9248
2000-01-29,4885607.5997184,6178669.5794688,,11449954.7136
2000-01-30,3448051.1059967997,4190169.6451584003,,9468231.782399999
2000-01-31,2490658.7387904,3141226.5716736,,15927180.5952
2000-02-01,3719889.667584,6976227.4292736,,11474420.4288
2000-02-02,3892739.9454719997,7068414.2441472,,17321726.3616
2000-02-03,4296301.917696,6067277.1781632,,17786574.9504
2000-02-04,3840530.1092352,5779022.1216768,,17223863.5008
2000-02-05,4901485.8488832,7210144.1323008,,10936174.6944
2000-02-06,3704256.0755712,4990516.586496,,9712888.9344
2000-02-07,3141691.4202623996,5093272.590336001,,16734549.1968
2000-02-08,3831722.4517632,6609241.7012736,,17248329.216
2000-02-09,3244936.7384063997,5509703.5287552,,17346192.0768
2000-02-10,3276179.4567167996,5903919.597772799,,18960929.28
2000-02-11,2884776.9449472,5195857.3341696,,18447149.2608
2000-02-12,2676377.9828736,4971996.0400896,,18447149.2608
2000-02-13,2994848.197632,5848920.6700032,,18789669.2736
2000-02-14,2904985.6257023998,6142460.320972799,,18569477.8368
2000-02-15,4043057.2996608,7186265.594265601,,13505074.7904
2000-02-16,3042898.8622848,5061026.7777023995,,11131900.416
2000-02-17,3648890.1620736,6058004.6721024,,13089157.632
2000-02-18,1950064.2957312,2979630.5227776,,15560194.8672
2000-02-19,2751561.1256832,5332278.1621248,,18618409.2672
2000-02-20,2561756.1071615997,4731473.5939584,,18447149.2608
2000-02-21,2677258.7486207997,5358285.217382399,,18569477.8368
2000-02-22,2850940.8608256,5529031.443763199,,18691806.4128
2000-02-23,2825398.6541568,5053099.8859776,,18667340.6976
2000-02-24,2933390.3210496,7143548.4555264,,18814134.9888
2000-02-25,2910465.9459071998,5059705.629081599,,18838600.704
2000-02-26,2790804.1328640003,5496663.3025536,,18765203.5584
2000-02-27,2775782.1837311997,5993341.7868288,,18740737.8432
2000-02-28,2872421.7587711997,5452771.809484799,,18887532.1344
2000-02-29,4242844.329984,7105406.4055296,,13920991.9488
2000-03-01,2753175.8628864,4986210.6206208,,12966829.056
2000-03-02,3278821.7539584003,4927786.4927232005,,12428583.3216
2000-03-03,2500542.8877311996,5321586.6445824,,18642874.9824
2000-03-04,3049798.1939712,6025318.476595201,,19083257.856
2000-03-05,3319190.1840384,6135438.6607104,,19376846.4384
2000-03-06,4167098.4757248,8039972.2604543995,,17077069.2096
2000-03-07,3856628.5498368,6876603.0369792,,15658057.728
2000-03-08,4015117.4529023995,6347752.137216,,15584660.5824
2000-03-09,4011496.5270528,7373991.026995201,,15658057.728
2000-03-10,3970125.0026496,6576335.3143296,,15535729.152
2000-03-11,3946833.6417792,7002601.4702592,,15486797.7216
2000-03-12,3918086.4264192,6286979.3006592,,15437866.291199999
2000-03-13,3922123.2694272,6498289.6828416,,15168743.424
2000-03-14,4566721.4678016,8143070.7843072,,14067786.24
2000-03-15,3353515.582464,6220457.0210304,,13725266.2272
2000-03-16,4193203.3938432,6977230.5235968,,12648774.7584
2000-03-17,3611017.234944,6118043.537203199,,14728360.5504
2000-03-18,3814718.7796992,7189030.220083199,,14875154.841599999
2000-03-19,3830719.35744,5655910.6427903995,,14899620.5568
2000-03-20,3757053.0889728004,5572237.8968064,,14801757.696
2000-03-21,3650211.3106944,5909595.6436992,,14654963.4048
2000-03-22,3620265.2752896,5422776.8426496,,14826223.4112
2000-03-23,3842585.229312,7898095.5780096,,15266606.2848
2000-03-24,4379534.2808064,7234242.8617728,,16147372.032
2000-03-25,4464699.4354176,7433246.9892096,,16098440.6016
2000-03-26,4487550.4134144,7460061.4130688,,16098440.6016
2000-03-27,4781236.8586752,7547330.6191872,,16171837.7472
2000-03-28,6140429.6666112,10434896.655667199,,15731454.8736
2000-03-29,6347507.480063999,11301986.0680704,,12183926.1696
2000-03-30,6422666.1571584,10718870.211993601,,12257323.3152
2000-03-31,6480209.5193088,10347896.572416,,12330720.4608
2000-04-01,6885948.9401856,10398369.342873601,,12379651.8912
2000-04-02,7202388.5005824,12332897.9094528,,12771103.3344
2000-04-03,7677904.1412096,12407885.3265408,,13505074.7904
2000-04-04,8067251.5329024,16336467.5447808,,13920991.9488
2000-04-05,10519205.5102464,15977995.885670401,,16416494.8992
2000-04-06,11755409.167872,21235678.0821504,,17713177.8048
2000-04-07,11198129.1070464,18174576.7277568,,17517452.0832
2000-04-08,10664042.544230402,17322289.073049597,,16440960.6144
2000-04-09,11041010.284032,17787749.3047296,,16905809.2032
2000-04-10,12754368.7852032,22071842.830540802,,18545012.1216
2000-04-11,13971758.307839999,25009123.2003072,,23682812.3136
2000-04-12,16623034.4669184,30568614.459494397,,28135572.48
2000-04-13,21460346.744832,40740945.05963519,,32784058.368
2000-04-14,22300744.061952002,40391599.112294406,,33518029.824
2000-04-15,20196668.0890368,35978057.48736,,31316115.456
2000-04-16,18709739.782041598,33408912.734208,,29848172.544
2000-04-17,18727428.4941312,33496353.200332798,,30826801.152
2000-04-18,20515945.6723968,38191690.9329408,,33518029.824
2000-04-19,24248533.046169598,47011630.1939712,,37187887.104
2000-04-20,29450702.5348608,56371356.52945919,,44282944.512
2000-04-21,35884329.3324288,66202659.5254272,,54069230.592
2000-04-22,41665651.2313344,75580784.07874559,,60919630.848
2000-04-23,43517730.3376896,75776020.4860416,,62876888.063999996
2000-04-24,39661884.6907392,65595469.4055936,,59696345.088
2000-04-25,34263744.823295996,56778441.56467199,,53824573.44
2000-04-26,29643370.0420608,48251772.831744,,48931430.4
2000-04-27,26989671.7771776,44436980.654899195,,46484858.88
2000-04-28,28492698.5247744,50227036.8141312,,47952801.791999996
2000-04-29,33137245.4326272,57812313.7575936,,52356630.528
2000-04-30,32870618.0683776,55070783.5751424,,52111973.376
2000-05-01,32684385.0442752,57128227.8948864,,52111973.376
2000-05-02,40663511.071027204,73417403.21218559,,59941002.24
2000-05-03,48364094.9302272,82994287.2357888,,57739087.872
2000-05-04,51791448.0411648,88355337.0789888,,59696345.088
2000-05-05,50493272.7269376,83013199.23363839,,56026487.808
2000-05-06,44674151.298048005,71499168.8119296,,45750887.424
2000-05-07,38968697.5819776,63420198.2014464,,40123772.928
2000-05-08,34548354.4882176,56603462.7695616,,38411172.864
2000-05-09,32642206.1512704,55976186.29754879,,38900487.168
2000-05-10,34541137.1022336,56510150.531788796,,38655830.016
2000-05-11,32485723.4368512,52460047.1061504,,36209258.496
2000-05-12,29666465.677209597,46687899.8504448,,33518029.824
2000-05-13,27748842.9198336,44015558.710579194,,29114201.088
2000-05-14,26045906.813337598,41375585.7119232,,27156943.872
2000-05-15,25158070.4744448,41690948.7808512,,30092829.696
2000-05-16,27771620.500684798,47080085.2651008,,32784058.368
2000-05-17,33322377.4995456,58345495.0889472,,39145144.32
2000-05-18,41373163.606118396,71878509.7261056,,47708144.64
2000-05-19,49053758.975999996,83763538.2531072,,55537173.504
2000-05-20,51254817.043968,84705272.56258559,,52356630.528
2000-05-21,52232344.694784,89868174.57838081,,53335259.136
2000-05-22,63596424.748031996,106354788.21734399,,67036059.648
2000-05-23,76819091.7878784,124170355.04025601,,80492203.008
2000-05-24,71671162.7897856,114029878.80130559,,75354402.816
2000-05-25,62929464.8859648,101132312.1850368,,66546745.344
2000-05-26,58255510.188441604,95421500.4773376,,61898259.456
2000-05-27,53089011.712511994,89127523.9821312,,54069230.592
2000-05-28,51298219.2227328,85801825.9178496,,52356630.528
2000-05-29,49177188.509184,81418939.8340608,,50399373.312
2000-05-30,43248876.5933568,71512355.83242239,,47463487.488
2000-05-31,39719843.970047995,64789495.349759996,,43548973.056
2000-06-01,35850591.111168,57487115.4711552,,39389801.472
2000-06-02,32402417.6765952,51506226.733363196,,35475287.04
2000-06-03,31766994.1214208,53136915.5828736,,33028715.52
2000-06-04,33131520.455270402,57117634.2402048,,34252001.28
2000-06-05,36579865.1498496,64265904.5787648,,39145144.32
2000-06-06,40845854.046412796,70711030.2624768,,43304315.904
2000-06-07,46655335.9835136,79206285.017088,,48931430.4
2000-06-08,47252299.4343936,82722228.4827648,,50644030.464
2000-06-09,52879438.3961088,89337513.2156928,,54069230.592
2000-06-10,49319627.90307839,79222432.38912,,50399373.312
2000-06-11,42746815.6517376,66586306.405478396,,44038287.36
2000-06-12,37429070.1244416,60264854.912102394,,39879115.776
2000-06-13,39195445.8304512,61834428.4050432,,41102401.536
2000-06-14,40005579.0578688,65949243.6473856,,45995544.576
2000-06-15,48575919.092428796,85845374.89090559,,53090601.984
2000-06-16,53453648.7318528,92346037.7481216,,57983745.024
2000-06-17,48660546.001305595,79412751.1876608,,54313887.744
2000-06-18,44195308.3201536,74759078.56803839,,50399373.312
2000-06-19,38979315.7023744,66382873.9835904,,51133344.768
2000-06-20,38263326.5470464,66345661.630771205,,51378001.92
2000-06-21,37660442.393088,60339842.3291904,,48197458.944
2000-06-22,36944404.3063296,59749925.004288,,48197458.944
2000-06-23,36972515.4130944,59215226.798591994,,48197458.944
2000-06-24,34083310.173696,53388985.846579194,,45261573.12
2000-06-25,31740497.7518592,49732168.7927808,,43059658.752
2000-06-26,29078212.020940803,44722299.825561605,,40368430.08
2000-06-27,27253681.3099008,42289624.83179519,,37921858.56
2000-06-28,25895883.0477312,39645761.784422405,,34985972.736
2000-06-29,25142094.3624192,38835946.6113024,,36209258.496
2000-06-30,24863796.8520192,38012895.4862592,,37432544.256
2000-07-01,24383241.2740608,36804509.346815996,,37677201.408
2000-07-02,23411071.6148736,34656541.880832,,36698572.8
2000-07-03,22225414.124851197,33094797.4167552,,35719944.192
2000-07-04,20985687.4042368,31006844.3501568,,34496658.432
2000-07-05,19234871.8930944,29532418.0236288,,33028715.52
2000-07-06,17884315.482623998,26442618.385305602,,32539401.216
2000-07-07,18198626.5257984,27522755.2456704,,33028715.52
2000-07-08,17291339.9433216,25615750.608691197,,32294744.064
2000-07-09,16731711.1738368,24307911.33696,,31560772.608
2000-07-10,16477610.2557696,23929989.434265602,,30582144.0
2000-07-11,15654167.6792832,23334738.5834496,,29114201.088
2000-07-12,14997948.266188798,21925660.1822208,,28869543.936
2000-07-13,14647330.1016576,20291056.8182784,,28380229.632
2000-07-14,14587829.482291201,21173926.6169856,,28380229.632
2000-07-15,14358928.25088,20659143.5034624,,28135572.48
2000-07-16,13779066.334924798,19301443.1041536,,27646258.176
2000-07-17,13161674.0118528,18570554.3282688,,26912286.72
2000-07-18,12486713.8609152,17292318.5719296,,26178315.264
2000-07-19,12004494.614323199,16519299.8344704,,25689000.96
2000-07-20,11636334.531993601,16290374.137343999,,25444343.808
2000-07-21,11320359.8201856,15778673.703936,,25199686.656
2000-07-22,10985644.370534401,12171742.2434304,,24710372.351999998
2000-07-23,10759165.244927999,16490650.4819712,,24465715.2
2000-07-24,10492758.0721152,15519875.368550401,,24318920.9088
2000-07-25,10337107.1920128,13604283.265536001,,24098729.472
2000-07-26,10056314.178662399,12880856.532787198,,22802046.5664
2000-07-27,9616909.9336704,12987306.8596224,,22312732.2624
2000-07-28,9211635.361382399,12608504.1911808,,21921280.819199998
2000-07-29,8944029.3685248,11774443.4942976,,21652157.952
2000-07-30,8754126.487142399,11673913.8705408,,21505363.6608
2000-07-31,8612445.5304192,11467080.71424,,21309637.9392
2000-08-01,8271711.5148288,10409378.9147136,,22753115.136
2000-08-02,8428756.940697601,11395004.7172608,,21187309.3632
2000-08-03,8023311.108403199,10149895.5393024,,20771392.2048
2000-08-04,7804196.163071999,10811424.0125952,,20575666.4832
2000-08-05,7596066.3238656,10076987.708006399,,20379940.7616
2000-08-06,7351555.9661568,9207255.9983616,,20061886.464
2000-08-07,7379128.8271872,9422847.880703999,,19132189.2864
2000-08-08,7159377.7732608,9545396.6481408,,17859972.096
2000-08-09,6912469.775462399,8444904.3127296,,17590849.2288
2000-08-10,6684204.6526464,8078652.5561856,,17468520.6528
2000-08-11,6649218.6799104,9814152.5296128,,17541917.7984
2000-08-12,6603590.1210624,8419924.8175104,,17517452.0832
2000-08-13,6332950.37952,7639933.3512192,,17272794.9312
2000-08-14,6024486.6422784,8139572.187033599,,16930274.9184
2000-08-15,5753895.832166401,7004020.4817408,,16612220.6208
2000-08-16,5539184.7155712,7679543.344128001,,16440960.6144
2000-08-17,5365111.151923199,6429296.3659776,,16269700.608
2000-08-18,5186486.965248,7096916.8023552,,16122906.3168
2000-08-19,5069687.6408832,6439767.6920831995,,15976112.0256
2000-08-20,4866989.1904512,6255149.405184,,15780386.304
2000-08-21,4494180.6222336,6008070.1473792,,16343097.7536
2000-08-22,4482045.6274944,6316900.8703488,,16881343.487999998
2000-08-23,4371142.5404928,5913020.8438272,,16759014.912
2000-08-24,4255542.0361728,5000229.4754304,,16612220.6208
2000-08-25,4264325.2279296,6366321.6150528,,16612220.6208
2000-08-26,4459953.0866688,5584421.822976001,,15560194.8672
2000-08-27,4378971.5693568,4699203.3156096,,14361374.8224
2000-08-28,4364487.8659584,6735386.928844799,,12917897.625599999
2000-08-29,4259236.3591680005,4567235.2478208,,11547817.5744
2000-08-30,4228018.1065728,6578047.914393599,,10593654.6816
2000-08-31,4223761.072128,4536481.8438144,,9615026.0736
2000-09-01,3697087.6210176004,6333880.0766976,,9810751.7952
2000-09-02,4931945.664307199,6548395.4675712,,11082968.9856
2000-09-03,5017526.7360768,6487524.768153599,,10764914.688
2000-09-04,5044096.502784,6220775.075328,,10764914.688
2000-09-05,4975421.2402176,6710823.350783999,,9908614.656
2000-09-06,4610564.02944,6139010.6551296,,8807657.472
2000-09-07,4624998.801408,5910305.14944,,8832123.1872
2000-09-08,4518964.3917312,4455426.929356799,,8978917.4784
2000-09-09,4606331.4607104,7825114.349568,,9150177.4848
2000-09-10,4840566.2180352,8308336.690483199,,9370368.9216
2000-09-11,5566757.576601599,6838705.6441343995,,10030943.232
2000-09-12,5462362.3698432,6494937.8798592,,9688423.2192
2000-09-13,5328657.236275201,7340791.0514688,,9468231.782399999
2000-09-14,5381552.1125376,6635420.0165376,,9296971.776
2000-09-15,5152553.0182656,6571907.0198784005,,9223574.6304
2000-09-16,5043240.202752,6231148.538572799,,9150177.4848
2000-09-17,4903173.983232,5976435.9776256,,9150177.4848
2000-09-18,4801543.4022912,5706603.604684799,,9150177.4848
2000-09-19,4766117.0466816,6824662.3236096,,9199108.9152
2000-09-20,4727412.2852352,5419106.9853696,,9125711.7696
2000-09-21,4704830.4301056,5711545.679155201,,9150177.4848
2000-09-22,4562733.556224,5340767.7652992,,9052314.624
2000-09-23,4330774.1104128,5215478.83776,,9174643.2
2000-09-24,4215344.8660992,5405748.7048704,,9101246.0544
2000-09-25,4101750.5504256,5174865.750528,,9125711.7696
2000-09-26,3995838.4693248,4920471.2438784,,9125711.7696
2000-09-27,3945488.0274432003,5147317.355212799,,9101246.0544
2000-09-28,3867491.3273855997,4148406.669312,,9150177.4848
2000-09-29,3729186.63936,6679091.3181696,,9052314.624
2000-09-30,3900740.2343423995,4542427.012608,,9272506.0608
2000-10-01,5424831.9627264,9323468.1455616,,10373463.2448
2000-10-02,5877961.4739456,8210204.706816,,9786286.08
2000-10-03,5537790.169804799,7802605.891584,,9370368.9216
2000-10-04,5155611.2326656,6747375.129292799,,9370368.9216
2000-10-05,5062592.5834752,7511414.949273599,,9345903.2064
2000-10-06,4790020.050431999,6400035.3705984,,9272506.0608
2000-10-07,4638308.150476799,6410947.079577601,,9296971.776
2000-10-08,4487012.16768,5937804.6133248,,9345903.2064
2000-10-09,4325146.9959168,6102972.65664,,9248040.3456
2000-10-10,4195307.4453504,5234415.3013248,,9419300.352
2000-10-11,4109530.6478592,5513373.3860352,,9174643.2
2000-10-12,3992511.1320576,5910451.9437312,,9296971.776
2000-10-13,3894452.545536,5870695.1565312,,9517163.2128
2000-10-14,3980743.1230463996,5436991.4231808,,9345903.2064
2000-10-15,3915762.1834752,6411974.6396160005,,9541628.928
2000-10-16,3890953.9482623995,4797457.6278528,,9492697.4976
2000-10-17,3820321.42848,6223050.3868416,,9345903.2064
2000-10-18,3837300.6348288,6128270.2061568005,,9248040.3456
2000-10-19,3733590.4680959997,4664926.8486144,,9076780.3392
2000-10-20,3745064.8885248,6110263.4397696,,9223574.6304
2000-10-21,3881534.6479104,6821677.506355201,,9150177.4848
2000-10-22,3867784.915968,5724292.316774399,,9101246.0544
2000-10-23,3883956.7537152,5235320.5327872,,9125711.7696
2000-10-24,3812100.9481728002,5938391.7904896,,9052314.624
2000-10-25,3696794.0324351997,5713380.6077952,,9076780.3392
2000-10-26,3680548.7975423997,5201802.502963199,,9076780.3392
2000-10-27,3616986.8694528,5643066.1423104,,9003383.193599999
2000-10-28,3612901.0950144,5136112.057651199,,9003383.193599999
2000-10-29,3543320.6009855997,5621683.107225601,,8978917.4784
2000-10-30,3483599.7901823996,4664828.9857536005,,9052314.624
2000-10-31,3470730.8239872,4870683.5134464,,10030943.232
2000-11-01,3373626.4003584003,5052659.503103999,,9174643.2
2000-11-02,3345931.2107519996,4930330.927104,,9125711.7696
2000-11-03,3155734.7407871997,5052977.557401599,,9248040.3456
2000-11-04,3358482.1226496,5199453.794303999,,9394834.6368
2000-11-05,3267469.6621056,4713026.4446976,,9076780.3392
2000-11-06,3195711.719424,4688560.7294976,,9052314.624
2000-11-07,3019264.9814016,3901205.0829311996,,9027848.9088
2000-11-08,2909462.851584,4500664.0367616,,9101246.0544
2000-11-09,2915408.0203776,3580288.2966528004,,9199108.9152
2000-11-10,2725015.8246911997,3427646.69952,,9052314.624
2000-11-11,2284608.485376,3383950.9321728004,,9003383.193599999
2000-11-12,2424968.2934784,3113531.3820672,,9223574.6304
2000-11-13,2705076.2668032004,4738128.2684928,,9321437.4912
2000-11-14,2734826.5764864,2916998.2918656,,9272506.0608
2000-11-15,2286467.8797311997,2974125.7368576,,9076780.3392
2000-11-16,2611348.1118719997,4411021.6562688,,8978917.4784
2000-11-17,2597427.1199232,4084575.6183551997,,9150177.4848
2000-11-18,2500396.09344,3749468.7172608,,8807657.472
2000-11-19,2459856.4033536,3334187.6674559996,,8905520.332799999
2000-11-20,2434632.2509824,3791916.7331328,,8856588.9024
2000-11-21,2295715.9200768,3298834.7089919997,,8856588.9024
2000-11-22,2196776.567808,2690421.3033984,,9003383.193599999
2000-11-23,2280057.8623488,3436894.7398655997,,8978917.4784
2000-11-24,2287886.8912128,4073590.5122304,,9101246.0544
2000-11-25,2389933.389312,2241866.8809216,,9027848.9088
2000-11-26,2381786.3061504,5538744.3326976,,9052314.624
2000-11-27,2388759.0349824,3179906.8674048,,8954451.7632
2000-11-28,2380416.2260992,4138106.6032128003,,8905520.332799999
2000-11-29,2065420.1428992,2627299.7581824,,8881054.6176
2000-11-30,2172555.50976,4151807.4037248,,9150177.4848
2000-12-01,2357467.3852416,3574832.4421632,,9076780.3392
2000-12-02,2321820.8381952,2312279.2092672,,9052314.624
2000-12-03,2255029.4356992003,4840394.9580288,,9076780.3392
2000-12-04,2142095.694336,2285538.1825536,,9003383.193599999
2000-12-05,2021969.0327040001,3577523.6708351998,,9052314.624
2000-12-06,2169228.1724928,3680915.7832704,,9150177.4848
2000-12-07,2128003.4423808,1359412.9993727999,,9052314.624
2000-12-08,2126731.2251904,3952901.1391488,,9150177.4848
2000-12-09,2069970.7659264002,4116038.5281024,,9076780.3392
2000-12-10,1544789.7234431999,2553095.2439808,,8978917.4784
2000-12-11,376233.7683456,583458.3760895999,,15388934.8608
2000-12-12,1792187.0355455999,2399523.9496704,,12012666.1632
2000-12-13,1161656.6234112,2541425.0978304,,9419300.352
2000-12-14,1582466.9248511998,4608411.046502399,,9272506.0608
2000-12-15,1643484.41856,3042091.4936832003,,9174643.2
2000-12-16,1400588.7980544001,2948534.5987584,,9076780.3392
2000-12-17,1610529.1001855999,1866367.084032,,9199108.9152
2000-12-18,1871186.8299264,3897608.6227967995,,9272506.0608
2000-12-19,2033027.5359744001,3535687.2978432,,9150177.4848
2000-12-20,1822573.4538240002,2761151.6860415996,,9101246.0544
2000-12-21,1611972.5773824,1535272.5602304,,9076780.3392
2000-12-22,1799282.0929535998,3611433.1521023996,,9199108.9152
2000-12-23,2031339.4016256,3101298.5244671996,,9174643.2
2000-12-24,2208666.9053952,3807672.6537216,,9150177.4848
2000-12-25,2305379.8775808,3529301.7461759998,,9101246.0544
2000-12-26,2287446.5083392,3588117.3255168,,9150177.4848
2000-12-27,2340096.7274496,3353124.1310207997,,9150177.4848
2000-12-28,2258723.7586944,3541632.4666367997,,9101246.0544
2000-12-29,2145398.5658879997,2542012.2749952,,9052314.624
2000-12-30,2163478.7294207998,4020744.5673984,,9076780.3392
2000-12-31,2181191.9072256,3571554.0363264,,9101246.0544
2001-01-01,2223321.8688,3595090.0543488,,9125711.7696
2001-01-02,2128541.6881152,3072502.3776768,,9076780.3392
2001-01-03,2068600.6858752,3562819.776,,9076780.3392
2001-01-04,2128835.2766976,3600545.9088384,,9101246.0544
2001-01-05,2248790.6783232,3139929.888768,,9125711.7696
2001-01-06,2427781.8507264,3652560.0193536,,9150177.4848
2001-01-07,2139624.6571008,3251248.892928,,8978917.4784
2001-01-08,1511345.0907648,1950945.0614784,,8856588.9024
2001-01-09,1478291.9095296,2716354.9615104,,9150177.4848
2001-01-10,1856164.8807935999,2918735.3576448,,9101246.0544
2001-01-11,2170475.923968,3944558.3302656,,8929986.048
2001-01-12,2019840.5154816,1747732.8310272,,8856588.9024
2001-01-13,1977955.2110592,3852860.8296959996,,8832123.1872
2001-01-14,2005307.8806528,3367094.0544,,8807657.472
2001-01-15,1931274.6264576,2950075.938816,,8856588.9024
2001-01-16,1823503.1510016,2677576.8029184,,8807657.472
2001-01-17,1823552.082432,3008867.0524416,,8905520.332799999
2001-01-18,1694984.7490559998,3290198.3115263996,,8709794.6112
2001-01-19,1777629.9350016,2534794.8890112,,8881054.6176
2001-01-20,1863749.2525056,2495723.1418368,,8832123.1872
2001-01-21,1740955.8279168,3149275.7919744,,8783191.7568
2001-01-22,1738191.2020992,2923848.6921216,,8783191.7568
2001-01-23,1865608.6468608,3060660.97152,,8905520.332799999
2001-01-24,1791501.9955199999,2537779.7062656,,9076780.3392
2001-01-25,1572974.2273535999,2483196.6956544,,8783191.7568
2001-01-26,1614761.6689152,2821900.0568832,,8881054.6176
2001-01-27,1723267.1158272,2115305.736192,,8856588.9024
2001-01-28,1621783.3291775999,3261426.6304511996,,8832123.1872
2001-01-29,1529645.4457344,2077481.7404928,,8807657.472
2001-01-30,1597904.7911424,3555822.5814528,,8881054.6176
2001-01-31,1750203.8682624,2638113.6043008,,8881054.6176
2001-02-01,1731976.9104383998,2672732.5913088,,8905520.332799999
2001-02-02,1816065.5735807999,3088209.3668351998,,8856588.9024
2001-02-03,1801068.0901632,3308914.5836544,,8832123.1872
2001-02-04,1824237.1224576,4260019.2620544,,8856588.9024
2001-02-05,1772174.080512,2681271.1259136,,8881054.6176
2001-02-06,1759060.4571648,3530818.6205184003,,8807657.472
2001-02-07,1142793.556992,1812224.4562944002,,9590560.3584
2001-02-08,676379.1624192,1268596.2645504,,11547817.5744
2001-02-09,1154170.11456,1695816.5833728,,13089157.632
2001-02-10,1358042.9193216,1755757.5856128,,13333814.784
2001-02-11,1440737.0366976,2112027.3303552,,13431677.6448
2001-02-12,1482133.0268159998,1722973.5272448,,13456143.36
2001-02-13,1177657.201152,973270.6163712,,14239046.2464
2001-02-14,1051071.5907072,1339620.235776,,15682523.4432
2001-02-15,1080430.4489472,2301416.4317183997,,15682523.4432
2001-02-16,1410179.3584128,2070215.4230783999,,15413400.576
2001-02-17,1370031.1197696,1746485.079552,,13260417.6384
2001-02-18,1302995.0601216,2125679.1994368,,13162554.7776
2001-02-19,1476310.1865984,2340414.7817472,,13333814.784
2001-02-20,1731169.5418368,1903628.3682816,,12868966.1952
2001-02-21,1856262.7436544,2666444.9025024,,11621214.72
2001-02-22,1888704.2820096,2765457.6519167996,,10397928.959999999
2001-02-23,1980010.3311359999,1330225.4011392,,9370368.9216
2001-02-24,1820983.1823359998,3767132.9636351997,,8538534.6048
2001-02-25,1708489.8238464,3961610.93376,,8514068.8896
2001-02-26,1395450.9978624,2198758.2907392,,8465137.4592
2001-02-27,1325381.1895296,2837607.0460416,,8660863.1808
2001-02-28,1314885.3977088002,2151881.980416,,8611931.7504
2001-03-01,1416051.1300608,2381933.1004416,,8611931.7504
2001-03-02,1612951.2059904,2922918.994944,,8709794.6112
2001-03-03,1590883.13088,2696782.3893504,,8685328.896
2001-03-04,1541388.9890303998,2472187.1238144,,8660863.1808
