date,avg water temperature (C),min_temp(C),max_temp(C),outflow(m3/d)
1995-02-25,,,,738864.59904
1995-02-26,,,,650788.02432
1995-02-27,,,,565158.02112
1995-02-28,,,,479528.01792
1995-03-01,,,,415917.1584
1995-03-02,,,,362092.58496
1995-03-03,,,,332733.72672
1995-03-04,,,,305821.44
1995-03-05,,,,281355.72479999997
1995-03-06,,,,254443.43808
1995-03-07,,,,234870.86592
1995-03-08,,,,239764.00896
1995-03-09,,,,269122.8672
1995-03-10,,,,288695.43936
1995-03-11,,,,320500.86912
1995-03-12,,,,391451.4432
1995-03-13,,,,474634.87488
1995-03-14,,,,579837.45024
1995-03-15,,,,2568900.096
1995-03-16,,,,2471037.2352
1995-03-17,,,,1817802.63936
1995-03-18,,,,1575592.05888
1995-03-19,,,,1546233.20064
1995-03-20,,,,1374973.1942399999
1995-03-21,,,,1396992.33792
1995-03-22,,,,1201266.61632
1995-03-23,,,,1034899.75296
1995-03-24,,,,863639.74656
1995-03-25,,,,726631.74144
1995-03-26,,,,623875.7376
1995-03-27,,,,540692.30592
1995-03-28,,,,472188.30336
1995-03-29,,,,420810.30144
1995-03-30,,,,371878.87104
1995-03-31,,,,335180.29824
1995-04-01,,,,315607.72608
1995-04-02,,,,291142.01088
1995-04-03,,,,266676.29568
1995-04-04,,,,251996.86656
1995-04-05,,,,244657.152
1995-04-06,,,,271569.43872
1995-04-07,,,,276462.58176
1995-04-08,,,,342520.01279999997
1995-04-09,,,,359646.01344
1995-04-10,,,,389004.87168
1995-04-11,,,,435489.73056
1995-04-12,,,,462402.01728
1995-04-13,,,,521119.73376
1995-04-14,,,,562711.4495999999
1995-04-15,,,,538245.7344
1995-04-16,,,,489314.304
1995-04-17,,,,437936.30208
1995-04-18,,,,403684.30079999997
1995-04-19,,,,362092.58496
1995-04-20,,,,357199.44192
1995-04-21,,,,357199.44192
1995-04-22,,,,354752.8704
1995-04-23,,,,330287.1552
1995-04-24,,,,310714.58304
1995-04-25,,,,291142.01088
1995-04-26,,,,269122.8672
1995-04-27,,,,259336.58112
1995-04-28,,,,425703.44448
1995-04-29,,,,966395.7504
1995-04-30,,,,2617831.5264
1995-05-01,,,,2023314.64704
1995-05-02,,,,2838022.9632
1995-05-03,,,,2544434.3808
1995-05-04,,,,1749298.6368
1995-05-05,,,,1817802.63936
1995-05-06,,,,3474131.5584
1995-05-07,,,,2642297.2416
1995-05-08,,,,2037994.07616
1995-05-09,,,,1705260.34944
1995-05-10,,,,1732172.63616
1995-05-11,,,,3571994.4192
1995-05-12,,,,3058214.4
1995-05-13,,,,2128517.2224
1995-05-14,,,,1494855.19872
1995-05-15,,,,1081384.61184
1995-05-16,,,,831834.3168
1995-05-17,,,,653234.59584
1995-05-18,,,,526012.8768
1995-05-19,,,,428150.016
1995-05-20,,,,362092.58496
1995-05-21,,,,310714.58304
1995-05-22,,,,264229.72416
1995-05-23,,,,229977.72288
1995-05-24,,,,198172.29312
1995-05-25,,,,178599.72096
1995-05-26,,,,161473.72032
1995-05-27,,,,149240.86272
1995-05-28,,,,134561.4336
1995-05-29,,,,119882.00448
1995-05-30,,,,107649.14688
1995-05-31,,,,97862.8608
1995-06-01,,,,95416.28928
1995-06-02,,,,95416.28928
1995-06-03,,,,85630.00319999999
1995-06-04,,,,78290.28864
1995-06-05,,,,95416.28928
1995-06-06,,,,92969.71776
1995-06-07,,,,129668.29056
1995-06-08,,,,102756.00384
1995-06-09,,,,88076.57472
1995-06-10,,,,80736.86016
1995-06-11,,,,78290.28864
1995-06-12,,,,70950.57408
1995-06-13,,,,68504.00256
1995-06-14,,,,73397.1456
1995-06-15,,,,83183.43168
1995-06-16,,,,75843.71712
1995-06-17,,,,70950.57408
1995-06-18,,,,85630.00319999999
1995-06-19,,,,154134.00576
1995-06-20,,,,232424.29439999998
1995-06-21,,,,227531.15136
1995-06-22,,,,203065.43615999998
1995-06-23,,,,178599.72096
1995-06-24,,,,154134.00576
1995-06-25,,,,137008.00512
1995-06-26,,,,122328.576
1995-06-27,,,,107649.14688
1995-06-28,,,,95416.28928
1995-06-29,,,,85630.00319999999
1995-06-30,,,,75843.71712
1995-07-01,,,,68504.00256
1995-07-02,,,,66057.43104
1995-07-03,,,,68504.00256
1995-07-04,,,,61164.288
1995-07-05,,,,56271.14496
1995-07-06,,,,51378.00192
1995-07-07,,,,66057.43104
1995-07-08,,,,53824.57344
1995-07-09,,,,48931.4304
1995-07-10,,,,46484.85888
1995-07-11,,,,39145.14432
1995-07-12,,,,36698.5728
1995-07-13,,,,36698.5728
1995-07-14,,,,34252.00128
1995-07-15,,,,29358.85824
1995-07-16,,,,26912.28672
1995-07-17,,,,23976.400896000003
1995-07-18,,,,22263.800831999997
1995-07-19,,,,20795.85792
1995-07-20,,,,20061.886464
1995-07-21,,,,20795.85792
1995-07-22,,,,20795.85792
1995-07-23,,,,18349.2864
1995-07-24,,,,17370.657791999998
1995-07-25,,,,16147.372032
1995-07-26,,,,14679.42912
1995-07-27,,,,15413.400576
1995-07-28,,,,14679.42912
1995-07-29,,,,14190.114816
1995-07-30,,,,13945.457664
1995-07-31,,,,13700.800512
1995-08-01,,,,12966.829055999999
1995-08-02,,,,12232.8576
1995-08-03,,,,11498.886144
1995-08-04,,,,11743.543296
1995-08-05,,,,11009.57184
1995-08-06,,,,9541.628928
1995-08-07,,,,11254.228991999998
1995-08-08,,,,12966.829055999999
1995-08-09,,,,12966.829055999999
1995-08-10,,,,11498.886144
1995-08-11,,,,12722.171904
1995-08-12,,,,12966.829055999999
1995-08-13,,,,11988.200448000001
1995-08-14,,,,11009.57184
1995-08-15,,,,10520.257536
1995-08-16,,,,10275.600384
1995-08-17,,,,9541.628928
1995-08-18,,,,10030.943232
1995-08-19,,,,10275.600384
1995-08-20,,,,9052.314624
1995-08-21,,,,8318.343168
1995-08-22,,,,7339.71456
1995-08-23,,,,6361.085952
1995-08-24,,,,6361.085952
1995-08-25,,,,6361.085952
1995-08-26,,,,6361.085952
1995-08-27,,,,6850.400256
1995-08-28,,,,7095.057408
1995-08-29,,,,7339.71456
1995-08-30,,,,7339.71456
1995-08-31,,,,7584.371712
1995-09-01,,,,7339.71456
1995-09-02,,,,7095.057408
1995-09-03,,,,7829.028864
1995-09-04,,,,7339.71456
1995-09-05,,,,7095.057408
1995-09-06,,,,7584.371712
1995-09-07,,,,14190.114816
1995-09-08,,,,13211.486208
1995-09-09,,,,11498.886144
1995-09-10,,,,10764.914688
1995-09-11,,,,10275.600384
1995-09-12,,,,9786.28608
1995-09-13,,,,9052.314624
1995-09-14,,,,8563.00032
1995-09-15,,,,7339.71456
1995-09-16,,,,6850.400256
1995-09-17,,,,6361.085952
1995-09-18,,,,6361.085952
1995-09-19,,,,6850.400256
1995-09-20,,,,7339.71456
1995-09-21,,,,7339.71456
1995-09-22,,,,6361.085952
1995-09-23,,,,6850.400256
1995-09-24,,,,6850.400256
1995-09-25,,,,6361.085952
1995-09-26,,,,7339.71456
1995-09-27,,,,7829.028864
1995-09-28,,,,9786.28608
1995-09-29,,,,14679.42912
1995-09-30,,,,15658.057728
1995-10-01,,,,14703.894835199999
1995-10-02,,,,14679.42912
1995-10-03,,,,20061.886464
1995-10-04,,,,26912.28672
1995-10-05,,,,23731.743744
1995-10-06,,,,19817.229312
1995-10-07,,,,17859.972095999998
1995-10-08,,,,17859.972095999998
1995-10-09,,,,16881.343488000002
1995-10-10,,,,17126.00064
1995-10-11,,,,18838.600704
1995-10-12,,,,23976.400896000003
1995-10-13,,,,22997.772288
1995-10-14,,,,21285.172223999998
1995-10-15,,,,19083.257856
1995-10-16,,,,19083.257856
1995-10-17,,,,20551.200768
1995-10-18,,,,22997.772288
1995-10-19,,,,22997.772288
1995-10-20,,,,22753.115136
1995-10-21,,,,23976.400896000003
1995-10-22,,,,26912.28672
1995-10-23,,,,26912.28672
1995-10-24,,,,26912.28672
1995-10-25,,,,26912.28672
1995-10-26,,,,29358.85824
1995-10-27,,,,29358.85824
1995-10-28,,,,26912.28672
1995-10-29,,,,26912.28672
1995-10-30,,,,26912.28672
1995-10-31,,,,26912.28672
1995-11-01,,,,26912.28672
1995-11-02,,,,26912.28672
1995-11-03,,,,26912.28672
1995-11-04,,,,24465.7152
1995-11-05,,,,24465.7152
1995-11-06,,,,24465.7152
1995-11-07,,,,26912.28672
1995-11-08,,,,26912.28672
1995-11-09,,,,29358.85824
1995-11-10,,,,31805.42976
1995-11-11,,,,34252.00128
1995-11-12,,,,68504.00256
1995-11-13,,,,146794.2912
1995-11-14,,,,244657.152
1995-11-15,,,,198172.29312
1995-11-16,,,,166366.86336
1995-11-17,,,,141901.14816
1995-11-18,,,,122328.576
1995-11-19,,,,107649.14688
1995-11-20,,,,95416.28928
1995-11-21,,,,85630.00319999999
1995-11-22,,,,78290.28864
1995-11-23,,,,73397.1456
1995-11-24,,,,68504.00256
1995-11-25,,,,112542.28992
1995-11-26,,,,628768.88064
1995-11-27,,,,636108.5952
1995-11-28,,,,4697417.3184
1995-11-29,,,,1746852.06528
1995-11-30,,,,1184140.61568
1995-12-01,,,,1022666.89536
1995-12-02,,,,836727.45984
1995-12-03,,,,667914.02496
1995-12-04,,,,567604.59264
1995-12-05,,,,489314.304
1995-12-06,,,,428150.016
1995-12-07,,,,376772.01408
1995-12-08,,,,325394.01216
1995-12-09,,,,288695.43936
1995-12-10,,,,269122.8672
1995-12-11,,,,303374.86848
1995-12-12,,,,621429.16608
1995-12-13,,,,733971.456
1995-12-14,,,,648341.4528
1995-12-15,,,,672807.168
1995-12-16,,,,618982.59456
1995-12-17,,,,548032.02048
1995-12-18,,,,479528.01792
1995-12-19,,,,418363.72992
1995-12-20,,,,371878.87104
1995-12-21,,,,335180.29824
1995-12-22,,,,298481.72544
1995-12-23,,,,264229.72416
1995-12-24,,,,234870.86592
1995-12-25,,,,212851.72224
1995-12-26,,,,190832.57856
1995-12-27,,,,176153.14944
1995-12-28,,,,166366.86336
1995-12-29,,,,181046.29248
1995-12-30,,,,523566.30528
1995-12-31,,,,1228178.90304
1996-01-01,,,,1052025.7536
1996-01-02,,,,907678.03392
1996-01-03,,,,839174.03136
1996-01-04,,,,729078.31296
1996-01-05,,,,628768.88064
1996-01-06,,,,565158.02112
1996-01-07,,,,538245.7344
1996-01-08,,,,751097.45664
1996-01-09,,,,966395.7504
1996-01-10,,,,1323595.19232
1996-01-11,,,,1115636.6131199999
1996-01-12,,,,944376.60672
1996-01-13,,,,792689.17248
1996-01-14,,,,672807.168
1996-01-15,,,,596963.45088
1996-01-16,,,,562711.4495999999
1996-01-17,,,,567604.59264
1996-01-18,,,,526012.8768
1996-01-19,,,,511333.44768
1996-01-20,,,,521119.73376
1996-01-21,,,,555371.7350399999
1996-01-22,,,,513780.0192
1996-01-23,,,,472188.30336
1996-01-24,,,,447722.58816
1996-01-25,,,,418363.72992
1996-01-26,,,,384111.72864
1996-01-27,,,,381665.15712
1996-01-28,,,,364539.15648
1996-01-29,,,,318054.2976
1996-01-30,,,,256890.0096
1996-01-31,,,,195725.7216
1996-02-01,,,,181046.29248
1996-02-02,,,,181046.29248
1996-02-03,,,,220191.4368
1996-02-04,,,,464848.58879999997
1996-02-05,,,,1223285.76
1996-02-06,,,,2079585.792
1996-02-07,,,,6679140.2496
1996-02-08,,,,8465137.4592
1996-02-09,,,,6507880.243199999
1996-02-10,,,,3743254.4255999997
1996-02-11,,,,2045333.79072
1996-02-12,,,,1431244.3392
1996-02-13,,,,1135209.18528
1996-02-14,,,,966395.7504
1996-02-15,,,,846513.74592
1996-02-16,,,,760883.74272
1996-02-17,,,,795135.744
1996-02-18,,,,1088724.3264
1996-02-19,,,,1184140.61568
1996-02-20,,,,1037346.32448
1996-02-21,,,,951716.32128
1996-02-22,,,,841620.60288
1996-02-23,,,,765776.88576
1996-02-24,,,,704612.59776
1996-02-25,,,,655681.16736
1996-02-26,,,,601856.59392
1996-02-27,,,,550478.592
1996-02-28,,,,513780.0192
1996-02-29,,,,477081.4464
1996-03-01,,,,430596.58752
1996-03-02,,,,464848.58879999997
1996-03-03,,,,611642.88
1996-03-04,,,,875872.60416
1996-03-05,,,,968842.32192
1996-03-06,,,,902784.89088
1996-03-07,,,,915017.74848
1996-03-08,,,,1154781.75744
1996-03-09,,,,1291789.76256
1996-03-10,,,,1296682.9056
1996-03-11,,,,1213499.47392
1996-03-12,,,,1396992.33792
1996-03-13,,,,1419011.4816
1996-03-14,,,,1228178.90304
1996-03-15,,,,1037346.32448
1996-03-16,,,,863639.74656
1996-03-17,,,,729078.31296
1996-03-18,,,,631215.45216
1996-03-19,,,,565158.02112
1996-03-20,,,,508886.87616
1996-03-21,,,,464848.58879999997
1996-03-22,,,,440382.8736
1996-03-23,,,,415917.1584
1996-03-24,,,,393898.01472
1996-03-25,,,,344966.58432
1996-03-26,,,,330287.1552
1996-03-27,,,,322947.44064
1996-03-28,,,,327840.58368
1996-03-29,,,,320500.86912
1996-03-30,,,,318054.2976
1996-03-31,,,,335180.29824
1996-04-01,,,,440382.8736
1996-04-02,,,,562711.4495999999
1996-04-03,,,,572497.73568
1996-04-04,,,,540692.30592
1996-04-05,,,,494207.44704
1996-04-06,,,,447722.58816
1996-04-07,,,,413470.58688
1996-04-08,,,,384111.72864
1996-04-09,,,,347413.15584
1996-04-10,,,,320500.86912
1996-04-11,,,,300928.29696
1996-04-12,,,,313161.15456
1996-04-13,,,,296035.15392
1996-04-14,,,,281355.72479999997
1996-04-15,,,,264229.72416
1996-04-16,,,,259336.58112
1996-04-17,,,,254443.43808
1996-04-18,,,,259336.58112
1996-04-19,,,,259336.58112
1996-04-20,,,,281355.72479999997
1996-04-21,,,,308268.01152
1996-04-22,,,,320500.86912
1996-04-23,,,,768223.45728
1996-04-24,,,,1837375.21152
1996-04-25,,,,1458156.62592
1996-04-26,,,,1127869.47072
1996-04-27,,,,880765.7472
1996-04-28,,,,707059.16928
1996-04-29,,,,596963.45088
1996-04-30,,,,513780.0192
1996-05-01,,,,433043.15904
1996-05-02,,,,376772.01408
1996-05-03,,,,332733.72672
1996-05-04,,,,296035.15392
1996-05-05,,,,259336.58112
1996-05-06,,,,229977.72288
1996-05-07,,,,205512.00768
1996-05-08,,,,188386.00704
1996-05-09,,,,171260.00639999998
1996-05-10,,,,159027.1488
1996-05-11,,,,146794.2912
1996-05-12,,,,139454.57663999998
1996-05-13,,,,134561.4336
1996-05-14,,,,163920.29184
1996-05-15,,,,251996.86656
1996-05-16,,,,452615.7312
1996-05-17,,,,503993.73312
1996-05-18,,,,689933.16864
1996-05-19,,,,951716.32128
1996-05-20,,,,844067.1744
1996-05-21,,,,704612.59776
1996-05-22,,,,707059.16928
1996-05-23,,,,658127.73888
1996-05-24,,,,577390.87872
1996-05-25,,,,501547.1616
1996-05-26,,,,428150.016
1996-05-27,,,,357199.44192
1996-05-28,,,,305821.44
1996-05-29,,,,266676.29568
1996-05-30,,,,234870.86592
1996-05-31,,,,207958.5792
1996-06-01,,,,188386.00704
1996-06-02,,,,168813.43488
1996-06-03,,,,154134.00576
1996-06-04,,,,137008.00512
1996-06-05,,,,124775.14752
1996-06-06,,,,114988.86144
1996-06-07,,,,100309.43231999999
1996-06-08,,,,90523.14624
1996-06-09,,,,80736.86016
1996-06-10,,,,73397.1456
1996-06-11,,,,68504.00256
1996-06-12,,,,63610.85952
1996-06-13,,,,58717.71648
1996-06-14,,,,53824.57344
1996-06-15,,,,48931.4304
1996-06-16,,,,46484.85888
1996-06-17,,,,44038.28736
1996-06-18,,,,44038.28736
1996-06-19,,,,41591.71584
1996-06-20,,,,39145.14432
1996-06-21,,,,36698.5728
1996-06-22,,,,34252.00128
1996-06-23,,,,34252.00128
1996-06-24,,,,39145.14432
1996-06-25,,,,39145.14432
1996-06-26,,,,39145.14432
1996-06-27,,,,44038.28736
1996-06-28,,,,51378.00192
1996-06-29,,,,44038.28736
1996-06-30,,,,36698.5728
1996-07-01,,,,34252.00128
1996-07-02,,,,31805.42976
1996-07-03,,,,29358.85824
1996-07-04,,,,29358.85824
1996-07-05,,,,26912.28672
1996-07-06,,,,24465.7152
1996-07-07,,,,22508.457983999997
1996-07-08,,,,19817.229312
1996-07-09,,,,18593.943552
1996-07-10,,,,17126.00064
1996-07-11,,,,16147.372032
1996-07-12,,,,15413.400576
1996-07-13,,,,14679.42912
1996-07-14,,,,13211.486208
1996-07-15,,,,10764.914688
1996-07-16,,,,10275.600384
1996-07-17,,,,11009.57184
1996-07-18,,,,11743.543296
1996-07-19,,,,11498.886144
1996-07-20,,,,10520.257536
1996-07-21,,,,9786.28608
1996-07-22,,,,9296.971776
1996-07-23,,,,8073.686016
1996-07-24,,,,7095.057408
1996-07-25,,,,6605.743104
1996-07-26,,,,5871.771648
1996-07-27,,,,5382.457344
1996-07-28,,,,5137.800192
1996-07-29,,,,4893.14304
1996-07-30,,,,4893.14304
1996-07-31,,,,4893.14304
1996-08-01,,,,4893.14304
1996-08-02,,,,4648.485888
1996-08-03,,,,4648.485888
1996-08-04,,,,5382.457344
1996-08-05,,,,5871.771648
1996-08-06,,,,6361.085952
1996-08-07,,,,5871.771648
1996-08-08,,,,5137.800192
1996-08-09,,,,4648.485888
1996-08-10,,,,4403.828736
1996-08-11,,,,4159.171584
1996-08-12,,,,4159.171584
1996-08-13,,,,4159.171584
1996-08-14,,,,3914.514432
1996-08-15,,,,3669.85728
1996-08-16,,,,3425.200128
1996-08-17,,,,2691.228672
1996-08-18,,,,3180.542976
1996-08-19,,,,3425.200128
1996-08-20,,,,3669.85728
1996-08-21,,,,3914.514432
1996-08-22,,,,4159.171584
1996-08-23,,,,4159.171584
1996-08-24,,,,3914.514432
1996-08-25,,,,3914.514432
1996-08-26,,,,3425.200128
1996-08-27,,,,3669.85728
1996-08-28,,,,3669.85728
1996-08-29,,,,4159.171584
1996-08-30,,,,4159.171584
1996-08-31,,,,4159.171584
1996-09-01,,,,4403.828736
1996-09-02,,,,4648.485888
1996-09-03,,,,4893.14304
1996-09-04,,,,5137.800192
1996-09-05,,,,5627.114495999999
1996-09-06,,,,5871.771648
1996-09-07,,,,6116.4288
1996-09-08,,,,5871.771648
1996-09-09,,,,5382.457344
1996-09-10,,,,5382.457344
1996-09-11,,,,5627.114495999999
1996-09-12,,,,5871.771648
1996-09-13,,,,6605.743104
1996-09-14,,,,7584.371712
1996-09-15,,,,9541.628928
1996-09-16,,,,10520.257536
1996-09-17,,,,11254.228991999998
1996-09-18,,,,11009.57184
1996-09-19,,,,12232.8576
1996-09-20,,,,13456.14336
1996-09-21,,,,13700.800512
1996-09-22,,,,12966.829055999999
1996-09-23,,,,12477.514752
1996-09-24,,,,11498.886144
1996-09-25,,,,11743.543296
1996-09-26,,,,11254.228991999998
1996-09-27,,,,10275.600384
1996-09-28,,,,9541.628928
1996-09-29,,,,9052.314624
1996-09-30,,,,8318.343168
1996-10-01,,,,8563.00032
1996-10-02,,,,8807.657472
1996-10-03,,,,8807.657472
1996-10-04,,,,9296.971776
1996-10-05,,,,10030.943232
1996-10-06,,,,10520.257536
1996-10-07,,,,10520.257536
1996-10-08,,,,10030.943232
1996-10-09,,,,10030.943232
1996-10-10,,,,10520.257536
1996-10-11,,,,10764.914688
1996-10-12,,,,10764.914688
1996-10-13,,,,11743.543296
1996-10-14,,,,12966.829055999999
1996-10-15,,,,13456.14336
1996-10-16,,,,13700.800512
1996-10-17,,,,13456.14336
1996-10-18,,,,16147.372032
1996-10-19,,,,19083.257856
1996-10-20,,,,19083.257856
1996-10-21,,,,18593.943552
1996-10-22,,,,17859.972095999998
1996-10-23,,,,20061.886464
1996-10-24,,,,23976.400896000003
1996-10-25,,,,26912.28672
1996-10-26,,,,29358.85824
1996-10-27,,,,26912.28672
1996-10-28,,,,26912.28672
1996-10-29,,,,29358.85824
1996-10-30,,,,29358.85824
1996-10-31,,,,29358.85824
1996-11-01,,,,29358.85824
1996-11-02,,,,29358.85824
1996-11-03,,,,29358.85824
1996-11-04,,,,29358.85824
1996-11-05,,,,29358.85824
1996-11-06,,,,29358.85824
1996-11-07,,,,31805.42976
1996-11-08,,,,34252.00128
1996-11-09,,,,31805.42976
1996-11-10,,,,31805.42976
1996-11-11,,,,31805.42976
1996-11-12,,,,31805.42976
1996-11-13,,,,31805.42976
1996-11-14,,,,34252.00128
1996-11-15,,,,41591.71584
1996-11-16,,,,51378.00192
1996-11-17,,,,58717.71648
1996-11-18,,,,88076.57472
1996-11-19,,,,724185.16992
1996-11-20,,,,932143.7491199999
1996-11-21,,,,555371.7350399999
1996-11-22,,,,435489.73056
1996-11-23,,,,384111.72864
1996-11-24,,,,359646.01344
1996-11-25,,,,415917.1584
1996-11-26,,,,389004.87168
1996-11-27,,,,352306.29888
1996-11-28,,,,457508.87424
1996-11-29,,,,501547.1616
1996-11-30,,,,450169.15968
1996-12-01,,,,430596.58752
1996-12-02,,,,391451.4432
1996-12-03,,,,354752.8704
1996-12-04,,,,320500.86912
1996-12-05,,,,413470.58688
1996-12-06,,,,406130.87231999997
1996-12-07,,,,379218.5856
1996-12-08,,,,543138.87744
1996-12-09,,,,949269.74976
1996-12-10,,,,1042239.46752
1996-12-11,,,,919910.89152
1996-12-12,,,,729078.31296
1996-12-13,,,,601856.59392
1996-12-14,,,,501547.1616
1996-12-15,,,,423256.87296
1996-12-16,,,,423256.87296
1996-12-17,,,,403684.30079999997
1996-12-18,,,,369432.29952
1996-12-19,,,,327840.58368
1996-12-20,,,,320500.86912
1996-12-21,,,,318054.2976
1996-12-22,,,,305821.44
1996-12-23,,,,278909.15327999997
1996-12-24,,,,310714.58304
1996-12-25,,,,726631.74144
1996-12-26,,,,782902.8864
1996-12-27,,,,782902.8864
1996-12-28,,,,733971.456
1996-12-29,,,,1223285.76
1996-12-30,,,,2617831.5264
1996-12-31,,,,2740160.1023999997
1997-01-01,,,,3841117.2864
1997-01-02,,,,2935885.824
1997-01-03,,,,2123624.07936
1997-01-04,,,,1470389.48352
1997-01-05,,,,1056918.89664
1997-01-06,,,,797582.31552
1997-01-07,,,,665467.45344
1997-01-08,,,,574944.3072
1997-01-09,,,,506440.30464
1997-01-10,,,,518673.16224
1997-01-11,,,,567604.59264
1997-01-12,,,,501547.1616
1997-01-13,,,,477081.4464
1997-01-14,,,,403684.30079999997
1997-01-15,,,,366985.728
1997-01-16,,,,342520.01279999997
1997-01-17,,,,322947.44064
1997-01-18,,,,318054.2976
1997-01-19,,,,298481.72544
1997-01-20,,,,288695.43936
1997-01-21,,,,288695.43936
1997-01-22,,,,288695.43936
1997-01-23,,,,271569.43872
1997-01-24,,,,256890.0096
1997-01-25,,,,237317.43744
1997-01-26,,,,232424.29439999998
1997-01-27,,,,207958.5792
1997-01-28,,,,207958.5792
1997-01-29,,,,227531.15136
1997-01-30,,,,371878.87104
1997-01-31,,,,1952364.07296
1997-02-01,,,,3229474.4063999997
1997-02-02,,,,2008635.21792
1997-02-03,,,,1372526.6227199999
1997-02-04,,,,1027560.0384
1997-02-05,,,,807368.6015999999
1997-02-06,,,,670360.59648
1997-02-07,,,,592070.30784
1997-02-08,,,,501547.1616
1997-02-09,,,,433043.15904
1997-02-10,,,,384111.72864
1997-02-11,,,,352306.29888
1997-02-12,,,,337626.86976
1997-02-13,,,,305821.44
1997-02-14,,,,611642.88
1997-02-15,,,,822048.03072
1997-02-16,,,,792689.17248
1997-02-17,,,,778009.74336
1997-02-18,,,,731524.88448
1997-02-19,,,,817154.88768
1997-02-20,,,,831834.3168
1997-02-21,,,,724185.16992
1997-02-22,,,,628768.88064
1997-02-23,,,,543138.87744
1997-02-24,,,,469741.73184
1997-02-25,,,,423256.87296
1997-02-26,,,,393898.01472
1997-02-27,,,,389004.87168
1997-02-28,,,,362092.58496
1997-03-01,,,,359646.01344
1997-03-02,,,,484421.16096
1997-03-03,,,,548032.02048
1997-03-04,,,,557818.3065599999
1997-03-05,,,,518673.16224
1997-03-06,,,,503993.73312
1997-03-07,,,,555371.7350399999
1997-03-08,,,,643448.30976
1997-03-09,,,,655681.16736
1997-03-10,,,,1954810.64448
1997-03-11,,,,2691228.672
1997-03-12,,,,2544434.3808
1997-03-13,,,,1925451.78624
1997-03-14,,,,1384759.48032
1997-03-15,,,,1039792.896
1997-03-16,,,,1047132.61056
1997-03-17,,,,1582931.77344
1997-03-18,,,,1746852.06528
1997-03-19,,,,1827588.92544
1997-03-20,,,,2104051.5072
1997-03-21,,,,2008635.21792
1997-03-22,,,,1614737.2031999999
1997-03-23,,,,1348060.90752
1997-03-24,,,,1140102.32832
1997-03-25,,,,959056.03584
1997-03-26,,,,944376.60672
1997-03-27,,,,983521.75104
1997-03-28,,,,804922.0300799999
1997-03-29,,,,650788.02432
1997-03-30,,,,574944.3072
1997-03-31,,,,513780.0192
1997-04-01,,,,464848.58879999997
1997-04-02,,,,415917.1584
1997-04-03,,,,381665.15712
1997-04-04,,,,384111.72864
1997-04-05,,,,352306.29888
1997-04-06,,,,337626.86976
1997-04-07,,,,335180.29824
1997-04-08,,,,344966.58432
1997-04-09,,,,389004.87168
1997-04-10,,,,430596.58752
1997-04-11,,,,423256.87296
1997-04-12,,,,403684.30079999997
1997-04-13,,,,389004.87168
1997-04-14,,,,472188.30336
1997-04-15,,,,641001.73824
1997-04-16,,,,672807.168
1997-04-17,,,,658127.73888
1997-04-18,,,,628768.88064
1997-04-19,,,,1015327.1808
1997-04-20,,,,1377419.7657599999
1997-04-21,,,,1318702.04928
1997-04-22,,,,1059365.46816
1997-04-23,,,,1790890.35264
1997-04-24,,,,2086925.50656
1997-04-25,,,,1744405.49376
1997-04-26,,,,1304022.62016
1997-04-27,,,,1088724.3264
1997-04-28,,,,892998.6048
1997-04-29,,,,829387.74528
1997-04-30,,,,819601.4592
1997-05-01,,,,797582.31552
1997-05-02,,,,711952.31232
1997-05-03,,,,614089.45152
1997-05-04,,,,567604.59264
1997-05-05,,,,494207.44704
1997-05-06,,,,430596.58752
1997-05-07,,,,381665.15712
1997-05-08,,,,330287.1552
1997-05-09,,,,286248.86784
1997-05-10,,,,251996.86656
1997-05-11,,,,225084.57984
1997-05-12,,,,200618.86463999999
1997-05-13,,,,181046.29248
1997-05-14,,,,163920.29184
1997-05-15,,,,163920.29184
1997-05-16,,,,144347.71968
1997-05-17,,,,122328.576
1997-05-18,,,,95416.28928
1997-05-19,,,,90523.14624
1997-05-20,,,,88076.57472
1997-05-21,,,,83183.43168
1997-05-22,,,,80736.86016
1997-05-23,,,,78290.28864
1997-05-24,,,,75843.71712
1997-05-25,,,,73397.1456
1997-05-26,,,,75843.71712
1997-05-27,,,,70950.57408
1997-05-28,,,,68504.00256
1997-05-29,,,,78290.28864
1997-05-30,,,,70950.57408
1997-05-31,,,,68504.00256
1997-06-01,,,,78290.28864
1997-06-02,,,,68504.00256
1997-06-03,,,,66057.43104
1997-06-04,,,,88076.57472
1997-06-05,,,,85630.00319999999
1997-06-06,,,,75843.71712
1997-06-07,,,,68504.00256
1997-06-08,,,,66057.43104
1997-06-09,,,,61164.288
1997-06-10,,,,58717.71648
1997-06-11,,,,58717.71648
1997-06-12,,,,78290.28864
1997-06-13,,,,83183.43168
1997-06-14,,,,75843.71712
1997-06-15,,,,73397.1456
1997-06-16,,,,66057.43104
1997-06-17,,,,61164.288
1997-06-18,,,,56271.14496
1997-06-19,,,,51378.00192
1997-06-20,,,,48931.4304
1997-06-21,,,,44038.28736
1997-06-22,,,,44038.28736
1997-06-23,,,,41591.71584
1997-06-24,,,,39145.14432
1997-06-25,,,,34252.00128
1997-06-26,,,,31805.42976
1997-06-27,,,,29358.85824
1997-06-28,,,,29358.85824
1997-06-29,,,,26912.28672
1997-06-30,,,,29358.85824
1997-07-01,,,,29358.85824
1997-07-02,,,,26912.28672
1997-07-03,,,,23976.400896000003
