date,inflow(m3/d),avg air temperature (C),max air temperature (C),min air temperature (C),canal discharge (m3/d),outflow(m3/d)
1985-01-01,70950.57408,,,,0.0,70950.57408
1985-01-02,70950.57408,,,,0.0,70950.57408
1985-01-03,142684.0510464,,,,0.0,70950.57408
1985-01-04,101459.32093439999,,,,0.0,70950.57408
1985-01-05,91281.5834112,,,,0.0,70950.57408
1985-01-06,101508.2523648,,,,0.0,70950.57408
1985-01-07,131894.6706432,,,,0.0,70950.57408
1985-01-08,111808.31846400001,,,,0.0,70950.57408
1985-01-09,111832.7841792,,,,0.0,70950.57408
1985-01-10,50472.770457599996,,,,0.0,70950.57408
1985-01-11,111906.1813248,,,,0.0,70950.57408
1985-01-12,68504.00256,,,,0.0,68504.00256
1985-01-13,37799.529984,,,,0.0,68504.00256
1985-01-14,99208.475136,,,,0.0,68504.00256
1985-01-15,99208.475136,,,,0.0,68504.00256
1985-01-16,99281.8722816,,,,0.0,68504.00256
1985-01-17,109533.00695040001,,,,0.0,68504.00256
1985-01-18,99110.6122752,,,,0.0,68504.00256
1985-01-19,78779.60294400001,,,,0.0,68504.00256
1985-01-20,109655.3355264,,,,0.0,68504.00256
1985-01-21,143931.80252159998,,,,0.0,102756.00384
1985-01-22,143369.091072,,,,0.0,163920.29184
1985-01-23,102144.36096,,,,0.0,163920.29184
1985-01-24,123038.0817408,,,,0.0,163920.29184
1985-01-25,81886.7487744,,,,0.0,163920.29184
1985-01-26,71831.33982719999,,,,0.0,163920.29184
1985-01-27,92504.8691712,,,,0.0,163920.29184
1985-01-28,143785.0082304,,,,0.0,163920.29184
1985-01-29,123209.3417472,,,,0.0,163920.29184
1985-01-30,123209.3417472,,,,0.0,163920.29184
1985-01-31,102535.81240319999,,,,0.0,163920.29184
1985-02-01,92088.9520128,,,,0.0,215298.29376
1985-02-02,91428.37770239999,,,,0.0,357199.44192
1985-02-03,22924.375142399997,,,,0.0,357199.44192
1985-02-04,65690.445312,,,,0.0,357199.44192
1985-02-05,191909.0700288,,,,0.0,303374.86848
1985-02-06,158146.3830528,,,,0.0,16147.372032
1985-02-07,168984.6948864,,,,0.0,58717.71648
1985-02-08,126659.00759040001,,,,0.0,146794.2912
1985-02-09,86657.5632384,,,,0.0,146794.2912
1985-02-10,96419.3836032,,,,0.0,146794.2912
1985-02-11,126438.8161536,,,,0.0,146794.2912
1985-02-12,155601.948672,,,,0.0,256890.0096
1985-02-13,118658.71872,,,,0.0,310714.58304
1985-02-14,130035.276288,,,,0.0,310714.58304
1985-02-15,195774.6530304,,,,0.0,305821.44
1985-02-16,176471.20373759998,,,,0.0,305821.44
1985-02-17,127515.3076224,,,,0.0,305821.44
1985-02-18,153938.2800384,,,,0.0,303374.86848
1985-02-19,153669.1571712,,,,0.0,303374.86848
1985-02-20,164018.15470080002,,,,0.0,303374.86848
1985-02-21,135270.9393408,,,,0.0,303374.86848
1985-02-22,195138.54443520002,,,,0.0,303374.86848
1985-02-23,264033.9984384,,,,0.0,303374.86848
1985-02-24,303374.86848,,,,0.0,303374.86848
1985-02-25,293539.6509696,,,,0.0,303374.86848
1985-02-26,244461.4262784,,,,0.0,303374.86848
1985-02-27,244583.7548544,,,,0.0,303374.86848
1985-02-28,264254.1898752,,,,0.0,303374.86848
1985-03-01,332733.72672,,,,0.0,303374.86848
1985-03-02,293588.5824,,,,0.0,303374.86848
1985-03-03,225451.56556800002,,,,0.0,303374.86848
1985-03-04,283851.22775039996,,,,0.0,303374.86848
1985-03-05,244950.7405824,,,,0.0,303374.86848
1985-03-06,234063.4973184,,,,0.0,303374.86848
1985-03-07,185180.9983488,,,,0.0,303374.86848
1985-03-08,205022.69337599998,,,,0.0,303374.86848
1985-03-09,205560.93911039998,,,,0.0,303374.86848
1985-03-10,269122.8672,,,,0.0,298481.72544
1985-03-11,288719.9050752,,,,0.0,298481.72544
1985-03-12,318054.2976,,,,0.0,298481.72544
1985-03-13,366765.5365632,,,,0.0,298481.72544
1985-03-14,416357.5412736,,,,0.0,298481.72544
1985-03-15,505632.9360384,,,,0.0,298481.72544
1985-03-16,621208.9746431999,,,,0.0,298481.72544
1985-03-17,693847.683072,,,,0.0,298481.72544
1985-03-18,771061.4802432001,,,,0.0,303374.86848
1985-03-19,798340.7526912,,,,0.0,298481.72544
1985-03-20,822194.8250112,,,,0.0,428150.016
1985-03-21,693407.3001984,,,,0.0,472188.30336
1985-03-22,621086.6460672,,,,0.0,408577.44384
1985-03-23,560191.4809344,,,,0.0,315607.72608
1985-03-24,612890.6314752,,,,0.0,315583.2603648
1985-03-25,551799.7406208,,,,0.0,225084.57984
1985-03-26,488433.53825279995,,,,0.0,75843.71712
1985-03-27,439232.9849856,,,,0.0,75843.71712
1985-03-28,407354.15808,,,,0.0,75843.71712
1985-03-29,410705.9610624,,,,0.0,75843.71712
1985-03-30,370949.1738624,,,,0.0,75843.71712
1985-03-31,432211.3247232,,,,0.0,75843.71712
1985-04-01,648781.8356736,,,,0.0,75843.71712
1985-04-02,909415.0996991999,,,,0.0,75843.71712
1985-04-03,1060368.5624832,,,,0.0,75843.71712
1985-04-04,1013712.4435968,,,,117435.43296,97862.8608
1985-04-05,1023180.6753791999,,,,70950.57408,56271.14496
1985-04-06,1067096.6341632002,,,,92969.71776,44038.28736
1985-04-07,1224190.9914624,,,,92969.71776,44038.28736
1985-04-08,1197621.2247551999,,,,97862.8608,44038.28736
1985-04-09,1165620.0692736,,,,100309.43231999999,44038.28736
1985-04-10,1272437.3818368001,,,,112542.28992,44038.28736
1985-04-11,1169705.843712,,,,141901.14816,53824.57344
1985-04-12,1067390.2227456,,,,156580.57728,58717.71648
1985-04-13,928669.6175615999,,,,156580.57728,58717.71648
1985-04-14,961771.7302272,,,,159027.1488,61164.288
1985-04-15,945183.9753216,,,,159027.1488,61164.288
1985-04-16,862171.8036479999,,,,159027.1488,63610.85952
1985-04-17,786205.757952,,,,112542.28992,63610.85952
1985-04-18,762596.342784,,,,117435.43296,58717.71648
1985-04-19,619398.5117183999,,,,132114.86208,58717.71648
1985-04-20,573060.4471296,,,,132114.86208,61164.288
1985-04-21,588742.9705727999,,,,132114.86208,63610.85952
1985-04-22,466169.73742079997,,,,134561.4336,63610.85952
1985-04-23,428737.1931648,,,,95416.28928,63610.85952
1985-04-24,391867.3603584,,,,119882.00448,66057.43104
1985-04-25,365395.456512,,,,168813.43488,68504.00256
1985-04-26,347584.41584639996,,,,166366.86336,66057.43104
1985-04-27,297307.3711104,,,,161473.72032,58717.71648
1985-04-28,295643.7024768,,,,149240.86272,56271.14496
1985-04-29,313601.5374336,,,,105202.57536,53824.57344
1985-04-30,288401.85077759996,,,,100309.43231999999,58717.71648
1985-05-01,320965.7177088,,,,119882.00448,58717.71648
1985-05-02,273086.31306240003,,,,181046.29248,66057.43104
1985-05-03,335816.4068352,,,,210405.15072,73397.1456
1985-05-04,253807.3294848,,,,232424.29439999998,73397.1456
1985-05-05,248963.1178752,,,,229977.72288,70950.57408
1985-05-06,278175.181824,,,,217744.86528,73397.1456
1985-05-07,253293.5494656,,,,203065.43615999998,75843.71712
1985-05-08,229757.5314432,,,,244657.152,75843.71712
1985-05-09,211383.779328,,,,251996.86656,75843.71712
1985-05-10,215078.1023232,,,,237317.43744,80736.86016
1985-05-11,192961.09578240002,,,,210405.15072,85630.00319999999
1985-05-12,196190.5701888,,,,200618.86463999999,85630.00319999999
1985-05-13,156580.57728,,,,171260.00639999998,88076.57472
1985-05-14,216888.565248,,,,149240.86272,92969.71776
1985-05-15,132408.4506624,,,,146794.2912,88076.57472
1985-05-16,191028.3042816,,,,156580.57728,85630.00319999999
1985-05-17,138255.7565952,,,,173706.57792,80736.86016
1985-05-18,119221.43016959999,,,,210405.15072,75843.71712
1985-05-19,121252.0845312,,,,225084.57984,75843.71712
1985-05-20,158904.820224,,,,256890.0096,80736.86016
1985-05-21,110120.1841152,,,,278909.15327999997,85630.00319999999
1985-05-22,159638.79168,,,,269122.8672,80736.86016
1985-05-23,117092.91294719999,,,,276462.58176,80736.86016
1985-05-24,76210.702848,,,,278909.15327999997,75843.71712
1985-05-25,95147.1664128,,,,278909.15327999997,80736.86016
1985-05-26,84015.26599680001,,,,283802.29632,75843.71712
1985-05-27,90107.22908159999,,,,303374.86848,73397.1456
1985-05-28,90254.0233728,,,,291142.01088,73397.1456
1985-05-29,334593.1210752,,,,161473.72032,73397.1456
1985-05-30,192276.0557568,,,,63610.85952,66057.43104
1985-05-31,219604.2596352,,,,53824.57344,53824.57344
1985-06-01,229488.408576,,,,44038.28736,61164.288
1985-06-02,177621.09235199998,,,,44038.28736,58717.71648
1985-06-03,127711.03334400001,,,,44038.28736,58717.71648
1985-06-04,127784.4304896,,,,44038.28736,58717.71648
1985-06-05,115209.05287680001,,,,44038.28736,58717.71648
1985-06-06,137839.83943680002,,,,41591.71584,58717.71648
1985-06-07,150415.2170496,,,,41591.71584,58717.71648
1985-06-08,150121.6284672,,,,41591.71584,58717.71648
1985-06-09,115306.91573760001,,,,44038.28736,58717.71648
1985-06-10,137326.05941760002,,,,66057.43104,58717.71648
1985-06-11,100676.41804799999,,,,146794.2912,53824.57344
1985-06-12,96835.3007616,,,,203065.43615999998,56271.14496
1985-06-13,107404.489728,,,,210405.15072,58717.71648
1985-06-14,24416.783769600002,,,,227531.15136,58717.71648
1985-06-15,21676.623667199998,,,,247103.72352,61164.288
1985-06-16,95024.83783680001,,,,266676.29568,63610.85952
1985-06-17,59084.702207999995,,,,291142.01088,63610.85952
1985-06-18,87318.13754879999,,,,318054.2976,63610.85952
1985-06-19,-19988.4893184,,,,308268.01152,66057.43104
1985-06-20,-40808.8129536,,,,322947.44064,63610.85952
1985-06-21,15511.2634368,,,,310714.58304,56271.14496
1985-06-22,-32979.7840896,,,,300928.29696,56271.14496
1985-06-23,-70779.31407359999,,,,298481.72544,53824.57344
1985-06-24,-38117.5842816,,,,325394.01216,56271.14496
1985-06-25,20037.4207488,,,,313161.15456,56271.14496
1985-06-26,24930.5637888,,,,210405.15072,53824.57344
1985-06-27,18814.1349888,,,,46484.85888,44038.28736
1985-06-28,49910.059008,,,,5871.771648,44038.28736
1985-06-29,-35010.4384512,,,,61164.288,46484.85888
1985-06-30,18422.6835456,,,,159027.1488,61164.288
1985-07-01,46338.0645888,,,,291142.01088,63610.85952
1985-07-02,-8709.7946112,,,,352306.29888,53824.57344
1985-07-03,13798.6633728,,,,362092.58496,51378.00192
1985-07-04,-34129.672704,,,,359646.01344,51378.00192
1985-07-05,-10397.92896,,,,349859.72736,48931.4304
1985-07-06,-44160.615936,,,,337626.86976,46484.85888
1985-07-07,6728.07168,,,,340073.44127999997,48931.4304
1985-07-08,-28575.9553536,,,,369432.29952,51378.00192
1985-07-09,-16440.9606144,,,,376772.01408,51378.00192
1985-07-10,-10006.4775168,,,,381665.15712,53824.57344
1985-07-11,-11939.2690176,,,,386558.30016,53824.57344
1985-07-12,-24661.4409216,,,,376772.01408,48931.4304
1985-07-13,-32686.1955072,,,,349859.72736,44038.28736
1985-07-14,-19352.3807232,,,,347413.15584,44038.28736
1985-07-15,-90767.803392,,,,342520.01279999997,44038.28736
1985-07-16,-28845.0782208,,,,335180.29824,53824.57344
1985-07-17,-2299.7772287999996,,,,330287.1552,61164.288
1985-07-18,-43133.055897599996,,,,315607.72608,56271.14496
1985-07-19,-38509.0357248,,,,291142.01088,48931.4304
1985-07-20,-56417.9392512,,,,266676.29568,44038.28736
1985-07-21,-85458.74319359999,,,,266676.29568,46484.85888
1985-07-22,-88296.7661568,,,,288695.43936,48931.4304
1985-07-23,-49738.7990016,,,,291142.01088,53824.57344
1985-07-24,-60528.179404799994,,,,276462.58176,53824.57344
1985-07-25,-43964.890214399995,,,,269122.8672,53824.57344
1985-07-26,-53530.9848576,,,,239764.00896,53824.57344
1985-07-27,-38190.9814272,,,,249550.29504,56271.14496
1985-07-28,-42839.4673152,,,,244657.152,53824.57344
1985-07-29,-72834.4341504,,,,247103.72352,53824.57344
1985-07-30,-30582.144,,,,239764.00896,58717.71648
1985-07-31,-19939.557888,,,,181046.29248,53824.57344
1985-08-01,-31927.758336000003,,,,139454.57663999998,44038.28736
1985-08-02,-18226.957824,,,,124775.14752,51378.00192
1985-08-03,-19303.4492928,,,,124775.14752,48931.4304
1985-08-04,-35891.2041984,,,,129668.29056,46484.85888
1985-08-05,-22557.3894144,,,,154134.00576,44038.28736
1985-08-06,-37628.2699776,,,,161473.72032,44038.28736
1985-08-07,-36209.258496,,,,171260.00639999998,44038.28736
1985-08-08,-26961.2181504,,,,176153.14944,46484.85888
1985-08-09,-15046.414848,,,,166366.86336,46484.85888
1985-08-10,-56833.8564096,,,,176153.14944,46484.85888
1985-08-11,-20428.872192,,,,171260.00639999998,46484.85888
1985-08-12,-111685.989888,,,,154134.00576,44038.28736
1985-08-13,37090.0242432,,,,154134.00576,44038.28736
1985-08-14,-33102.1126656,,,,134561.4336,48931.4304
1985-08-15,-15168.743424,,,,137008.00512,44038.28736
1985-08-16,-14116.7176704,,,,146794.2912,44038.28736
1985-08-17,-5113.3344768,,,,161473.72032,36698.5728
1985-08-18,-42986.2616064,,,,168813.43488,39145.14432
1985-08-19,-17615.314944,,,,183492.864,41591.71584
1985-08-20,-54558.544896,,,,159027.1488,36698.5728
1985-08-21,-45408.36741119999,,,,156580.57728,36698.5728
1985-08-22,-27915.3810432,,,,154134.00576,36698.5728
1985-08-23,-36796.435660799994,,,,146794.2912,36698.5728
1985-08-24,1247.7514752,,,,168813.43488,41591.71584
1985-08-25,-4550.6230272,,,,166366.86336,36698.5728
1985-08-26,-42815.001599999996,,,,163920.29184,36698.5728
1985-08-27,-19768.2978816,,,,178599.72096,36698.5728
1985-08-28,-8734.260326399999,,,,178599.72096,36698.5728
1985-08-29,-63977.845248,,,,149240.86272,36698.5728
1985-08-30,-11107.4347008,,,,117435.43296,36698.5728
1985-08-31,-29921.5696896,,,,117435.43296,36698.5728
1985-09-01,-20233.1464704,,,,117435.43296,36698.5728
1985-09-02,10006.4775168,,,,110095.7184,36698.5728
1985-09-03,-40955.6072448,,,,85630.00319999999,36698.5728
1985-09-04,-20477.8036224,,,,78290.28864,36698.5728
1985-09-05,-16318.6320384,,,,90523.14624,36698.5728
1985-09-06,-21872.349388799998,,,,97862.8608,34252.00128
1985-09-07,-6923.7974016,,,,112542.28992,34252.00128
1985-09-08,2960.3515392,,,,112542.28992,34252.00128
1985-09-09,57127.444992000004,,,,112542.28992,34252.00128
1985-09-10,-124873.0103808,,,,107649.14688,34252.00128
1985-09-11,-35989.0670592,,,,75843.71712,29358.85824
1985-09-12,13162.5547776,,,,51378.00192,15168.743424
1985-09-13,8954.4517632,,,,39145.14432,14190.114816
1985-09-14,29456.721100799998,,,,31805.42976,15168.743424
1985-09-15,-7143.9888384,,,,31805.42976,14190.114816
1985-09-16,-9492.6974976,,,,29358.85824,14190.114816
1985-09-17,8269.4117376,,,,29358.85824,14190.114816
1985-09-18,-9296.971776,,,,29358.85824,14190.114816
1985-09-19,8611.9317504,,,,29358.85824,14190.114816
1985-09-20,-9101.2460544,,,,29358.85824,14190.114816
1985-09-21,-8978.917478399999,,,,29358.85824,14190.114816
1985-09-22,7853.4945792,,,,29358.85824,13456.14336
1985-09-23,10422.3946752,,,,41591.71584,12477.514752
1985-09-24,-41518.3186944,,,,83183.43168,14190.114816
1985-09-25,-733.971456,,,,107649.14688,12477.514752
1985-09-26,-30998.0611584,,,,112542.28992,12477.514752
1985-09-27,-9345.9032064,,,,100309.43231999999,11743.543296
1985-09-28,97.8628608,,,,110095.7184,11009.57184
1985-09-29,-8367.2745984,,,,110095.7184,10275.600384
1985-09-30,7657.7688576,,,,107649.14688,11009.57184
1985-10-01,10397.92896,,,,100309.43231999999,20795.85792
1985-10-02,5480.3202048,,,,110095.7184,39145.14432
1985-10-03,11278.6947072,,,,114988.86144,41591.71584
1985-10-04,10275.600384,,,,127221.71904,36698.5728
1985-10-05,-21652.157951999998,,,,110095.7184,29358.85824
1985-10-06,4697.4173184,,,,102756.00384,36698.5728
1985-10-07,24074.2637568,,,,80736.86016,44038.28736
1985-10-08,19817.229312,,,,68504.00256,51378.00192
1985-10-09,-22532.9236992,,,,68504.00256,51378.00192
1985-10-10,-4183.6372992,,,,70950.57408,51378.00192
1985-10-11,13064.691916799999,,,,70950.57408,51378.00192
1985-10-12,30508.7468544,,,,70950.57408,51378.00192
1985-10-13,5749.443072,,,,70950.57408,51378.00192
1985-10-14,1272.2171904,,,,21040.515072,21529.829376
1985-10-15,30337.486848,,,,21529.829376,8807.657472
1985-10-16,30851.266867199996,,,,34252.00128,4893.14304
1985-10-17,14312.443392,,,,34252.00128,4893.14304
1985-10-18,1321.1486208000001,,,,9786.28608,8073.686016
1985-10-19,26814.4238592,,,,0.0,10275.600384
1985-10-20,-39340.87004159999,,,,0.0,10275.600384
1985-10-21,40025.9100672,,,,15413.400576,8073.686016
1985-10-22,57200.8421376,,,,44038.28736,4893.14304
1985-10-23,43744.698777599995,,,,31805.42976,3669.85728
1985-10-24,8416.2060288,,,,22019.14368,2935.885824
1985-10-25,41518.3186944,,,,22043.609395199997,2935.885824
1985-10-26,41738.5101312,,,,22263.800831999997,2935.885824
1985-10-27,25689.00096,,,,22753.115136,2935.885824
1985-10-28,23438.1551616,,,,7584.371712,7584.371712
1985-10-29,10275.600384,,,,0.0,10275.600384
1985-10-30,18569.4778368,,,,0.0,10275.600384
1985-10-31,35132.767027199996,,,,0.0,10275.600384
1985-11-01,1981.7229312000002,,,,0.0,10275.600384
1985-11-02,25909.1923968,,,,0.0,9541.628928
1985-11-03,9541.628928,,,,0.0,9541.628928
1985-11-04,59378.290790399995,,,,0.0,9541.628928
1985-11-05,26178.315263999997,,,,0.0,9541.628928
1985-11-06,1198.8200448,,,,0.0,9541.628928
1985-11-07,42839.4673152,,,,0.0,9541.628928
1985-11-08,26202.7809792,,,,0.0,9541.628928
1985-11-09,34570.055577600004,,,,0.0,9541.628928
1985-11-10,11645.6804352,,,,0.0,9541.628928
1985-11-11,11621.21472,,,,0.0,9541.628928
1985-11-12,11645.6804352,,,,0.0,9541.628928
1985-11-13,11621.21472,,,,0.0,9541.628928
1985-11-14,9541.628928,,,,0.0,9541.628928
1985-11-15,42937.330176,,,,0.0,9541.628928
1985-11-16,26276.1781248,,,,0.0,9541.628928
1985-11-17,42839.4673152,,,,0.0,9541.628928
1985-11-18,26325.1095552,,,,0.0,9541.628928
1985-11-19,43084.124467199996,,,,0.0,9541.628928
1985-11-20,34765.7812992,,,,0.0,9541.628928
1985-11-21,43206.4530432,,,,0.0,9541.628928
1985-11-22,-7290.7831295999995,,,,0.0,9541.628928
1985-11-23,12330.7204608,,,,0.0,9541.628928
1985-11-24,12355.186176,,,,0.0,9541.628928
1985-11-25,12330.7204608,,,,0.0,9541.628928
1985-11-26,36282.6556416,,,,0.0,9541.628928
1985-11-27,36282.6556416,,,,0.0,9541.628928
1985-11-28,36282.6556416,,,,0.0,9541.628928
1985-11-29,36282.6556416,,,,0.0,9541.628928
1985-11-30,36282.6556416,,,,0.0,9541.628928
1985-12-01,36282.6556416,,,,0.0,9541.628928
1985-12-02,36282.6556416,,,,0.0,9541.628928
1985-12-03,36282.6556416,,,,0.0,9541.628928
1985-12-04,36282.6556416,,,,0.0,9541.628928
1985-12-05,36282.6556416,,,,0.0,9541.628928
1985-12-06,36282.6556416,,,,0.0,9541.628928
1985-12-07,59427.222220799995,,,,0.0,9541.628928
1985-12-08,69458.1654528,,,,0.0,9541.628928
1985-12-09,46558.2560256,,,,0.0,9541.628928
1985-12-10,120567.0445056,,,,0.0,9541.628928
1985-12-11,28184.5039104,,,,0.0,9541.628928
1985-12-12,-21431.966515199998,,,,0.0,9541.628928
1985-12-13,32074.5526272,,,,0.0,9541.628928
1985-12-14,144959.36256,,,,0.0,9541.628928
1985-12-15,-75183.1428096,,,,0.0,9541.628928
1985-12-16,85776.7974912,,,,0.0,9541.628928
1985-12-17,707328.2921472,,,,0.0,9541.628928
1985-12-18,-756039.5311104,,,,0.0,9541.628928
1985-12-19,9541.628928,,,,0.0,9541.628928
1985-12-20,119588.4158976,,,,0.0,9541.628928
1985-12-21,9541.628928,,,,0.0,9541.628928
1985-12-22,10275.600384,,,,0.0,10275.600384
1985-12-23,9541.628928,,,,0.0,9541.628928
1985-12-24,9541.628928,,,,0.0,9541.628928
1985-12-25,9541.628928,,,,0.0,9541.628928
1985-12-26,9541.628928,,,,0.0,9541.628928
1985-12-27,9541.628928,,,,0.0,9541.628928
1985-12-28,9541.628928,,,,0.0,9541.628928
1985-12-29,9541.628928,,,,0.0,9541.628928
1985-12-30,9541.628928,,,,0.0,9541.628928
1985-12-31,18055.6978176,,,,0.0,9541.628928
1986-01-01,1027.5600384,,,,0.0,9541.628928
1986-01-02,18055.6978176,,,,0.0,9541.628928
1986-01-03,1027.5600384,,,,0.0,9541.628928
1986-01-04,18055.6978176,,,,0.0,9541.628928
1986-01-05,9541.628928,,,,0.0,9541.628928
1986-01-06,1027.5600384,,,,0.0,9541.628928
1986-01-07,9541.628928,,,,0.0,9541.628928
1986-01-08,18055.6978176,,,,0.0,9541.628928
1986-01-09,614040.5200896,,,,0.0,9541.628928
1986-01-10,104175.01532159999,,,,0.0,10275.600384
1986-01-11,225304.7712768,,,,0.0,10275.600384
1986-01-12,88223.3690112,,,,0.0,10275.600384
1986-01-13,62387.57376,,,,0.0,10275.600384
1986-01-14,97177.8207744,,,,0.0,10275.600384
1986-01-15,96761.903616,,,,0.0,10275.600384
1986-01-16,217842.7281408,,,,0.0,10275.600384
1986-01-17,309809.3515776,,,,0.0,10275.600384
1986-01-18,245366.6577408,,,,0.0,11009.57184
1986-01-19,257697.3782016,,,,0.0,11009.57184
1986-01-20,257697.3782016,,,,0.0,11009.57184
1986-01-21,245366.6577408,,,,0.0,11009.57184
1986-01-22,224962.251264,,,,0.0,11743.543296
1986-01-23,218356.50816,,,,0.0,11743.543296
1986-01-24,191517.6185856,,,,0.0,11009.57184
1986-01-25,138280.22231040001,,,,0.0,11009.57184
1986-01-26,147797.38552319998,,,,0.0,11009.57184
1986-01-27,139552.43950079998,,,,0.0,11009.57184
1986-01-28,176838.1894656,,,,0.0,11009.57184
1986-01-29,341981.7670656,,,,0.0,11009.57184
1986-01-30,833571.3825792,,,,0.0,11009.57184
1986-01-31,857719.0434816,,,,0.0,11743.543296
1986-02-01,703731.8320127999,,,,0.0,11743.543296
1986-02-02,555176.0093183999,,,,0.0,13456.14336
1986-02-03,483540.39521279995,,,,0.0,13456.14336
1986-02-04,455502.68559360004,,,,0.0,14190.114816
1986-02-05,350153.3159424,,,,0.0,14190.114816
1986-02-06,343620.96998399997,,,,0.0,14190.114816
1986-02-07,272792.72448,,,,0.0,15168.743424
1986-02-08,204655.707648,,,,0.0,15168.743424
1986-02-09,215885.47092479997,,,,0.0,15168.743424
1986-02-10,197120.2673664,,,,0.0,15168.743424
1986-02-11,207346.93632,,,,0.0,15168.743424
1986-02-12,205854.5276928,,,,0.0,15168.743424
1986-02-13,206955.4848768,,,,0.0,15168.743424
1986-02-14,187921.1584512,,,,0.0,15168.743424
1986-02-15,188581.7327616,,,,0.0,15168.743424
1986-02-16,302273.911296,,,,0.0,15168.743424
1986-02-17,661088.0904191999,,,,0.0,15168.743424
1986-02-18,824274.4108032001,,,,0.0,15168.743424
1986-02-19,707891.0035967999,,,,0.0,15168.743424
1986-02-20,521290.9937664,,,,0.0,16147.372032
1986-02-21,516813.76788480004,,,,0.0,16147.372032
1986-02-22,3258074.8274688,,,,0.0,16147.372032
1986-02-23,3502291.5965952,,,,0.0,17859.972095999998
1986-02-24,2983520.5714944,,,,0.0,161473.72032
1986-02-25,2662090.0051968,,,,0.0,379218.5856
1986-02-26,2359449.1081728,,,,0.0,447722.58816
1986-02-27,2150829.9546624,,,,0.0,440382.8736
1986-02-28,2052526.7109888,,,,0.0,1003094.3232
1986-03-01,1833289.4370816,,,,0.0,1149888.6144
1986-03-02,1579041.7247231998,,,,0.0,1162121.472
1986-03-03,1414827.8443008,,,,0.0,1167014.61504
1986-03-04,1258712.1156096,,,,0.0,1167014.61504
1986-03-05,1201462.3420416,,,,0.0,1162121.472
1986-03-06,1253965.7668607999,,,,0.0,1162121.472
1986-03-07,1968291.2535552,,,,0.0,1162121.472
1986-03-08,2038630.1847552,,,,0.0,1162121.472
1986-03-09,1771073.1233279998,,,,0.0,1167014.61504
1986-03-10,1046080.5848064,,,,0.0,1167014.61504
1986-03-11,1274541.433344,,,,0.0,1167014.61504
1986-03-12,1158500.5461503998,,,,0.0,1171907.75808
1986-03-13,1085127.8662655998,,,,0.0,1179247.47264
1986-03-14,929819.506176,,,,0.0,1171907.75808
1986-03-15,917513.2514304,,,,0.0,1171907.75808
1986-03-16,772260.3002879999,,,,0.0,1171907.75808
1986-03-17,706741.1149824,,,,0.0,773116.60032
1986-03-18,681223.3740287999,,,,0.0,574944.3072
1986-03-19,619692.1003007999,,,,0.0,579837.45024
1986-03-20,610859.9771136,,,,0.0,437936.30208
1986-03-21,618199.6916736,,,,0.0,337626.86976
1986-03-22,611006.7714048,,,,0.0,342520.01279999997
1986-03-23,651497.5300608,,,,0.0,342520.01279999997
1986-03-24,698716.3603968,,,,0.0,362092.58496
1986-03-25,640023.1096320001,,,,0.0,599410.0224
1986-03-26,560191.4809344,,,,0.0,641001.73824
1986-03-27,641001.73824,,,,0.0,641001.73824
1986-03-28,610370.6628096,,,,0.0,623875.7376
1986-03-29,642273.9554304,,,,0.0,628768.88064
1986-03-30,623875.7376,,,,0.0,623875.7376
1986-03-31,538025.5429632,,,,0.0,618982.59456
1986-04-01,584730.59328,,,,0.0,584730.59328
1986-04-02,525866.0825088,,,,0.0,579837.45024
1986-04-03,418314.79848959995,,,,0.0,579837.45024
1986-04-04,456677.0399232,,,,0.0,496654.01856
1986-04-05,420883.6985856,,,,0.0,447722.58816
1986-04-06,380613.1313664,,,,0.0,447722.58816
1986-04-07,394020.34329600004,,,,0.0,447722.58816
1986-04-08,366765.5365632,,,,0.0,447722.58816
1986-04-09,367205.9194368,,,,0.0,286248.86784
1986-04-10,337284.34974720003,,,,0.0,203065.43615999998
1986-04-11,307827.6286464,,,,112542.28992,88076.57472
1986-04-12,297380.768256,,,,110095.7184,39145.14432
1986-04-13,247348.38067199997,,,,110095.7184,56271.14496
1986-04-14,275190.36456960003,,,,205512.00768,83183.43168
1986-04-15,282481.14769919997,,,,266676.29568,56271.14496
1986-04-16,267801.7185792,,,,264229.72416,44038.28736
1986-04-17,262908.5755392,,,,264229.72416,39145.14432
1986-04-18,168813.43488,,,,264229.72416,39145.14432
1986-04-19,167002.97195520002,,,,261783.15264,39145.14432
1986-04-20,156507.1801344,,,,254443.43808,36698.5728
1986-04-21,194722.62727680002,,,,254443.43808,34252.00128
1986-04-22,197731.9102464,,,,322947.44064,44038.28736
1986-04-23,289307.08224,,,,318054.2976,44038.28736
1986-04-24,258578.1439488,,,,291142.01088,34252.00128
1986-04-25,202673.9847168,,,,266676.29568,29358.85824
1986-04-26,178110.40665599998,,,,244657.152,26912.28672
1986-04-27,219261.7396224,,,,232424.29439999998,26912.28672
1986-04-28,193254.6843648,,,,195725.7216,24221.058048
1986-04-29,173021.53789439998,,,,176153.14944,23487.086592
1986-04-30,151222.5856512,,,,181046.29248,23487.086592
1986-05-01,144274.3225344,,,,183492.864,26912.28672
1986-05-02,205512.00768,,,,171260.00639999998,34252.00128
1986-05-03,203065.43615999998,,,,163920.29184,39145.14432
1986-05-04,215298.29376,,,,168813.43488,46484.85888
1986-05-05,247837.694976,,,,163920.29184,44038.28736
1986-05-06,208398.9620736,,,,132114.86208,36698.5728
1986-05-07,175908.492288,,,,107649.14688,41591.71584
