date,inflow(m3/d),avg air temperature (C),max air temperature (C),min air temperature (C),canal discharge (m3/d),outflow(m3/d)
1982-05-30,,,,,276462.58176,73397.1456
1982-05-31,,,,,276462.58176,73397.1456
1982-06-01,,,,,278909.15327999997,68504.00256
1982-06-02,,,,,249550.29504,46484.85888
1982-06-03,,,,,232424.29439999998,46484.85888
1982-06-04,,,,,225084.57984,46484.85888
1982-06-05,,,,,217744.86528,44038.28736
1982-06-06,,,,,220191.4368,44038.28736
1982-06-07,,,,,215298.29376,44038.28736
1982-06-08,,,,,207958.5792,41591.71584
1982-06-09,,,,,229977.72288,53824.57344
1982-06-10,,,,,261783.15264,63610.85952
1982-06-11,,,,,293588.5824,66057.43104
1982-06-12,,,,,310714.58304,63610.85952
1982-06-13,,,,,288695.43936,63610.85952
1982-06-14,,,,,217744.86528,61164.288
1982-06-15,,,,,154134.00576,58717.71648
1982-06-16,,,,,112542.28992,58717.71648
1982-06-17,,,,,146794.2912,56271.14496
1982-06-18,,,,,210405.15072,61164.288
1982-06-19,,,,,291142.01088,61164.288
1982-06-20,,,,,269122.8672,61164.288
1982-06-21,,,,,190832.57856,51378.00192
1982-06-22,,,,,181046.29248,20306.543616000003
1982-06-23,,,,,195725.7216,24465.7152
1982-06-24,,,,,237317.43744,34252.00128
1982-06-25,,,,,200618.86463999999,41591.71584
1982-06-26,,,,,190832.57856,41591.71584
1982-06-27,,,,,190832.57856,44038.28736
1982-06-28,,,,,183492.864,36698.5728
1982-06-29,,,,,141901.14816,26912.28672
1982-06-30,,,,,97862.8608,31805.42976
1982-07-01,,,,,53824.57344,26912.28672
1982-07-02,,,,,17859.972095999998,26912.28672
1982-07-03,,,,,978.628608,26912.28672
1982-07-04,,,,,489.314304,29358.85824
1982-07-05,,,,,244.657152,29358.85824
1982-07-06,,,,,0.0,29358.85824
1982-07-07,,,,,15658.057728,29358.85824
1982-07-08,,,,,36698.5728,24465.7152
1982-07-09,,,,,97862.8608,26912.28672
1982-07-10,,,,,171260.00639999998,29358.85824
1982-07-11,,,,,185939.43552,29358.85824
1982-07-12,,,,,264229.72416,31805.42976
1982-07-13,,,,,352306.29888,36698.5728
1982-07-14,,,,,347413.15584,26912.28672
1982-07-15,,,,,337626.86976,24465.7152
1982-07-16,,,,,332733.72672,26912.28672
1982-07-17,,,,,337626.86976,29358.85824
1982-07-18,,,,,342520.01279999997,29358.85824
1982-07-19,,,,,344966.58432,39145.14432
1982-07-20,,,,,349859.72736,44038.28736
1982-07-21,,,,,349859.72736,44038.28736
1982-07-22,,,,,357199.44192,44038.28736
1982-07-23,,,,,357199.44192,41591.71584
1982-07-24,,,,,357199.44192,41591.71584
1982-07-25,,,,,357199.44192,44038.28736
1982-07-26,,,,,357199.44192,48931.4304
1982-07-27,,,,,344966.58432,53824.57344
1982-07-28,,,,,335180.29824,56271.14496
1982-07-29,,,,,340073.44127999997,61164.288
1982-07-30,,,,,325394.01216,70950.57408
1982-07-31,,,,,296035.15392,73397.1456
1982-08-01,,,,,293588.5824,73397.1456
1982-08-02,,,,,291142.01088,70950.57408
1982-08-03,,,,,269122.8672,56271.14496
1982-08-04,,,,,239764.00896,56271.14496
1982-08-05,,,,,225084.57984,56271.14496
1982-08-06,,,,,232424.29439999998,56271.14496
1982-08-07,,,,,234870.86592,56271.14496
1982-08-08,,,,,229977.72288,56271.14496
1982-08-09,,,,,239764.00896,56271.14496
1982-08-10,,,,,239764.00896,56271.14496
1982-08-11,,,,,220191.4368,61164.288
1982-08-12,,,,,207958.5792,51378.00192
1982-08-13,,,,,176153.14944,44038.28736
1982-08-14,,,,,141901.14816,48931.4304
1982-08-15,,,,,132114.86208,51378.00192
1982-08-16,,,,,203065.43615999998,46484.85888
1982-08-17,,,,,234870.86592,29358.85824
1982-08-18,,,,,251996.86656,26912.28672
1982-08-19,,,,,237317.43744,26912.28672
1982-08-20,,,,,229977.72288,26912.28672
1982-08-21,,,,,225084.57984,41591.71584
1982-08-22,,,,,222638.00832,46484.85888
1982-08-23,,,,,222638.00832,46484.85888
1982-08-24,,,,,222638.00832,48931.4304
1982-08-25,,,,,222638.00832,46484.85888
1982-08-26,,,,,222638.00832,46484.85888
1982-08-27,,,,,210405.15072,39145.14432
1982-08-28,,,,,215298.29376,31805.42976
1982-08-29,,,,,207958.5792,29358.85824
1982-08-30,,,,,166366.86336,34252.00128
1982-08-31,,,,,124775.14752,26912.28672
1982-09-01,,,,,95416.28928,29358.85824
1982-09-02,,,,,85630.00319999999,31805.42976
1982-09-03,,,,,73397.1456,29358.85824
1982-09-04,,,,,73397.1456,29358.85824
1982-09-05,,,,,75843.71712,31805.42976
1982-09-06,,,,,83183.43168,36698.5728
1982-09-07,,,,,92969.71776,34252.00128
1982-09-08,,,,,114988.86144,31805.42976
1982-09-09,,,,,114988.86144,39145.14432
1982-09-10,,,,,97862.8608,48931.4304
1982-09-11,,,,,88076.57472,48931.4304
1982-09-12,,,,,88076.57472,48931.4304
1982-09-13,,,,,92969.71776,36698.5728
1982-09-14,,,,,100309.43231999999,21529.829376
1982-09-15,,,,,80736.86016,22753.115136
1982-09-16,,,,,75843.71712,22753.115136
1982-09-17,,,,,61164.288,26912.28672
1982-09-18,,,,,53824.57344,26912.28672
1982-09-19,,,,,51378.00192,26912.28672
1982-09-20,,,,,44038.28736,29358.85824
1982-09-21,,,,,44038.28736,29358.85824
1982-09-22,,,,,44038.28736,19327.915008
1982-09-23,,,,,44038.28736,15168.743424
1982-09-24,,,,,44038.28736,15168.743424
1982-09-25,,,,,44038.28736,15168.743424
1982-09-26,,,,,44038.28736,15168.743424
1982-09-27,,,,,44038.28736,14434.771968000001
1982-09-28,,,,,46484.85888,11009.57184
1982-09-29,,,,,41591.71584,10030.943232
1982-09-30,,,,,29358.85824,10030.943232
1982-10-01,,,,,34252.00128,8563.00032
1982-10-02,,,,,51378.00192,9296.971776
1982-10-03,,,,,48931.4304,11743.543296
1982-10-04,,,,,46484.85888,13456.14336
1982-10-05,,,,,36698.5728,11743.543296
1982-10-06,,,,,29358.85824,11743.543296
1982-10-07,,,,,26912.28672,11743.543296
1982-10-08,,,,,26912.28672,11743.543296
1982-10-09,,,,,29358.85824,11743.543296
1982-10-10,,,,,29358.85824,11743.543296
1982-10-11,,,,,29358.85824,11743.543296
1982-10-12,,,,,31805.42976,12722.171904
1982-10-13,,,,,39145.14432,13456.14336
1982-10-14,,,,,56271.14496,11009.57184
1982-10-15,,,,,68504.00256,8563.00032
1982-10-16,,,,,68504.00256,8563.00032
1982-10-17,,,,,48931.4304,11743.543296
1982-10-18,,,,,0.0,20306.543616000003
1982-10-19,,,,,0.0,20306.543616000003
1982-10-20,,,,,0.0,20306.543616000003
1982-10-21,,,,,0.0,19327.915008
1982-10-22,,,,,0.0,19327.915008
1982-10-23,,,,,0.0,19327.915008
1982-10-24,,,,,4648.485888,10520.257536
1982-10-25,,,,,8318.343168,5382.457344
1982-10-26,,,,,8563.00032,4159.171584
1982-10-27,,,,,4648.485888,8563.00032
1982-10-28,,,,,0.0,14434.771968000001
1982-10-29,,,,,0.0,15168.743424
1982-10-30,,,,,0.0,14434.771968000001
1982-10-31,,,,,0.0,14434.771968000001
1982-11-01,,,,,0.0,14434.771968000001
1982-11-02,,,,,0.0,14434.771968000001
1982-11-03,,,,,0.0,15168.743424
1982-11-04,,,,,0.0,15168.743424
1982-11-05,,,,,0.0,16147.372032
1982-11-06,,,,,0.0,16147.372032
1982-11-07,,,,,0.0,16147.372032
1982-11-08,,,,,0.0,16147.372032
1982-11-09,,,,,0.0,17126.00064
1982-11-10,,,,,0.0,17126.00064
1982-11-11,,,,,0.0,16147.372032
1982-11-12,,,,,0.0,16147.372032
1982-11-13,,,,,0.0,17126.00064
1982-11-14,,,,,0.0,16147.372032
1982-11-15,,,,,0.0,16147.372032
1982-11-16,,,,,0.0,16147.372032
1982-11-17,,,,,0.0,16147.372032
1982-11-18,,,,,0.0,17126.00064
1982-11-19,,,,,0.0,17126.00064
1982-11-20,,,,,0.0,17126.00064
1982-11-21,,,,,0.0,17126.00064
1982-11-22,,,,,0.0,17126.00064
1982-11-23,,,,,0.0,17126.00064
1982-11-24,,,,,0.0,16147.372032
1982-11-25,,,,,0.0,16147.372032
1982-11-26,,,,,0.0,16147.372032
1982-11-27,,,,,0.0,18349.2864
1982-11-28,,,,,0.0,18349.2864
1982-11-29,,,,,0.0,16147.372032
1982-11-30,,,,,0.0,16147.372032
1982-12-01,,,,,0.0,16147.372032
1982-12-02,,,,,0.0,16147.372032
1982-12-03,,,,,0.0,16147.372032
1982-12-04,,,,,0.0,16147.372032
1982-12-05,,,,,0.0,17126.00064
1982-12-06,,,,,0.0,17126.00064
1982-12-07,,,,,0.0,17126.00064
1982-12-08,,,,,0.0,17126.00064
1982-12-09,,,,,0.0,17126.00064
1982-12-10,,,,,0.0,17126.00064
1982-12-11,,,,,0.0,17126.00064
1982-12-12,,,,,0.0,17126.00064
1982-12-13,,,,,0.0,17126.00064
1982-12-14,,,,,0.0,73397.1456
1982-12-15,,,,,0.0,119882.00448
1982-12-16,,,,,0.0,124775.14752
1982-12-17,,,,,0.0,124775.14752
1982-12-18,,,,,0.0,403684.30079999997
1982-12-19,,,,,0.0,543138.87744
1982-12-20,,,,,0.0,313161.15456
1982-12-21,,,,,0.0,183492.864
1982-12-22,,,,,0.0,183492.864
1982-12-23,,,,,0.0,146794.2912
1982-12-24,,,,,0.0,78290.28864
1982-12-25,,,,,0.0,78290.28864
1982-12-26,,,,,0.0,78290.28864
1982-12-27,,,,,0.0,78290.28864
1982-12-28,,,,,0.0,80736.86016
1982-12-29,,,,,0.0,80736.86016
1982-12-30,,,,,0.0,80736.86016
1982-12-31,,,,,0.0,80736.86016
1983-01-01,,,,,0.0,80736.86016
1983-01-02,,,,,0.0,80736.86016
1983-01-03,,,,,0.0,80736.86016
1983-01-04,,,,,0.0,80736.86016
1983-01-05,,,,,0.0,80736.86016
1983-01-06,,,,,0.0,80736.86016
1983-01-07,,,,,0.0,80736.86016
1983-01-08,,,,,0.0,83183.43168
1983-01-09,,,,,0.0,85630.00319999999
1983-01-10,,,,,0.0,83183.43168
1983-01-11,,,,,0.0,83183.43168
1983-01-12,,,,,0.0,83183.43168
1983-01-13,,,,,0.0,144347.71968
1983-01-14,,,,,0.0,244657.152
1983-01-15,,,,,0.0,239764.00896
1983-01-16,,,,,0.0,239764.00896
1983-01-17,,,,,0.0,239764.00896
1983-01-18,,,,,0.0,159027.1488
1983-01-19,,,,,0.0,124775.14752
1983-01-20,,,,,0.0,124775.14752
1983-01-21,,,,,0.0,124775.14752
1983-01-22,,,,,0.0,124775.14752
1983-01-23,,,,,0.0,124775.14752
1983-01-24,,,,,0.0,124775.14752
1983-01-25,,,,,0.0,124775.14752
1983-01-26,,,,,0.0,124775.14752
1983-01-27,,,,,0.0,212851.72224
1983-01-28,,,,,0.0,288695.43936
1983-01-29,,,,,0.0,288695.43936
1983-01-30,,,,,0.0,288695.43936
1983-01-31,,,,,0.0,288695.43936
1983-02-01,,,,,0.0,288695.43936
1983-02-02,,,,,0.0,288695.43936
1983-02-03,,,,,0.0,291142.01088
1983-02-04,,,,,0.0,176153.14944
1983-02-05,,,,,0.0,137008.00512
1983-02-06,,,,,0.0,137008.00512
1983-02-07,,,,,0.0,137008.00512
1983-02-08,,,,,0.0,137008.00512
1983-02-09,,,,,0.0,83183.43168
1983-02-10,,,,,0.0,63610.85952
1983-02-11,,,,,0.0,63610.85952
1983-02-12,,,,,0.0,63610.85952
1983-02-13,,,,,0.0,63610.85952
1983-02-14,,,,,0.0,63610.85952
1983-02-15,,,,,0.0,63610.85952
1983-02-16,,,,,0.0,63610.85952
1983-02-17,,,,,0.0,66057.43104
1983-02-18,,,,,0.0,366985.728
1983-02-19,,,,,0.0,616536.02304
1983-02-20,,,,,0.0,616536.02304
1983-02-21,,,,,0.0,621429.16608
1983-02-22,,,,,0.0,851406.88896
1983-02-23,,,,,0.0,1052025.7536
1983-02-24,,,,,0.0,1052025.7536
1983-02-25,,,,,0.0,1052025.7536
1983-02-26,,,,,0.0,1052025.7536
1983-02-27,,,,,0.0,1052025.7536
1983-02-28,,,,,0.0,1052025.7536
1983-03-01,,,,,0.0,1052025.7536
1983-03-02,,,,,0.0,709505.7408
1983-03-03,,,,,0.0,1052025.7536
1983-03-04,,,,,0.0,905231.4624
1983-03-05,,,,,0.0,851406.88896
1983-03-06,,,,,0.0,875872.60416
1983-03-07,,,,,0.0,888105.46176
1983-03-08,,,,,0.0,888105.46176
1983-03-09,,,,,0.0,892998.6048
1983-03-10,,,,,0.0,892998.6048
1983-03-11,,,,,0.0,900338.31936
1983-03-12,,,,,0.0,900338.31936
1983-03-13,,,,,0.0,905231.4624
1983-03-14,,,,,0.0,961502.60736
1983-03-15,,,,,0.0,1088724.3264
1983-03-16,,,,,0.0,1088724.3264
1983-03-17,,,,,0.0,1088724.3264
1983-03-18,,,,,0.0,1088724.3264
1983-03-19,,,,,0.0,1088724.3264
1983-03-20,,,,,0.0,1088724.3264
1983-03-21,,,,,0.0,1010434.03776
1983-03-22,,,,,0.0,667914.02496
1983-03-23,,,,,0.0,276462.58176
1983-03-24,,,,,0.0,276462.58176
1983-03-25,,,,,0.0,168813.43488
1983-03-26,,,,,0.0,97862.8608
1983-03-27,,,,,0.0,97862.8608
1983-03-28,,,,,0.0,97862.8608
1983-03-29,,,,,0.0,472188.30336
1983-03-30,,,,,0.0,917464.32
1983-03-31,,,,,0.0,853853.46048
1983-04-01,,,,,0.0,1108296.89856
1983-04-02,,,,,0.0,1113190.0415999999
1983-04-03,,,,,0.0,1113190.0415999999
1983-04-04,,,,,0.0,1113190.0415999999
1983-04-05,,,,,0.0,1113190.0415999999
1983-04-06,,,,,0.0,1108296.89856
1983-04-07,,,,,0.0,1096064.04096
1983-04-08,,,,,0.0,1100957.184
1983-04-09,,,,,0.0,1096064.04096
1983-04-10,,,,,0.0,1096064.04096
1983-04-11,,,,,0.0,1096064.04096
1983-04-12,,,,,0.0,1088724.3264
1983-04-13,,,,,0.0,1083831.18336
1983-04-14,,,,,0.0,1083831.18336
1983-04-15,,,,,0.0,755990.59968
1983-04-16,,,,,0.0,631215.45216
1983-04-17,,,,,0.0,631215.45216
1983-04-18,,,,,0.0,631215.45216
1983-04-19,,,,,114988.86144,516226.59072
1983-04-20,,,,,124775.14752,506440.30464
1983-04-21,,,,,46484.85888,844067.1744
1983-04-22,,,,,0.0,1076491.4688
1983-04-23,,,,,0.0,1076491.4688
1983-04-24,,,,,53824.57344,1027560.0384
1983-04-25,,,,,127221.71904,954162.8928
1983-04-26,,,,,122328.576,663020.88192
1983-04-27,,,,,122328.576,560264.8780799999
1983-04-28,,,,,122328.576,560264.8780799999
1983-04-29,,,,,124775.14752,389004.87168
1983-04-30,,,,,124775.14752,325394.01216
1983-05-01,,,,,127221.71904,325394.01216
1983-05-02,,,,,127221.71904,320500.86912
1983-05-03,,,,,124775.14752,320500.86912
1983-05-04,,,,,122328.576,220191.4368
1983-05-05,,,,,141901.14816,523566.30528
1983-05-06,,,,,141901.14816,802475.4585599999
1983-05-07,,,,,141901.14816,802475.4585599999
1983-05-08,,,,,141901.14816,802475.4585599999
1983-05-09,,,,,139454.57663999998,802475.4585599999
1983-05-10,,,,,139454.57663999998,807368.6015999999
1983-05-11,,,,,132114.86208,555371.7350399999
1983-05-12,,,,,119882.00448,259336.58112
1983-05-13,,,,,119882.00448,264229.72416
1983-05-14,,,,,112542.28992,264229.72416
1983-05-15,,,,,117435.43296,269122.8672
1983-05-16,,,,,122328.576,274016.01024
1983-05-17,,,,,122328.576,276462.58176
1983-05-18,,,,,122328.576,276462.58176
1983-05-19,,,,,107649.14688,220191.4368
1983-05-20,,,,,112542.28992,92969.71776
1983-05-21,,,,,156580.57728,68504.00256
1983-05-22,,,,,159027.1488,61164.288
1983-05-23,,,,,210405.15072,68504.00256
1983-05-24,,,,,305821.44,114988.86144
1983-05-25,,,,,327840.58368,298481.72544
1983-05-26,,,,,325394.01216,337626.86976
1983-05-27,,,,,332733.72672,269122.8672
1983-05-28,,,,,342520.01279999997,215298.29376
1983-05-29,,,,,340073.44127999997,215298.29376
1983-05-30,,,,,342520.01279999997,215298.29376
1983-05-31,,,,,342520.01279999997,220191.4368
1983-06-01,,,,,340073.44127999997,151687.43424
1983-06-02,,,,,327840.58368,102756.00384
1983-06-03,,,,,288695.43936,100309.43231999999
1983-06-04,,,,,278909.15327999997,100309.43231999999
1983-06-05,,,,,293588.5824,102756.00384
1983-06-06,,,,,308268.01152,105202.57536
1983-06-07,,,,,298481.72544,100309.43231999999
1983-06-08,,,,,291142.01088,102756.00384
1983-06-09,,,,,291142.01088,105202.57536
1983-06-10,,,,,239764.00896,105202.57536
1983-06-11,,,,,195725.7216,105202.57536
1983-06-12,,,,,178599.72096,102756.00384
1983-06-13,,,,,41591.71584,97862.8608
1983-06-14,,,,,7339.71456,92969.71776
1983-06-15,,,,,95416.28928,73397.1456
1983-06-16,,,,,141901.14816,46484.85888
1983-06-17,,,,,163920.29184,46484.85888
1983-06-18,,,,,200618.86463999999,53824.57344
1983-06-19,,,,,200618.86463999999,53824.57344
1983-06-20,,,,,215298.29376,53824.57344
1983-06-21,,,,,266676.29568,51378.00192
1983-06-22,,,,,239764.00896,44038.28736
1983-06-23,,,,,232424.29439999998,44038.28736
1983-06-24,,,,,256890.0096,51378.00192
1983-06-25,,,,,244657.152,46484.85888
1983-06-26,,,,,244657.152,46484.85888
1983-06-27,,,,,266676.29568,48931.4304
1983-06-28,,,,,264229.72416,48931.4304
1983-06-29,,,,,134561.4336,51378.00192
1983-06-30,,,,,171260.00639999998,44038.28736
1983-07-01,,,,,203065.43615999998,31805.42976
1983-07-02,,,,,139454.57663999998,44038.28736
1983-07-03,,,,,92969.71776,34252.00128
1983-07-04,,,,,83183.43168,44038.28736
1983-07-05,,,,,122328.576,41591.71584
1983-07-06,,,,,242210.58048,39145.14432
1983-07-07,,,,,305821.44,46484.85888
1983-07-08,,,,,293588.5824,41591.71584
1983-07-09,,,,,286248.86784,46484.85888
1983-07-10,,,,,286248.86784,46484.85888
1983-07-11,,,,,286248.86784,46484.85888
1983-07-12,,,,,288695.43936,48931.4304
1983-07-13,,,,,269122.8672,48931.4304
1983-07-14,,,,,256890.0096,44038.28736
1983-07-15,,,,,278909.15327999997,46484.85888
1983-07-16,,,,,264229.72416,44038.28736
1983-07-17,,,,,259336.58112,39145.14432
1983-07-18,,,,,242210.58048,44038.28736
1983-07-19,,,,,205512.00768,56271.14496
1983-07-20,,,,,178599.72096,58717.71648
1983-07-21,,,,,188386.00704,63610.85952
1983-07-22,,,,,222638.00832,73397.1456
1983-07-23,,,,,254443.43808,75843.71712
1983-07-24,,,,,249550.29504,78290.28864
1983-07-25,,,,,232424.29439999998,78290.28864
1983-07-26,,,,,217744.86528,80736.86016
1983-07-27,,,,,183492.864,85630.00319999999
1983-07-28,,,,,168813.43488,83183.43168
1983-07-29,,,,,173706.57792,85630.00319999999
1983-07-30,,,,,159027.1488,88076.57472
1983-07-31,,,,,141901.14816,92969.71776
1983-08-01,,,,,151687.43424,83183.43168
1983-08-02,,,,,168813.43488,66057.43104
1983-08-03,,,,,181046.29248,48931.4304
1983-08-04,,,,,181046.29248,48931.4304
1983-08-05,,,,,210405.15072,51378.00192
1983-08-06,,,,,215298.29376,48931.4304
1983-08-07,,,,,217744.86528,46484.85888
1983-08-08,,,,,225084.57984,46484.85888
1983-08-09,,,,,195725.7216,44038.28736
1983-08-10,,,,,195725.7216,46484.85888
1983-08-11,,,,,222638.00832,51378.00192
1983-08-12,,,,,315607.72608,56271.14496
1983-08-13,,,,,298481.72544,53824.57344
1983-08-14,,,,,303374.86848,53824.57344
1983-08-15,,,,,298481.72544,53824.57344
1983-08-16,,,,,244657.152,56271.14496
1983-08-17,,,,,264229.72416,61164.288
1983-08-18,,,,,296035.15392,66057.43104
1983-08-19,,,,,274016.01024,68504.00256
1983-08-20,,,,,276462.58176,68504.00256
1983-08-21,,,,,269122.8672,68504.00256
1983-08-22,,,,,215298.29376,68504.00256
1983-08-23,,,,,212851.72224,63610.85952
1983-08-24,,,,,217744.86528,63610.85952
1983-08-25,,,,,242210.58048,63610.85952
1983-08-26,,,,,251996.86656,63610.85952
1983-08-27,,,,,205512.00768,63610.85952
1983-08-28,,,,,203065.43615999998,63610.85952
1983-08-29,,,,,190832.57856,68504.00256
1983-08-30,,,,,156580.57728,68504.00256
1983-08-31,,,,,129668.29056,53824.57344
1983-09-01,,,,,146794.2912,48931.4304
1983-09-02,,,,,117435.43296,53824.57344
1983-09-03,,,,,102756.00384,53824.57344
1983-09-04,,,,,102756.00384,53824.57344
1983-09-05,,,,,92969.71776,53824.57344
1983-09-06,,,,,83183.43168,53824.57344
1983-09-07,,,,,102756.00384,53824.57344
1983-09-08,,,,,129668.29056,48931.4304
1983-09-09,,,,,134561.4336,46484.85888
1983-09-10,,,,,129668.29056,46484.85888
1983-09-11,,,,,137008.00512,46484.85888
1983-09-12,,,,,127221.71904,46484.85888
1983-09-13,,,,,137008.00512,46484.85888
