date,max_temp(C),min_temp(C)
1983-04-30 00:00:00+00:00,10.4,9.1
1983-05-01 00:00:00+00:00,9.8,8.4
1983-05-02 00:00:00+00:00,8.9,8.2
1983-05-03 00:00:00+00:00,10.1,8.7
1983-05-04 00:00:00+00:00,10.4,9.0
1983-05-05 00:00:00+00:00,10.0,9.2
1983-05-06 00:00:00+00:00,9.3,8.6
1983-05-07 00:00:00+00:00,9.0,8.1
1983-05-08 00:00:00+00:00,8.2,7.5
1983-05-09 00:00:00+00:00,8.1,7.0
1983-05-10 00:00:00+00:00,8.4,7.5
1983-05-11 00:00:00+00:00,9.7,7.8
1983-05-12 00:00:00+00:00,10.1,8.3
1983-05-13 00:00:00+00:00,10.6,9.1
1983-05-14 00:00:00+00:00,10.8,8.5
1983-05-15 00:00:00+00:00,8.6,8.0
1983-05-16 00:00:00+00:00,9.0,7.7
1983-05-17 00:00:00+00:00,10.0,7.9
1983-05-18 00:00:00+00:00,10.3,8.6
1983-05-19 00:00:00+00:00,10.7,8.6
1983-05-20 00:00:00+00:00,11.4,9.6
1983-05-21 00:00:00+00:00,11.6,10.0
1983-05-22 00:00:00+00:00,11.5,9.7
1983-05-23 00:00:00+00:00,11.7,10.1
1983-05-24 00:00:00+00:00,12.1,10.1
1983-05-25 00:00:00+00:00,12.2,10.2
1983-05-26 00:00:00+00:00,12.3,10.0
1983-05-27 00:00:00+00:00,12.4,10.6
1983-05-28 00:00:00+00:00,12.7,11.1
1983-05-29 00:00:00+00:00,12.7,11.6
1983-05-30 00:00:00+00:00,12.9,10.3
1983-05-31 00:00:00+00:00,10.8,9.5
1983-06-01 00:00:00+00:00,9.6,9.2
1983-06-02 00:00:00+00:00,10.0,9.2
1983-06-03 00:00:00+00:00,11.5,9.6
1983-06-04 00:00:00+00:00,11.8,11.0
1983-06-05 00:00:00+00:00,12.3,11.2
1983-06-06 00:00:00+00:00,12.7,11.8
1983-06-07 00:00:00+00:00,13.3,12.2
1983-06-08 00:00:00+00:00,13.4,12.3
1983-06-09 00:00:00+00:00,13.2,12.6
1983-06-10 00:00:00+00:00,12.8,10.2
1983-06-11 00:00:00+00:00,10.8,9.9
1983-06-12 00:00:00+00:00,12.0,10.6
1983-06-13 00:00:00+00:00,12.6,11.9
1983-06-14 00:00:00+00:00,12.8,11.3
1983-06-15 00:00:00+00:00,12.4,11.3
1983-06-16 00:00:00+00:00,12.1,11.4
1983-06-17 00:00:00+00:00,12.1,10.5
1983-06-18 00:00:00+00:00,10.4,9.8
1983-06-19 00:00:00+00:00,10.1,9.8
1983-06-20 00:00:00+00:00,11.1,9.8
1983-06-21 00:00:00+00:00,11.8,10.7
1983-06-22 00:00:00+00:00,12.1,10.7
1983-06-23 00:00:00+00:00,11.1,10.5
1983-06-24 00:00:00+00:00,12.1,10.5
1983-06-25 00:00:00+00:00,12.5,11.7
1983-06-26 00:00:00+00:00,12.6,10.9
1983-06-27 00:00:00+00:00,13.5,11.0
1983-06-28 00:00:00+00:00,13.4,11.9
1983-06-29 00:00:00+00:00,12.7,12.0
1983-06-30 00:00:00+00:00,12.3,10.8
1983-07-01 00:00:00+00:00,10.8,10.3
1983-07-02 00:00:00+00:00,10.6,10.1
1983-07-03 00:00:00+00:00,11.9,10.0
1983-07-04 00:00:00+00:00,12.7,11.3
1983-07-05 00:00:00+00:00,13.2,11.3
1983-07-06 00:00:00+00:00,12.2,11.2
1983-07-07 00:00:00+00:00,11.2,10.4
1983-07-08 00:00:00+00:00,11.3,9.9
1983-07-09 00:00:00+00:00,11.7,11.0
1983-07-10 00:00:00+00:00,12.5,11.2
1983-07-11 00:00:00+00:00,13.6,12.4
1983-07-12 00:00:00+00:00,13.6,11.5
1983-07-13 00:00:00+00:00,12.1,11.5
1983-07-14 00:00:00+00:00,12.2,11.6
1983-07-15 00:00:00+00:00,12.1,11.3
1983-07-16 00:00:00+00:00,12.2,10.9
1983-07-17 00:00:00+00:00,13.2,12.0
1983-07-18 00:00:00+00:00,13.1,12.4
1983-07-19 00:00:00+00:00,13.0,12.0
1983-07-20 00:00:00+00:00,13.4,12.2
1983-07-21 00:00:00+00:00,13.9,12.9
1983-07-22 00:00:00+00:00,14.7,13.0
1983-07-23 00:00:00+00:00,14.4,13.4
1983-07-24 00:00:00+00:00,14.4,11.8
1983-07-25 00:00:00+00:00,12.2,11.4
1983-07-26 00:00:00+00:00,13.6,11.1
1983-07-27 00:00:00+00:00,13.5,11.5
1983-07-28 00:00:00+00:00,11.9,11.4
1983-07-29 00:00:00+00:00,13.6,12.0
1983-07-30 00:00:00+00:00,14.7,13.3
1983-07-31 00:00:00+00:00,14.3,12.1
1983-08-01 00:00:00+00:00,12.8,12.2
1983-08-02 00:00:00+00:00,13.4,12.4
1983-08-03 00:00:00+00:00,13.6,11.8
1983-08-04 00:00:00+00:00,13.2,11.9
1983-08-05 00:00:00+00:00,13.5,12.9
1983-08-06 00:00:00+00:00,13.6,12.7
1983-08-07 00:00:00+00:00,13.6,12.4
1983-08-08 00:00:00+00:00,12.7,11.6
1983-08-09 00:00:00+00:00,12.3,11.6
1983-08-10 00:00:00+00:00,12.8,11.5
1983-08-11 00:00:00+00:00,12.7,11.5
1983-08-12 00:00:00+00:00,13.1,12.2
1983-08-13 00:00:00+00:00,13.6,12.8
1983-08-14 00:00:00+00:00,13.9,12.8
1983-08-15 00:00:00+00:00,13.9,13.3
1983-08-16 00:00:00+00:00,13.6,13.0
1983-08-17 00:00:00+00:00,13.7,12.9
1983-08-18 00:00:00+00:00,13.8,13.1
1983-08-19 00:00:00+00:00,13.5,12.0
1983-08-20 00:00:00+00:00,12.5,11.7
1983-08-21 00:00:00+00:00,13.1,12.2
1983-08-22 00:00:00+00:00,12.8,11.9
1983-08-23 00:00:00+00:00,12.1,11.6
1983-08-24 00:00:00+00:00,12.9,12.0
1983-08-25 00:00:00+00:00,13.1,12.3
1983-08-26 00:00:00+00:00,13.3,12.6
1983-08-27 00:00:00+00:00,13.4,12.7
1983-08-28 00:00:00+00:00,13.2,12.3
1983-08-29 00:00:00+00:00,12.5,12.0
1983-08-30 00:00:00+00:00,12.4,12.0
1983-08-31 00:00:00+00:00,12.4,11.9
1983-09-01 00:00:00+00:00,12.8,11.8
1983-09-02 00:00:00+00:00,12.9,11.7
1983-09-03 00:00:00+00:00,13.5,12.6
1983-09-04 00:00:00+00:00,13.1,12.5
1983-09-05 00:00:00+00:00,13.2,12.5
1983-09-06 00:00:00+00:00,13.3,12.4
1983-09-07 00:00:00+00:00,13.4,12.5
1983-09-08 00:00:00+00:00,12.6,11.8
1983-09-09 00:00:00+00:00,12.6,11.5
1983-09-10 00:00:00+00:00,12.3,11.0
1983-09-11 00:00:00+00:00,12.7,11.0
1983-09-12 00:00:00+00:00,13.5,12.3
1983-09-13 00:00:00+00:00,13.9,12.8
1983-09-14 00:00:00+00:00,13.4,12.6
1983-09-15 00:00:00+00:00,13.4,12.5
1983-09-16 00:00:00+00:00,13.5,12.5
1983-09-17 00:00:00+00:00,13.0,12.1
1983-09-18 00:00:00+00:00,12.2,10.5
1983-09-19 00:00:00+00:00,11.6,10.1
1983-09-20 00:00:00+00:00,11.8,10.7
1983-09-21 00:00:00+00:00,12.3,11.2
1983-09-22 00:00:00+00:00,12.6,11.7
1983-09-23 00:00:00+00:00,12.5,11.7
1983-09-24 00:00:00+00:00,13.1,11.6
1983-09-25 00:00:00+00:00,13.3,12.5
1983-09-26 00:00:00+00:00,13.2,12.5
1983-09-27 00:00:00+00:00,12.8,11.7
1983-09-28 00:00:00+00:00,11.7,10.9
1983-09-29 00:00:00+00:00,11.2,10.3
1983-09-30 00:00:00+00:00,10.9,10.1
