date,inflow(m3/d),outflow(m3/d),wse(m),storage(m3)
1982-05-04,38900.487168,68504.00256,2195.0598720000003,15624491.16
1982-05-05,38900.487168,68504.00256,2195.0354880000004,15594887.64
1982-05-06,38900.487168,68504.00256,2195.011104,15565284.120000001
1982-05-07,38900.487168,68504.00256,2194.9836720000003,15535680.6
1982-05-08,36429.4499328,68504.00256,2194.95624,15503610.120000001
1982-05-09,35206.1641728,68504.00256,2194.92576,15470306.16
1982-05-10,36429.4499328,68504.00256,2194.9013760000003,15438235.68
1982-05-11,36429.4499328,68504.00256,2194.873944,15406165.200000001
1982-05-12,35206.1641728,68504.00256,2194.846512,15372861.24
1982-05-13,36429.4499328,68504.00256,2194.81908,15340790.76
1982-05-14,36135.861350399995,68504.00256,2194.7916480000004,15308424.244800001
1982-05-15,91012.460544,68504.00256,2194.809936,15330922.92
1982-05-16,90718.8719616,68504.00256,2194.8312720000004,15353125.56
1982-05-17,90718.8719616,68504.00256,2194.84956,15375328.200000001
1982-05-18,90718.8719616,68504.00256,2194.8678480000003,15397530.84
1982-05-19,91942.1577216,68504.00256,2194.886136,15420966.96
1982-05-20,90718.8719616,68504.00256,2194.9074720000003,15443169.6
1982-05-21,91330.5148416,68504.00256,2194.922712,15466001.3148
1982-05-22,129545.96198400001,68504.00256,2194.977576,15527046.24
1982-05-23,128934.31910400001,68504.00256,2195.029392,15587486.76
1982-05-24,130182.0705792,68504.00256,2195.07816,15649160.76
1982-05-25,128934.31910400001,68504.00256,2195.129976,15709601.28
1982-05-26,130182.0705792,68504.00256,2195.1817920000003,15771275.28
1982-05-27,128934.31910400001,68504.00256,2195.23056,15831715.8
1982-05-28,130867.11060480001,68504.00256,2195.29152,15894068.214
1982-05-29,40955.6072448,36698.5728,2195.29152,15898323.72
1982-05-30,41640.6472704,36698.5728,2195.2976160000003,15903257.64
1982-05-31,41640.6472704,36698.5728,2195.29152,15908191.56
1982-06-01,22581.8551296,36698.5728,2195.483544,15894068.214
1982-06-02,270370.61867520004,36698.5728,2195.678616,16127751.0
1982-06-03,271055.65870080004,36698.5728,2195.757864,16362112.200000001
1982-06-04,93752.6206464,0.0,2195.837112,16455856.68
1982-06-05,93752.6206464,0.0,2195.995608,16549601.16
1982-06-06,93752.6206464,0.0,2196.074856,16643345.64
1982-06-07,93752.6206464,0.0,2196.151056,16737090.120000001
1982-06-08,93752.6206464,0.0,2196.227256,16830834.6
1982-06-09,93752.6206464,0.0,2196.303456,16924579.080000002
1982-06-10,93752.6206464,0.0,2196.227256,17018323.56
1982-06-11,93752.6206464,0.0,2196.303456,17112068.04
1982-06-12,94975.9064064,0.0,2196.379656,17207046.0
1982-06-13,94975.9064064,0.0,2196.458904,17302023.96
1982-06-14,96223.6578816,0.0,2196.535104,17398235.4
1982-06-15,183786.4525824,0.0,2196.6844560000004,17582023.92
1982-06-16,183786.4525824,0.0,2196.8338080000003,17765812.44
1982-06-17,185034.2040576,0.0,2196.98316,17950834.44
1982-06-18,183786.4525824,0.0,2197.132512,18134622.96
1982-06-19,185034.2040576,0.0,2197.284912,18319644.96
1982-06-20,183786.4525824,0.0,2197.431216,18503433.48
1982-06-21,185034.2040576,0.0,2197.57752,18688455.48
1982-06-22,125239.9961088,68504.00256,2197.6232400000004,18745195.56
1982-06-23,126487.74758400001,68504.00256,2197.66896,18803169.12
1982-06-24,179235.8295552,102756.00384,2197.72992,18879644.88
1982-06-25,187774.36416,261783.15264,2197.672008,18805636.080000002
1982-06-26,187774.36416,261783.15264,2197.611048,18731627.28
1982-06-27,187774.36416,261783.15264,2197.553136,18657618.48
1982-06-28,187774.36416,261783.15264,2197.4952240000002,18583609.68
1982-06-29,-25077.358079999998,48931.4304,2197.434264,18509600.88
1982-06-30,49029.2932608,48931.4304,2197.443408,18509699.5584
1982-07-01,140115.1509504,48931.4304,2197.507416,18600878.4
1982-07-02,140213.0138112,48931.4304,2197.580568,18692155.92
1982-07-03,195260.8730112,102756.00384,2197.65372,18784666.92
1982-07-04,92896.3206144,102756.00384,2197.647624,18774799.080000002
1982-07-05,92896.3206144,102756.00384,2197.63848,18764931.240000002
1982-07-06,94119.6063744,102756.00384,2197.632384,18756296.88
1982-07-07,92896.3206144,102756.00384,2197.6232400000004,18746429.04
1982-07-08,92896.3206144,102756.00384,2197.617144,18736561.2
1982-07-09,92896.3206144,102756.00384,2197.608,18726693.36
1982-07-10,37383.6128256,102756.00384,2197.556184,18661318.92
1982-07-11,37383.6128256,102756.00384,2197.504368,18595944.48
1982-07-12,37383.6128256,102756.00384,2197.452552,18530570.04
1982-07-13,37383.6128256,102756.00384,2197.400736,18465195.6
1982-07-14,37383.6128256,102756.00384,2197.3458720000003,18399821.16
1982-07-15,36796.435660799994,102756.00384,2197.3001520000003,18333866.9844
1982-07-16,110731.8269952,102756.00384,2197.3001520000003,18341847.6
1982-07-17,110169.1155456,102756.00384,2197.3062480000003,18349248.48
1982-07-18,110169.1155456,102756.00384,2197.312344,18356649.36
1982-07-19,44111.6845056,36698.5728,2197.31844,18364050.240000002
1982-07-20,42863.933030399996,36698.5728,2197.321488,18370217.64
1982-07-21,44111.6845056,36698.5728,2197.324536,18377618.52
1982-07-22,44111.6845056,36698.5728,2197.33368,18385019.4
1982-07-23,44111.6845056,36698.5728,2197.3428240000003,18392420.28
1982-07-24,7413.111705599999,0.0,2197.3458720000003,18399821.16
1982-07-25,7413.111705599999,0.0,2197.351968,18407222.04
1982-07-26,7413.111705599999,0.0,2197.358064,18414622.92
1982-07-27,7413.111705599999,0.0,2197.36416,18422023.8
1982-07-28,6165.3602304,0.0,2197.370256,18428191.2
1982-07-29,7413.111705599999,0.0,2197.376352,18435592.080000002
1982-07-30,7413.111705599999,0.0,2197.3824480000003,18442992.96
1982-07-31,252437.24943360002,244657.152,2197.39464,18450763.884
1982-08-01,-33664.8241152,0.0,2197.367208,18417089.88
1982-08-02,-32074.5526272,0.0,2197.3428240000003,18385019.4
1982-08-03,-33297.8383872,0.0,2197.31844,18351715.44
1982-08-04,-33297.8383872,0.0,2197.291008,18318411.48
1982-08-05,-32074.5526272,0.0,2197.2666240000003,18286341.0
1982-08-06,-33297.8383872,0.0,2197.239192,18253037.04
1982-08-07,-33297.8383872,0.0,2197.214808,18219733.080000002
1982-08-08,-32074.5526272,0.0,2197.187376,18187662.6
1982-08-09,-33297.8383872,0.0,2197.162992,18154358.64
1982-08-10,-33297.8383872,0.0,2197.13556,18121054.68
1982-08-11,-33297.8383872,0.0,2197.108128,18087750.72
1982-08-12,90254.0233728,122328.576,2197.083744,18055680.240000002
1982-08-13,89030.7376128,122328.576,2197.056312,18022376.28
1982-08-14,89030.7376128,122328.576,2197.0288800000003,17989072.32
1982-08-15,90254.0233728,122328.576,2197.004496,17957001.84
1982-08-16,211359.3136128,244657.152,2196.977064,17923697.88
1982-08-17,34961.507020799996,244657.152,2196.809424,17714006.28
1982-08-18,33738.2212608,244657.152,2196.6356880000003,17503081.2
1982-08-19,34961.507020799996,244657.152,2196.461952,17293389.6
1982-08-20,33738.2212608,244657.152,2196.288216,17082464.52
1982-08-21,34961.507020799996,244657.152,2196.108384,16872772.92
1982-08-22,33738.2212608,244657.152,2195.9376960000004,16661847.84
1982-08-23,34961.507020799996,244657.152,2195.7700560000003,16452156.24
1982-08-24,33640.3584,244657.152,2195.59632,16241132.4816
1982-08-25,-13040.2262016,244657.152,2195.38296,15983433.84
1982-08-26,-11914.8033024,244657.152,2195.166552,15726870.0
1982-08-27,-13138.0890624,244657.152,2194.9440480000003,15469072.68
1982-08-28,-13138.0890624,244657.152,2194.7184960000004,15211275.36
1982-08-29,-13138.0890624,244657.152,2194.492944,14953478.040000001
1982-08-30,-11914.8033024,244657.152,2194.276536,14696914.200000001
1982-08-31,-13138.0890624,244657.152,2194.05708,14439116.88
1982-09-01,-15878.2491648,0.0,2194.0418400000003,14423241.9924
1982-09-02,-5088.8687616,0.0,2194.0387920000003,14418147.72
1982-09-03,-4942.0744704,0.0,2194.032696,14413213.8
1982-09-04,-4942.0744704,0.0,2194.029648,14408279.88
1982-09-05,-4942.0744704,0.0,2194.023552,14403345.96
1982-09-06,-4942.0744704,0.0,2194.020504,14398412.040000001
1982-09-07,-4942.0744704,0.0,2194.014408,14393478.120000001
1982-09-08,-4942.0744704,0.0,2194.01136,14388544.200000001
1982-09-09,-6165.3602304,0.0,2194.0052640000004,14382376.8
1982-09-10,-4942.0744704,0.0,2194.0022160000003,14377442.88
1982-09-11,-4942.0744704,0.0,2193.99612,14372508.96
1982-09-12,-4942.0744704,0.0,2193.993072,14367575.040000001
1982-09-13,-4942.0744704,0.0,2193.990024,14362641.120000001
1982-09-14,-4942.0744704,0.0,2193.983928,14357707.200000001
1982-09-15,-4354.8973056,0.0,2193.98088,14353340.680799998
1982-09-16,4354.8973056,0.0,2193.983928,14357707.200000001
1982-09-17,3694.3229952,0.0,2193.986976,14361407.64
1982-09-18,4942.0744704,0.0,2193.993072,14366341.56
1982-09-19,4942.0744704,0.0,2193.99612,14371275.48
1982-09-20,3694.3229952,0.0,2193.9991680000003,14374975.92
1982-09-21,4942.0744704,0.0,2194.0052640000004,14379909.84
1982-09-22,4942.0744704,0.0,2194.008312,14384843.76
1982-09-23,4942.0744704,0.0,2194.01136,14389777.68
1982-09-24,4942.0744704,0.0,2194.017456,14394711.6
1982-09-25,3694.3229952,0.0,2194.020504,14398412.040000001
1982-09-26,4942.0744704,0.0,2194.023552,14403345.96
1982-09-27,4942.0744704,0.0,2194.029648,14408279.88
1982-09-28,4942.0744704,0.0,2194.032696,14413213.8
1982-09-29,3694.3229952,0.0,2194.0357440000002,14416914.24
1982-09-30,4942.0744704,0.0,2194.0418400000003,14421848.16
1982-10-01,-16073.974886400001,0.0,2194.023552,14405775.9156
1982-10-02,17297.260646400002,0.0,2194.0387920000003,14423081.64
1982-10-03,17272.7949312,0.0,2194.054032,14440350.36
1982-10-04,16025.043456,0.0,2194.069272,14456385.6
1982-10-05,17272.7949312,0.0,2194.084512,14473654.32
1982-10-06,12330.7204608,0.0,2194.096704,14485989.120000001
1982-10-07,12330.7204608,0.0,2194.105848,14498323.92
1982-10-08,11107.4347008,0.0,2194.1149920000003,14509425.24
1982-10-09,12330.7204608,0.0,2194.124136,14521760.040000001
1982-10-10,12330.7204608,0.0,2194.136328,14534094.84
1982-10-11,12330.7204608,0.0,2194.145472,14546429.64
1982-10-12,12330.7204608,0.0,2194.1576640000003,14558764.44
1982-10-13,11107.4347008,0.0,2194.166808,14569865.76
1982-10-14,12330.7204608,0.0,2194.179,14582200.56
1982-10-15,12330.7204608,0.0,2194.188144,14594535.36
1982-10-16,76479.8257152,0.0,2194.252152,14671011.120000001
1982-10-17,76479.8257152,0.0,2194.3192080000003,14747486.88
1982-10-18,77703.1114752,0.0,2194.383216,14825196.120000001
1982-10-19,76479.8257152,0.0,2194.450272,14901671.88
1982-10-20,76479.8257152,0.0,2194.5112320000003,14978147.64
1982-10-21,76479.8257152,0.0,2194.578288,15054623.4
1982-10-22,77703.1114752,0.0,2194.645344,15132332.64
1982-10-23,76479.8257152,0.0,2194.7154480000004,15208808.4
1982-10-24,76479.8257152,0.0,2194.782504,15285284.16
1982-10-25,76479.8257152,0.0,2194.84956,15361759.92
1982-10-26,76479.8257152,0.0,2194.913568,15438235.68
1982-10-27,77703.1114752,0.0,2194.9836720000003,15515944.92
1982-10-28,76479.8257152,0.0,2195.04768,15592420.68
1982-10-29,76920.2085888,0.0,2195.114736,15669340.492800001
1982-10-30,48442.116096,0.0,2195.15436,15717791.587199999
1982-10-31,0.0,0.0,2195.15436,15717791.587199999
1982-11-01,-29970.50112,0.0,2195.133024,15687818.0232
1982-11-02,-29970.50112,0.0,2195.105592,15657856.794
1982-11-03,-29946.0354048,0.0,2195.07816,15627907.899600001
1982-11-04,-29970.50112,0.0,2195.053776,15597946.6704
1982-11-05,-29970.50112,0.0,2195.026344,15567985.441200001
1982-11-06,-29970.50112,0.0,2195.00196,15538024.212
1982-11-07,-29970.50112,0.0,2194.977576,15508062.982800001
1982-11-08,-29946.0354048,0.0,2194.950144,15478114.0884
1982-11-09,-29970.50112,0.0,2194.922712,15448152.8592
1982-11-10,-29970.50112,0.0,2194.898328,15418191.63
1982-11-11,-29970.50112,0.0,2194.873944,15388230.400799999
1982-11-12,-29970.50112,0.0,2194.846512,15358269.171600001
1982-11-13,-29946.0354048,0.0,2194.81908,15328320.2772
1982-11-14,-29970.50112,0.0,2194.7916480000004,15298359.048
1982-11-15,-29970.50112,0.0,2194.767264,15268397.8188
1982-11-16,-29970.50112,0.0,2194.7428800000002,15238436.5896
1982-11-17,-29970.50112,0.0,2194.7154480000004,15208475.3604
1982-11-18,-29946.0354048,0.0,2194.688016,15178526.466000002
1982-11-19,-29970.50112,0.0,2194.660584,15148565.2368
1982-11-20,-29970.50112,0.0,2194.633152,15118604.007600002
1982-11-21,-29970.50112,0.0,2194.608768,15088642.7784
1982-11-22,-29970.50112,0.0,2194.581336,15058681.549200002
1982-11-23,-29946.0354048,0.0,2194.553904,15028732.6548
1982-11-24,-29970.50112,0.0,2194.52952,14998771.4256
1982-11-25,-29970.50112,0.0,2194.505136,14968810.1964
1982-11-26,-29970.50112,0.0,2194.480752,14938848.9672
1982-11-27,-29970.50112,0.0,2194.456368,14908887.738
1982-11-28,-29946.0354048,0.0,2194.4289360000002,14878938.8436
1982-11-29,-29970.50112,0.0,2194.404552,14848977.614400001
1982-11-30,-29946.0354048,0.0,2194.37712,14819028.72
1982-12-01,3694.3229952,0.0,2194.380168,14822729.16
1982-12-02,3694.3229952,0.0,2194.383216,14826429.6
1982-12-03,3694.3229952,0.0,2194.386264,14830130.040000001
1982-12-04,4942.0744704,0.0,2194.3923600000003,14835063.96
1982-12-05,3694.3229952,0.0,2194.3954080000003,14838764.4
1982-12-06,3694.3229952,0.0,2194.3984560000004,14842464.84
1982-12-07,3694.3229952,0.0,2194.401504,14846165.28
1982-12-08,3694.3229952,0.0,2194.404552,14849865.72
1982-12-09,3694.3229952,0.0,2194.4076,14853566.16
1982-12-10,4942.0744704,0.0,2194.413696,14858500.08
1982-12-11,3694.3229952,0.0,2194.416744,14862200.52
1982-12-12,3694.3229952,0.0,2194.419792,14865900.96
1982-12-13,3694.3229952,0.0,2194.42284,14869601.4
1982-12-14,3694.3229952,0.0,2194.425888,14873301.84
1982-12-15,3694.3229952,0.0,2194.4289360000002,14877002.28
1982-12-16,3694.3229952,0.0,2194.4319840000003,14880702.72
1982-12-17,4942.0744704,0.0,2194.4350320000003,14885636.64
1982-12-18,3694.3229952,0.0,2194.4380800000004,14889337.08
1982-12-19,3694.3229952,0.0,2194.441128,14893037.52
1982-12-20,3694.3229952,0.0,2194.444176,14896737.96
1982-12-21,3694.3229952,0.0,2194.447224,14900438.4
1982-12-22,3694.3229952,0.0,2194.450272,14904138.84
1982-12-23,3694.3229952,0.0,2194.45332,14907839.28
1982-12-24,4942.0744704,0.0,2194.459416,14912773.200000001
1982-12-25,3694.3229952,0.0,2194.462464,14916473.64
1982-12-26,3694.3229952,0.0,2194.4655119999998,14920174.08
1982-12-27,3694.3229952,0.0,2194.4685600000003,14923874.52
1982-12-28,3694.3229952,0.0,2194.4716080000003,14927574.96
1982-12-29,3694.3229952,0.0,2194.4746560000003,14931275.4
1982-12-30,4942.0744704,0.0,2194.477704,14936209.32
1982-12-31,3278.4058368,0.0,2194.4838,14939490.3768
1983-01-01,145962.45688319998,0.0,2194.60572,15085460.4
1983-01-02,21750.0208128,0.0,2194.6240080000002,15107218.9872
1983-01-03,21774.486528,0.0,2194.6422960000004,15128989.909200002
1983-01-04,21750.0208128,0.0,2194.660584,15150748.4964
1983-01-05,21750.0208128,0.0,2194.6788720000004,15172507.0836
1983-01-06,21750.0208128,0.0,2194.69716,15194265.670799999
1983-01-07,21774.486528,0.0,2194.7154480000004,15216036.5928
1983-01-08,21750.0208128,0.0,2194.733736,15237795.18
1983-01-09,21750.0208128,0.0,2194.7520240000003,15259553.767199999
1983-01-10,21774.486528,0.0,2194.770312,15281324.6892
1983-01-11,21750.0208128,0.0,2194.7886000000003,15303083.2764
1983-01-12,21750.0208128,0.0,2194.806888,15324841.8636
1983-01-13,21750.0208128,0.0,2194.8251760000003,15346600.4508
1983-01-14,21774.486528,0.0,2194.843464,15368371.372800002
1983-01-15,21750.0208128,0.0,2194.8617520000003,15390129.96
1983-01-16,-16171.837747200001,0.0,2194.846512,15373946.702399999
1983-01-17,-16196.3034624,0.0,2194.8312720000004,15357751.11
1983-01-18,-16171.837747200001,0.0,2194.81908,15341567.8524
1983-01-19,-16196.3034624,0.0,2194.806888,15325372.26
1983-01-20,-16171.837747200001,0.0,2194.7916480000004,15309189.0024
1983-01-21,-16196.3034624,0.0,2194.779456,15292993.41
1983-01-22,-16171.837747200001,0.0,2194.767264,15276810.1524
1983-01-23,-16196.3034624,0.0,2194.7520240000003,15260614.56
1983-01-24,-16171.837747200001,0.0,2194.739832,15244431.302399999
1983-01-25,-16196.3034624,0.0,2194.724592,15228235.71
1983-01-26,-16171.837747200001,0.0,2194.709352,15212052.452399999
1983-01-27,-16196.3034624,0.0,2194.69716,15195856.86
1983-01-28,-16171.837747200001,0.0,2194.684968,15179673.6024
1983-01-29,-16196.3034624,0.0,2194.669728,15163478.01
1983-01-30,-16171.837747200001,0.0,2194.657536,15147294.7524
1983-01-31,-16196.3034624,0.0,2194.6422960000004,15131099.16
1983-02-01,0.0,0.0,2194.6422960000004,15131099.16
1983-02-02,-171.2600064,0.0,2194.648392,15130926.472800002
1983-02-03,0.0,0.0,2194.648392,15130926.472800002
1983-02-04,0.0,0.0,2194.648392,15130926.472800002
1983-02-05,0.0,0.0,2194.648392,15130926.472800002
1983-02-06,93410.1006336,0.0,2194.730688,15224325.5784
1983-02-07,0.0,0.0,2194.730688,15224325.5784
1983-02-08,0.0,0.0,2194.730688,15224325.5784
1983-02-09,0.0,0.0,2194.730688,15224325.5784
1983-02-10,94119.6063744,0.0,2194.812984,15318452.437199999
1983-02-11,0.0,0.0,2194.812984,15318452.437199999
1983-02-12,0.0,0.0,2194.812984,15318452.437199999
1983-02-13,0.0,0.0,2194.812984,15318452.437199999
1983-02-14,0.0,0.0,2194.812984,15318452.437199999
1983-02-15,0.0,0.0,2194.812984,15318452.437199999
1983-02-16,0.0,0.0,2194.812984,15318452.437199999
1983-02-17,0.0,0.0,2194.812984,15318452.437199999
1983-02-18,0.0,0.0,2194.812984,15318452.437199999
1983-02-19,0.0,0.0,2194.812984,15318452.437199999
1983-02-20,0.0,0.0,2194.812984,15318452.437199999
1983-02-21,0.0,0.0,2194.812984,15318452.437199999
1983-02-22,0.0,0.0,2194.812984,15318452.437199999
1983-02-23,0.0,0.0,2194.812984,15318452.437199999
1983-02-24,0.0,0.0,2194.812984,15318452.437199999
1983-02-25,0.0,0.0,2194.812984,15318452.437199999
1983-02-26,0.0,0.0,2194.812984,15318452.437199999
1983-02-27,94706.7835392,0.0,2194.89528,15413171.3664
1983-02-28,0.0,0.0,2194.89528,15413171.3664
1983-03-01,0.0,0.0,2194.89528,15413171.3664
1983-03-02,0.0,0.0,2194.89528,15413171.3664
1983-03-03,0.0,0.0,2194.89528,15413171.3664
1983-03-04,0.0,0.0,2194.89528,15413171.3664
1983-03-05,0.0,0.0,2194.89528,15413171.3664
1983-03-06,0.0,0.0,2194.89528,15413171.3664
1983-03-07,0.0,0.0,2194.89528,15413171.3664
1983-03-08,0.0,0.0,2194.89528,15413171.3664
1983-03-09,0.0,0.0,2194.89528,15413171.3664
1983-03-10,0.0,0.0,2194.89528,15413171.3664
1983-03-11,0.0,0.0,2194.89528,15413171.3664
1983-03-12,0.0,0.0,2194.89528,15413171.3664
1983-03-13,95318.4264192,0.0,2194.977576,15508494.7008
1983-03-14,0.0,0.0,2194.977576,15508494.7008
1983-03-15,0.0,0.0,2194.977576,15508494.7008
1983-03-16,0.0,0.0,2194.977576,15508494.7008
1983-03-17,0.0,0.0,2194.977576,15508494.7008
