date,inflow(m3/d),outflow(m3/d),wse(m),storage(m3)
1985-02-05,0.0,0.0,2195.392104,15993745.732800001
1985-02-06,0.0,0.0,2195.392104,15993745.732800001
1985-02-07,98890.42083840001,0.0,2195.4744,16092646.159200002
1985-02-08,0.0,0.0,2195.4744,16092646.159200002
1985-02-09,0.0,0.0,2195.4744,16092646.159200002
1985-02-10,0.0,0.0,2195.4744,16092646.159200002
1985-02-11,0.0,0.0,2195.4744,16092646.159200002
1985-02-12,0.0,0.0,2195.4744,16092646.159200002
1985-02-13,0.0,0.0,2195.4744,16092646.159200002
1985-02-14,0.0,0.0,2195.4744,16092646.159200002
1985-02-15,0.0,0.0,2195.4744,16092646.159200002
1985-02-16,0.0,0.0,2195.4744,16092646.159200002
1985-02-17,99355.2694272,0.0,2195.556696,16191990.6384
1985-02-18,0.0,0.0,2195.556696,16191990.6384
1985-02-19,0.0,0.0,2195.556696,16191990.6384
1985-02-20,0.0,0.0,2195.556696,16191990.6384
1985-02-21,0.0,0.0,2195.556696,16191990.6384
1985-02-22,0.0,0.0,2195.556696,16191990.6384
1985-02-23,0.0,0.0,2195.556696,16191990.6384
1985-02-24,0.0,0.0,2195.556696,16191990.6384
1985-02-25,0.0,0.0,2195.556696,16191990.6384
1985-02-26,0.0,0.0,2195.556696,16191990.6384
1985-02-27,0.0,0.0,2195.556696,16191990.6384
1985-02-28,0.0,0.0,2195.556696,16191990.6384
1985-03-01,0.0,0.0,2195.556696,16191990.6384
1985-03-02,100113.70659840001,0.0,2195.638992,16292099.8752
1985-03-03,0.0,0.0,2195.638992,16292099.8752
1985-03-04,0.0,0.0,2195.638992,16292099.8752
1985-03-05,0.0,0.0,2195.638992,16292099.8752
1985-03-06,0.0,0.0,2195.638992,16292099.8752
1985-03-07,0.0,0.0,2195.638992,16292099.8752
1985-03-08,0.0,0.0,2195.638992,16292099.8752
1985-03-09,0.0,0.0,2195.638992,16292099.8752
1985-03-10,0.0,0.0,2195.638992,16292099.8752
1985-03-11,0.0,0.0,2195.638992,16292099.8752
1985-03-12,0.0,0.0,2195.638992,16292099.8752
1985-03-13,0.0,0.0,2195.638992,16292099.8752
1985-03-14,0.0,0.0,2195.638992,16292099.8752
1985-03-15,0.0,0.0,2195.638992,16292099.8752
1985-03-16,0.0,0.0,2195.638992,16292099.8752
1985-03-17,0.0,0.0,2195.638992,16292099.8752
1985-03-18,0.0,0.0,2195.638992,16292099.8752
1985-03-19,0.0,0.0,2195.638992,16292099.8752
1985-03-20,0.0,0.0,2195.638992,16292099.8752
1985-03-21,0.0,0.0,2195.638992,16292099.8752
1985-03-22,0.0,0.0,2195.638992,16292099.8752
1985-03-23,100749.81519359999,0.0,2195.721288,16392850.5216
1985-03-24,0.0,0.0,2195.721288,16392850.5216
1985-03-25,0.0,0.0,2195.721288,16392850.5216
1985-03-26,0.0,0.0,2195.721288,16392850.5216
1985-03-27,0.0,0.0,2195.721288,16392850.5216
1985-03-28,0.0,0.0,2195.721288,16392850.5216
1985-03-29,0.0,0.0,2195.721288,16392850.5216
1985-03-30,0.0,0.0,2195.721288,16392850.5216
1985-03-31,0.0,0.0,2195.721288,16392850.5216
1985-04-01,0.0,0.0,2195.721288,16392850.5216
1985-04-02,0.0,0.0,2195.721288,16392850.5216
1985-04-03,0.0,0.0,2195.721288,16392850.5216
1985-04-04,0.0,0.0,2195.721288,16392850.5216
1985-04-05,0.0,0.0,2195.721288,16392850.5216
1985-04-06,0.0,0.0,2195.721288,16392850.5216
1985-04-07,0.0,0.0,2195.721288,16392850.5216
1985-04-08,101361.45807359999,0.0,2195.8035840000002,16494205.5732
1985-04-09,0.0,0.0,2195.8035840000002,16494205.5732
1985-04-10,0.0,0.0,2195.8035840000002,16494205.5732
1985-04-11,0.0,0.0,2195.8035840000002,16494205.5732
1985-04-12,0.0,0.0,2195.8035840000002,16494205.5732
1985-04-13,0.0,0.0,2195.8035840000002,16494205.5732
1985-04-14,0.0,0.0,2195.8035840000002,16494205.5732
1985-04-15,0.0,0.0,2195.8035840000002,16494205.5732
1985-04-16,0.0,0.0,2195.8035840000002,16494205.5732
1985-04-17,0.0,0.0,2195.8035840000002,16494205.5732
1985-04-18,101997.56666879999,0.0,2195.8858800000003,16596202.034400001
1985-04-19,0.0,0.0,2195.8858800000003,16596202.034400001
1985-04-20,0.0,0.0,2195.8858800000003,16596202.034400001
1985-04-21,102437.94954239999,0.0,2195.968176,16698630.2136
1985-04-22,0.0,0.0,2195.968176,16698630.2136
1985-04-23,0.0,0.0,2195.968176,16698630.2136
1985-04-24,0.0,0.0,2195.968176,16698630.2136
1985-04-25,0.0,0.0,2195.968176,16698630.2136
1985-04-26,0.0,0.0,2195.968176,16698630.2136
1985-04-27,0.0,0.0,2195.968176,16698630.2136
1985-04-28,0.0,0.0,2195.968176,16698630.2136
1985-04-29,103245.318144,0.0,2196.0504720000004,16801884.8244
1985-04-30,0.0,0.0,2196.0504720000004,16801884.8244
1985-05-01,0.0,0.0,2196.0504720000004,16801884.8244
1985-05-02,100015.84373760001,0.0,2196.132768,16901907.717600003
1985-05-03,98058.5865216,0.0,2196.215064,16999957.0428
1985-05-04,0.0,0.0,2196.215064,16999957.0428
1985-05-05,98596.832256,0.0,2196.300408,17098561.434
1985-05-06,0.0,0.0,2196.300408,17098561.434
1985-05-07,99012.7494144,0.0,2196.382704,17197585.2084
1985-05-08,99746.72087040001,0.0,2196.465,17297336.736
1985-05-09,100333.89803519999,0.0,2196.547296,17397680.334
1985-05-10,0.0,0.0,2196.547296,17397680.334
1985-05-11,100921.07519999999,0.0,2196.6295920000002,17498603.667600002
1985-05-12,306090.5628672,0.0,2196.8764800000004,17804691.7296
1985-05-13,0.0,0.0,2196.8764800000004,17804691.7296
1985-05-14,0.0,0.0,2196.8764800000004,17804691.7296
1985-05-15,0.0,0.0,2196.8764800000004,17804691.7296
1985-05-16,0.0,0.0,2196.8764800000004,17804691.7296
1985-05-17,103269.7838592,0.0,2196.958776,17907971.01
1985-05-18,103881.4267392,0.0,2197.041072,18011854.6956
1985-05-19,104493.0696192,0.0,2197.123368,18116342.7864
1985-05-20,104884.52106239999,0.0,2197.205664,18221225.5908
1985-05-21,209035.07066879998,0.0,2197.373304,18430263.4464
1985-05-22,103318.71528959999,0.0,2197.4556000000002,18533592.066
1985-05-23,182196.1810944,78290.28864,2197.5378960000003,18637500.4212
1985-05-24,182465.3039616,78290.28864,2197.6201920000003,18741680.142
1985-05-25,78290.28864,78290.28864,2197.6201920000003,18741680.142
1985-05-26,181046.29248,78290.28864,2197.7024880000004,18844441.360799998
1985-05-27,181780.263936,78290.28864,2197.784784,18947942.667600002
1985-05-28,78290.28864,78290.28864,2197.784784,18947942.667600002
1985-05-29,78290.28864,78290.28864,2197.784784,18947942.667600002
1985-05-30,78290.28864,78290.28864,2197.784784,18947942.667600002
1985-05-31,78290.28864,78290.28864,2197.784784,18947942.667600002
1985-06-01,43915.958783999995,78290.28864,2197.757352,18913565.580000002
1985-06-02,43915.958783999995,78290.28864,2197.726872,18879188.492399998
1985-06-03,43915.958783999995,78290.28864,2197.7024880000004,18844811.4048
1985-06-04,43915.958783999995,78290.28864,2197.675056,18810434.3172
1985-06-05,43915.958783999995,78290.28864,2197.647624,18776057.2296
1985-06-06,43915.958783999995,78290.28864,2197.6201920000003,18741680.142
1985-06-07,171260.00639999998,68504.00256,2197.7024880000004,18844441.360799998
1985-06-08,68504.00256,68504.00256,2197.7024880000004,18844441.360799998
1985-06-09,68504.00256,68504.00256,2197.7024880000004,18844441.360799998
1985-06-10,-34252.00128,68504.00256,2197.6201920000003,18741680.142
1985-06-11,68504.00256,68504.00256,2197.6201920000003,18741680.142
1985-06-12,68504.00256,68504.00256,2197.6201920000003,18741680.142
1985-06-13,68504.00256,68504.00256,2197.6201920000003,18741680.142
1985-06-14,-35671.0127616,68504.00256,2197.5378960000003,18637500.4212
1985-06-15,68504.00256,68504.00256,2197.5378960000003,18637500.4212
1985-06-16,68504.00256,68504.00256,2197.5378960000003,18637500.4212
1985-06-17,68504.00256,68504.00256,2197.5378960000003,18637500.4212
1985-06-18,-35401.8898944,68504.00256,2197.4556000000002,18533592.066
1985-06-19,0.0,0.0,2197.4556000000002,18533592.066
1985-06-20,0.0,0.0,2197.4556000000002,18533592.066
1985-06-21,0.0,0.0,2197.4556000000002,18533592.066
1985-06-22,103905.89245439999,0.0,2197.5378960000003,18637500.4212
1985-06-23,0.0,0.0,2197.5378960000003,18637500.4212
1985-06-24,0.0,0.0,2197.5378960000003,18637500.4212
1985-06-25,0.0,0.0,2197.5378960000003,18637500.4212
1985-06-26,0.0,0.0,2197.5378960000003,18637500.4212
1985-06-27,0.0,0.0,2197.5378960000003,18637500.4212
1985-06-28,0.0,0.0,2197.5378960000003,18637500.4212
1985-06-29,29358.85824,29358.85824,2197.5378960000003,18637500.4212
1985-06-30,29358.85824,29358.85824,2197.5378960000003,18637500.4212
1985-07-01,29358.85824,29358.85824,2197.5378960000003,18637500.4212
1985-07-02,-74547.0342144,29358.85824,2197.4556000000002,18533592.066
1985-07-03,29358.85824,29358.85824,2197.4556000000002,18533592.066
1985-07-04,29358.85824,29358.85824,2197.4556000000002,18533592.066
1985-07-05,29358.85824,29358.85824,2197.4556000000002,18533592.066
1985-07-06,-73959.8570496,29358.85824,2197.373304,18430263.4464
1985-07-07,29358.85824,29358.85824,2197.373304,18430263.4464
1985-07-08,0.0,0.0,2197.373304,18430263.4464
1985-07-09,0.0,0.0,2197.373304,18430263.4464
1985-07-10,0.0,0.0,2197.373304,18430263.4464
1985-07-11,0.0,0.0,2197.373304,18430263.4464
1985-07-12,0.0,0.0,2197.373304,18430263.4464
1985-07-13,0.0,0.0,2197.373304,18430263.4464
1985-07-14,0.0,0.0,2197.373304,18430263.4464
1985-07-15,0.0,0.0,2197.373304,18430263.4464
1985-07-16,0.0,0.0,2197.373304,18430263.4464
1985-07-17,0.0,0.0,2197.373304,18430263.4464
1985-07-18,0.0,0.0,2197.373304,18430263.4464
1985-07-19,103318.71528959999,0.0,2197.4556000000002,18533592.066
1985-07-20,0.0,0.0,2197.4556000000002,18533592.066
1985-07-21,0.0,0.0,2197.4556000000002,18533592.066
1985-07-22,0.0,0.0,2197.4556000000002,18533592.066
1985-07-23,0.0,0.0,2197.4556000000002,18533592.066
1985-07-24,0.0,0.0,2197.4556000000002,18533592.066
1985-07-25,0.0,0.0,2197.4556000000002,18533592.066
1985-07-26,0.0,0.0,2197.4556000000002,18533592.066
1985-07-27,0.0,0.0,2197.4556000000002,18533592.066
1985-07-28,0.0,0.0,2197.4556000000002,18533592.066
1985-07-29,0.0,0.0,2197.4556000000002,18533592.066
1985-07-30,0.0,0.0,2197.4556000000002,18533592.066
1985-07-31,0.0,0.0,2197.4556000000002,18533592.066
1985-08-01,0.0,0.0,2197.4556000000002,18533592.066
1985-08-02,0.0,0.0,2197.4556000000002,18533592.066
1985-08-03,0.0,0.0,2197.4556000000002,18533592.066
1985-08-04,0.0,0.0,2197.4556000000002,18533592.066
1985-08-05,0.0,0.0,2197.4556000000002,18533592.066
1985-08-06,0.0,0.0,2197.4556000000002,18533592.066
1985-08-07,0.0,0.0,2197.4556000000002,18533592.066
1985-08-08,0.0,0.0,2197.4556000000002,18533592.066
1985-08-09,0.0,0.0,2197.4556000000002,18533592.066
1985-08-10,0.0,0.0,2197.4556000000002,18533592.066
1985-08-11,0.0,0.0,2197.4556000000002,18533592.066
1985-08-12,0.0,0.0,2197.4556000000002,18533592.066
1985-08-13,0.0,0.0,2197.4556000000002,18533592.066
1985-08-14,0.0,0.0,2197.4556000000002,18533592.066
1985-08-15,0.0,0.0,2197.4556000000002,18533592.066
1985-08-16,0.0,0.0,2197.4556000000002,18533592.066
1985-08-17,0.0,0.0,2197.4556000000002,18533592.066
1985-08-18,0.0,0.0,2197.4556000000002,18533592.066
1985-08-19,0.0,0.0,2197.4556000000002,18533592.066
1985-08-20,0.0,0.0,2197.4556000000002,18533592.066
1985-08-21,0.0,0.0,2197.4556000000002,18533592.066
1985-08-22,0.0,0.0,2197.4556000000002,18533592.066
1985-08-23,0.0,0.0,2197.4556000000002,18533592.066
1985-08-24,0.0,0.0,2197.4556000000002,18533592.066
1985-08-25,0.0,0.0,2197.4556000000002,18533592.066
1985-08-26,0.0,0.0,2197.4556000000002,18533592.066
1985-08-27,0.0,0.0,2197.4556000000002,18533592.066
1985-08-28,0.0,0.0,2197.4556000000002,18533592.066
1985-08-29,-103318.71528959999,0.0,2197.373304,18430263.4464
1985-08-30,18985.3949952,122328.576,2197.291008,18326922.492
1985-08-31,16636.686336,122328.576,2197.205664,18221225.5908
1985-09-01,17444.054937599998,122328.576,2197.123368,18116342.7864
1985-09-02,17835.5063808,122328.576,2197.041072,18011854.6956
1985-09-03,18447.1492608,122328.576,2196.958776,17907971.01
1985-09-04,-83648.2802688,122328.576,2196.7941840000003,17702004.5196
1985-09-05,-7682.2345728,195725.7216,2196.6295920000002,17498603.667600002
1985-09-06,18936.4635648,220191.4368,2196.465,17297336.736
1985-09-07,21407.500799999998,220191.4368,2196.300408,17098561.434
1985-09-08,-76479.8257152,220191.4368,2196.0504720000004,16801884.8244
1985-09-09,14508.169113599999,220191.4368,2195.8858800000003,16596202.034400001
1985-09-10,-83917.403136,220191.4368,2195.638992,16292099.8752
1985-09-11,20746.926489600002,220191.4368,2195.4744,16092646.159200002
1985-09-12,0.0,0.0,2195.4744,16092646.159200002
1985-09-13,0.0,0.0,2195.4744,16092646.159200002
1985-09-14,0.0,0.0,2195.4744,16092646.159200002
1985-09-15,0.0,0.0,2195.4744,16092646.159200002
1985-09-16,0.0,0.0,2195.4744,16092646.159200002
1985-09-17,0.0,0.0,2195.4744,16092646.159200002
1985-09-18,0.0,0.0,2195.4744,16092646.159200002
1985-09-19,0.0,0.0,2195.4744,16092646.159200002
1985-09-20,0.0,0.0,2195.4744,16092646.159200002
1985-09-21,0.0,0.0,2195.4744,16092646.159200002
1985-09-22,0.0,0.0,2195.4744,16092646.159200002
1985-09-23,0.0,0.0,2195.4744,16092646.159200002
1985-09-24,0.0,0.0,2195.4744,16092646.159200002
1985-09-25,0.0,0.0,2195.4744,16092646.159200002
1985-09-26,0.0,0.0,2195.4744,16092646.159200002
1985-09-27,0.0,0.0,2195.4744,16092646.159200002
1985-09-28,0.0,0.0,2195.4744,16092646.159200002
1985-09-29,0.0,0.0,2195.4744,16092646.159200002
1985-09-30,-98890.42083840001,0.0,2195.392104,15993758.0676
1985-10-01,-73666.2684672,122328.576,2195.2244640000004,15797770.430399999
1985-10-02,26789.958143999997,220191.4368,2195.0598720000003,15604373.101200001
1985-10-03,-65739.3767424,220191.4368,2194.812984,15318452.437199999
1985-10-04,126071.8304256,220191.4368,2194.730688,15224325.5784
1985-10-05,0.0,0.0,2194.730688,15224325.5784
1985-10-06,0.0,0.0,2194.730688,15224325.5784
1985-10-07,0.0,0.0,2194.730688,15224325.5784
1985-10-08,0.0,0.0,2194.730688,15224325.5784
1985-10-09,0.0,0.0,2194.730688,15224325.5784
1985-10-10,0.0,0.0,2194.730688,15224325.5784
1985-10-11,0.0,0.0,2194.730688,15224325.5784
1985-10-12,0.0,0.0,2194.730688,15224325.5784
1985-10-13,0.0,0.0,2194.730688,15224325.5784
1985-10-14,0.0,0.0,2194.730688,15224325.5784
1985-10-15,0.0,0.0,2194.730688,15224325.5784
1985-10-16,0.0,0.0,2194.730688,15224325.5784
1985-10-17,0.0,0.0,2194.730688,15224325.5784
1985-10-18,0.0,0.0,2194.730688,15224325.5784
1985-10-19,0.0,0.0,2194.730688,15224325.5784
1985-10-20,0.0,0.0,2194.730688,15224325.5784
1985-10-21,0.0,0.0,2194.730688,15224325.5784
1985-10-22,94119.6063744,0.0,2194.812984,15318452.437199999
1985-10-23,0.0,0.0,2194.812984,15318452.437199999
1985-10-24,0.0,0.0,2194.812984,15318452.437199999
1985-10-25,0.0,0.0,2194.812984,15318452.437199999
1985-10-26,0.0,0.0,2194.812984,15318452.437199999
1985-10-27,0.0,0.0,2194.812984,15318452.437199999
1985-10-28,0.0,0.0,2194.812984,15318452.437199999
1985-10-29,0.0,0.0,2194.812984,15318452.437199999
1985-10-30,0.0,0.0,2194.812984,15318452.437199999
1985-10-31,0.0,0.0,2194.812984,15318452.437199999
1985-11-01,0.0,0.0,2194.812984,15318452.437199999
1985-11-02,0.0,0.0,2194.812984,15318452.437199999
1985-11-03,0.0,0.0,2194.812984,15318452.437199999
1985-11-04,94706.7835392,0.0,2194.89528,15413171.3664
1985-11-05,0.0,0.0,2194.89528,15413171.3664
1985-11-06,0.0,0.0,2194.89528,15413171.3664
1985-11-07,0.0,0.0,2194.89528,15413171.3664
1985-11-08,0.0,0.0,2194.89528,15413171.3664
1985-11-09,0.0,0.0,2194.89528,15413171.3664
1985-11-10,0.0,0.0,2194.89528,15413171.3664
1985-11-11,0.0,0.0,2194.89528,15413171.3664
1985-11-12,0.0,0.0,2194.89528,15413171.3664
1985-11-13,0.0,0.0,2194.89528,15413171.3664
1985-11-14,0.0,0.0,2194.89528,15413171.3664
1985-11-15,0.0,0.0,2194.89528,15413171.3664
1985-11-16,0.0,0.0,2194.89528,15413171.3664
1985-11-17,0.0,0.0,2194.89528,15413171.3664
1985-11-18,0.0,0.0,2194.89528,15413171.3664
1985-11-19,95318.4264192,0.0,2194.977576,15508482.366
1985-11-20,0.0,0.0,2194.977576,15508482.366
1985-11-21,0.0,0.0,2194.977576,15508482.366
1985-11-22,0.0,0.0,2194.977576,15508482.366
1985-11-23,0.0,0.0,2194.977576,15508482.366
1985-11-24,0.0,0.0,2194.977576,15508482.366
1985-11-25,0.0,0.0,2194.977576,15508482.366
1985-11-26,95881.1378688,0.0,2195.0598720000003,15604373.101200001
1985-11-27,0.0,0.0,2195.0598720000003,15604373.101200001
1985-11-28,0.0,0.0,2195.0598720000003,15604373.101200001
1985-11-29,0.0,0.0,2195.0598720000003,15604373.101200001
1985-11-30,0.0,0.0,2195.0598720000003,15604373.101200001
1985-12-01,0.0,0.0,2195.0598720000003,15604373.101200001
1985-12-02,0.0,0.0,2195.0598720000003,15604373.101200001
1985-12-03,96321.5207424,0.0,2195.142168,15700695.5544
1985-12-04,0.0,0.0,2195.142168,15700695.5544
1985-12-05,0.0,0.0,2195.142168,15700695.5544
1985-12-06,0.0,0.0,2195.142168,15700695.5544
1985-12-07,0.0,0.0,2195.142168,15700695.5544
1985-12-08,0.0,0.0,2195.142168,15700695.5544
1985-12-09,0.0,0.0,2195.142168,15700695.5544
1985-12-10,0.0,0.0,2195.142168,15700695.5544
1985-12-11,0.0,0.0,2195.142168,15700695.5544
1985-12-12,0.0,0.0,2195.142168,15700695.5544
1985-12-13,0.0,0.0,2195.142168,15700695.5544
1985-12-14,0.0,0.0,2195.142168,15700695.5544
1985-12-15,0.0,0.0,2195.142168,15700695.5544
1985-12-16,0.0,0.0,2195.142168,15700695.5544
1985-12-17,0.0,0.0,2195.142168,15700695.5544
1985-12-18,0.0,0.0,2195.142168,15700695.5544
1985-12-19,0.0,0.0,2195.142168,15700695.5544
1985-12-20,0.0,0.0,2195.142168,15700695.5544
1985-12-21,0.0,0.0,2195.142168,15700695.5544
1985-12-22,0.0,0.0,2195.142168,15700695.5544
1985-12-23,0.0,0.0,2195.142168,15700695.5544
1985-12-24,0.0,0.0,2195.142168,15700695.5544
1985-12-25,0.0,0.0,2195.142168,15700695.5544
1985-12-26,0.0,0.0,2195.142168,15700695.5544
1985-12-27,0.0,0.0,2195.142168,15700695.5544
1985-12-28,0.0,0.0,2195.142168,15700695.5544
1985-12-29,0.0,0.0,2195.142168,15700695.5544
1985-12-30,0.0,0.0,2195.142168,15700695.5544
1985-12-31,0.0,0.0,2195.142168,15700695.5544
1986-01-01,0.0,0.0,2195.142168,15700695.5544
1986-01-02,0.0,0.0,2195.142168,15700695.5544
1986-01-03,0.0,0.0,2195.142168,15700695.5544
1986-01-04,0.0,0.0,2195.142168,15700695.5544
1986-01-05,0.0,0.0,2195.142168,15700695.5544
1986-01-06,0.0,0.0,2195.142168,15700695.5544
1986-01-07,0.0,0.0,2195.142168,15700695.5544
1986-01-08,0.0,0.0,2195.142168,15700695.5544
1986-01-09,0.0,0.0,2195.142168,15700695.5544
1986-01-10,0.0,0.0,2195.142168,15700695.5544
1986-01-11,0.0,0.0,2195.142168,15700695.5544
1986-01-12,0.0,0.0,2195.142168,15700695.5544
1986-01-13,0.0,0.0,2195.142168,15700695.5544
1986-01-14,0.0,0.0,2195.142168,15700695.5544
1986-01-15,0.0,0.0,2195.142168,15700695.5544
1986-01-16,0.0,0.0,2195.142168,15700695.5544
1986-01-17,0.0,0.0,2195.142168,15700695.5544
1986-01-18,0.0,0.0,2195.142168,15700695.5544
1986-01-19,0.0,0.0,2195.142168,15700695.5544
1986-01-20,0.0,0.0,2195.142168,15700695.5544
1986-01-21,0.0,0.0,2195.142168,15700695.5544
1986-01-22,0.0,0.0,2195.142168,15700695.5544
1986-01-23,0.0,0.0,2195.142168,15700695.5544
1986-01-24,179602.81528319998,0.0,2195.2945680000003,15880290.2424
1986-01-25,0.0,0.0,2195.2945680000003,15880290.2424
1986-01-26,0.0,0.0,2195.2945680000003,15880290.2424
1986-01-27,0.0,0.0,2195.2945680000003,15880290.2424
1986-01-28,0.0,0.0,2195.2945680000003,15880290.2424
1986-01-29,0.0,0.0,2195.2945680000003,15880290.2424
1986-01-30,0.0,0.0,2195.2945680000003,15880290.2424
1986-01-31,0.0,0.0,2195.2945680000003,15880290.2424
1986-02-01,0.0,0.0,2195.2945680000003,15880290.2424
1986-02-02,0.0,0.0,2195.2945680000003,15880290.2424
1986-02-03,98205.3808128,0.0,2195.3768640000003,15978487.5852
1986-02-04,0.0,0.0,2195.3768640000003,15978487.5852
1986-02-05,0.0,0.0,2195.3768640000003,15978487.5852
1986-02-06,0.0,0.0,2195.3768640000003,15978487.5852
1986-02-07,0.0,0.0,2195.3768640000003,15978487.5852
1986-02-08,0.0,0.0,2195.3768640000003,15978487.5852
1986-02-09,0.0,0.0,2195.3768640000003,15978487.5852
1986-02-10,0.0,0.0,2195.3768640000003,15978487.5852
1986-02-11,0.0,0.0,2195.3768640000003,15978487.5852
1986-02-12,0.0,0.0,2195.3768640000003,15978487.5852
1986-02-13,98792.55797760001,0.0,2195.45916,16077276.9984
1986-02-14,0.0,0.0,2195.45916,16077276.9984
1986-02-15,99428.6665728,0.0,2195.544504,16176695.4864
1986-02-16,0.0,0.0,2195.544504,16176695.4864
1986-02-17,100015.84373760001,0.0,2195.6268,16276718.379600001
1986-02-18,0.0,0.0,2195.6268,16276718.379600001
1986-02-19,0.0,0.0,2195.6268,16276718.379600001
1986-02-20,0.0,0.0,2195.6268,16276718.379600001
1986-02-21,100480.69232639999,0.0,2195.709096,16377197.6604
1986-02-22,0.0,0.0,2195.709096,16377197.6604
1986-02-23,0.0,0.0,2195.709096,16377197.6604
1986-02-24,0.0,0.0,2195.709096,16377197.6604
1986-02-25,0.0,0.0,2195.709096,16377197.6604
1986-02-26,0.0,0.0,2195.709096,16377197.6604
1986-02-27,0.0,0.0,2195.709096,16377197.6604
1986-02-28,101263.5952128,0.0,2195.791392,16478454.0336
1986-03-01,0.0,0.0,2195.791392,16478454.0336
1986-03-02,0.0,0.0,2195.791392,16478454.0336
1986-03-03,0.0,0.0,2195.791392,16478454.0336
1986-03-04,0.0,0.0,2195.791392,16478454.0336
1986-03-05,0.0,0.0,2195.791392,16478454.0336
1986-03-06,0.0,0.0,2195.791392,16478454.0336
1986-03-07,0.0,0.0,2195.791392,16478454.0336
1986-03-08,0.0,0.0,2195.791392,16478454.0336
1986-03-09,101899.70380799999,0.0,2195.873688,16580364.1512
1986-03-10,0.0,0.0,2195.873688,16580364.1512
1986-03-11,73.3971456,0.0,2195.873688,16580438.16
1986-03-12,0.0,0.0,2195.873688,16580438.16
1986-03-13,0.0,0.0,2195.873688,16580438.16
1986-03-14,0.0,0.0,2195.873688,16580438.16
1986-03-15,0.0,0.0,2195.873688,16580438.16
1986-03-16,0.0,0.0,2195.873688,16580438.16
1986-03-17,0.0,0.0,2195.873688,16580438.16
1986-03-18,0.0,0.0,2195.873688,16580438.16
1986-03-19,-1003.0943232,0.0,2195.873688,16579426.706400001
1986-03-20,0.0,0.0,2195.873688,16579426.706400001
1986-03-21,0.0,0.0,2195.873688,16579426.706400001
1986-03-22,0.0,0.0,2195.873688,16579426.706400001
1986-03-23,0.0,0.0,2195.873688,16579426.706400001
1986-03-24,0.0,0.0,2195.873688,16579426.706400001
1986-03-25,0.0,0.0,2195.873688,16579426.706400001
1986-03-26,0.0,0.0,2195.873688,16579426.706400001
1986-03-27,0.0,0.0,2195.873688,16579426.706400001
1986-03-28,0.0,0.0,2195.873688,16579426.706400001
1986-03-29,0.0,0.0,2195.873688,16579426.706400001
1986-03-30,102511.34668799999,0.0,2195.955984,16681941.229200002
1986-03-31,0.0,0.0,2195.955984,16681941.229200002
1986-04-01,0.0,0.0,2195.955984,16681941.229200002
1986-04-02,0.0,0.0,2195.955984,16681941.229200002
1986-04-03,0.0,0.0,2195.955984,16681941.229200002
1986-04-04,0.0,0.0,2195.955984,16681941.229200002
1986-04-05,0.0,0.0,2195.955984,16681941.229200002
1986-04-06,0.0,0.0,2195.955984,16681941.229200002
1986-04-07,102976.1952768,0.0,2196.03828,16784924.474400003
1986-04-08,0.0,0.0,2196.03828,16784924.474400003
1986-04-09,0.0,0.0,2196.03828,16784924.474400003
1986-04-10,0.0,0.0,2196.03828,16784924.474400003
1986-04-11,0.0,0.0,2196.03828,16784924.474400003
1986-04-12,100970.0066304,0.0,2196.1205760000003,16885897.1472
1986-04-13,0.0,0.0,2196.1205760000003,16885897.1472
1986-04-14,0.0,0.0,2196.1205760000003,16885897.1472
1986-04-15,97936.2579456,0.0,2196.2028720000003,16983835.459200002
1986-04-16,0.0,0.0,2196.2028720000003,16983835.459200002
1986-04-17,0.0,0.0,2196.2028720000003,16983835.459200002
1986-04-18,0.0,0.0,2196.2028720000003,16983835.459200002
1986-04-19,0.0,0.0,2196.2028720000003,16983835.459200002
1986-04-20,0.0,0.0,2196.2028720000003,16983835.459200002
1986-04-21,0.0,0.0,2196.2028720000003,16983835.459200002
1986-04-22,98523.43511040001,0.0,2196.285168,17082353.5068
1986-04-23,0.0,0.0,2196.285168,17082353.5068
1986-04-24,0.0,0.0,2196.285168,17082353.5068
1986-04-25,0.0,0.0,2196.285168,17082353.5068
1986-04-26,99086.14656,0.0,2196.3674640000004,17181451.29
1986-04-27,0.0,0.0,2196.3674640000004,17181451.29
1986-04-28,0.0,0.0,2196.3674640000004,17181451.29
1986-04-29,0.0,0.0,2196.3674640000004,17181451.29
1986-04-30,99502.06371840001,0.0,2196.44976,17280943.7868
1986-05-01,0.0,0.0,2196.44976,17280943.7868
1986-05-02,0.0,0.0,2196.44976,17280943.7868
1986-05-03,0.0,0.0,2196.44976,17280943.7868
1986-05-04,100236.03517439999,0.0,2196.532056,17381188.7064
1986-05-05,0.0,0.0,2196.532056,17381188.7064
1986-05-06,100823.2123392,0.0,2196.614352,17482013.3616
1986-05-07,101410.389504,0.0,2196.699696,17583417.7524
1986-05-08,0.0,0.0,2196.699696,17583417.7524
1986-05-09,0.0,0.0,2196.699696,17583417.7524
1986-05-10,101997.56666879999,0.0,2196.781992,17685414.2136
1986-05-11,0.0,0.0,2196.781992,17685414.2136
1986-05-12,0.0,0.0,2196.781992,17685414.2136
1986-05-13,102389.018112,0.0,2196.864288,17787805.3884
1986-05-14,0.0,0.0,2196.864288,17787805.3884
1986-05-15,0.0,0.0,2196.864288,17787805.3884
1986-05-16,0.0,0.0,2196.864288,17787805.3884
