date,outflow(m3/d),inflow(m3/d),spill(m3/d),avg_temp(C),wse(m)
1982-01-01,259874826.85439998,235604837.37600002,0.0,6.9,291.108384
1982-01-02,238907708.92800003,267654924.288,0.0,6.7,291.135816
1982-01-03,278811290.41919994,285270239.232,0.0,3.7,291.062664
1982-01-04,289600670.82240003,299215696.896,0.0,6.6,291.056568
1982-01-05,304720482.8159999,294567211.008,0.0,6.4,291.04742400000003
1982-01-06,360257656.32,384601042.944,0.0,6.1,290.681664
1982-01-07,363242473.5744,343253984.25600004,0.0,5.8,290.666424
1982-01-08,306261822.8736,277930524.672,0.0,5.5,290.55060000000003
1982-01-09,282530079.12960005,269856838.65599996,0.0,5.4,290.608512
1982-01-10,268755881.472,294322553.856,0.0,5.2,290.57498400000003
1982-01-11,302273911.296,292120639.48800004,0.0,5.1,290.59022400000003
1982-01-12,292732282.36800003,304842811.39199996,0.0,5.0,290.56584
1982-01-13,304965139.968,297013782.528,0.0,5.0,290.53231200000005
1982-01-14,274994638.848,261783152.64,0.0,5.0,290.57498400000003
1982-01-15,256107106.7136,246369752.064,0.0,4.8,290.599368
1982-01-16,270199358.6688,295301182.464,0.0,4.7,290.59632
1982-01-17,288083796.48,276217924.60800004,0.0,4.5,290.584128
1982-01-18,275068035.99359995,286738182.144,0.0,4.4,290.617656
1982-01-19,316292766.1056,297747753.984,0.0,4.5,290.46830400000005
1982-01-20,309613625.856,321479497.72800004,0.0,4.2,290.096448
1982-01-21,338434238.36160004,301172954.112,0.0,4.4,289.95624
1982-01-22,337504541.18399996,328329897.98399997,0.0,4.1,288.61512
1982-01-23,256914475.31520003,258847266.81599998,0.0,4.0,289.127184
1982-01-24,194282244.40319997,215787608.064,0.0,4.2,290.45916000000005
1982-01-25,215445088.0512,229243751.42400002,0.0,3.8,291.056568
1982-01-26,227139699.9168,224350608.384,0.0,3.0,291.062664
1982-01-27,235091057.35680002,234870865.92,0.0,3.8,291.06876000000005
1982-01-28,234748537.34399998,244412494.848,0.0,3.8,291.010848
1982-01-29,244657152.0,242455237.63199997,0.0,3.8,291.059616
1982-01-30,213756953.70240003,192300521.472,0.0,3.7,291.09924
1982-01-31,182856755.4048,208692550.656,0.0,3.6,291.16020000000003
1982-02-01,262345864.08960006,280132439.03999996,0.0,3.3,291.050472
1982-02-02,271006727.2704,242210580.48000002,0.0,3.7,291.03218400000003
1982-02-03,220191436.79999998,243189209.088,0.0,3.7,291.090096
1982-02-04,293221596.672,321968812.032,0.0,3.6,291.00780000000003
1982-02-05,328329897.98399997,294077896.704,0.0,3.4,290.82492
1982-02-06,310714583.04,311203897.344,0.0,3.0,290.645088
1982-02-07,285832950.68160003,287716810.752,0.0,3.0,291.041328
1982-02-08,327742720.81920004,346679184.38399994,0.0,3.0,290.986464
1982-02-09,324904697.856,316831011.84,0.0,3.2,290.965128
1982-02-10,346874910.1056,350593698.816,0.0,2.75,290.937696
1982-02-11,342446615.6544,343253984.25600004,0.0,2.7,290.96208
1982-02-12,323338892.0832,301417611.264,0.0,2.7,290.904168
1982-02-13,261171509.76,244901809.152,0.0,2.6,291.035232
1982-02-14,181535606.78399998,158048520.19199997,0.0,2.8,291.120576
1982-02-15,164116017.5616,176153149.44,0.0,2.8,291.166296
1982-02-16,156482714.4192,136274033.664,0.0,2.9,291.126672
1982-02-17,157265617.3056,218478836.736,0.0,3.0,291.084
1982-02-18,347144032.97279996,384601042.944,0.0,2.8,290.92550400000005
1982-02-19,327962912.256,250039609.34399998,0.0,3.2,291.123624
1982-02-20,163063991.80800003,184471492.60800004,0.0,3.2,291.25164
1982-02-21,196410761.62559998,185694778.36800003,0.0,3.2,290.99256
1982-02-22,236167548.82559997,246614409.216,0.0,3.2,291.154104
1982-02-23,271349247.28319997,253464809.47199997,0.0,3.3,290.07511200000005
1982-02-24,233696511.59039998,325638669.312,0.0,3.2,290.56584
1982-02-25,411513329.664,418363729.92,108529912.62719999,3.15,291.291264
1982-02-26,443514485.1456,424724815.872,206955484.8768,3.1,291.108384
1982-02-27,414522612.63359994,427905358.84800005,146207114.03519997,3.1,290.65423200000004
1982-02-28,436052442.0096,397078557.69600004,236363274.5472,3.1,291.02304
1982-03-01,414767269.78559995,419831672.83199996,148384562.688,3.0,290.72433600000005
1982-03-02,399720854.9376,422278244.352,125484653.2608,3.4,290.95903200000004
1982-03-03,410705961.06240004,423990844.416,122132850.2784,3.4,291.26383200000004
1982-03-04,423232407.2448001,387047614.464,149828039.88480002,3.5,291.300408
1982-03-05,419171098.5216,440872187.904,147479331.2256,3.5,291.324792
1982-03-06,414082229.76,416895787.008,151736365.6704,3.5,291.291264
1982-03-07,402950329.344,415672501.248,139968356.65919998,3.5,291.269928
1982-03-08,433556939.0592,412491958.272,157583671.6032,3.5,291.105336
1982-03-09,420590110.0032,403684300.79999995,122915753.1648,3.7,290.072064
1982-03-10,404662929.40800005,467050503.16800004,128273744.7936,3.7,291.148008
1982-03-11,435832250.5727999,457264217.088,139772630.93760002,3.7,291.03218400000003
1982-03-12,542404905.984,480017332.224,256669818.1632,3.7,290.974272
1982-03-13,498048564.3264,506684961.79199994,295203319.6032,3.7,290.559744
1982-03-14,487112389.632,497632647.168,329895703.7568,3.8,290.937696
1982-03-15,516544645.0176,502281133.05600005,241696800.4608,3.9,291.059616
1982-03-16,490415261.18399996,490537589.76,224375074.09919998,3.8,290.971224
1982-03-17,494990349.92639995,495675389.952,336721638.2976,4.0,291.16020000000003
1982-03-18,475613503.488,474145560.57600003,326861955.07199997,4.1,291.19068000000004
1982-03-19,469619403.26399994,466561188.86399996,245097534.87360004,4.1,291.245544
1982-03-20,453056114.07360005,467784474.62399995,272352341.60639995,4.1,291.276024
1982-03-21,455649479.8848,453349702.65599996,323192097.792,4.2,291.23030400000005
1982-03-22,454695316.99200004,432064530.4319999,279276139.008,4.2,291.178488
1982-03-23,437251262.05439997,422522901.50399995,260315209.72800002,4.4,291.03828000000004
1982-03-24,426877798.80959994,427416044.544,268584621.4656,4.6,290.93464800000004
1982-03-25,421862327.1936,406620186.624,259091923.96800002,4.9,290.45916000000005
1982-03-26,402925863.6288,402461015.04,206441704.8576,4.9,290.04768
1982-03-27,393017248.97279996,415427844.0960001,93703689.216,4.6,290.43782400000003
1982-03-28,447649191.0144,417385101.312,222417816.88319996,4.6,290.80663200000004
1982-03-29,414498146.91839993,437446987.776,131698944.9216,5.0,290.01110400000005
1982-03-30,408675306.70079994,422522901.50399995,125509118.976,5.0,289.977576
1982-03-31,422376107.21279997,411268672.51199996,61360013.7216,5.0,290.26104
1982-04-01,392283277.5168,412002643.968,23927469.465599995,5.0,289.98062400000003
1982-04-02,398179514.88000005,399525129.216,9076780.339200001,4.9,290.712144
1982-04-03,377554916.96639997,402216357.888,82743048.80640002,5.2,291.19982400000004
1982-04-04,433116556.18560004,421788930.04800004,190514524.26240003,5.2,291.257736
1982-04-05,411929246.8224,417874415.616,93410100.6336,5.0,291.04742400000003
1982-04-06,404100217.95839995,362337242.112,51940713.369600005,5.2,290.85540000000003
1982-04-07,352012710.2976,361358613.50399995,1834928.64,5.4,290.61460800000003
1982-04-08,356661196.18560004,365762442.24,14312443.391999999,5.4,291.16020000000003
1982-04-09,371707611.0336,355242184.70399994,0.0,5.6,290.89502400000003
1982-04-10,350813890.2528,336403584.0,0.0,5.6,290.736528
1982-04-11,350104384.512,328329897.98399997,14703894.835199999,5.6,290.145216
1982-04-12,345822884.352,403928957.95199996,29774775.398399998,5.5,290.30980800000003
1982-04-13,414644941.2096,417874415.616,68724193.9968,5.8,291.105336
1982-04-14,452175348.3264,468763103.232,90229557.6576,5.7,291.196776
1982-04-15,446523768.1151999,414449215.48800004,150684339.9168,5.6,291.102288
1982-04-16,420712438.5792,435979044.86399996,74326842.77759999,5.9,291.300408
1982-04-17,407672212.3776,390717471.74399996,30337486.848,6.0,291.084
1982-04-18,417385101.312,416406472.70399994,6679140.2496,6.0,290.635944
1982-04-19,451588171.16160005,369187642.36800003,54803202.04799999,6.1,289.556952
1982-04-20,361138422.06720006,369676956.67199993,11107434.7008,6.1,288.35299200000003
1982-04-21,354997527.5519999,331265783.80799997,24025332.326400004,6.4,288.770568
1982-04-22,331167920.94720006,330042498.048,13113623.3472,6.5,288.694368
1982-04-23,318396817.6128,318788269.056,0.0,6.7,288.453576
1982-04-24,314751426.048,341052069.888,0.0,6.9,288.55416
1982-04-25,286591387.8528,283557639.16800004,0.0,6.7,288.877248
1982-04-26,293441788.1088,287961467.90400004,0.0,6.8,289.28568
1982-04-27,300634708.3776,270101495.808,0.0,6.8,288.86505600000004
1982-04-28,284609664.9216,290163382.272,0.0,7.0,288.846768
1982-04-29,288646507.9296,321479497.72800004,0.0,7.1,288.63036000000005
1982-04-30,287839139.328,305576782.848,0.0,7.0,290.041584
1982-05-01,295790496.768,343987955.71199995,0.0,6.54,290.91636000000005
1982-05-02,359401356.288,374080785.408,69825151.18079999,7.2,291.245544
1982-05-03,384796768.66560006,379952557.05600005,56564733.5424,7.4,291.18458400000003
1982-05-04,374765825.43360007,379707899.9039999,1565805.7728,7.5,291.315648
1982-05-05,377946368.4096,377995299.84,17786574.9504,7.5,291.166296
1982-05-06,376845411.22560006,371389556.73600006,24318920.9088,7.7,291.17544
1982-05-07,369138710.9376,371144899.584,23511552.307199996,7.7,291.20592
1982-05-08,411244206.7968,435489730.56,27303738.1632,7.7,291.084
1982-05-09,420957095.73120004,419587015.67999995,53922436.3008,7.7,291.35832
1982-05-10,411904781.1072,378729271.296,29114201.088,7.8,291.169344
1982-05-11,374056319.6928,348881098.752,19474709.2992,7.8,290.53536
1982-05-12,339363935.5392,334935641.08800006,15144277.708800001,7.8,290.68471200000005
1982-05-13,340880809.8816,340073441.28000003,16025043.455999998,9.0,290.58108000000004
1982-05-14,336476981.14559996,368453670.912,0.0,9.3,290.44392
1982-05-15,379707899.9039999,377995299.84,20918186.496000003,9.3,290.831016
1982-05-16,375010482.5856001,379463242.752,36747504.230399996,9.3,290.910264
1982-05-17,377041136.9472,386068985.85600007,26227246.6944,9.6,290.849304
1982-05-18,396222257.6639999,421299615.74399996,45090313.11359999,9.6,291.135816
1982-05-19,421715532.9024,419097701.376,55928624.94719999,9.5,291.218112
1982-05-20,428247878.8608,418853044.22400004,17444054.937599998,9.6,291.361368
1982-05-21,411464398.2336,389004871.68,14679429.12,9.8,291.03828000000004
1982-05-22,392821523.25119996,401971700.736,0.0,10.0,290.76700800000003
1982-05-23,402265289.31839997,405152243.71199995,0.0,10.0,290.68471200000005
1982-05-24,399989977.80480003,402705672.192,0.0,10.1,291.010848
1982-05-25,391989688.93439996,390472814.592,6287688.806399999,10.2,291.17544
1982-05-26,377383656.96,392185414.656,2935885.8239999996,10.4,291.169344
1982-05-27,381493897.1136,366251756.54399997,28184503.9104,10.8,291.276024
1982-05-28,380539734.2208,388515557.376,28869543.936,10.6,291.169344
1982-05-29,376429494.0672,387781585.92,15046414.848000001,10.8,291.306504
1982-05-30,397959323.4432,369187642.36800003,8024754.585599999,11.0,291.084
1982-05-31,359841739.1616,387047614.464,0.0,11.0,291.07180800000003
1982-06-01,383084168.60160005,369187642.36800003,2691228.6720000003,11.5,291.215064
1982-06-02,386142383.0016,380441871.36,0.0,11.5,291.07180800000003
