date,outflow(m3/d),avg air temperature (C),max air temperature (C),min air temperature (C)
1982-06-25,11890337.587199999,,24.089201600000003,12.733555200000005
1982-06-26,11058503.2704,,28.672571600000005,9.194638000000001
1982-06-27,10911708.9792,,27.233671200000003,13.128002800000004
1982-06-28,11205297.5616,,24.700317599999998,11.900215200000005
1982-06-29,10985106.1248,,19.722500000000004,9.5890856
1982-06-30,9272506.0608,,27.0170028,8.100184800000001
1982-07-01,8905520.332799999,,18.2335992,8.977969600000002
1982-07-02,8147083.1616,,22.778080000000003,7.711292800000006
1982-07-03,8122617.4464,,20.4613948,8.711300800000004
1982-07-04,7608837.4272,,14.350234800000003,8.016850800000004
1982-07-05,6556811.6736,,17.666928000000006,4.739046800000004
1982-07-06,5847305.9328,,23.828088400000006,4.739046800000004
1982-07-07,5627114.496,,17.450259600000003,10.939096400000004
1982-07-08,5357991.6288,,20.333616,7.5779584000000035
1982-07-09,5015471.616,,23.69475400000001,7.444624000000001
1982-07-10,4844211.6096,,27.9781216,8.627966800000003
1982-07-11,4795280.1792,,30.422585600000005,10.200201600000003
1982-07-12,4795280.1792,,31.383704400000006,11.466878400000002
1982-07-13,4893143.04,,31.167036000000003,13.211336800000005
1982-07-14,5235663.0528,,23.872533200000007,11.289099200000003
1982-07-15,4599554.4576,,21.728071600000007,6.750174000000001
1982-07-16,4036843.008,,24.222536000000005,4.605712400000002
1982-07-17,3669857.28,,24.789207200000007,9.716864400000006
1982-07-18,3425200.128,,29.022574400000003,8.100184800000001
1982-07-19,3253940.1215999997,,30.72814360000001,10.550204400000005
1982-07-20,3156077.2608,,32.694826,12.122439200000002
1982-07-21,2984817.2544,,33.30594200000001,12.555776000000005
1982-07-22,2862488.6784,,31.20592520000001,13.433560800000002
1982-07-23,2666762.9568,,27.0614476,13.128002800000004
1982-07-24,2495502.9504,,27.4947844,14.089121600000002
1982-07-25,2471037.2352,,31.250370000000004,11.772436400000004
1982-07-26,2243506.08384,,33.083718000000005,13.472450000000006
1982-07-27,2162769.22368,,31.733707200000005,16.9669224
1982-07-28,2223933.51168,,24.178091200000004,15.700245600000002
1982-07-29,2143196.65152,,30.1170276,12.822444800000003
1982-07-30,2045333.79072,,32.16704400000001,12.778000000000002
1982-07-31,1837375.21152,,32.08371,12.733555200000005
1982-08-01,1712600.064,,28.89479560000001,15.133574400000008
1982-08-02,1595164.63104,,25.7058812,6.005723600000003
1982-08-03,1465496.34048,,24.8725412,6.139058000000002
1982-08-04,1392099.19488,,28.367013600000007,8.061295600000001
1982-08-05,1321148.6208,,31.033701600000008,9.977977600000003
1982-08-06,1252644.61824,,33.65594480000001,11.900215200000005
1982-08-07,1186587.1872,,24.833652000000008,12.077994400000005
1982-08-08,1162121.472,,30.289251200000002,17.711372800000007
1982-08-09,1162121.472,,30.900367200000005,14.478013600000004
1982-08-10,1115636.6131199999,,31.122591200000002,12.122439200000002
1982-08-11,1056918.89664,,25.1780992,8.233519200000003
1982-08-12,1034899.75296,,25.922549600000004,5.700165600000002
1982-08-13,978628.608,,30.72814360000001,7.927961200000006
1982-08-14,946823.17824,,28.89479560000001,10.505759600000001
1982-08-15,915017.74848,,29.244798400000008,10.416870000000003
1982-08-16,1115636.6131199999,,31.861486,10.416870000000003
1982-08-17,1091170.89792,,33.1726076,12.644665600000003
1982-08-18,1069151.75424,,28.633682400000012,13.650229200000005
1982-08-19,1044686.03904,,31.167036000000003,12.822444800000003
1982-08-20,1020220.32384,,33.7003896,14.394679600000003
1982-08-21,998201.18016,,35.5337376,14.172455600000003
1982-08-22,973735.46496,,32.77816000000001,14.566903200000006
1982-08-23,949269.74976,,30.20591720000001,9.672419600000001
1982-08-24,927250.6060799999,,30.072582800000006,9.894643600000006
1982-08-25,902784.89088,,31.339259600000005,9.455751200000005
1982-08-26,878319.17568,,31.0781464,11.205765200000005
1982-08-27,856300.032,,30.1170276,9.850198800000001
1982-08-28,807368.6015999999,,25.833660000000002,12.994668400000005
1982-08-29,814708.31616,,26.011439199999998,11.816881200000005
1982-08-30,834280.88832,,24.700317599999998,11.205765200000005
1982-08-31,814708.31616,,25.311433600000008,6.400171200000006
1982-09-01,797582.31552,,28.150345200000004,5.833500000000004
1982-09-02,787796.02944,,30.1170276,8.233519200000003
1982-09-03,778009.74336,,31.0781464,13.433560800000002
1982-09-04,760883.74272,,24.261425200000005,9.716864400000006
1982-09-05,760883.74272,,27.0614476,5.177939200000004
1982-09-06,753544.02816,,27.5392292,5.6557208000000045
1982-09-07,733971.456,,29.855914400000003,6.750174000000001
1982-09-08,716845.45536,,30.72814360000001,9.022414400000006
1982-09-09,726631.74144,,29.594801200000006,9.544640800000003
1982-09-10,699719.45472,,16.839143600000007,9.366861600000004
1982-09-11,702166.02624,,16.9669224,0.9834612000000043
1982-09-12,721738.5984,,15.833580000000005,4.827936400000002
1982-09-13,763330.31424,,13.433560800000002,2.1612484000000016
1982-09-14,807368.6015999999,,12.644665600000003,3.4279252000000042
1982-09-15,812261.7446399999,,10.594649200000003,2.422361600000002
1982-09-16,792689.17248,,20.028058,2.294582800000004
1982-09-17,775563.17184,,22.300298400000003,8.583522000000006
1982-09-18,755990.59968,,24.700317599999998,7.405734800000001
1982-09-19,780456.31488,,20.8113976,9.150193200000004
1982-09-20,1034899.75296,,20.900287200000008,6.966842400000004
1982-09-21,836727.45984,,23.872533200000007,6.177947200000002
1982-09-22,778009.74336,,25.878104800000003,5.6557208000000045
1982-09-23,751097.45664,,27.1447816,6.139058000000002
1982-09-24,729078.31296,,17.972486000000004,8.672411600000004
1982-09-25,758437.1712,,22.166964000000007,8.016850800000004
1982-09-26,807368.6015999999,,17.055812000000003,6.922397600000004
1982-09-27,782902.8864,,15.9224696,3.0334776000000048
1982-09-28,758437.1712,,10.855762400000003,1.4612428000000044
1982-09-29,778009.74336,,12.778000000000002,1.6390220000000042
1982-09-30,775563.17184,,13.472450000000006,0.4612348000000033
1982-10-01,765776.88576,,11.639102000000005,2.7723644000000043
1982-10-02,765776.88576,,18.628046800000007,0.3279004000000043
1982-10-03,753544.02816,,15.355798400000005,2.6890304000000036
1982-10-04,753544.02816,,11.205765200000005,3.0334776000000048
1982-10-05,758437.1712,,13.650229200000005,-1.155444799999998
1982-10-06,746204.3136,,16.355806400000006,-1.0721107999999973
1982-10-07,746204.3136,,10.722428,0.15567680000000195
1982-10-08,753544.02816,,9.805754000000004,-2.466566399999998
1982-10-09,746204.3136,,12.905778800000004,-2.599900799999997
1982-10-10,738864.59904,,15.005795600000006,-2.338787599999998
1982-10-11,738864.59904,,20.289171200000006,-1.027666
1982-10-12,738864.59904,,21.161400400000005,1.9890248000000028
1982-10-13,731524.88448,,21.07251080000001,3.3834804000000034
1982-10-14,724185.16992,,23.69475400000001,4.300154400000004
1982-10-15,716845.45536,,22.472522000000005,5.2612732000000015
1982-10-16,716845.45536,,20.5058396,3.077922400000002
1982-10-17,711952.31232,,12.205773200000003,2.2056932000000025
1982-10-18,704612.59776,,7.755737600000003,-2.994348399999998
1982-10-19,699719.45472,,11.333544000000003,-5.655480799999998
1982-10-20,704612.59776,,14.828016400000003,-4.605472399999998
1982-10-21,711952.31232,,18.500268000000005,1.155684800000003
1982-10-22,758437.1712,,15.311353600000004,6.527950000000004
1982-10-23,853853.46048,,13.255781600000002,6.922397600000004
1982-10-24,880765.7472,,17.494704400000003,4.389044000000002
1982-10-25,836727.45984,,11.683546800000006,5.7890552000000035
1982-10-26,1132762.61376,,8.755745600000001,0.7223480000000002
1982-10-27,1100957.184,,7.405734800000001,-0.9387763999999983
1982-10-28,917464.32,,8.672411600000004,-2.8610139999999973
1982-10-29,917464.32,,1.944580000000002,0.15567680000000195
1982-10-30,924804.03456,,6.094613200000001,1.0723508000000024
1982-10-31,897891.74784,,7.489068800000002,-0.3721052
1982-11-01,846513.74592,,7.711292800000006,-3.8665775999999976
1982-11-02,795135.744,,9.061303600000006,-4.261025199999999
1982-11-03,780456.31488,,9.283527600000003,-4.566583199999997
1982-11-04,802475.4585599999,,12.689110400000004,-3.1221271999999978
1982-11-05,780456.31488,,11.683546800000006,-0.46099479999999815
1982-11-06,773116.60032,,8.322408800000002,-2.8610139999999973
1982-11-07,746204.3136,,5.394607600000004,-4.872141199999998
1982-11-08,765776.88576,,7.794626800000003,-0.499883999999998
1982-11-09,773116.60032,,3.5612595999999996,-1.3332239999999977
1982-11-10,738864.59904,,1.811245600000003,-2.0721187999999984
1982-11-11,724185.16992,,6.661284400000003,-4.783251599999998
1982-11-12,672807.168,,0.9834612000000043,-7.444383999999998
1982-11-13,746204.3136,,3.777928000000003,-5.133254399999997
1982-11-14,638555.16672,,5.2612732000000015,-9.016618799999998
1982-11-15,621429.16608,,5.872389200000004,-8.583281999999999
1982-11-16,660574.3104,,4.5223784000000045,-5.611035999999999
1982-11-17,795135.744,,1.289019200000002,-0.0665471999999987
1982-11-18,846513.74592,,3.5612595999999996,0.1945660000000018
1982-11-19,812261.7446399999,,3.2112568000000046,-1.6832268
1982-11-20,758437.1712,,2.6445856000000028,-3.605464399999997
1982-11-21,765776.88576,,0.6334584000000021,-4.738806799999999
1982-11-22,699719.45472,,-2.2054531999999973,-11.899975199999998
1982-11-23,589623.73632,,-4.649917199999999,-16.1833428
1982-11-24,648341.4528,,-2.338787599999998,-15.1777792
1982-11-25,655681.16736,,-3.033237599999998,-14.477773599999999
1982-11-26,672807.168,,-0.46099479999999815,-12.5110912
1982-11-27,699719.45472,,0.2834555999999999,-7.666607999999998
1982-11-28,758437.1712,,5.089049600000003,-1.0721107999999973
1982-11-29,780456.31488,,4.300154400000004,-0.022102399999997857
1982-11-30,753544.02816,,0.7667928000000046,-2.511011199999997
1982-12-01,731524.88448,,3.4723700000000015,-4.955475199999999
1982-12-02,692379.74016,,-0.4165499999999973,-7.8832764
1982-12-03,716845.45536,,2.1168036000000043,-2.1610083999999983
1982-12-04,731524.88448,,3.777928000000003,-1.027666
1982-12-05,724185.16992,,1.811245600000003,-2.338787599999998
1982-12-06,738864.59904,,4.605712400000002,-4.911030399999998
1982-12-07,699719.45472,,-0.8054419999999958,-9.105508399999998
1982-12-08,621429.16608,,-4.566583199999997,-14.394439599999998
1982-12-09,584730.59328,,-1.3776687999999986,-12.122199199999999
1982-12-10,655681.16736,,-0.7665527999999959,-10.855522399999998
1982-12-11,660574.3104,,-1.110999999999997,-11.244414399999998
1982-12-12,643448.30976,,-1.244334399999996,-12.2944228
1982-12-13,685040.0255999999,,2.511251200000004,-8.711060799999998
1982-12-14,704612.59776,,-1.0721107999999973,-11.944419999999997
1982-12-15,716845.45536,,0.3279004000000043,-2.7276795999999983
1982-12-16,724185.16992,,2.1612484000000016,-1.855450399999997
1982-12-17,753544.02816,,5.527942000000003,-1.3776687999999986
1982-12-18,724185.16992,,0.5890136000000048,-7.444383999999998
1982-12-19,704612.59776,,1.9001352000000047,-4.605472399999998
1982-12-20,711952.31232,,2.294582800000004,-4.911030399999998
1982-12-21,731524.88448,,1.8556904000000038,0.11123200000000466
1982-12-22,704612.59776,,2.600140800000002,-3.077682399999997
1982-12-23,731524.88448,,0.5445688000000004,-2.0332295999999985
1982-12-24,667914.02496,,-2.1610083999999983,-11.683306799999997
1982-12-25,584730.59328,,-6.572154799999996,-16.0055636
1982-12-26,631215.45216,,-3.2999063999999994,-11.288859199999997
1982-12-27,716845.45536,,-7.972166,-18.583361999999997
1982-12-28,667914.02496,,-11.1610804,-19.5444808
1982-12-29,648341.4528,,-12.644425599999998,-21.2944948
1982-12-30,655681.16736,,-10.983301199999998,-22.6445056
1982-12-31,660574.3104,,-12.205533199999998,-21.6833868
1983-01-01,660574.3104,,-10.5055196,-23.083398
1983-01-02,667914.02496,,-8.233279199999998,-21.3778288
1983-01-03,667914.02496,,-1.8998951999999978,-8.494392399999997
1983-01-04,704612.59776,,0.37234520000000515,-5.044364799999997
1983-01-05,836727.45984,,3.1668120000000037,0.5001240000000031
1983-01-06,924804.03456,,2.8168092000000016,0.6334584000000021
1983-01-07,990861.4656,,4.827936400000002,0.37234520000000515
1983-01-08,924804.03456,,5.2612732000000015,0.022342400000002982
1983-01-09,853853.46048,,2.8612540000000024,-3.733243199999997
1983-01-10,812261.7446399999,,7.666848000000002,-4.999919999999998
1983-01-11,758437.1712,,0.41679000000000244,-9.366621599999998
1983-01-12,711952.31232,,-0.9387763999999983,-12.166643999999998
1983-01-13,680146.8825599999,,-1.6387819999999955,-10.722188
1983-01-14,680146.8825599999,,-1.0721107999999973,-12.9499836
1983-01-15,680146.8825599999,,0.11123200000000466,-9.016618799999998
1983-01-16,711952.31232,,1.4612428000000044,-9.8499588
1983-01-17,780456.31488,,2.1168036000000043,-1.5943371999999982
1983-01-18,802475.4585599999,,3.2112568000000046,-1.288779199999997
1983-01-19,773116.60032,,3.9945964000000025,-2.0332295999999985
1983-01-20,758437.1712,,2.950143600000004,-0.11099199999999598
1983-01-21,753544.02816,,3.5612595999999996,-5.133254399999997
1983-01-22,738864.59904,,0.5001240000000031,-4.999919999999998
1983-01-23,746204.3136,,2.0334696,-4.299914399999997
1983-01-24,738864.59904,,1.155684800000003,-3.338795599999999
1983-01-25,731524.88448,,1.1167956000000032,-2.949903599999997
1983-01-26,738864.59904,,3.4279252000000042,-1.766560799999997
1983-01-27,753544.02816,,4.650157200000002,-0.28321559999999835
1983-01-28,731524.88448,,1.4612428000000044,-5.961038799999999
1983-01-29,680146.8825599999,,0.5001240000000031,-6.444375999999998
1983-01-30,699719.45472,,2.339027600000005,-10.283295599999999
1983-01-31,704612.59776,,-3.644353599999997,-14.083326
1983-02-01,594516.87936,,-3.166571999999997,-16.0055636
1983-02-02,594516.87936,,-1.288779199999997,-12.427757199999999
1983-02-03,609196.30848,,-2.466566399999998,-14.566663199999999
1983-02-04,616536.02304,,-3.1221271999999978,-15.5722268
1983-02-05,655681.16736,,-4.783251599999998,-17.8000224
1983-02-06,672807.168,,-3.9499115999999983,-16.4889008
1983-02-07,724185.16992,,2.8612540000000024,-5.483257199999999
1983-02-08,765776.88576,,-0.8498867999999966,-4.783251599999998
1983-02-09,765776.88576,,5.177939200000004,-2.338787599999998
1983-02-10,758437.1712,,6.139058000000002,-2.816569199999998
1983-02-11,738864.59904,,4.566823200000002,-3.077682399999997
1983-02-12,746204.3136,,4.5223784000000045,-0.32766039999999563
1983-02-13,765776.88576,,5.000160000000005,-1.4610027999999957
1983-02-14,753544.02816,,5.394607600000004,-6.705489199999999
1983-02-15,738864.59904,,2.422361600000002,-3.644353599999997
1983-02-16,738864.59904,,7.883516400000001,-1.3332239999999977
1983-02-17,731524.88448,,1.9890248000000028,-1.9443399999999968
1983-02-18,738864.59904,,4.916826000000004,-1.4165579999999984
1983-02-19,758437.1712,,6.705729200000004,-2.2054531999999973
1983-02-20,738864.59904,,3.911262400000002,-3.688798399999998
1983-02-21,738864.59904,,5.394607600000004,-2.377676799999998
1983-02-22,746204.3136,,8.405742800000006,-2.1165635999999974
1983-02-23,753544.02816,,8.844635200000006,-3.605464399999997
1983-02-24,765776.88576,,8.755745600000001,-1.988784799999996
1983-02-25,802475.4585599999,,4.172375600000002,-2.338787599999998
1983-02-26,836727.45984,,6.922397600000004,-1.027666
1983-02-27,829387.74528,,3.4279252000000042,-0.7665527999999959
1983-02-28,829387.74528,,9.4113064,-0.2387707999999975
1983-03-01,853853.46048,,9.105748400000003,0.5001240000000031
1983-03-02,1201266.61632,,8.405742800000006,1.683466800000005
1983-03-03,1392099.19488,,10.022422400000004,1.6390220000000042
1983-03-04,1470389.48352,,7.100176800000003,1.5945771999999998
1983-03-05,1502194.91328,,7.405734800000001,-1.766560799999997
1983-03-06,1423904.62464,,9.4113064,-0.6776631999999978
1983-03-07,1316255.47776,,6.094613200000001,0.3279004000000043
1983-03-08,1225732.33152,,7.139066000000003,-0.14988119999999583
1983-03-09,1213499.47392,,11.555768,1.7279116000000023
1983-03-10,1423904.62464,,12.427997200000004,0.3279004000000043
1983-03-11,1957257.216,,6.750174000000001,0.5001240000000031
1983-03-12,2226380.0831999998,,2.8168092000000016,-0.6776631999999978
1983-03-13,2182341.79584,,2.7279196,0.23901080000000263
1983-03-14,2226380.0831999998,,6.177947200000002,-1.5498923999999974
1983-03-15,1805569.78176,,7.622403200000004,-4.738806799999999
1983-03-16,1617183.7747199999,,7.883516400000001,-6.177707199999999
1983-03-17,1551126.34368,,2.950143600000004,-0.5443287999999988
1983-03-18,1470389.48352,,4.039041200000003,-0.9387763999999983
1983-03-19,1362740.3366399999,,5.7890552000000035,-4.299914399999997
1983-03-20,1252644.61824,,5.7890552000000035,-7.927721199999999
1983-03-21,1237965.18912,,8.100184800000001,-6.138817999999999
1983-03-22,1264877.47584,,8.233519200000003,-0.8054419999999958
1983-03-23,1237965.18912,,6.877952800000006,-1.5498923999999974
1983-03-24,1225732.33152,,3.2112568000000046,-1.5498923999999974
1983-03-25,1189033.75872,,9.761309200000003,-4.872141199999998
1983-03-26,1167014.61504,,8.755745600000001,-3.2554615999999967
1983-03-27,1189033.75872,,3.9945964000000025,-3.338795599999999
1983-03-28,1154781.75744,,8.322408800000002,-5.6999255999999985
1983-03-29,1167014.61504,,7.666848000000002,0.1945660000000018
1983-03-30,1301576.04864,,8.672411600000004,0.5890136000000048
1983-03-31,1502194.91328,,8.583522000000006,-0.633218399999997
1983-04-01,1470389.48352,,8.366853600000006,-4.172135599999999
1983-04-02,1519320.91392,,5.566831200000006,-4.261025199999999
1983-04-03,1406778.624,,4.433488800000003,-5.655480799999998
1983-04-04,1348060.90752,,4.872381200000003,-5.961038799999999
1983-04-05,1264877.47584,,5.000160000000005,-7.6221631999999975
1983-04-06,1237965.18912,,7.927961200000006,-7.666607999999998
1983-04-07,1289343.19104,,13.128002800000004,-3.1221271999999978
1983-04-08,1377419.7657599999,,10.550204400000005,-2.1610083999999983
1983-04-09,1534000.34304,,8.233519200000003,-0.499883999999998
1983-04-10,1534000.34304,,7.361290000000004,-0.7665527999999959
1983-04-11,1534000.34304,,8.366853600000006,-3.733243199999997
1983-04-12,1551126.34368,,6.400171200000006,-1.6832268
1983-04-13,1519320.91392,,5.2612732000000015,-4.649917199999999
1983-04-14,1519320.91392,,9.455751200000005,-2.0332295999999985
1983-04-15,1568252.34432,,11.944660000000002,-2.6832347999999975
1983-04-16,1768871.20896,,14.433568800000003,-1.766560799999997
1983-04-17,2272864.94208,,16.311361600000005,-2.1165635999999974
1983-04-18,2740160.1023999997,,14.916906000000004,2.7279196
1983-04-19,3058214.4,,15.572466800000008,0.6779032000000029
1983-04-20,3963445.8624,,16.139138000000003,3.8668176000000045
1983-04-21,4672951.6032,,16.139138000000003,2.8612540000000024
1983-04-22,5406923.0592,,17.84470720000001,0.41679000000000244
1983-04-23,7070591.6928,,19.15582880000001,4.650157200000002
1983-04-24,9468231.782399999,,7.839071600000004,2.1168036000000043
1983-04-25,8000288.870399999,,7.839071600000004,0.06678720000000027
1983-04-26,6507880.243199999,,10.372425200000006,-1.244334399999996
1983-04-27,5724977.3568,,12.600220800000002,-1.4610027999999957
1983-04-28,5406923.0592,,13.433560800000002,0.06678720000000027
1983-04-29,5480320.2047999995,,15.700245600000002,3.1668120000000037
1983-04-30,6556811.6736,,11.333544000000003,3.5612595999999996
1983-05-01,7095057.408,,12.077994400000005,2.600140800000002
1983-05-02,7364180.2752,,13.472450000000006,1.8556904000000038
1983-05-03,7853494.5792,,15.044684800000006,1.9001352000000047
1983-05-04,8391740.3136,,18.366933600000003,0.11123200000000466
1983-05-05,9933080.371199999,,8.627966800000003,1.5056876000000017
1983-05-06,9296971.776,,11.027986000000006,1.0723508000000024
1983-05-07,8660863.1808,,16.661364400000004,1.0723508000000024
1983-05-08,8538534.6048,,12.122439200000002,0.23901080000000263
1983-05-09,7706700.288,,5.7890552000000035,0.06678720000000027
1983-05-10,6825934.5408,,8.100184800000001,-1.3776687999999986
1983-05-11,6091963.0848,,8.977969600000002,-0.0665471999999987
1983-05-12,5431388.7743999995,,10.811317600000002,0.9390163999999999
1983-05-13,5088868.7616,,11.989104800000003,1.4612428000000044
1983-05-14,4966540.1855999995,,14.394679600000003,0.6779032000000029
1983-05-15,5260128.768,,9.977977600000003,4.1279308000000015
1983-05-16,5382457.344,,13.433560800000002,0.8945716000000026
1983-05-17,5773908.7872,,17.272480400000006,1.027906000000005
1983-05-18,6874865.9712,,15.044684800000006,6.4446160000000035
1983-05-19,7926891.7248,,18.2335992,2.2501379999999997
1983-05-20,8954451.7632,,21.07251080000001,4.261265200000004
1983-05-21,10642586.112,,20.11139200000001,3.3001464000000027
1983-05-22,12134994.7392,,22.689190400000008,4.083486000000004
1983-05-23,12820034.7648,,25.7058812,5.133494400000004
1983-05-24,14336909.1072,,27.233671200000003,6.616839600000002
1983-05-25,16661152.0512,,27.755897600000004,7.972406000000003
1983-05-26,17957834.9568,,28.633682400000012,7.972406000000003
1983-05-27,18300354.9696,,29.722580000000008,8.277964000000004
1983-05-28,18251423.5392,,30.989256800000007,8.755745600000001
1983-05-29,18691806.4128,,28.3281244,8.844635200000006
1983-05-30,18642874.9824,,24.789207200000007,8.277964000000004
1983-05-31,18006766.387199998,,17.100256800000004,8.277964000000004
1983-06-01,16171837.7472,,17.100256800000004,8.800190400000005
1983-06-02,14654963.4048,,22.911414400000005,6.4446160000000035
