date,inflow(m3/d),storage(m3),outflow(m3/d),wse(m),avg air temperature (C),min air temperature (C),max air temperature (C)
1982-01-22,1518366.7510272,168289843.8,4893.14304,681.993048,-5.011031199999998,-5.4999239999999965,-3.788799199999998
1982-01-23,2200470.8908031997,170482971.24,7339.71456,682.154592,3.6279268000000044,-5.111031999999998,8.350186800000003
1982-01-24,3164835.9868416,173613543.48,34252.00128,682.3801440000001,1.2723524000000026,-2.233231199999997,3.4445920000000037
1982-01-25,2443195.2513024,176017596.0,39145.14432,682.511208,-0.5165507999999974,-1.999895999999998,1.5001320000000042
1982-01-26,1644022.6642944,177637155.24,24465.7152,682.6148400000001,1.0001280000000001,-0.5221063999999984,3.133478400000005
1982-01-27,779428.7548416,178399445.88,17126.00064,682.651416,0.03900920000000241,-0.8332199999999972,1.577910400000004
1982-01-28,820164.1706496,179207375.28,12232.8576,682.7154240000001,0.5779024000000028,-1.2221119999999956,2.744586400000003
1982-01-29,1301233.5286272,180498828.84,9786.28608,682.79772,1.950135600000003,0.5667912000000044,3.2890352000000043
1982-01-30,1068099.7284863999,181554687.72,12232.8576,682.864776,2.7779200000000017,0.411234400000005,6.011279200000004
1982-01-31,974322.6421248,182514335.16,14679.42912,682.925736,0.6001248000000032,-0.36654959999999903,1.8890240000000027
1982-02-01,659815.8732288,183161912.16,12232.8576,682.9501200000001,1.1779072,-0.2887711999999958,2.6668079999999996
1982-02-02,657369.3017088,183809489.16,9786.28608,683.0080320000001,2.3834724000000023,-0.2887711999999958,3.833484000000002
1982-02-03,538955.2401408,184338652.08,9786.28608,683.017176,-2.477677599999998,-9.394399599999998,1.7334671999999998
1982-02-04,538955.2401408,184867815.0,9786.28608,683.075088,-8.949951599999999,-12.816649199999999,-4.099912799999997
1982-02-05,444003.7994496,185304466.92000002,7339.71456,683.10252,-10.388851999999998,-16.238898799999998,-4.3332479999999975
1982-02-06,492103.39553279994,185789224.56,7339.71456,683.133,-7.788831199999997,-11.494416399999999,-3.7110207999999982
1982-02-07,492103.39553279994,186273982.2,7339.71456,683.16348,-9.349954799999999,-16.861126,0.8779048000000031
1982-02-08,295986.2224896,186565083.48,4893.14304,683.181768,-8.377724799999998,-13.9833252,-2.388787999999998
1982-02-09,367548.43944959994,186927726.6,4893.14304,683.1970080000001,-10.105516399999999,-15.3833364,-3.166571999999997
1982-02-10,368771.72520959994,187291603.2,4893.14304,683.227488,-9.238842799999999,-15.7722284,-3.3999071999999977
1982-02-11,441557.2279296,187728255.12,4893.14304,683.2549200000001,-6.794378799999999,-9.783291599999998,-4.3332479999999975
1982-02-12,445251.5509248,188168607.48,4893.14304,683.2732080000001,-2.755457599999998,-7.216604399999998,0.9556832000000028
1982-02-13,939874.9151232,189103585.32,4893.14304,683.30064,0.2334552000000052,-0.5998847999999981,7.494624400000003
1982-02-14,2248497.0897407997,191334950.64000002,17126.00064,683.480472,5.016826800000004,1.577910400000004,7.805738000000002
1982-02-15,5989500.669542399,197290192.08,34252.00128,683.84928,2.0723588,0.5667912000000044,3.833484000000002
1982-02-16,3770460.3009023997,201026403.0,34252.00128,684.0687360000001,4.027930000000001,1.1112400000000022,6.089057600000004
1982-02-17,4078826.1752832,205070983.92000002,34252.00128,684.324768,2.339027600000005,-1.299890399999999,5.622387200000002
1982-02-18,2506145.5365119996,207542877.84,34252.00128,684.4741200000001,-0.9443319999999957,-2.466566399999998,-0.36654959999999903
1982-02-19,2655386.3992319996,210164022.84,34252.00128,684.605184,1.544576800000005,-0.4443279999999987,7.3390676000000035
1982-02-20,3547235.1154176,213679440.84,31805.42976,684.842928,2.472362000000004,0.17789920000000237,8.8946356
1982-02-21,2932949.938176,216580585.8,31805.42976,685.02276,-0.7276635999999961,-5.4999239999999965,2.977921600000002
1982-02-22,2445739.6856831997,218996973.12,29358.85824,685.15992,-4.677695199999999,-7.449939599999999,-1.144333599999996
1982-02-23,1220912.5856255998,220190981.76,26912.28672,685.239168,-3.494352399999997,-6.355486399999998,-1.299890399999999
1982-02-24,931042.791936,221095122.6,26912.28672,685.306224,-2.194341999999997,-5.422145599999999,1.3445752000000049
1982-02-25,1070472.9028608,222143580.6,22019.14368,685.385472,-0.43321679999999674,-4.177691199999998,5.000160000000005
1982-02-26,1071720.654336,223193272.08,22019.14368,685.4220480000001,-0.2109927999999961,-2.622123199999997,2.977921600000002
1982-02-27,1068026.3313408,224241730.08,19572.57216,685.467768,0.9001272,-3.322128799999998,4.766824800000002
1982-02-28,1064380.939776,225291421.56,14679.42912,685.489104,0.9334608000000024,-5.655480799999998,8.739078800000001
1982-03-01,912693.505536,226194328.92000002,9786.28608,685.5927360000001,1.8612460000000048,0.10012080000000267,4.611268000000003
1982-03-02,622823.7118463999,226807368.48,9786.28608,685.620168,0.927905200000005,-0.9887767999999966,4.300154400000004
1982-03-03,526624.51968,227326663.56,7339.71456,685.650648,0.4556792000000023,-0.5998847999999981,4.144597600000004
1982-03-04,578442.9044736,227897764.8,7339.71456,685.6750320000001,1.555688,-0.5998847999999981,4.300154400000004
1982-03-05,578442.9044736,228468866.04,7339.71456,685.717704,1.277908,-3.2443503999999983,5.155716800000004
1982-03-06,578442.9044736,229039967.28,7339.71456,685.7512320000001,0.9723500000000023,-4.722139999999998,8.8946356
1982-03-07,578442.9044736,229611068.52,7339.71456,685.760376,2.1779152000000046,-4.644361599999998,11.305766000000006
1982-03-08,938627.163648,230542345.92000002,7339.71456,685.772568,1.3501308000000023,-5.111031999999998,9.127970800000003
1982-03-09,1702079.8064640001,232229746.56,14679.42912,685.93716,5.194606000000004,1.1112400000000022,7.727959600000002
1982-03-10,1911702.0542976,234116970.96,24465.7152,686.046888,4.100152800000004,-0.36654959999999903,9.905754800000004
1982-03-11,1861131.4209792002,235956089.64000002,22019.14368,686.153568,-0.6998855999999982,-2.1554527999999973,1.6556888
1982-03-12,1388747.3918976,237325252.44,19572.57216,686.2328160000001,-0.3943275999999969,-2.1554527999999973,0.8779048000000031
1982-03-13,1441764.596736,238747454.88,19572.57216,686.315112,1.294574800000003,-0.36654959999999903,4.844603200000002
1982-03-14,1070521.8342912,239800846.8,17126.00064,686.376072,0.911238400000002,-1.6887823999999974,3.5223704000000033
1982-03-15,859602.9035520001,240645780.6,14679.42912,686.4248400000001,-1.161000399999999,-5.188810399999998,2.433472800000004
1982-03-16,647485.1527679999,241281022.8,12232.8576,686.4614160000001,-1.5610035999999958,-9.316621199999998,7.572402800000006
1982-03-17,702973.3948416,241971771.6,12232.8576,686.5010400000001,0.2334552000000052,-7.527717999999998,7.3390676000000035
1982-03-18,720246.1897728,242679789.12,12232.8576,686.5498080000001,2.227915600000003,-4.644361599999998,7.883516400000001
1982-03-19,716576.3324928,243386573.16,9786.28608,686.464464,1.7556896000000002,-1.144333599999996,4.144597600000004
1982-03-20,717799.6182528,244094590.68,9786.28608,686.4858,2.0223584000000017,-2.5443447999999975,6.011279200000004
1982-03-21,717799.6182528,244802608.20000002,9786.28608,686.504088,2.194582000000004,-4.644361599999998,10.916874000000004
1982-03-22,716576.3324928,245509392.24,9786.28608,686.6930639999999,3.266812800000004,-4.877696799999999,11.539101200000005
1982-03-23,674642.09664,246174237.96,9786.28608,686.74488,4.994604400000004,-1.766560799999997,9.750198000000001
1982-03-24,588278.121984,246750273.12,12232.8576,686.757072,3.261257200000003,-3.788799199999998,10.450203600000005
1982-03-25,584559.3332736,247322607.84,12232.8576,686.8058400000001,3.7112608000000016,-4.3332479999999975,14.261345200000008
1982-03-26,665981.2334591999,247976352.24,12232.8576,686.830224,3.6279268000000044,0.6445696000000005,8.739078800000001
1982-03-27,706667.7178367999,248668334.52,14679.42912,686.885088,1.4723540000000028,-3.088793599999997,6.477949600000002
1982-03-28,706667.7178367999,249360316.8,14679.42912,686.924712,0.22789960000000065,-2.233231199999997,2.977921600000002
1982-03-29,332929.45244160003,249681021.6,12232.8576,686.943,-0.6221071999999985,-3.788799199999998,4.611268000000003
1982-03-30,490831.1783424,250159611.84,12232.8576,686.9704320000001,0.13901000000000252,-3.7110207999999982,6.089057600000004
1982-03-31,508103.9732736,250655470.8,12232.8576,687.0283440000001,-0.6832187999999988,-4.177691199999998,2.977921600000002
1982-04-01,508103.9732736,251151329.76,12232.8576,687.04968,0.022342400000002982,-6.044372799999998,6.555728000000002
1982-04-02,508103.9732736,251647188.72,12232.8576,687.06492,0.8501268000000017,-1.0665551999999998,2.3556944000000044
1982-04-03,508103.9732736,252143047.68,12232.8576,687.1075920000001,0.8223488000000003,-1.4554471999999983,2.3556944000000044
1982-04-04,508103.9732736,252638906.64000002,12232.8576,687.1106400000001,1.566799200000002,-1.144333599999996,5.7779440000000015
1982-04-05,508103.9732736,253134765.6,12232.8576,687.1716,1.1001288000000002,-4.099912799999997,7.572402800000006
1982-04-06,508103.9732736,253630624.56,12232.8576,687.1807440000001,1.7945788,-3.6332423999999968,7.027954000000001
1982-04-07,508103.9732736,254126483.52,12232.8576,687.183792,0.6612364,-3.555463999999997,8.583522000000006
1982-04-08,508103.9732736,254622342.48,12232.8576,687.226464,1.3779088000000002,-5.4999239999999965,7.416846000000003
1982-04-09,508103.9732736,255118201.44,12232.8576,687.23256,4.0001520000000035,-3.944355999999999,12.939112400000003
1982-04-10,508103.9732736,255614060.4,12232.8576,687.244752,4.833492000000003,-3.3999071999999977,12.472442000000004
1982-04-11,512997.1163136,256109919.36,17126.00064,687.30876,3.9890408000000015,2.1279148000000028,6.561283600000003
1982-04-12,880545.5557632,256970888.4,19572.57216,687.3575280000001,4.5112672000000025,1.6612444000000046,7.183510800000004
1982-04-13,1370202.3797759998,258319082.04,22019.14368,687.4337280000001,2.1723596,-1.0665551999999998,3.8390395999999996
1982-04-14,881768.8415232,259181284.56,19572.57216,687.4824960000001,-0.8054419999999958,-4.022134399999997,3.5279260000000043
1982-04-15,744883.1649792,259909037.76,17126.00064,687.512976,1.066795200000005,-0.7554415999999975,3.5279260000000043
1982-04-16,744883.1649792,260636790.96,17126.00064,687.564792,2.3890279999999997,-3.3999071999999977,6.405726800000004
1982-04-17,720221.7240576,261339874.56,17126.00064,687.61356,0.8945716000000026,3.1390340000000023,3.1390340000000023
1982-04-18,718973.9725824,262041724.68,17126.00064,687.6318480000001,-0.28321559999999835,2.050136400000003,2.050136400000003
1982-04-19,720221.7240576,262744808.28,17126.00064,687.683664,1.544576800000005,10.839095600000004,10.839095600000004
1982-04-20,668403.339264,263396085.72,17126.00064,687.692808,3.8612620000000035,12.550220400000004,12.550220400000004
1982-04-21,668403.339264,264047363.16,17126.00064,687.7568160000001,6.555728000000002,17.300258400000004,17.300258400000004
1982-04-22,590675.7620736,264618464.4,19572.57216,687.775104,6.650173200000001,22.1225192,22.1225192
1982-04-23,589452.4763136,265188332.16,19572.57216,687.820824,6.094613200000001,11.227987600000006,11.227987600000006
1982-04-24,657271.4388479999,265826041.32,19572.57216,687.851304,5.883500400000006,8.039073200000004,8.039073200000004
1982-04-25,845999.9659008001,266652472.92000002,19572.57216,687.9031200000001,3.1057004000000035,15.278020000000005,15.278020000000005
1982-04-26,1217291.659776,267850182.0,19572.57216,687.970176,4.472378000000003,14.578014400000008,14.578014400000008
1982-04-27,1301160.1314816,269131767.72,19572.57216,688.0311360000001,4.622379200000005,14.733571200000007,14.733571200000007
1982-04-28,1302383.4172416,270412119.96,22019.14368,688.1317200000001,7.5668472000000015,4.7723804000000065,4.7723804000000065
1982-04-29,1306053.2745216,271693705.68,24465.7152,688.1896320000001,3.2112568000000046,-0.8332199999999972,8.427965200000003
1982-04-30,1306053.2745216,272975291.4,24465.7152,688.250592,3.6779272000000027,-1.4554471999999983,14.105788400000005
1982-05-01,1303606.7030016,274256877.12,22019.14368,688.2719280000001,7.111288000000002,0.5723468000000018,13.405782800000004
1982-05-02,1302383.4172416,275537229.36,22019.14368,688.381656,4.827936400000002,0.49456840000000213,8.972414000000004
1982-05-03,1306053.2745216,276818815.08,24465.7152,688.4700480000001,0.9723500000000023,-0.36654959999999903,2.983477200000003
1982-05-04,1180226.1012479998,277972118.88,26912.28672,688.534056,3.6223712000000035,-0.05543599999999671,7.027954000000001
1982-05-05,1016183.480832,278963836.8,24465.7152,688.58892,7.094621200000006,-1.2221119999999956,13.561339600000004
1982-05-06,1182697.1384832,280122074.52,24465.7152,688.6529280000001,9.672419600000001,4.3779328000000035,13.405782800000004
1982-05-07,1457765.1744768,281555378.28000003,24465.7152,688.732176,4.572378800000003,3.0557000000000016,6.866841600000004
1982-05-08,1450376.5284864001,282981281.16,24465.7152,688.78704,5.105716400000002,2.200137600000005,10.216868400000003
1982-05-09,1450376.5284864001,284407184.04,24465.7152,688.866288,7.250178000000002,3.9890408000000015,11.850214800000003
1982-05-10,1446682.2054911999,285831853.44,22019.14368,688.9577280000001,7.777960000000004,3.6779272000000027,13.405782800000004
1982-05-11,1450376.5284864001,287257756.32,24465.7152,689.0461200000001,8.739078800000001,4.066819200000005,13.639118000000003
1982-05-12,1703694.5436672,288401192.28000003,560264.8780799999,689.125368,7.739070800000004,3.911262400000002,10.916874000000004
1982-05-13,1810193.8019327999,289257227.4,954162.8928,689.1558480000001,9.533529600000001,3.833484000000002,14.494680400000007
1982-05-14,2197486.0735488003,290498108.28000003,956609.46432,689.21376,9.627974800000004,2.9001432000000023,16.0502484
1982-05-15,2558893.6184832,292100398.8,956609.46432,689.3112960000001,10.316869200000003,3.6001487999999995,17.372481200000003
1982-05-16,2676084.3942911997,293819869.92,956609.46432,689.372256,11.761325200000005,2.5890296,20.872509200000003
1982-05-17,2674958.9713919996,294958371.96,1536446.91456,689.44236,6.8223968000000035,4.844603200000002,9.361306000000003
1982-05-18,2659447.7079551998,294664803.72,2953011.82464,689.451504,5.7946108000000045,1.8890240000000027,9.205749200000003
1982-05-19,2172628.9069056,292602425.16,4235015.30112,689.3387280000001,8.666856000000003,0.6445696000000005,17.294702800000003
1982-05-20,2265941.1446784,290432733.84000003,4435634.16576,689.19852,10.389092000000005,0.8779048000000031,20.405838800000005
1982-05-21,2192543.9990784,288263042.52,4362237.02016,689.0796480000001,13.528006000000005,4.144597600000004,21.811405600000008
1982-05-22,2160738.5693183998,286093351.2,4330431.5904,688.982112,8.839079600000002,6.866841600000004,10.450203600000005
1982-05-23,2391352.4007936,284149386.72,4335324.73344,688.875432,11.750214000000003,4.689046400000002,18.305822000000006
1982-05-24,2729493.0505728,282563131.44,4315752.16128,688.762656,15.355798400000005,4.3779328000000035,25.15587680000001
1982-05-25,2719266.3816192,282106743.84000003,3175649.83296,688.762656,11.350210800000003,6.866841600000004,15.272464400000004
1982-05-26,2430326.2851072,282658109.4,1878966.92736,688.7931360000001,5.6501652000000036,4.3779328000000035,7.022398400000004
1982-05-27,1988744.5914624,282767889.12,1878966.92736,688.7992320000001,7.600180800000004,5.466830400000006,11.072430800000003
1982-05-28,1987545.7714175999,282878902.32,1876520.3558399999,688.805328,7.489068800000002,1.8890240000000027,15.350242800000004
1982-05-29,2009687.2436735998,283007184.24,1881413.49888,688.805328,9.8279764,1.9668024000000024,20.094725200000006
1982-05-30,2008488.4236288,283136699.64,1878966.92736,688.805328,12.177995200000005,1.1112400000000022,21.966962400000007
1982-05-31,2078802.8891136,283338990.36,1876520.3558399999,688.8266639999999,12.466886400000003,2.744586400000003,20.63917400000001
1982-06-01,2077579.6033535998,283540047.6,1876520.3558399999,688.841904,8.650189200000003,7.100176800000003,10.294646800000002
1982-06-02,1802364.7730688,283595554.2,1746852.06528,688.8449519999999,8.722412000000006,5.7779440000000015,14.5724588
1982-06-03,1754509.8341376,283928593.8,1421458.05312,688.8632400000001,8.705745200000003,3.2890352000000043,14.416902000000007
1982-06-04,1728355.9845888,284206126.8,1450816.91136,688.87848,8.394631600000004,4.689046400000002,11.694658
1982-06-05,1397139.1322112,284372646.6,1230625.47456,688.8876240000001,7.183510800000004,5.466830400000006,10.061311600000003
1982-06-06,1225732.33152,284372646.6,1225732.33152,688.8876240000001,7.983517200000001,4.533489599999999,11.461322800000005
1982-06-07,1279703.6992511998,284539166.4,1113190.0415999999,688.896768,9.877976800000003,2.200137600000005,14.6502372
1982-06-08,1547921.3349888,285186743.4,900338.31936,688.9363920000001,12.044660800000003,4.433488800000003,19.394719600000002
1982-06-09,1557683.1553536,285981104.52,763330.31424,688.9760160000001,14.9280172,3.2890352000000043,25.933660800000006
1982-06-10,2068356.0287231999,287286126.36,763330.31424,689.043072,16.266916800000004,5.000160000000005,25.389212000000008
1982-06-11,2468517.2665344,288756434.52,998201.18016,689.128416,18.489156800000003,5.466830400000006,30.055916000000003
1982-06-12,2657465.985024,290149033.44,1264877.47584,689.2046160000001,14.194678000000003,11.150209200000003,18.539157200000005
1982-06-13,2399670.7439616,291283835.04,1264877.47584,689.25948,12.227995600000003,10.527982000000005,15.583578000000003
1982-06-14,2393211.7951488,291932645.52,1744405.49376,689.302152,13.816897200000003,10.450203600000005,17.6835948
1982-06-15,2372122.3486464,292100398.8,2204360.93952,689.3112960000001,16.972478000000002,10.061311600000003,24.222536000000005
1982-06-16,2370874.5971712,292266918.6,2204360.93952,689.3112960000001,17.766928800000002,9.205749200000003,23.600308800000008
1982-06-17,2372122.3486464,292434671.88,2204360.93952,689.3295840000001,20.2558376,7.961294800000001,31.300370400000006
1982-06-18,2430057.16224,292657931.76,2206807.51104,689.341776,20.678063200000004,8.194630000000004,31.68926240000001
1982-06-19,2437396.8767999997,292881191.64,2214147.2256,689.353968,19.955835200000003,8.583522000000006,31.455927200000005
1982-06-20,2320279.4981376,292992204.84000003,2209254.08256,689.360064,20.7669528,10.994652400000003,27.955899200000005
1982-06-21,2330065.7842176,293103218.04,2219040.36864,689.3661599999999,17.139146000000004,13.716896400000003,22.589189600000005
1982-06-22,2270883.2191488002,293159958.12,2214147.2256,689.3692080000001,18.300266400000005,11.383544400000005,23.522530400000008
1982-06-23,1747072.2567168002,292891059.48,2015974.93248,689.344824,18.87804880000001,11.072430800000003,26.322552800000004
1982-06-24,1743720.4537344,293103218.04,1531553.77152,689.3661599999999,20.511395200000003,8.350186800000003,31.53370560000001
1982-06-25,1589072.6679552,293549737.8,1142548.89984,689.3905440000001,17.500260000000004,15.528022000000007,23.133638400000002
1982-06-26,1479270.5381376,293884010.88,1144995.47136,689.4088320000001,15.839135600000006,12.161328400000006,20.71695240000001
1982-06-27,1626015.8979072,294360134.16,1149888.6144,689.4667440000001,14.416902000000007,11.227987600000006,18.616935600000005
1982-06-28,1611899.1802368,294609297.12,1362740.3366399999,689.448456,14.878016800000005,9.205749200000003,19.5502764
1982-06-29,1447758.69696,294386037.24,1671008.34816,689.4362639999999,14.894683600000008,12.472442000000004,18.072486800000007
1982-06-30,1376930.4514559999,293884010.88,1878966.92736,689.4088320000001,14.105788400000005,12.239106800000005,15.505799600000003
1982-07-01,1165326.4806912,293383218.0,1666115.20512,689.3814,12.294662800000005,10.994652400000003,14.105788400000005
1982-07-02,1025969.766912,292894759.92,1514427.77088,689.33568,14.072454800000003,9.439084400000006,18.305822000000006
1982-07-03,1016868.5208576,292490178.48,1421458.05312,689.3326320000001,10.7613172,8.583522000000006,13.794674800000003
1982-07-04,923115.9002112,291989385.6,1423904.62464,689.3052,11.027986000000006,9.205749200000003,13.483561200000004
1982-07-05,754131.2053248,291319605.96,1423904.62464,689.268624,11.844659200000002,8.8946356,14.961350800000005
1982-07-06,799539.5727360001,290817579.6,1301576.04864,688.9363920000001,14.800238400000005,8.427965200000003,25.000320000000002
1982-07-07,1126181.3363712,290762073.0,1181694.04416,689.2381440000001,12.805778000000004,9.205749200000003,16.5169188
1982-07-08,898038.5421312,290483306.52,1176800.90112,689.2229040000001,14.9280172,8.116851600000004,20.950287600000003
1982-07-09,566210.0468736,289870266.96,1179247.47264,689.1619440000001,15.928025200000008,7.883516400000001,22.278076
1982-07-10,563763.4753536,289257227.4,1176800.90112,689.1558480000001,18.094709200000004,8.272408400000003,27.02255840000001
1982-07-11,679682.0339712,288757668.0,1179247.47264,689.146704,18.6724916,11.072430800000003,25.700325600000006
1982-07-12,682128.6054912,288258108.6,1181694.04416,689.100984,18.933604800000005,11.539101200000005,27.567007200000006
1982-07-13,941318.39232,288034848.72,1164568.04352,689.088792,15.322464800000006,9.905754800000004,20.71695240000001
1982-07-14,1154781.75744,288034848.72,1154781.75744,689.088792,8.300186400000001,5.700165600000002,10.061311600000003
1982-07-15,765018.4485888,287647536.0,1152335.18592,689.067456,8.566855200000003,6.866841600000004,9.594641200000005
1982-07-16,824176.5479424,287314496.4,1157228.32896,689.049168,14.794682800000004,7.3390676000000035,23.833644000000007
1982-07-17,496042.37568,286648417.2,1162121.472,689.0339280000001,17.339147600000004,9.127970800000003,23.911422400000006
1982-07-18,494819.08992,285981104.52,1162121.472,688.9760160000001,16.872477200000006,11.305766000000006,21.028066000000003
1982-07-19,572571.1328256,285398901.96,1154781.75744,688.966872,18.339155600000005,13.250226000000005,25.466990400000007
1982-07-20,577464.2758656,284816699.4,1159674.90048,688.912008,17.383592400000005,13.016890800000002,22.900303200000003
1982-07-21,544215.3689088,284206126.8,1154781.75744,688.896768,10.994652400000003,8.583522000000006,15.4835772
1982-07-22,544215.3689088,283595554.2,1154781.75744,688.8449519999999,13.678007200000003,4.844603200000002,19.939168400000007
1982-07-23,410412.37248,282633439.8,1372526.6227199999,688.7748480000001,16.989144800000005,6.944620000000004,25.855882400000006
1982-07-24,393849.0832896,281295114.0,1732172.63616,688.7108400000001,19.200273600000003,7.494624400000003,30.289251200000002
1982-07-25,396295.6548096,279956788.2,1734619.20768,688.643784,20.933620800000007,8.427965200000003,32.85593840000001
1982-07-26,347021.7043968,278576524.08,1727279.49312,688.5523440000001,22.655856800000002,10.683538800000001,34.41150640000001
1982-07-27,343890.0928512,276818815.08,2101604.93568,688.4700480000001,23.778088000000004,11.150209200000003,35.8948516
1982-07-28,270052.5643776,274564013.64,2524861.80864,688.37556,23.01697080000001,15.894691600000002,32.85593840000001
1982-07-29,257795.24106240002,272157494.16,2664316.38528,688.210968,22.81141360000001,14.883572400000006,37.733755200000004
1982-07-30,402118.4950272,269895291.84000003,2664316.38528,688.086,16.666920000000005,13.328004400000005,25.078098400000002
1982-07-31,393531.028992,267631856.04,2656976.67072,687.957984,13.894675600000003,11.383544400000005,18.694714000000005
1982-08-01,312011.2659456,265568244.0,2375620.94592,687.829968,11.127986800000006,9.444640000000003,12.705777200000004
1982-08-02,309368.968704,263775997.56,2101604.93568,687.741576,13.383560400000007,10.000200000000003,17.294702800000003
1982-08-03,165094.64616960002,261846834.84,2094265.22112,687.622704,13.900231200000004,11.666880000000003,18.228043600000007
1982-08-04,154085.0743296,259916438.64000002,2084478.93504,687.50688,12.778000000000002,11.111320000000003,18.889160000000004
1982-08-05,152861.7885696,257987275.92000002,2082032.36352,687.4093440000001,12.778000000000002,12.222440000000002,21.666960000000003
1982-08-06,146745.35976959998,256056879.72,2077139.22048,687.3057120000001,17.222480000000004,15.555800000000005,27.77812000000001
1982-08-07,122132.8502784,254109214.8,2069799.50592,687.1868400000001,19.444720000000004,17.222480000000004,32.22260000000001
1982-08-08,114793.13571840001,252161549.88,2062459.79136,687.0862559999999,18.333600000000004,17.778040000000004,23.889200000000002
1982-08-09,109899.9926784,250213884.96,2057566.64832,686.97348,15.000240000000005,14.444680000000005,20.000280000000004
1982-08-10,177792.3523584,248338995.36,2052673.50528,686.8942320000001,13.333560000000006,11.111320000000003,14.444680000000005
1982-08-11,233427.38872319998,246536881.08,2035547.50464,686.763168,12.222440000000002,11.111320000000003,13.889120000000005
1982-08-12,544288.7660544,245048070.72,2033100.93312,686.6778240000001,10.555760000000003,9.444640000000003,12.778000000000002
1982-08-13,307778.697216,243508687.68,1847161.4976,686.5894320000001,10.000200000000003,11.111320000000003,13.333560000000006
1982-08-14,157583.6716032,242002608.6,1663668.6336,686.54676,12.222440000000002,10.555760000000003,16.666920000000005
1982-08-15,156360.3858432,240495296.04,1663668.6336,686.4187440000001,11.666880000000003,10.555760000000003,18.889160000000004
1982-08-16,150243.9570432,238989216.96,1656328.91904,686.3029200000001,13.333560000000006,12.778000000000002,19.444720000000004
1982-08-17,146574.09976319998,237481904.4,1653882.34752,686.2267200000001,11.666880000000003,11.666880000000003,20.000280000000004
1982-08-18,139234.38520319998,235974591.84,1646542.63296,686.159664,13.889120000000005,13.333560000000006,23.889200000000002
1982-08-19,138011.0994432,234468512.76,1644096.06144,686.05908,18.333600000000004,15.555800000000005,31.111480000000007
1982-08-20,140457.67096319998,232962433.68,1646542.63296,685.973736,19.98916880000001,17.778040000000004,27.955899200000005
1982-08-21,139234.38520319998,231455121.12,1646542.63296,685.924968,20.478061600000004,16.666920000000005,28.578126400000002
1982-08-22,131894.6706432,229947808.56,1639202.9184,685.793904,19.3002744,15.555800000000005,27.489228800000006
1982-08-23,128224.8133632,228441729.48,1634309.77536,685.70856,19.372497200000005,16.111360000000005,31.222592000000006
1982-08-24,119661.81304319999,226934416.92000002,1626970.0607999999,685.6354080000001,19.761389200000004,18.333600000000004,31.61148400000001
1982-08-25,123331.67032319999,225428337.84,1629416.63232,685.537872,19.922501600000004,17.222480000000004,28.81146160000001
