date,max_temp(C),min_temp(C)
1983-08-10 00:00:00+00:00,13.5,12.0
1983-08-11 00:00:00+00:00,14.5,11.8
1983-08-12 00:00:00+00:00,15.6,12.4
1983-08-13 00:00:00+00:00,16.2,13.1
1983-08-14 00:00:00+00:00,16.7,13.2
1983-08-15 00:00:00+00:00,16.6,13.5
1983-08-16 00:00:00+00:00,16.3,13.2
1983-08-17 00:00:00+00:00,16.5,13.0
1983-08-18 00:00:00+00:00,16.7,13.3
1983-08-19 00:00:00+00:00,15.0,12.4
1983-08-20 00:00:00+00:00,14.1,12.1
1983-08-21 00:00:00+00:00,15.6,12.0
1983-08-22 00:00:00+00:00,14.7,12.3
1983-08-23 00:00:00+00:00,13.6,12.1
1983-08-24 00:00:00+00:00,15.4,12.1
1983-08-25 00:00:00+00:00,15.6,12.7
1983-08-26 00:00:00+00:00,15.4,13.1
1983-08-27 00:00:00+00:00,15.5,13.0
1983-08-28 00:00:00+00:00,14.7,12.7
1983-08-29 00:00:00+00:00,13.7,12.4
1983-08-30 00:00:00+00:00,13.6,12.4
1983-08-31 00:00:00+00:00,13.8,12.1
1983-09-01 00:00:00+00:00,14.1,12.0
1983-09-02 00:00:00+00:00,14.8,12.1
1983-09-03 00:00:00+00:00,15.7,12.7
1983-09-04 00:00:00+00:00,15.5,12.6
1983-09-05 00:00:00+00:00,15.5,12.5
1983-09-06 00:00:00+00:00,15.6,12.5
1983-09-07 00:00:00+00:00,15.5,12.6
1983-09-08 00:00:00+00:00,13.9,12.0
1983-09-09 00:00:00+00:00,14.7,11.6
1983-09-10 00:00:00+00:00,13.4,11.7
1983-09-11 00:00:00+00:00,15.0,11.5
1983-09-12 00:00:00+00:00,16.4,12.3
1983-09-13 00:00:00+00:00,16.8,12.9
1983-09-14 00:00:00+00:00,15.8,13.0
1983-09-15 00:00:00+00:00,15.9,12.5
1983-09-16 00:00:00+00:00,15.9,12.2
1983-09-17 00:00:00+00:00,15.4,12.1
1983-09-18 00:00:00+00:00,12.5,10.7
1983-09-19 00:00:00+00:00,13.7,9.8
1983-09-20 00:00:00+00:00,14.2,10.3
1983-09-21 00:00:00+00:00,14.8,10.7
1983-09-22 00:00:00+00:00,15.1,11.6
1983-09-23 00:00:00+00:00,13.4,12.0
1983-09-24 00:00:00+00:00,15.3,11.5
