date,outflow(m3/d)
1982-01-01,1663668.6336
1982-01-02,1663668.6336
1982-01-03,1619630.3462399999
1982-01-04,1507088.05632
1982-01-05,1541340.0576
1982-01-06,2519968.6656
1982-01-07,3205008.6912
1982-01-08,5333525.9136
1982-01-09,6458948.8127999995
1982-01-10,3816651.5712
1982-01-11,2960351.5392
1982-01-12,2935885.824
1982-01-13,2911420.1088
1982-01-14,2312010.0864
1982-01-15,1749298.6368
1982-01-16,1675901.4912
1982-01-17,1675901.4912
1982-01-18,1651435.776
1982-01-19,1651435.776
1982-01-20,1651435.776
1982-01-21,1737065.7792
1982-01-22,1871627.2127999999
1982-01-23,1700367.2064
1982-01-24,1626970.0607999999
1982-01-25,1626970.0607999999
1982-01-26,1626970.0607999999
1982-01-27,1651435.776
1982-01-28,1614737.2031999999
1982-01-29,1614737.2031999999
1982-01-30,1614737.2031999999
1982-01-31,1663668.6336
1982-02-01,1614737.2031999999
1982-02-02,1663668.6336
1982-02-03,1602504.3456
1982-02-04,1883860.0704
1982-02-05,2862488.6784
1982-02-06,2740160.1023999997
1982-02-07,2495502.9504
1982-02-08,3425200.128
1982-02-09,3009282.9696
1982-02-10,2740160.1023999997
1982-02-11,2373174.3744
1982-02-12,2128517.2224
1982-02-13,2067352.9344
1982-02-14,1957257.216
1982-02-15,2152982.9376
1982-02-16,2299777.2288
1982-02-17,2055120.0768
1982-02-18,1626970.0607999999
1982-02-19,1741958.92224
1982-02-20,2740160.1023999997
1982-02-21,3596460.1344
1982-02-22,3645391.5648
1982-02-23,3449665.8432
1982-02-24,3376268.6976
1982-02-25,4159171.584
1982-02-26,4281500.16
1982-02-27,4305965.8752
1982-02-28,4281500.16
1982-03-01,4819745.8944
1982-03-02,5847305.9328
1982-03-03,5969634.5088
1982-03-04,9663957.504
1982-03-05,12550911.8976
1982-03-06,14483703.3984
1982-03-07,14532634.8288
1982-03-08,14924086.272
1982-03-09,15070880.5632
1982-03-10,15388934.8608
1982-03-11,15242140.5696
1982-03-12,15193209.1392
1982-03-13,15070880.5632
1982-03-14,15095346.2784
1982-03-15,15462332.0064
1982-03-16,15315537.7152
1982-03-17,15364469.1456
1982-03-18,19743832.1664
1982-03-19,21162843.648
1982-03-20,21358569.369599998
1982-03-21,21334103.6544
1982-03-22,21431966.5152
1982-03-23,21578760.8064
1982-03-24,18667340.6976
1982-03-25,21725555.097599998
1982-03-26,22606320.8448
1982-03-27,28869543.936
1982-03-28,33762686.975999996
1982-03-29,34007344.128
1982-03-30,33762686.975999996
1982-03-31,34007344.128
1982-04-01,34007344.128
1982-04-02,34007344.128
1982-04-03,34007344.128
1982-04-04,34496658.432
1982-04-05,34496658.432
1982-04-06,22435060.8384
1982-04-07,21016049.3568
1982-04-08,20918186.496
1982-04-09,21480897.9456
1982-04-10,21529829.376
1982-04-11,20575666.4832
1982-04-12,20575666.4832
1982-04-13,29358858.24
1982-04-14,31805429.759999998
1982-04-15,31560772.608
1982-04-16,31316115.456
1982-04-17,31316115.456
1982-04-18,31560772.608
1982-04-19,31316115.456
1982-04-20,30826801.152
1982-04-21,30582144.0
1982-04-22,30826801.152
1982-04-23,30826801.152
1982-04-24,31560772.608
1982-04-25,31560772.608
1982-04-26,32050086.912
1982-04-27,32294744.064
1982-04-28,32784058.368
1982-04-29,33518029.824
1982-04-30,35230629.888
1982-05-01,35475287.04
1982-05-02,34985972.736
1982-05-03,34741315.584
1982-05-04,35719944.192
1982-05-05,36453915.648
1982-05-06,35719944.192
1982-05-07,34985972.736
1982-05-08,33762686.975999996
1982-05-09,34985972.736
1982-05-10,34496658.432
1982-05-11,34252001.28
1982-05-12,34496658.432
1982-05-13,33518029.824
1982-05-14,33762686.975999996
1982-05-15,34252001.28
1982-05-16,34741315.584
1982-05-17,34252001.28
1982-05-18,32784058.368
1982-05-19,33028715.52
1982-05-20,32539401.216
1982-05-21,31316115.456
1982-05-22,31071458.304
1982-05-23,31316115.456
1982-05-24,31316115.456
1982-05-25,31071458.304
1982-05-26,30337486.848
1982-05-27,29603515.392
1982-05-28,29848172.544
1982-05-29,31071458.304
1982-05-30,30092829.696
1982-05-31,29603515.392
1982-06-01,29603515.392
1982-06-02,30582144.0
1982-06-03,30826801.152
1982-06-04,30826801.152
1982-06-05,30826801.152
1982-06-06,30582144.0
1982-06-07,30337486.848
1982-06-08,26422972.416
1982-06-09,22141472.256
1982-06-10,20551200.768
1982-06-11,17859972.096
1982-06-12,14801757.696
1982-06-13,14239046.2464
1982-06-14,14214580.5312
1982-06-15,13700800.512
1982-06-16,13113623.3472
1982-06-17,13162554.7776
1982-06-18,13407211.9296
1982-06-19,13284883.3536
1982-06-20,13284883.3536
1982-06-21,13040226.2016
1982-06-22,12746637.6192
1982-06-23,12722171.904
1982-06-24,13847594.803199999
1982-06-25,14997483.4176
1982-06-26,16905809.2032
1982-06-27,18911997.8496
1982-06-28,20331009.3312
1982-06-29,21480897.9456
1982-06-30,25199686.656
1982-07-01,28135572.48
1982-07-02,28380229.632
1982-07-03,29848172.544
1982-07-04,29358858.24
1982-07-05,29358858.24
1982-07-06,29603515.392
1982-07-07,33273372.672
1982-07-08,34496658.432
1982-07-09,30826801.152
1982-07-10,29848172.544
1982-07-11,30826801.152
1982-07-12,34496658.432
1982-07-13,34252001.28
1982-07-14,35230629.888
1982-07-15,36209258.496
1982-07-16,37432544.256
1982-07-17,37677201.408
1982-07-18,38166515.712
1982-07-19,35964601.344
1982-07-20,27401601.024
1982-07-21,27646258.176
1982-07-22,25199686.656
1982-07-23,24098729.472
1982-07-24,23927469.4656
1982-07-25,25444343.808
1982-07-26,25689000.96
1982-07-27,26178315.264
1982-07-28,25199686.656
1982-07-29,24172126.6176
1982-07-30,24196592.3328
1982-07-31,24147660.9024
1982-08-01,21945746.5344
1982-08-02,18300354.9696
1982-08-03,17492986.368
1982-08-04,16807946.3424
1982-08-05,14336909.1072
1982-08-06,11743543.296
1982-08-07,10985106.1248
1982-08-08,10300066.0992
1982-08-09,9492697.4976
1982-08-10,9052314.624
1982-08-11,8367274.5984
1982-08-12,7657768.8576
1982-08-13,7510974.5664
1982-08-14,7462043.136
1982-08-15,7608837.4272
1982-08-16,7584371.712
1982-08-17,7462043.136
1982-08-18,7339714.56
1982-08-19,7388645.9904
1982-08-20,7339714.56
1982-08-21,7290783.1296
1982-08-22,7290783.1296
1982-08-23,7388645.9904
1982-08-24,7119523.1232
1982-08-25,6899331.6864
1982-08-26,6458948.8127999995
1982-08-27,6385551.6672
