date,outflow(m3/d)
1982-08-28,6507880.243199999
1982-08-29,6654674.5344
1982-08-30,6899331.6864
1982-08-31,6777003.1104
1982-09-01,6287688.8064
1982-09-02,6361085.952
1982-09-03,6532345.9584
1982-09-04,6728071.68
1982-09-05,7462043.136
1982-09-06,8024754.5856
1982-09-07,7951357.4399999995
1982-09-08,7926891.7248
1982-09-09,6948263.1168
1982-09-10,5284594.4832
1982-09-11,4917608.7552
1982-09-12,4966540.1855999995
1982-09-13,5529251.6352
1982-09-14,5602648.7808
1982-09-15,6116428.8
1982-09-16,6997194.5472
1982-09-17,7266317.4144
1982-09-18,6654674.5344
1982-09-19,6458948.8127999995
1982-09-20,6434483.0976
1982-09-21,7070591.6928
1982-09-22,8000288.870399999
1982-09-23,7951357.4399999995
1982-09-24,7951357.4399999995
1982-09-25,8024754.5856
1982-09-26,8587466.0352
1982-09-27,9199108.9152
1982-09-28,9321437.4912
1982-09-29,10300066.0992
1982-09-30,10862777.548799999
1982-10-01,12355186.175999999
1982-10-02,13333814.784
1982-10-03,13431677.6448
1982-10-04,13969923.3792
1982-10-05,14018854.8096
1982-10-06,13896526.2336
1982-10-07,13920991.9488
1982-10-08,13945457.663999999
1982-10-09,13945457.663999999
1982-10-10,13896526.2336
1982-10-11,11449954.7136
1982-10-12,8122617.4464
1982-10-13,5676045.9264
1982-10-14,2935885.824
1982-10-15,2082032.36352
1982-10-16,1991509.21728
1982-10-17,1976829.78816
1982-10-18,1947470.92992
1982-10-19,2319349.80096
1982-10-20,2764625.8176
1982-10-21,2764625.8176
1982-10-22,2642297.2416
1982-10-23,2691228.672
1982-10-24,2691228.672
1982-10-25,2691228.672
1982-10-26,3498597.2736
1982-10-27,6556811.6736
1982-10-28,6728071.68
1982-10-29,6801468.8256
1982-10-30,7217385.984
1982-10-31,7364180.2752
1982-11-01,7388645.9904
1982-11-02,7437577.4207999995
1982-11-03,7388645.9904
1982-11-04,7657768.8576
1982-11-05,7951357.4399999995
1982-11-06,8024754.5856
1982-11-07,8416206.0288
1982-11-08,9027848.9088
1982-11-09,8465137.4592
1982-11-10,7780097.4336
1982-11-11,7462043.136
1982-11-12,6972728.8319999995
1982-11-13,6899331.6864
1982-11-14,7584371.712
1982-11-15,7339714.56
1982-11-16,7290783.1296
1982-11-17,7143988.8384
1982-11-18,7070591.6928
1982-11-19,6728071.68
1982-11-20,6777003.1104
1982-11-21,6972728.8319999995
1982-11-22,7046125.9776
1982-11-23,7070591.6928
1982-11-24,7070591.6928
1982-11-25,7046125.9776
1982-11-26,7046125.9776
1982-11-27,6556811.6736
1982-11-28,6507880.243199999
1982-11-29,6532345.9584
1982-11-30,6507880.243199999
1982-12-01,6507880.243199999
1982-12-02,6532345.9584
1982-12-03,6532345.9584
1982-12-04,6752537.3952
1982-12-05,7364180.2752
1982-12-06,7290783.1296
1982-12-07,7266317.4144
1982-12-08,7315248.8448
1982-12-09,7535440.2816
1982-12-10,7584371.712
1982-12-11,7584371.712
1982-12-12,8881054.6176
1982-12-13,8905520.332799999
1982-12-14,9027848.9088
1982-12-15,9003383.193599999
1982-12-16,9003383.193599999
1982-12-17,8709794.6112
1982-12-18,8611931.7504
1982-12-19,8538534.6048
1982-12-20,8514068.8896
1982-12-21,8563000.32
1982-12-22,8636397.4656
1982-12-23,8636397.4656
1982-12-24,8563000.32
1982-12-25,8563000.32
1982-12-26,8611931.7504
1982-12-27,9296971.776
1982-12-28,10397928.959999999
1982-12-29,12110529.024
1982-12-30,12232857.6
1982-12-31,12355186.175999999
1983-01-01,12355186.175999999
1983-01-02,12355186.175999999
1983-01-03,12355186.175999999
1983-01-04,11743543.296
1983-01-05,10569188.9664
1983-01-06,10520257.536
1983-01-07,10520257.536
1983-01-08,10520257.536
1983-01-09,10520257.536
1983-01-10,10569188.9664
1983-01-11,10593654.6816
1983-01-12,10446860.3904
1983-01-13,10520257.536
1983-01-14,10520257.536
1983-01-15,10544723.2512
1983-01-16,10520257.536
1983-01-17,10471326.1056
1983-01-18,10544723.2512
1983-01-19,10544723.2512
1983-01-20,10544723.2512
1983-01-21,10544723.2512
1983-01-22,10544723.2512
1983-01-23,10544723.2512
1983-01-24,10593654.6816
1983-01-25,10104340.3776
1983-01-26,9125711.7696
1983-01-27,9076780.3392
1983-01-28,9027848.9088
1983-01-29,9076780.3392
1983-01-30,9076780.3392
1983-01-31,9076780.3392
1983-02-01,9003383.193599999
1983-02-02,8929986.048
1983-02-03,8807657.472
1983-02-04,8685328.896
1983-02-05,8685328.896
1983-02-06,8807657.472
1983-02-07,9248040.3456
1983-02-08,9076780.3392
1983-02-09,9370368.9216
1983-02-10,9027848.9088
1983-02-11,9076780.3392
1983-02-12,9125711.7696
1983-02-13,8196014.592
1983-02-14,7119523.1232
1983-02-15,6997194.5472
1983-02-16,6997194.5472
1983-02-17,6972728.8319999995
1983-02-18,6972728.8319999995
1983-02-19,6997194.5472
1983-02-20,7046125.9776
1983-02-21,6703605.9648
1983-02-22,6043031.6544
1983-02-23,6043031.6544
1983-02-24,5945168.7935999995
1983-02-25,6116428.8
1983-02-26,6140894.5152
1983-02-27,6140894.5152
1983-02-28,6091963.0848
1983-03-01,6189825.9456
1983-03-02,6703605.9648
1983-03-03,6777003.1104
1983-03-04,6703605.9648
1983-03-05,6532345.9584
1983-03-06,6458948.8127999995
1983-03-07,6507880.243199999
1983-03-08,6385551.6672
1983-03-09,6385551.6672
1983-03-10,6605743.104
1983-03-11,5969634.5088
1983-03-12,3865583.0016
1983-03-13,3253940.1215999997
1983-03-14,3547528.704
1983-03-15,3009282.9696
1983-03-16,2691228.672
1983-03-17,2544434.3808
1983-03-18,2446571.52
1983-03-19,2446571.52
1983-03-20,4110240.1536
1983-03-21,10593654.6816
1983-03-22,15095346.2784
1983-03-23,15486797.7216
1983-03-24,15560194.8672
1983-03-25,15609126.2976
1983-03-26,15560194.8672
1983-03-27,15535729.152
1983-03-28,15658057.728
1983-03-29,15755920.5888
1983-03-30,15902714.879999999
1983-03-31,16073974.8864
1983-04-01,15633592.0128
1983-04-02,15780386.304
1983-04-03,16025043.456
1983-04-04,15780386.304
1983-04-05,15706989.1584
1983-04-06,15633592.0128
1983-04-07,12453049.036799999
1983-04-08,7682234.5728
1983-04-09,7535440.2816
1983-04-10,7462043.136
1983-04-11,7364180.2752
1983-04-12,7755631.7184
1983-04-13,9150177.4848
1983-04-14,11694611.8656
1983-04-15,13505074.7904
1983-04-16,15560194.8672
1983-04-17,18642874.9824
1983-04-18,18691806.4128
1983-04-19,18863066.4192
1983-04-20,19107723.5712
1983-04-21,18178026.3936
1983-04-22,19058792.1408
1983-04-23,19474709.2992
1983-04-24,19670435.0208
1983-04-25,18985394.9952
1983-04-26,23217963.724799998
1983-04-27,22777580.8512
1983-04-28,25689000.96
1983-04-29,27156943.872
1983-04-30,27646258.176
1983-05-01,29358858.24
1983-05-02,30337486.848
1983-05-03,33518029.824
1983-05-04,34496658.432
1983-05-05,34007344.128
1983-05-06,33273372.672
1983-05-07,34252001.28
1983-05-08,34741315.584
1983-05-09,35230629.888
1983-05-10,35475287.04
1983-05-11,34496658.432
1983-05-12,34007344.128
1983-05-13,33518029.824
1983-05-14,33518029.824
1983-05-15,32294744.064
1983-05-16,31805429.759999998
1983-05-17,31805429.759999998
1983-05-18,31805429.759999998
1983-05-19,31560772.608
1983-05-20,32050086.912
1983-05-21,32539401.216
1983-05-22,29848172.544
1983-05-23,27156943.872
1983-05-24,27401601.024
1983-05-25,29358858.24
1983-05-26,30337486.848
1983-05-27,30092829.696
1983-05-28,29603515.392
1983-05-29,28624886.783999998
1983-05-30,28380229.632
1983-05-31,27401601.024
1983-06-01,28135572.48
1983-06-02,29603515.392
1983-06-03,32050086.912
1983-06-04,34252001.28
1983-06-05,35230629.888
1983-06-06,34741315.584
1983-06-07,37187887.104
1983-06-08,38166515.712
1983-06-09,38411172.864
1983-06-10,39145144.32
1983-06-11,39879115.776
1983-06-12,39634458.624
1983-06-13,39389801.472
1983-06-14,39145144.32
1983-06-15,38900487.168
1983-06-16,38655830.016
1983-06-17,38655830.016
1983-06-18,36453915.648
1983-06-19,35964601.344
1983-06-20,35719944.192
1983-06-21,35230629.888
1983-06-22,35719944.192
1983-06-23,33762686.975999996
1983-06-24,33518029.824
1983-06-25,33518029.824
1983-06-26,35719944.192
1983-06-27,35964601.344
1983-06-28,36209258.496
1983-06-29,36209258.496
1983-06-30,35475287.04
1983-07-01,33762686.975999996
1983-07-02,35719944.192
1983-07-03,37921858.56
1983-07-04,37432544.256
1983-07-05,35964601.344
1983-07-06,35230629.888
1983-07-07,34252001.28
1983-07-08,34496658.432
1983-07-09,35475287.04
1983-07-10,36943229.952
1983-07-11,37677201.408
1983-07-12,36943229.952
1983-07-13,36209258.496
1983-07-14,34985972.736
1983-07-15,34741315.584
1983-07-16,34496658.432
1983-07-17,34496658.432
1983-07-18,30582144.0
1983-07-19,25444343.808
1983-07-20,28135572.48
1983-07-21,24955029.504
1983-07-22,22043609.3952
1983-07-23,21578760.8064
1983-07-24,21138377.9328
1983-07-25,18569477.8368
1983-07-26,16392029.184
1983-07-27,14287977.6768
1983-07-28,12917897.625599999
1983-07-29,11498886.144
1983-07-30,10642586.112
1983-07-31,10006477.5168
1983-08-01,9884148.9408
1983-08-02,8807657.472
1983-08-03,7706700.288
1983-08-04,7486508.851199999
1983-08-05,7462043.136
1983-08-06,7437577.4207999995
1983-08-07,7535440.2816
1983-08-08,7951357.4399999995
1983-08-09,7829028.864
1983-08-10,7510974.5664
1983-08-11,7780097.4336
1983-08-12,7755631.7184
1983-08-13,7902426.0095999995
1983-08-14,7706700.288
1983-08-15,7021660.2624
1983-08-16,6287688.8064
1983-08-17,5627114.496
1983-08-18,5896237.3632
1983-08-19,5847305.9328
1983-08-20,5896237.3632
1983-08-21,6336620.2368
1983-08-22,12086063.3088
1983-08-23,15853783.4496
1983-08-24,15878249.1648
1983-08-25,14067786.24
1983-08-26,13284883.3536
1983-08-27,12868966.1952
1983-08-28,12306254.7456
1983-08-29,11498886.144
1983-08-30,11082968.9856
1983-08-31,10520257.536
1983-09-01,9761820.3648
1983-09-02,9101246.0544
1983-09-03,8636397.4656
1983-09-04,8514068.8896
1983-09-05,8073686.016
1983-09-06,7559905.9968
1983-09-07,6728071.68
1983-09-08,6385551.6672
1983-09-09,6189825.9456
1983-09-10,6091963.0848
1983-09-11,6140894.5152
1983-09-12,5994100.223999999
1983-09-13,5480320.2047999995
1983-09-14,5309060.1984
1983-09-15,5357991.6288
1983-09-16,5578183.0656
1983-09-17,5260128.768
1983-09-18,5211197.3376
1983-09-19,5724977.3568
1983-09-20,6948263.1168
1983-09-21,6458948.8127999995
1983-09-22,5945168.7935999995
1983-09-23,5651580.2112
1983-09-24,5382457.344
1983-09-25,5211197.3376
1983-09-26,4599554.4576
1983-09-27,4477225.8816
1983-09-28,4575088.7424
1983-09-29,4354897.3056
1983-09-30,4110240.1536
1983-10-01,4208103.0144
1983-10-02,4257034.4448
1983-10-03,4501691.5967999995
1983-10-04,4428294.4512
1983-10-05,4354897.3056
1983-10-06,4281500.16
1983-10-07,4330431.5904
1983-10-08,4354897.3056
1983-10-09,4281500.16
1983-10-10,4281500.16
1983-10-11,4305965.8752
1983-10-12,4550623.0272
1983-10-13,4599554.4576
1983-10-14,4746348.7488
1983-10-15,5406923.0592
1983-10-16,5749443.072
1983-10-17,8073686.016
1983-10-18,8220480.3072
1983-10-19,9419300.352
1983-10-20,9566094.6432
1983-10-21,9590560.3584
1983-10-22,9639491.7888
1983-10-23,9688423.2192
1983-10-24,9933080.371199999
1983-10-25,15829317.7344
1983-10-26,16294166.3232
1983-10-27,16440960.6144
1983-10-28,11890337.587199999
1983-10-29,6116428.8
1983-10-30,5969634.5088
1983-10-31,5920703.0784
1983-11-01,5896237.3632
1983-11-02,5945168.7935999995
1983-11-03,5969634.5088
1983-11-04,5920703.0784
1983-11-05,7559905.9968
1983-11-06,10030943.232
1983-11-07,10153271.808
1983-11-08,10251134.6688
1983-11-09,10642586.112
1983-11-10,11352091.8528
1983-11-11,11670146.1504
1983-11-12,11768009.0112
1983-11-13,11743543.296
1983-11-14,12624309.0432
1983-11-15,12183926.1696
1983-11-16,12110529.024
1983-11-17,12086063.3088
1983-11-18,10740448.9728
1983-11-19,10495791.820799999
1983-11-20,10691517.5424
1983-11-21,11498886.144
1983-11-22,11596749.0048
1983-11-23,12012666.1632
1983-11-24,12673240.4736
1983-11-25,13113623.3472
1983-11-26,12550911.8976
1983-11-27,11816940.4416
1983-11-28,11792474.7264
1983-11-29,10422394.6752
1983-11-30,6605743.104
1983-12-01,11180831.8464
1983-12-02,12330720.4608
1983-12-03,12281789.0304
1983-12-04,12355186.175999999
1983-12-05,12355186.175999999
1983-12-06,13309349.0688
1983-12-07,13529540.5056
1983-12-08,13529540.5056
1983-12-09,13651869.0816
1983-12-10,14190114.816
1983-12-11,14581566.2592
1983-12-12,14654963.4048
1983-12-13,14679429.12
1983-12-14,14630497.6896
1983-12-15,14630497.6896
1983-12-16,14557100.544
1983-12-17,14434771.968
1983-12-18,14312443.391999999
1983-12-19,14190114.816
1983-12-20,14312443.391999999
1983-12-21,14312443.391999999
1983-12-22,14434771.968
1983-12-23,14312443.391999999
1983-12-24,14434771.968
1983-12-25,14557100.544
1983-12-26,14434771.968
1983-12-27,14557100.544
1983-12-28,14508169.113599999
1983-12-29,14532634.8288
1983-12-30,14508169.113599999
1983-12-31,14581566.2592
1984-01-01,14508169.113599999
1984-01-02,14483703.3984
1984-01-03,14312443.391999999
1984-01-04,14508169.113599999
1984-01-05,14557100.544
1984-01-06,14557100.544
1984-01-07,14557100.544
1984-01-08,14557100.544
1984-01-09,14557100.544
1984-01-10,14557100.544
1984-01-11,14557100.544
1984-01-12,14581566.2592
1984-01-13,14557100.544
1984-01-14,14532634.8288
1984-01-15,14508169.113599999
1984-01-16,14483703.3984
1984-01-17,14459237.6832
1984-01-18,14434771.968
1984-01-19,14459237.6832
1984-01-20,14459237.6832
1984-01-21,14483703.3984
1984-01-22,14557100.544
1984-01-23,14581566.2592
1984-01-24,14948551.9872
1984-01-25,15046414.848
1984-01-26,14948551.9872
1984-01-27,15021949.1328
1984-01-28,15046414.848
1984-01-29,14948551.9872
1984-01-30,14801757.696
1984-01-31,14679429.12
1984-02-01,14679429.12
1984-02-02,14606031.9744
1984-02-03,14581566.2592
1984-02-04,9052314.624
1984-02-05,9003383.193599999
1984-02-06,7706700.288
1984-02-07,7584371.712
1984-02-08,7535440.2816
1984-02-09,7584371.712
1984-02-10,7731166.0032
1984-02-11,6874865.9712
1984-02-12,4966540.1855999995
1984-02-13,4942074.4704
1984-02-14,4966540.1855999995
1984-02-15,4770814.464
1984-02-16,4819745.8944
1984-02-17,4795280.1792
1984-02-18,4746348.7488
1984-02-19,4697417.3184
1984-02-20,4648485.888
1984-02-21,4624020.1728
1984-02-22,4599554.4576
1984-02-23,4550623.0272
1984-02-24,4624020.1728
1984-02-25,4599554.4576
1984-02-26,4526157.312
1984-02-27,4501691.5967999995
1984-02-28,4477225.8816
1984-02-29,4452760.1663999995
1984-03-01,4501691.5967999995
1984-03-02,4477225.8816
1984-03-03,4526157.312
1984-03-04,4452760.1663999995
1984-03-05,4403828.736
1984-03-06,4379363.0208
1984-03-07,4354897.3056
1984-03-08,4330431.5904
1984-03-09,4624020.1728
1984-03-10,4721883.0336
1984-03-11,4721883.0336
1984-03-12,4697417.3184
1984-03-13,4721883.0336
1984-03-14,4770814.464
1984-03-15,4770814.464
1984-03-16,4893143.04
1984-03-17,4819745.8944
1984-03-18,4819745.8944
1984-03-19,4819745.8944
1984-03-20,4746348.7488
1984-03-21,5333525.9136
1984-03-22,8367274.5984
1984-03-23,11572283.2896
1984-03-24,11792474.7264
1984-03-25,15168743.424
1984-03-26,19597037.8752
1984-03-27,19694900.736
1984-03-28,19866160.742399998
1984-03-29,20061886.464
1984-03-30,20673529.344
1984-03-31,20477803.6224
1984-04-01,16318632.0384
1984-04-02,11939269.0176
1984-04-03,20331009.3312
1984-04-04,20820323.6352
1984-04-05,20918186.496
1984-04-06,21554295.0912
1984-04-07,26422972.416
1984-04-08,26422972.416
1984-04-09,26422972.416
1984-04-10,26178315.264
1984-04-11,25933658.112
1984-04-12,26422972.416
1984-04-13,30337486.848
1984-04-14,30582144.0
1984-04-15,30092829.696
1984-04-16,30092829.696
1984-04-17,30337486.848
1984-04-18,31805429.759999998
1984-04-19,32050086.912
1984-04-20,32294744.064
1984-04-21,32294744.064
1984-04-22,32294744.064
1984-04-23,32294744.064
1984-04-24,32784058.368
1984-04-25,32539401.216
1984-04-26,32784058.368
1984-04-27,32294744.064
1984-04-28,32294744.064
1984-04-29,32784058.368
1984-04-30,33028715.52
1984-05-01,34985972.736
1984-05-02,36453915.648
1984-05-03,36453915.648
1984-05-04,36453915.648
1984-05-05,36209258.496
1984-05-06,35230629.888
1984-05-07,34741315.584
1984-05-08,25689000.96
1984-05-09,26422972.416
1984-05-10,35230629.888
1984-05-11,35230629.888
1984-05-12,36209258.496
1984-05-13,36943229.952
1984-05-14,38166515.712
1984-05-15,40613087.232
1984-05-16,41102401.536
1984-05-17,34741315.584
1984-05-18,32784058.368
1984-05-19,31071458.304
1984-05-20,30337486.848
1984-05-21,29603515.392
1984-05-22,27401601.024
1984-05-23,25689000.96
1984-05-24,25199686.656
1984-05-25,23927469.4656
1984-05-26,22802046.5664
1984-05-27,22655252.2752
1984-05-28,23071169.4336
1984-05-29,30092829.696
1984-05-30,37187887.104
1984-05-31,43304315.904
1984-06-01,43793630.208
1984-06-02,42570344.448
1984-06-03,42325687.296
1984-06-04,41836372.992
1984-06-05,43548973.056
1984-06-06,44527601.664
1984-06-07,43059658.752
1984-06-08,41836372.992
1984-06-09,40123772.928
1984-06-10,39634458.624
1984-06-11,40368430.08
1984-06-12,40368430.08
1984-06-13,33518029.824
1984-06-14,32784058.368
1984-06-15,32784058.368
1984-06-16,33273372.672
1984-06-17,33762686.975999996
1984-06-18,36209258.496
1984-06-19,37187887.104
1984-06-20,36453915.648
1984-06-21,35719944.192
1984-06-22,35230629.888
1984-06-23,36453915.648
1984-06-24,39389801.472
1984-06-25,40368430.08
1984-06-26,39145144.32
1984-06-27,37921858.56
1984-06-28,41102401.536
1984-06-29,41591715.839999996
1984-06-30,38166515.712
1984-07-01,36453915.648
1984-07-02,36453915.648
1984-07-03,36453915.648
1984-07-04,36453915.648
1984-07-05,36453915.648
1984-07-06,37677201.408
1984-07-07,38411172.864
1984-07-08,37921858.56
1984-07-09,36943229.952
1984-07-10,36209258.496
1984-07-11,35719944.192
1984-07-12,32050086.912
1984-07-13,30337486.848
1984-07-14,30337486.848
1984-07-15,30337486.848
1984-07-16,30337486.848
1984-07-17,27890915.327999998
1984-07-18,26667629.568
1984-07-19,24710372.351999998
1984-07-20,20404406.4768
1984-07-21,14214580.5312
1984-07-22,13896526.2336
1984-07-23,17615314.944
1984-07-24,22410595.1232
1984-07-25,21676623.6672
1984-07-26,17174932.0704
1984-07-27,14924086.272
1984-07-28,13774197.6576
1984-07-29,15046414.848
1984-07-30,15511263.4368
1984-07-31,15560194.8672
1984-08-01,14752826.2656
1984-08-02,14214580.5312
1984-08-03,14752826.2656
1984-08-04,13725266.2272
1984-08-05,13407211.9296
1984-08-06,11596749.0048
1984-08-07,9199108.9152
1984-08-08,8660863.1808
1984-08-09,8293877.4528
1984-08-10,8269411.7376
1984-08-11,8147083.1616
1984-08-12,8293877.4528
1984-08-13,8220480.3072
1984-08-14,8073686.016
1984-08-15,6703605.9648
1984-08-16,7192920.2688
1984-08-17,7853494.5792
1984-08-18,8147083.1616
1984-08-19,8416206.0288
1984-08-20,8660863.1808
1984-08-21,8881054.6176
1984-08-22,8832123.1872
1984-08-23,8978917.4784
1984-08-24,9052314.624
1984-08-25,9272506.0608
1984-08-26,9517163.2128
1984-08-27,9566094.6432
1984-08-28,9517163.2128
1984-08-29,9566094.6432
1984-08-30,9468231.782399999
1984-08-31,9419300.352
1984-09-01,9517163.2128
1984-09-02,9566094.6432
1984-09-03,9566094.6432
1984-09-04,9101246.0544
1984-09-05,8709794.6112
1984-09-06,8783191.7568
1984-09-07,8783191.7568
1984-09-08,12868966.1952
1984-09-09,14508169.113599999
1984-09-10,13651869.0816
1984-09-11,13725266.2272
1984-09-12,13725266.2272
1984-09-13,13725266.2272
1984-09-14,12697706.1888
1984-09-15,11792474.7264
1984-09-16,11449954.7136
1984-09-17,11352091.8528
1984-09-18,11205297.5616
1984-09-19,11401023.2832
1984-09-20,11596749.0048
1984-09-21,11547817.5744
1984-09-22,11743543.296
1984-09-23,13064691.9168
1984-09-24,15340003.430399999
1984-09-25,17835506.3808
1984-09-26,20991583.641599998
1984-09-27,19278983.5776
1984-09-28,18887532.1344
1984-09-29,18789669.2736
1984-09-30,16392029.184
1984-10-01,12355186.175999999
1984-10-02,10520257.536
1984-10-03,8147083.1616
1984-10-04,6312154.5216
1984-10-05,5602648.7808
1984-10-06,5406923.0592
1984-10-07,5064403.0464
1984-10-08,4672951.6032
1984-10-09,4428294.4512
1984-10-10,4403828.736
1984-10-11,4550623.0272
1984-10-12,4893143.04
1984-10-13,4991005.9008
