date,avg discharge (cfs),outflow(m3/d)
1982-10-01 00:00:00+00:00,8.2,20061.886464
1982-10-02 00:00:00+00:00,8.2,20061.886464
1982-10-03 00:00:00+00:00,8.4,20551.200768000002
1982-10-04 00:00:00+00:00,8.4,20551.200768000002
1982-10-05 00:00:00+00:00,8.2,20061.886464
1982-10-06 00:00:00+00:00,8.2,20061.886464
1982-10-07 00:00:00+00:00,8.0,19572.57216
1982-10-08 00:00:00+00:00,8.0,19572.57216
1982-10-09 00:00:00+00:00,8.0,19572.57216
1982-10-10 00:00:00+00:00,7.8,19083.257856
1982-10-11 00:00:00+00:00,7.8,19083.257856
1982-10-12 00:00:00+00:00,7.8,19083.257856
1982-10-13 00:00:00+00:00,7.8,19083.257856
1982-10-14 00:00:00+00:00,7.8,19083.257856
1982-10-15 00:00:00+00:00,7.8,19083.257856
1982-10-16 00:00:00+00:00,7.8,19083.257856
1982-10-17 00:00:00+00:00,8.8,21529.829376
1982-10-18 00:00:00+00:00,8.6,21040.515072
1982-10-19 00:00:00+00:00,8.6,21040.515072
1982-10-20 00:00:00+00:00,8.4,20551.200768000002
1982-10-21 00:00:00+00:00,8.2,20061.886464
1982-10-22 00:00:00+00:00,8.2,20061.886464
1982-10-23 00:00:00+00:00,8.5,20795.85792
1982-10-24 00:00:00+00:00,8.6,21040.515072
1982-10-25 00:00:00+00:00,8.5,20795.85792
1982-10-26 00:00:00+00:00,8.6,21040.515072
1982-10-27 00:00:00+00:00,8.6,21040.515072
1982-10-28 00:00:00+00:00,8.6,21040.515072
1982-10-29 00:00:00+00:00,8.6,21040.515072
1982-10-30 00:00:00+00:00,8.6,21040.515072
1982-10-31 00:00:00+00:00,8.6,21040.515072
1982-11-01 00:00:00+00:00,8.4,20551.200768000002
1982-11-02 00:00:00+00:00,8.4,20551.200768000002
1982-11-03 00:00:00+00:00,8.3,20306.543616
1982-11-04 00:00:00+00:00,8.2,20061.886464
1982-11-05 00:00:00+00:00,8.2,20061.886464
1982-11-06 00:00:00+00:00,8.2,20061.886464
1982-11-07 00:00:00+00:00,8.1,19817.229312
1982-11-08 00:00:00+00:00,7.7,18838.600704
1982-11-09 00:00:00+00:00,7.6,18593.943551999997
1982-11-10 00:00:00+00:00,7.6,18593.943551999997
1982-11-11 00:00:00+00:00,7.6,18593.943551999997
1982-11-12 00:00:00+00:00,7.5,18349.2864
1982-11-13 00:00:00+00:00,7.6,18593.943551999997
1982-11-14 00:00:00+00:00,7.4,18104.629248
1982-11-15 00:00:00+00:00,7.2,17615.314944
1982-11-16 00:00:00+00:00,7.4,18104.629248
1982-11-17 00:00:00+00:00,7.6,18593.943551999997
1982-11-18 00:00:00+00:00,7.6,18593.943551999997
1982-11-19 00:00:00+00:00,7.7,18838.600704
1982-11-20 00:00:00+00:00,7.6,18593.943551999997
1982-11-21 00:00:00+00:00,7.6,18593.943551999997
1982-11-22 00:00:00+00:00,7.6,18593.943551999997
1982-11-23 00:00:00+00:00,7.4,18104.629248
1982-11-24 00:00:00+00:00,7.4,18104.629248
1982-11-25 00:00:00+00:00,7.6,18593.943551999997
1982-11-26 00:00:00+00:00,7.4,18104.629248
1982-11-27 00:00:00+00:00,7.4,18104.629248
1982-11-28 00:00:00+00:00,7.4,18104.629248
1982-11-29 00:00:00+00:00,7.4,18104.629248
1982-11-30 00:00:00+00:00,7.4,18104.629248
1982-12-01 00:00:00+00:00,7.4,18104.629248
1982-12-02 00:00:00+00:00,7.4,18104.629248
1982-12-03 00:00:00+00:00,7.4,18104.629248
1982-12-04 00:00:00+00:00,7.5,18349.2864
1982-12-05 00:00:00+00:00,7.4,18104.629248
1982-12-06 00:00:00+00:00,7.4,18104.629248
1982-12-07 00:00:00+00:00,7.0,17126.00064
1982-12-08 00:00:00+00:00,6.2,15168.743424
1982-12-09 00:00:00+00:00,6.3,15413.400576
1982-12-10 00:00:00+00:00,6.3,15413.400576
1982-12-11 00:00:00+00:00,6.4,15658.057728
1982-12-12 00:00:00+00:00,6.4,15658.057728
1982-12-13 00:00:00+00:00,6.5,15902.714880000001
1982-12-14 00:00:00+00:00,6.5,15902.714880000001
1982-12-15 00:00:00+00:00,6.6,16147.372032
1982-12-16 00:00:00+00:00,7.2,17615.314944
1982-12-17 00:00:00+00:00,7.4,18104.629248
1982-12-18 00:00:00+00:00,6.9,16881.343488000002
1982-12-19 00:00:00+00:00,6.5,15902.714880000001
1982-12-20 00:00:00+00:00,6.4,15658.057728
1982-12-21 00:00:00+00:00,6.4,15658.057728
1982-12-22 00:00:00+00:00,6.5,15902.714880000001
1982-12-23 00:00:00+00:00,6.3,15413.400576
1982-12-24 00:00:00+00:00,6.2,15168.743424
1982-12-25 00:00:00+00:00,6.0,14679.429119999999
1982-12-26 00:00:00+00:00,6.2,15168.743424
1982-12-27 00:00:00+00:00,6.0,14679.429119999999
1982-12-28 00:00:00+00:00,5.8,14190.114816
1982-12-29 00:00:00+00:00,5.8,14190.114816
1982-12-30 00:00:00+00:00,5.8,14190.114816
1982-12-31 00:00:00+00:00,5.6,13700.800511999998
1983-01-01 00:00:00+00:00,5.6,13700.800511999998
1983-01-02 00:00:00+00:00,5.8,14190.114816
1983-01-03 00:00:00+00:00,6.0,14679.429119999999
1983-01-04 00:00:00+00:00,6.0,14679.429119999999
1983-01-05 00:00:00+00:00,6.2,15168.743424
1983-01-06 00:00:00+00:00,6.3,15413.400576
1983-01-07 00:00:00+00:00,6.4,15658.057728
1983-01-08 00:00:00+00:00,7.6,18593.943551999997
1983-01-09 00:00:00+00:00,7.4,18104.629248
1983-01-10 00:00:00+00:00,7.2,17615.314944
1983-01-11 00:00:00+00:00,6.9,16881.343488000002
1983-01-12 00:00:00+00:00,6.7,16392.029184000003
1983-01-13 00:00:00+00:00,6.7,16392.029184000003
1983-01-14 00:00:00+00:00,6.5,15902.714880000001
1983-01-15 00:00:00+00:00,6.4,15658.057728
1983-01-16 00:00:00+00:00,6.4,15658.057728
1983-01-17 00:00:00+00:00,6.3,15413.400576
1983-01-18 00:00:00+00:00,6.3,15413.400576
1983-01-19 00:00:00+00:00,6.2,15168.743424
1983-01-20 00:00:00+00:00,6.2,15168.743424
1983-01-21 00:00:00+00:00,6.2,15168.743424
1983-01-22 00:00:00+00:00,6.2,15168.743424
1983-01-23 00:00:00+00:00,6.2,15168.743424
1983-01-24 00:00:00+00:00,6.0,14679.429119999999
1983-01-25 00:00:00+00:00,5.9,14434.771968000001
1983-01-26 00:00:00+00:00,5.8,14190.114816
1983-01-27 00:00:00+00:00,5.8,14190.114816
1983-01-28 00:00:00+00:00,5.8,14190.114816
1983-01-29 00:00:00+00:00,5.4,13211.486208
1983-01-30 00:00:00+00:00,5.4,13211.486208
1983-01-31 00:00:00+00:00,5.4,13211.486208
1983-02-01 00:00:00+00:00,5.4,13211.486208
1983-02-02 00:00:00+00:00,5.4,13211.486208
1983-02-03 00:00:00+00:00,5.3,12966.829056
1983-02-04 00:00:00+00:00,5.2,12722.171903999999
1983-02-05 00:00:00+00:00,5.2,12722.171903999999
1983-02-06 00:00:00+00:00,5.2,12722.171903999999
