date,canal discharge (m3/d),wse(m),avg air temperature (C),max air temperature (C),min air temperature (C),outflow(m3/d),storage(m3)
1987-11-23,,,,,,11645.6804352,1012687.08
1987-11-24,,,,,,4183.6372992,1012687.08
1987-11-25,,,,,,3792.185856,1012687.08
1987-11-26,,,,,,3767.7201408,1016140.8239999999
1987-11-27,,,,,,3596.4601344,1019594.5680000001
1987-11-28,,,,,,,1023048.312
1987-11-29,,,,,,,1026502.0560000001
1987-11-30,,,,,,10569.188966400001,1029955.8
1987-12-01,,,,,,4403.828736,1035420.1163999999
1987-12-02,,,,,,4305.9658752,1040884.4328000001
1987-12-03,,,,,,4526.157312,1046348.7492
1987-12-04,,,,,,4232.5687296,1051800.7308
1987-12-05,,,,,,,1057265.0472
1987-12-06,,,,,,,1062729.3636
1987-12-07,,,,,,9639.4917888,1068193.68
1987-12-08,,,,,,3058.2144,1068193.68
1987-12-09,,,,,,3009.2829696,1068193.68
1987-12-10,,,,,,3107.1458304,1068193.68
1987-12-11,,,,,,3058.2144,1076828.04
1987-12-12,,,,,,,1076828.04
1987-12-13,,,,,,,1076828.04
1987-12-14,,,,,,8954.4517632,1095330.24
1987-12-15,,,,,,3009.2829696,1095330.24
1987-12-16,,,,,,2740.1601024,1105198.08
1987-12-17,,,,,,2862.4886783999996,1105198.08
1987-12-18,,,,,,2838.0229631999996,1105198.08
1987-12-19,,,,,,,1105198.08
1987-12-20,,,,,,,1105198.08
1987-12-21,,,,,,9125.7117696,1113832.44
1987-12-22,,,,,,2397.6400896,1113832.44
1987-12-23,,,,,,2838.0229631999996,1113832.44
1987-12-24,,,,,,2740.1601024,1113832.44
1987-12-25,,,,,,2838.0229631999996,1113832.44
1987-12-26,,,,,,,1113832.44
1987-12-27,,,,,,,1113832.44
1987-12-28,,,,,,8440.671744000001,1113832.44
1987-12-29,,,,,,2740.1601024,1113832.44
1987-12-30,,,,,,3033.7486848,1113832.44
1987-12-31,,,,,,2838.0229631999996,1113832.44
1988-01-01,,,,,,,1113832.44
1988-01-02,,,,,,,1113832.44
1988-01-03,,,,,,,1113832.44
1988-01-04,,,,,,11376.557568,1113832.44
1988-01-05,,,,,,2642.2972416000002,1113832.44
1988-01-06,,,,,,2984.8172544,1113832.44
1988-01-07,,,,,,2789.0915327999996,1113832.44
1988-01-08,,,,,,2740.1601024,1113832.44
1988-01-09,,,,,,,1113832.44
1988-01-10,,,,,,,1113832.44
1988-01-11,,,,,,9394.8346368,1123700.28
1988-01-12,,,,,,2813.5572479999996,1123700.28
1988-01-13,,,,,,2862.4886783999996,1123700.28
1988-01-14,,,,,,2789.0915327999996,1123700.28
1988-01-15,,,,,,2740.1601024,1123700.28
1988-01-16,,,,,,,1123700.28
1988-01-17,,,,,,,1123700.28
1988-01-18,,,,,,8881.054617599999,1123700.28
1988-01-19,,,,,,2984.8172544,1123700.28
1988-01-20,,,,,,2935.885824,1123700.28
1988-01-21,,,,,,2960.3515392,1123700.28
1988-01-22,,,,,,3107.1458304,1123700.28
1988-01-23,,,,,,,1123700.28
1988-01-24,,,,,,,1113832.44
1988-01-25,,,,,,8611.9317504,1113832.44
1988-01-26,,,,,,2984.8172544,1113832.44
1988-01-27,,,,,,3156.0772608,1113832.44
1988-01-28,,,,,,3376.2686975999995,1113832.44
1988-01-29,,,,,,2960.3515392,1113832.44
1988-01-30,,,,,,,1113832.44
1988-01-31,,,,,,6091.963084800001,1113832.44
1988-02-01,,,,,,2715.6943872,1113832.44
1988-02-02,,,,,,2715.6943872,1113832.44
1988-02-03,,,,,,3229.4744064,1113832.44
1988-02-04,,,,,,3033.7486848,1123700.28
1988-02-05,,,,,,2886.9543936,1123700.28
1988-02-06,,,,,,,1123700.28
1988-02-07,,,,,,,1123700.28
1988-02-08,,,,,,8538.534604800001,1133568.12
1988-02-09,,,,,,2838.0229631999996,1152070.32
1988-02-10,,,,,,2911.4201088,1161938.16
1988-02-11,,,,,,2715.6943872,1171806.0
1988-02-12,,,,,,2886.9543936,1181673.84
1988-02-13,,,,,,,1181673.84
1988-02-14,,,,,,,1181673.84
1988-02-15,,,,,,8832.123187199999,1181673.84
1988-02-16,,,,,,2691.228672,1210043.8800000001
1988-02-17,,,,,,2960.3515392,1219911.72
1988-02-18,,,,,,2789.0915327999996,1219911.72
1988-02-19,,,,,,2886.9543936,1229779.56
1988-02-20,,,,,,,1229779.56
1988-02-21,,,,,,,1229779.56
1988-02-22,,,,,,10642.586111999999,1240880.8800000001
1988-02-23,,,,,,3865.5830016,1240880.8800000001
1988-02-24,,,,,,3376.2686975999995,1260616.56
1988-02-25,,,,,,3792.185856,1260616.56
1988-02-26,,,,,,3009.2829696,1260616.56
1988-02-27,,,,,,,1260616.56
1988-02-28,,,,,,,1260616.56
1988-02-29,,,,,,19058.7921408,1270484.4
1988-03-01,,,,,,5676.045926399999,1300087.92
1988-03-02,,,,,,5578.183065599999,1311189.24
1988-03-03,,,,,,6189.8259456,1321057.08
1988-03-04,,,,,,4281.50016,1342026.24
1988-03-05,,,,,,,1342026.24
1988-03-06,,,,,,,1342026.24
1988-03-07,,,,,,12257.3233152,1425902.8800000001
1988-03-08,,,,,,4061.3087232,1448105.52
1988-03-09,,,,,,3743.2544256,1480176.0
1988-03-10,,,,,,3645.3915647999997,1502378.6400000001
1988-03-11,,,,,,3278.4058368,1524581.28
1988-03-12,,,,,,,1524581.28
1988-03-13,,,,,,,1524581.28
1988-03-14,,,,,,13113.6233472,1570220.04
1988-03-15,,,,,,3523.0629888,1581321.36
1988-03-16,,,,,,4134.7058688,1592422.68
1988-03-17,,,,,,5357.9916287999995,1614625.32
1988-03-18,,,,,,4844.2116096,1626960.12
1988-03-19,,,,,,,1626960.12
1988-03-20,,,,,,,1626960.12
1988-03-21,,,,,,16954.7406336,1661497.56
1988-03-22,,,,,,3743.2544256,1684933.68
1988-03-23,,,,,,3963.4458624000004,1731805.92
1988-03-24,,,,,,3425.200128,1767576.84
1988-03-25,,,,,,3694.3229952,1792246.44
1988-03-26,,,,,,,1792246.44
1988-03-27,,,,,,,1792246.44
1988-03-28,,,,,,11327.6261376,1914360.96
1988-03-29,,,,,,4110.2401536,1952598.84
1988-03-30,,,,,,3009.2829696,2003171.52
1988-03-31,,,,,,3498.5972736,2041409.4000000001
1988-04-01,,,,,,3669.85728,2080880.76
1988-04-02,,,,,,,2080880.76
1988-04-03,,,,,,,2080880.76
1988-04-04,,,,,,11743.543296,2191893.96
1988-04-05,,,,,,4134.7058688,2265902.7600000002
1988-04-06,,,,,,5357.9916287999995,2375682.48
1988-04-07,,,,,,5284.5944832000005,2417620.8
1988-04-08,,,,,,4795.2801792,2417620.8
1988-04-09,,,,,,,2417620.8
1988-04-10,,,,,,,2574272.7600000002
1988-04-11,,,,,,24221.058048,2632246.32
1988-04-12,,,,,,11278.6947072,2691453.36
1988-04-13,,,,,,11523.3518592,2721056.88
1988-04-14,,,,,,11816.9404416,2780263.92
1988-04-15,,,,,,11474.4204288,2780263.92
1988-04-16,,,,,,,2780263.92
1988-04-17,,,,,,,2902378.44
1988-04-18,,,,,,34521.1241472,2933215.44
1988-04-19,,,,,,8391.740313600001,2964052.44
1988-04-20,,,,,,9615.0260736,2994889.44
1988-04-21,,,,,,8196.014592,3041761.68
1988-04-22,,,,,,5015.471616,3041761.68
1988-04-23,,,,,,,3041761.68
1988-04-24,,,,,,,3202114.08
1988-04-25,,,,,,14606.031974399999,3250219.8000000003
1988-04-26,,,,,,5651.5802112,3283523.7600000002
1988-04-27,,,,,,7559.905996799999,3316827.72
1988-04-28,,,,,,9052.314624,3316827.72
1988-04-29,,,,,,7902.4260096,3316827.72
1988-04-30,,,,,,5357.9916287999995,3316827.72
1988-05-01,,,,,,,3316827.72
1988-05-02,,,,,,9492.6974976,3483347.52
1988-05-03,,,,,,5602.6487808,3551188.92
1988-05-04,,,,,,4648.485888,3584492.88
1988-05-05,,,,,,5162.2659072,3619030.32
1988-05-06,,,,,,636.1085952,3669603.0
1988-05-07,,,,,,,3738677.88
1988-05-08,,,,,,,3791717.52
1988-05-09,,,,,,11914.8033024,3843523.68
1988-05-10,,,,,,5382.457344,3878061.12
1988-05-11,,,,,,31805.42976,3913832.04
1988-05-12,,,,,,49910.059008,3931100.7600000002
1988-05-13,,,,,,56271.14496,3931100.7600000002
1988-05-14,,,,,,,3931100.7600000002
1988-05-15,,,,,,,3931100.7600000002
1988-05-16,,,,,,125509.118976,3948369.48
1988-05-17,,,,,,40857.744384,3948369.48
1988-05-18,,,,,,46484.85888,3948369.48
1988-05-19,,,,,,37921.85856,3948369.48
1988-05-20,,,,,,55781.830656,3948369.48
1988-05-21,,,,,,,3948369.48
1988-05-22,,,,,,,3948369.48
1988-05-23,,,,,,274260.667392,3843523.68
1988-05-24,,,,,,99575.46086400001,3774448.8000000003
1988-05-25,,,,,,80981.517312,3738677.88
1988-05-26,,,,,,95660.946432,3704140.44
1988-05-27,,,,,,100064.775168,3669603.0
1988-05-28,,,,,,,3669603.0
1988-05-29,,,,,,,3669603.0
1988-05-30,,,,,,,3665902.56
1988-05-31,,,,,,142390.462464,3704140.44
1988-06-01,,,,,,19572.57216,3738677.88
1988-06-02,,,,,,11009.57184,3791717.52
1988-06-03,,,,,,9443.7660672,3808986.24
1988-06-04,,,,,,,3808986.24
1988-06-05,,,,,,,3808986.24
1988-06-06,,,,,,36698.5728,3896563.32
1988-06-07,,,,,,6605.743104,3931100.7600000002
1988-06-08,,,,,,6679.1402496,4001409.12
1988-06-09,,,,,,6214.2916608,4010043.48
1988-06-10,,,,,,9908.614656,4010043.48
1988-06-11,,,,,,10642.586111999999,4001409.12
1988-06-12,,,,,,20869.2550656,3966871.68
1988-06-13,,,,,,38655.830016,3948369.48
1988-06-14,,,,,,68993.316864,3931100.7600000002
1988-06-15,,,,,,89495.58620159999,3896563.32
1988-06-16,,,,,,108260.78976,3860792.4
1988-06-17,,,,,,99477.5980032,3826254.96
1988-06-18,,,,,,85801.2632064,3826254.96
1988-06-19,,,,,,103905.89245439999,3826254.96
1988-06-20,,,,,,115551.5728896,3704140.44
1988-06-21,,,,,,130867.11060480001,3669603.0
1988-06-22,,,,,,140090.68523519998,3619030.32
1988-06-23,,,,,,131919.1363584,3533920.2
1988-06-24,,,,,,113227.3299456,3499382.7600000002
1988-06-25,,,,,,131772.3420672,3499382.7600000002
1988-06-26,,,,,,108334.1869056,3499382.7600000002
1988-06-27,,,,,,49102.6904064,3382202.16
1988-06-28,,,,,,32955.3183744,3366166.92
1988-06-29,,,,,,21383.0350848,3366166.92
1988-06-30,,,,,,19890.626457600003,3366166.92
1988-07-01,,,,,,28208.9696256,3356299.08
1988-07-02,,,,,,45653.0245632,3346431.24
1988-07-03,,,,,,61335.5480064,3336563.4
1988-07-04,,,,,,66204.2253312,3326695.56
1988-07-05,,,,,,65763.8424576,3316827.72
1988-07-06,,,,,,20942.652211200002,3299559.0
1988-07-07,,,,,,26936.7524352,3299559.0
1988-07-08,,,,,,58791.1136256,3283523.7600000002
1988-07-09,,,,,,77482.9200384,3239944.9116
1988-07-10,,,,,,100236.03517439999,3196353.7284
1988-07-11,,,,,,115991.95576319999,3152774.88
1988-07-12,,,,,,72369.58556159999,3105902.64
1988-07-13,,,,,,78755.1372288,3089867.4
1988-07-14,,,,,,73641.802752,3073832.16
1988-07-15,,,,,,33860.5498368,3057796.92
1988-07-16,,,,,,47903.8703616,3052455.9516000003
1988-07-17,,,,,,69898.5483264,3047102.6484
1988-07-18,,,,,,81764.42019840001,3041761.68
1988-07-19,,,,,,97079.9579136,3041761.68
1988-07-20,,,,,,106548.18969599999,3025726.44
1988-07-21,,,,,,120126.661632,2994889.44
1988-07-22,,,,,,119612.8816128,2948017.2
1988-07-23,,,,,,106303.532544,2917180.2
1988-07-24,,,,,,119612.8816128,2886343.2
1988-07-25,,,,,,121325.4816768,2855506.2
1988-07-26,,,,,,127197.2533248,2840704.44
1988-07-27,,,,,,132432.9163776,2796299.16
1988-07-28,,,,,,121325.4816768,2765462.16
1988-07-29,,,,,,128616.2648064,2559471.0
1988-07-30,,,,,,129741.6877056,2569338.84
1988-07-31,,,,,,123527.3960448,2579206.68
1988-08-01,,,,,,123209.3417472,2589074.52
1988-08-02,,,,,,118487.4587136,2544669.24
1988-08-03,,,,,,114352.75284480001,2516299.2
1988-08-04,,,,,,117949.2129792,2487929.16
1988-08-05,,,,,,126512.2132992,2445990.84
1988-08-06,,,,,,110364.8412672,2413513.3116
1988-08-07,,,,,,99795.6523008,2381023.4484
1988-08-08,,,,,,116676.99578879999,2348545.92
1988-08-09,,,,,,122304.1102848,2320175.88
1988-08-10,,,,,,123796.518912,2279471.04
1988-08-11,,,,,,121031.8930944,2252334.48
1988-08-12,,,,,,120811.7016576,2212863.12
1988-08-13,,,,,,115991.95576319999,2181619.0716
1988-08-14,,,,,,90767.803392,2150362.6884
1988-08-15,,,,,,100529.6237568,2119118.64
1988-08-16,,,,,,101875.2380928,2105550.36
1988-08-17,,,,,,103832.49530879999,2080880.76
1988-08-18,,,,,,93923.8806528,2067312.48
1988-08-19,,,,,,99550.9951488,2041409.4000000001
1988-08-20,,,,,,107502.35258879999,2024547.7284
1988-08-21,,,,,,74326.8427776,2007698.3916000002
1988-08-22,,,,,,107820.4068864,1990836.72
1988-08-23,,,,,,135442.1993472,1977268.44
1988-08-24,,,,,,86266.11179519999,1940264.04
1988-08-25,,,,,,117117.37866239999,1914360.96
1988-08-26,,,,,,107747.0097408,1889691.36
1988-08-27,,,,,,106915.175424,1869548.6316000002
1988-08-28,,,,,,107893.804032,1849393.5684
1988-08-29,,,,,,109924.4583936,1829250.84
1988-08-30,,,,,,103685.7010176,1792246.44
1988-08-31,,,,,,105863.1496704,1767576.84
1988-09-01,,,,,,101361.45807359999,1744140.72
1988-09-02,,,,,,106156.7382528,1720704.6
1988-09-03,,,,,,104370.74104319999,1704175.9679999999
1988-09-04,,,,,,100382.8294656,1687647.3360000001
1988-09-05,,,,,,97838.39508480001,1671118.704
1988-09-06,,,,,,97226.75220480001,1654590.0720000002
1988-09-07,,,,,,72736.5712896,1638061.44
1988-09-08,,,,,,82889.84309760001,1626960.12
1988-09-09,,,,,,88296.7661568,1614625.32
1988-09-10,,,,,,73959.8570496,1592422.68
1988-09-11,,,,,,30557.6782848,1599823.56
1988-09-12,,,,,,35132.767027199996,1607224.44
1988-09-13,,,,,,47365.6246272,1614625.32
1988-09-14,,,,,,62681.1623424,1614625.32
1988-09-15,,,,,,73959.8570496,1603524.0
1988-09-16,,,,,,73495.0084608,1557885.24
1988-09-17,,,,,,63072.6137856,1513479.96
1988-09-18,,,,,,43622.370201599995,1495384.8084
1988-09-19,,,,,,40319.4986496,1477301.9916
1988-09-20,,,,,,23266.8951552,1459206.84
1988-09-21,,,,,,20942.652211200002,1437004.2
1988-09-22,,,,,,23120.100863999996,1437004.2
1988-09-23,,,,,,26276.1781248,1425902.8800000001
1988-09-24,,,,,,25664.5352448,1425902.8800000001
1988-09-25,,,,,,34227.5355648,1408227.1116000002
1988-09-26,,,,,,29872.6382592,1390539.0084
1988-09-27,,,,,,35793.3413376,1372863.24
1988-09-28,,,,,,17174.9320704,1362995.4
1988-09-29,,,,,,17248.329216,1362995.4
1988-09-30,,,,,,28062.175334400003,1362995.4
1988-10-01,,,,,,33762.686976000005,1321057.08
1988-10-02,,,,,,11939.2690176,1321057.08
1988-10-03,,,,,,10422.3946752,1321057.08
1988-10-04,,,,,,9982.0118016,1321057.08
1988-10-05,,,,,,10495.7918208,1321057.08
1988-10-06,,,,,,10202.2032384,1311189.24
1988-10-07,,,,,,12477.514752,1311189.24
1988-10-08,,,,,,,1311189.24
1988-10-09,,,,,,,1311189.24
1988-10-10,,,,,,,1311189.24
1988-10-11,,,,,,50815.290470399996,1280352.24
1988-10-12,,,,,,13040.2262016,1280352.24
1988-10-13,,,,,,13064.691916799999,1270484.4
1988-10-14,,,,,,12281.7890304,1270484.4
1988-10-15,,,,,,,1270484.4
1988-10-16,,,,,,,1270484.4
1988-10-17,,,,,,26618.6981376,1260616.56
1988-10-18,,,,,,9468.2317824,1260616.56
1988-10-19,,,,,,8049.2203008,1260616.56
1988-10-20,,,,,,7731.1660032,1240880.8800000001
1988-10-21,,,,,,8489.603174400001,1240880.8800000001
1988-10-22,,,,,,,1240880.8800000001
1988-10-23,,,,,,,1240880.8800000001
1988-10-24,,,,,,29481.186816,1210043.8800000001
1988-10-25,,,,,,10446.8603904,1201409.52
1988-10-26,,,,,,9566.0946432,1191541.68
1988-10-27,,,,,,9737.3546496,1191541.68
1988-10-28,,,,,,9199.108915199999,1181673.84
1988-10-29,,,,,,,1181673.84
1988-10-30,,,,,,,1181673.84
1988-10-31,,,,,,25762.398105599998,1161938.16
1988-11-01,,,,,,8758.7260416,1152070.32
1988-11-02,,,,,,8440.671744000001,1152070.32
1988-11-03,,,,,,7070.591692800001,1152070.32
1988-11-04,,,,,,6165.3602304,1152070.32
1988-11-05,,,,,,,1152070.32
1988-11-06,,,,,,,1152070.32
1988-11-07,,,,,,21162.843648000002,1142202.48
1988-11-08,,,,,,5969.6345088,1142202.48
1988-11-09,,,,,,5700.5116416,1133568.12
1988-11-10,,,,,,5724.977356799999,1123700.28
1988-11-11,,,,,,5773.9087872,1123700.28
1988-11-12,,,,,,,1123700.28
1988-11-13,,,,,,,1123700.28
1988-11-14,,,,,,16514.35776,1123700.28
1988-11-15,,,,,,5406.923059199999,1113832.44
1988-11-16,,,,,,5064.4030464,1113832.44
1988-11-17,,,,,,4721.8830336,1113832.44
1988-11-18,,,,,,4599.554457599999,1113832.44
1988-11-19,,,,,,,1113832.44
1988-11-20,,,,,,,1113832.44
1988-11-21,,,,,,12820.0347648,1214977.8
1988-11-22,,,,,,4966.5401856,1214977.8
1988-11-23,,,,,,4330.4315904,1214977.8
1988-11-24,,,,,,4281.50016,1214977.8
1988-11-25,,,,,,4501.6915968,1214977.8
1988-11-26,,,,,,,1214977.8
1988-11-27,,,,,,,1214977.8
1988-11-28,,,,,,12624.3090432,1133568.12
1988-11-29,,,,,,4110.2401536,1133568.12
1988-11-30,,,,,,4061.3087232,1133568.12
1988-12-01,,,,,,4061.3087232,1142202.48
1988-12-02,,,,,,3938.9801472000004,1142202.48
1988-12-03,,,,,,,1142202.48
1988-12-04,,,,,,,1142202.48
1988-12-05,,,,,,10275.600384,1152070.32
1988-12-06,,,,,,5260.128768,1152070.32
1988-12-07,,,,,,3865.5830016,1152070.32
1988-12-08,,,,,,3890.0487168,1152070.32
1988-12-09,,,,,,3987.9115776,1152070.32
1988-12-10,,,,,,,1152070.32
1988-12-11,,,,,,,1152070.32
1988-12-12,,,,,,12183.926169600001,1152070.32
1988-12-13,,,,,,4110.2401536,1161938.16
1988-12-14,,,,,,4844.2116096,1161938.16
1988-12-15,,,,,,3914.514432,1161938.16
1988-12-16,,,,,,3767.7201408,1161938.16
1988-12-17,,,,,,,1161938.16
1988-12-18,,,,,,,1161938.16
1988-12-19,,,,,,12355.186176,1161938.16
1988-12-20,,,,,,4110.2401536,1161938.16
1988-12-21,,,,,,4305.9658752,1161938.16
1988-12-22,,,,,,4183.6372992,1161938.16
1988-12-23,,,,,,4085.7744384,1161938.16
1988-12-24,,,,,,,1161938.16
1988-12-25,,,,,,,1161938.16
1988-12-26,,,,,,,1161938.16
1988-12-27,,,,,,16979.206348800002,1152070.32
1988-12-28,,,,,,4183.6372992,1133568.12
1988-12-29,,,,,,4672.9516032,1133568.12
1988-12-30,,,,,,4110.2401536,1133568.12
1988-12-31,,,,,,3914.514432,1133568.12
1989-01-01,,,,,,,1124107.3284
1989-01-02,,,,,,,1114658.8716
1989-01-03,,,,,,12624.3090432,1105198.08
1989-01-04,,,,,,3865.5830016,1105198.08
1989-01-05,,,,,,3816.6515712,1105198.08
1989-01-06,,,,,,3718.7887104,1105198.08
1989-01-07,,,,,,,1105198.08
1989-01-08,,,,,,,1105198.08
1989-01-09,,,,,,12306.254745600001,1105198.08
1989-01-10,,,,,,3547.528704,1105198.08
1989-01-11,,,,,,3816.6515712,1105198.08
1989-01-12,,,,,,3914.514432,1105198.08
1989-01-13,,,,,,3694.3229952,1105198.08
1989-01-14,,,,,,,1105198.08
1989-01-15,,,,,,,1105198.08
1989-01-16,,,,,,11523.3518592,1086695.8800000001
1989-01-17,,,,,,3841.1172864,1076828.04
1989-01-18,,,,,,3767.7201408,1076828.04
1989-01-19,,,,,,3816.6515712,1076828.04
1989-01-20,,,,,,3914.514432,1076828.04
1989-01-21,,,,,,,1076828.04
1989-01-22,,,,,,,1076828.04
1989-01-23,,,,,,10300.0660992,1095330.24
1989-01-24,,,,,,3523.0629888,1095330.24
1989-01-25,,,,,,3767.7201408,1105198.08
1989-01-26,,,,,,3547.528704,1105198.08
1989-01-27,,,,,,3523.0629888,1113832.44
1989-01-28,,,,,,,1113832.44
1989-01-29,,,,,,,1113832.44
1989-01-30,,,,,,10813.846118399999,1133568.12
1989-01-31,,,,,,3571.9944192,1152070.32
1989-02-01,,,,,,3474.1315584,1152070.32
1989-02-02,,,,,,3425.200128,1152070.32
1989-02-03,,,,,,3425.200128,1152070.32
1989-02-04,,,,,,,1152070.32
1989-02-05,,,,,,,1152070.32
1989-02-06,,,,,,11009.57184,1152070.32
1989-02-07,,,,,,3474.1315584,1152070.32
1989-02-08,,,,,,3596.4601344,1152070.32
1989-02-09,,,,,,3620.9258495999998,1152070.32
1989-02-10,,,,,,3669.85728,1152070.32
1989-02-11,,,,,,,1152070.32
1989-02-12,,,,,,,1152070.32
1989-02-13,,,,,,10911.7089792,1152070.32
1989-02-14,,,,,,3596.4601344,1113832.44
1989-02-15,,,,,,3718.7887104,1113832.44
1989-02-16,,,,,,3694.3229952,1113832.44
1989-02-17,,,,,,3718.7887104,1113832.44
1989-02-18,,,,,,,1113832.44
1989-02-19,,,,,,,1113832.44
1989-02-20,,,,,,,1113832.44
1989-02-21,,,,,,14018.854809600001,1123700.28
1989-02-22,,,,,,3914.514432,1133568.12
1989-02-23,,,,,,3718.7887104,1142202.48
1989-02-24,,,,,,3645.3915647999997,1152070.32
1989-02-25,,,,,,,1152070.32
1989-02-26,,,,,,,1152070.32
1989-02-27,,,,,,10789.3804032,1201409.52
1989-02-28,,,,,,3743.2544256,1201409.52
1989-03-01,,,,,,3498.5972736,1210043.8800000001
1989-03-02,,,,,,3351.8029824,1219911.72
1989-03-03,,,,,,3425.200128,1240880.8800000001
1989-03-04,,,,,,,1240880.8800000001
1989-03-05,,,,,,,1240880.8800000001
1989-03-06,,,,,,11229.7632768,1280352.24
1989-03-07,,,,,,3669.85728,1300087.92
1989-03-08,,,,,,3767.7201408,1330924.92
1989-03-09,,,,,,3669.85728,1362995.4
1989-03-10,,,,,,3767.7201408,1404933.72
1989-03-11,,,,,,,1448105.52
1989-03-12,,,,,,,1491277.32
1989-03-13,,,,,,14067.78624,1535682.6
1989-03-14,,,,,,4036.843008,1592422.68
1989-03-15,,,,,,3841.1172864,1649162.76
1989-03-16,,,,,,3620.9258495999998,1697268.48
1989-03-17,,,,,,3718.7887104,1767576.84
1989-03-18,,,,,,,1767576.84
1989-03-19,,,,,,,1767576.84
1989-03-20,,,,,,11254.228991999998,1952598.84
1989-03-21,,,,,,4183.6372992,2015506.32
1989-03-22,,,,,,3596.4601344,2015506.32
1989-03-23,,,,,,4012.3772928,2067312.48
1989-03-24,,,,,,4061.3087232,2106783.84
1989-03-25,,,,,,,2185726.56
1989-03-26,,,,,,,2185726.56
1989-03-27,,,,,,11034.037555199999,2362114.2
1989-03-28,,,,,,4599.554457599999,2417620.8
1989-03-29,,,,,,4232.5687296,2474360.88
1989-03-30,,,,,,3841.1172864,2531100.96
1989-03-31,,,,,,4281.50016,2587841.04
1989-04-01,,,,,,,2587841.04
1989-04-02,,,,,,,2661849.84
1989-04-03,,,,,,12134.9947392,2735858.64
1989-04-04,,,,,,5015.471616,2811100.92
1989-04-05,,,,,,4550.6230272,2855506.2
1989-04-06,,,,,,5455.8544896,2917180.2
1989-04-07,,,,,,6361.085952,2964052.44
1989-04-08,,,,,,,3018942.3
1989-04-09,,,,,,,3073832.16
1989-04-10,,,,,,20869.2550656,3152774.88
1989-04-11,,,,,,3351.8029824,3202114.08
1989-04-12,,,,,,11547.8175744,3250219.8000000003
1989-04-13,,,,,,18006.7663872,3316827.72
1989-04-14,,,,,,21309.6379392,3366166.92
1989-04-15,,,,,,20942.652211200002,3366166.92
1989-04-16,,,,,,16807.9463424,3366166.92
1989-04-17,,,,,,16807.9463424,3516651.48
1989-04-18,,,,,,21383.0350848,3568457.64
1989-04-19,,,,,,25811.329536,3619030.32
1989-04-20,,,,,,31609.7040384,3653567.7600000002
1989-04-21,,,,,,34300.9327104,3704140.44
1989-04-22,,,,,,18080.163532799997,3755946.6
1989-04-23,,,,,,8856.5889024,3808986.24
1989-04-24,,,,,,10495.7918208,3826254.96
1989-04-25,,,,,,12379.6518912,3843523.68
1989-04-26,,,,,,12820.0347648,3843523.68
1989-04-27,,,,,,12526.4461824,3860792.4
1989-04-28,,,,,,12526.4461824,3860792.4
1989-04-29,,,,,,12306.254745600001,3878061.12
1989-04-30,,,,,,30484.2811392,3878061.12
1989-05-01,,,,,,45261.57312,3878061.12
1989-05-02,,,,,,21676.623667199998,3896563.32
1989-05-03,,,,,,11841.4061568,3896563.32
1989-05-04,,,,,,25884.7266816,3896563.32
1989-05-05,,,,,,44429.7388032,3896563.32
1989-05-06,,,,,,47903.8703616,3878061.12
1989-05-07,,,,,,,3878061.12
1989-05-08,,,,,,91893.2262912,3878061.12
1989-05-09,,,,,,43842.5616384,3860792.4
1989-05-10,,,,,,43377.7130496,3860792.4
1989-05-11,,,,,,12820.0347648,3878061.12
1989-05-12,,,,,,10715.983257599999,3913832.04
1989-05-13,,,,,,15144.2777088,3931100.7600000002
1989-05-14,,,,,,,3966871.68
1989-05-15,,,,,,52552.3562496,4001409.12
1989-05-16,,,,,,42717.1387392,4001409.12
1989-05-17,,,,,,38288.844288,4001409.12
1989-05-18,,,,,,39194.0757504,4001409.12
1989-05-19,,,,,,18447.1492608,4001409.12
1989-05-20,,,,,,32808.5240832,4001409.12
1989-05-21,,,,,,,4001409.12
1989-05-22,,,,,,121545.6731136,3896563.32
1989-05-23,,,,,,61335.5480064,3878061.12
1989-05-24,,,,,,23633.8808832,3896563.32
1989-05-25,,,,,,18226.957824,3913832.04
1989-05-26,,,,,,20722.460774400002,3931100.7600000002
1989-05-27,,,,,,28820.6125056,3931100.7600000002
1989-05-28,,,,,,,3931100.7600000002
1989-05-29,,,,,,22288.266547199997,3931100.7600000002
1989-05-30,,,,,,7804.5631488,4019911.32
1989-05-31,,,,,,8318.343168,4019911.32
1989-06-01,,,,,,11621.21472,4001409.12
1989-06-02,,,,,,24392.318054400002,3966871.68
1989-06-03,,,,,,22826.5122816,3966871.68
1989-06-04,,,,,,,3966871.68
1989-06-05,,,,,,103000.660992,3896563.32
1989-06-06,,,,,,82669.6516608,3860792.4
1989-06-07,,,,,,86706.49466879999,3843523.68
1989-06-08,,,,,,92260.2120192,3860792.4
1989-06-09,,,,,,90156.160512,3878061.12
1989-06-10,,,,,,91061.3919744,3878061.12
1989-06-11,,,,,,,3878061.12
1989-06-12,,,,,,185083.135488,3896563.32
1989-06-13,,,,,,115013.3271552,3896563.32
1989-06-14,,,,,,101067.8694912,3896563.32
1989-06-15,,,,,,55855.2278016,3913832.04
1989-06-16,,,,,,25811.329536,4001409.12
1989-06-17,,,,,,20331.009331200003,4001409.12
1989-06-18,,,,,,,4001409.12
1989-06-19,,,,,,51353.536204799995,4001409.12
1989-06-20,,,,,,32661.729792,3966871.68
1989-06-21,,,,,,29114.201088,3948369.48
1989-06-22,,,,,,52552.3562496,3913832.04
