date,inflow(m3/d),wse(m),avg air temperature (C),max air temperature (C),min air temperature (C),storage(m3),canal discharge (m3/d),outflow(m3/d)
1982-02-24,4580593.52832,765.944112,,4.1279308000000015,-4.911030399999998,33294856.9176,0.0,6224567.2611839995
1982-02-25,3725565.7135103997,765.68808,,6.094613200000001,-5.438812399999998,32335234.1472,0.0,5027949.130752
1982-02-26,3103598.3016959997,765.2491679999999,,5.872389200000004,-1.3332239999999977,30753641.4216,0.0,4127145.9628032004
1982-02-27,3025601.6016384,764.7889200000001,,11.289099200000003,0.23901080000000263,29094068.0904,0.0,3733052.2223615996
1982-02-28,3011631.6782592,764.31648,,10.594649200000003,-1.7276715999999972,27420507.096,0.0,3376464.4233215996
1982-03-01,2143123.2543744002,764.017776,,12.600220800000002,5.350162800000003,26412346.8876,0.0,3151281.9806208
1982-03-02,2585854.8366336003,763.8684240000001,,11.289099200000003,0.37234520000000515,25922001.5832,0.0,3076196.7006719997
1982-03-03,3291715.1858688,763.807464,,9.455751200000005,1.3334640000000029,25724632.448400002,0.0,3489080.1103871996
1982-03-04,1389554.7604992,763.78308,,9.455751200000005,1.4223536000000045,25646244.7944,0.0,2287984.7540736
1982-03-05,1556166.2810111998,763.810512,,10.111312000000005,0.7223480000000002,25734475.618800003,0.0,2269219.5505152
1982-03-06,1655472.619008,763.8684240000001,,9.805754000000004,-2.511011199999997,25922001.5832,0.0,2250454.3469568
1982-03-07,1627141.3208064002,763.917192,,12.294662800000005,-1.4610027999999957,26081194.512000002,0.0,2212923.93984
1982-03-08,1420919.8073856,764.0513040000001,,10.983541200000005,0.8945716000000026,26523483.4356,0.0,1918381.1945472
1982-03-09,1359828.9165311998,764.2372320000001,,15.0891296,1.2445744000000047,27149338.8528,0.0,1719988.7099904
1982-03-10,1140298.0540415999,764.4262080000001,,15.572466800000008,2.7723644000000043,27800320.2576,0.0,1257072.9126912
1982-03-11,1120872.2761728,764.6395679999999,,14.611348,-0.9387763999999983,28554198.564,0.0,1160898.18624
1982-03-12,1108859.6100096,764.8773120000001,,9.366861600000004,-1.8998951999999978,29418411.656400003,0.0,1120554.2218752
1982-03-13,905696.3109888,765.090672,,10.289091200000005,1.6390220000000042,30201782.4696,0.0,1363596.636672
1982-03-14,878514.9014016,765.30708,,8.755745600000001,4.433488800000003,30957979.7184,0.0,1636267.0325759999
1982-03-15,886148.204544,765.5204400000001,,6.094613200000001,-0.022102399999997857,31721787.5388,0.0,1719254.7385344
1982-03-16,600829.0338816,765.651504,,9.805754000000004,-2.422121599999997,32200291.435200002,0.0,1659998.77632
1982-03-17,483222.34091519995,765.7490400000002,,7.666848000000002,-1.6387819999999955,32561195.348400004,0.0,1529572.0485888
1982-03-18,498415.5500544,765.8496240000001,,6.005723600000003,1.3779088000000002,32937283.4004,0.0,1422877.0646016002
1982-03-19,329626.5808896,765.904488,,6.094613200000001,0.23901080000000263,33144582.049200002,0.0,1357675.9335935998
1982-03-20,353921.0360832,765.9654480000002,,7.444624000000001,-0.4165499999999973,33376167.919200003,0.0,1434742.9364735999
1982-03-21,308659.4629632,766.014216,,9.366861600000004,-3.077682399999997,33562509.742800005,0.0,1393249.0834944001
1982-03-22,345358.03576319997,766.072128,,11.205765200000005,-2.7721243999999974,33785547.5964,0.0,1351755.2305152
1982-03-23,263642.5469952,766.108704,,16.183582800000003,-0.3721052,33926867.4,0.0,1245035.7808128
1982-03-24,240767.10328319998,766.139184,,16.9669224,2.600140800000002,34045306.1496,0.0,1132420.0937472
1982-03-25,229023.5599872,766.1666160000001,,15.0891296,2.2501379999999997,34152002.1696,0.0,1049432.3877888
1982-03-26,241574.47188479998,766.197096,,16.139138000000003,4.605712400000002,34271242.6812,0.0,1001993.366016
1982-03-27,206074.7191296,766.2184320000001,,14.089121600000002,6.094613200000001,34354983.6384,0.0,930871.5319296
1982-03-28,193964.1901056,766.2367200000001,,12.905778800000004,3.605704400000004,34426611.822000004,0.0,1031645.8128384
1982-03-29,230491.5028992,766.264152,,8.627966800000003,0.37234520000000515,34534775.6832,0.0,1025725.10976
