date,max_temp(C),min_temp(C),avg_temp(C)
2018-06-27 00:00:00+00:00,24.4,21.8,23.0
2018-06-28 00:00:00+00:00,23.4,21.8,22.5
2018-06-29 00:00:00+00:00,23.3,20.8,22.1
2018-06-30 00:00:00+00:00,23.5,21.4,22.5
2018-07-01 00:00:00+00:00,23.2,21.6,22.4
2018-07-02 00:00:00+00:00,22.3,20.9,21.8
2018-07-03 00:00:00+00:00,21.8,20.0,21.0
2018-07-04 00:00:00+00:00,21.9,20.4,21.1
2018-07-05 00:00:00+00:00,23.4,20.3,21.9
2018-07-06 00:00:00+00:00,23.9,21.9,23.0
2018-07-07 00:00:00+00:00,23.8,21.5,22.7
2018-07-08 00:00:00+00:00,25.0,22.2,23.6
2018-07-09 00:00:00+00:00,25.6,23.2,24.3
2018-07-10 00:00:00+00:00,25.3,23.3,24.3
2018-07-11 00:00:00+00:00,25.6,23.1,24.3
2018-07-12 00:00:00+00:00,26.5,23.5,25.0
2018-07-13 00:00:00+00:00,27.1,24.4,25.8
2018-07-14 00:00:00+00:00,27.4,24.6,26.0
2018-07-15 00:00:00+00:00,27.3,24.6,26.0
2018-07-16 00:00:00+00:00,27.4,24.8,26.1
2018-07-17 00:00:00+00:00,27.6,25.0,26.3
2018-07-18 00:00:00+00:00,27.5,25.0,26.3
2018-07-19 00:00:00+00:00,27.4,24.7,26.0
2018-07-20 00:00:00+00:00,26.3,24.2,25.2
2018-07-21 00:00:00+00:00,25.2,23.6,24.4
2018-07-22 00:00:00+00:00,25.4,22.9,24.2
2018-07-23 00:00:00+00:00,25.6,23.2,24.4
2018-07-24 00:00:00+00:00,26.0,23.5,24.8
2018-07-25 00:00:00+00:00,26.4,24.0,25.2
2018-07-26 00:00:00+00:00,27.0,24.2,25.6
2018-07-27 00:00:00+00:00,27.4,24.9,26.2
2018-07-28 00:00:00+00:00,27.6,25.5,26.5
2018-07-29 00:00:00+00:00,27.5,25.7,26.6
2018-07-30 00:00:00+00:00,27.1,25.5,26.3
2018-07-31 00:00:00+00:00,27.0,25.4,26.2
2018-08-01 00:00:00+00:00,26.9,25.1,26.0
2018-08-02 00:00:00+00:00,26.6,24.7,25.6
2018-08-03 00:00:00+00:00,25.8,24.1,24.9
2018-08-04 00:00:00+00:00,25.0,23.2,24.2
2018-08-05 00:00:00+00:00,25.2,23.1,24.1
2018-08-06 00:00:00+00:00,25.0,23.2,24.1
2018-08-07 00:00:00+00:00,25.2,23.4,24.3
2018-08-08 00:00:00+00:00,25.5,23.7,24.6
2018-08-09 00:00:00+00:00,26.3,24.1,25.2
2018-08-10 00:00:00+00:00,26.7,24.9,25.7
2018-08-11 00:00:00+00:00,25.9,24.3,25.2
2018-08-12 00:00:00+00:00,24.4,23.2,23.8
2018-08-13 00:00:00+00:00,23.7,22.6,23.1
2018-08-14 00:00:00+00:00,23.6,22.1,22.8
2018-08-15 00:00:00+00:00,23.2,21.9,22.5
2018-08-16 00:00:00+00:00,23.3,21.4,22.4
2018-08-17 00:00:00+00:00,23.8,22.1,22.9
2018-08-18 00:00:00+00:00,24.0,22.1,23.1
2018-08-19 00:00:00+00:00,23.6,22.4,23.0
2018-08-20 00:00:00+00:00,22.4,21.3,21.9
2018-08-21 00:00:00+00:00,22.0,20.7,21.3
2018-08-22 00:00:00+00:00,22.1,20.2,21.2
2018-08-23 00:00:00+00:00,21.9,20.6,21.2
2018-08-24 00:00:00+00:00,21.5,20.0,20.7
2018-08-25 00:00:00+00:00,20.6,19.6,20.2
2018-08-26 00:00:00+00:00,20.1,19.2,19.6
2018-08-27 00:00:00+00:00,19.7,18.8,19.2
2018-08-28 00:00:00+00:00,20.0,18.5,19.3
2018-08-29 00:00:00+00:00,20.6,19.0,19.8
2018-08-30 00:00:00+00:00,20.9,19.6,20.2
2018-08-31 00:00:00+00:00,20.8,19.2,20.0
2018-09-01 00:00:00+00:00,21.0,19.0,20.0
2018-09-02 00:00:00+00:00,20.8,19.0,20.0
2018-09-03 00:00:00+00:00,21.0,19.0,20.0
2018-09-04 00:00:00+00:00,20.6,19.3,19.9
2018-09-05 00:00:00+00:00,20.5,18.8,19.7
2018-09-06 00:00:00+00:00,20.5,18.8,19.6
2018-09-07 00:00:00+00:00,20.6,18.8,19.7
2018-09-08 00:00:00+00:00,20.6,19.2,19.9
2018-09-09 00:00:00+00:00,20.4,18.9,19.6
2018-09-10 00:00:00+00:00,20.6,18.9,19.7
2018-09-11 00:00:00+00:00,20.0,18.8,19.3
2018-09-12 00:00:00+00:00,19.5,18.1,18.8
